CNXT,Date
26.033693313598633,2014-11-14
25.751115798950195,2014-11-17
25.896961212158203,2014-11-18
26.01546287536621,2014-11-19
25.86050033569336,2014-11-20
26.65354347229004,2014-11-21
26.25246238708496,2014-11-24
26.690004348754883,2014-11-25
26.981698989868164,2014-11-26
26.835851669311523,2014-11-28
26.34726333618164,2014-12-01
27.009044647216797,2014-12-02
27.838550567626953,2014-12-03
28.446550369262695,2014-12-04
27.53774070739746,2014-12-05
27.273391723632812,2014-12-08
25.996318817138672,2014-12-09
26.94523811340332,2014-12-10
27.65624237060547,2014-12-11
27.619779586791992,2014-12-12
28.194053649902344,2014-12-15
28.376361846923828,2014-12-16
28.32166862487793,2014-12-17
28.10289764404297,2014-12-18
27.381868362426758,2014-12-19
26.279809951782227,2014-12-22
25.523229598999023,2014-12-23
26.267047882080078,2014-12-24
26.90148162841797,2014-12-26
26.416540145874023,2014-12-29
25.85138702392578,2014-12-30
26.261579513549805,2014-12-31
26.432039260864258,2015-01-02
26.3983097076416,2015-01-05
27.37366485595703,2015-01-06
27.492162704467773,2015-01-07
27.519512176513672,2015-01-08
27.43747329711914,2015-01-09
27.88412857055664,2015-01-12
28.631593704223633,2015-01-13
28.26697540283203,2015-01-14
28.194053649902344,2015-01-15
28.25786018371582,2015-01-16
29.38817596435547,2015-01-20
29.97156524658203,2015-01-21
30.42733383178711,2015-01-22
29.62517738342285,2015-01-23
30.354412078857422,2015-01-26
30.099180221557617,2015-01-27
29.397289276123047,2015-01-28
29.661640167236328,2015-01-29
28.412822723388672,2015-01-30
29.360828399658203,2015-02-02
30.336181640625,2015-02-03
30.88311004638672,2015-02-04
30.080949783325195,2015-02-05
28.941518783569336,2015-02-06
28.98709487915039,2015-02-09
29.688983917236328,2015-02-10
29.688983917236328,2015-02-11
30.381757736206055,2015-02-12
30.89222526550293,2015-02-13
31.94961166381836,2015-02-17
31.931379318237305,2015-02-18
31.940500259399414,2015-02-19
32.040771484375,2015-02-20
32.01524353027344,2015-02-23
32.487422943115234,2015-02-24
31.685264587402344,2015-02-25
32.00430679321289,2015-02-26
32.250423431396484,2015-02-27
32.83381271362305,2015-03-02
32.24130630493164,2015-03-03
32.779117584228516,2015-03-04
33.12550354003906,2015-03-05
31.958728790283203,2015-03-06
32.67884826660156,2015-03-09
33.07992935180664,2015-03-10
33.25312042236328,2015-03-11
33.24400329589844,2015-03-12
33.79093551635742,2015-03-13
35.431705474853516,2015-03-16
35.377017974853516,2015-03-17
36.29767608642578,2015-03-18
36.17006301879883,2015-03-19
37.327728271484375,2015-03-20
37.719688415527344,2015-03-23
38.42157745361328,2015-03-24
38.85000228881836,2015-03-25
37.701454162597656,2015-03-26
38.603885650634766,2015-03-27
39.52454376220703,2015-03-30
39.01408004760742,2015-03-31
40.52724075317383,2015-04-01
41.30205535888672,2015-04-02
42.55998229980469,2015-04-06
42.22636413574219,2015-04-07
41.10151290893555,2015-04-08
39.82535171508789,2015-04-09
41.53905487060547,2015-04-10
41.9310188293457,2015-04-13
41.985713958740234,2015-04-14
40.51812744140625,2015-04-15
41.54817199707031,2015-04-16
38.10253143310547,2015-04-17
39.96208190917969,2015-04-20
41.648441314697266,2015-04-21
42.88175964355469,2015-04-22
43.35302734375,2015-04-23
44.0822639465332,2015-04-24
43.954647064208984,2015-04-27
42.73318099975586,2015-04-28
43.61737823486328,2015-04-29
43.68117904663086,2015-04-30
43.972877502441406,2015-05-01
44.100494384765625,2015-05-04
42.61923599243164,2015-05-05
42.8206901550293,2015-05-06
42.59644317626953,2015-05-07
44.9482307434082,2015-05-08
47.09947204589844,2015-05-11
48.05659484863281,2015-05-12
48.44855880737305,2015-05-13
48.64271545410156,2015-05-14
48.138633728027344,2015-05-15
49.770294189453125,2015-05-18
51.13761520385742,2015-05-19
51.95800018310547,2015-05-20
54.163936614990234,2015-05-21
54.51032638549805,2015-05-22
57.01707077026367,2015-05-26
56.97148895263672,2015-05-27
53.1612434387207,2015-05-28
53.72639846801758,2015-05-29
56.98334503173828,2015-06-01
59.888427734375,2015-06-02
59.48735809326172,2015-06-03
58.66697311401367,2015-06-04
57.6551513671875,2015-06-05
56.333412170410156,2015-06-08
56.078182220458984,2015-06-09
58.439083099365234,2015-06-10
59.33238220214844,2015-06-11
59.91578674316406,2015-06-12
56.97148895263672,2015-06-15
54.838478088378906,2015-06-16
56.49748992919922,2015-06-17
53.66259002685547,2015-06-18
49.9434928894043,2015-06-19
50.39925765991211,2015-06-22
51.16496276855469,2015-06-23
51.356380462646484,2015-06-24
48.47590637207031,2015-06-25
41.29293441772461,2015-06-26
39.296653747558594,2015-06-29
43.261871337890625,2015-06-30
41.81251525878906,2015-07-01
40.15351104736328,2015-07-02
37.72880554199219,2015-07-06
31.803768157958984,2015-07-07
28.768325805664062,2015-07-08
36.54379653930664,2015-07-09
45.06672668457031,2015-07-10
43.143375396728516,2015-07-13
42.0130615234375,2015-07-14
37.49180221557617,2015-07-15
40.90097427368164,2015-07-16
43.7449951171875,2015-07-17
43.06589126586914,2015-07-20
43.7723388671875,2015-07-21
44.164302825927734,2015-07-22
45.980098724365234,2015-07-23
43.626495361328125,2015-07-24
38.55830764770508,2015-07-27
39.82535171508789,2015-07-28
41.79154968261719,2015-07-29
39.79344940185547,2015-07-30
39.76154327392578,2015-07-31
38.51272964477539,2015-08-03
40.98301315307617,2015-08-04
39.9985466003418,2015-08-05
39.46073913574219,2015-08-06
40.5910530090332,2015-08-07
43.575443267822266,2015-08-10
41.67578887939453,2015-08-11
40.17173767089844,2015-08-12
41.374977111816406,2015-08-13
41.4570198059082,2015-08-14
41.584632873535156,2015-08-17
37.86553192138672,2015-08-18
38.603885650634766,2015-08-19
37.719688415527344,2015-08-20
35.103553771972656,2015-08-21
29.534025192260742,2015-08-24
30.18121910095215,2015-08-25
29.734560012817383,2015-08-26
32.341575622558594,2015-08-27
32.122806549072266,2015-08-28
30.7828369140625,2015-08-31
27.975282669067383,2015-09-01
27.66535758972168,2015-09-02
28.6862850189209,2015-09-03
27.53774070739746,2015-09-04
31.183917999267578,2015-09-08
30.846647262573242,2015-09-09
31.174802780151367,2015-09-10
31.49384117126465,2015-09-11
28.61336326599121,2015-09-14
27.24604606628418,2015-09-15
29.333486557006836,2015-09-16
29.62517738342285,2015-09-17
28.91417121887207,2015-09-18
31.065418243408203,2015-09-21
30.60053062438965,2015-09-22
30.801069259643555,2015-09-23
31.366228103637695,2015-09-24
30.19033432006836,2015-09-25
30.57500648498535,2015-09-28
30.946916580200195,2015-09-29
30.946916580200195,2015-09-30
31.311532974243164,2015-10-01
32.069026947021484,2015-10-02
32.86115646362305,2015-10-05
32.715309143066406,2015-10-06
33.57216262817383,2015-10-07
33.39897155761719,2015-10-08
33.2713508605957,2015-10-09
34.98505401611328,2015-10-12
34.930362701416016,2015-10-13
34.2193603515625,2015-10-14
36.26121520996094,2015-10-15
37.081607818603516,2015-10-16
36.35237121582031,2015-10-19
37.47357177734375,2015-10-20
34.45635986328125,2015-10-21
36.63494873046875,2015-10-22
38.16634750366211,2015-10-23
36.76256561279297,2015-10-26
37.026912689208984,2015-10-27
36.02421951293945,2015-10-28
36.57114028930664,2015-10-29
36.215641021728516,2015-10-30
35.85102081298828,2015-11-02
35.70517349243164,2015-11-03
38.066070556640625,2015-11-04
37.938453674316406,2015-11-05
39.39692687988281,2015-11-06
38.968502044677734,2015-11-09
39.49720001220703,2015-11-10
40.17447280883789,2015-11-11
39.04143142700195,2015-11-12
37.47357177734375,2015-11-13
40.49077606201172,2015-11-16
38.968502044677734,2015-11-17
38.74061584472656,2015-11-18
40.09881591796875,2015-11-19
40.126163482666016,2015-11-20
39.57011795043945,2015-11-23
40.00765609741211,2015-11-24
40.73689651489258,2015-11-25
36.963104248046875,2015-11-27
37.96580505371094,2015-11-30
37.6577033996582,2015-12-01
37.48268508911133,2015-12-02
38.585655212402344,2015-12-03
38.43980026245117,2015-12-04
38.157230377197266,2015-12-07
37.291259765625,2015-12-08
36.689640045166016,2015-12-09
37.19099044799805,2015-12-10
36.2885627746582,2015-12-11
37.63764953613281,2015-12-14
38.157230377197266,2015-12-15
38.7132682800293,2015-12-16
38.777076721191406,2015-12-17
38.94115447998047,2015-12-18
39.64304733276367,2015-12-21
40.080589294433594,2015-12-22
39.09611511230469,2015-12-23
38.995845794677734,2015-12-24
38.25749588012695,2015-12-28
38.34865188598633,2015-12-29
38.312191009521484,2015-12-30
37.63764953613281,2015-12-31
33.07992935180664,2016-01-04
33.389854431152344,2016-01-05
33.19843292236328,2016-01-06
30.42733383178711,2016-01-07
30.254140853881836,2016-01-08
29.04178810119629,2016-01-11
29.70721435546875,2016-01-12
27.88412857055664,2016-01-13
29.56136703491211,2016-01-14
27.947935104370117,2016-01-15
30.099180221557617,2016-01-19
29.58871078491211,2016-01-20
28.950634002685547,2016-01-21
29.369945526123047,2016-01-22
29.08827781677246,2016-01-25
27.36454963684082,2016-01-26
27.009044647216797,2016-01-27
26.042808532714844,2016-01-28
27.410123825073242,2016-01-29
26.617080688476562,2016-02-01
27.510395050048828,2016-02-02
27.938819885253906,2016-02-03
28.5495548248291,2016-02-04
27.7929744720459,2016-02-05
27.510395050048828,2016-02-08
27.30074119567871,2016-02-09
27.43747329711914,2016-02-10
26.598852157592773,2016-02-11
26.93612289428711,2016-02-12
29.50667381286621,2016-02-16
30.463794708251953,2016-02-17
29.871292114257812,2016-02-18
30.071834564208984,2016-02-19
30.7281436920166,2016-02-22
29.953332901000977,2016-02-23
30.18121910095215,2016-02-24
27.692703247070312,2016-02-25
27.58331871032715,2016-02-26
26.09749984741211,2016-02-29
26.870492935180664,2016-03-01
27.96616554260254,2016-03-02
28.04364585876465,2016-03-03
27.30074119567871,2016-03-04
27.419239044189453,2016-03-07
27.291624069213867,2016-03-08
27.036392211914062,2016-03-09
26.3983097076416,2016-03-10
26.86319923400879,2016-03-11
27.765625,2016-03-14
27.692703247070312,2016-03-15
27.52862548828125,2016-03-16
28.932403564453125,2016-03-17
30.655223846435547,2016-03-18
30.974262237548828,2016-03-21
30.819299697875977,2016-03-22
31.081825256347656,2016-03-23
30.52760887145996,2016-03-24
30.801069259643555,2016-03-28
30.23590850830078,2016-03-29
31.621456146240234,2016-03-30
31.19303321838379,2016-03-31
30.983375549316406,2016-04-01
30.810184478759766,2016-04-04
31.457378387451172,2016-04-05
32.031654357910156,2016-04-06
30.983375549316406,2016-04-07
31.238609313964844,2016-04-08
31.667036056518555,2016-04-11
31.548534393310547,2016-04-12
32.295997619628906,2016-04-13
32.28688430786133,2016-04-14
31.958728790283203,2016-04-15
31.694379806518555,2016-04-18
31.831111907958984,2016-04-19
30.126523971557617,2016-04-20
29.397289276123047,2016-04-21
29.698102951049805,2016-04-22
29.816600799560547,2016-04-25
30.317949295043945,2016-04-26
30.199451446533203,2016-04-27
30.135643005371094,2016-04-28
30.080949783325195,2016-04-29
30.090065002441406,2016-05-02
30.54583168029785,2016-05-03
30.491146087646484,2016-05-04
30.664335250854492,2016-05-05
29.497562408447266,2016-05-06
28.29432487487793,2016-05-09
28.81390380859375,2016-05-10
28.29432487487793,2016-05-11
28.412822723388672,2016-05-12
28.039091110229492,2016-05-13
28.6862850189209,2016-05-16
28.59513282775879,2016-05-17
28.002628326416016,2016-05-18
28.148473739624023,2016-05-19
28.376361846923828,2016-05-20
28.6862850189209,2016-05-23
28.777441024780273,2016-05-24
28.558670043945312,2016-05-25
28.66805648803711,2016-05-26
28.586017608642578,2016-05-27
29.953332901000977,2016-05-31
29.771024703979492,2016-06-01
30.108291625976562,2016-06-02
30.8648738861084,2016-06-03
30.83753204345703,2016-06-06
30.691682815551758,2016-06-07
30.60053062438965,2016-06-08
30.48202896118164,2016-06-09
29.925989151000977,2016-06-10
28.640708923339844,2016-06-13
28.804786682128906,2016-06-14
29.58871078491211,2016-06-15
29.524906158447266,2016-06-16
29.688983917236328,2016-06-17
29.9168701171875,2016-06-20
29.62517738342285,2016-06-21
30.19033432006836,2016-06-22
30.217683792114258,2016-06-23
29.214981079101562,2016-06-24
29.798368453979492,2016-06-27
30.491146087646484,2016-06-28
30.655223846435547,2016-06-29
30.673452377319336,2016-06-30
30.418216705322266,2016-07-01
30.50025749206543,2016-07-05
30.819299697875977,2016-07-06
30.64610481262207,2016-07-07
30.91045379638672,2016-07-08
30.491146087646484,2016-07-11
31.138338088989258,2016-07-12
31.49384117126465,2016-07-13
31.484729766845703,2016-07-14
31.28418731689453,2016-07-15
30.992490768432617,2016-07-18
30.992490768432617,2016-07-19
31.20579719543457,2016-07-20
31.12466812133789,2016-07-21
30.992490768432617,2016-07-22
30.89222526550293,2016-07-25
31.33888053894043,2016-07-26
29.98979377746582,2016-07-27
29.962448120117188,2016-07-28
29.853063583374023,2016-07-29
29.233211517333984,2016-08-01
29.442867279052734,2016-08-02
29.643409729003906,2016-08-03
29.871292114257812,2016-08-04
29.679868698120117,2016-08-05
30.017139434814453,2016-08-08
30.263256072998047,2016-08-09
30.18121910095215,2016-08-10
29.871292114257812,2016-08-11
30.18121910095215,2016-08-12
31.33888053894043,2016-08-15
31.22037696838379,2016-08-16
31.173892974853516,2016-08-17
31.16568374633789,2016-08-18
30.992490768432617,2016-08-19
30.573183059692383,2016-08-22
30.636993408203125,2016-08-23
30.64610481262207,2016-08-24
30.42733383178711,2016-08-25
30.418216705322266,2016-08-26
30.6424617767334,2016-08-29
30.54583168029785,2016-08-30
30.50025749206543,2016-08-31
30.299718856811523,2016-09-01
30.217683792114258,2016-09-02
30.810184478759766,2016-09-06
30.700796127319336,2016-09-07
30.7828369140625,2016-09-08
29.89864158630371,2016-09-09
29.62517738342285,2016-09-12
29.39090919494629,2016-09-13
29.49665069580078,2016-09-14
29.70721435546875,2016-09-15
29.698102951049805,2016-09-16
29.80748748779297,2016-09-19
29.679868698120117,2016-09-20
29.980676651000977,2016-09-21
29.98158836364746,2016-09-22
29.679868698120117,2016-09-23
28.941518783569336,2016-09-26
29.26055908203125,2016-09-27
29.38817596435547,2016-09-28
29.442867279052734,2016-09-29
29.697189331054688,2016-09-30
29.57048225402832,2016-10-03
29.534025192260742,2016-10-04
29.652524948120117,2016-10-05
29.734560012817383,2016-10-06
29.734560012817383,2016-10-07
30.099180221557617,2016-10-10
29.935104370117188,2016-10-11
30.053606033325195,2016-10-12
30.06271743774414,2016-10-13
29.951509475708008,2016-10-14
29.461101531982422,2016-10-17
30.026254653930664,2016-10-18
29.798368453979492,2016-10-19
29.935104370117188,2016-10-20
29.74367904663086,2016-10-21
29.967008590698242,2016-10-24
29.907756805419922,2016-10-25
29.74367904663086,2016-10-26
29.657081604003906,2016-10-27
29.504850387573242,2016-10-28
29.334394454956055,2016-10-31
29.50667381286621,2016-11-01
29.297019958496094,2016-11-02
29.351713180541992,2016-11-03
29.34259796142578,2016-11-04
29.196748733520508,2016-11-07
29.47021484375,2016-11-08
29.151174545288086,2016-11-09
28.967952728271484,2016-11-10
29.178518295288086,2016-11-11
29.151174545288086,2016-11-14
29.27878761291504,2016-11-15
29.069135665893555,2016-11-16
29.11562156677246,2016-11-17
28.86859703063965,2016-11-18
28.88682746887207,2016-11-21
29.18763542175293,2016-11-22
28.86859703063965,2016-11-23
28.923288345336914,2016-11-25
28.950634002685547,2016-11-28
29.114713668823242,2016-11-29
29.18763542175293,2016-11-30
29.269672393798828,2016-12-01
29.05728530883789,2016-12-02
29.005327224731445,2016-12-05
28.768325805664062,2016-12-06
28.950634002685547,2016-12-07
28.62247657775879,2016-12-08
28.431055068969727,2016-12-09
26.80850601196289,2016-12-12
27.08379364013672,2016-12-13
26.690004348754883,2016-12-14
26.644428253173828,2016-12-15
26.762929916381836,2016-12-16
26.75836944580078,2016-12-19
26.68271255493164,2016-12-20
26.872312545776367,2016-12-21
26.762929916381836,2016-12-22
26.49858283996582,2016-12-23
26.617080688476562,2016-12-27
26.36185073852539,2016-12-28
26.453004837036133,2016-12-29
26.289838790893555,2016-12-30
26.680891036987305,2017-01-03
27.555971145629883,2017-01-04
27.82032012939453,2017-01-05
27.26336669921875,2017-01-06
27.073766708374023,2017-01-09
27.034568786621094,2017-01-10
26.753812789916992,2017-01-11
26.708234786987305,2017-01-12
26.54871368408203,2017-01-13
26.22511863708496,2017-01-17
25.988115310668945,2017-01-18
25.833152770996094,2017-01-19
26.300777435302734,2017-01-20
26.453004837036133,2017-01-23
26.21600341796875,2017-01-24
26.434772491455078,2017-01-25
26.51681137084961,2017-01-26
26.544158935546875,2017-01-27
26.53504180908203,2017-01-30
26.64625358581543,2017-01-31
26.656278610229492,2017-02-01
26.635311126708984,2017-02-02
26.598852157592773,2017-02-03
26.708234786987305,2017-02-06
26.443889617919922,2017-02-07
26.66265869140625,2017-02-08
26.761106491088867,2017-02-09
26.72646713256836,2017-02-10
26.83311653137207,2017-02-13
26.953441619873047,2017-02-14
26.772043228149414,2017-02-15
26.81488609313965,2017-02-16
26.663570404052734,2017-02-17
27.327173233032227,2017-02-21
27.337202072143555,2017-02-22
27.39189338684082,2017-02-23
27.382780075073242,2017-02-24
27.22781753540039,2017-02-27
27.264278411865234,2017-02-28
27.501279830932617,2017-03-01
26.972583770751953,2017-03-02
27.24604606628418,2017-03-03
27.58331871032715,2017-03-06
27.710933685302734,2017-03-07
27.346315383911133,2017-03-08
27.16400718688965,2017-03-09
27.346315383911133,2017-03-10
27.729164123535156,2017-03-13
27.52862548828125,2017-03-14
27.852224349975586,2017-03-15
27.984397888183594,2017-03-16
27.546855926513672,2017-03-17
27.555971145629883,2017-03-20
27.58331871032715,2017-03-21
27.692703247070312,2017-03-22
27.6835880279541,2017-03-23
28.01174545288086,2017-03-24
27.902359008789062,2017-03-27
27.783857345581055,2017-03-28
27.64165687561035,2017-03-29
27.07285499572754,2017-03-30
27.40100860595703,2017-03-31
27.455703735351562,2017-04-03
27.46481704711914,2017-04-04
27.947935104370117,2017-04-05
27.84766387939453,2017-04-06
27.95705223083496,2017-04-07
27.44658660888672,2017-04-10
27.58331871032715,2017-04-11
27.44658660888672,2017-04-12
27.701820373535156,2017-04-13
27.30074119567871,2017-04-17
27.127546310424805,2017-04-18
27.045509338378906,2017-04-19
27.3873348236084,2017-04-20
27.07285499572754,2017-04-21
26.635311126708984,2017-04-24
26.809417724609375,2017-04-25
26.981698989868164,2017-04-26
27.081968307495117,2017-04-27
27.031835556030273,2017-04-28
27.036392211914062,2017-05-01
27.063737869262695,2017-05-02
26.904218673706055,2017-05-03
26.844966888427734,2017-05-04
26.471235275268555,2017-05-05
25.933425903320312,2017-05-08
26.22511863708496,2017-05-09
25.92430877685547,2017-05-10
25.979000091552734,2017-05-11
26.12120246887207,2017-05-12
26.36640739440918,2017-05-15
27.005401611328125,2017-05-16
26.79939079284668,2017-05-17
26.686359405517578,2017-05-18
26.65354347229004,2017-05-19
26.51681137084961,2017-05-22
26.306245803833008,2017-05-23
26.56330108642578,2017-05-24
26.844966888427734,2017-05-25
26.621639251708984,2017-05-26
26.708234786987305,2017-05-30
26.899660110473633,2017-05-31
26.635311126708984,2017-06-01
26.71735191345215,2017-06-02
26.826738357543945,2017-06-05
27.02727699279785,2017-06-06
27.6407470703125,2017-06-07
27.66535758972168,2017-06-08
27.720962524414062,2017-06-09
27.44202995300293,2017-06-12
27.838550567626953,2017-06-13
27.617958068847656,2017-06-14
27.756511688232422,2017-06-15
27.658977508544922,2017-06-16
27.7929744720459,2017-06-19
27.756511688232422,2017-06-20
28.166706085205078,2017-06-21
27.81120491027832,2017-06-22
28.075551986694336,2017-06-23
28.440170288085938,2017-06-26
28.382741928100586,2017-06-27
28.33078384399414,2017-06-28
28.503978729248047,2017-06-29
28.61336326599121,2017-06-30
28.604246139526367,2017-07-03
28.61336326599121,2017-07-05
28.594221115112305,2017-07-06
28.649826049804688,2017-07-07
28.246009826660156,2017-07-10
28.12112808227539,2017-07-11
28.221399307250977,2017-07-12
28.139362335205078,2017-07-13
28.10289764404297,2017-07-14
27.009044647216797,2017-07-17
27.063737869262695,2017-07-18
27.74739646911621,2017-07-19
27.938819885253906,2017-07-20
27.96616554260254,2017-07-21
27.928794860839844,2017-07-24
27.87501335144043,2017-07-25
27.710933685302734,2017-07-26
28.1831111907959,2017-07-27
28.303436279296875,2017-07-28
28.52220916748047,2017-07-31
28.604246139526367,2017-08-01
28.467514038085938,2017-08-02
28.33989906311035,2017-08-03
28.047292709350586,2017-08-04
28.207727432250977,2017-08-07
28.513093948364258,2017-08-08
28.61336326599121,2017-08-09
28.44928550720215,2017-08-10
28.18037986755371,2017-08-11
29.014442443847656,2017-08-14
29.10559844970703,2017-08-15
29.543136596679688,2017-08-16
29.487531661987305,2017-08-17
29.524906158447266,2017-08-18
29.718154907226562,2017-08-21
29.661640167236328,2017-08-22
29.58871078491211,2017-08-23
29.306135177612305,2017-08-24
29.925071716308594,2017-08-25
30.595056533813477,2017-08-28
30.536720275878906,2017-08-29
30.670719146728516,2017-08-30
30.896778106689453,2017-08-31
31.4537353515625,2017-09-01
31.88580894470215,2017-09-05
31.894922256469727,2017-09-06
31.967845916748047,2017-09-07
31.91315269470215,2017-09-08
32.150150299072266,2017-09-11
31.995189666748047,2017-09-12
31.995189666748047,2017-09-13
31.63968849182129,2017-09-14
31.737224578857422,2017-09-15
31.87395477294922,2017-09-18
31.439149856567383,2017-09-19
31.803768157958984,2017-09-20
31.758190155029297,2017-09-21
31.48016929626465,2017-09-22
30.846647262573242,2017-09-25
30.91956901550293,2017-09-26
31.129226684570312,2017-09-27
31.120107650756836,2017-09-28
31.288747787475586,2017-09-29
31.420917510986328,2017-10-02
31.967845916748047,2017-10-03
32.18205642700195,2017-10-04
32.264095306396484,2017-10-05
32.20576095581055,2017-10-06
31.922269821166992,2017-10-09
32.4053840637207,2017-10-10
32.38715362548828,2017-10-11
32.35069274902344,2017-10-12
32.89305877685547,2017-10-13
32.332462310791016,2017-10-16
32.16291427612305,2017-10-17
32.23219299316406,2017-10-18
31.958728790283203,2017-10-19
32.32334899902344,2017-10-20
32.30511474609375,2017-10-23
32.6515007019043,2017-10-24
32.6241569519043,2017-10-25
32.6241569519043,2017-10-26
32.496543884277344,2017-10-27
31.94961166381836,2017-10-30
32.396270751953125,2017-10-31
32.487422943115234,2017-11-01
32.28688430786133,2017-11-02
31.976959228515625,2017-11-03
32.43819808959961,2017-11-06
32.57128143310547,2017-11-07
32.49289321899414,2017-11-08
32.76089096069336,2017-11-09
33.19843292236328,2017-11-10
33.37162399291992,2017-11-13
33.06990051269531,2017-11-14
32.409942626953125,2017-11-15
32.924964904785156,2017-11-16
32.14741897583008,2017-11-17
32.779117584228516,2017-11-20
33.63597106933594,2017-11-21
33.36250305175781,2017-11-22
32.068115234375,2017-11-24
31.211265563964844,2017-11-27
31.867570877075195,2017-11-28
31.521190643310547,2017-11-29
31.25501251220703,2017-11-30
31.42365264892578,2017-12-01
31.512073516845703,2017-12-04
30.974262237548828,2017-12-05
31.156570434570312,2017-12-06
30.7828369140625,2017-12-07
31.265954971313477,2017-12-08
31.812881469726562,2017-12-11
31.57132339477539,2017-12-12
31.976959228515625,2017-12-13
31.648807525634766,2017-12-14
31.46649742126465,2017-12-15
31.270145416259766,2017-12-18
31.63545036315918,2017-12-19
31.370601654052734,2017-12-20
31.891159057617188,2017-12-21
31.589786529541016,2017-12-22
31.461929321289062,2017-12-26
30.987031936645508,2017-12-27
31.27927589416504,2017-12-28
31.59891700744629,2017-12-29
32.19253921508789,2018-01-02
32.649169921875,2018-01-03
32.749629974365234,2018-01-04
32.66743850708008,2018-01-05
32.59437561035156,2018-01-08
32.53044509887695,2018-01-09
32.320396423339844,2018-01-10
32.87748718261719,2018-01-11
32.93228530883789,2018-01-12
32.320396423339844,2018-01-16
32.31126403808594,2018-01-17
32.156009674072266,2018-01-18
32.356929779052734,2018-01-19
32.8500862121582,2018-01-22
32.87748718261719,2018-01-23
33.43457794189453,2018-01-24
33.46197509765625,2018-01-25
33.562435150146484,2018-01-26
32.72223663330078,2018-01-29
32.55967330932617,2018-01-30
32.22541427612305,2018-01-31
31.224477767944336,2018-02-01
31.242746353149414,2018-02-02
30.776979446411133,2018-02-05
30.36601448059082,2018-02-06
29.397951126098633,2018-02-07
29.27923011779785,2018-02-08
29.023515701293945,2018-02-09
30.16509437561035,2018-02-12
30.36601448059082,2018-02-13
30.630859375,2018-02-14
31.315807342529297,2018-02-15
31.206212997436523,2018-02-16
30.70391845703125,2018-02-20
30.859174728393555,2018-02-21
31.093887329101562,2018-02-22
31.261011123657227,2018-02-23
32.44824981689453,2018-02-26
31.653711318969727,2018-02-27
31.83180046081543,2018-02-28
31.941390991210938,2018-03-01
31.945959091186523,2018-03-02
32.42998504638672,2018-03-05
32.62816619873047,2018-03-06
32.48478698730469,2018-03-07
32.341400146484375,2018-03-08
33.47111129760742,2018-03-09
33.5806999206543,2018-03-12
33.069271087646484,2018-03-13
33.078407287597656,2018-03-14
33.13228988647461,2018-03-15
32.762420654296875,2018-03-16
32.55784606933594,2018-03-19
32.83273696899414,2018-03-20
32.55784606933594,2018-03-21
31.854631423950195,2018-03-22
30.53040313720703,2018-03-23
31.9130802154541,2018-03-26
31.98248863220215,2018-03-27
31.79070472717285,2018-03-28
32.55693435668945,2018-03-29
32.2016716003418,2018-04-02
32.32405471801758,2018-04-03
32.14687728881836,2018-04-04
32.22085189819336,2018-04-05
31.54412269592285,2018-04-06
