EBAY,Date
6.21798849105835,1999-08-25
6.1908745765686035,1999-08-26
6.133636474609375,1999-08-27
5.757061958312988,1999-08-30
6.052295684814453,1999-08-31
5.877564907073975,1999-09-01
5.853463172912598,1999-09-02
6.434894561767578,1999-09-03
6.449956893920898,1999-09-07
6.495145797729492,1999-09-08
6.96209716796875,1999-09-09
7.615832328796387,1999-09-10
7.130803108215332,1999-09-13
7.471225738525391,1999-09-14
7.326621055603027,1999-09-15
7.314571857452393,1999-09-16
6.796406269073486,1999-09-17
6.555397987365723,1999-09-20
6.778329849243164,1999-09-21
7.188042163848877,1999-09-22
6.663851737976074,1999-09-23
7.040426254272461,1999-09-24
6.687951564788818,1999-09-27
6.651802062988281,1999-09-28
6.700002193450928,1999-09-29
6.799417972564697,1999-09-30
6.6623454093933105,1999-10-01
6.712052822113037,1999-10-04
6.805442810058594,1999-10-05
7.311559677124023,1999-10-06
7.236244201660156,1999-10-07
7.284444808959961,1999-10-08
7.218169212341309,1999-10-11
6.977161407470703,1999-10-12
6.603600025177002,1999-10-13
6.826530933380127,1999-10-14
6.465020656585693,1999-10-15
6.242088794708252,1999-10-18
6.440919399261475,1999-10-19
7.031386852264404,1999-10-20
7.1579179763793945,1999-10-21
6.874732971191406,1999-10-22
7.272395133972168,1999-10-25
7.326621055603027,1999-10-26
6.684938430786133,1999-10-27
6.5644354820251465,1999-10-28
6.513221263885498,1999-10-29
6.603600025177002,1999-11-01
6.326440334320068,1999-11-02
6.124597549438477,1999-11-03
6.2661895751953125,1999-11-04
6.4228434562683105,1999-11-05
6.603600025177002,1999-11-08
6.501171588897705,1999-11-09
6.425856113433838,1999-11-10
6.416819095611572,1999-11-11
6.597573280334473,1999-11-12
6.781342506408691,1999-11-15
7.049462795257568,1999-11-16
6.802430152893066,1999-11-17
7.338673114776611,1999-11-18
7.03439998626709,1999-11-19
7.438086986541748,1999-11-22
8.07675552368164,1999-11-23
8.6521635055542,1999-11-24
8.540696144104004,1999-11-26
8.176172256469727,1999-11-29
7.956251621246338,1999-11-30
7.7122321128845215,1999-12-01
8.052657127380371,1999-12-02
8.616008758544922,1999-12-03
8.507559776306152,1999-12-06
7.892988204956055,1999-12-07
7.829723834991455,1999-12-08
7.7423601150512695,1999-12-09
7.926126480102539,1999-12-10
7.784534931182861,1999-12-13
7.257331848144531,1999-12-14
7.028374671936035,1999-12-15
7.182016849517822,1999-12-16
7.248293876647949,1999-12-17
7.185029029846191,1999-12-20
6.9590864181518555,1999-12-21
7.206117153167725,1999-12-22
6.859670162200928,1999-12-23
6.458995342254639,1999-12-27
6.7421793937683105,1999-12-28
6.919921875,1999-12-29
6.504184722900391,1999-12-30
6.0342206954956055,1999-12-31
6.808455944061279,2000-01-03
6.169785976409912,2000-01-04
6.582511901855469,2000-01-05
6.501171588897705,2000-01-06
6.495145797729492,2000-01-07
6.856656551361084,2000-01-10
6.70904016494751,2000-01-11
6.284264087677002,2000-01-12
6.642764568328857,2000-01-13
6.449956893920898,2000-01-14
6.7241034507751465,2000-01-18
6.928959369659424,2000-01-19
7.465199947357178,2000-01-20
7.25432014465332,2000-01-21
6.57347297668457,2000-01-24
6.627699851989746,2000-01-25
7.40193510055542,2000-01-26
7.4200119972229,2000-01-27
7.112728118896484,2000-01-28
7.2332305908203125,2000-01-31
7.275407314300537,2000-02-01
7.278420925140381,2000-02-02
7.953239440917969,2000-02-03
8.100855827331543,2000-02-04
8.1731595993042,2000-02-07
8.182196617126465,2000-02-08
7.905039310455322,2000-02-09
7.826711654663086,2000-02-10
7.3928985595703125,2000-02-11
7.429049015045166,2000-02-14
7.1579179763793945,2000-02-15
6.781342506408691,2000-02-16
7.001260757446289,2000-02-17
6.615649223327637,2000-02-18
6.483095645904541,2000-02-22
7.4682135581970215,2000-02-23
7.905039310455322,2000-02-24
7.269381523132324,2000-02-25
6.992223739624023,2000-02-28
6.910884857177734,2000-02-29
7.194067478179932,2000-03-01
7.236244201660156,2000-03-02
7.206117153167725,2000-03-03
7.787549018859863,2000-03-06
7.8477983474731445,2000-03-07
8.86906909942627,2000-03-08
8.796768188476562,2000-03-09
9.31493091583252,2000-03-10
10.110254287719727,2000-03-13
10.170507431030273,2000-03-14
9.134930610656738,2000-03-15
10.580219268798828,2000-03-16
10.553108215332031,2000-03-17
9.453511238098145,2000-03-20
10.339214324951172,2000-03-21
11.21286678314209,2000-03-22
10.77603816986084,2000-03-23
11.749106407165527,2000-03-24
11.55931282043457,2000-03-27
10.788091659545898,2000-03-28
9.592090606689453,2000-03-29
9.98372745513916,2000-03-30
8.483454704284668,2000-03-31
6.90485954284668,2000-04-03
8.049643516540527,2000-04-04
7.998432159423828,2000-04-05
8.772663116455078,2000-04-06
8.718436241149902,2000-04-07
7.504364490509033,2000-04-10
7.498339653015137,2000-04-11
6.910884857177734,2000-04-12
6.690964221954346,2000-04-13
6.727115154266357,2000-04-14
6.90485954284668,2000-04-17
7.853825092315674,2000-04-18
7.245282173156738,2000-04-19
7.242269039154053,2000-04-20
6.838582992553711,2000-04-24
7.40193510055542,2000-04-25
7.194067478179932,2000-04-26
7.805622100830078,2000-04-27
7.673069953918457,2000-04-28
7.501352310180664,2000-05-01
6.910884857177734,2000-05-02
6.748205184936523,2000-05-03
6.600586891174316,2000-05-04
6.458995342254639,2000-05-05
6.193886756896973,2000-05-08
5.841413974761963,2000-05-09
5.350361347198486,2000-05-10
5.675722122192383,2000-05-11
5.84744119644165,2000-05-12
6.145685195922852,2000-05-15
6.501171588897705,2000-05-16
6.175810813903809,2000-05-17
5.9799933433532715,2000-05-18
5.696808815002441,2000-05-19
6.5644354820251465,2000-05-22
5.591370582580566,2000-05-23
6.263176918029785,2000-05-24
5.832376003265381,2000-05-25
5.970956325531006,2000-05-26
6.460501670837402,2000-05-30
6.031208515167236,2000-05-31
6.495145797729492,2000-06-01
7.441100597381592,2000-06-02
7.272395133972168,2000-06-05
6.922934055328369,2000-06-06
7.290469646453857,2000-06-07
6.910884857177734,2000-06-08
7.0554890632629395,2000-06-09
6.440919399261475,2000-06-12
6.555397987365723,2000-06-13
6.049281597137451,2000-06-14
6.175810813903809,2000-06-15
5.892629146575928,2000-06-16
5.772124767303467,2000-06-19
6.007106304168701,2000-06-20
5.952878952026367,2000-06-21
5.609444618225098,2000-06-22
5.193706512451172,2000-06-23
5.0551276206970215,2000-06-26
5.0551276206970215,2000-06-27
5.012951374053955,2000-06-28
4.982826232910156,2000-06-29
5.235881805419922,2000-06-30
5.09127950668335,2000-07-03
4.87437105178833,2000-07-05
4.916547775268555,2000-07-06
4.796045303344727,2000-07-07
4.633365154266357,2000-07-10
4.2357025146484375,2000-07-11
5.0732035636901855,2000-07-12
5.151530742645264,2000-07-13
5.898653984069824,2000-07-14
5.802249908447266,2000-07-17
5.5431671142578125,2000-07-18
5.48291540145874,2000-07-19
5.88057804107666,2000-07-20
5.663671970367432,2000-07-21
5.314209461212158,2000-07-24
5.422665119171143,2000-07-25
5.079228401184082,2000-07-26
4.790019989013672,2000-07-27
4.518887042999268,2000-07-28
4.820145606994629,2000-07-31
4.68156623840332,2000-08-01
4.7116923332214355,2000-08-02
4.820145606994629,2000-08-03
4.892448425292969,2000-08-04
4.820145606994629,2000-08-07
4.844247341156006,2000-08-08
4.814121723175049,2000-08-09
4.7116923332214355,2000-08-10
4.675540924072266,2000-08-11
4.645415782928467,2000-08-14
5.0009002685546875,2000-08-15
5.5431671142578125,2000-08-16
6.079409122467041,2000-08-17
5.30216121673584,2000-08-18
5.410614013671875,2000-08-21
5.470865249633789,2000-08-22
5.5732927322387695,2000-08-23
5.916728496551514,2000-08-24
5.995055675506592,2000-08-25
6.06735897064209,2000-08-28
5.892629146575928,2000-08-29
5.886602401733398,2000-08-30
5.976981163024902,2000-08-31
6.061333179473877,2000-09-01
6.507197856903076,2000-09-05
6.326440334320068,2000-09-06
6.4228434562683105,2000-09-07
6.343011379241943,2000-09-08
6.242088794708252,2000-09-11
5.995055675506592,2000-09-12
6.025181770324707,2000-09-13
6.597573280334473,2000-09-14
6.501171588897705,2000-09-15
6.368617057800293,2000-09-18
6.3324666023254395,2000-09-19
7.380847930908203,2000-09-20
6.862682342529297,2000-09-21
6.927452564239502,2000-09-22
6.977161407470703,2000-09-25
6.814481258392334,2000-09-26
6.121584892272949,2000-09-27
6.663851737976074,2000-09-28
6.621675491333008,2000-09-29
6.446944713592529,2000-10-02
5.976981163024902,2000-10-03
6.230038166046143,2000-10-04
6.157735347747803,2000-10-05
5.7299485206604,2000-10-06
5.874553203582764,2000-10-09
5.585344314575195,2000-10-10
5.109353065490723,2000-10-11
4.928597927093506,2000-10-12
5.386514663696289,2000-10-13
5.748023509979248,2000-10-16
5.085254192352295,2000-10-17
5.145505428314209,2000-10-18
5.513041019439697,2000-10-19
5.59739351272583,2000-10-20
5.741997718811035,2000-10-23
5.211782932281494,2000-10-24
5.211782932281494,2000-10-25
5.06115198135376,2000-10-26
4.952699661254883,2000-10-27
4.7478437423706055,2000-10-30
4.964749813079834,2000-10-31
5.207263946533203,2000-11-01
5.537142276763916,2000-11-02
5.284085273742676,2000-11-03
5.241908073425293,2000-11-06
5.464840412139893,2000-11-07
4.976799964904785,2000-11-08
4.693615913391113,2000-11-09
4.440559387207031,2000-11-10
4.133275032043457,2000-11-13
4.597214221954346,2000-11-14
4.416459083557129,2000-11-15
4.133275032043457,2000-11-16
4.187501907348633,2000-11-17
3.325901508331299,2000-11-20
3.0427167415618896,2000-11-21
3.169245958328247,2000-11-22
3.5608818531036377,2000-11-24
3.6813862323760986,2000-11-27
3.4735169410705566,2000-11-28
3.5789589881896973,2000-11-29
3.3078246116638184,2000-11-30
3.350001096725464,2000-12-01
3.115018606185913,2000-12-04
3.8079161643981934,2000-12-05
3.5006308555603027,2000-12-06
3.3741025924682617,2000-12-07
3.723562002182007,2000-12-08
4.193526268005371,2000-12-11
3.9464941024780273,2000-12-12
3.7838144302368164,2000-12-13
3.566908121109009,2000-12-14
3.6633102893829346,2000-12-15
3.6934361457824707,2000-12-18
3.115018606185913,2000-12-19
2.6932573318481445,2000-12-20
2.74145770072937,2000-12-21
3.3741025924682617,2000-12-22
3.343975782394409,2000-12-26
3.3982036113739014,2000-12-27
3.6452348232269287,2000-12-28
3.1812965869903564,2000-12-29
2.910163164138794,2001-01-02
3.794358491897583,2001-01-03
3.4102535247802734,2001-01-04
2.9463143348693848,2001-01-05
2.952338457107544,2001-01-08
3.217446804046631,2001-01-09
3.789839029312134,2001-01-10
3.9464941024780273,2001-01-11
3.8621413707733154,2001-01-12
4.2236528396606445,2001-01-16
4.1694254875183105,2001-01-17
4.518887042999268,2001-01-18
4.83219575881958,2001-01-19
4.7659173011779785,2001-01-22
5.049103260040283,2001-01-23
5.241908073425293,2001-01-24
4.802069187164307,2001-01-25
4.8080949783325195,2001-01-26
5.0430779457092285,2001-01-29
5.127430438995361,2001-01-30
4.759893417358398,2001-01-31
4.6514410972595215,2001-02-01
4.457128524780273,2001-02-02
4.500810623168945,2001-02-05
4.518887042999268,2001-02-06
4.452609539031982,2001-02-07
4.542986869812012,2001-02-08
4.295956134796143,2001-02-09
4.549013614654541,2001-02-12
4.573112964630127,2001-02-13
4.838220596313477,2001-02-14
4.86834716796875,2001-02-15
4.699642658233643,2001-02-16
4.295956134796143,2001-02-20
4.4044084548950195,2001-02-21
4.295956134796143,2001-02-22
4.2839035987854,2001-02-23
4.374283313751221,2001-02-26
4.060972690582275,2001-02-27
3.6949422359466553,2001-02-28
3.61510968208313,2001-03-01
3.6331851482391357,2001-03-02
3.6633102893829346,2001-03-05
3.886242389678955,2001-03-06
4.097123622894287,2001-03-07
3.7717647552490234,2001-03-08
3.2776989936828613,2001-03-09
3.0427167415618896,2001-03-12
3.3198745250701904,2001-03-13
3.2897491455078125,2001-03-14
3.3379509449005127,2001-03-15
3.1330947875976562,2001-03-16
3.5729329586029053,2001-03-19
3.4042279720306396,2001-03-20
3.0969436168670654,2001-03-21
3.530756950378418,2001-03-22
3.5849831104278564,2001-03-23
3.7054874897003174,2001-03-26
3.8561160564422607,2001-03-27
3.4885802268981934,2001-03-28
3.2897491455078125,2001-03-29
3.4885802268981934,2001-03-30
3.4042279720306396,2001-04-02
2.958364725112915,2001-04-03
2.9282383918762207,2001-04-04
3.3560261726379395,2001-04-05
3.4223029613494873,2001-04-06
3.6613826751708984,2001-04-09
3.803095579147339,2001-04-10
3.776102066040039,2001-04-11
4.013253211975098,2001-04-12
3.9409518241882324,2001-04-16
4.150146007537842,2001-04-17
4.410434246063232,2001-04-18
4.819180488586426,2001-04-19
4.882808208465576,2001-04-20
4.526116371154785,2001-04-23
4.295713424682617,2001-04-24
4.665902137756348,2001-04-25
4.434534072875977,2001-04-26
4.518404960632324,2001-04-27
4.866419315338135,2001-04-30
5.235642910003662,2001-05-01
5.176836967468262,2001-05-02
4.965713024139404,2001-05-03
5.046692371368408,2001-05-04
4.852922439575195,2001-05-07
5.066936492919922,2001-05-08
5.122852325439453,2001-05-09
5.235642910003662,2001-05-10
5.133454322814941,2001-05-11
5.322403907775879,2001-05-14
5.403383731842041,2001-05-15
5.5778727531433105,2001-05-16
6.030001163482666,2001-05-17
6.038678169250488,2001-05-18
6.173642635345459,2001-05-21
6.193886756896973,2001-05-22
5.870937824249268,2001-05-23
6.098448753356934,2001-05-24
5.996261119842529,2001-05-25
5.760073661804199,2001-05-29
5.772607803344727,2001-05-30
5.834305286407471,2001-05-31
5.904677867889404,2001-06-01
6.040605545043945,2001-06-04
6.242088794708252,2001-06-05
6.224735260009766,2001-06-06
6.265224456787109,2001-06-07
6.126404762268066,2001-06-08
6.0531392097473145,2001-06-11
6.120621204376221,2001-06-12
5.958662986755371,2001-06-13
6.175570487976074,2001-06-14
6.277758598327637,2001-06-15
6.071456432342529,2001-06-18
6.087843894958496,2001-06-19
6.700002193450928,2001-06-20
6.738563537597656,2001-06-21
6.535153388977051,2001-06-22
6.848462104797363,2001-06-25
6.590103626251221,2001-06-26
6.613239288330078,2001-06-27
6.744347095489502,2001-06-28
6.602634906768799,2001-06-29
6.571786403656006,2001-07-02
6.667226314544678,2001-07-03
6.415613174438477,2001-07-05
6.289325714111328,2001-07-06
6.216060161590576,2001-07-09
5.8082756996154785,2001-07-10
5.80152702331543,2001-07-11
6.451282978057861,2001-07-12
6.459958553314209,2001-07-13
6.34813117980957,2001-07-16
6.507197856903076,2001-07-17
6.414649963378906,2001-07-18
6.208346843719482,2001-07-19
6.439715385437012,2001-07-20
6.262331962585449,2001-07-23
5.949988842010498,2001-07-24
5.940348148345947,2001-07-25
6.249801158905029,2001-07-26
6.131224632263184,2001-07-27
5.884433746337891,2001-07-30
6.031929969787598,2001-07-31
5.940348148345947,2001-08-01
5.861298084259033,2001-08-02
6.198706150054932,2001-08-03
6.121584892272949,2001-08-06
6.198706150054932,2001-08-07
6.014576435089111,2001-08-08
6.057960033416748,2001-08-09
5.889254093170166,2001-08-10
5.854548931121826,2001-08-13
5.9162468910217285,2001-08-14
5.78417444229126,2001-08-15
5.88057804107666,2001-08-16
5.687771797180176,2001-08-17
5.832376003265381,2001-08-20
5.583657264709473,2001-08-21
5.486289978027344,2001-08-22
5.307944297790527,2001-08-23
5.6887359619140625,2001-08-24
5.437123775482178,2001-08-27
5.203829288482666,2001-08-28
5.196116924285889,2001-08-29
5.3551812171936035,2001-08-30
5.4207353591918945,2001-08-31
5.249138832092285,2001-09-04
5.268418788909912,2001-09-05
5.310835838317871,2001-09-06
5.104533672332764,2001-09-07
5.260706901550293,2001-09-10
4.762302398681641,2001-09-17
4.820145606994629,2001-09-18
4.659152984619141,2001-09-19
4.337166786193848,2001-09-20
4.22148323059082,2001-09-21
4.509727478027344,2001-09-24
4.520331859588623,2001-09-25
4.245584964752197,2001-09-26
4.3487348556518555,2001-09-27
4.410434246063232,2001-09-28
4.528046131134033,2001-10-01
4.578174114227295,2001-10-02
4.81532621383667,2001-10-03
5.066936492919922,2001-10-04
5.147915840148926,2001-10-05
5.342650413513184,2001-10-08
5.2433552742004395,2001-10-09
5.483397006988525,2001-10-10
5.730189323425293,2001-10-11
5.6790971755981445,2001-10-12
5.93552827835083,2001-10-15
5.938419342041016,2001-10-16
5.503642559051514,2001-10-17
5.693556308746338,2001-10-18
5.008131504058838,2001-10-19
5.117067337036133,2001-10-22
5.35807466506958,2001-10-23
5.512319564819336,2001-10-24
5.70030403137207,2001-10-25
5.49496603012085,2001-10-26
5.06308126449585,2001-10-29
5.148880481719971,2001-10-30
5.059225559234619,2001-10-31
5.132493019104004,2001-11-01
4.9840312004089355,2001-11-02
5.191296577453613,2001-11-05
5.367714881896973,2001-11-06
5.455440998077393,2001-11-07
5.335902690887451,2001-11-08
5.490146636962891,2001-11-09
5.558591842651367,2001-11-12
5.770678520202637,2001-11-13
5.990476608276367,2001-11-14
5.790923595428467,2001-11-15
5.78417444229126,2001-11-16
5.987585067749023,2001-11-19
5.69837760925293,2001-11-20
5.867081642150879,2001-11-21
5.933600425720215,2001-11-23
6.281614303588867,2001-11-26
6.244016170501709,2001-11-27
6.275829792022705,2001-11-28
6.38572883605957,2001-11-29
6.562145233154297,2001-11-30
6.465743541717529,2001-12-03
6.74724006652832,2001-12-04
6.649872779846191,2001-12-05
6.762664794921875,2001-12-06
6.550578594207764,2001-12-07
6.458995342254639,2001-12-10
6.7578444480896,2001-12-11
6.700002193450928,2001-12-12
6.378015995025635,2001-12-13
6.419470310211182,2001-12-14
6.679757118225098,2001-12-17
6.440679550170898,2001-12-18
6.381872653961182,2001-12-19
6.130261421203613,2001-12-20
6.265224456787109,2001-12-21
6.151470184326172,2001-12-24
6.395370006561279,2001-12-26
6.378981590270996,2001-12-27
6.554434299468994,2001-12-28
6.449355125427246,2001-12-31
6.378981590270996,2002-01-02
6.555397987365723,2002-01-03
6.603600025177002,2002-01-04
6.439715385437012,2002-01-07
6.511053085327148,2002-01-08
6.448391437530518,2002-01-09
6.36162805557251,2002-01-10
6.157254219055176,2002-01-11
6.088807582855225,2002-01-14
6.172678470611572,2002-01-15
5.778390407562256,2002-01-16
5.939383029937744,2002-01-17
5.80152702331543,2002-01-18
5.731153964996338,2002-01-22
5.69644832611084,2002-01-23
5.774533748626709,2002-01-24
5.846837520599365,2002-01-25
5.755253314971924,2002-01-28
5.718620777130127,2002-01-29
5.562448024749756,2002-01-30
5.689701080322266,2002-01-31
5.596189498901367,2002-02-01
5.356146335601807,2002-02-04
5.253958702087402,2002-02-05
5.321440696716309,2002-02-06
5.298304080963135,2002-02-07
5.650174617767334,2002-02-08
5.521958827972412,2002-02-11
5.596189498901367,2002-02-12
5.649210453033447,2002-02-13
5.78417444229126,2002-02-14
5.681987762451172,2002-02-15
5.147915840148926,2002-02-19
5.241425514221191,2002-02-20
5.203829288482666,2002-02-21
5.032232284545898,2002-02-22
5.219254016876221,2002-02-25
5.131527900695801,2002-02-26
4.734347820281982,2002-02-27
5.017771244049072,2002-02-28
5.288663864135742,2002-03-01
5.732117652893066,2002-03-04
5.659815788269043,2002-03-05
5.646318435668945,2002-03-06
5.554734706878662,2002-03-07
5.826592922210693,2002-03-08
5.823699951171875,2002-03-11
5.656922817230225,2002-03-12
5.474721908569336,2002-03-13
5.464117527008057,2002-03-14
5.562448024749756,2002-03-15
5.574979782104492,2002-03-18
5.595224380493164,2002-03-19
5.4323039054870605,2002-03-20
5.64439058303833,2002-03-21
5.708016395568848,2002-03-22
5.533527374267578,2002-03-25
5.49496603012085,2002-03-26
5.509426593780518,2002-03-27
5.460261821746826,2002-03-28
5.445799827575684,2002-04-01
5.29926872253418,2002-04-02
5.144058704376221,2002-04-03
5.091038703918457,2002-04-04
5.120922088623047,2002-04-05
5.316619873046875,2002-04-08
5.128634929656982,2002-04-09
5.188405513763428,2002-04-10
4.901124954223633,2002-04-11
5.213470935821533,2002-04-12
5.330117702484131,2002-04-15
5.406275272369385,2002-04-16
5.295413017272949,2002-04-17
5.1132097244262695,2002-04-18
5.2433552742004395,2002-04-19
5.17490816116333,2002-04-22
5.054404258728027,2002-04-23
4.943542003631592,2002-04-24
4.9927077293396,2002-04-25
4.791224956512451,2002-04-26
4.901124954223633,2002-04-29
5.118994235992432,2002-04-30
5.211541652679443,2002-05-01
5.037051200866699,2002-05-02
4.943542003631592,2002-05-03
4.87123966217041,2002-05-06
4.8037567138671875,2002-05-07
5.205756187438965,2002-05-08
5.172980308532715,2002-05-09
5.109353065490723,2002-05-10
5.246247291564941,2002-05-13
5.460261821746826,2002-05-14
5.528707504272461,2002-05-15
5.4168806076049805,2002-05-16
5.4294114112854,2002-05-17
5.418807506561279,2002-05-20
5.315656661987305,2002-05-21
5.3262619972229,2002-05-22
5.656922817230225,2002-05-23
