CHKP,Date
16.719999313354492,2003-05-23
17.549999237060547,2003-05-27
18.200000762939453,2003-05-28
18.649999618530273,2003-05-29
18.780000686645508,2003-05-30
18.18000030517578,2003-06-02
19.0,2003-06-03
19.469999313354492,2003-06-04
20.0,2003-06-05
20.18000030517578,2003-06-06
19.229999542236328,2003-06-09
19.56999969482422,2003-06-10
19.479999542236328,2003-06-11
19.739999771118164,2003-06-12
18.84000015258789,2003-06-13
20.600000381469727,2003-06-16
21.170000076293945,2003-06-17
21.040000915527344,2003-06-18
20.170000076293945,2003-06-19
19.940000534057617,2003-06-20
19.450000762939453,2003-06-23
19.200000762939453,2003-06-24
19.229999542236328,2003-06-25
19.510000228881836,2003-06-26
19.90999984741211,2003-06-27
19.5,2003-06-30
19.600000381469727,2003-07-01
19.969999313354492,2003-07-02
19.559999465942383,2003-07-03
19.899999618530273,2003-07-07
20.760000228881836,2003-07-08
21.09000015258789,2003-07-09
20.5,2003-07-10
20.700000762939453,2003-07-11
21.270000457763672,2003-07-14
20.670000076293945,2003-07-15
20.579999923706055,2003-07-16
19.709999084472656,2003-07-17
19.799999237060547,2003-07-18
17.1299991607666,2003-07-21
16.899999618530273,2003-07-22
17.34000015258789,2003-07-23
17.059999465942383,2003-07-24
17.34000015258789,2003-07-25
17.5,2003-07-28
17.399999618530273,2003-07-29
17.360000610351562,2003-07-30
17.639999389648438,2003-07-31
17.309999465942383,2003-08-01
17.510000228881836,2003-08-04
16.850000381469727,2003-08-05
16.450000762939453,2003-08-06
16.610000610351562,2003-08-07
16.229999542236328,2003-08-08
16.469999313354492,2003-08-11
16.360000610351562,2003-08-12
16.15999984741211,2003-08-13
15.949999809265137,2003-08-14
15.890000343322754,2003-08-15
16.020000457763672,2003-08-18
15.979999542236328,2003-08-19
16.0,2003-08-20
16.780000686645508,2003-08-21
16.75,2003-08-22
16.850000381469727,2003-08-25
16.5,2003-08-26
16.780000686645508,2003-08-27
16.850000381469727,2003-08-28
17.43000030517578,2003-08-29
18.09000015258789,2003-09-02
19.09000015258789,2003-09-03
20.389999389648438,2003-09-04
19.780000686645508,2003-09-05
20.149999618530273,2003-09-08
19.639999389648438,2003-09-09
18.559999465942383,2003-09-10
18.959999084472656,2003-09-11
18.860000610351562,2003-09-12
18.200000762939453,2003-09-15
18.829999923706055,2003-09-16
18.670000076293945,2003-09-17
18.709999084472656,2003-09-18
18.360000610351562,2003-09-19
17.649999618530273,2003-09-22
17.760000228881836,2003-09-23
16.979999542236328,2003-09-24
17.020000457763672,2003-09-25
16.649999618530273,2003-09-26
16.780000686645508,2003-09-29
16.84000015258789,2003-09-30
17.290000915527344,2003-10-01
17.030000686645508,2003-10-02
17.8799991607666,2003-10-03
17.860000610351562,2003-10-06
17.790000915527344,2003-10-07
17.610000610351562,2003-10-08
17.889999389648438,2003-10-09
18.0,2003-10-10
18.030000686645508,2003-10-13
18.219999313354492,2003-10-14
17.65999984741211,2003-10-15
18.040000915527344,2003-10-16
17.399999618530273,2003-10-17
17.579999923706055,2003-10-20
17.6200008392334,2003-10-21
16.989999771118164,2003-10-22
16.610000610351562,2003-10-23
16.329999923706055,2003-10-24
16.760000228881836,2003-10-27
17.43000030517578,2003-10-28
17.399999618530273,2003-10-29
17.25,2003-10-30
16.979999542236328,2003-10-31
17.739999771118164,2003-11-03
17.399999618530273,2003-11-04
17.270000457763672,2003-11-05
17.969999313354492,2003-11-06
17.75,2003-11-07
17.729999542236328,2003-11-10
17.729999542236328,2003-11-11
18.360000610351562,2003-11-12
18.280000686645508,2003-11-13
17.40999984741211,2003-11-14
16.940000534057617,2003-11-17
16.59000015258789,2003-11-18
16.799999237060547,2003-11-19
16.549999237060547,2003-11-20
16.68000030517578,2003-11-21
17.6200008392334,2003-11-24
17.549999237060547,2003-11-25
17.670000076293945,2003-11-26
17.649999618530273,2003-11-28
18.059999465942383,2003-12-01
17.600000381469727,2003-12-02
17.790000915527344,2003-12-03
17.760000228881836,2003-12-04
17.450000762939453,2003-12-05
17.549999237060547,2003-12-08
16.899999618530273,2003-12-09
17.0,2003-12-10
17.510000228881836,2003-12-11
17.350000381469727,2003-12-12
17.030000686645508,2003-12-15
17.469999313354492,2003-12-16
16.920000076293945,2003-12-17
17.049999237060547,2003-12-18
16.6200008392334,2003-12-19
16.549999237060547,2003-12-22
16.690000534057617,2003-12-23
16.540000915527344,2003-12-24
16.700000762939453,2003-12-26
17.0,2003-12-29
17.0,2003-12-30
16.860000610351562,2003-12-31
16.8700008392334,2004-01-02
17.68000030517578,2004-01-05
17.899999618530273,2004-01-06
18.040000915527344,2004-01-07
17.81999969482422,2004-01-08
18.149999618530273,2004-01-09
18.8799991607666,2004-01-12
18.34000015258789,2004-01-13
18.809999465942383,2004-01-14
18.799999237060547,2004-01-15
19.950000762939453,2004-01-16
21.610000610351562,2004-01-20
21.149999618530273,2004-01-21
21.06999969482422,2004-01-22
21.149999618530273,2004-01-23
21.329999923706055,2004-01-26
21.170000076293945,2004-01-27
20.790000915527344,2004-01-28
20.399999618530273,2004-01-29
20.43000030517578,2004-01-30
20.5,2004-02-02
21.06999969482422,2004-02-03
20.670000076293945,2004-02-04
20.809999465942383,2004-02-05
22.25,2004-02-06
23.399999618530273,2004-02-09
23.920000076293945,2004-02-10
24.06999969482422,2004-02-11
23.940000534057617,2004-02-12
23.670000076293945,2004-02-13
24.0,2004-02-17
23.790000915527344,2004-02-18
23.399999618530273,2004-02-19
22.950000762939453,2004-02-20
22.18000030517578,2004-02-23
22.09000015258789,2004-02-24
22.5,2004-02-25
22.950000762939453,2004-02-26
23.020000457763672,2004-02-27
23.540000915527344,2004-03-01
23.600000381469727,2004-03-02
23.040000915527344,2004-03-03
23.299999237060547,2004-03-04
23.059999465942383,2004-03-05
23.0,2004-03-08
22.610000610351562,2004-03-09
21.68000030517578,2004-03-10
21.350000381469727,2004-03-11
21.489999771118164,2004-03-12
20.739999771118164,2004-03-15
20.90999984741211,2004-03-16
21.719999313354492,2004-03-17
21.649999618530273,2004-03-18
21.59000015258789,2004-03-19
21.329999923706055,2004-03-22
21.209999084472656,2004-03-23
21.420000076293945,2004-03-24
22.209999084472656,2004-03-25
22.209999084472656,2004-03-26
23.200000762939453,2004-03-29
23.110000610351562,2004-03-30
22.75,2004-03-31
23.049999237060547,2004-04-01
23.260000228881836,2004-04-02
23.290000915527344,2004-04-05
22.670000076293945,2004-04-06
22.65999984741211,2004-04-07
22.93000030517578,2004-04-08
23.40999984741211,2004-04-12
23.280000686645508,2004-04-13
22.950000762939453,2004-04-14
22.139999389648438,2004-04-15
21.3799991607666,2004-04-16
21.940000534057617,2004-04-19
23.68000030517578,2004-04-20
23.969999313354492,2004-04-21
24.809999465942383,2004-04-22
25.59000015258789,2004-04-23
25.09000015258789,2004-04-26
25.450000762939453,2004-04-27
24.729999542236328,2004-04-28
24.75,2004-04-29
23.510000228881836,2004-04-30
23.68000030517578,2004-05-03
23.93000030517578,2004-05-04
24.010000228881836,2004-05-05
23.34000015258789,2004-05-06
23.6200008392334,2004-05-07
22.559999465942383,2004-05-10
23.239999771118164,2004-05-11
23.239999771118164,2004-05-12
23.549999237060547,2004-05-13
22.899999618530273,2004-05-14
22.15999984741211,2004-05-17
22.6200008392334,2004-05-18
23.100000381469727,2004-05-19
22.979999542236328,2004-05-20
23.0,2004-05-21
23.43000030517578,2004-05-24
23.739999771118164,2004-05-25
23.780000686645508,2004-05-26
23.989999771118164,2004-05-27
23.780000686645508,2004-05-28
23.899999618530273,2004-06-01
24.59000015258789,2004-06-02
24.350000381469727,2004-06-03
24.420000076293945,2004-06-04
25.600000381469727,2004-06-07
25.899999618530273,2004-06-08
25.18000030517578,2004-06-09
25.299999237060547,2004-06-10
24.600000381469727,2004-06-14
25.18000030517578,2004-06-15
25.360000610351562,2004-06-16
24.920000076293945,2004-06-17
25.049999237060547,2004-06-18
24.959999084472656,2004-06-21
25.31999969482422,2004-06-22
25.770000457763672,2004-06-23
25.5,2004-06-24
25.8700008392334,2004-06-25
25.850000381469727,2004-06-28
26.989999771118164,2004-06-29
26.989999771118164,2004-06-30
26.149999618530273,2004-07-01
25.709999084472656,2004-07-02
24.729999542236328,2004-07-06
24.190000534057617,2004-07-07
23.200000762939453,2004-07-08
23.309999465942383,2004-07-09
23.25,2004-07-12
22.850000381469727,2004-07-13
23.200000762939453,2004-07-14
22.0,2004-07-15
21.6200008392334,2004-07-16
21.280000686645508,2004-07-19
22.06999969482422,2004-07-20
21.459999084472656,2004-07-21
21.40999984741211,2004-07-22
20.739999771118164,2004-07-23
18.489999771118164,2004-07-26
18.959999084472656,2004-07-27
19.1299991607666,2004-07-28
19.829999923706055,2004-07-29
19.889999389648438,2004-07-30
19.700000762939453,2004-08-02
18.459999084472656,2004-08-03
18.649999618530273,2004-08-04
17.90999984741211,2004-08-05
17.350000381469727,2004-08-06
17.3799991607666,2004-08-09
17.56999969482422,2004-08-10
17.030000686645508,2004-08-11
16.56999969482422,2004-08-12
16.899999618530273,2004-08-13
17.229999542236328,2004-08-16
17.59000015258789,2004-08-17
18.25,2004-08-18
18.34000015258789,2004-08-19
18.239999771118164,2004-08-20
18.219999313354492,2004-08-23
18.34000015258789,2004-08-24
18.31999969482422,2004-08-25
18.260000228881836,2004-08-26
18.479999542236328,2004-08-27
17.920000076293945,2004-08-30
17.540000915527344,2004-08-31
17.600000381469727,2004-09-01
18.06999969482422,2004-09-02
17.520000457763672,2004-09-03
17.799999237060547,2004-09-07
17.790000915527344,2004-09-08
18.0,2004-09-09
18.940000534057617,2004-09-10
19.420000076293945,2004-09-13
19.530000686645508,2004-09-14
19.020000457763672,2004-09-15
18.979999542236328,2004-09-16
18.959999084472656,2004-09-17
18.90999984741211,2004-09-20
18.760000228881836,2004-09-21
17.950000762939453,2004-09-22
17.920000076293945,2004-09-23
17.190000534057617,2004-09-24
16.979999542236328,2004-09-27
17.010000228881836,2004-09-28
17.06999969482422,2004-09-29
16.969999313354492,2004-09-30
18.40999984741211,2004-10-01
18.260000228881836,2004-10-04
18.34000015258789,2004-10-05
18.440000534057617,2004-10-06
18.239999771118164,2004-10-07
17.850000381469727,2004-10-08
18.260000228881836,2004-10-11
18.309999465942383,2004-10-12
18.209999084472656,2004-10-13
18.079999923706055,2004-10-14
17.920000076293945,2004-10-15
21.100000381469727,2004-10-18
20.829999923706055,2004-10-19
20.760000228881836,2004-10-20
21.75,2004-10-21
21.280000686645508,2004-10-22
21.209999084472656,2004-10-25
21.489999771118164,2004-10-26
22.510000228881836,2004-10-27
22.5,2004-10-28
22.6200008392334,2004-10-29
22.799999237060547,2004-11-01
22.540000915527344,2004-11-02
22.670000076293945,2004-11-03
22.950000762939453,2004-11-04
23.399999618530273,2004-11-05
23.389999389648438,2004-11-08
23.06999969482422,2004-11-09
22.510000228881836,2004-11-10
22.989999771118164,2004-11-11
23.110000610351562,2004-11-12
23.280000686645508,2004-11-15
23.020000457763672,2004-11-16
23.719999313354492,2004-11-17
24.549999237060547,2004-11-18
24.049999237060547,2004-11-19
24.290000915527344,2004-11-22
23.979999542236328,2004-11-23
24.309999465942383,2004-11-24
24.06999969482422,2004-11-26
23.8799991607666,2004-11-29
23.739999771118164,2004-11-30
24.389999389648438,2004-12-01
24.09000015258789,2004-12-02
24.200000762939453,2004-12-03
25.040000915527344,2004-12-06
24.25,2004-12-07
24.549999237060547,2004-12-08
25.040000915527344,2004-12-09
24.75,2004-12-10
24.989999771118164,2004-12-13
25.989999771118164,2004-12-14
25.760000228881836,2004-12-15
24.809999465942383,2004-12-16
24.75,2004-12-17
24.25,2004-12-20
24.420000076293945,2004-12-21
24.360000610351562,2004-12-22
24.65999984741211,2004-12-23
24.610000610351562,2004-12-27
24.75,2004-12-28
24.5,2004-12-29
24.469999313354492,2004-12-30
24.6299991607666,2004-12-31
24.850000381469727,2005-01-03
24.049999237060547,2005-01-04
24.18000030517578,2005-01-05
23.209999084472656,2005-01-06
23.280000686645508,2005-01-07
23.15999984741211,2005-01-10
22.889999389648438,2005-01-11
23.040000915527344,2005-01-12
22.389999389648438,2005-01-13
23.030000686645508,2005-01-14
22.969999313354492,2005-01-18
23.959999084472656,2005-01-19
23.850000381469727,2005-01-20
24.229999542236328,2005-01-21
23.959999084472656,2005-01-24
23.850000381469727,2005-01-25
24.219999313354492,2005-01-26
24.420000076293945,2005-01-27
23.889999389648438,2005-01-28
24.280000686645508,2005-01-31
24.200000762939453,2005-02-01
24.3700008392334,2005-02-02
24.75,2005-02-03
24.950000762939453,2005-02-04
24.920000076293945,2005-02-07
24.270000457763672,2005-02-08
23.770000457763672,2005-02-09
23.75,2005-02-10
23.899999618530273,2005-02-11
23.850000381469727,2005-02-14
23.149999618530273,2005-02-15
23.09000015258789,2005-02-16
22.56999969482422,2005-02-17
22.940000534057617,2005-02-18
22.3799991607666,2005-02-22
22.459999084472656,2005-02-23
22.530000686645508,2005-02-24
22.399999618530273,2005-02-25
22.1299991607666,2005-02-28
22.8700008392334,2005-03-01
22.459999084472656,2005-03-02
22.200000762939453,2005-03-03
22.100000381469727,2005-03-04
22.6200008392334,2005-03-07
22.43000030517578,2005-03-08
22.3700008392334,2005-03-09
22.350000381469727,2005-03-10
22.239999771118164,2005-03-11
21.950000762939453,2005-03-14
21.079999923706055,2005-03-15
21.18000030517578,2005-03-16
21.15999984741211,2005-03-17
21.100000381469727,2005-03-18
21.290000915527344,2005-03-21
20.799999237060547,2005-03-22
20.700000762939453,2005-03-23
20.790000915527344,2005-03-24
21.079999923706055,2005-03-28
21.479999542236328,2005-03-29
21.84000015258789,2005-03-30
21.739999771118164,2005-03-31
21.84000015258789,2005-04-01
21.979999542236328,2005-04-04
21.799999237060547,2005-04-05
21.899999618530273,2005-04-06
22.389999389648438,2005-04-07
22.09000015258789,2005-04-08
22.030000686645508,2005-04-11
23.020000457763672,2005-04-12
23.299999237060547,2005-04-13
22.700000762939453,2005-04-14
21.799999237060547,2005-04-15
21.3700008392334,2005-04-18
21.25,2005-04-19
20.709999084472656,2005-04-20
21.25,2005-04-21
20.899999618530273,2005-04-22
21.030000686645508,2005-04-25
20.950000762939453,2005-04-26
21.020000457763672,2005-04-27
20.510000228881836,2005-04-28
20.950000762939453,2005-04-29
21.200000762939453,2005-05-02
21.520000457763672,2005-05-03
22.030000686645508,2005-05-04
22.020000457763672,2005-05-05
22.0,2005-05-06
22.229999542236328,2005-05-09
22.170000076293945,2005-05-10
22.40999984741211,2005-05-11
22.040000915527344,2005-05-12
22.450000762939453,2005-05-13
22.479999542236328,2005-05-16
22.6200008392334,2005-05-17
22.950000762939453,2005-05-18
22.760000228881836,2005-05-19
22.860000610351562,2005-05-20
22.84000015258789,2005-05-23
22.950000762939453,2005-05-24
22.889999389648438,2005-05-25
22.790000915527344,2005-05-26
22.770000457763672,2005-05-27
22.719999313354492,2005-05-31
22.770000457763672,2005-06-01
22.770000457763672,2005-06-02
22.420000076293945,2005-06-03
22.309999465942383,2005-06-06
22.190000534057617,2005-06-07
22.059999465942383,2005-06-08
22.0,2005-06-09
21.239999771118164,2005-06-10
21.489999771118164,2005-06-13
21.190000534057617,2005-06-14
21.399999618530273,2005-06-15
21.739999771118164,2005-06-16
21.510000228881836,2005-06-17
21.190000534057617,2005-06-20
21.139999389648438,2005-06-21
20.899999618530273,2005-06-22
20.579999923706055,2005-06-23
20.06999969482422,2005-06-24
19.889999389648438,2005-06-27
19.93000030517578,2005-06-28
19.670000076293945,2005-06-29
19.829999923706055,2005-06-30
20.25,2005-07-01
20.309999465942383,2005-07-05
21.020000457763672,2005-07-06
21.0,2005-07-07
20.8799991607666,2005-07-08
21.639999389648438,2005-07-11
21.350000381469727,2005-07-12
21.389999389648438,2005-07-13
21.329999923706055,2005-07-14
21.399999618530273,2005-07-15
21.6200008392334,2005-07-18
23.040000915527344,2005-07-19
23.389999389648438,2005-07-20
23.229999542236328,2005-07-21
23.020000457763672,2005-07-22
22.950000762939453,2005-07-25
22.760000228881836,2005-07-26
22.700000762939453,2005-07-27
22.770000457763672,2005-07-28
22.530000686645508,2005-07-29
22.459999084472656,2005-08-01
22.5,2005-08-02
22.09000015258789,2005-08-03
22.0,2005-08-04
21.979999542236328,2005-08-05
21.979999542236328,2005-08-08
21.969999313354492,2005-08-09
21.81999969482422,2005-08-10
21.940000534057617,2005-08-11
22.239999771118164,2005-08-12
22.450000762939453,2005-08-15
22.299999237060547,2005-08-16
22.3700008392334,2005-08-17
22.75,2005-08-18
22.549999237060547,2005-08-19
22.559999465942383,2005-08-22
22.239999771118164,2005-08-23
21.989999771118164,2005-08-24
22.100000381469727,2005-08-25
21.969999313354492,2005-08-26
22.360000610351562,2005-08-29
22.649999618530273,2005-08-30
22.559999465942383,2005-08-31
22.459999084472656,2005-09-01
22.34000015258789,2005-09-02
22.889999389648438,2005-09-06
23.270000457763672,2005-09-07
23.149999618530273,2005-09-08
23.43000030517578,2005-09-09
23.579999923706055,2005-09-12
23.979999542236328,2005-09-13
23.520000457763672,2005-09-14
23.25,2005-09-15
23.43000030517578,2005-09-16
23.389999389648438,2005-09-19
23.479999542236328,2005-09-20
23.059999465942383,2005-09-21
23.1299991607666,2005-09-22
23.190000534057617,2005-09-23
23.649999618530273,2005-09-26
23.190000534057617,2005-09-27
23.399999618530273,2005-09-28
23.5,2005-09-29
24.31999969482422,2005-09-30
24.3799991607666,2005-10-03
24.100000381469727,2005-10-04
23.700000762939453,2005-10-05
21.5,2005-10-06
20.93000030517578,2005-10-07
21.479999542236328,2005-10-10
21.25,2005-10-11
20.850000381469727,2005-10-12
20.75,2005-10-13
21.540000915527344,2005-10-14
21.59000015258789,2005-10-17
21.450000762939453,2005-10-18
21.299999237060547,2005-10-19
21.239999771118164,2005-10-20
21.25,2005-10-21
21.530000686645508,2005-10-24
21.799999237060547,2005-10-25
22.0,2005-10-26
21.5,2005-10-27
22.170000076293945,2005-10-28
22.360000610351562,2005-10-31
22.479999542236328,2005-11-01
21.940000534057617,2005-11-02
22.1299991607666,2005-11-03
22.329999923706055,2005-11-04
22.18000030517578,2005-11-07
22.010000228881836,2005-11-08
22.010000228881836,2005-11-09
22.469999313354492,2005-11-10
22.239999771118164,2005-11-11
22.0,2005-11-14
21.649999618530273,2005-11-15
21.75,2005-11-16
22.479999542236328,2005-11-17
22.420000076293945,2005-11-18
22.020000457763672,2005-11-21
22.040000915527344,2005-11-22
22.030000686645508,2005-11-23
22.0,2005-11-25
21.809999465942383,2005-11-28
21.59000015258789,2005-11-29
21.290000915527344,2005-11-30
21.979999542236328,2005-12-01
22.010000228881836,2005-12-02
21.440000534057617,2005-12-05
21.40999984741211,2005-12-06
21.350000381469727,2005-12-07
21.170000076293945,2005-12-08
20.65999984741211,2005-12-09
20.219999313354492,2005-12-12
20.260000228881836,2005-12-13
20.329999923706055,2005-12-14
21.030000686645508,2005-12-15
20.5,2005-12-16
20.25,2005-12-19
20.260000228881836,2005-12-20
21.15999984741211,2005-12-21
20.969999313354492,2005-12-22
21.059999465942383,2005-12-23
20.989999771118164,2005-12-27
20.399999618530273,2005-12-28
20.450000762939453,2005-12-29
20.059999465942383,2005-12-30
20.420000076293945,2006-01-03
21.280000686645508,2006-01-04
21.049999237060547,2006-01-05
22.1200008392334,2006-01-06
21.850000381469727,2006-01-09
21.600000381469727,2006-01-10
21.690000534057617,2006-01-11
21.950000762939453,2006-01-12
21.959999084472656,2006-01-13
21.709999084472656,2006-01-17
21.549999237060547,2006-01-18
21.889999389648438,2006-01-19
21.229999542236328,2006-01-20
21.479999542236328,2006-01-23
21.229999542236328,2006-01-24
20.979999542236328,2006-01-25
21.549999237060547,2006-01-26
22.440000534057617,2006-01-27
21.510000228881836,2006-01-30
21.559999465942383,2006-01-31
21.350000381469727,2006-02-01
21.1200008392334,2006-02-02
20.920000076293945,2006-02-03
21.139999389648438,2006-02-06
21.110000610351562,2006-02-07
21.309999465942383,2006-02-08
21.530000686645508,2006-02-09
21.579999923706055,2006-02-10
21.600000381469727,2006-02-13
21.389999389648438,2006-02-14
21.100000381469727,2006-02-15
21.010000228881836,2006-02-16
20.920000076293945,2006-02-17
20.65999984741211,2006-02-21
21.1200008392334,2006-02-22
21.40999984741211,2006-02-23
21.75,2006-02-24
22.079999923706055,2006-02-27
21.260000228881836,2006-02-28
21.34000015258789,2006-03-01
21.100000381469727,2006-03-02
21.110000610351562,2006-03-03
20.940000534057617,2006-03-06
20.860000610351562,2006-03-07
20.860000610351562,2006-03-08
20.959999084472656,2006-03-09
21.1200008392334,2006-03-10
21.040000915527344,2006-03-13
21.360000610351562,2006-03-14
21.360000610351562,2006-03-15
21.420000076293945,2006-03-16
21.540000915527344,2006-03-17
21.5,2006-03-20
21.229999542236328,2006-03-21
21.149999618530273,2006-03-22
21.020000457763672,2006-03-23
20.0,2006-03-24
20.06999969482422,2006-03-27
19.719999313354492,2006-03-28
20.139999389648438,2006-03-29
20.079999923706055,2006-03-30
20.020000457763672,2006-03-31
19.829999923706055,2006-04-03
18.760000228881836,2006-04-04
18.6299991607666,2006-04-05
18.600000381469727,2006-04-06
18.5,2006-04-07
18.56999969482422,2006-04-10
18.559999465942383,2006-04-11
18.420000076293945,2006-04-12
18.389999389648438,2006-04-13
18.40999984741211,2006-04-17
18.68000030517578,2006-04-18
18.770000457763672,2006-04-19
19.049999237060547,2006-04-20
19.190000534057617,2006-04-21
19.299999237060547,2006-04-24
19.020000457763672,2006-04-25
19.059999465942383,2006-04-26
19.3700008392334,2006-04-27
19.3700008392334,2006-04-28
19.510000228881836,2006-05-01
19.510000228881836,2006-05-02
19.40999984741211,2006-05-03
19.600000381469727,2006-05-04
19.709999084472656,2006-05-05
19.8799991607666,2006-05-08
19.59000015258789,2006-05-09
19.639999389648438,2006-05-10
19.510000228881836,2006-05-11
19.389999389648438,2006-05-12
19.18000030517578,2006-05-15
18.90999984741211,2006-05-16
18.68000030517578,2006-05-17
18.510000228881836,2006-05-18
18.559999465942383,2006-05-19
18.229999542236328,2006-05-22
18.93000030517578,2006-05-23
19.329999923706055,2006-05-24
19.329999923706055,2006-05-25
19.3799991607666,2006-05-26
19.1200008392334,2006-05-30
19.299999237060547,2006-05-31
19.1299991607666,2006-06-01
19.030000686645508,2006-06-02
18.989999771118164,2006-06-05
18.75,2006-06-06
18.610000610351562,2006-06-07
18.530000686645508,2006-06-08
18.389999389648438,2006-06-09
18.260000228881836,2006-06-12
18.06999969482422,2006-06-13
17.889999389648438,2006-06-14
17.959999084472656,2006-06-15
17.90999984741211,2006-06-16
18.010000228881836,2006-06-19
18.049999237060547,2006-06-20
18.219999313354492,2006-06-21
18.0,2006-06-22
17.979999542236328,2006-06-23
18.06999969482422,2006-06-26
17.8799991607666,2006-06-27
18.049999237060547,2006-06-28
18.34000015258789,2006-06-29
17.600000381469727,2006-06-30
17.950000762939453,2006-07-03
17.40999984741211,2006-07-05
17.610000610351562,2006-07-06
17.6299991607666,2006-07-07
17.549999237060547,2006-07-10
17.780000686645508,2006-07-11
17.190000534057617,2006-07-12
17.1299991607666,2006-07-13
17.18000030517578,2006-07-14
17.18000030517578,2006-07-17
17.299999237060547,2006-07-18
16.889999389648438,2006-07-19
16.469999313354492,2006-07-20
16.540000915527344,2006-07-21
16.6200008392334,2006-07-24
16.649999618530273,2006-07-25
16.649999618530273,2006-07-26
16.729999542236328,2006-07-27
16.8700008392334,2006-07-28
16.799999237060547,2006-07-31
16.5,2006-08-01
16.559999465942383,2006-08-02
16.700000762939453,2006-08-03
16.719999313354492,2006-08-04
16.729999542236328,2006-08-07
17.079999923706055,2006-08-08
17.049999237060547,2006-08-09
17.25,2006-08-10
17.270000457763672,2006-08-11
17.360000610351562,2006-08-14
17.690000534057617,2006-08-15
17.860000610351562,2006-08-16
17.959999084472656,2006-08-17
18.020000457763672,2006-08-18
17.5,2006-08-21
17.350000381469727,2006-08-22
17.260000228881836,2006-08-23
17.43000030517578,2006-08-24
17.239999771118164,2006-08-25
17.540000915527344,2006-08-28
17.579999923706055,2006-08-29
17.84000015258789,2006-08-30
18.59000015258789,2006-08-31
18.75,2006-09-01
18.950000762939453,2006-09-05
18.75,2006-09-06
18.489999771118164,2006-09-07
18.75,2006-09-08
18.809999465942383,2006-09-11
19.200000762939453,2006-09-12
19.350000381469727,2006-09-13
19.360000610351562,2006-09-14
19.239999771118164,2006-09-15
19.06999969482422,2006-09-18
18.979999542236328,2006-09-19
19.520000457763672,2006-09-20
19.790000915527344,2006-09-21
19.610000610351562,2006-09-22
19.860000610351562,2006-09-25
19.889999389648438,2006-09-26
19.770000457763672,2006-09-27
19.25,2006-09-28
19.079999923706055,2006-09-29
18.709999084472656,2006-10-02
19.219999313354492,2006-10-03
19.969999313354492,2006-10-04
19.93000030517578,2006-10-05
19.81999969482422,2006-10-06
19.790000915527344,2006-10-09
19.65999984741211,2006-10-10
20.079999923706055,2006-10-11
20.420000076293945,2006-10-12
20.479999542236328,2006-10-13
20.309999465942383,2006-10-16
20.100000381469727,2006-10-17
20.0,2006-10-18
20.6299991607666,2006-10-19
20.790000915527344,2006-10-20
20.8799991607666,2006-10-23
20.709999084472656,2006-10-24
21.040000915527344,2006-10-25
21.170000076293945,2006-10-26
20.670000076293945,2006-10-27
20.81999969482422,2006-10-30
20.719999313354492,2006-10-31
20.799999237060547,2006-11-01
20.770000457763672,2006-11-02
20.549999237060547,2006-11-03
20.709999084472656,2006-11-06
20.790000915527344,2006-11-07
21.350000381469727,2006-11-08
21.15999984741211,2006-11-09
21.510000228881836,2006-11-10
21.8799991607666,2006-11-13
22.190000534057617,2006-11-14
22.190000534057617,2006-11-15
22.399999618530273,2006-11-16
22.270000457763672,2006-11-17
22.020000457763672,2006-11-20
22.850000381469727,2006-11-21
22.889999389648438,2006-11-22
22.709999084472656,2006-11-24
22.549999237060547,2006-11-27
22.639999389648438,2006-11-28
22.889999389648438,2006-11-29
22.899999618530273,2006-11-30
22.190000534057617,2006-12-01
22.459999084472656,2006-12-04
22.040000915527344,2006-12-05
21.760000228881836,2006-12-06
21.770000457763672,2006-12-07
21.649999618530273,2006-12-08
21.5,2006-12-11
21.530000686645508,2006-12-12
21.649999618530273,2006-12-13
21.969999313354492,2006-12-14
22.170000076293945,2006-12-15
21.799999237060547,2006-12-18
21.850000381469727,2006-12-19
21.729999542236328,2006-12-20
21.860000610351562,2006-12-21
21.690000534057617,2006-12-22
21.719999313354492,2006-12-26
22.049999237060547,2006-12-27
22.06999969482422,2006-12-28
21.920000076293945,2006-12-29
22.579999923706055,2007-01-03
22.239999771118164,2007-01-04
21.920000076293945,2007-01-05
21.850000381469727,2007-01-08
22.420000076293945,2007-01-09
22.420000076293945,2007-01-10
23.100000381469727,2007-01-11
23.40999984741211,2007-01-12
23.3799991607666,2007-01-16
24.260000228881836,2007-01-17
23.6299991607666,2007-01-18
23.56999969482422,2007-01-19
23.40999984741211,2007-01-22
23.190000534057617,2007-01-23
24.079999923706055,2007-01-24
23.190000534057617,2007-01-25
23.3799991607666,2007-01-26
23.3799991607666,2007-01-29
23.559999465942383,2007-01-30
23.860000610351562,2007-01-31
23.700000762939453,2007-02-01
24.5,2007-02-02
24.639999389648438,2007-02-05
24.739999771118164,2007-02-06
24.8700008392334,2007-02-07
24.760000228881836,2007-02-08
24.3799991607666,2007-02-09
24.5,2007-02-12
24.649999618530273,2007-02-13
24.920000076293945,2007-02-14
24.889999389648438,2007-02-15
24.309999465942383,2007-02-16
24.229999542236328,2007-02-20
24.5,2007-02-21
24.040000915527344,2007-02-22
24.149999618530273,2007-02-23
23.860000610351562,2007-02-26
22.549999237060547,2007-02-27
22.579999923706055,2007-02-28
22.5,2007-03-01
22.219999313354492,2007-03-02
21.81999969482422,2007-03-05
21.700000762939453,2007-03-06
21.799999237060547,2007-03-07
