CHKP,Date
3.2708330154418945,1997-04-11
3.25,1997-04-14
3.3541669845581055,1997-04-15
3.2708330154418945,1997-04-16
3.25,1997-04-17
3.2395830154418945,1997-04-18
3.3958330154418945,1997-04-21
3.1458330154418945,1997-04-22
3.1875,1997-04-23
3.1875,1997-04-24
3.5,1997-04-25
3.5208330154418945,1997-04-28
3.6041669845581055,1997-04-29
3.9375,1997-04-30
4.0833330154418945,1997-05-01
4.0,1997-05-02
4.1770830154418945,1997-05-05
4.4166669845581055,1997-05-06
4.3958330154418945,1997-05-07
4.5,1997-05-08
4.6458330154418945,1997-05-09
4.75,1997-05-12
4.8125,1997-05-13
4.9791669845581055,1997-05-14
5.3125,1997-05-15
5.0,1997-05-16
4.9479169845581055,1997-05-19
4.8541669845581055,1997-05-20
4.9375,1997-05-21
4.9166669845581055,1997-05-22
4.9166669845581055,1997-05-23
5.3125,1997-05-27
5.2291669845581055,1997-05-28
4.7291669845581055,1997-05-29
4.6666669845581055,1997-05-30
4.75,1997-06-02
4.4375,1997-06-03
4.5416669845581055,1997-06-04
4.690104007720947,1997-06-05
4.6666669845581055,1997-06-06
4.6666669845581055,1997-06-09
4.3333330154418945,1997-06-10
4.2291669845581055,1997-06-11
4.6041669845581055,1997-06-12
4.3333330154418945,1997-06-13
4.4166669845581055,1997-06-16
4.5104169845581055,1997-06-17
4.6041669845581055,1997-06-18
4.4166669845581055,1997-06-19
4.4270830154418945,1997-06-20
4.2916669845581055,1997-06-23
4.3333330154418945,1997-06-24
4.2708330154418945,1997-06-25
4.1666669845581055,1997-06-26
4.0,1997-06-27
3.8958330154418945,1997-06-30
3.8333330154418945,1997-07-01
4.1354169845581055,1997-07-02
4.2291669845581055,1997-07-03
4.4791669845581055,1997-07-07
4.7291669845581055,1997-07-08
4.8333330154418945,1997-07-09
4.7708330154418945,1997-07-10
4.6875,1997-07-11
4.6666669845581055,1997-07-14
4.6875,1997-07-15
4.9583330154418945,1997-07-16
4.6458330154418945,1997-07-17
4.6041669845581055,1997-07-18
4.625,1997-07-21
4.6875,1997-07-22
4.5625,1997-07-23
4.5625,1997-07-24
4.65625,1997-07-25
4.8333330154418945,1997-07-28
4.8958330154418945,1997-07-29
4.9166669845581055,1997-07-30
4.5,1997-07-31
4.4166669845581055,1997-08-01
4.0416669845581055,1997-08-04
4.3958330154418945,1997-08-05
4.3958330154418945,1997-08-06
4.3333330154418945,1997-08-07
4.125,1997-08-08
4.0625,1997-08-11
3.9375,1997-08-12
3.7708330154418945,1997-08-13
3.875,1997-08-14
3.8541669845581055,1997-08-15
3.8333330154418945,1997-08-18
3.9375,1997-08-19
4.1875,1997-08-20
4.2708330154418945,1997-08-21
4.2291669845581055,1997-08-22
4.2083330154418945,1997-08-25
4.1666669845581055,1997-08-26
4.1458330154418945,1997-08-27
4.1458330154418945,1997-08-28
4.2916669845581055,1997-08-29
4.625,1997-09-02
4.5208330154418945,1997-09-03
4.5625,1997-09-04
4.7083330154418945,1997-09-05
4.6458330154418945,1997-09-08
4.5,1997-09-09
4.3958330154418945,1997-09-10
4.5208330154418945,1997-09-11
4.4375,1997-09-12
4.3541669845581055,1997-09-15
4.34375,1997-09-16
4.3333330154418945,1997-09-17
4.5625,1997-09-18
4.875,1997-09-19
4.65625,1997-09-22
4.75,1997-09-23
4.8333330154418945,1997-09-24
4.7708330154418945,1997-09-25
4.875,1997-09-26
5.0,1997-09-29
5.1666669845581055,1997-09-30
5.4583330154418945,1997-10-01
5.1666669845581055,1997-10-02
5.0625,1997-10-03
5.3541669845581055,1997-10-06
5.4583330154418945,1997-10-07
5.4583330154418945,1997-10-08
5.6875,1997-10-09
5.75,1997-10-10
5.6875,1997-10-13
5.6041669845581055,1997-10-14
5.5833330154418945,1997-10-15
7.2708330154418945,1997-10-16
7.0625,1997-10-17
6.75,1997-10-20
6.8020830154418945,1997-10-21
6.8125,1997-10-22
6.75,1997-10-23
6.7083330154418945,1997-10-24
6.4583330154418945,1997-10-27
6.6875,1997-10-28
6.7708330154418945,1997-10-29
6.7708330154418945,1997-10-30
7.1041669845581055,1997-10-31
7.625,1997-11-03
7.8541669845581055,1997-11-04
8.364583015441895,1997-11-05
7.8541669845581055,1997-11-06
7.5,1997-11-07
7.2916669845581055,1997-11-10
7.0833330154418945,1997-11-11
6.8333330154418945,1997-11-12
7.3541669845581055,1997-11-13
7.6041669845581055,1997-11-14
7.8958330154418945,1997-11-17
8.020833015441895,1997-11-18
8.270833015441895,1997-11-19
8.239583015441895,1997-11-20
8.104166984558105,1997-11-21
7.8333330154418945,1997-11-24
7.625,1997-11-25
7.7083330154418945,1997-11-26
7.5208330154418945,1997-11-28
7.8333330154418945,1997-12-01
8.0,1997-12-02
7.8333330154418945,1997-12-03
7.9375,1997-12-04
7.625,1997-12-05
7.84375,1997-12-08
7.4583330154418945,1997-12-09
7.125,1997-12-10
6.5416669845581055,1997-12-11
6.2708330154418945,1997-12-12
6.5,1997-12-15
6.6666669845581055,1997-12-16
6.5208330154418945,1997-12-17
6.4583330154418945,1997-12-18
6.2291669845581055,1997-12-19
6.0625,1997-12-22
5.875,1997-12-23
5.8333330154418945,1997-12-24
5.9375,1997-12-26
6.0833330154418945,1997-12-29
6.7916669845581055,1997-12-30
6.7916669845581055,1997-12-31
6.75,1998-01-02
7.25,1998-01-05
6.6666669845581055,1998-01-06
6.5208330154418945,1998-01-07
6.4479169845581055,1998-01-08
5.7395830154418945,1998-01-09
5.8541669845581055,1998-01-12
6.6666669845581055,1998-01-13
6.5416669845581055,1998-01-14
5.4791669845581055,1998-01-15
5.5833330154418945,1998-01-16
6.0833330154418945,1998-01-20
6.1875,1998-01-21
6.1354169845581055,1998-01-22
6.0833330154418945,1998-01-23
5.5416669845581055,1998-01-26
5.7916669845581055,1998-01-27
5.7916669845581055,1998-01-28
5.6666669845581055,1998-01-29
5.0833330154418945,1998-01-30
5.6354169845581055,1998-02-02
6.0208330154418945,1998-02-03
6.125,1998-02-04
5.9166669845581055,1998-02-05
5.9583330154418945,1998-02-06
6.0,1998-02-09
6.3854169845581055,1998-02-10
6.1770830154418945,1998-02-11
6.3541669845581055,1998-02-12
6.7604169845581055,1998-02-13
6.8541669845581055,1998-02-17
7.0208330154418945,1998-02-18
6.8020830154418945,1998-02-19
6.9375,1998-02-20
7.0416669845581055,1998-02-23
6.9583330154418945,1998-02-24
6.8958330154418945,1998-02-25
6.9375,1998-02-26
6.4270830154418945,1998-02-27
6.6666669845581055,1998-03-02
6.6458330154418945,1998-03-03
6.5989580154418945,1998-03-04
6.4166669845581055,1998-03-05
6.21875,1998-03-06
5.90625,1998-03-09
5.8333330154418945,1998-03-10
6.0,1998-03-11
5.8333330154418945,1998-03-12
6.1458330154418945,1998-03-13
6.6875,1998-03-16
6.9583330154418945,1998-03-17
6.9166669845581055,1998-03-18
6.8125,1998-03-19
6.9791669845581055,1998-03-20
6.9166669845581055,1998-03-23
7.3958330154418945,1998-03-24
7.0833330154418945,1998-03-25
7.1666669845581055,1998-03-26
7.1666669845581055,1998-03-27
7.2916669845581055,1998-03-30
7.6145830154418945,1998-03-31
7.9583330154418945,1998-04-01
7.6875,1998-04-02
7.25,1998-04-03
6.9791669845581055,1998-04-06
6.6770830154418945,1998-04-07
6.5833330154418945,1998-04-08
6.8854169845581055,1998-04-09
6.71875,1998-04-13
6.8020830154418945,1998-04-14
6.6666669845581055,1998-04-15
6.3125,1998-04-16
6.5416669845581055,1998-04-17
6.875,1998-04-20
7.0833330154418945,1998-04-21
6.8333330154418945,1998-04-22
5.5416669845581055,1998-04-23
5.6458330154418945,1998-04-24
5.3958330154418945,1998-04-27
5.2291669845581055,1998-04-28
5.0625,1998-04-29
4.8958330154418945,1998-04-30
4.7395830154418945,1998-05-01
5.5,1998-05-04
5.125,1998-05-05
5.0,1998-05-06
4.9895830154418945,1998-05-07
4.7708330154418945,1998-05-08
4.6041669845581055,1998-05-11
5.3229169845581055,1998-05-12
5.2708330154418945,1998-05-13
5.3541669845581055,1998-05-14
5.21875,1998-05-15
5.125,1998-05-18
5.0833330154418945,1998-05-19
4.7083330154418945,1998-05-20
4.6666669845581055,1998-05-21
4.6458330154418945,1998-05-22
4.4583330154418945,1998-05-26
4.4270830154418945,1998-05-27
4.46875,1998-05-28
4.6666669845581055,1998-05-29
4.6666669845581055,1998-06-01
4.7291669845581055,1998-06-02
4.7291669845581055,1998-06-03
4.7291669845581055,1998-06-04
4.7291669845581055,1998-06-05
4.7708330154418945,1998-06-08
4.75,1998-06-09
4.6354169845581055,1998-06-10
4.4375,1998-06-11
4.5,1998-06-12
4.6041669845581055,1998-06-15
4.625,1998-06-16
4.75,1998-06-17
4.78125,1998-06-18
4.5416669845581055,1998-06-19
4.53125,1998-06-22
4.7708330154418945,1998-06-23
5.375,1998-06-24
5.4375,1998-06-25
5.2291669845581055,1998-06-26
5.6458330154418945,1998-06-29
5.4583330154418945,1998-06-30
5.5208330154418945,1998-07-01
5.375,1998-07-02
5.2916669845581055,1998-07-06
4.8333330154418945,1998-07-07
4.75,1998-07-08
5.03125,1998-07-09
5.1979169845581055,1998-07-10
5.3125,1998-07-13
5.5,1998-07-14
5.2083330154418945,1998-07-15
4.6041669845581055,1998-07-16
4.2916669845581055,1998-07-17
4.3645830154418945,1998-07-20
4.375,1998-07-21
4.4375,1998-07-22
4.3541669845581055,1998-07-23
4.1041669845581055,1998-07-24
3.8541669845581055,1998-07-27
3.875,1998-07-28
4.125,1998-07-29
4.0,1998-07-30
3.9166669845581055,1998-07-31
3.7291669845581055,1998-08-03
3.6458330154418945,1998-08-04
3.6875,1998-08-05
3.6875,1998-08-06
3.7916669845581055,1998-08-07
3.9166669845581055,1998-08-10
3.7708330154418945,1998-08-11
3.8125,1998-08-12
4.0520830154418945,1998-08-13
4.0625,1998-08-14
4.6458330154418945,1998-08-17
4.3541669845581055,1998-08-18
4.3333330154418945,1998-08-19
4.1458330154418945,1998-08-20
4.0,1998-08-21
4.0416669845581055,1998-08-24
4.0104169845581055,1998-08-25
3.6979169845581055,1998-08-26
3.5833330154418945,1998-08-27
3.3645830154418945,1998-08-28
3.0208330154418945,1998-08-31
3.2083330154418945,1998-09-01
3.5833330154418945,1998-09-02
3.2708330154418945,1998-09-03
3.1666669845581055,1998-09-04
3.3333330154418945,1998-09-08
3.0416669845581055,1998-09-09
3.0625,1998-09-10
3.0416669845581055,1998-09-11
3.1875,1998-09-14
3.2395830154418945,1998-09-15
3.3958330154418945,1998-09-16
3.1666669845581055,1998-09-17
3.1770830154418945,1998-09-18
3.1145830154418945,1998-09-21
3.2708330154418945,1998-09-22
3.7291669845581055,1998-09-23
3.7916669845581055,1998-09-24
3.8333330154418945,1998-09-25
3.7708330154418945,1998-09-28
3.7604169845581055,1998-09-29
3.3125,1998-09-30
3.28125,1998-10-01
3.3020830154418945,1998-10-02
2.8020830154418945,1998-10-05
2.6354169845581055,1998-10-06
2.3125,1998-10-07
2.1666669845581055,1998-10-08
2.2916669845581055,1998-10-09
2.8541669845581055,1998-10-12
2.6354169845581055,1998-10-13
2.6458330154418945,1998-10-14
2.875,1998-10-15
2.9583330154418945,1998-10-16
3.2708330154418945,1998-10-19
3.3541669845581055,1998-10-20
3.6666669845581055,1998-10-21
3.6979169845581055,1998-10-22
3.7083330154418945,1998-10-23
3.7916669845581055,1998-10-26
3.875,1998-10-27
3.8333330154418945,1998-10-28
3.9375,1998-10-29
3.7916669845581055,1998-10-30
3.9375,1998-11-02
3.9583330154418945,1998-11-03
4.0625,1998-11-04
4.25,1998-11-05
4.4791669845581055,1998-11-06
4.5729169845581055,1998-11-09
4.5625,1998-11-10
4.8333330154418945,1998-11-11
4.71875,1998-11-12
4.7083330154418945,1998-11-13
4.7604169845581055,1998-11-16
4.8958330154418945,1998-11-17
5.3333330154418945,1998-11-18
5.1458330154418945,1998-11-19
4.8958330154418945,1998-11-20
5.34375,1998-11-23
5.1458330154418945,1998-11-24
5.1041669845581055,1998-11-25
5.1666669845581055,1998-11-27
5.40625,1998-11-30
5.2395830154418945,1998-12-01
5.2395830154418945,1998-12-02
5.25,1998-12-03
5.90625,1998-12-04
6.625,1998-12-07
6.6041669845581055,1998-12-08
6.3541669845581055,1998-12-09
5.9166669845581055,1998-12-10
6.0625,1998-12-11
6.0208330154418945,1998-12-14
6.5104169845581055,1998-12-15
6.4375,1998-12-16
6.3333330154418945,1998-12-17
6.4166669845581055,1998-12-18
6.9583330154418945,1998-12-21
6.65625,1998-12-22
6.9375,1998-12-23
6.8333330154418945,1998-12-24
7.0416669845581055,1998-12-28
6.8541669845581055,1998-12-29
6.6875,1998-12-30
7.6354169845581055,1998-12-31
7.1979169845581055,1999-01-04
7.5104169845581055,1999-01-05
7.1770830154418945,1999-01-06
7.6666669845581055,1999-01-07
7.8125,1999-01-08
8.625,1999-01-11
8.3125,1999-01-12
8.104166984558105,1999-01-13
8.166666984558105,1999-01-14
8.541666984558105,1999-01-15
9.25,1999-01-19
7.5,1999-01-20
6.7083330154418945,1999-01-21
6.8125,1999-01-22
7.1666669845581055,1999-01-25
7.8229169845581055,1999-01-26
7.8958330154418945,1999-01-27
7.96875,1999-01-28
8.083333015441895,1999-01-29
7.5625,1999-02-01
7.34375,1999-02-02
7.1458330154418945,1999-02-03
7.0,1999-02-04
6.75,1999-02-05
6.84375,1999-02-08
6.9479169845581055,1999-02-09
6.9166669845581055,1999-02-10
7.2083330154418945,1999-02-11
6.9791669845581055,1999-02-12
6.5,1999-02-16
5.8333330154418945,1999-02-17
6.375,1999-02-18
6.2708330154418945,1999-02-19
6.2604169845581055,1999-02-22
6.7291669845581055,1999-02-23
6.8333330154418945,1999-02-24
6.7604169845581055,1999-02-25
6.3958330154418945,1999-02-26
5.7708330154418945,1999-03-01
6.1145830154418945,1999-03-02
6.4583330154418945,1999-03-03
6.71875,1999-03-04
6.9583330154418945,1999-03-05
7.0104169845581055,1999-03-08
6.8541669845581055,1999-03-09
6.46875,1999-03-10
6.75,1999-03-11
6.8958330154418945,1999-03-12
6.9791669845581055,1999-03-15
7.1770830154418945,1999-03-16
7.0833330154418945,1999-03-17
6.6979169845581055,1999-03-18
6.8958330154418945,1999-03-19
6.8125,1999-03-22
6.1875,1999-03-23
6.15625,1999-03-24
6.625,1999-03-25
6.7708330154418945,1999-03-26
7.1666669845581055,1999-03-29
7.0833330154418945,1999-03-30
7.1666669845581055,1999-03-31
6.5833330154418945,1999-04-01
4.8020830154418945,1999-04-05
5.0208330154418945,1999-04-06
4.4583330154418945,1999-04-07
5.6145830154418945,1999-04-08
5.34375,1999-04-09
5.0208330154418945,1999-04-12
5.25,1999-04-13
5.46875,1999-04-14
5.34375,1999-04-15
5.21875,1999-04-16
5.2291669845581055,1999-04-19
5.6875,1999-04-20
5.625,1999-04-21
5.7083330154418945,1999-04-22
6.0833330154418945,1999-04-23
6.3125,1999-04-26
6.2916669845581055,1999-04-27
5.8229169845581055,1999-04-28
5.6875,1999-04-29
5.875,1999-04-30
6.2083330154418945,1999-05-03
6.28125,1999-05-04
6.1666669845581055,1999-05-05
6.1041669845581055,1999-05-06
5.9375,1999-05-07
5.5833330154418945,1999-05-10
6.5,1999-05-11
6.8333330154418945,1999-05-12
7.5520830154418945,1999-05-13
7.3020830154418945,1999-05-14
7.5833330154418945,1999-05-17
7.3333330154418945,1999-05-18
7.3541669845581055,1999-05-19
7.5208330154418945,1999-05-20
7.4791669845581055,1999-05-21
6.9270830154418945,1999-05-24
7.0104169845581055,1999-05-25
7.3229169845581055,1999-05-26
7.3333330154418945,1999-05-27
7.375,1999-05-28
7.3645830154418945,1999-06-01
7.5,1999-06-02
7.3333330154418945,1999-06-03
8.166666984558105,1999-06-04
8.895833015441895,1999-06-07
8.5625,1999-06-08
8.697916984558105,1999-06-09
8.833333015441895,1999-06-10
9.104166984558105,1999-06-11
8.572916984558105,1999-06-14
8.177083015441895,1999-06-15
8.802083015441895,1999-06-16
8.770833015441895,1999-06-17
8.666666984558105,1999-06-18
8.916666984558105,1999-06-21
9.145833015441895,1999-06-22
9.135416984558105,1999-06-23
8.895833015441895,1999-06-24
9.0625,1999-06-25
8.666666984558105,1999-06-28
8.572916984558105,1999-06-29
8.9375,1999-06-30
9.333333015441895,1999-07-01
9.833333015441895,1999-07-02
9.65625,1999-07-06
9.09375,1999-07-07
9.208333015441895,1999-07-08
9.5625,1999-07-09
9.583333015441895,1999-07-12
9.479166984558105,1999-07-13
9.291666984558105,1999-07-14
9.208333015441895,1999-07-15
9.197916984558105,1999-07-16
9.375,1999-07-19
10.020833015441895,1999-07-20
11.03125,1999-07-21
10.802083015441895,1999-07-22
10.4375,1999-07-23
10.25,1999-07-26
10.364583015441895,1999-07-27
10.833333015441895,1999-07-28
10.833333015441895,1999-07-29
11.40625,1999-07-30
11.645833015441895,1999-08-02
12.0,1999-08-03
10.8125,1999-08-04
11.0,1999-08-05
10.520833015441895,1999-08-06
10.333333015441895,1999-08-09
10.625,1999-08-10
11.208333015441895,1999-08-11
10.854166984558105,1999-08-12
11.583333015441895,1999-08-13
11.666666984558105,1999-08-16
11.604166984558105,1999-08-17
11.34375,1999-08-18
11.208333015441895,1999-08-19
11.65625,1999-08-20
11.65625,1999-08-23
12.416666984558105,1999-08-24
13.166666984558105,1999-08-25
12.791666984558105,1999-08-26
12.625,1999-08-27
12.583333015441895,1999-08-30
12.854166984558105,1999-08-31
13.333333015441895,1999-09-01
13.333333015441895,1999-09-02
14.260416984558105,1999-09-03
14.020833015441895,1999-09-07
14.458333015441895,1999-09-08
15.114583015441895,1999-09-09
15.604166984558105,1999-09-10
15.1875,1999-09-13
15.375,1999-09-14
14.583333015441895,1999-09-15
14.333333015441895,1999-09-16
14.666666984558105,1999-09-17
14.677083015441895,1999-09-20
14.208333015441895,1999-09-21
14.895833015441895,1999-09-22
14.104166984558105,1999-09-23
13.958333015441895,1999-09-24
14.302083015441895,1999-09-27
14.208333015441895,1999-09-28
13.666666984558105,1999-09-29
14.072916984558105,1999-09-30
14.03125,1999-10-01
14.583333015441895,1999-10-04
15.635416984558105,1999-10-05
15.958333015441895,1999-10-06
15.53125,1999-10-07
14.75,1999-10-08
15.354166984558105,1999-10-11
14.604166984558105,1999-10-12
14.645833015441895,1999-10-13
14.375,1999-10-14
13.833333015441895,1999-10-15
14.78125,1999-10-18
14.416666984558105,1999-10-19
15.479166984558105,1999-10-20
16.354167938232422,1999-10-21
17.25,1999-10-22
17.395832061767578,1999-10-25
17.177082061767578,1999-10-26
17.0,1999-10-27
17.427082061767578,1999-10-28
19.28125,1999-10-29
19.28125,1999-11-01
19.489582061767578,1999-11-02
20.09375,1999-11-03
20.34375,1999-11-04
22.135417938232422,1999-11-05
21.416667938232422,1999-11-08
21.895832061767578,1999-11-09
21.791667938232422,1999-11-10
23.0,1999-11-11
21.270832061767578,1999-11-12
20.364582061767578,1999-11-15
20.958332061767578,1999-11-16
20.5625,1999-11-17
20.833332061767578,1999-11-18
21.5,1999-11-19
21.791667938232422,1999-11-22
20.833332061767578,1999-11-23
22.208332061767578,1999-11-24
24.166667938232422,1999-11-26
23.96875,1999-11-29
23.604167938232422,1999-11-30
24.604167938232422,1999-12-01
27.21875,1999-12-02
28.020832061767578,1999-12-03
27.9375,1999-12-06
29.375,1999-12-07
32.08333206176758,1999-12-08
33.8125,1999-12-09
33.36198043823242,1999-12-10
34.85416793823242,1999-12-13
31.895832061767578,1999-12-14
33.15625,1999-12-15
32.82291793823242,1999-12-16
33.0,1999-12-17
32.13541793823242,1999-12-20
32.22916793823242,1999-12-21
31.21875,1999-12-22
30.833332061767578,1999-12-23
30.5625,1999-12-27
31.291667938232422,1999-12-28
32.01041793823242,1999-12-29
32.51041793823242,1999-12-30
33.125,1999-12-31
36.41666793823242,2000-01-03
33.125,2000-01-04
32.79166793823242,2000-01-05
30.5390625,2000-01-06
31.979167938232422,2000-01-07
35.29166793823242,2000-01-10
33.75,2000-01-11
31.75,2000-01-12
32.97916793823242,2000-01-13
39.33333206176758,2000-01-14
40.38541793823242,2000-01-18
40.16666793823242,2000-01-19
40.25,2000-01-20
41.13541793823242,2000-01-21
42.6015625,2000-01-24
46.5625,2000-01-25
43.66666793823242,2000-01-26
41.75,2000-01-27
38.33333206176758,2000-01-28
36.72395706176758,2000-01-31
42.33333206176758,2000-02-01
43.875,2000-02-02
48.83333206176758,2000-02-03
46.41666793823242,2000-02-04
46.66666793823242,2000-02-07
46.6875,2000-02-08
49.33333206176758,2000-02-09
60.078125,2000-02-10
57.6875,2000-02-11
57.3125,2000-02-14
61.41666793823242,2000-02-15
62.375,2000-02-16
63.33333206176758,2000-02-17
66.0625,2000-02-18
63.66666793823242,2000-02-22
65.34896087646484,2000-02-23
63.66666793823242,2000-02-24
68.54166412353516,2000-02-25
67.16666412353516,2000-02-28
67.97916412353516,2000-02-29
70.58333587646484,2000-03-01
73.5,2000-03-02
76.58333587646484,2000-03-03
78.83333587646484,2000-03-06
84.35416412353516,2000-03-07
90.5,2000-03-08
90.125,2000-03-09
93.29166412353516,2000-03-10
89.39583587646484,2000-03-13
82.29166412353516,2000-03-14
69.5625,2000-03-15
73.04166412353516,2000-03-16
78.5,2000-03-17
66.10416412353516,2000-03-20
74.5,2000-03-21
72.52083587646484,2000-03-22
73.0,2000-03-23
72.83333587646484,2000-03-24
68.3125,2000-03-27
66.08333587646484,2000-03-28
52.5,2000-03-29
56.5,2000-03-30
57.02083206176758,2000-03-31
44.95833206176758,2000-04-03
53.453125,2000-04-04
52.83333206176758,2000-04-05
58.91666793823242,2000-04-06
65.49478912353516,2000-04-07
60.14583206176758,2000-04-10
56.5,2000-04-11
55.85416793823242,2000-04-12
55.66666793823242,2000-04-13
49.875,2000-04-14
50.66666793823242,2000-04-17
57.99479293823242,2000-04-18
53.66666793823242,2000-04-19
53.89583206176758,2000-04-20
47.97916793823242,2000-04-24
57.0,2000-04-25
57.0,2000-04-26
59.66666793823242,2000-04-27
57.66666793823242,2000-04-28
60.41666793823242,2000-05-01
