BB,Date
24.67333221435547,2005-06-20
24.69333267211914,2005-06-21
26.116666793823242,2005-06-22
25.866666793823242,2005-06-23
25.703332901000977,2005-06-24
25.15333366394043,2005-06-27
25.53333282470703,2005-06-28
25.303333282470703,2005-06-29
24.59666633605957,2005-06-30
24.43000030517578,2005-07-01
24.633333206176758,2005-07-05
24.18666648864746,2005-07-06
24.25,2005-07-07
24.190000534057617,2005-07-08
23.856666564941406,2005-07-11
23.89666748046875,2005-07-12
23.366666793823242,2005-07-13
24.233333587646484,2005-07-14
24.09000015258789,2005-07-15
23.64666748046875,2005-07-18
23.8700008392334,2005-07-19
24.296667098999023,2005-07-20
23.553333282470703,2005-07-21
23.793333053588867,2005-07-22
22.666667938232422,2005-07-25
23.376667022705078,2005-07-26
23.336666107177734,2005-07-27
23.829999923706055,2005-07-28
23.553333282470703,2005-07-29
23.433332443237305,2005-08-01
23.996667861938477,2005-08-02
23.636667251586914,2005-08-03
23.21666717529297,2005-08-04
22.98666763305664,2005-08-05
22.969999313354492,2005-08-08
23.183332443237305,2005-08-09
23.03333282470703,2005-08-10
23.106666564941406,2005-08-11
23.003332138061523,2005-08-12
23.25,2005-08-15
23.003332138061523,2005-08-16
23.343332290649414,2005-08-17
23.350000381469727,2005-08-18
24.426666259765625,2005-08-19
25.829999923706055,2005-08-22
25.586666107177734,2005-08-23
25.316667556762695,2005-08-24
26.106666564941406,2005-08-25
25.726667404174805,2005-08-26
25.829999923706055,2005-08-29
25.616666793823242,2005-08-30
26.100000381469727,2005-08-31
26.84000015258789,2005-09-01
26.56999969482422,2005-09-02
26.100000381469727,2005-09-06
26.483333587646484,2005-09-07
26.260000228881836,2005-09-08
26.860000610351562,2005-09-09
26.510000228881836,2005-09-12
27.196666717529297,2005-09-13
26.690000534057617,2005-09-14
26.06999969482422,2005-09-15
26.290000915527344,2005-09-16
25.89666748046875,2005-09-19
25.15333366394043,2005-09-20
25.546667098999023,2005-09-21
25.52666664123535,2005-09-22
26.219999313354492,2005-09-23
25.863332748413086,2005-09-26
25.809999465942383,2005-09-27
25.75,2005-09-28
23.333332061767578,2005-09-29
22.766666412353516,2005-09-30
22.700000762939453,2005-10-03
21.933332443237305,2005-10-04
22.233333587646484,2005-10-05
22.323333740234375,2005-10-06
21.516666412353516,2005-10-07
21.43666648864746,2005-10-10
21.00666618347168,2005-10-11
21.350000381469727,2005-10-12
21.809999465942383,2005-10-13
21.336666107177734,2005-10-14
21.656667709350586,2005-10-17
21.52666664123535,2005-10-18
21.733333587646484,2005-10-19
21.553333282470703,2005-10-20
20.780000686645508,2005-10-21
20.036666870117188,2005-10-24
19.133333206176758,2005-10-25
19.440000534057617,2005-10-26
20.476667404174805,2005-10-27
20.803333282470703,2005-10-28
20.496667861938477,2005-10-31
20.17333221435547,2005-11-01
20.416667938232422,2005-11-02
20.373332977294922,2005-11-03
20.96666717529297,2005-11-04
21.703332901000977,2005-11-07
21.286666870117188,2005-11-08
20.406667709350586,2005-11-09
21.950000762939453,2005-11-10
22.26333236694336,2005-11-11
22.44333267211914,2005-11-14
22.5,2005-11-15
21.559999465942383,2005-11-16
22.286666870117188,2005-11-17
22.049999237060547,2005-11-18
22.496667861938477,2005-11-21
22.360000610351562,2005-11-22
22.093332290649414,2005-11-23
22.149999618530273,2005-11-25
21.833332061767578,2005-11-28
21.639999389648438,2005-11-29
20.376667022705078,2005-11-30
21.67333221435547,2005-12-01
21.5,2005-12-02
20.99333381652832,2005-12-05
20.649999618530273,2005-12-06
20.53333282470703,2005-12-07
20.25,2005-12-08
21.376667022705078,2005-12-09
21.74333381652832,2005-12-12
21.51333236694336,2005-12-13
21.713333129882812,2005-12-14
21.57666778564453,2005-12-15
20.893333435058594,2005-12-16
21.003332138061523,2005-12-19
20.69333267211914,2005-12-20
20.586666107177734,2005-12-21
22.766666412353516,2005-12-22
22.44333267211914,2005-12-23
22.356666564941406,2005-12-27
22.393333435058594,2005-12-28
22.366666793823242,2005-12-29
22.003332138061523,2005-12-30
22.203332901000977,2006-01-03
22.933332443237305,2006-01-04
23.06333351135254,2006-01-05
24.123332977294922,2006-01-06
24.440000534057617,2006-01-09
23.889999389648438,2006-01-10
23.726667404174805,2006-01-11
23.299999237060547,2006-01-12
23.10333251953125,2006-01-13
22.57666778564453,2006-01-17
22.666667938232422,2006-01-18
23.136667251586914,2006-01-19
22.206666946411133,2006-01-20
21.416667938232422,2006-01-23
21.696666717529297,2006-01-24
21.65333366394043,2006-01-25
21.979999542236328,2006-01-26
21.920000076293945,2006-01-27
22.273332595825195,2006-01-30
22.510000228881836,2006-01-31
24.536666870117188,2006-02-01
24.0,2006-02-02
23.56333351135254,2006-02-03
23.55666732788086,2006-02-06
23.020000457763672,2006-02-07
22.883333206176758,2006-02-08
23.206666946411133,2006-02-09
23.356666564941406,2006-02-10
22.78333282470703,2006-02-13
22.893333435058594,2006-02-14
23.00666618347168,2006-02-15
23.53333282470703,2006-02-16
24.07666778564453,2006-02-17
24.71666717529297,2006-02-21
24.3799991607666,2006-02-22
23.176666259765625,2006-02-23
24.683332443237305,2006-02-24
23.969999313354492,2006-02-27
23.510000228881836,2006-02-28
23.683332443237305,2006-03-01
23.796667098999023,2006-03-02
23.97333335876465,2006-03-03
27.586666107177734,2006-03-06
27.260000228881836,2006-03-07
26.469999313354492,2006-03-08
26.649999618530273,2006-03-09
26.866666793823242,2006-03-10
26.98666763305664,2006-03-13
27.663333892822266,2006-03-14
29.56999969482422,2006-03-15
28.583332061767578,2006-03-16
28.916667938232422,2006-03-17
28.72333335876465,2006-03-20
28.770000457763672,2006-03-21
27.889999389648438,2006-03-22
28.26333236694336,2006-03-23
27.97333335876465,2006-03-24
27.876667022705078,2006-03-27
27.510000228881836,2006-03-28
28.133333206176758,2006-03-29
28.333332061767578,2006-03-30
28.293333053588867,2006-03-31
28.483333587646484,2006-04-03
28.760000228881836,2006-04-04
28.520000457763672,2006-04-05
28.126667022705078,2006-04-06
26.593332290649414,2006-04-07
26.036666870117188,2006-04-10
25.546667098999023,2006-04-11
25.25666618347168,2006-04-12
25.456666946411133,2006-04-13
24.99333381652832,2006-04-17
25.700000762939453,2006-04-18
25.886667251586914,2006-04-19
25.496667861938477,2006-04-20
25.303333282470703,2006-04-21
25.360000610351562,2006-04-24
26.156667709350586,2006-04-25
25.729999542236328,2006-04-26
26.083332061767578,2006-04-27
25.543333053588867,2006-04-28
24.343332290649414,2006-05-01
24.81333351135254,2006-05-02
24.976667404174805,2006-05-03
24.93666648864746,2006-05-04
25.166667938232422,2006-05-05
25.049999237060547,2006-05-08
25.476667404174805,2006-05-09
24.559999465942383,2006-05-10
24.356666564941406,2006-05-11
24.753332138061523,2006-05-12
23.553333282470703,2006-05-15
23.706666946411133,2006-05-16
23.376667022705078,2006-05-17
23.07666778564453,2006-05-18
22.496667861938477,2006-05-19
21.886667251586914,2006-05-22
21.889999389648438,2006-05-23
21.46666717529297,2006-05-24
21.530000686645508,2006-05-25
21.530000686645508,2006-05-26
21.600000381469727,2006-05-30
21.6299991607666,2006-05-31
21.969999313354492,2006-06-01
22.610000610351562,2006-06-02
21.729999542236328,2006-06-05
21.559999465942383,2006-06-06
21.65333366394043,2006-06-07
21.75,2006-06-08
21.690000534057617,2006-06-09
21.05666732788086,2006-06-12
20.796667098999023,2006-06-13
20.889999389648438,2006-06-14
21.476667404174805,2006-06-15
21.233333587646484,2006-06-16
20.739999771118164,2006-06-19
20.68000030517578,2006-06-20
20.953332901000977,2006-06-21
21.46666717529297,2006-06-22
21.933332443237305,2006-06-23
22.21666717529297,2006-06-26
21.773332595825195,2006-06-27
21.90999984741211,2006-06-28
21.996667861938477,2006-06-29
23.25666618347168,2006-06-30
23.803333282470703,2006-07-03
23.31999969482422,2006-07-05
23.073333740234375,2006-07-06
23.32666778564453,2006-07-07
22.703332901000977,2006-07-10
22.446666717529297,2006-07-11
22.149999618530273,2006-07-12
21.616666793823242,2006-07-13
21.100000381469727,2006-07-14
20.899999618530273,2006-07-17
21.64666748046875,2006-07-18
21.469999313354492,2006-07-19
21.406667709350586,2006-07-20
20.793333053588867,2006-07-21
21.683332443237305,2006-07-24
21.893333435058594,2006-07-25
21.790000915527344,2006-07-26
21.616666793823242,2006-07-27
21.93000030517578,2006-07-28
21.876667022705078,2006-07-31
21.18666648864746,2006-08-01
21.453332901000977,2006-08-02
21.6200008392334,2006-08-03
22.043333053588867,2006-08-04
22.329999923706055,2006-08-07
22.579999923706055,2006-08-08
22.860000610351562,2006-08-09
24.706666946411133,2006-08-10
24.6200008392334,2006-08-11
24.350000381469727,2006-08-14
24.866666793823242,2006-08-15
25.906667709350586,2006-08-16
26.60333251953125,2006-08-17
26.666667938232422,2006-08-18
26.22333335876465,2006-08-21
26.60333251953125,2006-08-22
26.34000015258789,2006-08-23
26.74333381652832,2006-08-24
27.47333335876465,2006-08-25
27.59666633605957,2006-08-28
27.579999923706055,2006-08-29
27.329999923706055,2006-08-30
27.5,2006-08-31
27.309999465942383,2006-09-01
27.356666564941406,2006-09-05
26.59666633605957,2006-09-06
26.226667404174805,2006-09-07
26.666667938232422,2006-09-08
26.80666732788086,2006-09-11
27.666667938232422,2006-09-12
27.81333351135254,2006-09-13
28.290000915527344,2006-09-14
28.42333221435547,2006-09-15
28.079999923706055,2006-09-18
28.329999923706055,2006-09-19
29.6299991607666,2006-09-20
29.100000381469727,2006-09-21
28.950000762939453,2006-09-22
29.266666412353516,2006-09-25
29.23666763305664,2006-09-26
28.733333587646484,2006-09-27
28.68666648864746,2006-09-28
34.21666717529297,2006-09-29
33.336666107177734,2006-10-02
34.02333450317383,2006-10-03
36.266666412353516,2006-10-04
36.67333221435547,2006-10-05
36.26333236694336,2006-10-06
37.866668701171875,2006-10-09
37.58333206176758,2006-10-10
37.21666717529297,2006-10-11
37.0099983215332,2006-10-12
37.9466667175293,2006-10-13
36.87333297729492,2006-10-16
37.4033317565918,2006-10-17
36.5966682434082,2006-10-18
36.78666687011719,2006-10-19
36.66666793823242,2006-10-20
37.71666717529297,2006-10-23
38.936668395996094,2006-10-24
38.79666519165039,2006-10-25
39.426666259765625,2006-10-26
38.813331604003906,2006-10-27
39.470001220703125,2006-10-30
39.15999984741211,2006-10-31
38.83333206176758,2006-11-01
38.86000061035156,2006-11-02
38.76333236694336,2006-11-03
40.119998931884766,2006-11-06
40.92333221435547,2006-11-07
41.62333297729492,2006-11-08
41.58333206176758,2006-11-09
41.369998931884766,2006-11-10
42.900001525878906,2006-11-13
43.04666519165039,2006-11-14
42.80666732788086,2006-11-15
44.72999954223633,2006-11-16
44.53666687011719,2006-11-17
45.8033332824707,2006-11-20
46.16666793823242,2006-11-21
46.53666687011719,2006-11-22
47.186668395996094,2006-11-24
45.099998474121094,2006-11-27
44.76333236694336,2006-11-28
44.71666717529297,2006-11-29
46.276668548583984,2006-11-30
45.22666549682617,2006-12-01
45.45333480834961,2006-12-04
45.31666564941406,2006-12-05
45.14666748046875,2006-12-06
42.91666793823242,2006-12-07
42.563331604003906,2006-12-08
42.39666748046875,2006-12-11
41.54666519165039,2006-12-12
42.49333190917969,2006-12-13
44.66999816894531,2006-12-14
45.0,2006-12-15
45.16999816894531,2006-12-18
44.08000183105469,2006-12-19
44.91666793823242,2006-12-20
44.56666564941406,2006-12-21
43.33333206176758,2006-12-22
42.540000915527344,2006-12-26
43.13666534423828,2006-12-27
43.20000076293945,2006-12-28
42.59333419799805,2006-12-29
42.849998474121094,2007-01-03
46.189998626708984,2007-01-04
47.099998474121094,2007-01-05
47.38666534423828,2007-01-08
43.66666793823242,2007-01-09
45.03333282470703,2007-01-10
44.650001525878906,2007-01-11
44.30666732788086,2007-01-12
42.56999969482422,2007-01-16
42.706668853759766,2007-01-17
40.58000183105469,2007-01-18
41.45000076293945,2007-01-19
40.400001525878906,2007-01-22
42.25,2007-01-23
42.57666778564453,2007-01-24
42.3466682434082,2007-01-25
41.78666687011719,2007-01-26
41.543331146240234,2007-01-29
41.163333892822266,2007-01-30
42.59333419799805,2007-01-31
42.459999084472656,2007-02-01
44.27333450317383,2007-02-02
45.60333251953125,2007-02-05
45.866668701171875,2007-02-06
45.563331604003906,2007-02-07
46.133331298828125,2007-02-08
44.73666763305664,2007-02-09
44.643333435058594,2007-02-12
44.64666748046875,2007-02-13
45.86333465576172,2007-02-14
45.04666519165039,2007-02-15
46.27333450317383,2007-02-16
47.206668853759766,2007-02-20
47.32666778564453,2007-02-21
46.766666412353516,2007-02-22
46.66666793823242,2007-02-23
48.92333221435547,2007-02-26
46.233333587646484,2007-02-27
46.869998931884766,2007-02-28
46.970001220703125,2007-03-01
45.323333740234375,2007-03-02
44.84000015258789,2007-03-05
45.20000076293945,2007-03-06
45.04666519165039,2007-03-07
45.52333450317383,2007-03-08
44.84333419799805,2007-03-09
45.62333297729492,2007-03-12
44.426666259765625,2007-03-13
45.246665954589844,2007-03-14
45.00666809082031,2007-03-15
44.83000183105469,2007-03-16
44.400001525878906,2007-03-19
43.87666702270508,2007-03-20
44.96666717529297,2007-03-21
45.51333236694336,2007-03-22
45.75666809082031,2007-03-23
46.32666778564453,2007-03-26
45.88666534423828,2007-03-27
45.3033332824707,2007-03-28
45.28333282470703,2007-03-29
45.496665954589844,2007-03-30
45.74333190917969,2007-04-02
46.94333267211914,2007-04-03
47.5099983215332,2007-04-04
48.59000015258789,2007-04-05
48.753334045410156,2007-04-09
49.436668395996094,2007-04-10
48.67333221435547,2007-04-11
44.70000076293945,2007-04-12
44.246665954589844,2007-04-13
44.18333435058594,2007-04-16
43.75666809082031,2007-04-17
44.790000915527344,2007-04-18
44.163333892822266,2007-04-19
44.1966667175293,2007-04-20
44.33000183105469,2007-04-23
44.0099983215332,2007-04-24
45.176666259765625,2007-04-25
45.086666107177734,2007-04-26
44.91666793823242,2007-04-27
43.86000061035156,2007-04-30
44.22666549682617,2007-05-01
44.276668548583984,2007-05-02
45.16666793823242,2007-05-03
46.00666809082031,2007-05-04
46.61000061035156,2007-05-07
48.91999816894531,2007-05-08
51.61000061035156,2007-05-09
50.543331146240234,2007-05-10
50.79666519165039,2007-05-11
49.52000045776367,2007-05-14
49.39666748046875,2007-05-15
50.68000030517578,2007-05-16
50.619998931884766,2007-05-17
50.516666412353516,2007-05-18
50.66666793823242,2007-05-21
53.02000045776367,2007-05-22
51.866668701171875,2007-05-23
53.29666519165039,2007-05-24
55.4466667175293,2007-05-25
55.11000061035156,2007-05-29
54.88666534423828,2007-05-30
55.36000061035156,2007-05-31
55.02333450317383,2007-06-01
55.939998626708984,2007-06-04
56.09000015258789,2007-06-05
54.926666259765625,2007-06-06
54.676666259765625,2007-06-07
55.223331451416016,2007-06-08
55.959999084472656,2007-06-11
55.71333312988281,2007-06-12
56.93333435058594,2007-06-13
57.05666732788086,2007-06-14
57.91666793823242,2007-06-15
58.68333435058594,2007-06-18
57.21333312988281,2007-06-19
56.1966667175293,2007-06-20
56.98666763305664,2007-06-21
56.883331298828125,2007-06-22
55.25666809082031,2007-06-25
54.426666259765625,2007-06-26
54.483333587646484,2007-06-27
55.1966667175293,2007-06-28
66.663330078125,2007-06-29
71.41999816894531,2007-07-02
69.3133316040039,2007-07-03
72.0633316040039,2007-07-05
71.78333282470703,2007-07-06
71.46666717529297,2007-07-09
69.75,2007-07-10
70.3566665649414,2007-07-11
71.82333374023438,2007-07-12
75.83999633789062,2007-07-13
75.51333618164062,2007-07-16
76.69000244140625,2007-07-17
76.80999755859375,2007-07-18
78.11666870117188,2007-07-19
76.83999633789062,2007-07-20
76.57666778564453,2007-07-23
73.66666412353516,2007-07-24
75.12000274658203,2007-07-25
74.54666900634766,2007-07-26
71.88999938964844,2007-07-27
73.37000274658203,2007-07-30
71.33333587646484,2007-07-31
71.80332946777344,2007-08-01
74.69000244140625,2007-08-02
72.83333587646484,2007-08-03
72.7699966430664,2007-08-06
74.07333374023438,2007-08-07
75.336669921875,2007-08-08
72.0,2007-08-09
69.0,2007-08-10
70.60333251953125,2007-08-13
68.66666412353516,2007-08-14
65.91666412353516,2007-08-15
66.00666809082031,2007-08-16
73.50666809082031,2007-08-17
78.663330078125,2007-08-20
81.91999816894531,2007-08-21
81.80999755859375,2007-08-22
80.45999908447266,2007-08-23
81.86000061035156,2007-08-24
81.11000061035156,2007-08-27
77.19999694824219,2007-08-28
81.81999969482422,2007-08-29
82.87000274658203,2007-08-30
85.41000366210938,2007-08-31
85.33999633789062,2007-09-04
83.26000213623047,2007-09-05
83.69999694824219,2007-09-06
80.4800033569336,2007-09-07
82.2699966430664,2007-09-10
83.0199966430664,2007-09-11
85.44999694824219,2007-09-12
85.73999786376953,2007-09-13
87.26000213623047,2007-09-14
86.2699966430664,2007-09-17
90.3499984741211,2007-09-18
91.80000305175781,2007-09-19
90.2300033569336,2007-09-20
93.18000030517578,2007-09-21
94.5,2007-09-24
96.81999969482422,2007-09-25
99.0,2007-09-26
99.86000061035156,2007-09-27
98.55000305175781,2007-09-28
98.66000366210938,2007-10-01
96.26000213623047,2007-10-02
96.27999877929688,2007-10-03
100.54000091552734,2007-10-04
113.37000274658203,2007-10-05
117.6500015258789,2007-10-08
115.5199966430664,2007-10-09
116.87999725341797,2007-10-10
111.0,2007-10-11
113.91000366210938,2007-10-12
109.70999908447266,2007-10-15
110.08999633789062,2007-10-16
114.2300033569336,2007-10-17
117.11000061035156,2007-10-18
114.97000122070312,2007-10-19
113.37999725341797,2007-10-22
124.52999877929688,2007-10-23
123.9000015258789,2007-10-24
118.94000244140625,2007-10-25
119.80999755859375,2007-10-26
122.05999755859375,2007-10-29
121.19999694824219,2007-10-30
124.51000213623047,2007-10-31
122.08000183105469,2007-11-01
126.94999694824219,2007-11-02
127.97000122070312,2007-11-05
131.0399932861328,2007-11-06
133.02999877929688,2007-11-07
124.4800033569336,2007-11-08
113.22000122070312,2007-11-09
102.5999984741211,2007-11-12
112.55000305175781,2007-11-13
109.94999694824219,2007-11-14
103.01000213623047,2007-11-15
107.56999969482422,2007-11-16
108.20999908447266,2007-11-19
110.0,2007-11-20
111.0199966430664,2007-11-21
113.8499984741211,2007-11-23
111.54000091552734,2007-11-26
115.68000030517578,2007-11-27
121.3499984741211,2007-11-28
122.08000183105469,2007-11-29
113.81999969482422,2007-11-30
104.75,2007-12-03
101.5,2007-12-04
100.95999908447266,2007-12-05
103.87999725341797,2007-12-06
103.6500015258789,2007-12-07
102.37999725341797,2007-12-10
97.88999938964844,2007-12-11
100.20999908447266,2007-12-12
104.30000305175781,2007-12-13
105.9800033569336,2007-12-14
100.26000213623047,2007-12-17
100.69000244140625,2007-12-18
102.12999725341797,2007-12-19
106.98999786376953,2007-12-20
118.62999725341797,2007-12-21
117.9800033569336,2007-12-24
118.94000244140625,2007-12-26
117.36000061035156,2007-12-27
116.94000244140625,2007-12-28
113.4000015258789,2007-12-31
113.70999908447266,2008-01-02
112.81999969482422,2008-01-03
103.3499984741211,2008-01-04
99.83000183105469,2008-01-07
96.44000244140625,2008-01-08
98.55000305175781,2008-01-09
100.66000366210938,2008-01-10
93.69999694824219,2008-01-11
96.3499984741211,2008-01-14
90.93000030517578,2008-01-15
89.30000305175781,2008-01-16
87.02999877929688,2008-01-17
88.58000183105469,2008-01-18
90.08999633789062,2008-01-22
88.0,2008-01-23
95.0,2008-01-24
91.05000305175781,2008-01-25
92.06999969482422,2008-01-28
91.1500015258789,2008-01-29
93.79000091552734,2008-01-30
93.87999725341797,2008-01-31
92.23999786376953,2008-02-01
93.16999816894531,2008-02-04
88.30000305175781,2008-02-05
84.0999984741211,2008-02-06
84.94999694824219,2008-02-07
89.70999908447266,2008-02-08
94.47000122070312,2008-02-11
91.5,2008-02-12
96.76000213623047,2008-02-13
95.54000091552734,2008-02-14
95.19000244140625,2008-02-15
92.88999938964844,2008-02-19
97.91000366210938,2008-02-20
106.69000244140625,2008-02-21
107.94999694824219,2008-02-22
108.70999908447266,2008-02-25
107.75,2008-02-26
111.5,2008-02-27
109.05000305175781,2008-02-28
103.80000305175781,2008-02-29
100.1500015258789,2008-03-03
104.66000366210938,2008-03-04
101.7300033569336,2008-03-05
97.91999816894531,2008-03-06
98.04000091552734,2008-03-07
93.58999633789062,2008-03-10
100.73999786376953,2008-03-11
101.38999938964844,2008-03-12
105.6500015258789,2008-03-13
101.69000244140625,2008-03-14
98.12000274658203,2008-03-17
105.0,2008-03-18
101.12000274658203,2008-03-19
104.94000244140625,2008-03-20
111.83000183105469,2008-03-24
115.94999694824219,2008-03-25
118.1500015258789,2008-03-26
112.1500015258789,2008-03-27
115.33999633789062,2008-03-28
112.2300033569336,2008-03-31
117.4800033569336,2008-04-01
115.79000091552734,2008-04-02
122.58000183105469,2008-04-03
119.98999786376953,2008-04-04
118.06999969482422,2008-04-07
120.9800033569336,2008-04-08
118.16000366210938,2008-04-09
120.68000030517578,2008-04-10
115.8499984741211,2008-04-11
115.47000122070312,2008-04-14
115.6500015258789,2008-04-15
120.12000274658203,2008-04-16
118.62999725341797,2008-04-17
123.22000122070312,2008-04-18
126.19999694824219,2008-04-21
121.33000183105469,2008-04-22
120.83000183105469,2008-04-23
123.66000366210938,2008-04-24
120.04000091552734,2008-04-25
122.38999938964844,2008-04-28
126.29000091552734,2008-04-29
121.62999725341797,2008-04-30
128.0,2008-05-01
131.9199981689453,2008-05-02
133.17999267578125,2008-05-05
132.10000610351562,2008-05-06
129.97999572753906,2008-05-07
131.17999267578125,2008-05-08
132.77000427246094,2008-05-09
141.97000122070312,2008-05-12
140.83999633789062,2008-05-13
138.55999755859375,2008-05-14
140.7100067138672,2008-05-15
140.36000061035156,2008-05-16
137.6300048828125,2008-05-19
138.60000610351562,2008-05-20
132.88999938964844,2008-05-21
130.49000549316406,2008-05-22
131.63999938964844,2008-05-23
135.1300048828125,2008-05-27
137.8000030517578,2008-05-28
138.97999572753906,2008-05-29
138.8699951171875,2008-05-30
137.02000427246094,2008-06-02
133.50999450683594,2008-06-03
134.2899932861328,2008-06-04
135.58999633789062,2008-06-05
131.41000366210938,2008-06-06
134.1199951171875,2008-06-09
134.9499969482422,2008-06-10
131.7899932861328,2008-06-11
129.58999633789062,2008-06-12
132.9600067138672,2008-06-13
140.97999572753906,2008-06-16
142.16000366210938,2008-06-17
144.4499969482422,2008-06-18
147.5500030517578,2008-06-19
144.55999755859375,2008-06-20
143.05999755859375,2008-06-23
140.47999572753906,2008-06-24
142.33999633789062,2008-06-25
123.45999908447266,2008-06-26
120.9800033569336,2008-06-27
116.9000015258789,2008-06-30
123.2699966430664,2008-07-01
116.19999694824219,2008-07-02
115.04000091552734,2008-07-03
115.66000366210938,2008-07-07
122.04000091552734,2008-07-08
117.54000091552734,2008-07-09
117.12999725341797,2008-07-10
109.79000091552734,2008-07-11
107.83999633789062,2008-07-14
105.8499984741211,2008-07-15
111.0,2008-07-16
110.77999877929688,2008-07-17
112.8499984741211,2008-07-18
115.02999877929688,2008-07-21
113.52999877929688,2008-07-22
117.66000366210938,2008-07-23
114.55000305175781,2008-07-24
117.43000030517578,2008-07-25
113.51000213623047,2008-07-28
116.05999755859375,2008-07-29
119.22000122070312,2008-07-30
122.81999969482422,2008-07-31
120.1500015258789,2008-08-01
116.43000030517578,2008-08-04
121.9800033569336,2008-08-05
127.30000305175781,2008-08-06
127.25,2008-08-07
133.75,2008-08-08
131.4199981689453,2008-08-11
128.2899932861328,2008-08-12
126.9000015258789,2008-08-13
130.72999572753906,2008-08-14
128.8000030517578,2008-08-15
127.01000213623047,2008-08-18
125.94999694824219,2008-08-19
130.27999877929688,2008-08-20
132.3000030517578,2008-08-21
131.4499969482422,2008-08-22
127.02999877929688,2008-08-25
127.18000030517578,2008-08-26
128.22000122070312,2008-08-27
126.6500015258789,2008-08-28
121.5999984741211,2008-08-29
118.3499984741211,2008-09-02
114.77999877929688,2008-09-03
107.48999786376953,2008-09-04
106.94999694824219,2008-09-05
102.66999816894531,2008-09-08
99.30000305175781,2008-09-09
104.61000061035156,2008-09-10
109.31999969482422,2008-09-11
105.66999816894531,2008-09-12
98.2699966430664,2008-09-15
100.72000122070312,2008-09-16
93.0,2008-09-17
98.18000030517578,2008-09-18
103.44000244140625,2008-09-19
97.83999633789062,2008-09-22
96.97000122070312,2008-09-23
96.70999908447266,2008-09-24
97.52999877929688,2008-09-25
70.76000213623047,2008-09-26
61.72999954223633,2008-09-29
68.30000305175781,2008-09-30
66.93000030517578,2008-10-01
62.0,2008-10-02
60.959999084472656,2008-10-03
59.65999984741211,2008-10-06
55.04999923706055,2008-10-07
57.599998474121094,2008-10-08
59.029998779296875,2008-10-09
55.279998779296875,2008-10-10
63.869998931884766,2008-10-13
60.119998931884766,2008-10-14
55.75,2008-10-15
59.2400016784668,2008-10-16
59.0099983215332,2008-10-17
53.90999984741211,2008-10-20
50.529998779296875,2008-10-21
48.650001525878906,2008-10-22
46.20000076293945,2008-10-23
44.959999084472656,2008-10-24
42.65999984741211,2008-10-27
46.9900016784668,2008-10-28
47.81999969482422,2008-10-29
47.38999938964844,2008-10-30
50.43000030517578,2008-10-31
53.529998779296875,2008-11-03
55.560001373291016,2008-11-04
52.970001220703125,2008-11-05
47.959999084472656,2008-11-06
48.650001525878906,2008-11-07
46.58000183105469,2008-11-10
45.88999938964844,2008-11-11
43.20000076293945,2008-11-12
43.79999923706055,2008-11-13
40.0,2008-11-14
42.2400016784668,2008-11-17
47.25,2008-11-18
45.33000183105469,2008-11-19
41.52000045776367,2008-11-20
44.79999923706055,2008-11-21
45.2599983215332,2008-11-24
41.5,2008-11-25
44.70000076293945,2008-11-26
42.470001220703125,2008-11-28
39.79999923706055,2008-12-01
37.31999969482422,2008-12-02
38.959999084472656,2008-12-03
37.20000076293945,2008-12-04
39.4900016784668,2008-12-05
40.849998474121094,2008-12-08
39.209999084472656,2008-12-09
38.43000030517578,2008-12-10
37.459999084472656,2008-12-11
38.81999969482422,2008-12-12
36.86000061035156,2008-12-15
39.939998626708984,2008-12-16
40.66999816894531,2008-12-17
38.439998626708984,2008-12-18
42.83000183105469,2008-12-19
41.59000015258789,2008-12-22
41.810001373291016,2008-12-23
41.02000045776367,2008-12-24
40.849998474121094,2008-12-26
38.810001373291016,2008-12-29
38.77000045776367,2008-12-30
40.58000183105469,2008-12-31
41.91999816894531,2009-01-02
43.29999923706055,2009-01-05
46.61000061035156,2009-01-06
46.689998626708984,2009-01-07
46.5,2009-01-08
47.459999084472656,2009-01-09
46.45000076293945,2009-01-12
46.27000045776367,2009-01-13
45.099998474121094,2009-01-14
49.2400016784668,2009-01-15
51.11000061035156,2009-01-16
49.93000030517578,2009-01-20
52.90999984741211,2009-01-21
52.33000183105469,2009-01-22
52.63999938964844,2009-01-23
50.709999084472656,2009-01-26
53.90999984741211,2009-01-27
56.630001068115234,2009-01-28
54.77000045776367,2009-01-29
55.400001525878906,2009-01-30
55.900001525878906,2009-02-02
55.52000045776367,2009-02-03
55.959999084472656,2009-02-04
56.79999923706055,2009-02-05
59.16999816894531,2009-02-06
59.0,2009-02-09
57.040000915527344,2009-02-10
48.7599983215332,2009-02-11
50.41999816894531,2009-02-12
48.5099983215332,2009-02-13
44.63999938964844,2009-02-17
42.099998474121094,2009-02-18
42.09000015258789,2009-02-19
39.150001525878906,2009-02-20
37.41999816894531,2009-02-23
40.41999816894531,2009-02-24
41.16999816894531,2009-02-25
39.540000915527344,2009-02-26
39.939998626708984,2009-02-27
36.880001068115234,2009-03-02
37.95000076293945,2009-03-03
40.4900016784668,2009-03-04
37.97999954223633,2009-03-05
36.34000015258789,2009-03-06
35.25,2009-03-09
38.959999084472656,2009-03-10
40.34000015258789,2009-03-11
41.459999084472656,2009-03-12
40.18000030517578,2009-03-13
39.16999816894531,2009-03-16
41.65999984741211,2009-03-17
40.97999954223633,2009-03-18
