FIS,Date
16.515256881713867,2002-04-16
16.159549713134766,2002-04-17
16.12436866760254,2002-04-18
16.464452743530273,2002-04-19
16.71461296081543,2002-04-22
16.730249404907227,2002-04-23
16.202550888061523,2002-04-24
15.897651672363281,2002-04-25
15.573204040527344,2002-04-26
15.229220390319824,2002-04-29
15.166668891906738,2002-04-30
15.244857788085938,2002-05-01
15.16276741027832,2002-05-02
15.151033401489258,2002-05-03
15.15495491027832,2002-05-06
15.893742561340332,2002-05-07
15.733477592468262,2002-05-08
15.831197738647461,2002-05-09
15.878105163574219,2002-05-10
16.343259811401367,2002-05-13
17.027326583862305,2002-05-14
17.062511444091797,2002-05-15
17.08205223083496,2002-05-16
17.003870010375977,2002-05-17
17.101600646972656,2002-05-20
16.71852684020996,2002-05-21
16.753707885742188,2002-05-22
16.636430740356445,2002-05-23
16.78106689453125,2002-05-24
16.554357528686523,2002-05-28
16.56216049194336,2002-05-29
16.573894500732422,2002-05-30
16.808429718017578,2002-05-31
17.24622917175293,2002-06-03
17.25013542175293,2002-06-04
17.199331283569336,2002-06-05
16.749799728393555,2002-06-06
16.874874114990234,2002-06-07
17.152416229248047,2002-06-10
16.827974319458008,2002-06-11
16.566082000732422,2002-06-12
16.25726890563965,2002-06-13
16.50352668762207,2002-06-14
16.71070098876953,2002-06-17
16.95306396484375,2002-06-18
16.878795623779297,2002-06-19
16.628618240356445,2002-06-20
15.733477592468262,2002-06-21
15.780381202697754,2002-06-24
15.201855659484863,2002-06-25
14.619424819946289,2002-06-26
14.162083625793457,2002-06-27
14.506070137023926,2002-06-28
14.396614074707031,2002-07-01
14.111261367797852,2002-07-02
14.212895393371582,2002-07-03
14.443528175354004,2002-07-05
14.810965538024902,2002-07-08
14.588152885437012,2002-07-09
13.97445011138916,2002-07-10
13.599189758300781,2002-07-11
13.118391990661621,2002-07-12
12.864314079284668,2002-07-15
12.778313636779785,2002-07-16
12.825218200683594,2002-07-17
12.336605072021484,2002-07-18
12.031710624694824,2002-07-19
11.973075866699219,2002-07-22
11.531366348266602,2002-07-23
11.883170127868652,2002-07-24
12.207608222961426,2002-07-25
12.363966941833496,2002-07-26
13.098852157592773,2002-07-29
13.38420295715332,2002-07-30
12.790043830871582,2002-07-31
12.571141242980957,2002-08-01
12.098161697387695,2002-08-02
11.695542335510254,2002-08-05
11.804993629455566,2002-08-06
11.883170127868652,2002-08-07
11.726812362670898,2002-08-08
12.086438179016113,2002-08-09
12.492962837219238,2002-08-12
11.96916675567627,2002-08-13
12.07079792022705,2002-08-14
12.653233528137207,2002-08-15
12.58677864074707,2002-08-16
13.067581176757812,2002-08-19
12.821316719055176,2002-08-20
12.938580513000488,2002-08-21
13.169211387634277,2002-08-22
12.840859413146973,2002-08-23
13.094939231872559,2002-08-26
12.895587921142578,2002-08-27
12.801769256591797,2002-08-28
12.876042366027832,2002-08-29
12.844773292541504,2002-08-30
12.336605072021484,2002-09-03
13.07540225982666,2002-09-04
11.918352127075195,2002-09-05
11.867533683776855,2002-09-06
11.531366348266602,2002-09-09
11.261648178100586,2002-09-10
11.335919380187988,2002-09-11
11.249919891357422,2002-09-12
11.081835746765137,2002-09-13
11.320283889770508,2002-09-16
11.390642166137695,2002-09-17
11.29682731628418,2002-09-18
11.101383209228516,2002-09-19
7.466068744659424,2002-09-20
7.415253639221191,2002-09-23
7.067358493804932,2002-09-24
7.939052581787109,2002-09-25
8.365124702453613,2002-09-26
8.032870292663574,2002-09-27
7.856961250305176,2002-09-30
8.216586112976074,2002-10-01
8.200947761535645,2002-10-02
8.130589485168457,2002-10-03
8.154045104980469,2002-10-04
8.013319969177246,2002-10-07
8.533209800720215,2002-10-08
8.474575996398926,2002-10-09
8.548845291137695,2002-10-10
8.689567565917969,2002-10-11
8.82638168334961,2002-10-14
9.029644012451172,2002-10-15
8.658295631408691,2002-10-16
9.033551216125488,2002-10-17
8.939739227294922,2002-10-18
9.592534065246582,2002-10-21
9.154730796813965,2002-10-22
9.033551216125488,2002-10-23
8.77556324005127,2002-10-24
8.873286247253418,2002-10-25
8.689567565917969,2002-10-28
8.169676780700684,2002-10-29
8.267400741577148,2002-10-30
8.208769798278809,2002-10-31
8.548845291137695,2002-11-01
8.580121994018555,2002-11-04
8.62702465057373,2002-11-05
8.736475944519043,2002-11-06
8.560568809509277,2002-11-07
8.498024940490723,2002-11-08
8.247856140136719,2002-11-11
8.208769798278809,2002-11-12
8.232226371765137,2002-11-13
8.63093376159668,2002-11-14
8.7951078414917,2002-11-15
8.83810806274414,2002-11-18
8.701297760009766,2002-11-19
8.7951078414917,2002-11-20
9.092183113098145,2002-11-21
9.299359321594238,2002-11-22
9.361907005310059,2002-11-25
9.467448234558105,2002-11-26
9.537808418273926,2002-11-27
9.440083503723145,2002-11-29
9.729342460632324,2002-12-02
9.866157531738281,2002-12-03
9.819252967834473,2002-12-04
9.967788696289062,2002-12-05
9.88961410522461,2002-12-06
9.76061725616455,2002-12-09
10.045966148376465,2002-12-10
10.233600616455078,2002-12-11
10.319595336914062,2002-12-12
9.967788696289062,2002-12-13
10.229691505432129,2002-12-16
9.90915584564209,2002-12-17
9.65507698059082,2002-12-18
9.490901947021484,2002-12-19
9.436173439025879,2002-12-20
9.447901725769043,2002-12-23
9.37363052368164,2002-12-24
9.612074851989746,2002-12-26
9.615989685058594,2002-12-27
9.35408878326416,2002-12-30
9.596442222595215,2002-12-31
9.877886772155762,2003-01-02
9.752799987792969,2003-01-03
10.077239990234375,2003-01-06
9.963881492614746,2003-01-07
9.870071411132812,2003-01-08
10.178871154785156,2003-01-09
10.178871154785156,2003-01-10
10.354775428771973,2003-01-13
10.143692016601562,2003-01-14
9.936515808105469,2003-01-15
9.88961410522461,2003-01-16
9.643353462219238,2003-01-17
9.6668062210083,2003-01-21
9.303272247314453,2003-01-22
9.381446838378906,2003-01-23
9.400991439819336,2003-01-24
9.498716354370117,2003-01-27
9.764528274536133,2003-01-28
9.830975532531738,2003-01-29
9.74889087677002,2003-01-30
9.999063491821289,2003-01-31
9.975604057312012,2003-02-03
9.90915584564209,2003-02-04
9.81534194946289,2003-02-05
9.75670337677002,2003-02-06
9.592534065246582,2003-02-07
9.576897621154785,2003-02-10
9.475266456604004,2003-02-11
9.420536994934082,2003-02-12
9.029644012451172,2003-02-13
9.021828651428223,2003-02-14
9.209456443786621,2003-02-18
9.197728157043457,2003-02-19
9.322819709777832,2003-02-20
9.4088134765625,2003-02-21
9.186001777648926,2003-02-24
9.350178718566895,2003-02-25
9.260272026062012,2003-02-26
9.471356391906738,2003-02-27
9.40490436553955,2003-02-28
9.40490436553955,2003-03-03
9.264179229736328,2003-03-04
9.330633163452148,2003-03-05
9.35408878326416,2003-03-06
9.346269607543945,2003-03-07
8.947558403015137,2003-03-10
8.462849617004395,2003-03-11
8.474575996398926,2003-03-12
8.881109237670898,2003-03-13
8.947558403015137,2003-03-14
9.264179229736328,2003-03-17
9.322819709777832,2003-03-18
9.389267921447754,2003-03-19
9.440083503723145,2003-03-20
9.877886772155762,2003-03-21
9.721529960632324,2003-03-24
9.8544282913208,2003-03-25
9.928699493408203,2003-03-26
9.776252746582031,2003-03-27
9.811432838439941,2003-03-28
9.850519180297852,2003-03-31
9.662890434265137,2003-04-01
9.694165229797363,2003-04-02
9.811432838439941,2003-04-03
9.768433570861816,2003-04-04
9.75670337677002,2003-04-07
9.780165672302246,2003-04-08
9.772346496582031,2003-04-09
9.780165672302246,2003-04-10
9.526080131530762,2003-04-11
9.866157531738281,2003-04-14
9.979520797729492,2003-04-15
9.827066421508789,2003-04-16
9.870071411132812,2003-04-17
9.975604057312012,2003-04-21
10.174962997436523,2003-04-22
10.417317390441895,2003-04-23
10.006882667541504,2003-04-24
9.846611022949219,2003-04-25
10.006882667541504,2003-04-28
9.768433570861816,2003-04-29
9.768433570861816,2003-04-30
9.72544002532959,2003-05-01
9.916975021362305,2003-05-02
9.987336158752441,2003-05-05
10.190597534179688,2003-05-06
10.163236618041992,2003-05-07
9.967788696289062,2003-05-08
9.834887504577637,2003-05-09
9.772346496582031,2003-05-12
9.694165229797363,2003-05-13
9.705891609191895,2003-05-14
9.557348251342773,2003-05-15
9.596442222595215,2003-05-16
9.565166473388672,2003-05-19
9.827066421508789,2003-05-20
9.764528274536133,2003-05-21
9.81534194946289,2003-05-22
9.99515151977539,2003-05-23
10.077239990234375,2003-05-27
10.339140892028809,2003-05-28
10.554128646850586,2003-05-29
10.831663131713867,2003-05-30
11.02711009979248,2003-06-02
10.886391639709473,2003-06-03
11.019295692443848,2003-06-04
11.613452911376953,2003-06-05
11.84407901763916,2003-06-06
11.328104019165039,2003-06-09
11.347641944885254,2003-06-10
11.418006896972656,2003-06-11
11.406277656555176,2003-06-12
11.242101669311523,2003-06-13
11.515730857849121,2003-06-16
11.519633293151855,2003-06-17
11.402369499206543,2003-06-18
11.238194465637207,2003-06-19
11.132651329040527,2003-06-20
11.00365924835205,2003-06-23
10.999747276306152,2003-06-24
10.96847915649414,2003-06-25
10.99193000793457,2003-06-26
10.86684513092041,2003-06-27
10.847299575805664,2003-06-30
10.74176025390625,2003-07-01
10.945022583007812,2003-07-02
10.976295471191406,2003-07-03
11.160014152526855,2003-07-07
11.140474319458008,2003-07-08
11.269465446472168,2003-07-09
10.96847915649414,2003-07-10
11.22646713256836,2003-07-11
11.45318603515625,2003-07-14
11.433640480041504,2003-07-15
11.476639747619629,2003-07-16
10.964568138122559,2003-07-17
11.046658515930176,2003-07-18
10.902024269104004,2003-07-21
10.804300308227539,2003-07-22
10.753487586975098,2003-07-23
10.3860502243042,2003-07-24
10.327413558959961,2003-07-25
10.534588813781738,2003-07-28
10.546313285827637,2003-07-29
10.655766487121582,2003-07-30
10.644038200378418,2003-07-31
10.56195068359375,2003-08-01
10.722217559814453,2003-08-04
10.612765312194824,2003-08-05
10.655766487121582,2003-08-06
10.702664375305176,2003-08-07
10.671396255493164,2003-08-08
10.612765312194824,2003-08-11
10.714396476745605,2003-08-12
10.945022583007812,2003-08-13
11.29292106628418,2003-08-14
11.27337646484375,2003-08-15
11.316375732421875,2003-08-18
11.457097053527832,2003-08-19
11.58218002319336,2003-08-20
11.711174964904785,2003-08-21
11.695542335510254,2003-08-22
11.67990493774414,2003-08-25
11.58218002319336,2003-08-26
11.707262992858887,2003-08-27
11.703361511230469,2003-08-28
11.82453727722168,2003-08-29
12.332693099975586,2003-09-02
12.711864471435547,2003-09-03
12.528144836425781,2003-09-04
12.559414863586426,2003-09-05
12.707950592041016,2003-09-08
12.528144836425781,2003-09-09
12.285785675048828,2003-09-10
12.215431213378906,2003-09-11
12.313154220581055,2003-09-12
12.133344650268555,2003-09-15
12.449960708618164,2003-09-16
12.629776954650879,2003-09-17
12.743135452270508,2003-09-18
12.868219375610352,2003-09-19
12.817402839660645,2003-09-22
12.86040210723877,2003-09-23
12.664957046508789,2003-09-24
12.371787071228027,2003-09-25
12.489058494567871,2003-09-26
12.84924030303955,2003-09-29
12.571271896362305,2003-09-30
12.943198204040527,2003-10-01
12.806166648864746,2003-10-02
12.91970443725586,2003-10-03
12.896222114562988,2003-10-06
12.841412544250488,2003-10-07
12.802260398864746,2003-10-08
12.821834564208984,2003-10-09
12.868816375732422,2003-10-10
12.806166648864746,2003-10-13
12.782685279846191,2003-10-14
12.716133117675781,2003-10-15
12.888385772705078,2003-10-16
12.633915901184082,2003-10-17
12.716133117675781,2003-10-20
12.473394393920898,2003-10-21
12.293301582336426,2003-10-22
12.469476699829102,2003-10-23
12.481224060058594,2003-10-24
12.520377159118652,2003-10-27
12.489059448242188,2003-10-28
12.567353248596191,2003-10-29
12.927543640136719,2003-10-30
13.178108215332031,2003-10-31
13.080229759216309,2003-11-03
13.131121635437012,2003-11-04
13.037160873413086,2003-11-05
12.927543640136719,2003-11-06
13.131121635437012,2003-11-07
13.232917785644531,2003-11-10
12.907970428466797,2003-11-11
13.16635799407959,2003-11-12
13.236832618713379,2003-11-13
13.131121635437012,2003-11-14
12.97452449798584,2003-11-17
12.900134086608887,2003-11-18
12.954946517944336,2003-11-19
12.845325469970703,2003-11-20
12.770939826965332,2003-11-21
12.91970443725586,2003-11-24
13.095893859863281,2003-11-25
13.291643142700195,2003-11-26
13.546126365661621,2003-11-28
13.714471817016602,2003-12-01
13.694893836975098,2003-12-02
13.174185752868652,2003-12-03
13.295557022094727,2003-12-04
13.025410652160645,2003-12-05
12.97452449798584,2003-12-08
12.958861351013184,2003-12-09
12.927543640136719,2003-12-10
13.182023048400879,2003-12-11
13.138954162597656,2003-12-12
12.892305374145508,2003-12-15
12.84924030303955,2003-12-16
12.52428913116455,2003-12-17
12.755281448364258,2003-12-18
12.700465202331543,2003-12-19
12.892305374145508,2003-12-22
12.888385772705078,2003-12-23
12.743532180786133,2003-12-24
12.763104438781738,2003-12-26
12.955241203308105,2003-12-29
12.900341987609863,2003-12-30
12.861136436462402,2003-12-31
12.916033744812012,2004-01-02
13.308141708374023,2004-01-05
13.17482852935791,2004-01-06
13.155220031738281,2004-01-07
12.908188819885254,2004-01-08
12.947402000427246,2004-01-09
13.12777328491211,2004-01-12
13.076799392700195,2004-01-13
13.13560962677002,2004-01-14
13.09640121459961,2004-01-15
12.974845886230469,2004-01-16
13.13560962677002,2004-01-20
13.159134864807129,2004-01-21
13.13560962677002,2004-01-22
13.053269386291504,2004-01-23
13.123851776123047,2004-01-26
12.990528106689453,2004-01-27
12.551372528076172,2004-01-28
12.32786750793457,2004-01-29
12.574894905090332,2004-01-30
13.002293586730957,2004-02-02
12.919949531555176,2004-02-03
12.763106346130371,2004-02-04
12.87682056427002,2004-02-05
13.014057159423828,2004-02-06
13.14345645904541,2004-02-09
13.20619010925293,2004-02-10
13.386560440063477,2004-02-11
13.3316650390625,2004-02-12
13.3316650390625,2004-02-13
13.214035034179688,2004-02-17
12.927799224853516,2004-02-18
12.747419357299805,2004-02-19
12.892502784729004,2004-02-20
13.057191848754883,2004-02-23
13.080713272094727,2004-02-24
13.116007804870605,2004-02-25
13.300296783447266,2004-02-26
13.398320198059082,2004-02-27
13.527715682983398,2004-03-01
13.343428611755371,2004-03-02
13.3316650390625,2004-03-03
13.339500427246094,2004-03-04
13.527715682983398,2004-03-05
13.578697204589844,2004-03-08
13.50418758392334,2004-03-09
13.32382583618164,2004-03-10
13.076799392700195,2004-03-11
13.272846221923828,2004-03-12
13.100317001342773,2004-03-15
13.12777328491211,2004-03-16
13.13560962677002,2004-03-17
13.21010971069336,2004-03-18
13.112086296081543,2004-03-19
12.939553260803223,2004-03-22
12.951321601867676,2004-03-23
12.959158897399902,2004-03-24
13.265007019042969,2004-03-25
13.045418739318848,2004-03-26
13.315980911254883,2004-03-29
13.488763809204102,2004-03-30
13.751861572265625,2004-03-31
14.01888656616211,2004-04-01
14.097428321838379,2004-04-02
14.219157218933105,2004-04-05
14.050300598144531,2004-04-06
14.038519859313965,2004-04-07
13.944276809692383,2004-04-08
13.963911056518555,2004-04-12
13.747932434082031,2004-04-13
13.814693450927734,2004-04-14
13.853963851928711,2004-04-15
13.779350280761719,2004-04-16
13.724376678466797,2004-04-19
13.555521011352539,2004-04-20
13.696892738342285,2004-04-21
13.814693450927734,2004-04-22
13.653692245483398,2004-04-23
13.637984275817871,2004-04-26
13.838252067565918,2004-04-27
13.850028038024902,2004-04-28
14.030675888061523,2004-04-29
14.050300598144531,2004-04-30
14.364458084106445,2004-05-03
14.317327499389648,2004-05-04
14.23879337310791,2004-05-05
14.124916076660156,2004-05-06
13.861810684204102,2004-05-07
14.085647583007812,2004-05-10
13.846109390258789,2004-05-11
13.963911056518555,2004-05-12
14.054231643676758,2004-05-13
14.278061866760254,2004-05-14
14.097428321838379,2004-05-17
14.340888023376465,2004-05-18
14.439057350158691,2004-05-19
14.541163444519043,2004-05-20
14.501887321472168,2004-05-21
14.497966766357422,2004-05-24
14.706090927124023,2004-05-25
14.706090927124023,2004-05-26
14.804255485534668,2004-05-27
14.816041946411133,2004-05-28
14.812118530273438,2004-06-01
14.784619331359863,2004-06-02
14.560798645019531,2004-06-03
14.922066688537598,2004-06-04
15.259779930114746,2004-06-07
15.244063377380371,2004-06-08
14.92599105834961,2004-06-09
14.937775611877441,2004-06-10
14.922066688537598,2004-06-14
15.244063377380371,2004-06-15
15.196950912475586,2004-06-16
15.196950912475586,2004-06-17
14.835670471191406,2004-06-18
14.819973945617676,2004-06-21
15.02808952331543,2004-06-22
15.106630325317383,2004-06-23
15.16160774230957,2004-06-24
15.503243446350098,2004-06-25
15.149826049804688,2004-06-28
15.255986213684082,2004-06-29
15.255986213684082,2004-06-30
14.862786293029785,2004-07-01
15.476167678833008,2004-07-02
15.059396743774414,2004-07-06
15.110507011413574,2004-07-07
14.949289321899414,2004-07-08
15.106571197509766,2004-07-09
15.212729454040527,2004-07-12
15.04366397857666,2004-07-13
14.984685897827148,2004-07-14
15.059396743774414,2004-07-15
14.906041145324707,2004-07-16
14.81560230255127,2004-07-19
15.07512092590332,2004-07-20
14.599359512329102,2004-07-21
14.567893028259277,2004-07-22
14.579694747924805,2004-07-23
14.909978866577148,2004-07-26
14.933566093444824,2004-07-27
14.752697944641113,2004-07-28
15.027935981750488,2004-07-29
14.906041145324707,2004-07-30
14.862786293029785,2004-08-02
14.705513000488281,2004-08-03
14.768425941467285,2004-08-04
14.532510757446289,2004-08-05
14.292659759521484,2004-08-06
14.292659759521484,2004-08-09
14.634739875793457,2004-08-10
14.5364408493042,2004-08-11
14.379158973693848,2004-08-12
14.449938774108887,2004-08-13
14.485321044921875,2004-08-16
14.587553024291992,2004-08-17
14.7880859375,2004-08-18
14.949289321899414,2004-08-19
15.051523208618164,2004-08-20
14.784152030944824,2004-08-23
14.84312915802002,2004-08-24
15.09870719909668,2004-08-25
15.04366397857666,2004-08-26
15.082983016967773,2004-08-27
14.862786293029785,2004-08-30
15.09084701538086,2004-08-31
15.330695152282715,2004-09-01
15.59019947052002,2004-09-02
15.330695152282715,2004-09-03
15.381804466247559,2004-09-07
15.35821533203125,2004-09-08
15.311033248901367,2004-09-09
15.326760292053223,2004-09-10
15.397529602050781,2004-09-13
15.330695152282715,2004-09-14
15.244193077087402,2004-09-15
15.295305252075195,2004-09-16
15.279582977294922,2004-09-17
15.09870719909668,2004-09-20
15.236324310302734,2004-09-21
14.878520965576172,2004-09-22
15.24024772644043,2004-09-23
15.114428520202637,2004-09-24
14.862786293029785,2004-09-27
14.78022289276123,2004-09-28
14.654232025146484,2004-09-29
14.650296211242676,2004-09-30
14.97314167022705,2004-10-01
14.933773040771484,2004-10-04
15.079451560974121,2004-10-05
15.07156753540039,2004-10-06
14.638483047485352,2004-10-07
14.410124778747559,2004-10-08
14.571553230285645,2004-10-11
14.32744312286377,2004-10-12
14.28413200378418,2004-10-13
14.024273872375488,2004-10-14
14.244755744934082,2004-10-15
14.295947074890137,2004-10-18
14.169958114624023,2004-10-19
14.292010307312012,2004-10-20
14.390439987182617,2004-10-21
13.784109115600586,2004-10-22
13.74473762512207,2004-10-25
13.709305763244629,2004-10-26
13.878602981567383,2004-10-27
13.894354820251465,2004-10-28
13.917973518371582,2004-10-29
13.847099304199219,2004-11-01
13.760491371154785,2004-11-02
13.819546699523926,2004-11-03
13.890416145324707,2004-11-04
14.004585266113281,2004-11-05
13.973097801208496,2004-11-08
14.004585266113281,2004-11-09
14.095147132873535,2004-11-10
14.205389976501465,2004-11-11
13.650245666503906,2004-11-12
13.898285865783691,2004-11-15
13.910102844238281,2004-11-16
13.898285865783691,2004-11-17
13.945531845092773,2004-11-18
13.88254451751709,2004-11-19
13.732932090759277,2004-11-22
13.776238441467285,2004-11-23
13.835296630859375,2004-11-24
13.732932090759277,2004-11-26
13.780166625976562,2004-11-29
13.54394245147705,2004-11-30
13.571504592895508,2004-12-01
13.488815307617188,2004-12-02
13.288026809692383,2004-12-03
13.189592361450195,2004-12-06
13.150222778320312,2004-12-07
13.09115982055664,2004-12-08
13.028167724609375,2004-12-09
12.992731094360352,2004-12-10
12.973047256469727,2004-12-13
13.162031173706055,2004-12-14
13.268340110778809,2004-12-15
13.351015090942383,2004-12-16
13.70142936706543,2004-12-17
13.681742668151855,2004-12-20
13.756551742553711,2004-12-21
13.97703742980957,2004-12-22
13.97703742980957,2004-12-23
13.799858093261719,2004-12-27
13.97703742980957,2004-12-28
13.961263656616211,2004-12-29
13.977033615112305,2004-12-30
14.008577346801758,2004-12-31
13.894233703613281,2005-01-03
13.779900550842285,2005-01-04
13.72075366973877,2005-01-05
13.815378189086914,2005-01-06
13.842984199523926,2005-01-07
13.842984199523926,2005-01-10
13.610359191894531,2005-01-11
13.819324493408203,2005-01-12
13.73258113861084,2005-01-13
13.823263168334961,2005-01-14
14.063773155212402,2005-01-18
13.870579719543457,2005-01-19
13.839037895202637,2005-01-20
13.764123916625977,2005-01-21
13.63794994354248,2005-01-24
13.799605369567871,2005-01-25
14.032230377197266,2005-01-26
13.653730392456055,2005-01-27
13.50390338897705,2005-01-28
13.799605369567871,2005-01-31
13.83115005493164,2005-02-01
13.894233703613281,2005-02-02
13.83115005493164,2005-02-03
13.894233703613281,2005-02-04
13.83115005493164,2005-02-07
13.752302169799805,2005-02-08
13.701042175292969,2005-02-09
13.645838737487793,2005-02-10
13.854811668395996,2005-02-11
13.925773620605469,2005-02-14
13.961263656616211,2005-02-15
13.953381538391113,2005-02-16
13.795669555664062,2005-02-17
13.634012222290039,2005-02-18
13.444761276245117,2005-02-22
13.464475631713867,2005-02-23
13.756244659423828,2005-02-24
13.925773620605469,2005-02-25
14.048008918762207,2005-02-28
13.941553115844727,2005-03-01
13.921835899353027,2005-03-02
13.886347770690918,2005-03-03
14.075600624084473,2005-03-04
14.233309745788574,2005-03-07
14.233309745788574,2005-03-08
