XEL,Date
0.8726323843002319,1973-11-14
0.8726323843002319,1973-11-15
0.87740159034729,1973-11-16
0.87740159034729,1973-11-19
0.87740159034729,1973-11-20
0.8869380950927734,1973-11-21
0.8821693658828735,1973-11-23
0.863095223903656,1973-11-26
0.8678639531135559,1973-11-27
0.87740159034729,1973-11-28
0.8821693658828735,1973-11-29
0.8821693658828735,1973-11-30
0.8726323843002319,1973-12-03
0.8726323843002319,1973-12-04
0.863095223903656,1973-12-05
0.87740159034729,1973-12-06
0.9012432098388672,1973-12-07
0.9250858426094055,1973-12-10
0.9155483841896057,1973-12-11
0.9155483841896057,1973-12-12
0.9107800722122192,1973-12-13
0.9107800722122192,1973-12-14
0.9155483841896057,1973-12-17
0.9346224665641785,1973-12-18
0.9632333517074585,1973-12-19
0.953696608543396,1973-12-20
0.953696608543396,1973-12-21
0.9393913745880127,1973-12-24
0.944159984588623,1973-12-26
0.944159984588623,1973-12-27
0.9680014252662659,1973-12-28
0.9632333517074585,1973-12-31
0.9727708101272583,1974-01-02
0.9727708101272583,1974-01-03
0.9775387048721313,1974-01-04
0.982307493686676,1974-01-07
0.982307493686676,1974-01-08
0.9680014252662659,1974-01-09
0.9727708101272583,1974-01-10
0.982307493686676,1974-01-11
0.9727708101272583,1974-01-14
0.982307493686676,1974-01-15
0.9775387048721313,1974-01-16
0.9727708101272583,1974-01-17
0.9680014252662659,1974-01-18
0.9584643840789795,1974-01-21
0.9775387048721313,1974-01-22
0.9680014252662659,1974-01-23
0.9680014252662659,1974-01-24
0.9680014252662659,1974-01-25
0.9632333517074585,1974-01-28
0.9775387048721313,1974-01-29
0.9680014252662659,1974-01-30
0.9584643840789795,1974-01-31
0.9584643840789795,1974-02-01
0.944159984588623,1974-02-04
0.9250858426094055,1974-02-05
0.9632333517074585,1974-02-06
0.9680014252662659,1974-02-07
0.9680014252662659,1974-02-08
0.9489278793334961,1974-02-11
0.953696608543396,1974-02-12
0.9584643840789795,1974-02-13
0.9680014252662659,1974-02-14
0.9775387048721313,1974-02-15
0.9727708101272583,1974-02-19
0.9775387048721313,1974-02-20
0.9775387048721313,1974-02-21
1.001381754875183,1974-02-22
0.982307493686676,1974-02-25
0.982307493686676,1974-02-26
0.9727708101272583,1974-02-27
0.944159984588623,1974-02-28
0.9775387048721313,1974-03-01
0.9775387048721313,1974-03-04
0.9918447136878967,1974-03-05
0.9680014252662659,1974-03-06
0.9632333517074585,1974-03-07
0.9680014252662659,1974-03-08
0.9680014252662659,1974-03-11
0.9632333517074585,1974-03-12
0.9632333517074585,1974-03-13
0.9584643840789795,1974-03-14
0.9632333517074585,1974-03-15
0.9632333517074585,1974-03-18
0.9489278793334961,1974-03-19
0.9584643840789795,1974-03-20
0.9584643840789795,1974-03-21
0.9727708101272583,1974-03-22
0.953696608543396,1974-03-25
0.9489278793334961,1974-03-26
0.9346224665641785,1974-03-27
0.9298542141914368,1974-03-28
0.9298542141914368,1974-03-29
0.9250858426094055,1974-04-01
0.9012432098388672,1974-04-02
0.87740159034729,1974-04-03
0.8917065262794495,1974-04-04
0.8821693658828735,1974-04-05
0.8917065262794495,1974-04-08
0.8869380950927734,1974-04-09
0.8678639531135559,1974-04-10
0.8583276271820068,1974-04-11
0.8487899899482727,1974-04-15
0.8583276271820068,1974-04-16
0.8583276271820068,1974-04-17
0.8487899899482727,1974-04-18
0.863095223903656,1974-04-19
0.8726323843002319,1974-04-22
0.863095223903656,1974-04-23
0.8440215587615967,1974-04-24
0.8440215587615967,1974-04-25
0.8392529487609863,1974-04-26
0.8392529487609863,1974-04-29
0.8487899899482727,1974-04-30
0.8392529487609863,1974-05-01
0.8392529487609863,1974-05-02
0.8392529487609863,1974-05-03
0.8297159671783447,1974-05-06
0.8011050224304199,1974-05-07
0.7820318937301636,1974-05-08
0.810642421245575,1974-05-09
0.8011050224304199,1974-05-10
0.7963367700576782,1974-05-13
0.7820318937301636,1974-05-14
0.7677263021469116,1974-05-15
0.7963367700576782,1974-05-16
0.7867997884750366,1974-05-17
0.7772629261016846,1974-05-20
0.7724939584732056,1974-05-21
0.7629575729370117,1974-05-22
0.7724939584732056,1974-05-23
0.7724939584732056,1974-05-24
0.7772629261016846,1974-05-28
0.7724939584732056,1974-05-29
0.7772629261016846,1974-05-30
0.7724939584732056,1974-05-31
0.7724939584732056,1974-06-03
0.7772629261016846,1974-06-04
0.7915689945220947,1974-06-05
0.7772629261016846,1974-06-06
0.7772629261016846,1974-06-07
0.7820318937301636,1974-06-10
0.7724939584732056,1974-06-11
0.7724939584732056,1974-06-12
0.7724939584732056,1974-06-13
0.7677263021469116,1974-06-14
0.748651921749115,1974-06-17
0.7438837289810181,1974-06-18
0.7438837289810181,1974-06-19
0.7438837289810181,1974-06-20
0.7438837289810181,1974-06-21
0.7200407385826111,1974-06-24
0.7200407385826111,1974-06-25
0.7057353854179382,1974-06-26
0.7057353854179382,1974-06-27
0.6961984038352966,1974-06-28
0.6961984038352966,1974-07-01
0.6961984038352966,1974-07-02
0.6961984038352966,1974-07-03
0.7105036973953247,1974-07-05
0.6866614818572998,1974-07-08
0.7009671330451965,1974-07-09
0.6866614818572998,1974-07-10
0.6961984038352966,1974-07-11
0.7105036973953247,1974-07-12
0.7295777797698975,1974-07-15
0.7248095273971558,1974-07-16
0.734346330165863,1974-07-17
0.7581891417503357,1974-07-18
0.7581891417503357,1974-07-19
0.7724939584732056,1974-07-22
0.7963367700576782,1974-07-23
0.7963367700576782,1974-07-24
0.7963367700576782,1974-07-25
0.7963367700576782,1974-07-26
0.7915689945220947,1974-07-29
0.7820318937301636,1974-07-30
0.7677263021469116,1974-07-31
0.7391150593757629,1974-08-01
0.7295777797698975,1974-08-02
0.7438837289810181,1974-08-05
0.753419816493988,1974-08-06
0.753419816493988,1974-08-07
0.753419816493988,1974-08-08
0.7438837289810181,1974-08-09
0.7438837289810181,1974-08-12
0.7295777797698975,1974-08-13
0.7152724862098694,1974-08-14
0.7057353854179382,1974-08-15
0.7200407385826111,1974-08-16
0.7009671330451965,1974-08-19
0.7057353854179382,1974-08-20
0.6961984038352966,1974-08-21
0.691429853439331,1974-08-22
0.691429853439331,1974-08-23
0.6866614818572998,1974-08-26
0.6866614818572998,1974-08-27
0.6818929314613342,1974-08-28
0.6818929314613342,1974-08-29
0.6818929314613342,1974-08-30
0.6818929314613342,1974-09-03
0.6532824039459229,1974-09-04
0.6628189086914062,1974-09-05
0.6485137343406677,1974-09-06
0.6389765739440918,1974-09-09
0.6151345372200012,1974-09-10
0.61036616563797,1974-09-11
0.61036616563797,1974-09-12
0.5960603952407837,1974-09-13
0.6055976152420044,1974-09-16
0.61036616563797,1974-09-17
0.6246711015701294,1974-09-18
0.6485137343406677,1974-09-19
0.6485137343406677,1974-09-20
0.6628189086914062,1974-09-23
0.6437451839447021,1974-09-24
0.6485137343406677,1974-09-25
0.6437451839447021,1974-09-26
0.6389765739440918,1974-09-27
0.6246711015701294,1974-09-30
0.61036616563797,1974-10-01
0.5912922024726868,1974-10-02
0.5912922024726868,1974-10-03
0.6055976152420044,1974-10-04
0.6151345372200012,1974-10-07
0.6342083811759949,1974-10-08
0.6485137343406677,1974-10-09
0.6628189086914062,1974-10-10
0.6771247386932373,1974-10-11
0.6961984038352966,1974-10-14
0.7009671330451965,1974-10-15
0.6866614818572998,1974-10-16
0.6961984038352966,1974-10-17
0.6866614818572998,1974-10-18
0.6675877571105957,1974-10-21
0.6532824039459229,1974-10-22
0.6532824039459229,1974-10-23
0.6485137343406677,1974-10-24
0.6580508351325989,1974-10-25
0.6628189086914062,1974-10-28
0.6628189086914062,1974-10-29
0.6628189086914062,1974-10-30
0.6675877571105957,1974-10-31
0.6675877571105957,1974-11-01
0.6580508351325989,1974-11-04
0.6818929314613342,1974-11-05
0.6961984038352966,1974-11-06
0.7009671330451965,1974-11-07
0.7152724862098694,1974-11-08
0.6961984038352966,1974-11-11
0.6961984038352966,1974-11-12
0.6866614818572998,1974-11-13
0.6866614818572998,1974-11-14
0.6771247386932373,1974-11-15
0.6771247386932373,1974-11-18
0.6675877571105957,1974-11-19
0.672356128692627,1974-11-20
0.672356128692627,1974-11-21
0.6675877571105957,1974-11-22
0.6675877571105957,1974-11-25
0.6818929314613342,1974-11-26
0.6580508351325989,1974-11-27
0.6580508351325989,1974-11-29
0.6389765739440918,1974-12-02
0.6342083811759949,1974-12-03
0.6342083811759949,1974-12-04
0.6437451839447021,1974-12-05
0.6389765739440918,1974-12-06
0.6485137343406677,1974-12-09
0.6628189086914062,1974-12-10
0.6675877571105957,1974-12-11
0.6580508351325989,1974-12-12
0.6485137343406677,1974-12-13
0.6437451839447021,1974-12-16
0.6485137343406677,1974-12-17
0.6437451839447021,1974-12-18
0.6532824039459229,1974-12-19
0.6532824039459229,1974-12-20
0.6437451839447021,1974-12-23
0.6246711015701294,1974-12-24
0.6246711015701294,1974-12-26
0.6199029088020325,1974-12-27
0.61036616563797,1974-12-30
0.61036616563797,1974-12-31
0.6532824039459229,1975-01-02
0.672356128692627,1975-01-03
0.6818929314613342,1975-01-06
0.6866614818572998,1975-01-07
0.6818929314613342,1975-01-08
0.7105036973953247,1975-01-09
0.7438837289810181,1975-01-10
0.7295777797698975,1975-01-13
0.7200407385826111,1975-01-14
0.7248095273971558,1975-01-15
0.734346330165863,1975-01-16
0.7295777797698975,1975-01-17
0.7248095273971558,1975-01-20
0.7295777797698975,1975-01-21
0.7438837289810181,1975-01-22
0.753419816493988,1975-01-23
0.7629575729370117,1975-01-24
0.7724939584732056,1975-01-27
0.7867997884750366,1975-01-28
0.8058739900588989,1975-01-29
0.8011050224304199,1975-01-30
0.8058739900588989,1975-01-31
0.8344846963882446,1975-02-03
0.8249475955963135,1975-02-04
0.8440215587615967,1975-02-05
0.8487899899482727,1975-02-06
0.8487899899482727,1975-02-07
0.8392529487609863,1975-02-10
0.8344846963882446,1975-02-11
0.820178747177124,1975-02-12
0.8297159671783447,1975-02-13
0.8297159671783447,1975-02-14
0.8440215587615967,1975-02-18
0.8392529487609863,1975-02-19
0.8297159671783447,1975-02-20
0.8344846963882446,1975-02-21
0.820178747177124,1975-02-24
0.7915689945220947,1975-02-25
0.8011050224304199,1975-02-26
0.8058739900588989,1975-02-27
0.8249475955963135,1975-02-28
0.8392529487609863,1975-03-03
0.8297159671783447,1975-03-04
0.8297159671783447,1975-03-05
0.8297159671783447,1975-03-06
0.8440215587615967,1975-03-07
0.8487899899482727,1975-03-10
0.863095223903656,1975-03-11
0.8583276271820068,1975-03-12
0.8440215587615967,1975-03-13
0.8535587191581726,1975-03-14
0.8583276271820068,1975-03-17
0.8583276271820068,1975-03-18
0.8583276271820068,1975-03-19
0.8583276271820068,1975-03-20
0.8583276271820068,1975-03-21
0.820178747177124,1975-03-24
0.810642421245575,1975-03-25
0.8154106140136719,1975-03-26
0.820178747177124,1975-03-27
0.820178747177124,1975-03-31
0.820178747177124,1975-04-01
0.810642421245575,1975-04-02
0.810642421245575,1975-04-03
0.8058739900588989,1975-04-04
0.810642421245575,1975-04-07
0.7963367700576782,1975-04-08
0.810642421245575,1975-04-09
0.820178747177124,1975-04-10
0.820178747177124,1975-04-11
0.8344846963882446,1975-04-14
0.8249475955963135,1975-04-15
0.8344846963882446,1975-04-16
0.8392529487609863,1975-04-17
0.8392529487609863,1975-04-18
0.8392529487609863,1975-04-21
0.8392529487609863,1975-04-22
0.8344846963882446,1975-04-23
0.8440215587615967,1975-04-24
0.8440215587615967,1975-04-25
0.8344846963882446,1975-04-28
0.8392529487609863,1975-04-29
0.8392529487609863,1975-04-30
0.8392529487609863,1975-05-01
0.8440215587615967,1975-05-02
0.8440215587615967,1975-05-05
0.8535587191581726,1975-05-06
0.810642421245575,1975-05-07
0.820178747177124,1975-05-08
0.8392529487609863,1975-05-09
0.8440215587615967,1975-05-12
0.8487899899482727,1975-05-13
0.8344846963882446,1975-05-14
0.8297159671783447,1975-05-15
0.8249475955963135,1975-05-16
0.8249475955963135,1975-05-19
0.8392529487609863,1975-05-20
0.820178747177124,1975-05-21
0.8249475955963135,1975-05-22
0.8440215587615967,1975-05-23
0.8344846963882446,1975-05-27
0.8249475955963135,1975-05-28
0.820178747177124,1975-05-29
0.8392529487609863,1975-05-30
0.8678639531135559,1975-06-02
0.8869380950927734,1975-06-03
0.9107800722122192,1975-06-04
0.9155483841896057,1975-06-05
0.9060119390487671,1975-06-06
0.8869380950927734,1975-06-09
0.8821693658828735,1975-06-10
0.8821693658828735,1975-06-11
0.8869380950927734,1975-06-12
0.9155483841896057,1975-06-13
0.9250858426094055,1975-06-16
0.944159984588623,1975-06-17
0.9393913745880127,1975-06-18
0.9584643840789795,1975-06-19
0.9775387048721313,1975-06-20
0.9918447136878967,1975-06-23
0.9918447136878967,1975-06-24
0.9727708101272583,1975-06-25
0.9775387048721313,1975-06-26
0.9727708101272583,1975-06-27
0.9870763421058655,1975-06-30
0.9870763421058655,1975-07-01
0.9775387048721313,1975-07-02
0.9775387048721313,1975-07-03
0.982307493686676,1975-07-07
0.9727708101272583,1975-07-08
0.982307493686676,1975-07-09
0.9870763421058655,1975-07-10
0.9918447136878967,1975-07-11
0.9966133236885071,1975-07-14
0.9918447136878967,1975-07-15
0.9918447136878967,1975-07-16
0.9870763421058655,1975-07-17
0.9870763421058655,1975-07-18
0.9870763421058655,1975-07-21
0.982307493686676,1975-07-22
0.9727708101272583,1975-07-23
0.9680014252662659,1975-07-24
0.953696608543396,1975-07-25
0.9155483841896057,1975-07-28
0.9203170537948608,1975-07-29
0.9298542141914368,1975-07-30
0.9393913745880127,1975-07-31
0.9298542141914368,1975-08-01
0.9203170537948608,1975-08-04
0.9155483841896057,1975-08-05
0.9346224665641785,1975-08-06
0.9250858426094055,1975-08-07
0.9060119390487671,1975-08-08
0.8869380950927734,1975-08-11
0.87740159034729,1975-08-12
0.87740159034729,1975-08-13
0.87740159034729,1975-08-14
0.87740159034729,1975-08-15
0.87740159034729,1975-08-18
0.87740159034729,1975-08-19
0.8297159671783447,1975-08-20
0.820178747177124,1975-08-21
0.8249475955963135,1975-08-22
0.8392529487609863,1975-08-25
0.8392529487609863,1975-08-26
0.863095223903656,1975-08-27
0.8726323843002319,1975-08-28
0.8869380950927734,1975-08-29
0.8869380950927734,1975-09-02
0.8869380950927734,1975-09-03
0.9012432098388672,1975-09-04
0.9060119390487671,1975-09-05
0.9203170537948608,1975-09-08
0.944159984588623,1975-09-09
0.9393913745880127,1975-09-10
0.9346224665641785,1975-09-11
0.9107800722122192,1975-09-12
0.9107800722122192,1975-09-15
0.9155483841896057,1975-09-16
0.9155483841896057,1975-09-17
0.9060119390487671,1975-09-18
0.9250858426094055,1975-09-19
0.9250858426094055,1975-09-22
0.9298542141914368,1975-09-23
0.9155483841896057,1975-09-24
0.9155483841896057,1975-09-25
0.9346224665641785,1975-09-26
0.9203170537948608,1975-09-29
0.9155483841896057,1975-09-30
0.9155483841896057,1975-10-01
0.9250858426094055,1975-10-02
0.9250858426094055,1975-10-03
0.9250858426094055,1975-10-06
0.9346224665641785,1975-10-07
0.9346224665641785,1975-10-08
0.9346224665641785,1975-10-09
0.9298542141914368,1975-10-10
0.9489278793334961,1975-10-13
0.9584643840789795,1975-10-14
0.9727708101272583,1975-10-15
0.9775387048721313,1975-10-16
0.982307493686676,1975-10-17
0.9870763421058655,1975-10-20
0.9918447136878967,1975-10-21
0.9918447136878967,1975-10-22
1.001381754875183,1975-10-23
1.0061500072479248,1975-10-24
1.0061500072479248,1975-10-27
1.0252238512039185,1975-10-28
1.0109187364578247,1975-10-29
1.0109187364578247,1975-10-30
1.0204553604125977,1975-10-31
1.0109187364578247,1975-11-03
1.0109187364578247,1975-11-04
1.0204553604125977,1975-11-05
1.0156867504119873,1975-11-06
1.001381754875183,1975-11-07
0.9870763421058655,1975-11-10
1.0109187364578247,1975-11-11
1.0109187364578247,1975-11-12
0.9870763421058655,1975-11-13
0.9870763421058655,1975-11-14
1.001381754875183,1975-11-17
1.001381754875183,1975-11-18
0.9966133236885071,1975-11-19
1.001381754875183,1975-11-20
1.0061500072479248,1975-11-21
1.0252238512039185,1975-11-24
1.0252238512039185,1975-11-25
1.0204553604125977,1975-11-26
1.0299924612045288,1975-11-28
1.0299924612045288,1975-12-01
1.0156867504119873,1975-12-02
1.0109187364578247,1975-12-03
1.0061500072479248,1975-12-04
1.0061500072479248,1975-12-05
0.9870763421058655,1975-12-08
0.9775387048721313,1975-12-09
0.9870763421058655,1975-12-10
0.9918447136878967,1975-12-11
0.9870763421058655,1975-12-12
0.9870763421058655,1975-12-15
1.0109187364578247,1975-12-16
1.0109187364578247,1975-12-17
1.0156867504119873,1975-12-18
1.0109187364578247,1975-12-19
1.0204553604125977,1975-12-22
1.0156867504119873,1975-12-23
0.9966133236885071,1975-12-24
1.0109187364578247,1975-12-26
1.0156867504119873,1975-12-29
0.9870763421058655,1975-12-30
1.0061500072479248,1975-12-31
1.001381754875183,1976-01-02
1.001381754875183,1976-01-05
1.0204553604125977,1976-01-06
1.0252238512039185,1976-01-07
1.0347607135772705,1976-01-08
1.0442984104156494,1976-01-09
1.0490667819976807,1976-01-12
1.0538352727890015,1976-01-13
1.0538352727890015,1976-01-14
1.0681405067443848,1976-01-15
1.0776773691177368,1976-01-16
1.0776773691177368,1976-01-19
1.0729089975357056,1976-01-20
1.0681405067443848,1976-01-21
1.0633717775344849,1976-01-22
1.0586037635803223,1976-01-23
1.0490667819976807,1976-01-26
1.0538352727890015,1976-01-27
1.0395294427871704,1976-01-28
1.0442984104156494,1976-01-29
1.0538352727890015,1976-01-30
1.0538352727890015,1976-02-02
1.0633717775344849,1976-02-03
1.0633717775344849,1976-02-04
1.0490667819976807,1976-02-05
1.0490667819976807,1976-02-06
1.0395294427871704,1976-02-09
1.0204553604125977,1976-02-10
1.001381754875183,1976-02-11
0.9870763421058655,1976-02-12
0.9775387048721313,1976-02-13
0.9680014252662659,1976-02-17
0.953696608543396,1976-02-18
0.9584643840789795,1976-02-19
0.982307493686676,1976-02-20
0.9727708101272583,1976-02-23
0.9584643840789795,1976-02-24
0.9727708101272583,1976-02-25
0.953696608543396,1976-02-26
0.953696608543396,1976-02-27
0.944159984588623,1976-03-01
0.9584643840789795,1976-03-02
0.9584643840789795,1976-03-03
0.9584643840789795,1976-03-04
0.9727708101272583,1976-03-05
0.9727708101272583,1976-03-08
0.9727708101272583,1976-03-09
0.9632333517074585,1976-03-10
0.9870763421058655,1976-03-11
1.001381754875183,1976-03-12
1.0061500072479248,1976-03-15
1.0156867504119873,1976-03-16
1.0156867504119873,1976-03-17
0.9966133236885071,1976-03-18
1.001381754875183,1976-03-19
1.0109187364578247,1976-03-22
1.0204553604125977,1976-03-23
1.0109187364578247,1976-03-24
0.9918447136878967,1976-03-25
1.001381754875183,1976-03-26
0.9918447136878967,1976-03-29
0.9870763421058655,1976-03-30
1.0109187364578247,1976-03-31
0.9966133236885071,1976-04-01
1.0109187364578247,1976-04-02
1.0061500072479248,1976-04-05
1.001381754875183,1976-04-06
0.9870763421058655,1976-04-07
0.982307493686676,1976-04-08
0.9870763421058655,1976-04-09
1.001381754875183,1976-04-12
1.001381754875183,1976-04-13
1.0109187364578247,1976-04-14
1.0061500072479248,1976-04-15
0.9918447136878967,1976-04-19
0.9918447136878967,1976-04-20
1.001381754875183,1976-04-21
0.9680014252662659,1976-04-22
0.9680014252662659,1976-04-23
0.9775387048721313,1976-04-26
0.9680014252662659,1976-04-27
0.9680014252662659,1976-04-28
0.9584643840789795,1976-04-29
0.944159984588623,1976-04-30
0.953696608543396,1976-05-03
0.953696608543396,1976-05-04
0.9632333517074585,1976-05-05
0.9727708101272583,1976-05-06
0.9727708101272583,1976-05-07
0.9680014252662659,1976-05-10
0.9680014252662659,1976-05-11
0.9584643840789795,1976-05-12
0.9489278793334961,1976-05-13
0.9489278793334961,1976-05-14
0.944159984588623,1976-05-17
0.9393913745880127,1976-05-18
0.9298542141914368,1976-05-19
0.9346224665641785,1976-05-20
0.9298542141914368,1976-05-21
0.9250858426094055,1976-05-24
0.9155483841896057,1976-05-25
0.9012432098388672,1976-05-26
0.9203170537948608,1976-05-27
0.9298542141914368,1976-05-28
0.9203170537948608,1976-06-01
0.9203170537948608,1976-06-02
0.9155483841896057,1976-06-03
0.9155483841896057,1976-06-04
0.9203170537948608,1976-06-07
0.9250858426094055,1976-06-08
0.9346224665641785,1976-06-09
0.9489278793334961,1976-06-10
0.944159984588623,1976-06-11
0.9393913745880127,1976-06-14
0.9393913745880127,1976-06-15
0.9298542141914368,1976-06-16
0.9346224665641785,1976-06-17
0.9250858426094055,1976-06-18
0.9298542141914368,1976-06-21
0.9155483841896057,1976-06-22
0.9203170537948608,1976-06-23
0.9107800722122192,1976-06-24
0.9250858426094055,1976-06-25
0.9250858426094055,1976-06-28
0.9203170537948608,1976-06-29
0.9298542141914368,1976-06-30
0.9346224665641785,1976-07-01
0.9632333517074585,1976-07-02
0.9727708101272583,1976-07-06
0.9775387048721313,1976-07-07
0.9870763421058655,1976-07-08
1.0156867504119873,1976-07-09
1.0061500072479248,1976-07-12
1.0061500072479248,1976-07-13
1.0109187364578247,1976-07-14
1.001381754875183,1976-07-15
1.0204553604125977,1976-07-16
1.0299924612045288,1976-07-19
1.0204553604125977,1976-07-20
1.0156867504119873,1976-07-21
1.001381754875183,1976-07-22
0.9966133236885071,1976-07-23
1.001381754875183,1976-07-26
1.0109187364578247,1976-07-27
1.0061500072479248,1976-07-28
1.0204553604125977,1976-07-29
1.0109187364578247,1976-07-30
1.0204553604125977,1976-08-02
1.0204553604125977,1976-08-03
1.0347607135772705,1976-08-04
1.0442984104156494,1976-08-05
1.0395294427871704,1976-08-06
1.0347607135772705,1976-08-09
1.0442984104156494,1976-08-10
1.0490667819976807,1976-08-11
1.0299924612045288,1976-08-12
1.0442984104156494,1976-08-13
1.0442984104156494,1976-08-16
