ENPH,Date
8.210000038146973,2014-02-26
8.25,2014-02-27
8.069999694824219,2014-02-28
8.020000457763672,2014-03-03
8.479999542236328,2014-03-04
8.640000343322754,2014-03-05
8.4399995803833,2014-03-06
8.520000457763672,2014-03-07
8.399999618530273,2014-03-10
8.380000114440918,2014-03-11
8.510000228881836,2014-03-12
8.369999885559082,2014-03-13
8.260000228881836,2014-03-14
8.260000228881836,2014-03-17
8.529999732971191,2014-03-18
8.510000228881836,2014-03-19
8.34000015258789,2014-03-20
8.270000457763672,2014-03-21
8.229999542236328,2014-03-24
8.289999961853027,2014-03-25
7.78000020980835,2014-03-26
7.190000057220459,2014-03-27
7.21999979019165,2014-03-28
7.360000133514404,2014-03-31
7.900000095367432,2014-04-01
8.399999618530273,2014-04-02
7.989999771118164,2014-04-03
7.679999828338623,2014-04-04
7.739999771118164,2014-04-07
7.699999809265137,2014-04-08
7.980000019073486,2014-04-09
7.369999885559082,2014-04-10
7.369999885559082,2014-04-11
7.210000038146973,2014-04-14
7.159999847412109,2014-04-15
7.230000019073486,2014-04-16
7.570000171661377,2014-04-17
7.670000076293945,2014-04-21
8.149999618530273,2014-04-22
7.940000057220459,2014-04-23
8.109999656677246,2014-04-24
7.650000095367432,2014-04-25
7.369999885559082,2014-04-28
7.320000171661377,2014-04-29
7.550000190734863,2014-04-30
7.440000057220459,2014-05-01
7.300000190734863,2014-05-02
7.269999980926514,2014-05-05
6.949999809265137,2014-05-06
7.800000190734863,2014-05-07
7.900000095367432,2014-05-08
8.020000457763672,2014-05-09
8.4399995803833,2014-05-12
8.359999656677246,2014-05-13
8.210000038146973,2014-05-14
8.09000015258789,2014-05-15
8.390000343322754,2014-05-16
8.239999771118164,2014-05-19
8.079999923706055,2014-05-20
8.539999961853027,2014-05-21
8.670000076293945,2014-05-22
8.75,2014-05-23
8.520000457763672,2014-05-27
8.420000076293945,2014-05-28
8.430000305175781,2014-05-29
8.449999809265137,2014-05-30
8.430000305175781,2014-06-02
8.380000114440918,2014-06-03
8.59000015258789,2014-06-04
8.869999885559082,2014-06-05
8.779999732971191,2014-06-06
8.779999732971191,2014-06-09
8.609999656677246,2014-06-10
8.4399995803833,2014-06-11
8.390000343322754,2014-06-12
8.430000305175781,2014-06-13
8.569999694824219,2014-06-16
8.65999984741211,2014-06-17
8.800000190734863,2014-06-18
8.65999984741211,2014-06-19
8.470000267028809,2014-06-20
8.479999542236328,2014-06-23
8.380000114440918,2014-06-24
8.510000228881836,2014-06-25
8.5,2014-06-26
8.489999771118164,2014-06-27
8.550000190734863,2014-06-30
9.0,2014-07-01
9.069999694824219,2014-07-02
9.359999656677246,2014-07-03
9.25,2014-07-07
9.15999984741211,2014-07-08
9.260000228881836,2014-07-09
9.170000076293945,2014-07-10
9.34000015258789,2014-07-11
9.6899995803833,2014-07-14
9.539999961853027,2014-07-15
9.40999984741211,2014-07-16
9.220000267028809,2014-07-17
9.699999809265137,2014-07-18
11.359999656677246,2014-07-21
11.59000015258789,2014-07-22
11.34000015258789,2014-07-23
11.609999656677246,2014-07-24
11.430000305175781,2014-07-25
10.5600004196167,2014-07-28
10.300000190734863,2014-07-29
10.489999771118164,2014-07-30
10.300000190734863,2014-07-31
9.819999694824219,2014-08-01
9.720000267028809,2014-08-04
9.699999809265137,2014-08-05
11.0600004196167,2014-08-06
11.5,2014-08-07
11.59000015258789,2014-08-08
11.720000267028809,2014-08-11
11.220000267028809,2014-08-12
11.550000190734863,2014-08-13
12.390000343322754,2014-08-14
12.640000343322754,2014-08-15
13.1899995803833,2014-08-18
13.430000305175781,2014-08-19
13.470000267028809,2014-08-20
13.5,2014-08-21
13.869999885559082,2014-08-22
13.75,2014-08-25
14.520000457763672,2014-08-26
14.470000267028809,2014-08-27
13.979999542236328,2014-08-28
14.079999923706055,2014-08-29
14.40999984741211,2014-09-02
14.59000015258789,2014-09-03
15.279999732971191,2014-09-04
15.029999732971191,2014-09-05
15.3100004196167,2014-09-08
15.460000038146973,2014-09-09
16.290000915527344,2014-09-10
16.81999969482422,2014-09-11
16.790000915527344,2014-09-12
16.010000228881836,2014-09-15
16.979999542236328,2014-09-16
17.389999389648438,2014-09-17
17.350000381469727,2014-09-18
16.850000381469727,2014-09-19
16.059999465942383,2014-09-22
15.579999923706055,2014-09-23
14.739999771118164,2014-09-24
13.979999542236328,2014-09-25
14.510000228881836,2014-09-26
15.220000267028809,2014-09-29
14.989999771118164,2014-09-30
14.4399995803833,2014-10-01
12.510000228881836,2014-10-02
12.510000228881836,2014-10-03
11.350000381469727,2014-10-06
11.65999984741211,2014-10-07
11.930000305175781,2014-10-08
11.229999542236328,2014-10-09
10.550000190734863,2014-10-10
10.140000343322754,2014-10-13
10.460000038146973,2014-10-14
11.329999923706055,2014-10-15
12.8100004196167,2014-10-16
12.020000457763672,2014-10-17
12.229999542236328,2014-10-20
13.800000190734863,2014-10-21
13.020000457763672,2014-10-22
13.600000381469727,2014-10-23
13.399999618530273,2014-10-24
13.140000343322754,2014-10-27
13.850000381469727,2014-10-28
13.9399995803833,2014-10-29
14.130000114440918,2014-10-30
15.020000457763672,2014-10-31
14.84000015258789,2014-11-03
15.600000381469727,2014-11-04
12.050000190734863,2014-11-05
11.40999984741211,2014-11-06
11.800000190734863,2014-11-07
11.229999542236328,2014-11-10
10.489999771118164,2014-11-11
10.630000114440918,2014-11-12
10.640000343322754,2014-11-13
11.0600004196167,2014-11-14
10.600000381469727,2014-11-17
11.09000015258789,2014-11-18
10.699999809265137,2014-11-19
11.079999923706055,2014-11-20
11.479999542236328,2014-11-21
11.5600004196167,2014-11-24
11.449999809265137,2014-11-25
11.4399995803833,2014-11-26
10.510000228881836,2014-11-28
10.5,2014-12-01
11.649999618530273,2014-12-02
12.199999809265137,2014-12-03
11.850000381469727,2014-12-04
12.859999656677246,2014-12-05
12.300000190734863,2014-12-08
12.800000190734863,2014-12-09
12.75,2014-12-10
12.550000190734863,2014-12-11
12.449999809265137,2014-12-12
12.380000114440918,2014-12-15
12.460000038146973,2014-12-16
13.4399995803833,2014-12-17
14.0,2014-12-18
14.079999923706055,2014-12-19
14.600000381469727,2014-12-22
14.399999618530273,2014-12-23
14.380000114440918,2014-12-24
14.819999694824219,2014-12-26
14.300000190734863,2014-12-29
14.09000015258789,2014-12-30
14.289999961853027,2014-12-31
14.210000038146973,2015-01-02
13.880000114440918,2015-01-05
12.9399995803833,2015-01-06
11.399999618530273,2015-01-07
11.729999542236328,2015-01-08
11.529999732971191,2015-01-09
10.90999984741211,2015-01-12
11.029999732971191,2015-01-13
10.8100004196167,2015-01-14
10.270000457763672,2015-01-15
10.779999732971191,2015-01-16
10.600000381469727,2015-01-20
10.430000305175781,2015-01-21
11.010000228881836,2015-01-22
11.84000015258789,2015-01-23
12.109999656677246,2015-01-26
12.130000114440918,2015-01-27
12.09000015258789,2015-01-28
12.979999542236328,2015-01-29
12.390000343322754,2015-01-30
13.170000076293945,2015-02-02
13.65999984741211,2015-02-03
13.300000190734863,2015-02-04
13.579999923706055,2015-02-05
13.859999656677246,2015-02-06
14.470000267028809,2015-02-09
14.460000038146973,2015-02-10
14.789999961853027,2015-02-11
14.779999732971191,2015-02-12
15.149999618530273,2015-02-13
13.920000076293945,2015-02-17
14.069999694824219,2015-02-18
13.579999923706055,2015-02-19
13.300000190734863,2015-02-20
13.510000228881836,2015-02-23
13.770000457763672,2015-02-24
13.869999885559082,2015-02-25
13.609999656677246,2015-02-26
13.779999732971191,2015-02-27
13.8100004196167,2015-03-02
13.369999885559082,2015-03-03
13.609999656677246,2015-03-04
14.329999923706055,2015-03-05
15.100000381469727,2015-03-06
14.180000305175781,2015-03-09
13.100000381469727,2015-03-10
12.510000228881836,2015-03-11
13.270000457763672,2015-03-12
13.25,2015-03-13
13.09000015258789,2015-03-16
13.25,2015-03-17
12.670000076293945,2015-03-18
12.869999885559082,2015-03-19
12.479999542236328,2015-03-20
12.600000381469727,2015-03-23
12.25,2015-03-24
11.869999885559082,2015-03-25
12.229999542236328,2015-03-26
13.09000015258789,2015-03-27
13.220000267028809,2015-03-30
13.1899995803833,2015-03-31
13.069999694824219,2015-04-01
13.359999656677246,2015-04-02
12.949999809265137,2015-04-06
13.270000457763672,2015-04-07
12.90999984741211,2015-04-08
13.220000267028809,2015-04-09
13.229999542236328,2015-04-10
13.350000381469727,2015-04-13
13.020000457763672,2015-04-14
13.649999618530273,2015-04-15
13.989999771118164,2015-04-16
13.649999618530273,2015-04-17
13.3100004196167,2015-04-20
13.350000381469727,2015-04-21
13.380000114440918,2015-04-22
13.899999618530273,2015-04-23
13.470000267028809,2015-04-24
13.0,2015-04-27
13.210000038146973,2015-04-28
12.850000381469727,2015-04-29
12.569999694824219,2015-04-30
12.75,2015-05-01
12.180000305175781,2015-05-04
12.109999656677246,2015-05-05
10.619999885559082,2015-05-06
10.920000076293945,2015-05-07
10.260000228881836,2015-05-08
10.579999923706055,2015-05-11
10.199999809265137,2015-05-12
9.819999694824219,2015-05-13
10.09000015258789,2015-05-14
10.539999961853027,2015-05-15
10.710000038146973,2015-05-18
10.369999885559082,2015-05-19
10.09000015258789,2015-05-20
10.010000228881836,2015-05-21
9.949999809265137,2015-05-22
9.789999961853027,2015-05-26
9.899999618530273,2015-05-27
9.819999694824219,2015-05-28
9.470000267028809,2015-05-29
9.289999961853027,2015-06-01
9.770000457763672,2015-06-02
9.890000343322754,2015-06-03
9.260000228881836,2015-06-04
9.130000114440918,2015-06-05
8.989999771118164,2015-06-08
8.859999656677246,2015-06-09
8.789999961853027,2015-06-10
9.029999732971191,2015-06-11
9.149999618530273,2015-06-12
8.970000267028809,2015-06-15
9.069999694824219,2015-06-16
9.050000190734863,2015-06-17
9.0,2015-06-18
9.09000015258789,2015-06-19
8.890000343322754,2015-06-22
8.869999885559082,2015-06-23
8.680000305175781,2015-06-24
8.5,2015-06-25
8.0600004196167,2015-06-26
7.840000152587891,2015-06-29
7.610000133514404,2015-06-30
7.610000133514404,2015-07-01
7.619999885559082,2015-07-02
7.449999809265137,2015-07-06
7.570000171661377,2015-07-07
6.199999809265137,2015-07-08
5.869999885559082,2015-07-09
5.989999771118164,2015-07-10
6.329999923706055,2015-07-13
6.679999828338623,2015-07-14
6.300000190734863,2015-07-15
6.329999923706055,2015-07-16
6.449999809265137,2015-07-17
6.159999847412109,2015-07-20
6.210000038146973,2015-07-21
5.880000114440918,2015-07-22
5.71999979019165,2015-07-23
5.760000228881836,2015-07-24
5.639999866485596,2015-07-27
5.630000114440918,2015-07-28
5.96999979019165,2015-07-29
5.989999771118164,2015-07-30
5.909999847412109,2015-07-31
5.46999979019165,2015-08-03
5.639999866485596,2015-08-04
6.980000019073486,2015-08-05
6.840000152587891,2015-08-06
6.239999771118164,2015-08-07
6.139999866485596,2015-08-10
5.670000076293945,2015-08-11
5.570000171661377,2015-08-12
5.440000057220459,2015-08-13
5.5,2015-08-14
5.599999904632568,2015-08-17
5.010000228881836,2015-08-18
4.96999979019165,2015-08-19
4.510000228881836,2015-08-20
4.420000076293945,2015-08-21
4.860000133514404,2015-08-24
4.340000152587891,2015-08-25
4.480000019073486,2015-08-26
4.630000114440918,2015-08-27
4.579999923706055,2015-08-28
4.599999904632568,2015-08-31
4.420000076293945,2015-09-01
4.420000076293945,2015-09-02
4.460000038146973,2015-09-03
4.489999771118164,2015-09-04
4.599999904632568,2015-09-08
4.440000057220459,2015-09-09
4.400000095367432,2015-09-10
4.489999771118164,2015-09-11
4.420000076293945,2015-09-14
4.480000019073486,2015-09-15
4.630000114440918,2015-09-16
4.630000114440918,2015-09-17
4.659999847412109,2015-09-18
4.389999866485596,2015-09-21
4.170000076293945,2015-09-22
4.03000020980835,2015-09-23
3.9700000286102295,2015-09-24
3.9000000953674316,2015-09-25
3.619999885559082,2015-09-28
3.549999952316284,2015-09-29
3.700000047683716,2015-09-30
3.6500000953674316,2015-10-01
4.070000171661377,2015-10-02
4.639999866485596,2015-10-05
4.769999980926514,2015-10-06
5.050000190734863,2015-10-07
5.21999979019165,2015-10-08
5.159999847412109,2015-10-09
5.079999923706055,2015-10-12
4.880000114440918,2015-10-13
4.989999771118164,2015-10-14
5.210000038146973,2015-10-15
4.960000038146973,2015-10-16
4.980000019073486,2015-10-19
3.75,2015-10-20
3.9800000190734863,2015-10-21
3.8299999237060547,2015-10-22
3.869999885559082,2015-10-23
4.03000020980835,2015-10-26
3.5,2015-10-27
3.700000047683716,2015-10-28
3.700000047683716,2015-10-29
3.5999999046325684,2015-10-30
3.490000009536743,2015-11-02
3.7200000286102295,2015-11-03
2.3299999237060547,2015-11-04
2.299999952316284,2015-11-05
2.190000057220459,2015-11-06
2.0999999046325684,2015-11-09
1.9199999570846558,2015-11-10
1.8700000047683716,2015-11-11
1.8600000143051147,2015-11-12
1.8799999952316284,2015-11-13
2.119999885559082,2015-11-16
1.8899999856948853,2015-11-17
1.899999976158142,2015-11-18
1.7300000190734863,2015-11-19
1.7100000381469727,2015-11-20
1.690000057220459,2015-11-23
1.7300000190734863,2015-11-24
1.75,2015-11-25
1.7699999809265137,2015-11-27
1.6699999570846558,2015-11-30
1.8899999856948853,2015-12-01
2.0199999809265137,2015-12-02
2.130000114440918,2015-12-03
2.0799999237060547,2015-12-04
2.259999990463257,2015-12-07
2.109999895095825,2015-12-08
2.2200000286102295,2015-12-09
2.1500000953674316,2015-12-10
2.0999999046325684,2015-12-11
2.2300000190734863,2015-12-14
2.4100000858306885,2015-12-15
3.3399999141693115,2015-12-16
3.1600000858306885,2015-12-17
3.009999990463257,2015-12-18
3.5899999141693115,2015-12-21
3.5399999618530273,2015-12-22
3.680000066757202,2015-12-23
