TJX,Date
0.2871089279651642,1988-03-07
0.29121068120002747,1988-03-08
0.29121068120002747,1988-03-09
0.2871089279651642,1988-03-10
0.2871089279651642,1988-03-11
0.28915947675704956,1988-03-14
0.2932612895965576,1988-03-15
0.2932612895965576,1988-03-16
0.29941388964653015,1988-03-17
0.3014644384384155,1988-03-18
0.2953120470046997,1988-03-21
0.2932612895965576,1988-03-22
0.2932612895965576,1988-03-23
0.29121068120002747,1988-03-24
0.2871089279651642,1988-03-25
0.2809564173221588,1988-03-28
0.28915947675704956,1988-03-29
0.2932612895965576,1988-03-30
0.2850582003593445,1988-03-31
0.2830072045326233,1988-04-04
0.2850582003593445,1988-04-05
0.2809564173221588,1988-04-06
0.2932612895965576,1988-04-07
0.29941388964653015,1988-04-08
0.3137689232826233,1988-04-11
0.3158200979232788,1988-04-12
0.3076166808605194,1988-04-13
0.3035150468349457,1988-04-14
0.3014644384384155,1988-04-15
0.2953120470046997,1988-04-18
0.29121068120002747,1988-04-19
0.2871089279651642,1988-04-20
0.2932612895965576,1988-04-21
0.2932612895965576,1988-04-22
0.2953120470046997,1988-04-25
0.2953120470046997,1988-04-26
0.29121068120002747,1988-04-27
0.2953120470046997,1988-04-28
0.2850582003593445,1988-04-29
0.2830072045326233,1988-05-02
0.2768550515174866,1988-05-03
0.2624996304512024,1988-05-04
0.268652081489563,1988-05-05
0.2663394808769226,1988-05-06
0.2663394808769226,1988-05-09
0.26427513360977173,1988-05-10
0.25808101892471313,1988-05-11
0.2622104585170746,1988-05-12
0.2622104585170746,1988-05-13
0.26427513360977173,1988-05-16
0.2622104585170746,1988-05-17
0.2622104585170746,1988-05-18
0.25188738107681274,1988-05-19
0.2560165226459503,1988-05-20
0.2539520561695099,1988-05-23
0.25808101892471313,1988-05-24
0.26427513360977173,1988-05-25
0.26014620065689087,1988-05-26
0.25808101892471313,1988-05-27
0.26014620065689087,1988-05-31
0.26014620065689087,1988-06-01
0.2560165226459503,1988-06-02
0.2560165226459503,1988-06-03
0.24775777757167816,1988-06-06
0.2560165226459503,1988-06-07
0.2539520561695099,1988-06-08
0.2560165226459503,1988-06-09
0.2622104585170746,1988-06-10
0.26014620065689087,1988-06-13
0.2663394808769226,1988-06-14
0.27046921849250793,1988-06-15
0.2807921767234802,1988-06-16
0.2828567922115326,1988-06-17
0.2807921767234802,1988-06-20
0.29111531376838684,1988-06-21
0.2973094880580902,1988-06-22
0.2993740141391754,1988-06-23
0.30350351333618164,1988-06-24
0.30350351333618164,1988-06-27
0.2973094880580902,1988-06-28
0.30556797981262207,1988-06-29
0.31382647156715393,1988-06-30
0.30969738960266113,1988-07-01
0.30556797981262207,1988-07-05
0.30143916606903076,1988-07-06
0.2973094880580902,1988-07-07
0.2952449321746826,1988-07-08
0.2931804060935974,1988-07-11
0.29111531376838684,1988-07-12
0.2973094880580902,1988-07-13
0.30763256549835205,1988-07-14
0.30763256549835205,1988-07-15
0.30556797981262207,1988-07-18
0.30143916606903076,1988-07-19
0.30350351333618164,1988-07-20
0.2931804060935974,1988-07-21
0.29111531376838684,1988-07-22
0.2890509068965912,1988-07-25
0.2931804060935974,1988-07-26
0.29111531376838684,1988-07-27
0.2931804060935974,1988-07-28
0.2952449321746826,1988-07-29
0.30143916606903076,1988-08-01
0.30143916606903076,1988-08-02
0.30969738960266113,1988-08-03
0.3303438425064087,1988-08-04
0.3237038552761078,1988-08-05
0.31125378608703613,1988-08-08
0.3091783821582794,1988-08-09
0.31540361046791077,1988-08-10
0.3257785737514496,1988-08-11
0.32785406708717346,1988-08-12
0.3257785737514496,1988-08-15
0.34030410647392273,1988-08-16
0.3610544800758362,1988-08-17
0.3652042746543884,1988-08-18
0.38387924432754517,1988-08-19
0.3818046748638153,1988-08-22
0.37765470147132874,1988-08-23
0.3755791187286377,1988-08-24
0.36727920174598694,1988-08-25
0.37765470147132874,1988-08-26
0.3693547248840332,1988-08-29
0.3652042746543884,1988-08-30
0.3693547248840332,1988-08-31
0.3652042746543884,1988-09-01
0.37350448966026306,1988-09-02
0.38387924432754517,1988-09-06
0.3818046748638153,1988-09-07
0.38387924432754517,1988-09-08
0.38387924432754517,1988-09-09
0.3818046748638153,1988-09-12
0.3797297775745392,1988-09-13
0.3818046748638153,1988-09-14
0.3963298797607422,1988-09-15
0.3984045684337616,1988-09-16
0.3963298797607422,1988-09-19
0.4108552932739258,1988-09-20
0.4150046706199646,1988-09-21
0.41293013095855713,1988-09-22
0.40463000535964966,1988-09-23
0.40255481004714966,1988-09-26
0.40670493245124817,1988-09-27
0.4108552932739258,1988-09-28
0.4087795317173004,1988-09-29
0.40670493245124817,1988-09-30
0.40670493245124817,1988-10-03
0.40255481004714966,1988-10-04
0.40047934651374817,1988-10-05
0.40255481004714966,1988-10-06
0.4108552932739258,1988-10-07
0.4108552932739258,1988-10-10
0.42330479621887207,1988-10-11
0.4150046706199646,1988-10-12
0.42123013734817505,1988-10-13
0.42123013734817505,1988-10-14
0.4108552932739258,1988-10-17
0.4108552932739258,1988-10-18
0.4087795317173004,1988-10-19
0.40670493245124817,1988-10-20
0.40047934651374817,1988-10-21
0.3984045684337616,1988-10-24
0.3984045684337616,1988-10-25
0.40047934651374817,1988-10-26
0.3963298797607422,1988-10-27
0.40670493245124817,1988-10-28
0.40255481004714966,1988-10-31
0.3984045684337616,1988-11-01
0.3963298797607422,1988-11-02
0.3963298797607422,1988-11-03
0.3938288986682892,1988-11-04
0.3938288986682892,1988-11-07
0.4000803232192993,1988-11-08
0.4000803232192993,1988-11-09
0.3979969322681427,1988-11-10
0.38757821917533875,1988-11-11
0.38757821917533875,1988-11-14
0.3792431950569153,1988-11-15
0.39174553751945496,1988-11-16
0.3979969322681427,1988-11-17
0.40216395258903503,1988-11-18
0.4146668612957001,1988-11-21
0.40424785017967224,1988-11-22
0.4084154963493347,1988-11-23
0.40424785017967224,1988-11-25
0.40424785017967224,1988-11-28
0.4063318371772766,1988-11-29
0.4146668612957001,1988-11-30
0.4146668612957001,1988-12-01
0.4084154963493347,1988-12-02
0.39174553751945496,1988-12-05
0.3834104537963867,1988-12-06
0.3750753700733185,1988-12-07
0.3750753700733185,1988-12-08
0.372991681098938,1988-12-09
0.3688240349292755,1988-12-12
0.3709082305431366,1988-12-13
0.3750753700733185,1988-12-14
0.3750753700733185,1988-12-15
0.3709082305431366,1988-12-16
0.36257317662239075,1988-12-19
0.356321781873703,1988-12-20
0.356321781873703,1988-12-21
0.3521537780761719,1988-12-22
0.3750753700733185,1988-12-23
0.3646566569805145,1988-12-27
0.3667403757572174,1988-12-28
0.36257317662239075,1988-12-29
0.3646566569805145,1988-12-30
0.356321781873703,1989-01-03
0.3584054410457611,1989-01-04
0.3667403757572174,1989-01-05
0.372991681098938,1989-01-06
0.3750753700733185,1989-01-09
0.3750753700733185,1989-01-10
0.377159059047699,1989-01-11
0.377159059047699,1989-01-12
0.3750753700733185,1989-01-13
0.372991681098938,1989-01-16
0.3750753700733185,1989-01-17
0.3709082305431366,1989-01-18
0.377159059047699,1989-01-19
0.3750753700733185,1989-01-20
0.3709082305431366,1989-01-23
0.3688240349292755,1989-01-24
0.3709082305431366,1989-01-25
0.372991681098938,1989-01-26
0.372991681098938,1989-01-27
0.3750753700733185,1989-01-30
0.3813268542289734,1989-01-31
0.3792431950569153,1989-02-01
0.3792431950569153,1989-02-02
0.38510316610336304,1989-02-03
0.3830104172229767,1989-02-06
0.38510316610336304,1989-02-07
0.3934749662876129,1989-02-08
0.3934749662876129,1989-02-09
0.38510316610336304,1989-02-10
0.38091757893562317,1989-02-13
0.3830104172229767,1989-02-14
0.38719600439071655,1989-02-15
0.38510316610336304,1989-02-16
0.38510316610336304,1989-02-17
0.3913821876049042,1989-02-21
0.38510316610336304,1989-02-22
0.37463846802711487,1989-02-23
0.37045231461524963,1989-02-24
0.3725457489490509,1989-02-27
0.38091757893562317,1989-02-28
0.38510316610336304,1989-03-01
0.3830104172229767,1989-03-02
0.38510316610336304,1989-03-03
0.38719600439071655,1989-03-06
0.3955676555633545,1989-03-07
0.3997540771961212,1989-03-08
0.3997540771961212,1989-03-09
0.3934749662876129,1989-03-10
0.3997540771961212,1989-03-13
0.39766132831573486,1989-03-14
0.4060327410697937,1989-03-15
0.40812572836875916,1989-03-16
0.39766132831573486,1989-03-17
0.3955676555633545,1989-03-20
0.3913821876049042,1989-03-21
0.3934749662876129,1989-03-22
0.38510316610336304,1989-03-23
0.38091757893562317,1989-03-27
0.38091757893562317,1989-03-28
0.3788241446018219,1989-03-29
0.3788241446018219,1989-03-30
0.3788241446018219,1989-03-31
0.36835962533950806,1989-04-03
0.3788241446018219,1989-04-04
0.36835962533950806,1989-04-05
0.36835962533950806,1989-04-06
0.3662665784358978,1989-04-07
0.36835962533950806,1989-04-10
0.364173948764801,1989-04-11
0.3558019995689392,1989-04-12
0.3578948676586151,1989-04-13
0.364173948764801,1989-04-14
0.35998785495758057,1989-04-17
0.362080842256546,1989-04-18
0.36835962533950806,1989-04-19
0.3662665784358978,1989-04-20
0.37673133611679077,1989-04-21
0.37673133611679077,1989-04-24
0.37841305136680603,1989-04-25
0.3889244496822357,1989-04-26
0.3973338305950165,1989-04-27
0.3910270929336548,1989-04-28
0.376310795545578,1989-05-01
0.38472020626068115,1989-05-02
0.3994363844394684,1989-05-03
0.4162546992301941,1989-05-04
0.4204590916633606,1989-05-05
0.4162546992301941,1989-05-08
0.4162546992301941,1989-05-09
0.4225612282752991,1989-05-10
0.4246639311313629,1989-05-11
0.43937960267066956,1989-05-12
0.44148245453834534,1989-05-15
0.4498915672302246,1989-05-16
0.44568660855293274,1989-05-17
0.4435842037200928,1989-05-18
0.4351753890514374,1989-05-19
0.4351753890514374,1989-05-22
0.4288681149482727,1989-05-23
0.4267660081386566,1989-05-24
0.4204590916633606,1989-05-25
0.4162546992301941,1989-05-26
0.41204988956451416,1989-05-30
0.41204988956451416,1989-05-31
0.41415202617645264,1989-06-01
0.4246639311313629,1989-06-02
0.4225612282752991,1989-06-05
0.4204590916633606,1989-06-06
0.4246639311313629,1989-06-07
0.43097031116485596,1989-06-08
0.43307313323020935,1989-06-09
0.43097031116485596,1989-06-12
0.4267660081386566,1989-06-13
0.49824365973472595,1989-06-14
0.3313683569431305,1989-06-15
0.3337520658969879,1989-06-16
0.32660001516342163,1989-06-19
0.3361358046531677,1989-06-20
0.3313683569431305,1989-06-21
0.3385201394557953,1989-06-22
0.34328752756118774,1989-06-23
0.34328752756118774,1989-06-26
0.3575916290283203,1989-06-27
0.3552072048187256,1989-06-28
0.34805595874786377,1989-06-29
0.34567153453826904,1989-06-30
0.34567153453826904,1989-07-03
0.3337520658969879,1989-07-05
0.3361358046531677,1989-07-06
0.34567153453826904,1989-07-07
0.34805595874786377,1989-07-10
0.3385201394557953,1989-07-11
0.3385201394557953,1989-07-12
0.3313683569431305,1989-07-13
0.3289842903614044,1989-07-14
0.3361358046531677,1989-07-17
0.34090369939804077,1989-07-18
0.34805595874786377,1989-07-19
0.34805595874786377,1989-07-20
0.34567153453826904,1989-07-21
0.34328752756118774,1989-07-24
0.34328752756118774,1989-07-25
0.34328752756118774,1989-07-26
0.3504396677017212,1989-07-27
0.3599753975868225,1989-07-28
0.36951106786727905,1989-07-31
0.37189510464668274,1989-08-01
0.37904712557792664,1989-08-02
0.37666311860084534,1989-08-03
0.36659902334213257,1989-08-04
0.3737875819206238,1989-08-07
0.36659902334213257,1989-08-08
0.36659902334213257,1989-08-09
0.3618074953556061,1989-08-10
0.35461893677711487,1989-08-11
0.3522231876850128,1989-08-14
0.3450346887111664,1989-08-15
0.3474305272102356,1989-08-16
0.3450346887111664,1989-08-17
0.34263876080513,1989-08-18
0.33784645795822144,1989-08-21
0.34263876080513,1989-08-22
0.34263876080513,1989-08-23
0.3618074953556061,1989-08-24
0.3618074953556061,1989-08-25
0.36659902334213257,1989-08-28
0.36659902334213257,1989-08-29
0.37618353962898254,1989-08-30
0.38337188959121704,1989-08-31
0.3881645202636719,1989-09-01
0.37858012318611145,1989-09-05
0.37858012318611145,1989-09-06
0.37858012318611145,1989-09-07
0.36420348286628723,1989-09-08
0.3522231876850128,1989-09-11
0.35461893677711487,1989-09-12
0.357014924287796,1989-09-13
0.3522231876850128,1989-09-14
0.36420348286628723,1989-09-15
0.3737875819206238,1989-09-18
0.3737875819206238,1989-09-19
0.3737875819206238,1989-09-20
0.3737875819206238,1989-09-21
0.37618353962898254,1989-09-22
0.37858012318611145,1989-09-25
0.37858012318611145,1989-09-26
0.36899590492248535,1989-09-27
0.36899590492248535,1989-09-28
0.3618074953556061,1989-09-29
0.3737875819206238,1989-10-02
0.3809759020805359,1989-10-03
0.37858012318611145,1989-10-04
0.3737875819206238,1989-10-05
0.37618353962898254,1989-10-06
0.37858012318611145,1989-10-09
0.37858012318611145,1989-10-10
0.36659902334213257,1989-10-11
0.36899590492248535,1989-10-12
0.3474305272102356,1989-10-13
0.35461893677711487,1989-10-16
0.3450346887111664,1989-10-17
0.3498271107673645,1989-10-18
0.35461893677711487,1989-10-19
0.3450346887111664,1989-10-20
0.33065861463546753,1989-10-23
0.3258661925792694,1989-10-24
0.3282621502876282,1989-10-25
0.3258661925792694,1989-10-26
0.3282621502876282,1989-10-27
0.33065861463546753,1989-10-30
0.33305445313453674,1989-10-31
0.33305445313453674,1989-11-01
0.3162817656993866,1989-11-02
0.31821051239967346,1989-11-03
0.3133894205093384,1989-11-06
0.3230319321155548,1989-11-07
0.31821051239967346,1989-11-08
0.2916926443576813,1989-11-09
0.2892822027206421,1989-11-10
0.2820499837398529,1989-11-13
0.2892822027206421,1989-11-14
0.30856767296791077,1989-11-15
0.3013356626033783,1989-11-16
0.2989249527454376,1989-11-17
0.2916926443576813,1989-11-20
0.28687167167663574,1989-11-21
0.28687167167663574,1989-11-22
0.28687167167663574,1989-11-24
0.2892822027206421,1989-11-27
0.3013356626033783,1989-11-28
0.2916926443576813,1989-11-29
0.2965143322944641,1989-11-30
0.2989249527454376,1989-12-01
0.3133894205093384,1989-12-04
0.3133894205093384,1989-12-05
0.31579962372779846,1989-12-06
0.30374664068222046,1989-12-07
0.3013356626033783,1989-12-08
0.2989249527454376,1989-12-11
0.2965143322944641,1989-12-12
0.2892822027206421,1989-12-13
0.28687167167663574,1989-12-14
0.2892822027206421,1989-12-15
0.28687167167663574,1989-12-18
0.2820499837398529,1989-12-19
0.2699965834617615,1989-12-20
0.27722886204719543,1989-12-21
0.2796393632888794,1989-12-22
0.2820499837398529,1989-12-26
0.2941039204597473,1989-12-27
0.2916926443576813,1989-12-28
0.2965143322944641,1989-12-29
0.2989249527454376,1990-01-02
0.30615705251693726,1990-01-03
0.3109780550003052,1990-01-04
0.30856767296791077,1990-01-05
0.31821051239967346,1990-01-08
0.30856767296791077,1990-01-09
0.3133894205093384,1990-01-10
0.30856767296791077,1990-01-11
0.2941039204597473,1990-01-12
0.284461110830307,1990-01-15
0.284461110830307,1990-01-16
0.284461110830307,1990-01-17
0.28687167167663574,1990-01-18
0.28687167167663574,1990-01-19
0.2796393632888794,1990-01-22
0.2699965834617615,1990-01-23
0.27722886204719543,1990-01-24
0.272407203912735,1990-01-25
0.272407203912735,1990-01-26
0.274818480014801,1990-01-29
0.2820499837398529,1990-01-30
0.2820499837398529,1990-01-31
0.274818480014801,1990-02-01
0.2743324935436249,1990-02-02
0.27676060795783997,1990-02-05
0.27676060795783997,1990-02-06
0.286471426486969,1990-02-07
0.28161561489105225,1990-02-08
0.27676060795783997,1990-02-09
0.27190470695495605,1990-02-12
0.2743324935436249,1990-02-13
0.27676060795783997,1990-02-14
0.27190470695495605,1990-02-15
0.27676060795783997,1990-02-16
0.269477516412735,1990-02-20
0.269477516412735,1990-02-21
0.2621939182281494,1990-02-22
0.27190470695495605,1990-02-23
0.2743324935436249,1990-02-26
0.269477516412735,1990-02-27
0.2913265526294708,1990-02-28
0.3010375201702118,1990-03-01
0.32045936584472656,1990-03-02
0.32045936584472656,1990-03-05
0.3325977027416229,1990-03-06
0.32045936584472656,1990-03-07
0.3228868842124939,1990-03-08
0.3180316090583801,1990-03-09
0.3228868842124939,1990-03-12
0.32774239778518677,1990-03-13
0.3374535143375397,1990-03-14
0.33502572774887085,1990-03-15
0.3301701843738556,1990-03-16
0.3180316090583801,1990-03-19
0.3131759762763977,1990-03-20
0.3131759762763977,1990-03-21
0.3010375201702118,1990-03-22
0.3131759762763977,1990-03-23
0.3180316090583801,1990-03-26
0.3180316090583801,1990-03-27
0.31560420989990234,1990-03-28
0.3083208501338959,1990-03-29
0.3083208501338959,1990-03-30
0.3034653067588806,1990-04-02
0.3034653067588806,1990-04-03
0.3180316090583801,1990-04-04
0.32774239778518677,1990-04-05
0.3180316090583801,1990-04-06
0.3131759762763977,1990-04-09
0.29375410079956055,1990-04-10
0.28161561489105225,1990-04-11
0.2621939182281494,1990-04-12
0.269477516412735,1990-04-16
0.2791881859302521,1990-04-17
0.27190470695495605,1990-04-18
0.269477516412735,1990-04-19
0.2621939182281494,1990-04-20
0.2621939182281494,1990-04-23
0.2451997697353363,1990-04-24
0.2524830400943756,1990-04-25
0.2549107074737549,1990-04-26
0.2500555217266083,1990-04-27
0.2500555217266083,1990-04-30
0.2451997697353363,1990-05-01
0.2549107074737549,1990-05-02
0.2476278692483902,1990-05-03
0.2474316656589508,1990-05-04
0.23763233423233032,1990-05-07
0.24008259177207947,1990-05-08
0.24498189985752106,1990-05-09
0.24988190829753876,1990-05-10
0.2596813142299652,1990-05-11
0.2743798494338989,1990-05-14
0.27193018794059753,1990-05-15
0.2743798494338989,1990-05-16
0.27193018794059753,1990-05-17
0.27193018794059753,1990-05-18
0.2743798494338989,1990-05-21
0.27193018794059753,1990-05-22
0.2792796790599823,1990-05-23
0.27682939171791077,1990-05-24
0.27682939171791077,1990-05-25
0.28417909145355225,1990-05-29
0.2890789210796356,1990-05-30
0.2890789210796356,1990-05-31
0.28417909145355225,1990-06-01
0.2890789210796356,1990-06-04
0.28417909145355225,1990-06-05
0.2743798494338989,1990-06-06
0.27193018794059753,1990-06-07
0.2621307671070099,1990-06-08
0.26458048820495605,1990-06-11
0.2743798494338989,1990-06-12
0.26703035831451416,1990-06-13
0.26948046684265137,1990-06-14
0.27682939171791077,1990-06-15
0.26948046684265137,1990-06-18
0.2743798494338989,1990-06-19
0.26703035831451416,1990-06-20
0.2621307671070099,1990-06-21
0.2572309076786041,1990-06-22
0.2596813142299652,1990-06-25
0.2621307671070099,1990-06-26
0.2621307671070099,1990-06-27
0.2547811269760132,1990-06-28
0.2596813142299652,1990-06-29
0.2572309076786041,1990-07-02
0.2743798494338989,1990-07-03
0.2792796790599823,1990-07-05
0.2890789210796356,1990-07-06
0.29397833347320557,1990-07-09
0.29887837171554565,1990-07-10
0.3086773753166199,1990-07-11
0.3184768259525299,1990-07-12
0.3062272071838379,1990-07-13
0.30132797360420227,1990-07-16
0.30377766489982605,1990-07-17
0.2915286421775818,1990-07-18
0.28172948956489563,1990-07-19
0.27682939171791077,1990-07-20
0.27682939171791077,1990-07-23
0.2792796790599823,1990-07-24
0.2792796790599823,1990-07-25
0.29397833347320557,1990-07-26
0.2890789210796356,1990-07-27
0.2890789210796356,1990-07-30
0.29397833347320557,1990-07-31
0.2890789210796356,1990-08-01
0.28417909145355225,1990-08-02
0.2815125286579132,1990-08-03
0.2741042673587799,1990-08-06
0.271634966135025,1990-08-07
0.27657344937324524,1990-08-08
0.2741042673587799,1990-08-09
0.26916518807411194,1990-08-10
0.2741042673587799,1990-08-13
0.29632866382598877,1990-08-14
0.29632866382598877,1990-08-15
0.2938593626022339,1990-08-16
0.29632866382598877,1990-08-17
0.29632866382598877,1990-08-20
0.2741042673587799,1990-08-21
0.2741042673587799,1990-08-22
0.2642264664173126,1990-08-23
0.26175737380981445,1990-08-24
0.26669591665267944,1990-08-27
0.26669591665267944,1990-08-28
0.27657344937324524,1990-08-29
0.26175737380981445,1990-08-30
0.2741042673587799,1990-08-31
0.2815125286579132,1990-09-04
0.271634966135025,1990-09-05
0.256818026304245,1990-09-06
0.2518797516822815,1990-09-07
0.24694053828716278,1990-09-10
0.24940982460975647,1990-09-11
0.24940982460975647,1990-09-12
0.2444712370634079,1990-09-13
0.24694053828716278,1990-09-14
0.2444712370634079,1990-09-17
0.24200214445590973,1990-09-18
0.2444712370634079,1990-09-19
0.22718530893325806,1990-09-20
0.22471606731414795,1990-09-21
0.2197769284248352,1990-09-24
0.2370629906654358,1990-09-25
0.23212452232837677,1990-09-26
0.23212452232837677,1990-09-27
0.2444712370634079,1990-09-28
0.2543489336967468,1990-10-01
0.2592874765396118,1990-10-02
0.2543489336967468,1990-10-03
0.2543489336967468,1990-10-04
0.2395322173833847,1990-10-05
0.2395322173833847,1990-10-08
0.22224687039852142,1990-10-09
0.20989936590194702,1990-10-10
0.18026641011238098,1990-10-11
0.18026641011238098,1990-10-12
0.18520556390285492,1990-10-15
0.18520556390285492,1990-10-16
0.18520556390285492,1990-10-17
0.1975524127483368,1990-10-18
0.2049606442451477,1990-10-19
0.20743012428283691,1990-10-22
0.20002172887325287,1990-10-23
0.19261398911476135,1990-10-24
0.19014409184455872,1990-10-25
0.182736337184906,1990-10-26
0.182736337184906,1990-10-29
0.18767477571964264,1990-10-30
0.19014409184455872,1990-10-31
0.20002172887325287,1990-11-01
0.19982215762138367,1990-11-02
0.20231984555721283,1990-11-05
0.20231984555721283,1990-11-06
0.20231984555721283,1990-11-07
0.20481808483600616,1990-11-08
0.19982215762138367,1990-11-09
0.20481808483600616,1990-11-12
0.20981334149837494,1990-11-13
0.2173067182302475,1990-11-14
0.20981334149837494,1990-11-15
0.21231096982955933,1990-11-16
0.2173067182302475,1990-11-19
0.23229306936264038,1990-11-20
0.22480033338069916,1990-11-21
0.22230201959609985,1990-11-23
0.21980437636375427,1990-11-26
0.21980437636375427,1990-11-27
0.21980437636375427,1990-11-28
0.22480033338069916,1990-11-29
0.22480033338069916,1990-11-30
0.23229306936264038,1990-12-03
0.22230201959609985,1990-12-04
0.22729791700839996,1990-12-05
0.23229306936264038,1990-12-06
0.21980437636375427,1990-12-07
0.20481808483600616,1990-12-10
0.20981334149837494,1990-12-11
