AME,Date
1.1378499269485474,1985-03-05
1.1178876161575317,1985-03-06
1.1278692483901978,1985-03-07
1.1079076528549194,1985-03-08
1.0908162593841553,1985-03-11
1.070708990097046,1985-03-12
1.0254673957824707,1985-03-13
1.0556278228759766,1985-03-14
1.070708990097046,1985-03-15
1.050601840019226,1985-03-18
1.0807626247406006,1985-03-19
1.070708990097046,1985-03-20
1.0908162593841553,1985-03-21
1.070708990097046,1985-03-22
1.0757344961166382,1985-03-25
1.0556278228759766,1985-03-26
1.065682053565979,1985-03-27
1.0556278228759766,1985-03-28
1.065682053565979,1985-03-29
1.065682053565979,1985-04-01
1.0757344961166382,1985-04-02
1.0757344961166382,1985-04-03
1.070708990097046,1985-04-04
1.065682053565979,1985-04-08
1.0807626247406006,1985-04-09
1.0807626247406006,1985-04-10
1.0757344961166382,1985-04-11
1.065682053565979,1985-04-12
1.0556278228759766,1985-04-15
1.0556278228759766,1985-04-16
1.0908162593841553,1985-04-17
1.0807626247406006,1985-04-18
1.060655117034912,1985-04-19
1.060655117034912,1985-04-22
1.065682053565979,1985-04-23
1.0405476093292236,1985-04-24
1.0204410552978516,1985-04-25
1.0103870630264282,1985-04-26
1.0053603649139404,1985-04-29
1.0154142379760742,1985-04-30
1.0154142379760742,1985-05-01
1.0154142379760742,1985-05-02
1.0053603649139404,1985-05-03
0.9953062534332275,1985-05-06
1.0003339052200317,1985-05-07
0.9953062534332275,1985-05-08
0.9953062534332275,1985-05-09
1.0254673957824707,1985-05-10
1.0154142379760742,1985-05-13
1.0103870630264282,1985-05-14
1.0304936170578003,1985-05-15
1.0556278228759766,1985-05-16
1.065682053565979,1985-05-17
1.050601840019226,1985-05-20
1.060655117034912,1985-05-21
1.0405476093292236,1985-05-22
1.0405476093292236,1985-05-23
1.0405476093292236,1985-05-24
1.0355209112167358,1985-05-28
1.0355209112167358,1985-05-29
1.0405476093292236,1985-05-30
1.0455749034881592,1985-05-31
1.0405476093292236,1985-06-03
1.050601840019226,1985-06-04
1.0556278228759766,1985-06-05
1.0556278228759766,1985-06-06
1.0103870630264282,1985-06-07
1.0032929182052612,1985-06-10
0.9982259273529053,1985-06-11
0.9830243587493896,1985-06-12
0.9627559781074524,1985-06-13
0.9779579639434814,1985-06-14
0.9627559781074524,1985-06-17
0.9678230881690979,1985-06-18
0.9424870610237122,1985-06-19
0.9374201893806458,1985-06-20
0.9576884508132935,1985-06-21
0.9982259273529053,1985-06-24
1.013427734375,1985-06-25
1.0032929182052612,1985-06-26
0.9931589961051941,1985-06-27
0.9830243587493896,1985-06-28
1.0336962938308716,1985-07-01
1.013427734375,1985-07-02
1.0083612203598022,1985-07-03
1.0083612203598022,1985-07-05
0.9982259273529053,1985-07-08
0.9982259273529053,1985-07-09
1.013427734375,1985-07-10
1.013427734375,1985-07-11
1.0387625694274902,1985-07-12
1.043830156326294,1985-07-15
1.0488970279693604,1985-07-16
1.0488970279693604,1985-07-17
1.0184943675994873,1985-07-18
1.0488970279693604,1985-07-19
1.0336962938308716,1985-07-22
1.0336962938308716,1985-07-23
1.0032929182052612,1985-07-24
1.0184943675994873,1985-07-25
0.9931589961051941,1985-07-26
0.9678230881690979,1985-07-29
0.9880918860435486,1985-07-30
0.9931589961051941,1985-07-31
1.0184943675994873,1985-08-01
1.0235620737075806,1985-08-02
0.9728910326957703,1985-08-05
0.9779579639434814,1985-08-06
0.9779579639434814,1985-08-07
0.9880918860435486,1985-08-08
0.9779579639434814,1985-08-09
0.9779579639434814,1985-08-12
0.95262211561203,1985-08-13
0.9475539326667786,1985-08-14
0.9424870610237122,1985-08-15
0.9475539326667786,1985-08-16
0.9627559781074524,1985-08-19
0.9627559781074524,1985-08-20
0.9728910326957703,1985-08-21
0.9627559781074524,1985-08-22
0.9678230881690979,1985-08-23
0.9424870610237122,1985-08-26
0.9627559781074524,1985-08-27
0.9678230881690979,1985-08-28
0.9728910326957703,1985-08-29
0.9678230881690979,1985-08-30
0.9627559781074524,1985-09-03
0.9374201893806458,1985-09-04
0.9222192168235779,1985-09-05
0.9272854328155518,1985-09-06
0.9222192168235779,1985-09-09
0.8997264504432678,1985-09-10
0.8997264504432678,1985-09-11
0.9099504947662354,1985-09-12
0.8843898773193359,1985-09-13
0.8741657137870789,1985-09-16
0.8383809328079224,1985-09-17
0.8434933423995972,1985-09-18
0.8486053943634033,1985-09-19
0.8741657137870789,1985-09-20
0.8946139812469482,1985-09-23
0.8946139812469482,1985-09-24
0.8588299751281738,1985-09-25
0.8690532445907593,1985-09-26
0.8690532445907593,1985-09-30
0.9099504947662354,1985-10-01
0.9099504947662354,1985-10-02
0.9355098605155945,1985-10-03
0.9252863526344299,1985-10-04
0.9355098605155945,1985-10-07
0.9406223893165588,1985-10-08
0.9508468508720398,1985-10-09
0.9355098605155945,1985-10-10
0.9508468508720398,1985-10-11
0.9661832451820374,1985-10-14
1.0070796012878418,1985-10-15
0.9917433261871338,1985-10-16
0.930398166179657,1985-10-17
0.9508468508720398,1985-10-18
0.9201743006706238,1985-10-21
0.9099504947662354,1985-10-22
0.9201743006706238,1985-10-23
0.9406223893165588,1985-10-24
0.9406223893165588,1985-10-25
0.9508468508720398,1985-10-28
0.9917433261871338,1985-10-29
0.9917433261871338,1985-10-30
0.9917433261871338,1985-10-31
0.9815194606781006,1985-11-01
1.0173040628433228,1985-11-04
1.0224162340164185,1985-11-05
1.032639503479004,1985-11-06
0.9968556761741638,1985-11-07
1.0224162340164185,1985-11-08
1.042864441871643,1985-11-11
1.0070796012878418,1985-11-12
0.9866318702697754,1985-11-13
1.0019670724868774,1985-11-14
0.9968556761741638,1985-11-15
1.0121915340423584,1985-11-18
1.0121915340423584,1985-11-19
0.9968556761741638,1985-11-20
1.032639503479004,1985-11-21
1.032639503479004,1985-11-22
1.0121915340423584,1985-11-25
0.9917433261871338,1985-11-26
1.0224162340164185,1985-11-27
1.0019670724868774,1985-11-29
1.0174620151519775,1985-12-02
1.02779221534729,1985-12-03
1.0432854890823364,1985-12-04
1.0484509468078613,1985-12-05
1.0381211042404175,1985-12-06
1.0432854890823364,1985-12-09
1.0381211042404175,1985-12-10
1.0691096782684326,1985-12-11
1.0742745399475098,1985-12-12
1.089768886566162,1985-12-13
1.1155927181243896,1985-12-16
1.1104282140731812,1985-12-17
1.105263113975525,1985-12-18
1.105263113975525,1985-12-19
1.1310874223709106,1985-12-20
1.1310874223709106,1985-12-23
1.125922441482544,1985-12-24
1.1310874223709106,1985-12-26
1.1414165496826172,1985-12-27
1.1569114923477173,1985-12-30
1.167241096496582,1985-12-31
1.1465823650360107,1986-01-02
1.1362520456314087,1986-01-03
1.1362520456314087,1986-01-06
1.1362520456314087,1986-01-07
1.0846039056777954,1986-01-08
1.1000984907150269,1986-01-09
1.1000984907150269,1986-01-10
1.1104282140731812,1986-01-13
1.1362520456314087,1986-01-14
1.167241096496582,1986-01-15
1.1620765924453735,1986-01-16
1.1569114923477173,1986-01-17
1.1414165496826172,1986-01-20
1.1465823650360107,1986-01-21
1.1465823650360107,1986-01-22
1.1414165496826172,1986-01-23
1.1465823650360107,1986-01-24
1.167241096496582,1986-01-27
1.1620765924453735,1986-01-28
1.1569114923477173,1986-01-29
1.1465823650360107,1986-01-30
1.151746153831482,1986-01-31
1.151746153831482,1986-02-03
1.151746153831482,1986-02-04
1.1155927181243896,1986-02-05
1.1310874223709106,1986-02-06
1.1362520456314087,1986-02-07
1.1362520456314087,1986-02-10
1.1465823650360107,1986-02-11
1.1724050045013428,1986-02-12
1.1775703430175781,1986-02-13
1.1775703430175781,1986-02-14
1.1879000663757324,1986-02-18
1.1620765924453735,1986-02-19
1.1724050045013428,1986-02-20
1.2085587978363037,1986-02-21
1.2395480871200562,1986-02-24
1.2292183637619019,1986-02-25
1.2292183637619019,1986-02-26
1.2343831062316895,1986-02-27
1.260207176208496,1986-02-28
1.260207176208496,1986-03-03
1.2447123527526855,1986-03-04
1.2085587978363037,1986-03-05
1.2292183637619019,1986-03-06
1.2085587978363037,1986-03-07
1.2085587978363037,1986-03-10
1.234605312347412,1986-03-11
1.2241870164871216,1986-03-12
1.2293967008590698,1986-03-13
1.208559274673462,1986-03-14
1.1929314136505127,1986-03-17
1.2033506631851196,1986-03-18
1.2241870164871216,1986-03-19
1.1981408596038818,1986-03-20
1.2450246810913086,1986-03-21
1.234605312347412,1986-03-24
1.234605312347412,1986-03-25
1.2502344846725464,1986-03-26
1.2450246810913086,1986-03-27
1.239815354347229,1986-03-31
1.2814900875091553,1986-04-01
1.2554430961608887,1986-04-02
1.2293967008590698,1986-04-03
1.2241870164871216,1986-04-04
1.234605312347412,1986-04-07
1.2554430961608887,1986-04-08
1.234605312347412,1986-04-09
1.2450246810913086,1986-04-10
1.239815354347229,1986-04-11
1.2606526613235474,1986-04-14
1.239815354347229,1986-04-15
1.2502344846725464,1986-04-16
1.2606526613235474,1986-04-17
1.2606526613235474,1986-04-18
1.2606526613235474,1986-04-21
1.271071195602417,1986-04-22
1.2502344846725464,1986-04-23
1.2502344846725464,1986-04-24
1.234605312347412,1986-04-25
1.2293967008590698,1986-04-28
1.208559274673462,1986-04-29
1.1825121641159058,1986-04-30
1.208559274673462,1986-05-01
1.2189773321151733,1986-05-02
1.239815354347229,1986-05-05
1.213768720626831,1986-05-06
1.208559274673462,1986-05-07
1.2241870164871216,1986-05-08
1.2241870164871216,1986-05-09
1.208559274673462,1986-05-12
1.1981408596038818,1986-05-13
1.1981408596038818,1986-05-14
1.1616755723953247,1986-05-15
1.1616755723953247,1986-05-16
1.156467080116272,1986-05-19
1.1877226829528809,1986-05-20
1.1616755723953247,1986-05-21
1.1616755723953247,1986-05-22
1.156467080116272,1986-05-23
1.1616755723953247,1986-05-27
1.1773039102554321,1986-05-28
1.2606526613235474,1986-05-29
1.2554430961608887,1986-05-30
1.2762809991836548,1986-06-02
1.2606526613235474,1986-06-03
1.2293967008590698,1986-06-04
1.2293967008590698,1986-06-05
1.2293967008590698,1986-06-06
1.1929314136505127,1986-06-09
1.1981873512268066,1986-06-10
1.20869779586792,1986-06-11
1.20869779586792,1986-06-12
1.2297176122665405,1986-06-13
1.2454835176467896,1986-06-16
1.2559943199157715,1986-06-17
1.2507392168045044,1986-06-18
1.2507392168045044,1986-06-19
1.2244627475738525,1986-06-20
1.2454835176467896,1986-06-23
1.2349730730056763,1986-06-24
1.2297176122665405,1986-06-25
1.240228295326233,1986-06-26
1.2559943199157715,1986-06-27
1.2559943199157715,1986-06-30
1.2822703123092651,1986-07-01
1.2875257730484009,1986-07-02
1.2822703123092651,1986-07-03
1.2507392168045044,1986-07-07
1.240228295326233,1986-07-08
1.2507392168045044,1986-07-09
1.1929311752319336,1986-07-10
1.1719107627868652,1986-07-11
1.1298692226409912,1986-07-14
1.1193591356277466,1986-07-15
1.124613881111145,1986-07-16
1.108848214149475,1986-07-17
1.0825726985931396,1986-07-18
1.103592872619629,1986-07-21
1.0720620155334473,1986-07-22
1.0930829048156738,1986-07-23
1.103592872619629,1986-07-24
1.1298692226409912,1986-07-25
1.103592872619629,1986-07-28
1.0983377695083618,1986-07-29
1.108848214149475,1986-07-30
1.0773165225982666,1986-07-31
1.0720620155334473,1986-08-01
1.0562961101531982,1986-08-04
1.0562961101531982,1986-08-05
1.0352755784988403,1986-08-06
1.0089999437332153,1986-08-07
1.0352755784988403,1986-08-08
1.0510413646697998,1986-08-11
1.0510413646697998,1986-08-12
1.0825726985931396,1986-08-13
1.124613881111145,1986-08-14
1.1403794288635254,1986-08-15
1.1193591356277466,1986-08-18
1.0615509748458862,1986-08-19
1.0562961101531982,1986-08-20
1.0668072700500488,1986-08-21
1.0720620155334473,1986-08-22
1.0983377695083618,1986-08-25
1.0983377695083618,1986-08-26
1.0878279209136963,1986-08-27
1.0930829048156738,1986-08-28
1.0825726985931396,1986-08-29
1.103592872619629,1986-09-02
1.0930829048156738,1986-09-03
1.1141033172607422,1986-09-04
1.1193591356277466,1986-09-05
1.1141033172607422,1986-09-08
1.108848214149475,1986-09-09
1.1247655153274536,1986-09-10
1.1141533851623535,1986-09-11
1.1247655153274536,1986-09-12
1.119459629058838,1986-09-15
1.1141533851623535,1986-09-16
1.1088483333587646,1986-09-17
1.1247655153274536,1986-09-18
1.1141533851623535,1986-09-19
1.1300712823867798,1986-09-22
1.1247655153274536,1986-09-23
1.1300712823867798,1986-09-24
1.1247655153274536,1986-09-25
1.1247655153274536,1986-09-26
1.1035431623458862,1986-09-29
1.119459629058838,1986-09-30
1.1035431623458862,1986-10-01
1.1088483333587646,1986-10-02
1.1141533851623535,1986-10-03
1.1088483333587646,1986-10-06
1.1035431623458862,1986-10-07
1.1141533851623535,1986-10-08
1.119459629058838,1986-10-09
1.119459629058838,1986-10-10
1.1300712823867798,1986-10-13
1.1672089099884033,1986-10-14
1.1300712823867798,1986-10-15
1.135375738143921,1986-10-16
1.1088483333587646,1986-10-17
1.1141533851623535,1986-10-20
1.1035431623458862,1986-10-21
1.0982377529144287,1986-10-22
1.1088483333587646,1986-10-23
1.1035431623458862,1986-10-24
1.1141533851623535,1986-10-27
1.1141533851623535,1986-10-28
1.1035431623458862,1986-10-29
1.1141533851623535,1986-10-30
1.1035431623458862,1986-10-31
1.1141533851623535,1986-11-03
1.1035431623458862,1986-11-04
1.1141533851623535,1986-11-05
1.1088483333587646,1986-11-06
1.1035431623458862,1986-11-07
1.1088483333587646,1986-11-10
1.1088483333587646,1986-11-11
1.1088483333587646,1986-11-12
1.1088483333587646,1986-11-13
1.1088483333587646,1986-11-14
1.1035431623458862,1986-11-17
1.1035431623458862,1986-11-18
1.1035431623458862,1986-11-19
1.119459629058838,1986-11-20
1.1141533851623535,1986-11-21
1.119459629058838,1986-11-24
1.119459629058838,1986-11-25
1.1141533851623535,1986-11-26
1.1088483333587646,1986-11-28
1.119459629058838,1986-12-01
1.1247655153274536,1986-12-02
1.135375738143921,1986-12-03
1.1300712823867798,1986-12-04
1.1141533851623535,1986-12-05
1.119459629058838,1986-12-08
1.119459629058838,1986-12-09
1.1248160600662231,1986-12-10
1.1248160600662231,1986-12-11
1.1301721334457397,1986-12-12
1.1301721334457397,1986-12-15
1.1301721334457397,1986-12-16
1.1194595098495483,1986-12-17
1.1301721334457397,1986-12-18
1.1301721334457397,1986-12-19
1.1301721334457397,1986-12-22
1.1141035556793213,1986-12-23
1.1194595098495483,1986-12-24
1.1248160600662231,1986-12-26
1.1194595098495483,1986-12-29
1.1141035556793213,1986-12-30
1.1194595098495483,1986-12-31
1.140885353088379,1987-01-02
1.1515977382659912,1987-01-05
1.1515977382659912,1987-01-06
1.1569539308547974,1987-01-07
1.19444739818573,1987-01-08
1.1890922784805298,1987-01-09
1.1837352514266968,1987-01-12
1.19444739818573,1987-01-13
1.1998040676116943,1987-01-14
1.2265853881835938,1987-01-15
1.2212293148040771,1987-01-16
1.2480103969573975,1987-01-19
1.2265853881835938,1987-01-20
1.2212293148040771,1987-01-21
1.2105172872543335,1987-01-22
1.1569539308547974,1987-01-23
1.1623095273971558,1987-01-26
1.1462409496307373,1987-01-27
1.1623095273971558,1987-01-28
1.2212293148040771,1987-01-29
1.2051604986190796,1987-01-30
1.231942057609558,1987-02-02
1.2801486253738403,1987-02-03
1.2908611297607422,1987-02-04
1.3604925870895386,1987-02-05
1.397986888885498,1987-02-06
1.387273907661438,1987-02-09
1.381916880607605,1987-02-10
1.387273907661438,1987-02-11
1.3765614032745361,1987-02-12
1.3765614032745361,1987-02-13
1.3712044954299927,1987-02-17
1.3765614032745361,1987-02-18
1.381916880607605,1987-02-19
1.3497790098190308,1987-02-20
1.3604925870895386,1987-02-23
1.3604925870895386,1987-02-24
1.3604925870895386,1987-02-25
1.3712044954299927,1987-02-26
1.3765614032745361,1987-02-27
1.381916880607605,1987-03-02
1.3712044954299927,1987-03-03
1.3765614032745361,1987-03-04
1.3658486604690552,1987-03-05
1.3604925870895386,1987-03-06
1.3497790098190308,1987-03-09
1.3497790098190308,1987-03-10
1.3551793098449707,1987-03-11
1.3551793098449707,1987-03-12
1.3605778217315674,1987-03-13
1.3605778217315674,1987-03-16
1.3605778217315674,1987-03-17
1.3767755031585693,1987-03-18
1.3605778217315674,1987-03-19
1.3875735998153687,1987-03-20
1.3821747303009033,1987-03-23
1.392972707748413,1987-03-24
1.3821747303009033,1987-03-25
1.392972707748413,1987-03-26
1.392972707748413,1987-03-27
1.3821747303009033,1987-03-30
1.3875735998153687,1987-03-31
1.3875735998153687,1987-04-01
1.3983721733093262,1987-04-02
1.403771162033081,1987-04-03
1.4145687818527222,1987-04-06
1.4091702699661255,1987-04-07
1.4091702699661255,1987-04-08
1.4145687818527222,1987-04-09
1.4253674745559692,1987-04-10
1.4145687818527222,1987-04-13
1.3983721733093262,1987-04-14
1.3983721733093262,1987-04-15
1.392972707748413,1987-04-16
1.403771162033081,1987-04-20
1.4145687818527222,1987-04-21
1.392972707748413,1987-04-22
1.3875735998153687,1987-04-23
1.365977168083191,1987-04-24
1.371376633644104,1987-04-27
1.371376633644104,1987-04-28
1.371376633644104,1987-04-29
1.3821747303009033,1987-04-30
1.365977168083191,1987-05-01
1.3767755031585693,1987-05-04
1.371376633644104,1987-05-05
1.365977168083191,1987-05-06
1.3551793098449707,1987-05-07
1.349779725074768,1987-05-08
1.3605778217315674,1987-05-11
1.3443809747695923,1987-05-12
1.3281830549240112,1987-05-13
1.311985731124878,1987-05-14
1.30658757686615,1987-05-15
1.311985731124878,1987-05-18
1.3173847198486328,1987-05-19
1.3389813899993896,1987-05-20
1.3281830549240112,1987-05-21
1.3227838277816772,1987-05-22
1.3443809747695923,1987-05-26
1.3389813899993896,1987-05-27
1.3443809747695923,1987-05-28
1.371376633644104,1987-05-29
1.3605778217315674,1987-06-01
1.371376633644104,1987-06-02
1.3821747303009033,1987-06-03
1.3821747303009033,1987-06-04
1.392972707748413,1987-06-05
1.403771162033081,1987-06-08
1.3983721733093262,1987-06-09
1.3874900341033936,1987-06-10
1.3874900341033936,1987-06-11
1.3929308652877808,1987-06-12
1.3820492029190063,1987-06-15
1.371166467666626,1987-06-16
1.3874900341033936,1987-06-17
1.3929308652877808,1987-06-18
1.403813123703003,1987-06-19
1.3983722925186157,1987-06-22
1.403813123703003,1987-06-23
1.4146958589553833,1987-06-24
1.4364596605300903,1987-06-25
1.431018352508545,1987-06-26
1.425577163696289,1987-06-29
1.409255027770996,1987-06-30
1.403813123703003,1987-07-01
1.4364596605300903,1987-07-02
1.4146958589553833,1987-07-06
1.42013680934906,1987-07-07
1.4364596605300903,1987-07-08
1.4364596605300903,1987-07-09
1.4582245349884033,1987-07-10
1.4473421573638916,1987-07-13
1.4473421573638916,1987-07-14
1.4527838230133057,1987-07-15
1.4582245349884033,1987-07-16
1.485430359840393,1987-07-17
1.469107985496521,1987-07-20
1.4582245349884033,1987-07-21
1.4582245349884033,1987-07-22
1.4527838230133057,1987-07-23
1.4582245349884033,1987-07-24
1.485430359840393,1987-07-27
1.51807701587677,1987-07-28
1.5452836751937866,1987-07-29
1.5670477151870728,1987-07-30
1.5779290199279785,1987-07-31
1.5779290199279785,1987-08-03
1.583370327949524,1987-08-04
1.5779290199279785,1987-08-05
1.5942528247833252,1987-08-06
1.599694013595581,1987-08-07
1.599694013595581,1987-08-10
1.6268999576568604,1987-08-11
1.6268999576568604,1987-08-12
1.6214585304260254,1987-08-13
1.6214585304260254,1987-08-14
1.6323415040969849,1987-08-17
1.5942528247833252,1987-08-18
1.583370327949524,1987-08-19
1.5888123512268066,1987-08-20
1.599694013595581,1987-08-21
1.5942528247833252,1987-08-24
1.5942528247833252,1987-08-25
1.599694013595581,1987-08-26
1.5942528247833252,1987-08-27
1.5888123512268066,1987-08-28
1.5942528247833252,1987-08-31
1.5779290199279785,1987-09-01
1.5452836751937866,1987-09-02
1.5344005823135376,1987-09-03
1.5561643838882446,1987-09-04
1.5452836751937866,1987-09-08
1.5452836751937866,1987-09-09
1.5672017335891724,1987-09-10
1.5617223978042603,1987-09-11
1.5672017335891724,1987-09-14
1.5562433004379272,1987-09-15
1.5562433004379272,1987-09-16
1.5562433004379272,1987-09-17
1.5617223978042603,1987-09-18
1.5672017335891724,1987-09-21
1.5672017335891724,1987-09-22
1.5891205072402954,1987-09-23
1.6220009326934814,1987-09-24
1.616519570350647,1987-09-25
1.6274795532226562,1987-09-28
1.6384385824203491,1987-09-29
1.6767961978912354,1987-09-30
1.6987148523330688,1987-10-01
1.693235158920288,1987-10-02
1.7206348180770874,1987-10-05
1.6877566576004028,1987-10-06
1.6767961978912354,1987-10-07
1.6877566576004028,1987-10-08
1.671316146850586,1987-10-09
1.6658369302749634,1987-10-12
1.6548781394958496,1987-10-13
1.6384385824203491,1987-10-14
1.5726813077926636,1987-10-15
1.4466480016708374,1987-10-16
1.1507424116134644,1987-10-19
1.090465784072876,1987-10-20
1.1945806741714478,1987-10-21
1.172661542892456,1987-10-22
1.1397833824157715,1987-10-23
1.095945119857788,1987-10-26
1.095945119857788,1987-10-27
1.0575875043869019,1987-10-28
1.1069047451019287,1987-10-29
1.172661542892456,1987-10-30
1.1781412363052368,1987-11-02
1.1343040466308594,1987-11-03
1.1069047451019287,1987-11-04
1.1178646087646484,1987-11-05
1.1397833824157715,1987-11-06
1.1233441829681396,1987-11-09
1.095945119857788,1987-11-10
1.095945119857788,1987-11-11
1.1069047451019287,1987-11-12
1.1233441829681396,1987-11-13
1.1069047451019287,1987-11-16
1.090465784072876,1987-11-17
1.1014249324798584,1987-11-18
1.095945119857788,1987-11-19
1.095945119857788,1987-11-20
1.0849860906600952,1987-11-23
1.1069047451019287,1987-11-24
1.2164994478225708,1987-11-25
1.1617017984390259,1987-11-27
1.1288235187530518,1987-11-30
1.1178646087646484,1987-12-01
1.1288235187530518,1987-12-02
1.095945119857788,1987-12-03
1.095945119857788,1987-12-04
1.1397833824157715,1987-12-07
1.172661542892456,1987-12-08
1.2164994478225708,1987-12-09
1.2076365947723389,1987-12-10
1.196556568145752,1987-12-11
1.285190463066101,1987-12-14
1.218714952468872,1987-12-15
1.2630324363708496,1987-12-16
1.2630324363708496,1987-12-17
1.2630324363708496,1987-12-18
1.251952886581421,1987-12-21
1.2297943830490112,1987-12-22
1.285190463066101,1987-12-23
1.285190463066101,1987-12-24
1.2408733367919922,1987-12-28
1.2630324363708496,1987-12-29
1.285190463066101,1987-12-30
1.251952886581421,1987-12-31
1.2962690591812134,1988-01-04
1.3184289932250977,1988-01-05
1.3073492050170898,1988-01-06
1.3073492050170898,1988-01-07
1.285190463066101,1988-01-08
1.2741113901138306,1988-01-11
1.251952886581421,1988-01-12
1.251952886581421,1988-01-13
1.2630324363708496,1988-01-14
1.2630324363708496,1988-01-15
1.2741113901138306,1988-01-18
1.2741113901138306,1988-01-19
1.2297943830490112,1988-01-20
