MAR,Date
15.772480010986328,1999-04-26
16.305957794189453,1999-04-27
15.702890396118164,1999-04-28
15.63329792022705,1999-04-29
15.540531158447266,1999-04-30
16.282764434814453,1999-05-03
15.702890396118164,1999-05-04
15.702890396118164,1999-05-05
15.865254402160645,1999-05-06
15.726079940795898,1999-05-07
15.65649127960205,1999-05-10
15.563726425170898,1999-05-11
16.004426956176758,1999-05-12
15.958041191101074,1999-05-13
15.401348114013672,1999-05-14
15.37816047668457,1999-05-17
15.053434371948242,1999-05-18
15.331774711608887,1999-05-19
15.842053413391113,1999-05-20
15.030237197875977,1999-05-21
14.659126281738281,1999-05-24
14.056059837341309,1999-05-25
13.568965911865234,1999-05-26
13.754528045654297,1999-05-27
14.125638961791992,1999-05-28
13.592161178588867,1999-06-01
13.800915718078613,1999-06-02
13.754528045654297,1999-06-03
14.172026634216309,1999-06-04
13.870494842529297,1999-06-07
13.7313232421875,1999-06-08
13.592161178588867,1999-06-09
13.429794311523438,1999-06-10
13.963264465332031,1999-06-11
14.311198234558105,1999-06-14
14.380778312683105,1999-06-15
14.612727165222168,1999-06-16
14.380778312683105,1999-06-17
14.264808654785156,1999-06-18
13.916885375976562,1999-06-21
13.916885375976562,1999-06-22
13.844780921936035,1999-06-23
13.380191802978516,1999-06-24
13.124666213989258,1999-06-25
13.2175874710083,1999-06-28
13.542803764343262,1999-06-29
13.891240119934082,1999-06-30
13.473112106323242,1999-07-01
13.380191802978516,1999-07-02
13.658946990966797,1999-07-06
13.124666213989258,1999-07-07
12.822685241699219,1999-07-08
14.007390975952148,1999-07-09
13.821556091308594,1999-07-12
13.705410957336426,1999-07-13
13.77509880065918,1999-07-14
13.821556091308594,1999-07-15
14.030617713928223,1999-07-16
14.10030460357666,1999-07-19
14.05384635925293,1999-07-20
14.146767616271973,1999-07-21
14.030617713928223,1999-07-22
13.77509880065918,1999-07-23
14.05384635925293,1999-07-26
13.937699317932129,1999-07-27
13.844780921936035,1999-07-28
13.542803764343262,1999-07-29
13.031750679016113,1999-07-30
12.962057113647461,1999-08-02
13.171126365661621,1999-08-03
13.147894859313965,1999-08-04
13.2175874710083,1999-08-05
13.07820987701416,1999-08-06
13.264044761657715,1999-08-09
13.05498218536377,1999-08-10
12.915604591369629,1999-08-11
12.799454689025879,1999-08-12
13.194356918334961,1999-08-13
13.10143756866455,1999-08-16
13.147894859313965,1999-08-17
12.962057113647461,1999-08-18
13.194356918334961,1999-08-19
13.124666213989258,1999-08-20
13.751860618591309,1999-08-23
13.403420448303223,1999-08-24
13.542803764343262,1999-08-25
13.287276268005371,1999-08-26
13.008519172668457,1999-08-27
12.49747371673584,1999-08-30
12.729768753051758,1999-08-31
12.59039306640625,1999-09-01
12.451013565063477,1999-09-02
12.660082817077637,1999-09-03
12.706535339355469,1999-09-07
12.61362075805664,1999-09-08
12.474241256713867,1999-09-09
12.56716251373291,1999-09-10
12.427783966064453,1999-09-13
12.032878875732422,1999-09-14
11.916731834411621,1999-09-15
12.125801086425781,1999-09-16
12.288402557373047,1999-09-17
12.032878875732422,1999-09-20
11.823813438415527,1999-09-21
11.658136367797852,1999-09-22
11.541787147521973,1999-09-23
11.471978187561035,1999-09-24
11.79775333404541,1999-09-27
11.914103507995605,1999-09-28
12.123528480529785,1999-09-29
12.170073509216309,1999-09-30
11.890830039978027,1999-10-01
12.309686660766602,1999-10-04
12.193338394165039,1999-10-05
12.332955360412598,1999-10-06
11.914103507995605,1999-10-07
11.79775333404541,1999-10-08
12.123528480529785,1999-10-11
11.890830039978027,1999-10-12
12.2166109085083,1999-10-13
12.35622787475586,1999-10-14
12.100259780883789,1999-10-15
12.123528480529785,1999-10-18
11.96064567565918,1999-10-19
12.379499435424805,1999-10-20
12.263150215148926,1999-10-21
12.35622787475586,1999-10-22
12.379499435424805,1999-10-25
12.332955360412598,1999-10-26
12.263150215148926,1999-10-27
12.449307441711426,1999-10-28
12.54238510131836,1999-10-29
12.472575187683105,1999-11-01
12.286420822143555,1999-11-02
12.379499435424805,1999-11-03
12.332955360412598,1999-11-04
12.332955360412598,1999-11-05
12.076990127563477,1999-11-08
12.0304536819458,1999-11-09
11.821024894714355,1999-11-10
12.35622787475586,1999-11-11
12.868162155151367,1999-11-12
13.310285568237305,1999-11-15
13.240477561950684,1999-11-16
12.472575187683105,1999-11-17
12.193338394165039,1999-11-18
12.007182121276855,1999-11-19
11.704675674438477,1999-11-22
11.821024894714355,1999-11-23
11.98391342163086,1999-11-24
11.79775333404541,1999-11-26
11.86756420135498,1999-11-29
12.123528480529785,1999-11-30
12.332955360412598,1999-12-01
11.966462135314941,1999-12-02
12.472575187683105,1999-12-03
12.286420822143555,1999-12-06
12.309686660766602,1999-12-07
12.2166109085083,1999-12-08
12.123528480529785,1999-12-09
12.053719520568848,1999-12-10
12.018816947937012,1999-12-13
12.100259780883789,1999-12-14
11.98391342163086,1999-12-15
11.774486541748047,1999-12-16
11.169472694396973,1999-12-17
11.402166366577148,1999-12-20
11.28581714630127,1999-12-21
11.146200180053711,1999-12-22
11.378901481628418,1999-12-23
11.658136367797852,1999-12-27
11.751214981079102,1999-12-28
11.328828811645508,1999-12-29
11.515315055847168,1999-12-30
11.77173137664795,1999-12-31
11.375449180603027,2000-01-03
11.305522918701172,2000-01-04
11.492003440856934,2000-01-05
11.65517520904541,2000-01-06
11.981526374816895,2000-01-07
12.6109037399292,2000-01-10
12.168001174926758,2000-01-11
12.284551620483398,2000-01-12
12.307865142822266,2000-01-13
12.214627265930176,2000-01-14
12.051451683044434,2000-01-18
12.121386528015137,2000-01-19
12.004833221435547,2000-01-20
11.958209991455078,2000-01-21
11.258896827697754,2000-01-24
11.53862190246582,2000-01-25
11.608551025390625,2000-01-26
11.65517520904541,2000-01-27
11.492003440856934,2000-01-28
11.585247039794922,2000-01-31
11.911590576171875,2000-02-01
11.725110054016113,2000-02-02
12.028143882751465,2000-02-03
12.6342134475708,2000-02-04
12.401110649108887,2000-02-07
12.494349479675293,2000-02-08
12.191315650939941,2000-02-09
11.958209991455078,2000-02-10
12.191315650939941,2000-02-11
12.028143882751465,2000-02-14
12.237936019897461,2000-02-15
12.191315650939941,2000-02-16
11.795037269592285,2000-02-17
11.468694686889648,2000-02-18
11.305522918701172,2000-02-22
11.072418212890625,2000-02-23
10.209938049316406,2000-02-24
10.396416664123535,2000-02-25
10.44304084777832,2000-02-28
10.279858589172363,2000-02-29
10.25655460357666,2000-03-01
10.209938049316406,2000-03-02
10.140005111694336,2000-03-03
9.953523635864258,2000-03-06
9.93021011352539,2000-03-07
10.023453712463379,2000-03-08
10.070070266723633,2000-03-09
10.046761512756348,2000-03-10
10.140005111694336,2000-03-13
10.233244895935059,2000-03-14
10.41972541809082,2000-03-15
11.795037269592285,2000-03-16
11.818350791931152,2000-03-17
11.422069549560547,2000-03-20
11.608551025390625,2000-03-21
11.445383071899414,2000-03-22
11.608551025390625,2000-03-23
11.188974380493164,2000-03-24
11.305522918701172,2000-03-27
11.352143287658691,2000-03-28
11.676274299621582,2000-03-29
11.606218338012695,2000-03-30
11.769682884216309,2000-03-31
12.049917221069336,2000-04-03
12.306791305541992,2000-04-04
12.143329620361328,2000-04-05
12.470260620117188,2000-04-06
12.003216743469238,2000-04-07
12.07326889038086,2000-04-10
12.260090827941895,2000-04-11
12.4002046585083,2000-04-12
11.83974552154541,2000-04-13
11.442747116088867,2000-04-14
11.139165878295898,2000-04-17
11.325989723205566,2000-04-18
11.396041870117188,2000-04-19
11.489457130432129,2000-04-20
11.606218338012695,2000-04-24
11.51280689239502,2000-04-25
11.816389083862305,2000-04-26
11.886448860168457,2000-04-27
11.956507682800293,2000-04-28
12.330144882202148,2000-05-01
12.376850128173828,2000-05-02
11.956507682800293,2000-05-03
12.07326889038086,2000-05-04
11.979856491088867,2000-05-05
12.119975090026855,2000-05-08
12.306791305541992,2000-05-09
12.610376358032227,2000-05-10
12.376850128173828,2000-05-11
12.984024047851562,2000-05-12
13.474419593811035,2000-05-15
13.661243438720703,2000-05-16
13.381009101867676,2000-05-17
13.381009101867676,2000-05-18
13.824705123901367,2000-05-19
13.52112102508545,2000-05-22
13.310954093933105,2000-05-23
13.778010368347168,2000-05-24
13.334309577941895,2000-05-25
13.287601470947266,2000-05-26
13.731303215026855,2000-05-30
13.544474601745605,2000-05-31
13.381009101867676,2000-06-01
13.474419593811035,2000-06-02
13.544474601745605,2000-06-05
13.591185569763184,2000-06-06
13.731303215026855,2000-06-07
13.778010368347168,2000-06-08
14.034883499145508,2000-06-09
13.643726348876953,2000-06-12
13.334309577941895,2000-06-13
13.497770309448242,2000-06-14
13.334309577941895,2000-06-15
13.030717849731445,2000-06-16
13.451065063476562,2000-06-19
13.100783348083496,2000-06-20
13.077427864074707,2000-06-21
13.006314277648926,2000-06-22
13.193453788757324,2000-06-23
13.193453788757324,2000-06-26
13.637910842895508,2000-06-27
13.485862731933594,2000-06-28
13.240238189697266,2000-06-29
13.49756145477295,2000-06-30
13.567739486694336,2000-07-03
13.754883766174316,2000-07-05
14.129162788391113,2000-07-06
14.573624610900879,2000-07-07
14.55023193359375,2000-07-10
14.994684219360352,2000-07-11
14.924507141113281,2000-07-12
14.784153938293457,2000-07-13
15.041475296020508,2000-07-14
15.205214500427246,2000-07-17
15.462550163269043,2000-07-18
15.205214500427246,2000-07-19
15.322188377380371,2000-07-20
15.485939025878906,2000-07-21
15.345573425292969,2000-07-24
15.439148902893066,2000-07-25
15.649687767028809,2000-07-26
15.719861030578613,2000-07-27
14.503449440002441,2000-07-28
14.877723693847656,2000-07-31
15.439148902893066,2000-08-01
15.228612899780273,2000-08-02
15.181827545166016,2000-08-03
15.415757179260254,2000-08-04
15.322188377380371,2000-08-07
14.924507141113281,2000-08-08
15.532716751098633,2000-08-09
15.252008438110352,2000-08-10
15.485939025878906,2000-08-11
14.901126861572266,2000-08-14
14.947908401489258,2000-08-15
14.40987491607666,2000-08-16
14.784153938293457,2000-08-17
14.503449440002441,2000-08-18
15.111647605895996,2000-08-21
14.784153938293457,2000-08-22
15.041475296020508,2000-08-23
14.667200088500977,2000-08-24
14.760763168334961,2000-08-25
14.386483192443848,2000-08-28
14.830941200256348,2000-08-29
14.55023193359375,2000-08-30
14.789999008178711,2000-08-31
14.620397567749023,2000-09-01
15.626291275024414,2000-09-05
15.064870834350586,2000-09-06
14.713983535766602,2000-09-07
14.456655502319336,2000-09-08
14.129162788391113,2000-09-11
14.058985710144043,2000-09-12
14.058985710144043,2000-09-13
13.801667213439941,2000-09-14
14.058985710144043,2000-09-15
13.871846199035645,2000-09-18
14.129162788391113,2000-09-19
14.082374572753906,2000-09-20
14.268878936767578,2000-09-21
14.550039291381836,2000-09-22
14.878056526184082,2000-09-25
13.894006729125977,2000-09-26
13.847139358520508,2000-09-27
13.940855026245117,2000-09-28
13.659692764282227,2000-09-29
13.331679344177246,2000-10-02
13.378535270690918,2000-10-03
13.378535270690918,2000-10-04
13.940855026245117,2000-10-05
13.448827743530273,2000-10-06
13.495686531066895,2000-10-09
13.964286804199219,2000-10-10
13.729987144470215,2000-10-11
13.448827743530273,2000-10-12
14.081442832946777,2000-10-13
13.753422737121582,2000-10-16
13.027088165283203,2000-10-17
13.331679344177246,2000-10-18
13.191097259521484,2000-10-19
13.073943138122559,2000-10-20
13.683127403259277,2000-10-23
13.987719535827637,2000-10-24
13.917434692382812,2000-10-25
13.448827743530273,2000-10-26
14.386039733886719,2000-10-27
14.292306900024414,2000-10-30
15.182649612426758,2000-10-31
14.831197738647461,2000-11-01
14.737483978271484,2000-11-02
14.878056526184082,2000-11-03
14.831197738647461,2000-11-06
14.760908126831055,2000-11-07
14.784343719482422,2000-11-08
14.948346138000488,2000-11-09
14.596898078918457,2000-11-10
15.042067527770996,2000-11-13
15.721538543701172,2000-11-14
15.276371002197266,2000-11-15
15.346658706665039,2000-11-16
15.721538543701172,2000-11-17
15.276371002197266,2000-11-20
15.651247024536133,2000-11-21
14.924921035766602,2000-11-22
15.252937316894531,2000-11-24
15.11236572265625,2000-11-27
15.37008285522461,2000-11-28
15.463805198669434,2000-11-29
15.534098625183105,2000-11-30
15.698104858398438,2000-12-01
15.510668754577637,2000-12-04
16.002696990966797,2000-12-05
15.93241024017334,2000-12-06
15.651247024536133,2000-12-07
15.838690757751465,2000-12-08
15.557523727416992,2000-12-11
15.862123489379883,2000-12-12
15.182649612426758,2000-12-13
15.487250328063965,2000-12-14
14.901488304138184,2000-12-15
15.393516540527344,2000-12-18
14.948346138000488,2000-12-19
15.299799919128418,2000-12-20
14.550039291381836,2000-12-21
14.878056526184082,2000-12-22
15.135787963867188,2000-12-26
15.322568893432617,2000-12-27
15.674539566040039,2000-12-28
15.862259864807129,2000-12-29
15.439892768859863,2001-01-02
16.777389526367188,2001-01-03
17.176300048828125,2001-01-04
16.8477783203125,2001-01-05
17.528274536132812,2001-01-08
17.481332778930664,2001-01-09
16.824321746826172,2001-01-10
16.7304630279541,2001-01-11
16.941648483276367,2001-01-12
17.152828216552734,2001-01-16
16.988571166992188,2001-01-17
17.035503387451172,2001-01-18
16.871253967285156,2001-01-19
17.012042999267578,2001-01-22
17.90370750427246,2001-01-23
17.504802703857422,2001-01-24
17.575193405151367,2001-01-25
17.364011764526367,2001-01-26
17.348995208740234,2001-01-29
17.34149742126465,2001-01-30
17.330230712890625,2001-01-31
17.266393661499023,2001-02-01
17.048646926879883,2001-02-02
16.89095115661621,2001-02-05
16.207674026489258,2001-02-06
16.583097457885742,2001-02-07
16.988571166992188,2001-02-08
16.635658264160156,2001-02-09
16.71450424194336,2001-02-12
16.800857543945312,2001-02-13
16.691980361938477,2001-02-14
16.65443229675293,2001-02-15
16.37285804748535,2001-02-16
16.049976348876953,2001-02-20
15.629485130310059,2001-02-21
15.362922668457031,2001-02-22
15.13767147064209,2001-02-23
15.584432601928711,2001-02-26
16.11380386352539,2001-02-27
16.023693084716797,2001-02-28
15.603212356567383,2001-03-01
15.404230117797852,2001-03-02
15.46054744720459,2001-03-05
15.39295768737793,2001-03-06
15.351665496826172,2001-03-07
15.513101577758789,2001-03-08
15.415492057800293,2001-03-09
14.645844459533691,2001-03-12
14.551984786987305,2001-03-13
14.567000389099121,2001-03-14
15.224014282226562,2001-03-15
15.385455131530762,2001-03-16
15.486820220947266,2001-03-19
15.956123352050781,2001-03-20
15.29534912109375,2001-03-21
15.010013580322266,2001-03-22
14.97997760772705,2001-03-23
15.100122451782227,2001-03-26
15.633246421813965,2001-03-27
15.418931007385254,2001-03-28
15.25348949432373,2001-03-29
15.482852935791016,2001-03-30
15.497888565063477,2001-04-02
14.858723640441895,2001-04-03
14.8060884475708,2001-04-04
14.964001655578613,2001-04-05
14.749696731567383,2001-04-06
14.700812339782715,2001-04-09
15.114400863647461,2001-04-10
15.144465446472168,2001-04-11
15.065519332885742,2001-04-12
14.475229263305664,2001-04-16
15.50916862487793,2001-04-17
16.779977798461914,2001-04-18
16.904054641723633,2001-04-19
16.76870346069336,2001-04-20
17.013090133666992,2001-04-23
16.6784725189209,2001-04-24
16.543113708496094,2001-04-25
16.272411346435547,2001-04-26
16.550634384155273,2001-04-27
17.249963760375977,2001-04-30
17.780088424682617,2001-05-01
18.058313369750977,2001-05-02
17.29884147644043,2001-05-03
17.257463455200195,2001-05-04
17.125892639160156,2001-05-07
16.708545684814453,2001-05-08
16.89278221130371,2001-05-09
16.975486755371094,2001-05-10
16.90028953552246,2001-05-11
17.024370193481445,2001-05-14
16.99428939819336,2001-05-15
17.693607330322266,2001-05-16
18.047035217285156,2001-05-17
18.00568199157715,2001-05-18
18.400447845458984,2001-05-21
18.67868423461914,2001-05-22
18.366621017456055,2001-05-23
18.347824096679688,2001-05-24
18.306455612182617,2001-05-25
18.55460548400879,2001-05-29
17.877843856811523,2001-05-30
17.8064022064209,2001-05-31
17.535703659057617,2001-06-01
17.479307174682617,2001-06-04
17.738733291625977,2001-06-05
17.535703659057617,2001-06-06
17.272520065307617,2001-06-07
17.07699966430664,2001-06-08
17.103317260742188,2001-06-11
16.896533966064453,2001-06-12
16.937896728515625,2001-06-13
16.85893440246582,2001-06-14
17.19732093811035,2001-06-15
17.15971565246582,2001-06-18
17.674814224243164,2001-06-19
17.648496627807617,2001-06-20
17.986875534057617,2001-06-21
17.73497200012207,2001-06-22
17.656021118164062,2001-06-25
17.34018325805664,2001-06-26
17.511497497558594,2001-06-27
17.60563087463379,2001-06-28
17.824005126953125,2001-06-29
18.305936813354492,2001-07-02
18.30217170715332,2001-07-03
18.072507858276367,2001-07-05
17.624462127685547,2001-07-06
17.695999145507812,2001-07-09
17.741180419921875,2001-07-10
17.229122161865234,2001-07-11
17.98590850830078,2001-07-12
18.354888916015625,2001-07-13
18.456546783447266,2001-07-16
18.625972747802734,2001-07-17
18.513023376464844,2001-07-18
18.437713623046875,2001-07-19
18.06120491027832,2001-07-20
17.86165428161621,2001-07-23
17.643278121948242,2001-07-24
18.241939544677734,2001-07-25
18.34735870361328,2001-07-26
18.076265335083008,2001-07-27
18.042387008666992,2001-07-30
17.978374481201172,2001-07-31
18.260757446289062,2001-08-01
18.426416397094727,2001-08-02
18.366188049316406,2001-08-03
18.166629791259766,2001-08-06
18.087568283081055,2001-08-07
17.98590850830078,2001-08-08
17.944486618041992,2001-08-09
17.98590850830078,2001-08-10
17.88424301147461,2001-08-13
17.914371490478516,2001-08-14
17.60939598083496,2001-08-15
17.5679874420166,2001-08-16
17.38348960876465,2001-08-17
17.45502471923828,2001-08-20
17.319486618041992,2001-08-21
17.345842361450195,2001-08-22
17.481380462646484,2001-08-23
17.831533432006836,2001-08-24
17.665857315063477,2001-08-27
17.31194496154785,2001-08-28
17.070985794067383,2001-08-29
16.333026885986328,2001-08-30
16.50998306274414,2001-08-31
16.54387855529785,2001-09-04
16.453510284423828,2001-09-05
15.564948081970215,2001-09-06
15.440692901611328,2001-09-07
15.38045883178711,2001-09-10
12.142463684082031,2001-09-17
11.596522331237793,2001-09-18
11.483569145202637,2001-09-19
10.899980545043945,2001-09-20
11.295312881469727,2001-09-21
11.540044784545898,2001-09-24
11.70947265625,2001-09-25
12.035840034484863,2001-09-26
12.281088829040527,2001-09-27
12.601789474487305,2001-09-28
12.16789436340332,2001-10-01
12.016972541809082,2001-10-02
12.639514923095703,2001-10-03
12.111305236816406,2001-10-04
12.492372512817383,2001-10-05
12.073568344116211,2001-10-08
11.650991439819336,2001-10-09
12.028295516967773,2001-10-10
12.733842849731445,2001-10-11
12.639514923095703,2001-10-12
12.58669662475586,2001-10-15
12.869672775268555,2001-10-16
12.567831993103027,2001-10-17
12.073568344116211,2001-10-18
12.130163192749023,2001-10-19
12.315042495727539,2001-10-22
12.360321998596191,2001-10-23
11.994340896606445,2001-10-24
12.52255916595459,2001-10-25
12.52255916595459,2001-10-26
12.15280532836914,2001-10-29
11.583083152770996,2001-10-30
11.820784568786621,2001-10-31
12.058477401733398,2001-11-01
12.130163192749023,2001-11-02
12.262221336364746,2001-11-05
12.262221336364746,2001-11-06
12.730071067810059,2001-11-07
13.016816139221191,2001-11-08
12.828167915344238,2001-11-09
12.262221336364746,2001-11-12
13.016816139221191,2001-11-13
13.582768440246582,2001-11-14
13.85064697265625,2001-11-15
13.96007251739502,2001-11-16
13.865742683410645,2001-11-19
13.695959091186523,2001-11-20
13.363932609558105,2001-11-21
13.646909713745117,2001-11-23
13.85064697265625,2001-11-26
13.994022369384766,2001-11-27
13.831782341003418,2001-11-28
13.85064697265625,2001-11-29
14.193990707397461,2001-11-30
14.303406715393066,2001-12-03
14.510921478271484,2001-12-04
