SIRI,Date
3.9612176418304443,1995-02-10
3.906956195831299,1995-02-13
3.581376314163208,1995-02-14
3.581376314163208,1995-02-15
3.6899020671844482,1995-02-16
3.6899020671844482,1995-02-17
3.635638952255249,1995-02-21
3.635638952255249,1995-02-22
3.581376314163208,1995-02-23
3.581376314163208,1995-02-24
3.5271124839782715,1995-02-27
3.581376314163208,1995-02-28
3.5271124839782715,1995-03-01
3.5271124839782715,1995-03-02
3.5271124839782715,1995-03-03
3.55424427986145,1995-03-06
3.5271124839782715,1995-03-07
3.5271124839782715,1995-03-08
3.635638952255249,1995-03-09
3.5271124839782715,1995-03-10
3.635638952255249,1995-03-13
3.55424427986145,1995-03-14
3.6899020671844482,1995-03-15
3.5271124839782715,1995-03-16
3.635638952255249,1995-03-17
3.635638952255249,1995-03-20
3.581376314163208,1995-03-21
3.5271124839782715,1995-03-22
3.5271124839782715,1995-03-23
3.5271124839782715,1995-03-24
3.5271124839782715,1995-03-27
3.418586492538452,1995-03-28
3.4728493690490723,1995-03-29
3.418586492538452,1995-03-30
3.418586492538452,1995-03-31
3.5271124839782715,1995-04-03
3.5271124839782715,1995-04-04
3.4728493690490723,1995-04-05
3.418586492538452,1995-04-06
3.5271124839782715,1995-04-07
3.418586492538452,1995-04-10
3.4728493690490723,1995-04-11
3.4728493690490723,1995-04-12
3.4728493690490723,1995-04-13
3.5271124839782715,1995-04-17
3.4728493690490723,1995-04-18
3.4728493690490723,1995-04-19
3.5271124839782715,1995-04-20
3.5271124839782715,1995-04-21
3.5271124839782715,1995-04-24
3.418586492538452,1995-04-25
3.418586492538452,1995-04-26
3.418586492538452,1995-04-27
3.418586492538452,1995-04-28
3.25579571723938,1995-05-01
3.25579571723938,1995-05-02
2.9844799041748047,1995-05-03
3.038742780685425,1995-05-04
3.2015328407287598,1995-05-05
3.2015328407287598,1995-05-08
3.3100597858428955,1995-05-09
3.3100597858428955,1995-05-10
3.1472694873809814,1995-05-11
3.1472694873809814,1995-05-12
3.1472694873809814,1995-05-15
3.3100597858428955,1995-05-16
3.1472694873809814,1995-05-17
3.25579571723938,1995-05-18
3.0930063724517822,1995-05-19
2.9844799041748047,1995-05-22
3.038742780685425,1995-05-23
3.038742780685425,1995-05-24
3.038742780685425,1995-05-25
3.038742780685425,1995-05-26
3.038742780685425,1995-05-30
3.25579571723938,1995-05-31
3.038742780685425,1995-06-01
3.3643229007720947,1995-06-02
3.4728493690490723,1995-06-05
3.418586492538452,1995-06-06
3.581376314163208,1995-06-07
3.4728493690490723,1995-06-08
3.25579571723938,1995-06-09
3.3643229007720947,1995-06-12
3.3643229007720947,1995-06-13
3.3643229007720947,1995-06-14
3.2015328407287598,1995-06-15
3.1472694873809814,1995-06-16
3.038742780685425,1995-06-19
3.3643229007720947,1995-06-20
3.3643229007720947,1995-06-21
3.3643229007720947,1995-06-22
3.038742780685425,1995-06-23
3.038742780685425,1995-06-26
3.1472694873809814,1995-06-27
2.496110677719116,1995-06-28
2.6589012145996094,1995-06-29
2.279057025909424,1995-06-30
2.604637384414673,1995-07-03
2.2247939109802246,1995-07-05
2.1705310344696045,1995-07-06
2.496110677719116,1995-07-07
2.604637384414673,1995-07-10
2.604637384414673,1995-07-11
2.604637384414673,1995-07-12
2.604637384414673,1995-07-13
2.6589012145996094,1995-07-14
2.7131638526916504,1995-07-17
2.7131638526916504,1995-07-18
2.496110677719116,1995-07-19
2.604637384414673,1995-07-20
2.604637384414673,1995-07-21
2.604637384414673,1995-07-24
2.496110677719116,1995-07-25
2.441847562789917,1995-07-26
2.3875839710235596,1995-07-27
2.6589012145996094,1995-07-28
2.3875839710235596,1995-07-31
2.6589012145996094,1995-08-01
2.7131638526916504,1995-08-02
2.604637384414673,1995-08-03
2.604637384414673,1995-08-04
2.7131638526916504,1995-08-07
2.441847562789917,1995-08-08
2.6589012145996094,1995-08-09
2.6589012145996094,1995-08-10
2.6589012145996094,1995-08-11
2.604637384414673,1995-08-14
2.604637384414673,1995-08-15
2.604637384414673,1995-08-16
2.8216896057128906,1995-08-17
3.038742780685425,1995-08-18
2.8216896057128906,1995-08-21
2.7674262523651123,1995-08-22
2.9302165508270264,1995-08-23
2.9302165508270264,1995-08-24
2.9844799041748047,1995-08-25
3.038742780685425,1995-08-28
3.038742780685425,1995-08-29
3.038742780685425,1995-08-30
3.038742780685425,1995-08-31
3.038742780685425,1995-09-01
3.5271124839782715,1995-09-05
4.015481948852539,1995-09-06
4.232535362243652,1995-09-07
4.0697455406188965,1995-09-08
3.9340877532958984,1995-09-11
3.852691173553467,1995-09-12
3.906956195831299,1995-09-13
3.9612176418304443,1995-09-14
4.015481948852539,1995-09-15
4.015481948852539,1995-09-18
3.9612176418304443,1995-09-19
3.852691173553467,1995-09-20
3.7984299659729004,1995-09-21
3.6899020671844482,1995-09-22
3.6899020671844482,1995-09-25
3.4728493690490723,1995-09-26
3.4728493690490723,1995-09-27
3.4457180500030518,1995-09-28
3.5271124839782715,1995-09-29
3.5271124839782715,1995-10-02
3.418586492538452,1995-10-03
3.418586492538452,1995-10-04
3.635638952255249,1995-10-05
3.635638952255249,1995-10-06
3.4728493690490723,1995-10-09
3.635638952255249,1995-10-10
3.635638952255249,1995-10-11
3.581376314163208,1995-10-12
3.581376314163208,1995-10-13
3.3643229007720947,1995-10-16
3.3643229007720947,1995-10-17
3.635638952255249,1995-10-18
3.581376314163208,1995-10-19
3.581376314163208,1995-10-20
3.25579571723938,1995-10-23
3.25579571723938,1995-10-24
3.3643229007720947,1995-10-25
3.3643229007720947,1995-10-26
3.1472694873809814,1995-10-27
3.038742780685425,1995-10-30
2.7131638526916504,1995-10-31
3.038742780685425,1995-11-01
3.038742780685425,1995-11-02
3.038742780685425,1995-11-03
3.1472694873809814,1995-11-06
3.1472694873809814,1995-11-07
3.038742780685425,1995-11-08
3.25579571723938,1995-11-09
3.038742780685425,1995-11-10
2.875953435897827,1995-11-13
3.038742780685425,1995-11-14
3.038742780685425,1995-11-15
3.1472694873809814,1995-11-16
3.25579571723938,1995-11-17
2.875953435897827,1995-11-20
2.875953435897827,1995-11-21
3.038742780685425,1995-11-22
3.038742780685425,1995-11-24
3.0930063724517822,1995-11-27
3.0930063724517822,1995-11-28
2.8216896057128906,1995-11-29
2.7131638526916504,1995-11-30
2.7131638526916504,1995-12-01
2.6317684650421143,1995-12-04
2.6589012145996094,1995-12-05
2.7674262523651123,1995-12-06
2.875953435897827,1995-12-07
3.038742780685425,1995-12-08
3.3643229007720947,1995-12-11
3.581376314163208,1995-12-12
3.4728493690490723,1995-12-13
3.7441649436950684,1995-12-14
3.7441649436950684,1995-12-15
3.6899020671844482,1995-12-18
3.7984299659729004,1995-12-19
3.906956195831299,1995-12-20
4.015481948852539,1995-12-21
3.7984299659729004,1995-12-22
3.906956195831299,1995-12-26
3.7984299659729004,1995-12-27
3.852691173553467,1995-12-28
3.852691173553467,1995-12-29
3.635638952255249,1996-01-02
3.7984299659729004,1996-01-03
3.6899020671844482,1996-01-04
3.635638952255249,1996-01-05
3.7984299659729004,1996-01-08
3.635638952255249,1996-01-09
3.7984299659729004,1996-01-10
3.2015328407287598,1996-01-11
3.2015328407287598,1996-01-12
3.4728493690490723,1996-01-15
3.0930063724517822,1996-01-16
2.9302165508270264,1996-01-17
2.9302165508270264,1996-01-18
2.8216896057128906,1996-01-19
2.7131638526916504,1996-01-22
2.6589012145996094,1996-01-23
3.038742780685425,1996-01-24
3.1472694873809814,1996-01-25
3.1472694873809814,1996-01-26
3.1472694873809814,1996-01-29
3.1472694873809814,1996-01-30
3.1472694873809814,1996-01-31
3.1472694873809814,1996-02-01
3.1472694873809814,1996-02-02
2.9844799041748047,1996-02-05
3.1472694873809814,1996-02-06
3.038742780685425,1996-02-07
3.0930063724517822,1996-02-08
3.0930063724517822,1996-02-09
3.0930063724517822,1996-02-12
2.8216896057128906,1996-02-13
3.038742780685425,1996-02-14
2.875953435897827,1996-02-15
2.9844799041748047,1996-02-16
2.9844799041748047,1996-02-20
2.8216896057128906,1996-02-21
3.3643229007720947,1996-02-22
3.581376314163208,1996-02-23
3.4728493690490723,1996-02-26
3.581376314163208,1996-02-27
3.906956195831299,1996-02-28
3.906956195831299,1996-02-29
4.992221355438232,1996-03-01
5.209274768829346,1996-03-04
5.209274768829346,1996-03-05
5.155010223388672,1996-03-06
5.100748538970947,1996-03-07
4.883695125579834,1996-03-08
4.341062068939209,1996-03-11
4.39532470703125,1996-03-12
4.666642189025879,1996-03-13
4.666642189025879,1996-03-14
5.209274768829346,1996-03-15
5.534852504730225,1996-03-18
5.751906871795654,1996-03-19
5.860433101654053,1996-03-20
6.07748556137085,1996-03-21
6.1860127449035645,1996-03-22
6.294538974761963,1996-03-25
6.8914361000061035,1996-03-26
7.542595863342285,1996-03-27
7.922435283660889,1996-03-28
7.542595863342285,1996-03-29
7.651120662689209,1996-04-01
6.1860127449035645,1996-04-02
6.7286458015441895,1996-04-03
7.488329887390137,1996-04-04
7.488329887390137,1996-04-08
7.271277904510498,1996-04-09
6.837172985076904,1996-04-10
6.56585693359375,1996-04-11
6.56585693359375,1996-04-12
7.488329887390137,1996-04-15
7.162752628326416,1996-04-16
7.054224967956543,1996-04-17
7.3798041343688965,1996-04-18
7.705382347106934,1996-04-19
8.356544494628906,1996-04-22
7.542595863342285,1996-04-23
7.759648323059082,1996-04-24
8.030963897705078,1996-04-25
8.899175643920898,1996-04-26
9.333284378051758,1996-04-29
11.829391479492188,1996-04-30
9.875917434692383,1996-05-01
10.092967987060547,1996-05-02
10.310020446777344,1996-05-03
11.720866203308105,1996-05-06
11.829391479492188,1996-05-07
10.527073860168457,1996-05-08
11.286758422851562,1996-05-09
9.116228103637695,1996-05-10
9.441807746887207,1996-05-13
8.57359504699707,1996-05-14
8.248016357421875,1996-05-15
8.844914436340332,1996-05-16
9.333284378051758,1996-05-17
10.418549537658691,1996-05-20
11.17823600769043,1996-05-21
11.503813743591309,1996-05-22
11.937919616699219,1996-05-23
12.1549711227417,1996-05-24
11.503813743591309,1996-05-28
10.418549537658691,1996-05-29
10.147233009338379,1996-05-30
10.635604858398438,1996-05-31
10.092967987060547,1996-06-03
10.418549537658691,1996-06-04
10.852655410766602,1996-06-05
11.17823600769043,1996-06-06
10.201497077941895,1996-06-07
10.852655410766602,1996-06-10
11.720866203308105,1996-06-11
10.74412727355957,1996-06-12
10.527073860168457,1996-06-13
10.852655410766602,1996-06-14
10.74412727355957,1996-06-17
10.092967987060547,1996-06-18
10.74412727355957,1996-06-19
10.418549537658691,1996-06-20
10.527073860168457,1996-06-21
10.527073860168457,1996-06-24
10.201497077941895,1996-06-25
8.899175643920898,1996-06-26
8.57359504699707,1996-06-27
8.57359504699707,1996-06-28
8.57359504699707,1996-07-01
8.248016357421875,1996-07-02
8.465070724487305,1996-07-03
8.57359504699707,1996-07-05
8.57359504699707,1996-07-08
8.248016357421875,1996-07-09
8.248016357421875,1996-07-10
7.813912391662598,1996-07-11
7.271277904510498,1996-07-12
6.51159143447876,1996-07-15
7.054224967956543,1996-07-16
7.162752628326416,1996-07-17
7.271277904510498,1996-07-18
6.9456987380981445,1996-07-19
7.162752628326416,1996-07-22
6.51159143447876,1996-07-23
6.51159143447876,1996-07-24
6.620119571685791,1996-07-25
6.620119571685791,1996-07-26
7.596859931945801,1996-07-29
7.054224967956543,1996-07-30
7.596859931945801,1996-07-31
7.162752628326416,1996-08-01
6.7286458015441895,1996-08-02
6.620119571685791,1996-08-05
6.538724422454834,1996-08-06
6.51159143447876,1996-08-07
6.837172985076904,1996-08-08
6.51159143447876,1996-08-09
6.620119571685791,1996-08-12
6.1860127449035645,1996-08-13
6.4030656814575195,1996-08-14
6.7286458015441895,1996-08-15
6.294538974761963,1996-08-16
6.51159143447876,1996-08-19
6.51159143447876,1996-08-20
6.1860127449035645,1996-08-21
6.51159143447876,1996-08-22
6.9456987380981445,1996-08-23
7.054224967956543,1996-08-26
6.837172985076904,1996-08-27
7.162752628326416,1996-08-28
7.3798041343688965,1996-08-29
8.030963897705078,1996-08-30
7.813912391662598,1996-09-03
7.922435283660889,1996-09-04
7.705382347106934,1996-09-05
7.542595863342285,1996-09-06
7.271277904510498,1996-09-09
6.9456987380981445,1996-09-10
6.837172985076904,1996-09-11
6.7286458015441895,1996-09-12
6.1860127449035645,1996-09-13
6.51159143447876,1996-09-16
6.1860127449035645,1996-09-17
6.294538974761963,1996-09-18
5.968959808349609,1996-09-19
6.620119571685791,1996-09-20
6.9456987380981445,1996-09-23
6.620119571685791,1996-09-24
6.51159143447876,1996-09-25
6.1860127449035645,1996-09-26
6.07748556137085,1996-09-27
6.294538974761963,1996-09-30
5.968959808349609,1996-10-01
6.294538974761963,1996-10-02
6.07748556137085,1996-10-03
5.968959808349609,1996-10-04
6.1860127449035645,1996-10-07
6.07748556137085,1996-10-08
4.992221355438232,1996-10-09
5.209274768829346,1996-10-10
5.209274768829346,1996-10-11
5.426327705383301,1996-10-14
5.426327705383301,1996-10-15
5.860433101654053,1996-10-16
5.317802429199219,1996-10-17
5.534852504730225,1996-10-18
5.209274768829346,1996-10-21
5.317802429199219,1996-10-22
4.883695125579834,1996-10-23
4.992221355438232,1996-10-24
5.209274768829346,1996-10-25
4.883695125579834,1996-10-28
4.883695125579834,1996-10-29
4.883695125579834,1996-10-30
4.883695125579834,1996-10-31
4.449587821960449,1996-11-01
4.232535362243652,1996-11-04
4.666642189025879,1996-11-05
4.666642189025879,1996-11-06
4.558114051818848,1996-11-07
4.775167942047119,1996-11-08
6.620119571685791,1996-11-11
6.4030656814575195,1996-11-12
6.7286458015441895,1996-11-13
7.3798041343688965,1996-11-14
7.3798041343688965,1996-11-15
7.271277904510498,1996-11-18
3.906956195831299,1996-11-19
3.7441649436950684,1996-11-20
3.7984299659729004,1996-11-21
3.7441649436950684,1996-11-22
3.3643229007720947,1996-11-25
3.4728493690490723,1996-11-26
3.581376314163208,1996-11-27
3.4728493690490723,1996-11-29
3.4728493690490723,1996-12-02
3.4728493690490723,1996-12-03
3.6899020671844482,1996-12-04
3.581376314163208,1996-12-05
3.7984299659729004,1996-12-06
3.906956195831299,1996-12-09
3.635638952255249,1996-12-10
3.4728493690490723,1996-12-11
3.581376314163208,1996-12-12
3.4728493690490723,1996-12-13
3.1472694873809814,1996-12-16
3.038742780685425,1996-12-17
2.9844799041748047,1996-12-18
3.581376314163208,1996-12-19
3.7984299659729004,1996-12-20
3.6899020671844482,1996-12-23
3.906956195831299,1996-12-24
4.015481948852539,1996-12-26
4.1240081787109375,1996-12-27
3.6899020671844482,1996-12-30
3.581376314163208,1996-12-31
3.906956195831299,1997-01-02
4.178272247314453,1997-01-03
5.317802429199219,1997-01-06
4.992221355438232,1997-01-07
4.883695125579834,1997-01-08
5.046483993530273,1997-01-09
4.992221355438232,1997-01-10
5.317802429199219,1997-01-13
5.751906871795654,1997-01-14
5.643379211425781,1997-01-15
5.4805908203125,1997-01-16
5.426327705383301,1997-01-17
5.751906871795654,1997-01-20
5.860433101654053,1997-01-21
6.51159143447876,1997-01-22
5.914695739746094,1997-01-23
5.751906871795654,1997-01-24
5.968959808349609,1997-01-27
6.07748556137085,1997-01-28
5.806168079376221,1997-01-29
6.07748556137085,1997-01-30
5.751906871795654,1997-01-31
5.534852504730225,1997-02-03
5.426327705383301,1997-02-04
5.317802429199219,1997-02-05
5.426327705383301,1997-02-06
5.643379211425781,1997-02-07
5.860433101654053,1997-02-10
5.860433101654053,1997-02-11
5.317802429199219,1997-02-12
5.2635369300842285,1997-02-13
4.992221355438232,1997-02-14
5.100748538970947,1997-02-18
5.209274768829346,1997-02-19
5.155010223388672,1997-02-20
4.449587821960449,1997-02-21
3.3643229007720947,1997-02-24
4.286797523498535,1997-02-25
4.775167942047119,1997-02-26
3.906956195831299,1997-02-27
5.426327705383301,1997-02-28
6.294538974761963,1997-03-03
6.8914361000061035,1997-03-04
6.837172985076904,1997-03-05
6.07748556137085,1997-03-06
6.294538974761963,1997-03-07
6.294538974761963,1997-03-10
6.294538974761963,1997-03-11
5.968959808349609,1997-03-12
5.643379211425781,1997-03-13
5.860433101654053,1997-03-14
6.674383163452148,1997-03-17
6.294538974761963,1997-03-18
6.294538974761963,1997-03-19
6.51159143447876,1997-03-20
7.054224967956543,1997-03-21
7.054224967956543,1997-03-24
6.9456987380981445,1997-03-25
7.054224967956543,1997-03-26
6.674383163452148,1997-03-27
6.4030656814575195,1997-03-31
6.4030656814575195,1997-04-01
10.934048652648926,1997-04-02
10.092967987060547,1997-04-03
10.22862434387207,1997-04-04
10.201497077941895,1997-04-07
9.767390251159668,1997-04-08
9.984442710876465,1997-04-09
10.74412727355957,1997-04-10
10.092967987060547,1997-04-11
10.310020446777344,1997-04-14
10.74412727355957,1997-04-15
11.286758422851562,1997-04-16
10.961181640625,1997-04-17
11.286758422851562,1997-04-18
10.961181640625,1997-04-21
11.17823600769043,1997-04-22
11.286758422851562,1997-04-23
11.395288467407227,1997-04-24
11.503813743591309,1997-04-25
11.17823600769043,1997-04-28
11.503813743591309,1997-04-29
11.612336158752441,1997-04-30
11.829391479492188,1997-05-01
11.937919616699219,1997-05-02
12.372025489807129,1997-05-05
12.697606086730957,1997-05-06
13.348766326904297,1997-05-07
14.542555809020996,1997-05-08
14.651083946228027,1997-05-09
15.627824783325195,1997-05-12
16.821611404418945,1997-05-13
14.868135452270508,1997-05-14
13.02318286895752,1997-05-15
13.782872200012207,1997-05-16
14.325505256652832,1997-05-19
14.868135452270508,1997-05-20
14.651083946228027,1997-05-21
14.542555809020996,1997-05-22
14.759608268737793,1997-05-23
14.759608268737793,1997-05-27
14.759608268737793,1997-05-28
14.759608268737793,1997-05-29
15.302241325378418,1997-05-30
14.434029579162598,1997-06-02
14.542555809020996,1997-06-03
14.651083946228027,1997-06-04
14.542555809020996,1997-06-05
13.891397476196289,1997-06-06
13.782872200012207,1997-06-09
13.782872200012207,1997-06-10
13.348766326904297,1997-06-11
13.565818786621094,1997-06-12
13.240239143371582,1997-06-13
13.1317138671875,1997-06-16
13.02318286895752,1997-06-17
13.1317138671875,1997-06-18
13.1317138671875,1997-06-19
13.457291603088379,1997-06-20
13.1317138671875,1997-06-23
13.240239143371582,1997-06-24
13.457291603088379,1997-06-25
14.651083946228027,1997-06-26
15.247979164123535,1997-06-27
14.108449935913086,1997-06-30
13.348766326904297,1997-07-01
13.02318286895752,1997-07-02
12.372025489807129,1997-07-03
12.589077949523926,1997-07-07
12.91465950012207,1997-07-08
12.589077949523926,1997-07-09
13.1317138671875,1997-07-10
13.185977935791016,1997-07-11
13.240239143371582,1997-07-14
13.62008285522461,1997-07-15
13.891397476196289,1997-07-16
14.434029579162598,1997-07-17
14.542555809020996,1997-07-18
14.759608268737793,1997-07-21
14.651083946228027,1997-07-22
14.325505256652832,1997-07-23
14.2169771194458,1997-07-24
14.325505256652832,1997-07-25
13.782872200012207,1997-07-28
14.325505256652832,1997-07-29
14.651083946228027,1997-07-30
14.596818923950195,1997-07-31
14.868135452270508,1997-08-01
14.651083946228027,1997-08-04
15.030925750732422,1997-08-05
15.465031623840332,1997-08-06
15.844870567321777,1997-08-07
15.953401565551758,1997-08-08
15.953401565551758,1997-08-11
16.061927795410156,1997-08-12
16.49603271484375,1997-08-13
17.14719009399414,1997-08-14
16.767351150512695,1997-08-15
16.49603271484375,1997-08-18
15.953401565551758,1997-08-19
16.713088989257812,1997-08-20
16.278982162475586,1997-08-21
15.519296646118164,1997-08-22
16.278982162475586,1997-08-25
16.17045783996582,1997-08-26
16.49603271484375,1997-08-27
16.604562759399414,1997-08-28
17.038667678833008,1997-08-29
16.984407424926758,1997-09-02
16.17045783996582,1997-09-03
15.193719863891602,1997-09-04
15.519296646118164,1997-09-05
15.465031623840332,1997-09-08
15.030925750732422,1997-09-09
15.736351013183594,1997-09-10
15.302241325378418,1997-09-11
15.356508255004883,1997-09-12
15.410764694213867,1997-09-15
15.08519172668457,1997-09-16
14.759608268737793,1997-09-17
14.922401428222656,1997-09-18
15.193719863891602,1997-09-19
15.193719863891602,1997-09-22
15.844870567321777,1997-09-23
15.519296646118164,1997-09-24
15.410764694213867,1997-09-25
15.627824783325195,1997-09-26
15.844870567321777,1997-09-29
16.007665634155273,1997-09-30
16.93014144897461,1997-10-01
16.333248138427734,1997-10-02
16.93014144897461,1997-10-03
17.96114158630371,1997-10-06
18.178192138671875,1997-10-07
18.069665908813477,1997-10-08
18.340986251831055,1997-10-09
18.23245620727539,1997-10-10
18.666568756103516,1997-10-13
20.40299415588379,1997-10-14
21.379732131958008,1997-10-15
20.511520385742188,1997-10-16
20.620040893554688,1997-10-17
20.782833099365234,1997-10-20
20.945619583129883,1997-10-21
20.945619583129883,1997-10-22
20.837099075317383,1997-10-23
20.294466018676758,1997-10-24
18.883615493774414,1997-10-27
18.23245620727539,1997-10-28
17.798351287841797,1997-10-29
17.798351287841797,1997-10-30
18.55803680419922,1997-10-31
18.23245620727539,1997-11-03
17.906877517700195,1997-11-04
18.44951057434082,1997-11-05
18.503772735595703,1997-11-06
18.666568756103516,1997-11-07
18.720827102661133,1997-11-10
18.720827102661133,1997-11-11
17.906877517700195,1997-11-12
17.96114158630371,1997-11-13
17.689828872680664,1997-11-14
17.798351287841797,1997-11-17
17.14719009399414,1997-11-18
16.767351150512695,1997-11-19
17.14719009399414,1997-11-20
16.821611404418945,1997-11-21
16.278982162475586,1997-11-24
15.899144172668457,1997-11-25
15.844870567321777,1997-11-26
15.302241325378418,1997-11-28
15.627824783325195,1997-12-01
14.868135452270508,1997-12-02
14.759608268737793,1997-12-03
15.302241325378418,1997-12-04
15.08519172668457,1997-12-05
16.007665634155273,1997-12-08
15.465031623840332,1997-12-09
14.813873291015625,1997-12-10
14.542555809020996,1997-12-11
14.651083946228027,1997-12-12
14.976659774780273,1997-12-15
14.976659774780273,1997-12-16
15.302241325378418,1997-12-17
14.868135452270508,1997-12-18
14.48829174041748,1997-12-19
14.868135452270508,1997-12-22
14.420466423034668,1997-12-23
14.542555809020996,1997-12-24
14.651083946228027,1997-12-26
14.813873291015625,1997-12-29
14.813873291015625,1997-12-30
14.705347061157227,1997-12-31
13.999923706054688,1998-01-02
13.837132453918457,1998-01-05
13.837132453918457,1998-01-06
12.968921661376953,1998-01-07
12.26349925994873,1998-01-08
10.961181640625,1998-01-09
10.852655410766602,1998-01-12
11.775128364562988,1998-01-13
12.480551719665527,1998-01-14
12.53481674194336,1998-01-15
13.02318286895752,1998-01-16
13.511555671691895,1998-01-20
13.565818786621094,1998-01-21
13.348766326904297,1998-01-22
12.968921661376953,1998-01-23
12.860392570495605,1998-01-26
13.457291603088379,1998-01-27
14.162714004516602,1998-01-28
14.542555809020996,1998-01-29
14.48829174041748,1998-01-30
13.945660591125488,1998-02-02
14.05418586730957,1998-02-03
13.782872200012207,1998-02-04
14.434029579162598,1998-02-05
14.759608268737793,1998-02-06
14.759608268737793,1998-02-09
14.868135452270508,1998-02-10
15.030925750732422,1998-02-11
15.08519172668457,1998-02-12
15.139452934265137,1998-02-13
15.139452934265137,1998-02-17
15.519296646118164,1998-02-18
15.57356071472168,1998-02-19
15.465031623840332,1998-02-20
15.193719863891602,1998-02-23
14.542555809020996,1998-02-24
14.162714004516602,1998-02-25
13.891397476196289,1998-02-26
13.782872200012207,1998-02-27
13.782872200012207,1998-03-02
13.891397476196289,1998-03-03
13.782872200012207,1998-03-04
13.782872200012207,1998-03-05
13.294502258300781,1998-03-06
13.1317138671875,1998-03-09
13.457291603088379,1998-03-10
14.108449935913086,1998-03-11
16.278982162475586,1998-03-12
16.984407424926758,1998-03-13
17.309980392456055,1998-03-16
17.906877517700195,1998-03-17
18.883615493774414,1998-03-18
19.751834869384766,1998-03-19
20.511520385742188,1998-03-20
19.8603572845459,1998-03-23
19.534780502319336,1998-03-24
19.643306732177734,1998-03-25
19.426252365112305,1998-03-26
19.37198829650879,1998-03-27
18.77509307861328,1998-03-30
18.992145538330078,1998-03-31
21.054147720336914,1998-04-01
22.030887603759766,1998-04-02
22.68204689025879,1998-04-03
22.899097442626953,1998-04-06
22.030887603759766,1998-04-07
22.68204689025879,1998-04-08
22.573516845703125,1998-04-09
22.24794578552246,1998-04-13
22.573516845703125,1998-04-14
22.24794578552246,1998-04-15
21.379732131958008,1998-04-16
21.216938018798828,1998-04-17
22.464996337890625,1998-04-20
21.92236328125,1998-04-21
22.24794578552246,1998-04-22
22.573516845703125,1998-04-23
23.333209991455078,1998-04-24
23.333209991455078,1998-04-27
