BAX,Date
1.5963798761367798,1982-08-12
1.6139240264892578,1982-08-13
1.6431617736816406,1982-08-16
1.7484174966812134,1982-08-17
1.7484174966812134,1982-08-18
1.7601133584976196,1982-08-19
1.824434757232666,1982-08-20
1.824434757232666,1982-08-23
1.8127399682998657,1982-08-24
1.824434757232666,1982-08-25
1.8478260040283203,1982-08-26
1.8595209121704102,1982-08-27
1.8712154626846313,1982-08-30
1.9238437414169312,1982-08-31
1.9063012599945068,1982-09-01
1.9472342729568481,1982-09-02
2.0171287059783936,1982-09-03
1.946764349937439,1982-09-07
1.946764349937439,1982-09-08
1.9115815162658691,1982-09-09
1.888127326965332,1982-09-10
1.9350370168685913,1982-09-13
1.9819483757019043,1982-09-14
1.9995380640029907,1982-09-15
1.9819483757019043,1982-09-16
1.9878113269805908,1982-09-17
1.9936752319335938,1982-09-20
2.0581767559051514,1982-09-21
2.052311897277832,1982-09-22
2.034719944000244,1982-09-23
2.0112667083740234,1982-09-24
2.0288569927215576,1982-09-27
2.022993803024292,1982-09-28
2.022993803024292,1982-09-29
1.9878113269805908,1982-09-30
2.0288569927215576,1982-10-01
2.0171287059783936,1982-10-04
2.034719944000244,1982-10-05
2.128540515899658,1982-10-06
2.193039894104004,1982-10-07
2.20477032661438,1982-10-08
2.234088182449341,1982-10-11
2.234088182449341,1982-10-12
2.239952564239502,1982-10-13
2.1989052295684814,1982-10-14
2.187178611755371,1982-10-15
2.2458155155181885,1982-10-18
2.251680374145508,1982-10-19
2.26340651512146,1982-10-20
2.251680374145508,1982-10-21
2.234088182449341,1982-10-22
2.193039894104004,1982-10-25
2.146131753921509,1982-10-26
2.193039894104004,1982-10-27
2.193039894104004,1982-10-28
2.2164971828460693,1982-10-29
2.2458155155181885,1982-11-01
2.3103175163269043,1982-11-02
2.3630902767181396,1982-11-03
2.2985899448394775,1982-11-04
2.280998945236206,1982-11-05
2.3103175163269043,1982-11-08
2.3689544200897217,1982-11-09
2.3103175163269043,1982-11-10
2.3220441341400146,1982-11-11
2.327908515930176,1982-11-12
2.275134563446045,1982-11-15
2.26340651512146,1982-11-16
2.239952564239502,1982-11-17
2.2164971828460693,1982-11-18
2.222360610961914,1982-11-19
2.0992212295532227,1982-11-22
2.1050853729248047,1982-11-23
2.128540515899658,1982-11-24
2.1989052295684814,1982-11-26
2.1989052295684814,1982-11-29
2.3396358489990234,1982-11-30
2.31618070602417,1982-12-01
2.251680374145508,1982-12-02
2.275134563446045,1982-12-03
2.2805418968200684,1982-12-06
2.309929132461548,1982-12-07
2.339320182800293,1982-12-08
2.2864201068878174,1982-12-09
2.2922983169555664,1982-12-10
2.2981743812561035,1982-12-13
2.257032632827759,1982-12-14
2.221763849258423,1982-12-15
2.2452759742736816,1982-12-16
2.2629077434539795,1982-12-17
2.257032632827759,1982-12-20
2.257032632827759,1982-12-21
2.2629077434539795,1982-12-22
2.221763849258423,1982-12-23
2.309929132461548,1982-12-27
2.321685791015625,1982-12-28
2.2922983169555664,1982-12-29
2.2746644020080566,1982-12-30
2.2746644020080566,1982-12-31
2.18062162399292,1983-01-03
2.1923775672912598,1983-01-04
2.239398717880249,1983-01-05
2.2981743812561035,1983-01-06
2.315808057785034,1983-01-07
2.2805418968200684,1983-01-10
2.239398717880249,1983-01-11
2.233520030975342,1983-01-12
2.233520030975342,1983-01-13
2.2452759742736816,1983-01-14
2.2511534690856934,1983-01-17
2.257032632827759,1983-01-18
2.2041313648223877,1983-01-19
2.1923775672912598,1983-01-20
2.1218454837799072,1983-01-21
2.12772274017334,1983-01-24
2.1629881858825684,1983-01-25
2.210010290145874,1983-01-26
2.221763849258423,1983-01-27
2.2158877849578857,1983-01-28
2.239398717880249,1983-01-31
2.239398717880249,1983-02-01
2.221763849258423,1983-02-02
2.233520030975342,1983-02-03
2.2687859535217285,1983-02-04
2.233520030975342,1983-02-07
2.18062162399292,1983-02-08
2.1864984035491943,1983-02-09
2.1864984035491943,1983-02-10
2.2041313648223877,1983-02-11
2.210010290145874,1983-02-14
2.1864984035491943,1983-02-15
2.18062162399292,1983-02-16
2.1335995197296143,1983-02-17
2.104210376739502,1983-02-18
2.115966320037842,1983-02-22
2.168865442276001,1983-02-23
2.233520030975342,1983-02-24
2.2452759742736816,1983-02-25
2.2452759742736816,1983-02-28
2.315808057785034,1983-03-01
2.3922176361083984,1983-03-02
2.4921391010284424,1983-03-03
2.4803829193115234,1983-03-04
2.427483320236206,1983-03-07
2.415728807449341,1983-03-08
2.427483320236206,1983-03-09
2.3922176361083984,1983-03-10
2.4216060638427734,1983-03-11
2.4333603382110596,1983-03-14
2.4333603382110596,1983-03-15
2.4399614334106445,1983-03-16
2.416388750076294,1983-03-17
2.416388750076294,1983-03-18
2.428175926208496,1983-03-21
2.428175926208496,1983-03-22
2.4635372161865234,1983-03-23
2.4458563327789307,1983-03-24
2.4576432704925537,1983-03-25
2.4753239154815674,1983-03-28
2.4517502784729004,1983-03-29
2.4458563327789307,1983-03-30
2.434068441390991,1983-03-31
2.4458563327789307,1983-04-04
2.4458563327789307,1983-04-05
2.428175926208496,1983-04-06
2.3928136825561523,1983-04-07
2.3928136825561523,1983-04-08
2.3928136825561523,1983-04-11
2.4576432704925537,1983-04-12
2.510685920715332,1983-04-13
2.5401535034179688,1983-04-14
2.6403462886810303,1983-04-15
2.6403462886810303,1983-04-18
2.6757075786590576,1983-04-19
2.6639206409454346,1983-04-20
2.669814348220825,1983-04-21
2.652132272720337,1983-04-22
2.6049845218658447,1983-04-25
2.6344540119171143,1983-04-26
2.4989006519317627,1983-04-27
2.5519402027130127,1983-04-28
2.5637295246124268,1983-04-29
2.534261465072632,1983-05-02
2.5224738121032715,1983-05-03
2.504790782928467,1983-05-04
2.4989006519317627,1983-05-05
2.504790782928467,1983-05-06
2.4694323539733887,1983-05-09
2.4930059909820557,1983-05-10
2.4576432704925537,1983-05-11
2.4753239154815674,1983-05-12
2.4576432704925537,1983-05-13
2.4399614334106445,1983-05-16
2.4989006519317627,1983-05-17
2.5401535034179688,1983-05-18
2.557835817337036,1983-05-19
2.5931966304779053,1983-05-20
2.5814096927642822,1983-05-23
2.5990915298461914,1983-05-24
2.557835817337036,1983-05-25
2.534261465072632,1983-05-26
2.546048879623413,1983-05-27
2.5401535034179688,1983-05-31
2.5519402027130127,1983-06-01
2.5637295246124268,1983-06-02
2.546048879623413,1983-06-03
2.546048879623413,1983-06-06
2.499485969543457,1983-06-07
2.475851535797119,1983-06-08
2.4935765266418457,1983-06-09
2.475851535797119,1983-06-10
2.5349385738372803,1983-06-13
2.6235737800598145,1983-06-14
2.7476611137390137,1983-06-15
2.818568706512451,1983-06-16
2.783115863800049,1983-06-17
2.7594797611236572,1983-06-20
2.712207794189453,1983-06-21
2.7181167602539062,1983-06-22
2.753570795059204,1983-06-23
2.848112106323242,1983-06-24
2.818568706512451,1983-06-27
2.794931411743164,1983-06-28
2.777207612991333,1983-06-29
2.8362960815429688,1983-06-30
2.8422040939331055,1983-07-01
2.777207612991333,1983-07-05
2.81265926361084,1983-07-06
2.794931411743164,1983-07-07
2.7653870582580566,1983-07-08
2.771296977996826,1983-07-11
2.7476611137390137,1983-07-12
2.7181167602539062,1983-07-13
2.7358436584472656,1983-07-14
2.7417523860931396,1983-07-15
2.7594797611236572,1983-07-18
2.8008413314819336,1983-07-19
2.871748924255371,1983-07-20
2.8835675716400146,1983-07-21
2.9190216064453125,1983-07-22
2.960383176803589,1983-07-25
2.9485647678375244,1983-07-26
2.9308383464813232,1983-07-27
2.913112163543701,1983-07-28
2.8362960815429688,1983-07-29
2.806751251220703,1983-08-01
2.771296977996826,1983-08-02
2.7417523860931396,1983-08-03
2.753570795059204,1983-08-04
2.8008413314819336,1983-08-05
2.8008413314819336,1983-08-08
2.783115863800049,1983-08-09
2.8008413314819336,1983-08-10
2.7890238761901855,1983-08-11
2.783115863800049,1983-08-12
2.81265926361084,1983-08-15
2.806751251220703,1983-08-16
2.8362960815429688,1983-08-17
2.8303866386413574,1983-08-18
2.8362960815429688,1983-08-19
2.8422040939331055,1983-08-22
2.81265926361084,1983-08-23
2.7476611137390137,1983-08-24
2.753570795059204,1983-08-25
2.753570795059204,1983-08-26
2.7358436584472656,1983-08-29
2.729933500289917,1983-08-30
2.7476611137390137,1983-08-31
2.783115863800049,1983-09-01
2.831209897994995,1983-09-02
2.866748571395874,1983-09-06
2.9141318798065186,1983-09-07
2.878594160079956,1983-09-08
2.819363832473755,1983-09-09
2.7719779014587402,1983-09-12
2.783827304840088,1983-09-13
2.7956719398498535,1983-09-14
2.8075177669525146,1983-09-15
2.7956719398498535,1983-09-16
2.7956719398498535,1983-09-19
2.866748571395874,1983-09-20
2.878594160079956,1983-09-21
2.896364212036133,1983-09-22
2.8726706504821777,1983-09-23
2.890441656112671,1983-09-26
2.8549017906188965,1983-09-27
2.8489787578582764,1983-09-28
2.837132453918457,1983-09-29
2.801593542098999,1983-09-30
2.819363832473755,1983-10-03
2.777902126312256,1983-10-04
2.7719779014587402,1983-10-05
2.837132453918457,1983-10-06
2.837132453918457,1983-10-07
2.837132453918457,1983-10-10
2.813441753387451,1983-10-11
2.766057252883911,1983-10-12
2.7542104721069336,1983-10-13
2.7542104721069336,1983-10-14
2.766057252883911,1983-10-17
2.689056158065796,1983-10-18
2.6416726112365723,1983-10-19
2.6179819107055664,1983-10-20
2.606135606765747,1983-10-21
2.5587501525878906,1983-10-24
2.5528268814086914,1983-10-25
2.5646722316741943,1983-10-26
2.6179819107055664,1983-10-27
2.5883660316467285,1983-10-28
2.606135606765747,1983-10-31
2.623901844024658,1983-11-01
2.6002116203308105,1983-11-02
2.5350594520568848,1983-11-03
2.511367082595825,1983-11-04
2.493596076965332,1983-11-07
2.4580583572387695,1983-11-08
2.416597843170166,1983-11-09
2.434366226196289,1983-11-10
2.47582745552063,1983-11-11
2.5587501525878906,1983-11-14
2.5646722316741943,1983-11-15
2.5469045639038086,1983-11-16
2.452136754989624,1983-11-17
2.3455209732055664,1983-11-18
2.4402899742126465,1983-11-21
2.274446964263916,1983-11-22
2.262598752975464,1983-11-23
2.262598752975464,1983-11-25
2.2152135372161865,1983-11-28
2.262598752975464,1983-11-29
2.227060556411743,1983-11-30
2.025677442550659,1983-12-01
2.025677442550659,1983-12-02
2.1274125576019287,1983-12-05
2.1392977237701416,1983-12-06
2.174952983856201,1983-12-07
2.1630685329437256,1983-12-08
2.1392977237701416,1983-12-09
2.1868388652801514,1983-12-12
2.115527629852295,1983-12-13
2.1036436557769775,1983-12-14
2.0679876804351807,1983-12-15
2.091758966445923,1983-12-16
2.174952983856201,1983-12-19
2.1630685329437256,1983-12-20
2.1868388652801514,1983-12-21
2.174952983856201,1983-12-22
2.1511831283569336,1983-12-23
2.1392977237701416,1983-12-27
2.1630685329437256,1983-12-28
2.1392977237701416,1983-12-29
2.210608720779419,1983-12-30
2.210608720779419,1984-01-03
2.2938013076782227,1984-01-04
2.281919479370117,1984-01-05
2.329458236694336,1984-01-06
2.281919479370117,1984-01-09
2.2581470012664795,1984-01-10
2.1511831283569336,1984-01-11
2.1274125576019287,1984-01-12
2.1274125576019287,1984-01-13
2.1392977237701416,1984-01-16
2.1036436557769775,1984-01-17
2.1392977237701416,1984-01-18
2.115527629852295,1984-01-19
2.091758966445923,1984-01-20
2.044217348098755,1984-01-23
2.056103229522705,1984-01-24
1.9966784715652466,1984-01-25
1.9729082584381104,1984-01-26
1.9966784715652466,1984-01-27
1.9966784715652466,1984-01-30
1.9966784715652466,1984-01-31
1.9491384029388428,1984-02-01
2.091758966445923,1984-02-02
2.0679876804351807,1984-02-03
2.044217348098755,1984-02-06
1.9729082584381104,1984-02-07
1.9015988111495972,1984-02-08
1.9015988111495972,1984-02-09
1.9015988111495972,1984-02-10
1.8897132873535156,1984-02-13
1.9491384029388428,1984-02-14
1.9253687858581543,1984-02-15
1.9134835004806519,1984-02-16
1.8897132873535156,1984-02-17
1.7233244180679321,1984-02-21
1.66389799118042,1984-02-22
1.7114380598068237,1984-02-23
1.7708638906478882,1984-02-24
1.747093677520752,1984-02-27
1.7114380598068237,1984-02-28
1.7114380598068237,1984-02-29
1.7114380598068237,1984-03-01
1.6995526552200317,1984-03-02
1.6876680850982666,1984-03-05
1.6163585186004639,1984-03-06
1.604473352432251,1984-03-07
1.604473352432251,1984-03-08
1.6163585186004639,1984-03-09
1.66389799118042,1984-03-12
1.66389799118042,1984-03-13
1.6478506326675415,1984-03-14
1.6239681243896484,1984-03-15
1.6239681243896484,1984-03-16
1.635907769203186,1984-03-19
1.6717321872711182,1984-03-20
1.6597912311553955,1984-03-21
1.6478506326675415,1984-03-22
1.635907769203186,1984-03-23
1.6239681243896484,1984-03-26
1.6239681243896484,1984-03-27
1.6120268106460571,1984-03-28
1.6120268106460571,1984-03-29
1.6120268106460571,1984-03-30
1.588145136833191,1984-04-02
1.6120268106460571,1984-04-03
1.6239681243896484,1984-04-04
1.6120268106460571,1984-04-05
1.6120268106460571,1984-04-06
1.6239681243896484,1984-04-09
1.6000856161117554,1984-04-10
1.588145136833191,1984-04-11
1.5762040615081787,1984-04-12
1.5165002346038818,1984-04-13
1.5165002346038818,1984-04-16
1.588145136833191,1984-04-17
1.5642637014389038,1984-04-18
1.6239681243896484,1984-04-19
1.6239681243896484,1984-04-23
1.6239681243896484,1984-04-24
1.6120268106460571,1984-04-25
1.635907769203186,1984-04-26
1.6478506326675415,1984-04-27
1.6956132650375366,1984-04-30
1.7792010307312012,1984-05-01
1.767258882522583,1984-05-02
1.7194960117340088,1984-05-03
1.6836732625961304,1984-05-04
1.6597912311553955,1984-05-07
1.6717321872711182,1984-05-08
1.6717321872711182,1984-05-09
1.6478506326675415,1984-05-10
1.6239681243896484,1984-05-11
1.6120268106460571,1984-05-14
1.6239681243896484,1984-05-15
1.6239681243896484,1984-05-16
1.6000856161117554,1984-05-17
1.6000856161117554,1984-05-18
1.6120268106460571,1984-05-21
1.6000856161117554,1984-05-22
1.5762040615081787,1984-05-23
1.5762040615081787,1984-05-24
1.5762040615081787,1984-05-25
1.5403825044631958,1984-05-29
1.5165002346038818,1984-05-30
1.5045589208602905,1984-05-31
1.5165002346038818,1984-06-01
1.5045589208602905,1984-06-04
1.500429630279541,1984-06-05
1.5364395380020142,1984-06-06
1.5244371891021729,1984-06-07
1.5484436750411987,1984-06-08
1.5244371891021729,1984-06-11
1.5244371891021729,1984-06-12
1.500429630279541,1984-06-13
1.500429630279541,1984-06-14
1.4284090995788574,1984-06-15
1.4404125213623047,1984-06-18
1.4644197225570679,1984-06-19
1.4884262084960938,1984-06-20
1.4764230251312256,1984-06-21
1.4764230251312256,1984-06-22
1.4764230251312256,1984-06-25
1.452415943145752,1984-06-26
1.4404125213623047,1984-06-27
1.452415943145752,1984-06-28
1.4764230251312256,1984-06-29
1.4644197225570679,1984-07-02
1.452415943145752,1984-07-03
1.3923983573913574,1984-07-05
1.3683921098709106,1984-07-06
1.4164063930511475,1984-07-09
1.3923983573913574,1984-07-10
1.296371340751648,1984-07-11
1.3563882112503052,1984-07-12
1.3923983573913574,1984-07-13
1.3803949356079102,1984-07-16
1.404402494430542,1984-07-17
1.3803949356079102,1984-07-18
1.3683921098709106,1984-07-19
1.3683921098709106,1984-07-20
1.3683921098709106,1984-07-23
1.3803949356079102,1984-07-24
1.4164063930511475,1984-07-25
1.4644197225570679,1984-07-26
1.4764230251312256,1984-07-27
1.452415943145752,1984-07-30
1.4884262084960938,1984-07-31
1.5484436750411987,1984-08-01
1.596457600593567,1984-08-02
1.6684784889221191,1984-08-03
1.7284947633743286,1984-08-06
1.6564750671386719,1984-08-07
1.6324679851531982,1984-08-08
1.6804813146591187,1984-08-09
1.644470453262329,1984-08-10
1.644470453262329,1984-08-13
1.644470453262329,1984-08-14
1.560446858406067,1984-08-15
1.5844535827636719,1984-08-16
1.596457600593567,1984-08-17
1.596457600593567,1984-08-20
1.6804813146591187,1984-08-21
1.608460545539856,1984-08-22
1.644470453262329,1984-08-23
1.644470453262329,1984-08-24
1.6204639673233032,1984-08-27
1.6204639673233032,1984-08-28
1.6204639673233032,1984-08-29
1.6204639673233032,1984-08-30
1.6163135766983032,1984-08-31
1.5921908617019653,1984-09-04
1.5801283121109009,1984-09-05
1.628377079963684,1984-09-06
1.5680663585662842,1984-09-07
1.5560050010681152,1984-09-10
1.5439426898956299,1984-09-11
1.5560050010681152,1984-09-12
1.5680663585662842,1984-09-13
1.5439426898956299,1984-09-14
1.5439426898956299,1984-09-17
1.4715702533721924,1984-09-18
1.4595080614089966,1984-09-19
1.447446584701538,1984-09-20
1.423322319984436,1984-09-21
1.423322319984436,1984-09-24
1.3871357440948486,1984-09-25
1.375074028968811,1984-09-26
1.375074028968811,1984-09-27
1.3871357440948486,1984-09-28
1.3630106449127197,1984-10-01
1.3509495258331299,1984-10-02
1.3268253803253174,1984-10-03
1.33888840675354,1984-10-04
1.3268253803253174,1984-10-05
1.3268253803253174,1984-10-08
1.3147640228271484,1984-10-09
1.2785768508911133,1984-10-10
1.2785768508911133,1984-10-11
1.3027015924453735,1984-10-12
1.3027015924453735,1984-10-15
1.3027015924453735,1984-10-16
1.2906396389007568,1984-10-17
1.375074028968811,1984-10-18
1.33888840675354,1984-10-19
1.33888840675354,1984-10-22
1.3268253803253174,1984-10-23
1.3509495258331299,1984-10-24
1.33888840675354,1984-10-25
1.3268253803253174,1984-10-26
1.3268253803253174,1984-10-29
1.3509495258331299,1984-10-30
1.3268253803253174,1984-10-31
1.33888840675354,1984-11-01
1.3630106449127197,1984-11-02
1.3630106449127197,1984-11-05
1.3991976976394653,1984-11-06
1.375074028968811,1984-11-07
1.3871357440948486,1984-11-08
1.3630106449127197,1984-11-09
1.3509495258331299,1984-11-12
1.33888840675354,1984-11-13
1.33888840675354,1984-11-14
1.3268253803253174,1984-11-15
1.3268253803253174,1984-11-16
1.3147640228271484,1984-11-19
1.2182668447494507,1984-11-20
1.2303297519683838,1984-11-21
1.2544535398483276,1984-11-23
1.1941423416137695,1984-11-26
1.2423912286758423,1984-11-27
1.206205129623413,1984-11-28
1.1941423416137695,1984-11-29
1.1941423416137695,1984-11-30
1.1778228282928467,1984-12-03
1.1656804084777832,1984-12-04
1.1656804084777832,1984-12-05
1.1899664402008057,1984-12-06
1.2021080255508423,1984-12-07
1.2021080255508423,1984-12-10
1.2506780624389648,1984-12-11
1.226393699645996,1984-12-12
1.2506780624389648,1984-12-13
1.2506780624389648,1984-12-14
1.287105917930603,1984-12-17
1.299248456954956,1984-12-18
1.2385362386703491,1984-12-19
1.2506780624389648,1984-12-20
1.2385362386703491,1984-12-21
1.2385362386703491,1984-12-24
1.2385362386703491,1984-12-26
1.2628207206726074,1984-12-27
1.2628207206726074,1984-12-28
1.274964451789856,1984-12-31
1.274964451789856,1985-01-02
1.274964451789856,1985-01-03
1.287105917930603,1985-01-04
1.299248456954956,1985-01-07
1.3235331773757935,1985-01-08
1.274964451789856,1985-01-09
1.299248456954956,1985-01-10
1.274964451789856,1985-01-11
1.31139075756073,1985-01-14
1.287105917930603,1985-01-15
1.287105917930603,1985-01-16
1.287105917930603,1985-01-17
1.287105917930603,1985-01-18
1.31139075756073,1985-01-21
1.3235331773757935,1985-01-22
1.3478186130523682,1985-01-23
1.4206739664077759,1985-01-24
1.4449586868286133,1985-01-25
1.4449586868286133,1985-01-28
1.4571013450622559,1985-01-29
1.481386661529541,1985-01-30
1.4692434072494507,1985-01-31
1.4328161478042603,1985-02-01
1.4328161478042603,1985-02-04
1.4206739664077759,1985-02-05
1.3963884115219116,1985-02-06
1.4206739664077759,1985-02-07
1.4328161478042603,1985-02-08
1.4328161478042603,1985-02-11
1.4206739664077759,1985-02-12
1.4085313081741333,1985-02-13
1.4085313081741333,1985-02-14
1.3721034526824951,1985-02-15
1.3963884115219116,1985-02-19
1.3842461109161377,1985-02-20
1.3963884115219116,1985-02-21
1.3963884115219116,1985-02-22
1.3842461109161377,1985-02-25
1.3842461109161377,1985-02-26
1.3721034526824951,1985-02-27
1.4085313081741333,1985-02-28
1.4085313081741333,1985-03-01
1.4328161478042603,1985-03-04
1.4692434072494507,1985-03-05
1.4692434072494507,1985-03-06
1.4449586868286133,1985-03-07
1.4571013450622559,1985-03-08
1.4449586868286133,1985-03-11
1.4449586868286133,1985-03-12
1.4539508819580078,1985-03-13
1.4539508819580078,1985-03-14
1.4417333602905273,1985-03-15
1.4539508819580078,1985-03-18
1.490605354309082,1985-03-19
1.490605354309082,1985-03-20
1.490605354309082,1985-03-21
1.502823829650879,1985-03-22
1.551695704460144,1985-03-25
1.551695704460144,1985-03-26
1.551695704460144,1985-03-27
1.515041708946228,1985-03-28
1.539477825164795,1985-03-29
1.5761319398880005,1985-04-01
1.5761319398880005,1985-04-02
1.551695704460144,1985-04-03
1.5639139413833618,1985-04-04
1.551695704460144,1985-04-08
1.5272595882415771,1985-04-09
1.551695704460144,1985-04-10
1.551695704460144,1985-04-11
1.551695704460144,1985-04-12
1.551695704460144,1985-04-15
1.551695704460144,1985-04-16
1.539477825164795,1985-04-17
1.551695704460144,1985-04-18
1.551695704460144,1985-04-19
1.539477825164795,1985-04-22
1.539477825164795,1985-04-23
1.5272595882415771,1985-04-24
1.515041708946228,1985-04-25
1.515041708946228,1985-04-26
1.4661692380905151,1985-04-29
1.4661692380905151,1985-04-30
1.4661692380905151,1985-05-01
1.4539508819580078,1985-05-02
1.4539508819580078,1985-05-03
1.4417333602905273,1985-05-06
1.4417333602905273,1985-05-07
