RCL,Date
8.731873512268066,1995-02-23
8.649112701416016,1995-02-24
8.5249605178833,1995-02-27
8.442195892333984,1995-02-28
8.442195892333984,1995-03-01
8.400806427001953,1995-03-02
8.442195892333984,1995-03-03
8.400806427001953,1995-03-06
8.359427452087402,1995-03-07
8.359427452087402,1995-03-08
8.235279083251953,1995-03-09
8.235279083251953,1995-03-10
8.111126899719238,1995-03-13
8.028359413146973,1995-03-14
8.111126899719238,1995-03-15
8.19389533996582,1995-03-16
8.442195892333984,1995-03-17
8.483575820922852,1995-03-20
8.566343307495117,1995-03-21
8.276658058166504,1995-03-22
8.152512550354004,1995-03-23
8.276658058166504,1995-03-24
8.359427452087402,1995-03-27
8.442195892333984,1995-03-28
8.442195892333984,1995-03-29
8.566343307495117,1995-03-30
8.649112701416016,1995-03-31
8.690492630004883,1995-04-03
8.566343307495117,1995-04-04
8.5249605178833,1995-04-05
8.6077299118042,1995-04-06
8.690492630004883,1995-04-07
8.814642906188965,1995-04-10
8.773260116577148,1995-04-11
8.690492630004883,1995-04-12
8.690492630004883,1995-04-13
8.5249605178833,1995-04-17
8.400806427001953,1995-04-18
8.359427452087402,1995-04-19
8.069743156433105,1995-04-20
7.945592403411865,1995-04-21
7.945592403411865,1995-04-24
7.986974716186523,1995-04-25
8.069743156433105,1995-04-26
7.904207706451416,1995-04-27
7.904207706451416,1995-04-28
7.780063629150391,1995-05-01
8.028359413146973,1995-05-02
8.276658058166504,1995-05-03
8.19389533996582,1995-05-04
8.235279083251953,1995-05-05
8.483575820922852,1995-05-08
8.442195892333984,1995-05-09
8.400806427001953,1995-05-10
8.566343307495117,1995-05-11
8.566343307495117,1995-05-12
8.483575820922852,1995-05-15
8.442195892333984,1995-05-16
8.483575820922852,1995-05-17
8.6077299118042,1995-05-18
8.5249605178833,1995-05-19
8.5249605178833,1995-05-22
8.442195892333984,1995-05-23
8.483575820922852,1995-05-24
8.644834518432617,1995-05-25
8.603273391723633,1995-05-26
8.769521713256836,1995-05-30
8.312342643737793,1995-05-31
8.146097183227539,1995-06-01
7.979846000671387,1995-06-02
7.688919544219971,1995-06-05
7.439547538757324,1995-06-06
7.7304792404174805,1995-06-07
7.647355556488037,1995-06-08
7.522671222686768,1995-06-09
7.397986888885498,1995-06-12
7.647355556488037,1995-06-13
7.356421947479248,1995-06-14
7.314864635467529,1995-06-15
7.314864635467529,1995-06-16
7.273299694061279,1995-06-19
7.273299694061279,1995-06-20
7.273299694061279,1995-06-21
7.231740951538086,1995-06-22
7.273299694061279,1995-06-23
7.397986888885498,1995-06-26
7.397986888885498,1995-06-27
7.439547538757324,1995-06-28
7.314864635467529,1995-06-29
7.314864635467529,1995-06-30
7.314864635467529,1995-07-03
7.231740951538086,1995-07-05
7.356421947479248,1995-07-06
7.397986888885498,1995-07-07
7.56423282623291,1995-07-10
7.605794906616211,1995-07-11
7.7304792404174805,1995-07-12
7.688919544219971,1995-07-13
7.7304792404174805,1995-07-14
7.772040843963623,1995-07-17
7.772040843963623,1995-07-18
7.688919544219971,1995-07-19
7.772040843963623,1995-07-20
7.605794906616211,1995-07-21
7.647355556488037,1995-07-24
7.56423282623291,1995-07-25
7.522671222686768,1995-07-26
7.439547538757324,1995-07-27
7.356421947479248,1995-07-28
7.231740951538086,1995-07-31
7.273299694061279,1995-08-01
7.190176486968994,1995-08-02
7.190176486968994,1995-08-03
7.190176486968994,1995-08-04
7.148613929748535,1995-08-07
7.148613929748535,1995-08-08
7.356421947479248,1995-08-09
7.356421947479248,1995-08-10
7.314864635467529,1995-08-11
7.190176486968994,1995-08-14
7.356421947479248,1995-08-15
7.397986888885498,1995-08-16
7.481110572814941,1995-08-17
7.481110572814941,1995-08-18
7.439547538757324,1995-08-21
7.356421947479248,1995-08-22
7.356421947479248,1995-08-23
7.522671222686768,1995-08-24
7.439547538757324,1995-08-25
7.397986888885498,1995-08-28
7.439547538757324,1995-08-29
7.227323055267334,1995-08-30
7.269101142883301,1995-08-31
7.185545921325684,1995-09-01
7.269101142883301,1995-09-05
7.394425868988037,1995-09-06
7.645087242126465,1995-09-07
7.561535358428955,1995-09-08
7.477982044219971,1995-09-11
7.394425868988037,1995-09-12
7.394425868988037,1995-09-13
7.519757270812988,1995-09-14
7.561535358428955,1995-09-15
7.519757270812988,1995-09-18
7.686862468719482,1995-09-19
7.812190532684326,1995-09-20
7.895746231079102,1995-09-21
7.853969097137451,1995-09-22
7.979299068450928,1995-09-25
8.062848091125488,1995-09-26
7.895746231079102,1995-09-27
7.937521457672119,1995-09-28
8.104625701904297,1995-09-29
7.979299068450928,1995-10-02
7.812190532684326,1995-10-03
7.603311538696289,1995-10-04
7.812190532684326,1995-10-05
7.728638648986816,1995-10-06
7.686862468719482,1995-10-09
7.645087242126465,1995-10-10
7.645087242126465,1995-10-11
7.686862468719482,1995-10-12
7.770412445068359,1995-10-13
7.770412445068359,1995-10-16
7.895746231079102,1995-10-17
7.853969097137451,1995-10-18
7.895746231079102,1995-10-19
7.770412445068359,1995-10-20
7.812190532684326,1995-10-23
7.853969097137451,1995-10-24
7.853969097137451,1995-10-25
7.812190532684326,1995-10-26
7.895746231079102,1995-10-27
7.853969097137451,1995-10-30
7.686862468719482,1995-10-31
7.686862468719482,1995-11-01
7.937521457672119,1995-11-02
8.104625701904297,1995-11-03
8.18818187713623,1995-11-06
8.146404266357422,1995-11-07
8.104625701904297,1995-11-08
8.146404266357422,1995-11-09
8.146404266357422,1995-11-10
8.18818187713623,1995-11-13
8.104625701904297,1995-11-14
8.3552827835083,1995-11-15
8.3552827835083,1995-11-16
8.18818187713623,1995-11-17
8.146404266357422,1995-11-20
8.062848091125488,1995-11-21
8.104625701904297,1995-11-22
8.062848091125488,1995-11-24
8.18818187713623,1995-11-27
8.271736145019531,1995-11-28
8.189421653747559,1995-11-29
8.147419929504395,1995-11-30
7.937437057495117,1995-12-01
7.727450847625732,1995-12-04
7.8534417152404785,1995-12-05
8.063426971435547,1995-12-06
8.147419929504395,1995-12-07
8.063426971435547,1995-12-08
8.021432876586914,1995-12-11
7.979434013366699,1995-12-12
7.937437057495117,1995-12-13
7.727450847625732,1995-12-14
7.727450847625732,1995-12-15
7.475469589233398,1995-12-18
7.349479675292969,1995-12-19
7.307483196258545,1995-12-20
7.265485763549805,1995-12-21
7.349479675292969,1995-12-22
7.139490604400635,1995-12-26
7.265485763549805,1995-12-27
7.139490604400635,1995-12-28
7.391474723815918,1995-12-29
7.559463977813721,1996-01-02
7.559463977813721,1996-01-03
7.433469772338867,1996-01-04
7.433469772338867,1996-01-05
7.517467975616455,1996-01-08
7.517467975616455,1996-01-09
7.349479675292969,1996-01-10
7.349479675292969,1996-01-11
7.391474723815918,1996-01-12
7.391474723815918,1996-01-15
7.559463977813721,1996-01-16
7.559463977813721,1996-01-17
7.475469589233398,1996-01-18
7.517467975616455,1996-01-19
7.391474723815918,1996-01-22
7.265485763549805,1996-01-23
7.391474723815918,1996-01-24
7.391474723815918,1996-01-25
7.349479675292969,1996-01-26
7.391474723815918,1996-01-29
7.391474723815918,1996-01-30
7.517467975616455,1996-01-31
7.643459796905518,1996-02-01
7.685454845428467,1996-02-02
7.475469589233398,1996-02-05
7.559463977813721,1996-02-06
7.89544153213501,1996-02-07
8.063426971435547,1996-02-08
8.105423927307129,1996-02-09
8.189421653747559,1996-02-12
8.189421653747559,1996-02-13
8.27341365814209,1996-02-14
8.231415748596191,1996-02-15
8.315412521362305,1996-02-16
8.063426971435547,1996-02-20
7.979434013366699,1996-02-21
8.105423927307129,1996-02-22
8.231415748596191,1996-02-23
8.105423927307129,1996-02-26
7.979434013366699,1996-02-27
8.065581321716309,1996-02-28
7.896667003631592,1996-02-29
8.023350715637207,1996-03-01
8.27672290802002,1996-03-04
8.192264556884766,1996-03-05
8.27672290802002,1996-03-06
8.318947792053223,1996-03-07
8.023350715637207,1996-03-08
8.15003490447998,1996-03-11
8.107808113098145,1996-03-12
8.065581321716309,1996-03-13
8.15003490447998,1996-03-14
8.023350715637207,1996-03-15
7.896667003631592,1996-03-18
7.854436874389648,1996-03-19
7.854436874389648,1996-03-20
7.896667003631592,1996-03-21
7.981125831604004,1996-03-22
8.023350715637207,1996-03-25
7.938892364501953,1996-03-26
7.896667003631592,1996-03-27
8.023350715637207,1996-03-28
8.234491348266602,1996-03-29
8.27672290802002,1996-04-01
8.107808113098145,1996-04-02
8.192264556884766,1996-04-03
8.318947792053223,1996-04-04
8.27672290802002,1996-04-08
8.614542961120605,1996-04-09
8.65677261352539,1996-04-10
8.65677261352539,1996-04-11
8.65677261352539,1996-04-12
8.78345775604248,1996-04-15
8.78345775604248,1996-04-16
8.78345775604248,1996-04-17
8.86790943145752,1996-04-18
8.994597434997559,1996-04-19
9.079058647155762,1996-04-22
8.952371597290039,1996-04-23
9.163514137268066,1996-04-24
9.4591064453125,1996-04-25
9.501335144042969,1996-04-26
9.501335144042969,1996-04-29
9.501335144042969,1996-04-30
9.416879653930664,1996-05-01
9.4591064453125,1996-05-02
9.501335144042969,1996-05-03
9.416879653930664,1996-05-06
9.416879653930664,1996-05-07
9.290196418762207,1996-05-08
9.374649047851562,1996-05-09
9.501335144042969,1996-05-10
9.4591064453125,1996-05-13
9.543563842773438,1996-05-14
9.585792541503906,1996-05-15
9.543563842773438,1996-05-16
9.501335144042969,1996-05-17
9.543563842773438,1996-05-20
9.4591064453125,1996-05-21
9.4591064453125,1996-05-22
9.4591064453125,1996-05-23
9.543563842773438,1996-05-24
9.587686538696289,1996-05-28
9.672533988952637,1996-05-29
9.757376670837402,1996-05-30
9.757376670837402,1996-05-31
9.799803733825684,1996-06-03
9.799803733825684,1996-06-04
9.714954376220703,1996-06-05
9.757376670837402,1996-06-06
9.757376670837402,1996-06-07
9.757376670837402,1996-06-10
9.757376670837402,1996-06-11
9.714954376220703,1996-06-12
9.799803733825684,1996-06-13
9.630108833312988,1996-06-14
9.587686538696289,1996-06-17
9.54526138305664,1996-06-18
9.417994499206543,1996-06-19
9.333144187927246,1996-06-20
9.205875396728516,1996-06-21
9.24830150604248,1996-06-24
9.502840042114258,1996-06-25
9.460412979125977,1996-06-26
9.587686538696289,1996-06-27
9.672533988952637,1996-06-28
9.630108833312988,1996-07-01
9.672533988952637,1996-07-02
9.502840042114258,1996-07-03
9.460412979125977,1996-07-05
9.333144187927246,1996-07-08
9.333144187927246,1996-07-09
9.417994499206543,1996-07-10
9.03618335723877,1996-07-11
8.824066162109375,1996-07-12
8.824066162109375,1996-07-15
8.4846773147583,1996-07-16
8.399831771850586,1996-07-17
8.314981460571289,1996-07-18
8.314981460571289,1996-07-19
8.230134963989258,1996-07-22
8.102863311767578,1996-07-23
7.763480186462402,1996-07-24
8.102863311767578,1996-07-25
8.14529037475586,1996-07-26
8.272561073303223,1996-07-29
8.314981460571289,1996-07-30
8.314981460571289,1996-07-31
8.4846773147583,1996-08-01
8.611948013305664,1996-08-02
8.696797370910645,1996-08-05
8.78164291381836,1996-08-06
8.739215850830078,1996-08-07
8.78164291381836,1996-08-08
8.824066162109375,1996-08-09
8.78164291381836,1996-08-12
8.78164291381836,1996-08-13
8.739215850830078,1996-08-14
8.78164291381836,1996-08-15
8.78164291381836,1996-08-16
8.739215850830078,1996-08-19
8.78164291381836,1996-08-20
8.866487503051758,1996-08-21
8.90891170501709,1996-08-22
8.90891170501709,1996-08-23
8.951333999633789,1996-08-26
8.90891170501709,1996-08-27
8.993759155273438,1996-08-28
8.866487503051758,1996-08-29
8.951333999633789,1996-08-30
9.03618335723877,1996-09-03
9.03618335723877,1996-09-04
8.951333999633789,1996-09-05
9.03618335723877,1996-09-06
9.121030807495117,1996-09-09
9.163450241088867,1996-09-10
9.078604698181152,1996-09-11
9.126365661621094,1996-09-12
9.211662292480469,1996-09-13
9.0410737991333,1996-09-16
8.998427391052246,1996-09-17
9.126365661621094,1996-09-18
9.083721160888672,1996-09-19
9.126365661621094,1996-09-20
9.083721160888672,1996-09-23
9.126365661621094,1996-09-24
9.083721160888672,1996-09-25
9.0410737991333,1996-09-26
9.083721160888672,1996-09-27
9.083721160888672,1996-09-30
9.126365661621094,1996-10-01
9.126365661621094,1996-10-02
9.083721160888672,1996-10-03
9.083721160888672,1996-10-04
9.126365661621094,1996-10-07
9.083721160888672,1996-10-08
9.083721160888672,1996-10-09
9.211662292480469,1996-10-10
9.296957969665527,1996-10-11
9.169015884399414,1996-10-14
8.998427391052246,1996-10-15
9.0410737991333,1996-10-16
9.083721160888672,1996-10-17
9.126365661621094,1996-10-18
9.169015884399414,1996-10-21
9.126365661621094,1996-10-22
9.126365661621094,1996-10-23
9.126365661621094,1996-10-24
9.0410737991333,1996-10-25
8.955782890319824,1996-10-28
8.998427391052246,1996-10-29
9.083721160888672,1996-10-30
9.169015884399414,1996-10-31
9.083721160888672,1996-11-01
8.955782890319824,1996-11-04
8.998427391052246,1996-11-05
8.955782890319824,1996-11-06
8.998427391052246,1996-11-07
9.211662292480469,1996-11-08
9.0410737991333,1996-11-11
8.955782890319824,1996-11-12
8.870490074157715,1996-11-13
8.91313648223877,1996-11-14
8.870490074157715,1996-11-15
8.82784366607666,1996-11-18
8.870490074157715,1996-11-19
8.870490074157715,1996-11-20
8.742552757263184,1996-11-21
8.699901580810547,1996-11-22
8.870490074157715,1996-11-25
8.870490074157715,1996-11-26
8.832761764526367,1996-11-27
8.875633239746094,1996-11-29
8.918516159057617,1996-12-02
8.832761764526367,1996-12-03
8.832761764526367,1996-12-04
8.832761764526367,1996-12-05
8.78987979888916,1996-12-06
8.78987979888916,1996-12-09
8.832761764526367,1996-12-10
8.747004508972168,1996-12-11
8.747004508972168,1996-12-12
8.661247253417969,1996-12-13
8.575491905212402,1996-12-16
8.489738464355469,1996-12-17
8.446858406066895,1996-12-18
8.189594268798828,1996-12-19
8.232478141784668,1996-12-20
7.975205421447754,1996-12-23
7.975205421447754,1996-12-24
8.103840827941895,1996-12-26
8.06096363067627,1996-12-27
8.06096363067627,1996-12-30
8.01807975769043,1996-12-31
