RCL,Date
5.8651814460754395,1993-04-28
5.985701560974121,1993-04-29
5.905357837677002,1993-04-30
5.905357837677002,1993-05-03
5.825010299682617,1993-05-04
5.70449161529541,1993-05-05
5.6643195152282715,1993-05-06
5.70449161529541,1993-05-07
5.70449161529541,1993-05-10
5.744667053222656,1993-05-11
5.6643195152282715,1993-05-12
5.624146461486816,1993-05-13
5.624146461486816,1993-05-14
5.543802261352539,1993-05-17
5.302767276763916,1993-05-18
5.423285484313965,1993-05-19
5.222421169281006,1993-05-20
5.262596130371094,1993-05-21
5.222421169281006,1993-05-24
5.101905345916748,1993-05-25
5.302767276763916,1993-05-26
5.46345853805542,1993-05-27
5.583975315093994,1993-05-28
5.46345853805542,1993-06-01
5.583975315093994,1993-06-02
5.46345853805542,1993-06-03
5.503631591796875,1993-06-04
5.543802261352539,1993-06-07
5.503631591796875,1993-06-08
5.423285484313965,1993-06-09
5.503631591796875,1993-06-10
5.6643195152282715,1993-06-11
5.744667053222656,1993-06-14
5.70449161529541,1993-06-15
5.744667053222656,1993-06-16
5.744667053222656,1993-06-17
5.70449161529541,1993-06-18
5.70449161529541,1993-06-21
5.70449161529541,1993-06-22
5.624146461486816,1993-06-23
5.6643195152282715,1993-06-24
5.905357837677002,1993-06-25
6.146389961242676,1993-06-28
6.106220245361328,1993-06-29
6.106220245361328,1993-06-30
6.186563014984131,1993-07-01
6.106220245361328,1993-07-02
5.985701560974121,1993-07-06
5.945527076721191,1993-07-07
6.106220245361328,1993-07-08
6.106220245361328,1993-07-09
6.106220245361328,1993-07-12
6.106220245361328,1993-07-13
6.26690673828125,1993-07-14
6.26690673828125,1993-07-15
6.26690673828125,1993-07-16
6.26690673828125,1993-07-19
6.26690673828125,1993-07-20
6.387424468994141,1993-07-21
6.467767715454102,1993-07-22
6.347252368927002,1993-07-23
6.467767715454102,1993-07-26
6.588287830352783,1993-07-27
7.110530376434326,1993-07-28
7.351563453674316,1993-07-29
7.5122551918029785,1993-07-30
7.472082138061523,1993-08-02
7.3917365074157715,1993-08-03
7.592598915100098,1993-08-04
7.83363676071167,1993-08-05
7.672943115234375,1993-08-06
7.71311616897583,1993-08-09
7.5122551918029785,1993-08-10
7.552428245544434,1993-08-11
7.552428245544434,1993-08-12
7.5122551918029785,1993-08-13
7.552428245544434,1993-08-16
7.672943115234375,1993-08-17
7.71311616897583,1993-08-18
7.793460369110107,1993-08-19
7.71311616897583,1993-08-20
7.71311616897583,1993-08-23
7.753289222717285,1993-08-24
7.913978576660156,1993-08-25
7.769911289215088,1993-08-26
7.486632823944092,1993-08-27
7.648507118225098,1993-08-30
7.688974380493164,1993-08-31
7.810380458831787,1993-09-01
8.05318832397461,1993-09-02
7.931786060333252,1993-09-03
7.891320705413818,1993-09-07
7.810380458831787,1993-09-08
7.729442596435547,1993-09-09
7.6080403327941895,1993-09-10
7.648507118225098,1993-09-13
7.405695915222168,1993-09-14
7.405695915222168,1993-09-15
7.486632823944092,1993-09-16
7.486632823944092,1993-09-17
7.688974380493164,1993-09-20
7.486632823944092,1993-09-21
7.56757116317749,1993-09-22
7.769911289215088,1993-09-23
7.769911289215088,1993-09-24
7.729442596435547,1993-09-27
7.769911289215088,1993-09-28
7.8508477210998535,1993-09-29
7.931786060333252,1993-09-30
7.769911289215088,1993-10-01
7.729442596435547,1993-10-04
7.729442596435547,1993-10-05
7.931786060333252,1993-10-06
7.891320705413818,1993-10-07
7.648507118225098,1993-10-08
7.769911289215088,1993-10-11
7.810380458831787,1993-10-12
7.769911289215088,1993-10-13
7.648507118225098,1993-10-14
7.6080403327941895,1993-10-15
8.255529403686523,1993-10-18
8.134126663208008,1993-10-19
7.931786060333252,1993-10-20
8.134126663208008,1993-10-21
8.255529403686523,1993-10-22
8.498342514038086,1993-10-25
8.579276084899902,1993-10-26
8.741150856018066,1993-10-27
8.741150856018066,1993-10-28
8.579276084899902,1993-10-29
8.741150856018066,1993-11-01
8.53880500793457,1993-11-02
8.457870483398438,1993-11-03
8.255529403686523,1993-11-04
8.012726783752441,1993-11-05
8.05318832397461,1993-11-08
8.093661308288574,1993-11-09
8.255529403686523,1993-11-10
8.295999526977539,1993-11-11
8.295999526977539,1993-11-12
8.457870483398438,1993-11-15
8.579276084899902,1993-11-16
8.579276084899902,1993-11-17
8.295999526977539,1993-11-18
8.295999526977539,1993-11-19
8.093661308288574,1993-11-22
8.012726783752441,1993-11-23
8.407508850097656,1993-11-24
8.407508850097656,1993-11-26
8.407508850097656,1993-11-29
8.36689281463623,1993-11-30
8.407508850097656,1993-12-01
8.36689281463623,1993-12-02
8.407508850097656,1993-12-03
8.245041847229004,1993-12-06
8.123196601867676,1993-12-07
8.245041847229004,1993-12-08
8.285661697387695,1993-12-09
8.285661697387695,1993-12-10
8.285661697387695,1993-12-13
8.163814544677734,1993-12-14
8.001348495483398,1993-12-15
7.879499912261963,1993-12-16
7.960733890533447,1993-12-17
8.041966438293457,1993-12-20
8.163814544677734,1993-12-21
8.082581520080566,1993-12-22
8.285661697387695,1993-12-23
8.407508850097656,1993-12-27
8.691818237304688,1993-12-28
8.529354095458984,1993-12-29
8.610589981079102,1993-12-30
8.691818237304688,1993-12-31
8.610589981079102,1994-01-03
8.813667297363281,1994-01-04
8.610589981079102,1994-01-05
8.569971084594727,1994-01-06
8.569971084594727,1994-01-07
8.813667297363281,1994-01-10
8.691818237304688,1994-01-11
8.732437133789062,1994-01-12
8.691818237304688,1994-01-13
8.732437133789062,1994-01-14
9.17921257019043,1994-01-17
9.097983360290527,1994-01-18
8.935517311096191,1994-01-19
9.05736255645752,1994-01-20
9.097983360290527,1994-01-21
9.138595581054688,1994-01-24
9.138595581054688,1994-01-25
9.016746520996094,1994-01-26
8.85428524017334,1994-01-27
8.813667297363281,1994-01-28
8.813667297363281,1994-01-31
8.813667297363281,1994-02-01
8.813667297363281,1994-02-02
8.732437133789062,1994-02-03
8.691818237304688,1994-02-04
8.651205062866211,1994-02-07
9.17921257019043,1994-02-08
9.138595581054688,1994-02-09
9.097983360290527,1994-02-10
8.9761323928833,1994-02-11
9.016746520996094,1994-02-14
8.85428524017334,1994-02-15
8.691818237304688,1994-02-16
8.773053169250488,1994-02-17
8.773053169250488,1994-02-18
8.610589981079102,1994-02-22
8.680686950683594,1994-02-23
8.762194633483887,1994-02-24
8.762194633483887,1994-02-25
8.925214767456055,1994-02-28
8.884458541870117,1994-03-01
8.639931678771973,1994-03-02
8.639931678771973,1994-03-03
8.762194633483887,1994-03-04
8.762194633483887,1994-03-07
8.802947044372559,1994-03-08
8.802947044372559,1994-03-09
8.762194633483887,1994-03-10
8.558422088623047,1994-03-11
8.680686950683594,1994-03-14
8.72143840789795,1994-03-15
8.72143840789795,1994-03-16
8.680686950683594,1994-03-17
8.802947044372559,1994-03-18
8.884458541870117,1994-03-21
8.802947044372559,1994-03-22
8.925214767456055,1994-03-23
8.843706130981445,1994-03-24
8.843706130981445,1994-03-25
8.802947044372559,1994-03-28
8.680686950683594,1994-03-29
8.43616008758545,1994-03-30
8.110126495361328,1994-03-31
7.824841022491455,1994-04-04
8.069368362426758,1994-04-05
8.028614044189453,1994-04-06
8.110126495361328,1994-04-07
8.069368362426758,1994-04-08
8.110126495361328,1994-04-11
8.273144721984863,1994-04-12
8.273144721984863,1994-04-13
8.273144721984863,1994-04-14
8.313896179199219,1994-04-15
8.354646682739258,1994-04-18
8.273144721984863,1994-04-19
8.191632270812988,1994-04-20
8.15088176727295,1994-04-21
8.232386589050293,1994-04-22
8.354646682739258,1994-04-25
8.395407676696777,1994-04-26
8.72143840789795,1994-04-28
9.04747486114502,1994-04-29
9.088226318359375,1994-05-02
9.04747486114502,1994-05-03
8.884458541870117,1994-05-04
8.965962409973145,1994-05-05
8.925214767456055,1994-05-06
8.72143840789795,1994-05-09
8.680686950683594,1994-05-10
8.680686950683594,1994-05-11
8.884458541870117,1994-05-12
8.802947044372559,1994-05-13
9.006719589233398,1994-05-16
8.965962409973145,1994-05-17
9.006719589233398,1994-05-18
9.21049690246582,1994-05-19
9.332756996154785,1994-05-20
9.332756996154785,1994-05-23
9.128986358642578,1994-05-24
9.321965217590332,1994-05-25
9.321965217590332,1994-05-26
9.40373706817627,1994-05-27
9.526394844055176,1994-05-31
9.567277908325195,1994-06-01
9.321965217590332,1994-06-02
9.40373706817627,1994-06-03
9.485513687133789,1994-06-06
9.15842056274414,1994-06-07
9.199308395385742,1994-06-08
9.199308395385742,1994-06-09
9.199308395385742,1994-06-10
9.240195274353027,1994-06-13
9.321965217590332,1994-06-14
9.281082153320312,1994-06-15
9.362850189208984,1994-06-16
9.321965217590332,1994-06-17
9.035768508911133,1994-06-20
8.790449142456055,1994-06-21
8.994880676269531,1994-06-22
8.994880676269531,1994-06-23
8.83133602142334,1994-06-24
8.872222900390625,1994-06-27
9.117536544799805,1994-06-28
9.117536544799805,1994-06-29
9.076651573181152,1994-06-30
9.076651573181152,1994-07-01
9.035768508911133,1994-07-05
9.076651573181152,1994-07-06
9.281082153320312,1994-07-07
9.526394844055176,1994-07-08
9.444624900817871,1994-07-11
9.649049758911133,1994-07-12
9.526394844055176,1994-07-13
9.526394844055176,1994-07-14
9.526394844055176,1994-07-15
9.444624900817871,1994-07-18
9.485513687133789,1994-07-19
9.444624900817871,1994-07-20
9.485513687133789,1994-07-21
9.444624900817871,1994-07-22
9.444624900817871,1994-07-25
9.444624900817871,1994-07-26
9.444624900817871,1994-07-27
9.444624900817871,1994-07-28
9.444624900817871,1994-07-29
9.444624900817871,1994-08-01
9.485513687133789,1994-08-02
9.444624900817871,1994-08-03
9.485513687133789,1994-08-04
9.567277908325195,1994-08-05
9.608165740966797,1994-08-08
9.608165740966797,1994-08-09
9.485513687133789,1994-08-10
9.485513687133789,1994-08-11
9.649049758911133,1994-08-12
9.649049758911133,1994-08-15
9.730825424194336,1994-08-16
9.730825424194336,1994-08-17
9.730825424194336,1994-08-18
9.730825424194336,1994-08-19
9.689942359924316,1994-08-22
9.730825424194336,1994-08-23
9.689942359924316,1994-08-24
9.608165740966797,1994-08-25
9.685318946838379,1994-08-26
9.685318946838379,1994-08-29
9.685318946838379,1994-08-30
9.644279479980469,1994-08-31
8.98764705657959,1994-09-01
9.23388385772705,1994-09-02
9.439083099365234,1994-09-06
9.439083099365234,1994-09-07
9.357007026672363,1994-09-08
9.27492618560791,1994-09-09
9.315967559814453,1994-09-12
9.398041725158691,1994-09-13
9.439083099365234,1994-09-14
9.52116584777832,1994-09-15
9.315967559814453,1994-09-16
9.23388385772705,1994-09-19
9.192846298217773,1994-09-20
9.028691291809082,1994-09-21
8.94660758972168,1994-09-22
8.823490142822266,1994-09-23
8.659334182739258,1994-09-26
8.495174407958984,1994-09-27
8.618291854858398,1994-09-28
8.741409301757812,1994-09-29
8.536212921142578,1994-09-30
8.659334182739258,1994-10-03
8.577252388000488,1994-10-04
8.536212921142578,1994-10-05
8.577252388000488,1994-10-06
8.577252388000488,1994-10-07
8.98764705657959,1994-10-10
9.028691291809082,1994-10-11
9.52116584777832,1994-10-12
9.726365089416504,1994-10-13
9.52116584777832,1994-10-14
9.644279479980469,1994-10-17
9.685318946838379,1994-10-18
9.685318946838379,1994-10-19
9.52116584777832,1994-10-20
9.562201499938965,1994-10-21
9.562201499938965,1994-10-24
9.52116584777832,1994-10-25
9.767401695251465,1994-10-26
9.972597122192383,1994-10-27
9.849477767944336,1994-10-28
9.767401695251465,1994-10-31
9.52116584777832,1994-11-01
9.562201499938965,1994-11-02
9.562201499938965,1994-11-03
9.603238105773926,1994-11-04
9.52116584777832,1994-11-07
9.398041725158691,1994-11-08
9.398041725158691,1994-11-09
9.315967559814453,1994-11-10
9.27492618560791,1994-11-11
9.27492618560791,1994-11-14
9.192846298217773,1994-11-15
9.192846298217773,1994-11-16
9.151803970336914,1994-11-17
9.069731712341309,1994-11-18
9.069731712341309,1994-11-21
8.94660758972168,1994-11-22
8.864529609680176,1994-11-23
8.983202934265137,1994-11-25
8.90079116821289,1994-11-28
8.90079116821289,1994-11-29
9.065622329711914,1994-11-30
8.941999435424805,1994-12-01
8.90079116821289,1994-12-02
8.90079116821289,1994-12-05
8.818378448486328,1994-12-06
8.859586715698242,1994-12-07
8.69475269317627,1994-12-08
8.48871898651123,1994-12-09
8.365095138549805,1994-12-12
8.406306266784668,1994-12-13
8.571134567260742,1994-12-14
8.571134567260742,1994-12-15
8.735962867736816,1994-12-16
8.653547286987305,1994-12-19
8.612342834472656,1994-12-20
8.653547286987305,1994-12-21
8.818378448486328,1994-12-22
9.14803695678711,1994-12-23
9.024412155151367,1994-12-27
8.90079116821289,1994-12-28
9.14803695678711,1994-12-29
9.395282745361328,1994-12-30
9.106830596923828,1995-01-03
8.90079116821289,1995-01-04
8.859586715698242,1995-01-05
8.90079116821289,1995-01-06
8.941999435424805,1995-01-09
8.859586715698242,1995-01-10
8.571134567260742,1995-01-11
8.735962867736816,1995-01-12
8.77717113494873,1995-01-13
8.77717113494873,1995-01-16
8.69475269317627,1995-01-17
8.653547286987305,1995-01-18
8.69475269317627,1995-01-19
8.69475269317627,1995-01-20
8.735962867736816,1995-01-23
8.90079116821289,1995-01-24
9.14803695678711,1995-01-25
9.230453491210938,1995-01-26
9.14803695678711,1995-01-27
9.14803695678711,1995-01-30
9.065622329711914,1995-01-31
9.065622329711914,1995-02-01
9.106830596923828,1995-02-02
9.106830596923828,1995-02-03
9.106830596923828,1995-02-06
8.983202934265137,1995-02-07
8.365095138549805,1995-02-08
8.406306266784668,1995-02-09
8.529926300048828,1995-02-10
8.323890686035156,1995-02-13
8.406306266784668,1995-02-14
8.323890686035156,1995-02-15
8.406306266784668,1995-02-16
8.529926300048828,1995-02-17
8.529926300048828,1995-02-21
8.529926300048828,1995-02-22
