HIG,Date
15.221684455871582,1996-07-01
15.256518363952637,1996-07-02
15.117183685302734,1996-07-03
14.7688627243042,1996-07-05
14.734023094177246,1996-07-08
14.594700813293457,1996-07-09
14.7688627243042,1996-07-10
14.525038719177246,1996-07-11
14.559865951538086,1996-07-12
14.211544036865234,1996-07-15
14.420536041259766,1996-07-16
14.90818977355957,1996-07-17
14.943016052246094,1996-07-18
14.943016052246094,1996-07-19
14.594700813293457,1996-07-22
14.316039085388184,1996-07-23
14.38570499420166,1996-07-24
14.141881942749023,1996-07-25
14.176712036132812,1996-07-26
14.141881942749023,1996-07-29
14.629533767700195,1996-07-30
14.734023094177246,1996-07-31
14.80368709564209,1996-08-01
15.08234691619873,1996-08-02
15.012686729431152,1996-08-05
15.08234691619873,1996-08-06
14.943016052246094,1996-08-07
14.977856636047363,1996-08-08
15.012686729431152,1996-08-09
15.08234691619873,1996-08-12
15.047525405883789,1996-08-13
14.90818977355957,1996-08-14
14.943016052246094,1996-08-15
14.943016052246094,1996-08-16
15.08234691619873,1996-08-19
15.047525405883789,1996-08-20
15.08234691619873,1996-08-21
15.047525405883789,1996-08-22
15.117183685302734,1996-08-23
15.08234691619873,1996-08-26
15.047525405883789,1996-08-27
15.019448280334473,1996-08-28
15.019448280334473,1996-08-29
14.808895111083984,1996-08-30
14.52815055847168,1996-09-03
14.738706588745117,1996-09-04
14.808895111083984,1996-09-05
14.879082679748535,1996-09-06
15.019448280334473,1996-09-09
14.879082679748535,1996-09-10
15.194900512695312,1996-09-11
16.037120819091797,1996-09-12
16.072214126586914,1996-09-13
16.037120819091797,1996-09-16
16.00202178955078,1996-09-17
16.177486419677734,1996-09-18
16.107301712036133,1996-09-19
16.072214126586914,1996-09-20
16.142391204833984,1996-09-23
16.317855834960938,1996-09-24
16.247671127319336,1996-09-25
16.35295867919922,1996-09-26
16.738967895507812,1996-09-27
16.563501358032227,1996-09-30
16.844242095947266,1996-10-01
16.668771743774414,1996-10-02
16.598594665527344,1996-10-03
17.26534652709961,1996-10-04
16.914424896240234,1996-10-07
17.089887619018555,1996-10-08
17.01969337463379,1996-10-09
16.914424896240234,1996-10-10
16.914424896240234,1996-10-11
16.94951629638672,1996-10-14
16.87932586669922,1996-10-15
17.370615005493164,1996-10-16
17.616273880004883,1996-10-17
17.510990142822266,1996-10-18
17.23025131225586,1996-10-21
17.23025131225586,1996-10-22
17.54608154296875,1996-10-23
17.23025131225586,1996-10-24
17.370615005493164,1996-10-25
17.405715942382812,1996-10-28
17.58116912841797,1996-10-29
17.616273880004883,1996-10-30
17.68644905090332,1996-10-31
18.14264488220215,1996-11-01
18.072463989257812,1996-11-04
18.177736282348633,1996-11-05
18.353206634521484,1996-11-06
18.704126358032227,1996-11-07
18.669031143188477,1996-11-08
18.91468048095703,1996-11-11
18.633934020996094,1996-11-12
18.739215850830078,1996-11-13
18.704126358032227,1996-11-14
18.528661727905273,1996-11-15
18.38829231262207,1996-11-18
18.212833404541016,1996-11-19
18.598854064941406,1996-11-20
18.528661727905273,1996-11-21
18.809402465820312,1996-11-22
19.09013557434082,1996-11-25
19.309001922607422,1996-11-26
19.09719467163086,1996-11-27
19.309001922607422,1996-11-29
19.41489601135254,1996-12-02
19.37959861755371,1996-12-03
18.77950096130371,1996-12-04
18.67360496520996,1996-12-05
18.355897903442383,1996-12-06
18.6382999420166,1996-12-09
18.567699432373047,1996-12-10
18.320600509643555,1996-12-11
18.285303115844727,1996-12-12
18.144107818603516,1996-12-13
18.07349967956543,1996-12-16
18.320600509643555,1996-12-17
18.60300064086914,1996-12-18
19.37959861755371,1996-12-19
19.62668800354004,1996-12-20
19.344303131103516,1996-12-23
19.37959861755371,1996-12-24
19.55609893798828,1996-12-26
19.41489601135254,1996-12-27
19.55609893798828,1996-12-30
19.061893463134766,1996-12-31
18.53240394592285,1997-01-02
19.026594161987305,1997-01-03
19.309001922607422,1997-01-06
19.485502243041992,1997-01-07
19.450206756591797,1997-01-08
19.55609893798828,1997-01-09
19.132488250732422,1997-01-10
18.920705795288086,1997-01-13
19.273693084716797,1997-01-14
19.167795181274414,1997-01-15
19.167795181274414,1997-01-16
19.59139633178711,1997-01-17
19.697288513183594,1997-01-20
19.803197860717773,1997-01-21
20.297388076782227,1997-01-22
20.367984771728516,1997-01-23
20.403284072875977,1997-01-24
20.014991760253906,1997-01-27
20.085588455200195,1997-01-28
19.873794555664062,1997-01-29
20.262088775634766,1997-01-30
20.720991134643555,1997-01-31
20.932790756225586,1997-02-03
21.0739803314209,1997-02-04
21.532880783081055,1997-02-05
21.21519660949707,1997-02-06
21.2504825592041,1997-02-07
22.132978439331055,1997-02-10
22.132978439331055,1997-02-11
22.027080535888672,1997-02-12
22.097679138183594,1997-02-13
22.80368423461914,1997-02-14
22.309484481811523,1997-02-18
22.344770431518555,1997-02-19
21.81527328491211,1997-02-20
21.2504825592041,1997-02-21
21.956483840942383,1997-02-24
22.097679138183594,1997-02-25
21.850587844848633,1997-02-26
21.356372833251953,1997-02-27
21.179882049560547,1997-02-28
21.038686752319336,1997-03-03
20.932790756225586,1997-03-04
21.144582748413086,1997-03-05
21.3646183013916,1997-03-06
21.790491104125977,1997-03-07
22.251853942871094,1997-03-10
22.571256637573242,1997-03-11
22.39382553100586,1997-03-12
21.57754898071289,1997-03-13
21.542072296142578,1997-03-14
21.329126358032227,1997-03-17
20.974241256713867,1997-03-18
20.654844284057617,1997-03-19
20.619340896606445,1997-03-20
21.329126358032227,1997-03-21
20.974241256713867,1997-03-24
21.3646183013916,1997-03-25
20.90325355529785,1997-03-26
20.725814819335938,1997-03-27
20.477386474609375,1997-03-31
20.406408309936523,1997-04-01
20.15798568725586,1997-04-02
19.73211669921875,1997-04-03
19.80308723449707,1997-04-04
20.299951553344727,1997-04-07
20.122486114501953,1997-04-08
20.299951553344727,1997-04-09
20.335430145263672,1997-04-10
19.838581085205078,1997-04-11
19.483684539794922,1997-04-14
19.696619033813477,1997-04-15
19.874069213867188,1997-04-16
19.73211669921875,1997-04-17
19.98053550720215,1997-04-18
19.59015464782715,1997-04-21
19.945049285888672,1997-04-22
20.051509857177734,1997-04-23
19.9095458984375,1997-04-24
19.625646591186523,1997-04-25
19.80308723449707,1997-04-28
20.796791076660156,1997-04-29
21.151687622070312,1997-04-30
20.90325355529785,1997-05-01
21.009729385375977,1997-05-02
21.861474990844727,1997-05-05
21.861474990844727,1997-05-06
21.57754898071289,1997-05-07
21.96794891357422,1997-05-08
21.93244743347168,1997-05-09
21.96794891357422,1997-05-12
21.613040924072266,1997-05-13
21.684030532836914,1997-05-14
21.82598876953125,1997-05-15
21.3646183013916,1997-05-16
21.719514846801758,1997-05-19
22.07442283630371,1997-05-20
22.429298400878906,1997-05-21
22.251853942871094,1997-05-22
22.003427505493164,1997-05-23
21.542072296142578,1997-05-27
21.542072296142578,1997-05-28
21.584875106811523,1997-05-29
22.262754440307617,1997-05-30
22.013017654418945,1997-06-02
21.870298385620117,1997-06-03
21.870298385620117,1997-06-04
22.155725479125977,1997-06-05
22.262754440307617,1997-06-06
22.583852767944336,1997-06-09
23.226055145263672,1997-06-10
23.511476516723633,1997-06-11
24.260700225830078,1997-06-12
24.332042694091797,1997-06-13
24.617475509643555,1997-06-16
24.225021362304688,1997-06-17
24.082300186157227,1997-06-18
24.260700225830078,1997-06-19
24.225021362304688,1997-06-20
23.97528076171875,1997-06-23
24.135820388793945,1997-06-24
24.189334869384766,1997-06-25
24.082300186157227,1997-06-26
23.93960952758789,1997-06-27
23.618494033813477,1997-06-30
23.493642807006836,1997-07-01
24.242855072021484,1997-07-02
24.670978546142578,1997-07-03
24.670978546142578,1997-07-07
24.581775665283203,1997-07-08
24.72450828552246,1997-07-09
25.063434600830078,1997-07-10
25.116939544677734,1997-07-11
24.956403732299805,1997-07-14
24.920743942260742,1997-07-15
25.099105834960938,1997-07-16
24.474760055541992,1997-07-17
23.868244171142578,1997-07-18
23.672021865844727,1997-07-21
24.242855072021484,1997-07-22
24.956403732299805,1997-07-23
24.59963035583496,1997-07-24
24.831544876098633,1997-07-25
24.51043701171875,1997-07-28
24.670978546142578,1997-07-29
25.009931564331055,1997-07-30
24.867204666137695,1997-07-31
24.43907928466797,1997-08-01
24.617475509643555,1997-08-04
24.617475509643555,1997-08-05
25.081279754638672,1997-08-06
24.617475509643555,1997-08-07
24.242855072021484,1997-08-08
24.45692253112793,1997-08-11
23.779056549072266,1997-08-12
23.636333465576172,1997-08-13
23.564987182617188,1997-08-14
23.475778579711914,1997-08-15
23.725534439086914,1997-08-18
24.3142032623291,1997-08-19
24.296375274658203,1997-08-20
24.028778076171875,1997-08-21
23.796875,1997-08-22
23.796875,1997-08-25
23.011978149414062,1997-08-26
23.011978149414062,1997-08-27
22.983306884765625,1997-08-28
22.875730514526367,1997-08-29
23.521127700805664,1997-09-02
23.84381866455078,1997-09-03
23.341856002807617,1997-09-04
23.592836380004883,1997-09-05
23.736263275146484,1997-09-08
23.84381866455078,1997-09-09
23.682479858398438,1997-09-10
23.16257667541504,1997-09-11
23.44941520690918,1997-09-12
23.682479858398438,1997-09-15
24.202375411987305,1997-09-16
24.668508529663086,1997-09-17
24.72228240966797,1997-09-18
24.883636474609375,1997-09-19
25.009122848510742,1997-09-22
24.8477840423584,1997-09-23
24.829853057861328,1997-09-24
24.740219116210938,1997-09-25
24.668508529663086,1997-09-26
24.560928344726562,1997-09-29
24.68643569946289,1997-09-30
25.009122848510742,1997-10-01
24.91948699951172,1997-10-02
25.5111141204834,1997-10-03
25.9055118560791,1997-10-06
24.668508529663086,1997-10-07
24.793996810913086,1997-10-08
24.453371047973633,1997-10-09
24.309938430786133,1997-10-10
24.202375411987305,1997-10-13
24.094818115234375,1997-10-14
23.915525436401367,1997-10-15
23.86174964904785,1997-10-16
23.700403213500977,1997-10-17
23.879680633544922,1997-10-20
24.417512893676758,1997-10-21
24.39958953857422,1997-10-22
24.632644653320312,1997-10-23
24.39958953857422,1997-10-24
23.556983947753906,1997-10-27
24.184450149536133,1997-10-28
24.38165855407715,1997-10-29
23.377700805664062,1997-10-30
23.23428726196289,1997-10-31
23.44941520690918,1997-11-03
22.96537971496582,1997-11-04
22.786094665527344,1997-11-05
23.198427200317383,1997-11-06
23.180492401123047,1997-11-07
23.305988311767578,1997-11-10
23.07293701171875,1997-11-11
22.947439193725586,1997-11-12
22.929506301879883,1997-11-13
23.180492401123047,1997-11-14
23.574907302856445,1997-11-17
23.790056228637695,1997-11-18
23.64661979675293,1997-11-19
24.39958953857422,1997-11-20
24.507164001464844,1997-11-21
24.23822784423828,1997-11-24
24.04104232788086,1997-11-25
24.174339294433594,1997-11-26
24.1383056640625,1997-11-28
24.46255111694336,1997-12-01
24.768789291381836,1997-12-02
24.768789291381836,1997-12-03
25.23713493347168,1997-12-04
25.291189193725586,1997-12-05
25.507349014282227,1997-12-08
25.867626190185547,1997-12-09
26.047748565673828,1997-12-10
25.435277938842773,1997-12-11
25.129066467285156,1997-12-12
25.83158302307129,1997-12-15
25.849605560302734,1997-12-16
25.633440017700195,1997-12-17
25.795570373535156,1997-12-18
25.633440017700195,1997-12-19
25.507349014282227,1997-12-22
25.3812313079834,1997-12-23
25.36324119567871,1997-12-24
25.2191162109375,1997-12-26
25.759532928466797,1997-12-29
26.660215377807617,1997-12-30
26.966453552246094,1997-12-31
26.606178283691406,1998-01-02
26.642208099365234,1998-01-05
26.53412628173828,1998-01-06
26.42603874206543,1998-01-07
26.02974510192871,1998-01-08
25.795570373535156,1998-01-09
26.047748565673828,1998-01-12
26.317974090576172,1998-01-13
26.42603874206543,1998-01-14
25.939678192138672,1998-01-15
26.299949645996094,1998-01-16
26.98446273803711,1998-01-20
26.209875106811523,1998-01-21
26.299949645996094,1998-01-22
25.939678192138672,1998-01-23
25.939678192138672,1998-01-26
25.849605560302734,1998-01-27
25.939678192138672,1998-01-28
26.119808197021484,1998-01-29
25.939678192138672,1998-01-30
25.921659469604492,1998-02-02
25.993709564208984,1998-02-03
26.173866271972656,1998-02-04
25.95768928527832,1998-02-05
26.263906478881836,1998-02-06
26.8043270111084,1998-02-09
26.912416458129883,1998-02-10
26.660215377807617,1998-02-11
26.768291473388672,1998-02-12
27.038501739501953,1998-02-13
26.624195098876953,1998-02-17
26.660215377807617,1998-02-18
26.69624900817871,1998-02-19
27.0925350189209,1998-02-20
27.434799194335938,1998-02-23
27.560894012451172,1998-02-24
28.04726791381836,1998-02-25
28.168834686279297,1998-02-26
28.440227508544922,1998-02-27
28.566848754882812,1998-03-02
29.1096134185791,1998-03-03
28.765869140625,1998-03-04
28.639236450195312,1998-03-05
28.9287052154541,1998-03-06
29.83327865600586,1998-03-09
29.815208435058594,1998-03-10
29.905643463134766,1998-03-11
29.83327865600586,1998-03-12
29.77901268005371,1998-03-13
30.62932014465332,1998-03-16
30.538867950439453,1998-03-17
30.665502548217773,1998-03-18
30.538867950439453,1998-03-19
31.371082305908203,1998-03-20
30.701662063598633,1998-03-23
31.190166473388672,1998-03-24
31.588191986083984,1998-03-25
31.479631423950195,1998-03-26
31.226335525512695,1998-03-27
30.882600784301758,1998-03-30
31.40726661682129,1998-03-31
31.28061866760254,1998-04-01
31.931926727294922,1998-04-02
32.800350189208984,1998-04-03
32.4203987121582,1998-04-06
32.348026275634766,1998-04-07
31.805294036865234,1998-04-08
31.859554290771484,1998-04-09
31.76910400390625,1998-04-13
32.63750457763672,1998-04-14
32.92696762084961,1998-04-15
32.185211181640625,1998-04-16
32.78224182128906,1998-04-17
32.27568435668945,1998-04-20
33.288818359375,1998-04-21
32.8546142578125,1998-04-22
32.619422912597656,1998-04-23
31.805294036865234,1998-04-24
30.62932014465332,1998-04-27
31.226335525512695,1998-04-28
31.696744918823242,1998-04-29
32.058555603027344,1998-04-30
32.239498138427734,1998-05-01
32.47468185424805,1998-05-04
32.981239318847656,1998-05-05
32.45658493041992,1998-05-06
32.40230941772461,1998-05-07
32.619422912597656,1998-05-08
32.29377746582031,1998-05-11
32.185211181640625,1998-05-12
32.058555603027344,1998-05-13
31.841472625732422,1998-05-14
31.841472625732422,1998-05-15
31.62436294555664,1998-05-18
31.823379516601562,1998-05-19
32.239498138427734,1998-05-20
32.366127014160156,1998-05-21
32.32993698120117,1998-05-22
31.895732879638672,1998-05-26
31.533918380737305,1998-05-27
31.710447311401367,1998-05-28
31.982860565185547,1998-05-29
32.055519104003906,1998-06-01
32.47322463989258,1998-06-02
31.674104690551758,1998-06-03
31.383543014526367,1998-06-04
31.528818130493164,1998-06-05
31.873910903930664,1998-06-08
32.455078125,1998-06-09
32.654842376708984,1998-06-10
31.692277908325195,1998-06-11
31.365371704101562,1998-06-12
30.72969627380371,1998-06-15
30.566255569458008,1998-06-16
30.80236053466797,1998-06-17
30.511770248413086,1998-06-18
30.43911361694336,1998-06-19
30.566255569458008,1998-06-22
30.548086166381836,1998-06-23
30.72969627380371,1998-06-24
31.25640296936035,1998-06-25
31.47433853149414,1998-06-26
32.346099853515625,1998-06-29
33.23603820800781,1998-06-30
33.39948654174805,1998-07-01
33.29051208496094,1998-07-02
34.39839172363281,1998-07-06
34.180450439453125,1998-07-07
34.089622497558594,1998-07-08
34.2894172668457,1998-07-09
33.94435119628906,1998-07-10
34.089622497558594,1998-07-13
34.61631774902344,1998-07-14
34.61631774902344,1998-07-15
33.744571685791016,1998-07-16
34.25308609008789,1998-07-17
33.780887603759766,1998-07-20
33.889869689941406,1998-07-21
32.400596618652344,1998-07-22
30.875009536743164,1998-07-23
30.620738983154297,1998-07-24
31.49250030517578,1998-07-27
30.29381561279297,1998-07-28
30.511770248413086,1998-07-29
30.94764518737793,1998-07-30
30.25749397277832,1998-07-31
30.548086166381836,1998-08-03
29.567340850830078,1998-08-04
29.385713577270508,1998-08-05
29.531034469604492,1998-08-06
29.531034469604492,1998-08-07
29.0588321685791,1998-08-10
28.84089469909668,1998-08-11
29.82161521911621,1998-08-12
29.676319122314453,1998-08-13
28.913524627685547,1998-08-14
29.313087463378906,1998-08-17
29.74897575378418,1998-08-18
29.82161521911621,1998-08-19
30.330148696899414,1998-08-20
29.966903686523438,1998-08-21
30.221181869506836,1998-08-24
29.82161521911621,1998-08-25
29.02250862121582,1998-08-26
27.42425537109375,1998-08-27
27.25499153137207,1998-08-28
26.123905181884766,1998-08-31
26.74416160583496,1998-09-01
27.32794189453125,1998-09-02
26.37931251525879,1998-09-03
26.23336410522461,1998-09-04
27.291444778442383,1998-09-08
27.656307220458984,1998-09-09
27.875219345092773,1998-09-10
27.80225944519043,1998-09-11
29.77250099182129,1998-09-14
30.319795608520508,1998-09-15
30.356266021728516,1998-09-16
30.100879669189453,1998-09-17
29.845476150512695,1998-09-18
29.188722610473633,1998-09-21
29.225215911865234,1998-09-22
30.13735580444336,1998-09-23
29.44411277770996,1998-09-24
29.042760848999023,1998-09-25
28.459003448486328,1998-09-28
28.750898361206055,1998-09-29
27.692800521850586,1998-09-30
27.072547912597656,1998-10-01
27.21848487854004,1998-10-02
25.90500259399414,1998-10-05
25.90500259399414,1998-10-06
23.387466430664062,1998-10-07
22.292888641357422,1998-10-08
24.26313591003418,1998-10-09
25.065820693969727,1998-10-12
25.686084747314453,1998-10-13
26.561738967895508,1998-10-14
28.386032104492188,1998-10-15
27.984689712524414,1998-10-16
28.02117156982422,1998-10-19
28.896839141845703,1998-10-20
29.00628662109375,1998-10-21
28.933332443237305,1998-10-22
28.787372589111328,1998-10-23
28.459003448486328,1998-10-26
29.663043975830078,1998-10-27
29.88194465637207,1998-10-28
30.064401626586914,1998-10-29
31.013011932373047,1998-10-30
31.487329483032227,1998-11-02
31.852203369140625,1998-11-03
31.779212951660156,1998-11-04
31.633270263671875,1998-11-05
31.195446014404297,1998-11-06
31.085983276367188,1998-11-09
30.465734481811523,1998-11-10
30.5386962890625,1998-11-11
30.429231643676758,1998-11-12
30.68463897705078,1998-11-13
30.86707878112793,1998-11-16
31.013011932373047,1998-11-17
30.68463897705078,1998-11-18
31.049518585205078,1998-11-19
31.5603084564209,1998-11-20
33.567012786865234,1998-11-23
33.71297073364258,1998-11-24
33.275146484375,1998-11-25
32.85465621948242,1998-11-27
32.34185791015625,1998-11-30
32.12211608886719,1998-12-01
31.42620277404785,1998-12-02
31.645963668823242,1998-12-03
32.012229919433594,1998-12-04
31.97559928894043,1998-12-07
32.3785285949707,1998-12-08
32.45176696777344,1998-12-09
32.26863098144531,1998-12-10
32.23200607299805,1998-12-11
30.913419723510742,1998-12-14
31.42620277404785,1998-12-15
30.84015655517578,1998-12-16
33.550567626953125,1998-12-17
32.78141784667969,1998-12-18
33.25755310058594,1998-12-21
32.964542388916016,1998-12-22
33.33079528808594,1998-12-23
33.07441711425781,1998-12-24
33.00116729736328,1998-12-28
33.00116729736328,1998-12-29
32.70814895629883,1998-12-30
32.15874099731445,1998-12-31
32.3785285949707,1999-01-04
32.12211608886719,1999-01-05
32.45176696777344,1999-01-06
32.012229919433594,1999-01-07
32.52501678466797,1999-01-08
31.902362823486328,1999-01-11
30.766908645629883,1999-01-12
30.290754318237305,1999-01-13
29.96111297607422,1999-01-14
30.473886489868164,1999-01-15
30.10761260986328,1999-01-19
29.997722625732422,1999-01-20
28.605899810791016,1999-01-21
28.312889099121094,1999-01-22
28.56928062438965,1999-01-25
30.254125595092773,1999-01-26
29.70473861694336,1999-01-27
30.290754318237305,1999-01-28
30.437252044677734,1999-01-29
29.631465911865234,1999-02-01
29.301816940307617,1999-02-02
29.6680850982666,1999-02-03
29.741321563720703,1999-02-04
29.6680850982666,1999-02-05
29.558208465576172,1999-02-08
29.777976989746094,1999-02-09
29.741321563720703,1999-02-10
29.887859344482422,1999-02-11
29.558208465576172,1999-02-12
30.10761260986328,1999-02-16
29.558208465576172,1999-02-17
29.887859344482422,1999-02-18
30.58377456665039,1999-02-19
31.31631088256836,1999-02-22
31.86573028564453,1999-02-23
31.71921157836914,1999-02-24
31.664779663085938,1999-02-25
31.811885833740234,1999-02-26
31.922216415405273,1999-03-01
33.02552795410156,1999-03-02
31.959001541137695,1999-03-03
31.775127410888672,1999-03-04
31.775127410888672,1999-03-05
32.21644973754883,1999-03-08
32.62096405029297,1999-03-09
32.8784294128418,1999-03-10
31.738344192504883,1999-03-11
32.40032196044922,1999-03-12
33.43008804321289,1999-03-15
33.09907150268555,1999-03-16
33.20940399169922,1999-03-17
34.092063903808594,1999-03-18
34.23915481567383,1999-03-19
34.60692596435547,1999-03-22
33.50362014770508,1999-03-23
33.540401458740234,1999-03-24
33.94493103027344,1999-03-25
33.46684646606445,1999-03-26
33.797847747802734,1999-03-29
33.94493103027344,1999-03-30
33.43008804321289,1999-03-31
33.94493103027344,1999-04-01
34.90113067626953,1999-04-05
33.871376037597656,1999-04-06
34.16560363769531,1999-04-07
33.90816879272461,1999-04-08
34.128822326660156,1999-04-09
34.717262268066406,1999-04-12
34.128822326660156,1999-04-13
34.01850128173828,1999-04-14
34.092063903808594,1999-04-15
34.386268615722656,1999-04-16
34.42305374145508,1999-04-19
35.08502197265625,1999-04-20
35.01146697998047,1999-04-21
35.305694580078125,1999-04-22
35.305694580078125,1999-04-23
34.717262268066406,1999-04-26
35.85732650756836,1999-04-27
35.48957443237305,1999-04-28
35.930885314941406,1999-04-29
34.680477142333984,1999-04-30
35.673458099365234,1999-05-03
34.717262268066406,1999-05-04
35.379241943359375,1999-05-05
34.49660110473633,1999-05-06
37.034202575683594,1999-05-07
37.07097625732422,1999-05-10
38.10071563720703,1999-05-11
37.65940475463867,1999-05-12
38.174278259277344,1999-05-13
37.21807861328125,1999-05-14
37.25486755371094,1999-05-17
37.181304931640625,1999-05-18
37.88005828857422,1999-05-19
37.76974105834961,1999-05-20
38.28459548950195,1999-05-21
37.65940475463867,1999-05-24
37.10771942138672,1999-05-25
37.58584976196289,1999-05-26
37.20492935180664,1999-05-27
37.352569580078125,1999-05-28
37.27875900268555,1999-06-01
36.5036506652832,1999-06-02
36.54057693481445,1999-06-03
36.6143798828125,1999-06-04
36.54057693481445,1999-06-07
36.2083625793457,1999-06-08
35.69163513183594,1999-06-09
34.584354400634766,1999-06-10
34.80580520629883,1999-06-11
35.54400634765625,1999-06-14
35.433284759521484,1999-06-15
35.80238723754883,1999-06-16
35.95001220703125,1999-06-17
35.69163513183594,1999-06-18
35.65473556518555,1999-06-21
34.9903564453125,1999-06-22
34.36288833618164,1999-06-23
34.621253967285156,1999-06-24
33.9568977355957,1999-06-25
33.73542404174805,1999-06-28
34.32598876953125,1999-06-29
34.43671417236328,1999-06-30
34.80580520629883,1999-07-01
35.433284759521484,1999-07-02
36.57746505737305,1999-07-06
36.134552001953125,1999-07-07
35.9130973815918,1999-07-08
35.80238723754883,1999-07-09
35.83926773071289,1999-07-12
35.54400634765625,1999-07-13
35.39637756347656,1999-07-14
36.06073760986328,1999-07-15
36.171451568603516,1999-07-16
35.80238723754883,1999-07-19
35.24873352050781,1999-07-20
34.28907012939453,1999-07-21
34.28907012939453,1999-07-22
34.32598876953125,1999-07-23
34.252166748046875,1999-07-26
34.1783561706543,1999-07-27
34.030696868896484,1999-07-28
32.77578353881836,1999-07-29
31.889963150024414,1999-07-30
32.148319244384766,1999-08-02
30.967205047607422,1999-08-03
30.413562774658203,1999-08-04
30.819568634033203,1999-08-05
30.1182804107666,1999-08-06
30.155189514160156,1999-08-09
29.712263107299805,1999-08-10
29.527721405029297,1999-08-11
29.490814208984375,1999-08-12
30.00754737854004,1999-08-13
29.60155487060547,1999-08-16
30.265920639038086,1999-08-17
30.819568634033203,1999-08-18
30.376638412475586,1999-08-19
29.823001861572266,1999-08-20
30.376638412475586,1999-08-23
29.823001861572266,1999-08-24
29.38007926940918,1999-08-25
29.23244285583496,1999-08-26
