TXT,Date
23.633359909057617,2000-02-10
23.221290588378906,2000-02-11
23.148561477661133,2000-02-14
23.415210723876953,2000-02-15
23.12432289123535,2000-02-16
23.003135681152344,2000-02-17
23.051618576049805,2000-02-18
23.075851440429688,2000-02-22
23.19704818725586,2000-02-23
23.415210723876953,2000-02-24
23.10008430480957,2000-02-25
23.633359909057617,2000-02-28
23.657602310180664,2000-02-29
22.930418014526367,2000-03-01
22.348670959472656,2000-03-02
22.88193130493164,2000-03-03
22.37290382385254,2000-03-06
21.839643478393555,2000-03-07
21.795766830444336,2000-03-08
21.015594482421875,2000-03-09
20.50362205505371,2000-03-10
20.552383422851562,2000-03-13
20.08916473388672,2000-03-14
21.381298065185547,2000-03-15
23.136659622192383,2000-03-16
23.40484619140625,2000-03-17
23.551137924194336,2000-03-20
23.38046646118164,2000-03-21
23.3560848236084,2000-03-22
24.03873062133789,2000-03-23
23.1854248046875,2000-03-24
22.575918197631836,2000-03-27
22.77096939086914,2000-03-28
22.79534149169922,2000-03-29
23.40484619140625,2000-03-30
23.746170043945312,2000-03-31
24.96517562866211,2000-04-03
25.111448287963867,2000-04-04
24.18500518798828,2000-04-05
24.18500518798828,2000-04-06
23.770551681518555,2000-04-07
23.843687057495117,2000-04-10
23.79492950439453,2000-04-11
24.916414260864258,2000-04-12
24.258146286010742,2000-04-13
23.16104507446289,2000-04-14
23.3560848236084,2000-04-17
22.844104766845703,2000-04-18
22.624691009521484,2000-04-19
22.941621780395508,2000-04-20
23.941211700439453,2000-04-24
24.989551544189453,2000-04-25
24.575084686279297,2000-04-26
24.4044246673584,2000-04-27
