EMN,Date
10.391897201538086,1995-02-03
10.240553855895996,1995-02-06
10.291006088256836,1995-02-07
10.164894104003906,1995-02-08
10.291006088256836,1995-02-09
10.391897201538086,1995-02-10
10.467564582824707,1995-02-13
10.568460464477539,1995-02-14
10.618906021118164,1995-02-15
10.442339897155762,1995-02-16
10.49279499053955,1995-02-17
10.543234825134277,1995-02-21
10.694576263427734,1995-02-22
10.64413070678711,1995-02-23
10.719803810119629,1995-02-24
10.64413070678711,1995-02-27
11.047699928283691,1995-02-28
11.199037551879883,1995-03-01
11.02247428894043,1995-03-02
11.098145484924316,1995-03-03
10.972023963928223,1995-03-06
10.94680404663086,1995-03-07
11.123368263244629,1995-03-08
11.123368263244629,1995-03-09
10.950597763061523,1995-03-10
11.026814460754395,1995-03-13
11.128445625305176,1995-03-14
11.153855323791504,1995-03-15
11.128445625305176,1995-03-16
11.153855323791504,1995-03-17
11.331710815429688,1995-03-20
11.179264068603516,1995-03-21
11.179264068603516,1995-03-22
10.976004600524902,1995-03-23
11.001405715942383,1995-03-24
11.052220344543457,1995-03-27
11.052220344543457,1995-03-28
11.179264068603516,1995-03-29
11.3571138381958,1995-03-30
11.306296348571777,1995-03-31
11.255488395690918,1995-04-03
11.50955581665039,1995-04-04
11.636600494384766,1995-04-05
11.636600494384766,1995-04-06
11.738229751586914,1995-04-07
11.61119270324707,1995-04-10
11.458745002746582,1995-04-11
11.50955581665039,1995-04-12
11.585784912109375,1995-04-13
11.331710815429688,1995-04-17
10.976004600524902,1995-04-18
10.772745132446289,1995-04-19
10.747339248657227,1995-04-20
10.976004600524902,1995-04-21
11.128445625305176,1995-04-24
11.23007869720459,1995-04-25
11.433343887329102,1995-04-26
11.585784912109375,1995-04-27
11.484152793884277,1995-04-28
11.534966468811035,1995-05-01
11.560379028320312,1995-05-02
11.560379028320312,1995-05-03
11.560379028320312,1995-05-04
11.534966468811035,1995-05-05
11.458745002746582,1995-05-08
11.484152793884277,1995-05-09
11.458745002746582,1995-05-10
11.407925605773926,1995-05-11
11.331710815429688,1995-05-12
11.738229751586914,1995-05-15
11.890663146972656,1995-05-16
11.789039611816406,1995-05-17
11.738229751586914,1995-05-18
11.763635635375977,1995-05-19
11.789039611816406,1995-05-22
12.348002433776855,1995-05-23
11.966890335083008,1995-05-24
12.043109893798828,1995-05-25
11.890663146972656,1995-05-26
12.043109893798828,1995-05-30
12.195561408996582,1995-05-31
12.170154571533203,1995-06-01
11.992300987243652,1995-06-02
12.170154571533203,1995-06-05
12.119335174560547,1995-06-06
12.170154571533203,1995-06-07
12.017707824707031,1995-06-08
11.966890335083008,1995-06-09
12.017707824707031,1995-06-12
12.043109893798828,1995-06-13
11.818013191223145,1995-06-14
12.048229217529297,1995-06-15
12.073811531066895,1995-06-16
12.201711654663086,1995-06-19
12.227293014526367,1995-06-20
12.150548934936523,1995-06-21
12.227293014526367,1995-06-22
12.227293014526367,1995-06-23
12.12496566772461,1995-06-26
12.022652626037598,1995-06-27
12.176132202148438,1995-06-28
12.12496566772461,1995-06-29
12.176132202148438,1995-06-30
12.12496566772461,1995-07-03
12.176132202148438,1995-07-05
12.176132202148438,1995-07-06
12.53425121307373,1995-07-07
12.687740325927734,1995-07-10
12.585412979125977,1995-07-11
12.790055274963379,1995-07-12
12.866795539855957,1995-07-13
12.892372131347656,1995-07-14
12.892372131347656,1995-07-17
12.91795825958252,1995-07-18
12.738897323608398,1995-07-19
12.585412979125977,1995-07-20
13.020275115966797,1995-07-21
13.097016334533691,1995-07-24
13.045856475830078,1995-07-25
13.045856475830078,1995-07-26
13.097016334533691,1995-07-27
13.071431159973145,1995-07-28
13.097016334533691,1995-07-31
13.097016334533691,1995-08-01
13.020275115966797,1995-08-02
13.199323654174805,1995-08-03
13.199323654174805,1995-08-04
13.173754692077637,1995-08-07
13.173754692077637,1995-08-08
13.224910736083984,1995-08-09
13.173754692077637,1995-08-10
12.91795825958252,1995-08-11
13.148173332214355,1995-08-14
13.199323654174805,1995-08-15
13.250492095947266,1995-08-16
13.301653861999512,1995-08-17
13.557448387145996,1995-08-18
13.506295204162598,1995-08-21
13.608619689941406,1995-08-22
13.506295204162598,1995-08-23
13.455134391784668,1995-08-24
13.352815628051758,1995-08-25
13.199323654174805,1995-08-28
13.276076316833496,1995-08-29
13.148173332214355,1995-08-30
13.224910736083984,1995-08-31
13.071431159973145,1995-09-01
13.250492095947266,1995-09-05
13.301653861999512,1995-09-06
13.608619689941406,1995-09-07
13.685354232788086,1995-09-08
13.250492095947266,1995-09-11
13.685354232788086,1995-09-12
13.736520767211914,1995-09-13
13.9517183303833,1995-09-14
14.157633781433105,1995-09-15
14.106162071228027,1995-09-18
13.9517183303833,1995-09-19
13.720040321350098,1995-09-20
13.69430160522461,1995-09-21
13.565595626831055,1995-09-22
13.28243350982666,1995-09-25
13.153736114501953,1995-09-26
13.025033950805664,1995-09-27
13.05078411102295,1995-09-28
13.179475784301758,1995-09-29
13.205218315124512,1995-10-02
13.153736114501953,1995-10-03
12.896323204040527,1995-10-04
12.973549842834473,1995-10-05
12.896323204040527,1995-10-06
12.793367385864258,1995-10-09
12.664660453796387,1995-10-10
12.510210037231445,1995-10-11
12.819104194641113,1995-10-12
12.819104194641113,1995-10-13
12.896323204040527,1995-10-16
12.819104194641113,1995-10-17
12.767623901367188,1995-10-18
12.664660453796387,1995-10-19
12.638919830322266,1995-10-20
12.896323204040527,1995-10-23
12.561686515808105,1995-10-24
12.484466552734375,1995-10-25
12.201313018798828,1995-10-26
12.35576343536377,1995-10-27
12.3300199508667,1995-10-30
12.252799034118652,1995-10-31
12.227054595947266,1995-11-01
12.3300199508667,1995-11-02
12.638919830322266,1995-11-03
12.561686515808105,1995-11-06
12.690404891967773,1995-11-07
12.844841003417969,1995-11-08
12.870588302612305,1995-11-09
13.102259635925293,1995-11-10
13.102259635925293,1995-11-13
12.690404891967773,1995-11-14
12.767623901367188,1995-11-15
12.767623901367188,1995-11-16
12.741877555847168,1995-11-17
12.9478120803833,1995-11-20
13.256702423095703,1995-11-21
13.53985595703125,1995-11-22
13.565595626831055,1995-11-24
13.565595626831055,1995-11-27
13.69430160522461,1995-11-28
13.925971031188965,1995-11-29
13.53985595703125,1995-11-30
13.359663963317871,1995-12-01
13.308183670043945,1995-12-04
13.617077827453613,1995-12-05
13.642816543579102,1995-12-06
13.591333389282227,1995-12-07
13.642816543579102,1995-12-08
13.462638854980469,1995-12-11
13.488374710083008,1995-12-12
13.359663963317871,1995-12-13
13.109908103942871,1995-12-14
12.695364952087402,1995-12-15
12.436277389526367,1995-12-18
12.747186660766602,1995-12-19
12.773098945617676,1995-12-20
12.617636680603027,1995-12-21
12.747186660766602,1995-12-22
12.90263557434082,1995-12-26
12.92854118347168,1995-12-27
12.85081958770752,1995-12-28
12.92854118347168,1995-12-29
13.36898422241211,1996-01-02
13.576265335083008,1996-01-03
13.446717262268066,1996-01-04
13.239447593688965,1996-01-05
13.576265335083008,1996-01-08
13.239447593688965,1996-01-09
12.954455375671387,1996-01-10
13.239447593688965,1996-01-11
13.058087348937988,1996-01-12
13.18763542175293,1996-01-15
13.446717262268066,1996-01-16
13.317176818847656,1996-01-17
13.083998680114746,1996-01-18
12.954455375671387,1996-01-19
12.721275329589844,1996-01-22
12.64354133605957,1996-01-23
13.083998680114746,1996-01-24
12.980358123779297,1996-01-25
13.058087348937988,1996-01-26
13.161725997924805,1996-01-29
13.550363540649414,1996-01-30
13.705810546875,1996-01-31
13.576265335083008,1996-02-01
13.783535957336426,1996-02-02
13.731715202331543,1996-02-05
13.861266136169434,1996-02-06
13.913081169128418,1996-02-07
14.068533897399902,1996-02-08
14.249887466430664,1996-02-09
14.327630043029785,1996-02-12
14.223987579345703,1996-02-13
14.068533897399902,1996-02-14
13.938992500305176,1996-02-15
14.249887466430664,1996-02-16
14.016716003417969,1996-02-20
14.04262924194336,1996-02-21
14.172176361083984,1996-02-22
14.586715698242188,1996-02-23
14.923527717590332,1996-02-26
15.674887657165527,1996-02-27
15.208527565002441,1996-02-28
14.923527717590332,1996-02-29
15.338068008422852,1996-03-01
15.338068008422852,1996-03-04
15.312161445617676,1996-03-05
14.949440956115723,1996-03-06
14.87170696258545,1996-03-07
14.353533744812012,1996-03-08
14.61262035369873,1996-03-11
14.534887313842773,1996-03-12
14.648539543151855,1996-03-13
14.961320877075195,1996-03-14
14.90919303894043,1996-03-15
14.961320877075195,1996-03-18
15.143776893615723,1996-03-19
15.24803352355957,1996-03-20
15.117711067199707,1996-03-21
15.24803352355957,1996-03-22
15.430486679077148,1996-03-25
15.039511680603027,1996-03-26
14.857061386108398,1996-03-27
15.221970558166504,1996-03-28
14.38788890838623,1996-03-29
14.3096923828125,1996-04-01
14.049043655395508,1996-04-02
13.996916770935059,1996-04-03
14.022982597351074,1996-04-04
13.866585731506348,1996-04-08
14.127236366271973,1996-04-09
13.658066749572754,1996-04-10
13.579879760742188,1996-04-11
14.075104713439941,1996-04-12
13.892651557922363,1996-04-15
14.049043655395508,1996-04-16
13.762331008911133,1996-04-17
13.918717384338379,1996-04-18
13.892651557922363,1996-04-19
13.944783210754395,1996-04-22
13.944783210754395,1996-04-23
13.944783210754395,1996-04-24
13.918717384338379,1996-04-25
14.022982597351074,1996-04-26
14.022982597351074,1996-04-29
14.022982597351074,1996-04-30
14.049043655395508,1996-05-01
13.996916770935059,1996-05-02
14.075104713439941,1996-05-03
13.996916770935059,1996-05-06
13.788387298583984,1996-05-07
13.73625659942627,1996-05-08
13.684131622314453,1996-05-09
13.632001876831055,1996-05-10
13.762331008911133,1996-05-13
13.866585731506348,1996-05-14
13.866585731506348,1996-05-15
13.866585731506348,1996-05-16
13.840522766113281,1996-05-17
13.892651557922363,1996-05-20
13.892651557922363,1996-05-21
13.840522766113281,1996-05-22
13.73625659942627,1996-05-23
13.840522766113281,1996-05-24
13.840522766113281,1996-05-28
13.970849990844727,1996-05-29
14.022982597351074,1996-05-30
13.970849990844727,1996-05-31
14.205431938171387,1996-06-03
14.231498718261719,1996-06-04
14.153300285339355,1996-06-05
14.127236366271973,1996-06-06
14.17936897277832,1996-06-07
14.17936897277832,1996-06-10
14.205431938171387,1996-06-11
14.031285285949707,1996-06-12
14.00505542755127,1996-06-13
13.795251846313477,1996-06-14
13.585433006286621,1996-06-17
13.45429801940918,1996-06-18
13.323166847229004,1996-06-19
13.218257904052734,1996-06-20
13.139578819274902,1996-06-21
13.139578819274902,1996-06-24
12.824860572814941,1996-06-25
12.824860572814941,1996-06-26
12.562599182128906,1996-06-27
12.772409439086914,1996-06-28
12.982219696044922,1996-07-01
12.877318382263184,1996-07-02
12.903539657592773,1996-07-03
12.798626899719238,1996-07-05
12.693726539611816,1996-07-08
12.6150484085083,1996-07-09
12.562599182128906,1996-07-10
12.536367416381836,1996-07-11
12.588818550109863,1996-07-12
12.064286231994629,1996-07-15
11.933151245117188,1996-07-16
11.644662857055664,1996-07-17
11.25125789642334,1996-07-18
11.225030899047852,1996-07-19
11.120124816894531,1996-07-22
10.857852935791016,1996-07-23
10.72671890258789,1996-07-24
10.988986015319824,1996-07-25
10.988986015319824,1996-07-26
10.936532020568848,1996-07-29
10.962763786315918,1996-07-30
10.962763786315918,1996-07-31
11.120124816894531,1996-08-01
11.303714752197266,1996-08-02
11.356162071228027,1996-08-05
11.303714752197266,1996-08-06
11.067675590515137,1996-08-07
10.962763786315918,1996-08-08
11.041440963745117,1996-08-09
11.093897819519043,1996-08-12
10.988986015319824,1996-08-13
10.884084701538086,1996-08-14
10.884084701538086,1996-08-15
10.779173851013184,1996-08-16
10.988986015319824,1996-08-19
11.198807716369629,1996-08-20
11.25125789642334,1996-08-21
11.329939842224121,1996-08-22
11.303714752197266,1996-08-23
11.329939842224121,1996-08-26
11.539753913879395,1996-08-27
11.749564170837402,1996-08-28
11.802021980285645,1996-08-29
11.723342895507812,1996-08-30
11.618435859680176,1996-09-03
11.749564170837402,1996-09-04
12.038058280944824,1996-09-05
12.116737365722656,1996-09-06
12.038058280944824,1996-09-09
11.854472160339355,1996-09-10
11.802021980285645,1996-09-11
11.762899398803711,1996-09-12
11.789331436157227,1996-09-13
11.683595657348633,1996-09-16
11.84220027923584,1996-09-17
11.921502113342285,1996-09-18
11.868630409240723,1996-09-19
11.84220027923584,1996-09-20
11.921502113342285,1996-09-23
11.947932243347168,1996-09-24
12.185829162597656,1996-09-25
12.265128135681152,1996-09-26
12.31800365447998,1996-09-27
12.34443473815918,1996-09-30
12.027235984802246,1996-10-01
11.974363327026367,1996-10-02
11.921502113342285,1996-10-03
11.710025787353516,1996-10-04
11.683595657348633,1996-10-07
11.419262886047363,1996-10-08
11.445693016052246,1996-10-09
11.445693016052246,1996-10-10
11.419262886047363,1996-10-11
11.366398811340332,1996-10-14
11.313529968261719,1996-10-15
11.39283275604248,1996-10-16
11.472124099731445,1996-10-17
11.551429748535156,1996-10-18
11.498557090759277,1996-10-21
11.234230041503906,1996-10-22
11.181363105773926,1996-10-23
11.102057456970215,1996-10-24
11.07562255859375,1996-10-25
11.07562255859375,1996-10-28
11.102057456970215,1996-10-29
11.181363105773926,1996-10-30
11.15493106842041,1996-10-31
11.260658264160156,1996-11-01
11.20780086517334,1996-11-04
11.287097930908203,1996-11-05
11.287097930908203,1996-11-06
11.313529968261719,1996-11-07
11.313529968261719,1996-11-08
11.339964866638184,1996-11-11
11.710025787353516,1996-11-12
12.000802040100098,1996-11-13
12.027235984802246,1996-11-14
12.027235984802246,1996-11-15
11.868630409240723,1996-11-18
11.84220027923584,1996-11-19
11.710025787353516,1996-11-20
11.683595657348633,1996-11-21
11.736466407775879,1996-11-22
12.000802040100098,1996-11-25
12.080096244812012,1996-11-26
12.185829162597656,1996-11-27
12.080096244812012,1996-11-29
12.080096244812012,1996-12-02
11.947932243347168,1996-12-03
12.027235984802246,1996-12-04
12.212263107299805,1996-12-05
12.159398078918457,1996-12-06
12.159398078918457,1996-12-09
12.159398078918457,1996-12-10
11.895062446594238,1996-12-11
11.908913612365723,1996-12-12
11.775707244873047,1996-12-13
11.669146537780762,1996-12-16
11.61585521697998,1996-12-17
11.562569618225098,1996-12-18
11.749063491821289,1996-12-19
11.988842010498047,1996-12-20
11.802349090576172,1996-12-23
11.828994750976562,1996-12-24
11.802349090576172,1996-12-26
11.802349090576172,1996-12-27
11.908913612365723,1996-12-30
11.775707244873047,1996-12-31
11.642500877380371,1997-01-02
11.775707244873047,1997-01-03
11.828994750976562,1997-01-06
11.88227653503418,1997-01-07
11.802349090576172,1997-01-08
11.88227653503418,1997-01-09
11.88227653503418,1997-01-10
11.828994750976562,1997-01-13
11.855634689331055,1997-01-14
11.669146537780762,1997-01-15
11.828994750976562,1997-01-16
12.042125701904297,1997-01-17
12.09541130065918,1997-01-20
11.828994750976562,1997-01-21
11.48265266418457,1997-01-22
11.589212417602539,1997-01-23
11.589212417602539,1997-01-24
11.589212417602539,1997-01-27
11.695784568786621,1997-01-28
11.695784568786621,1997-01-29
11.695784568786621,1997-01-30
11.642500877380371,1997-01-31
11.61585521697998,1997-02-03
11.61585521697998,1997-02-04
11.589212417602539,1997-02-05
11.61585521697998,1997-02-06
11.749063491821289,1997-02-07
11.802349090576172,1997-02-10
11.749063491821289,1997-02-11
11.908913612365723,1997-02-12
12.015490531921387,1997-02-13
11.908913612365723,1997-02-14
11.88227653503418,1997-02-18
11.802349090576172,1997-02-19
11.749063491821289,1997-02-20
11.828994750976562,1997-02-21
11.88227653503418,1997-02-24
11.802349090576172,1997-02-25
11.802349090576172,1997-02-26
11.61585521697998,1997-02-27
11.749063491821289,1997-02-28
11.802349090576172,1997-03-03
11.722424507141113,1997-03-04
11.802349090576172,1997-03-05
11.935563087463379,1997-03-06
12.042125701904297,1997-03-07
12.09541130065918,1997-03-10
12.042125701904297,1997-03-11
11.935563087463379,1997-03-12
11.868965148925781,1997-03-13
11.922672271728516,1997-03-14
11.895816802978516,1997-03-17
11.788408279418945,1997-03-18
11.734703063964844,1997-03-19
11.761556625366211,1997-03-20
11.81525993347168,1997-03-21
11.81525993347168,1997-03-24
11.734703063964844,1997-03-25
11.680991172790527,1997-03-26
11.600438117980957,1997-03-27
11.546730995178223,1997-03-31
11.627287864685059,1997-04-01
11.519877433776855,1997-04-02
11.466174125671387,1997-04-03
11.385618209838867,1997-04-04
11.305051803588867,1997-04-07
11.305051803588867,1997-04-08
11.251346588134766,1997-04-09
11.251346588134766,1997-04-10
11.063380241394043,1997-04-11
11.036526679992676,1997-04-14
11.170790672302246,1997-04-15
11.224496841430664,1997-04-16
11.143938064575195,1997-04-17
11.117086410522461,1997-04-18
11.143938064575195,1997-04-21
11.27820110321045,1997-04-22
11.224496841430664,1997-04-23
11.170790672302246,1997-04-24
11.090232849121094,1997-04-25
11.036526679992676,1997-04-28
11.063380241394043,1997-04-29
10.955967903137207,1997-04-30
10.982821464538574,1997-05-01
11.036526679992676,1997-05-02
11.546730995178223,1997-05-05
11.412468910217285,1997-05-06
11.251346588134766,1997-05-07
11.224496841430664,1997-05-08
11.305051803588867,1997-05-09
11.493026733398438,1997-05-12
11.385618209838867,1997-05-13
11.412468910217285,1997-05-14
11.466174125671387,1997-05-15
11.412468910217285,1997-05-16
11.573587417602539,1997-05-19
11.519877433776855,1997-05-20
11.680991172790527,1997-05-21
12.030085563659668,1997-05-22
12.218056678771973,1997-05-23
12.432876586914062,1997-05-27
12.540290832519531,1997-05-28
12.755108833312988,1997-05-29
12.781961441040039,1997-05-30
12.701395988464355,1997-06-02
12.781961441040039,1997-06-03
12.755108833312988,1997-06-04
12.728246688842773,1997-06-05
12.916223526000977,1997-06-06
12.862520217895508,1997-06-09
12.889375686645508,1997-06-10
12.916223526000977,1997-06-11
13.06554126739502,1997-06-12
12.984396934509277,1997-06-13
13.011442184448242,1997-06-16
13.254903793334961,1997-06-17
13.254903793334961,1997-06-18
13.227849960327148,1997-06-19
13.227849960327148,1997-06-20
13.09260368347168,1997-06-23
13.444259643554688,1997-06-24
13.498357772827148,1997-06-25
13.904129028320312,1997-06-26
13.877069473266602,1997-06-27
13.741814613342285,1997-06-30
13.687719345092773,1997-07-01
13.795921325683594,1997-07-02
13.7012300491333,1997-07-03
13.633615493774414,1997-07-07
13.579513549804688,1997-07-08
13.444259643554688,1997-07-09
13.417207717895508,1997-07-10
13.336057662963867,1997-07-11
13.21432876586914,1997-07-14
13.079071044921875,1997-07-15
12.984396934509277,1997-07-16
12.646258354187012,1997-07-17
12.497479438781738,1997-07-18
12.713881492614746,1997-07-21
12.75445556640625,1997-07-22
12.713881492614746,1997-07-23
12.713881492614746,1997-07-24
12.659781455993652,1997-07-25
12.957343101501465,1997-07-28
12.862661361694336,1997-07-29
12.93029499053955,1997-07-30
13.09260368347168,1997-07-31
12.93029499053955,1997-08-01
13.024971961975098,1997-08-04
13.160225868225098,1997-08-05
13.160225868225098,1997-08-06
13.011442184448242,1997-08-07
12.957343101501465,1997-08-08
12.93029499053955,1997-08-11
12.8220796585083,1997-08-12
12.713881492614746,1997-08-13
12.63273811340332,1997-08-14
12.659781455993652,1997-08-15
12.75445556640625,1997-08-18
12.903241157531738,1997-08-19
12.957343101501465,1997-08-20
