PSX,Date
31.269094467163086,2012-10-08
31.378013610839844,2012-10-09
30.738073348999023,2012-10-10
30.532697677612305,2012-10-11
30.06717872619629,2012-10-12
30.382081985473633,2012-10-15
31.82657241821289,2012-10-16
31.93610954284668,2012-10-17
31.189897537231445,2012-10-18
30.560077667236328,2012-10-19
31.203601837158203,2012-10-22
30.75176429748535,2012-10-23
30.655925750732422,2012-10-24
30.827068328857422,2012-10-25
32.51800537109375,2012-10-26
32.285240173339844,2012-10-31
32.435855865478516,2012-11-01
31.6348934173584,2012-11-02
32.696014404296875,2012-11-05
34.256858825683594,2012-11-06
33.85979461669922,2012-11-07
33.54488754272461,2012-11-08
32.456390380859375,2012-11-09
32.415306091308594,2012-11-12
32.07986831665039,2012-11-13
31.32681655883789,2012-11-14
31.03928565979004,2012-11-15
31.33367156982422,2012-11-16
32.94245910644531,2012-11-19
33.585960388183594,2012-11-20
33.8118782043457,2012-11-21
34.10625457763672,2012-11-23
33.928260803222656,2012-11-26
34.27055740356445,2012-11-27
34.914066314697266,2012-11-28
35.297447204589844,2012-11-29
35.85195541381836,2012-11-30
35.297447204589844,2012-12-03
35.297447204589844,2012-12-04
34.70185089111328,2012-12-05
34.893531799316406,2012-12-06
35.8314094543457,2012-12-07
36.6803092956543,2012-12-10
36.310646057128906,2012-12-11
36.31746292114258,2012-12-12
35.742408752441406,2012-12-13
36.605010986328125,2012-12-14
36.63924026489258,2012-12-17
36.399627685546875,2012-12-18
35.94093704223633,2012-12-19
35.886173248291016,2012-12-20
35.708194732666016,2012-12-21
35.578125,2012-12-24
35.160518646240234,2012-12-26
35.297447204589844,2012-12-27
34.61968994140625,2012-12-28
36.35170364379883,2012-12-31
37.83043670654297,2013-01-02
36.41331481933594,2013-01-03
36.379093170166016,2013-01-04
35.160518646240234,2013-01-07
35.317970275878906,2013-01-08
35.133140563964844,2013-01-09
35.26319122314453,2013-01-10
34.62653732299805,2013-01-11
35.15366744995117,2013-01-14
35.76295852661133,2013-01-15
37.32382583618164,2013-01-16
37.75511932373047,2013-01-17
37.700340270996094,2013-01-18
37.385433197021484,2013-01-22
38.00840759277344,2013-01-23
38.419166564941406,2013-01-24
38.89154052734375,2013-01-25
39.08320999145508,2013-01-28
40.99321365356445,2013-01-29
41.59566116333008,2013-01-30
41.46559143066406,2013-01-31
42.95800018310547,2013-02-01
41.910579681396484,2013-02-04
41.76681137084961,2013-02-05
42.25286865234375,2013-02-06
43.307132720947266,2013-02-07
43.827423095703125,2013-02-08
43.93696212768555,2013-02-11
44.10810852050781,2013-02-12
43.88903045654297,2013-02-13
44.38194274902344,2013-02-14
43.93011474609375,2013-02-15
44.551334381103516,2013-02-19
43.09288787841797,2013-02-20
42.85210037231445,2013-02-21
44.10416030883789,2013-02-22
42.19855499267578,2013-02-25
42.12288284301758,2013-02-26
43.33366012573242,2013-02-27
43.313018798828125,2013-02-28
43.959686279296875,2013-03-01
45.184234619140625,2013-03-04
45.24613952636719,2013-03-05
45.43878936767578,2013-03-06
45.3149528503418,2013-03-07
45.425025939941406,2013-03-08
45.19112014770508,2013-03-11
45.55572509765625,2013-03-12
44.406864166259766,2013-03-13
44.68203353881836,2013-03-14
44.13167190551758,2013-03-15
44.73706817626953,2013-03-18
44.998512268066406,2013-03-19
46.463809967041016,2013-03-20
45.9684944152832,2013-03-21
46.4706916809082,2013-03-22
45.99601364135742,2013-03-25
46.25743103027344,2013-03-26
46.966007232666016,2013-03-27
48.135528564453125,2013-03-28
47.715877532958984,2013-04-01
45.982261657714844,2013-04-02
42.969051361083984,2013-04-03
42.920894622802734,2013-04-04
42.86585998535156,2013-04-05
43.76707458496094,2013-04-08
44.482540130615234,2013-04-09
43.93217086791992,2013-04-10
42.65948486328125,2013-04-11
41.73762893676758,2013-04-12
39.57061767578125,2013-04-15
40.7813835144043,2013-04-16
39.89393997192383,2013-04-17
39.3711051940918,2013-04-18
39.79074478149414,2013-04-19
40.88458251953125,2013-04-22
42.067848205566406,2013-04-23
42.52876663208008,2013-04-24
42.583805084228516,2013-04-25
42.377410888671875,2013-04-26
42.5150032043457,2013-04-29
41.930267333984375,2013-04-30
41.049686431884766,2013-05-01
41.48310089111328,2013-05-02
42.77643585205078,2013-05-03
43.939056396484375,2013-05-06
44.358707427978516,2013-05-07
43.62260055541992,2013-05-08
42.74203109741211,2013-05-09
42.226070404052734,2013-05-10
42.63196563720703,2013-05-13
44.08352279663086,2013-05-14
44.68203353881836,2013-05-15
44.131080627441406,2013-05-16
45.25096130371094,2013-05-17
45.59660339355469,2013-05-20
45.22330856323242,2013-05-21
45.20256042480469,2013-05-22
45.10579299926758,2013-05-23
45.257869720458984,2013-05-24
45.983707427978516,2013-05-28
46.20491409301758,2013-05-29
46.156524658203125,2013-05-30
46.01827621459961,2013-05-31
45.679542541503906,2013-06-03
45.057403564453125,2013-06-04
43.97209930419922,2013-06-05
44.93297576904297,2013-06-06
45.534393310546875,2013-06-07
45.00901412963867,2013-06-10
44.214046478271484,2013-06-11
43.76471710205078,2013-06-12
44.59425354003906,2013-06-13
44.110355377197266,2013-06-14
44.42142105102539,2013-06-17
44.51129150390625,2013-06-18
43.98592758178711,2013-06-19
41.74618911743164,2013-06-20
40.958133697509766,2013-06-21
39.534095764160156,2013-06-24
41.0687370300293,2013-06-25
41.28303146362305,2013-06-26
40.93739700317383,2013-06-27
40.72307586669922,2013-06-28
40.716182708740234,2013-07-01
39.45806121826172,2013-07-02
39.87282943725586,2013-07-03
39.56867599487305,2013-07-05
40.612491607666016,2013-07-08
40.44658660888672,2013-07-09
38.77369689941406,2013-07-10
39.928123474121094,2013-07-11
40.847511291503906,2013-07-12
40.944297790527344,2013-07-15
39.845176696777344,2013-07-16
40.1216926574707,2013-07-17
39.34745407104492,2013-07-18
39.741485595703125,2013-07-19
40.066383361816406,2013-07-22
41.12403869628906,2013-07-23
40.67470932006836,2013-07-24
41.075645446777344,2013-07-25
40.785316467285156,2013-07-26
40.757652282714844,2013-07-29
40.41893768310547,2013-07-30
42.51350402832031,2013-07-31
41.83605194091797,2013-08-01
40.377464294433594,2013-08-02
39.955787658691406,2013-08-05
40.3083381652832,2013-08-06
40.066383361816406,2013-08-07
40.785316467285156,2013-08-08
40.730010986328125,2013-08-09
40.2115478515625,2013-08-12
40.847511291503906,2013-08-13
40.85655975341797,2013-08-14
39.71683120727539,2013-08-15
39.12611770629883,2013-08-16
38.458961486816406,2013-08-19
39.61954116821289,2013-08-20
40.27280044555664,2013-08-21
40.384002685546875,2013-08-22
40.384002685546875,2013-08-23
40.39788818359375,2013-08-26
39.68208694458008,2013-08-27
40.328392028808594,2013-08-28
40.11296463012695,2013-08-29
39.68208694458008,2013-08-30
40.384002685546875,2013-09-03
41.023353576660156,2013-09-04
40.168575286865234,2013-09-05
39.904457092285156,2013-09-06
39.93922424316406,2013-09-09
39.46664047241211,2013-09-10
39.563934326171875,2013-09-11
39.23036575317383,2013-09-12
39.70293426513672,2013-09-13
39.49445343017578,2013-09-16
38.952369689941406,2013-09-17
39.78633499145508,2013-09-18
40.41178512573242,2013-09-19
40.2588996887207,2013-09-20
39.897518157958984,2013-09-23
40.147708892822266,2013-09-24
40.342288970947266,2013-09-25
40.641136169433594,2013-09-26
40.67586898803711,2013-09-27
40.18244934082031,2013-09-30
40.23805236816406,2013-10-01
41.12759017944336,2013-10-02
41.39167404174805,2013-10-03
41.12064743041992,2013-10-04
40.23805236816406,2013-10-07
39.5361442565918,2013-10-08
39.543087005615234,2013-10-09
40.70367431640625,2013-10-10
41.648807525634766,2013-10-11
42.031044006347656,2013-10-14
41.3499870300293,2013-10-15
42.20478439331055,2013-10-16
43.24026870727539,2013-10-17
44.11592102050781,2013-10-18
44.41474151611328,2013-10-21
45.088844299316406,2013-10-22
44.93596267700195,2013-10-23
43.94217300415039,2013-10-24
44.06031799316406,2013-10-25
43.97692108154297,2013-10-28
44.5745849609375,2013-10-29
45.33209991455078,2013-10-30
44.776126861572266,2013-10-31
44.5676383972168,2013-11-01
44.7830810546875,2013-11-04
44.6649284362793,2013-11-05
44.72747039794922,2013-11-06
44.36610412597656,2013-11-07
45.42244338989258,2013-11-08
45.51276779174805,2013-11-11
45.72952651977539,2013-11-12
46.176944732666016,2013-11-13
47.23261642456055,2013-11-14
46.91101837158203,2013-11-15
46.987918853759766,2013-11-18
47.379432678222656,2013-11-19
46.86208724975586,2013-11-20
47.19066619873047,2013-11-21
47.87582015991211,2013-11-22
47.987667083740234,2013-11-25
48.064571380615234,2013-11-26
49.022369384765625,2013-11-27
48.66582107543945,2013-11-29
49.88925552368164,2013-12-02
49.357948303222656,2013-12-03
48.65182876586914,2013-12-04
48.749717712402344,2013-12-05
49.80538558959961,2013-12-06
50.21787643432617,2013-12-09
50.06406021118164,2013-12-10
49.532718658447266,2013-12-11
49.79140853881836,2013-12-12
50.05706787109375,2013-12-13
50.76316833496094,2013-12-16
50.756187438964844,2013-12-17
51.720985412597656,2013-12-18
50.979896545410156,2013-12-19
51.75593566894531,2013-12-20
52.021602630615234,2013-12-23
52.252296447753906,2013-12-24
52.51797103881836,2013-12-26
52.2592887878418,2013-12-27
52.238319396972656,2013-12-30
53.923179626464844,2013-12-31
53.447784423828125,2014-01-02
53.33594512939453,2014-01-03
53.83931350708008,2014-01-06
53.84629821777344,2014-01-07
53.74142837524414,2014-01-08
54.622318267822266,2014-01-09
54.531436920166016,2014-01-10
53.00035858154297,2014-01-13
53.47575759887695,2014-01-14
52.81159591674805,2014-01-15
52.70674514770508,2014-01-16
53.147178649902344,2014-01-17
53.76240921020508,2014-01-21
53.90222930908203,2014-01-22
53.97214126586914,2014-01-23
52.042564392089844,2014-01-24
52.364158630371094,2014-01-27
52.49000549316406,2014-01-28
51.86079788208008,2014-01-29
51.42733383178711,2014-01-30
51.09873580932617,2014-01-31
49.88925552368164,2014-02-03
49.73545837402344,2014-02-04
49.40687942504883,2014-02-05
51.24557876586914,2014-02-06
51.93070983886719,2014-02-07
50.52547073364258,2014-02-10
51.79786682128906,2014-02-11
51.48328399658203,2014-02-12
52.46724319458008,2014-02-13
53.36688232421875,2014-02-14
52.98033905029297,2014-02-18
52.903018951416016,2014-02-19
52.917076110839844,2014-02-20
52.6781120300293,2014-02-21
53.59178924560547,2014-02-24
54.491455078125,2014-02-25
53.950252532958984,2014-02-26
52.53050994873047,2014-02-27
52.61486053466797,2014-02-28
52.61486053466797,2014-03-03
53.47232437133789,2014-03-04
53.98539352416992,2014-03-05
54.92018508911133,2014-03-06
54.87800979614258,2014-03-07
55.28566360473633,2014-03-10
55.58086013793945,2014-03-11
56.22746658325195,2014-03-12
54.92018508911133,2014-03-13
55.30673599243164,2014-03-14
55.7706184387207,2014-03-17
56.47345733642578,2014-03-18
55.12401580810547,2014-03-19
55.17319107055664,2014-03-20
54.78662872314453,2014-03-21
54.414119720458984,2014-03-24
54.962345123291016,2014-03-25
54.266536712646484,2014-03-26
54.02053451538086,2014-03-27
53.87294387817383,2014-03-28
54.161109924316406,2014-03-31
55.93226623535156,2014-04-01
55.69329071044922,2014-04-02
56.649166107177734,2014-04-03
55.925254821777344,2014-04-04
54.78662872314453,2014-04-07
54.51252365112305,2014-04-08
55.05371856689453,2014-04-09
53.90106201171875,2014-04-10
53.943214416503906,2014-04-11
54.82880401611328,2014-04-14
55.299705505371094,2014-04-15
57.00761032104492,2014-04-16
56.424251556396484,2014-04-17
57.50664138793945,2014-04-21
57.61909103393555,2014-04-22
57.8440055847168,2014-04-23
58.03376770019531,2014-04-24
58.04783630371094,2014-04-25
59.073970794677734,2014-04-28
58.86313247680664,2014-04-29
58.490623474121094,2014-04-30
59.073970794677734,2014-05-01
58.7085075378418,2014-05-02
58.9896354675293,2014-05-05
59.221595764160156,2014-05-06
59.762752532958984,2014-05-07
58.2797737121582,2014-05-08
57.569908142089844,2014-05-09
58.71554946899414,2014-05-12
59.221595764160156,2014-05-13
58.72957229614258,2014-05-14
57.987159729003906,2014-05-15
57.88108444213867,2014-05-16
58.49625778198242,2014-05-19
57.95887756347656,2014-05-20
57.69017791748047,2014-05-21
58.248775482177734,2014-05-22
58.00130081176758,2014-05-23
58.10736846923828,2014-05-27
58.680091857910156,2014-05-28
59.620487213134766,2014-05-29
59.95282745361328,2014-05-30
60.270999908447266,2014-06-02
59.776039123535156,2014-06-03
59.18211364746094,2014-06-04
59.054847717285156,2014-06-05
59.64878463745117,2014-06-06
59.20332717895508,2014-06-09
58.56696701049805,2014-06-10
58.609378814697266,2014-06-11
58.545745849609375,2014-06-12
59.033626556396484,2014-06-13
58.99827575683594,2014-06-16
59.4437370300293,2014-06-17
59.74775695800781,2014-06-18
60.28514862060547,2014-06-19
60.765968322753906,2014-06-20
61.0417366027832,2014-06-23
60.05887985229492,2014-06-24
57.52756118774414,2014-06-25
58.050785064697266,2014-06-26
57.61948776245117,2014-06-27
56.86996841430664,2014-06-30
56.99018096923828,2014-07-01
57.27301025390625,2014-07-02
57.626548767089844,2014-07-03
56.91946792602539,2014-07-07
56.05685043334961,2014-07-08
56.43159866333008,2014-07-09
56.375030517578125,2014-07-10
56.77098846435547,2014-07-11
56.530574798583984,2014-07-14
57.35786819458008,2014-07-15
57.159854888916016,2014-07-16
56.24067687988281,2014-07-17
57.17402648925781,2014-07-18
56.679080963134766,2014-07-21
56.91946792602539,2014-07-22
57.46391677856445,2014-07-23
58.050785064697266,2014-07-24
58.43968963623047,2014-07-25
58.41139602661133,2014-07-28
58.31240463256836,2014-07-29
57.7821044921875,2014-07-30
57.35079574584961,2014-07-31
56.9477653503418,2014-08-01
57.89523696899414,2014-08-04
57.280094146728516,2014-08-05
58.178043365478516,2014-08-06
57.64069366455078,2014-08-07
58.7225227355957,2014-08-08
58.255855560302734,2014-08-11
58.376060485839844,2014-08-12
58.88823699951172,2014-08-13
59.53560256958008,2014-08-14
59.606727600097656,2014-08-15
60.90144729614258,2014-08-18
61.242897033691406,2014-08-19
61.60574722290039,2014-08-20
61.34962844848633,2014-08-21
61.242897033691406,2014-08-22
61.81914520263672,2014-08-25
61.655521392822266,2014-08-26
61.491912841796875,2014-08-27
61.61284255981445,2014-08-28
61.90450668334961,2014-08-29
61.85470199584961,2014-09-02
62.06100845336914,2014-09-03
61.8049201965332,2014-09-04
62.253074645996094,2014-09-05
61.932979583740234,2014-09-08
61.51322937011719,2014-09-09
60.56711196899414,2014-09-10
59.76325225830078,2014-09-11
59.058963775634766,2014-09-12
59.68498611450195,2014-09-15
61.02238464355469,2014-09-16
60.95836639404297,2014-09-17
61.100643157958984,2014-09-18
61.001041412353516,2014-09-19
59.64230728149414,2014-09-22
59.22970199584961,2014-09-23
58.82421875,2014-09-24
58.14839172363281,2014-09-25
58.49699401855469,2014-09-26
58.16974639892578,2014-09-29
57.842525482177734,2014-09-30
56.64738845825195,2014-10-01
55.31711196899414,2014-10-02
55.23175811767578,2014-10-03
55.02543640136719,2014-10-06
55.02543640136719,2014-10-07
56.31303405761719,2014-10-08
54.49900817871094,2014-10-09
54.292720794677734,2014-10-10
51.96650695800781,2014-10-13
50.21649169921875,2014-10-14
48.29576110839844,2014-10-15
49.590457916259766,2014-10-16
51.368919372558594,2014-10-17
51.46853256225586,2014-10-20
54.641292572021484,2014-10-21
53.63113784790039,2014-10-22
54.15043640136719,2014-10-23
54.41366195678711,2014-10-24
53.69514083862305,2014-10-27
55.153480529785156,2014-10-28
54.34250259399414,2014-10-29
55.061012268066406,2014-10-30
55.84352111816406,2014-10-31
54.54882049560547,2014-11-03
52.99087905883789,2014-11-04
53.16874313354492,2014-11-05
53.652469635009766,2014-11-06
53.14027786254883,2014-11-07
52.99800109863281,2014-11-10
52.38621520996094,2014-11-11
52.314579010009766,2014-11-12
50.73167037963867,2014-11-13
51.412105560302734,2014-11-14
52.128360748291016,2014-11-17
52.973541259765625,2014-11-18
54.26994323730469,2014-11-19
55.74541091918945,2014-11-20
56.88424301147461,2014-11-21
56.88424301147461,2014-11-24
56.97018051147461,2014-11-25
56.783958435058594,2014-11-26
52.300254821777344,2014-11-28
51.46941375732422,2014-12-01
52.83028793334961,2014-12-02
53.59665298461914,2014-12-03
53.69694137573242,2014-12-04
52.300254821777344,2014-12-05
49.37082290649414,2014-12-08
49.28487014770508,2014-12-09
48.06724166870117,2014-12-10
47.85953903198242,2014-12-11
47.04301834106445,2014-12-12
46.62042999267578,2014-12-15
48.017112731933594,2014-12-16
48.96255111694336,2014-12-17
49.44244384765625,2014-12-18
51.4336051940918,2014-12-19
51.01818084716797,2014-12-22
51.970787048339844,2014-12-23
51.64131164550781,2014-12-24
52.03523254394531,2014-12-26
52.15701675415039,2014-12-29
52.228633880615234,2014-12-30
51.35481643676758,2014-12-31
51.77740478515625,2015-01-02
48.64741516113281,2015-01-05
47.286537170410156,2015-01-06
47.494258880615234,2015-01-07
49.342166900634766,2015-01-08
48.21048355102539,2015-01-09
46.01163101196289,2015-01-12
44.049110412597656,2015-01-13
42.559322357177734,2015-01-14
42.32295608520508,2015-01-15
43.569210052490234,2015-01-16
45.56755828857422,2015-01-20
47.45127487182617,2015-01-21
48.21048355102539,2015-01-22
49.077152252197266,2015-01-23
48.9912109375,2015-01-26
49.8506965637207,2015-01-27
48.96971893310547,2015-01-28
50.480995178222656,2015-01-29
50.36639404296875,2015-01-30
52.14269256591797,2015-02-02
53.632469177246094,2015-02-03
53.30299377441406,2015-02-04
53.86884689331055,2015-02-05
54.50627517700195,2015-02-06
54.384525299072266,2015-02-09
54.198307037353516,2015-02-10
53.13826370239258,2015-02-11
54.162227630615234,2015-02-12
55.25110626220703,2015-02-13
55.4530029296875,2015-02-17
54.76795959472656,2015-02-18
55.83521270751953,2015-02-19
55.770294189453125,2015-02-20
57.205318450927734,2015-02-23
57.68843078613281,2015-02-24
57.0322151184082,2015-02-25
57.73170852661133,2015-02-26
56.57792663574219,2015-02-27
55.525115966796875,2015-03-02
56.31112289428711,2015-03-03
56.2173957824707,2015-03-04
55.43860626220703,2015-03-05
54.34251403808594,2015-03-06
55.013145446777344,2015-03-09
53.383426666259766,2015-03-10
53.758419036865234,2015-03-11
53.47718811035156,2015-03-12
53.82331466674805,2015-03-13
55.013145446777344,2015-03-16
54.76795959472656,2015-03-17
56.332763671875,2015-03-18
55.89288330078125,2015-03-19
56.866390228271484,2015-03-20
56.628414154052734,2015-03-23
55.97943115234375,2015-03-24
56.967323303222656,2015-03-25
56.56352996826172,2015-03-26
55.964988708496094,2015-03-27
57.37118148803711,2015-03-30
56.678890228271484,2015-03-31
57.64517593383789,2015-04-01
56.36882019042969,2015-04-02
56.642852783203125,2015-04-06
56.08038330078125,2015-04-07
55.82077407836914,2015-04-08
56.109214782714844,2015-04-09
56.49140548706055,2015-04-10
55.474647521972656,2015-04-13
56.1236572265625,2015-04-14
56.924072265625,2015-04-15
57.140403747558594,2015-04-16
56.25343704223633,2015-04-17
57.18367004394531,2015-04-20
57.3278923034668,2015-04-21
58.35185623168945,2015-04-22
58.575408935546875,2015-04-23
58.834991455078125,2015-04-24
58.46002197265625,2015-04-27
58.84942626953125,2015-04-28
58.4095458984375,2015-04-29
57.19086837768555,2015-04-30
58.84942626953125,2015-05-01
58.29417037963867,2015-05-04
58.005733489990234,2015-05-05
57.55863571166992,2015-05-06
57.64517593383789,2015-05-07
58.86384201049805,2015-05-08
58.07783126831055,2015-05-11
58.048988342285156,2015-05-12
58.243690490722656,2015-05-13
59.27481460571289,2015-05-14
58.85365676879883,2015-05-15
59.056983947753906,2015-05-18
58.59949493408203,2015-05-19
58.46881103515625,2015-05-20
58.81733703613281,2015-05-21
58.79555892944336,2015-05-22
57.626461029052734,2015-05-26
57.50303268432617,2015-05-27
57.77172088623047,2015-05-28
57.45220947265625,2015-05-29
57.61920166015625,2015-06-01
57.437679290771484,2015-06-02
56.85677719116211,2015-06-03
56.18870544433594,2015-06-04
56.67522430419922,2015-06-05
56.043479919433594,2015-06-08
55.76028823852539,2015-06-09
56.49369812011719,2015-06-10
57.12544250488281,2015-06-11
56.38479232788086,2015-06-12
56.696998596191406,2015-06-15
56.922122955322266,2015-06-16
57.24888229370117,2015-06-17
58.11300277709961,2015-06-18
57.85158920288086,2015-06-19
57.80073928833008,2015-06-22
58.3162956237793,2015-06-23
57.50303268432617,2015-06-24
57.28519058227539,2015-06-25
57.815269470214844,2015-06-26
56.99472427368164,2015-06-29
58.49783706665039,2015-06-30
59.035186767578125,2015-07-01
59.144100189208984,2015-07-02
59.2094612121582,2015-07-06
59.79762268066406,2015-07-07
57.00197982788086,2015-07-08
57.691829681396484,2015-07-09
59.17314910888672,2015-07-10
60.574607849121094,2015-07-13
60.647220611572266,2015-07-14
59.37647247314453,2015-07-15
60.42210006713867,2015-07-16
60.443904876708984,2015-07-17
59.783119201660156,2015-07-20
59.528961181640625,2015-07-21
59.4200439453125,2015-07-22
59.10053253173828,2015-07-23
57.38685607910156,2015-07-24
55.7094612121582,2015-07-27
57.11091995239258,2015-07-28
58.11300277709961,2015-07-29
57.45220947265625,2015-07-30
57.7281379699707,2015-07-31
57.13269805908203,2015-08-03
56.82770919799805,2015-08-04
56.84225082397461,2015-08-05
57.82979202270508,2015-08-06
57.815269470214844,2015-08-07
59.92106246948242,2015-08-10
60.777915954589844,2015-08-11
61.2281379699707,2015-08-12
60.73104476928711,2015-08-13
60.1608772277832,2015-08-14
60.7164306640625,2015-08-17
60.85531997680664,2015-08-18
59.06437683105469,2015-08-19
58.136009216308594,2015-08-20
55.36555480957031,2015-08-21
52.383094787597656,2015-08-24
51.57169723510742,2015-08-25
53.58193588256836,2015-08-26
54.83922576904297,2015-08-27
56.45471954345703,2015-08-28
57.79976272583008,2015-08-31
56.71788787841797,2015-09-01
57.42694854736328,2015-09-02
57.35385513305664,2015-09-03
56.43280029296875,2015-09-04
58.39187240600586,2015-09-08
58.954734802246094,2015-09-09
59.2252082824707,2015-09-10
58.91817855834961,2015-09-11
57.171104431152344,2015-09-14
57.90211868286133,2015-09-15
57.88748550415039,2015-09-16
57.975196838378906,2015-09-17
57.448890686035156,2015-09-18
57.93865966796875,2015-09-21
57.14187240600586,2015-09-22
56.90793991088867,2015-09-23
56.76176834106445,2015-09-24
56.973758697509766,2015-09-25
54.17401123046875,2015-09-28
54.466426849365234,2015-09-29
56.16965103149414,2015-09-30
56.96643829345703,2015-10-01
58.09947204589844,2015-10-02
59.81000518798828,2015-10-05
60.365562438964844,2015-10-06
60.8480110168457,2015-10-07
61.827545166015625,2015-10-08
61.05269241333008,2015-10-09
61.30855178833008,2015-10-12
60.05855178833008,2015-10-13
60.2851448059082,2015-10-14
61.03075408935547,2015-10-15
61.49129867553711,2015-10-16
59.66379928588867,2015-10-19
59.64918518066406,2015-10-20
58.8450813293457,2015-10-21
60.387489318847656,2015-10-22
60.92842483520508,2015-10-23
60.67259216308594,2015-10-26
61.08194351196289,2015-10-27
62.05416488647461,2015-10-28
63.17987823486328,2015-10-29
65.09510040283203,2015-10-30
66.2281265258789,2015-11-02
67.74128723144531,2015-11-03
68.22376251220703,2015-11-04
68.47960662841797,2015-11-05
67.79975891113281,2015-11-06
67.25885009765625,2015-11-09
67.73689270019531,2015-11-10
66.6263198852539,2015-11-11
65.6334457397461,2015-11-12
65.51576232910156,2015-11-13
66.97937774658203,2015-11-16
67.01614379882812,2015-11-17
68.06049346923828,2015-11-18
67.94283294677734,2015-11-19
67.42063903808594,2015-11-20
67.78836822509766,2015-11-23
68.49443054199219,2015-11-24
68.22964477539062,2015-11-25
68.22230529785156,2015-11-27
67.31768035888672,2015-11-30
68.15612030029297,2015-12-01
66.51602172851562,2015-12-02
65.14070129394531,2015-12-03
66.33951568603516,2015-12-04
63.75798416137695,2015-12-07
63.58148956298828,2015-12-08
63.316688537597656,2015-12-09
63.8021125793457,2015-12-10
60.88229751586914,2015-12-11
59.86734390258789,2015-12-14
60.14683532714844,2015-12-15
61.08823776245117,2015-12-16
60.14683532714844,2015-12-17
59.24955368041992,2015-12-18
59.293678283691406,2015-12-21
60.087982177734375,2015-12-22
62.36795425415039,2015-12-23
62.04435729980469,2015-12-24
