DDOG,Date
99.8499984741211,2020-12-08
95.6500015258789,2020-12-09
101.52999877929688,2020-12-10
98.9800033569336,2020-12-11
102.2699966430664,2020-12-14
101.2300033569336,2020-12-15
104.55000305175781,2020-12-16
108.69999694824219,2020-12-17
107.72000122070312,2020-12-18
106.45999908447266,2020-12-21
111.06999969482422,2020-12-22
107.44000244140625,2020-12-23
106.27999877929688,2020-12-24
100.22000122070312,2020-12-28
98.91999816894531,2020-12-29
99.30999755859375,2020-12-30
98.44000244140625,2020-12-31
91.2300033569336,2021-01-04
93.02999877929688,2021-01-05
91.33000183105469,2021-01-06
96.63999938964844,2021-01-07
99.94000244140625,2021-01-08
104.25,2021-01-11
105.58000183105469,2021-01-12
104.8499984741211,2021-01-13
101.83999633789062,2021-01-14
99.83999633789062,2021-01-15
99.08999633789062,2021-01-19
104.27999877929688,2021-01-20
103.33999633789062,2021-01-21
105.0,2021-01-22
108.97000122070312,2021-01-25
103.5199966430664,2021-01-26
98.0,2021-01-27
100.0,2021-01-28
102.75,2021-01-29
101.79000091552734,2021-02-01
106.01000213623047,2021-02-02
110.5199966430664,2021-02-03
111.91999816894531,2021-02-04
114.9000015258789,2021-02-05
116.41999816894531,2021-02-08
117.8499984741211,2021-02-09
115.55000305175781,2021-02-10
117.5999984741211,2021-02-11
112.86000061035156,2021-02-12
107.55999755859375,2021-02-16
103.08000183105469,2021-02-17
106.4000015258789,2021-02-18
105.05000305175781,2021-02-19
99.69999694824219,2021-02-22
98.66999816894531,2021-02-23
99.36000061035156,2021-02-24
95.0,2021-02-25
95.41000366210938,2021-02-26
97.61000061035156,2021-03-01
93.51000213623047,2021-03-02
90.0,2021-03-03
85.0,2021-03-04
82.19999694824219,2021-03-05
77.5199966430664,2021-03-08
82.0,2021-03-09
80.69999694824219,2021-03-10
86.23999786376953,2021-03-11
83.0,2021-03-12
87.61000061035156,2021-03-15
86.37000274658203,2021-03-16
86.54000091552734,2021-03-17
81.88999938964844,2021-03-18
84.02999877929688,2021-03-19
85.18000030517578,2021-03-22
85.16999816894531,2021-03-23
81.26000213623047,2021-03-24
78.26000213623047,2021-03-25
80.29000091552734,2021-03-26
77.04000091552734,2021-03-29
77.37000274658203,2021-03-30
83.33999633789062,2021-03-31
87.19999694824219,2021-04-01
83.23999786376953,2021-04-05
88.88999938964844,2021-04-06
86.5999984741211,2021-04-07
88.31999969482422,2021-04-08
88.80000305175781,2021-04-09
90.45999908447266,2021-04-12
94.20999908447266,2021-04-13
93.25,2021-04-14
95.2699966430664,2021-04-15
90.33999633789062,2021-04-16
87.88999938964844,2021-04-19
83.95999908447266,2021-04-20
84.77999877929688,2021-04-21
84.80999755859375,2021-04-22
89.56999969482422,2021-04-23
93.13999938964844,2021-04-26
93.80000305175781,2021-04-27
91.55999755859375,2021-04-28
88.83999633789062,2021-04-29
85.7699966430664,2021-04-30
80.16999816894531,2021-05-03
77.86000061035156,2021-05-04
76.73999786376953,2021-05-05
71.36000061035156,2021-05-06
77.29000091552734,2021-05-07
76.86000061035156,2021-05-10
78.62000274658203,2021-05-11
76.83999633789062,2021-05-12
77.38999938964844,2021-05-13
82.51000213623047,2021-05-14
81.02999877929688,2021-05-17
83.11000061035156,2021-05-18
83.66999816894531,2021-05-19
88.12000274658203,2021-05-20
88.94999694824219,2021-05-21
89.76000213623047,2021-05-24
89.58000183105469,2021-05-25
91.43000030517578,2021-05-26
92.30999755859375,2021-05-27
91.05000305175781,2021-05-28
91.87999725341797,2021-06-01
91.5999984741211,2021-06-02
88.69000244140625,2021-06-03
88.44999694824219,2021-06-04
90.62000274658203,2021-06-07
92.4800033569336,2021-06-08
91.72000122070312,2021-06-09
94.5,2021-06-10
95.4800033569336,2021-06-11
97.25,2021-06-14
96.58999633789062,2021-06-15
98.37999725341797,2021-06-16
101.75,2021-06-17
103.26000213623047,2021-06-18
102.3499984741211,2021-06-21
104.54000091552734,2021-06-22
106.52999877929688,2021-06-23
106.44000244140625,2021-06-24
106.05999755859375,2021-06-25
106.44000244140625,2021-06-28
107.19999694824219,2021-06-29
104.08000183105469,2021-06-30
104.56999969482422,2021-07-01
106.47000122070312,2021-07-02
108.68000030517578,2021-07-06
107.30999755859375,2021-07-07
107.0999984741211,2021-07-08
108.12000274658203,2021-07-09
107.76000213623047,2021-07-12
106.58999633789062,2021-07-13
104.66999816894531,2021-07-14
103.4800033569336,2021-07-15
104.63999938964844,2021-07-16
104.83000183105469,2021-07-19
107.5199966430664,2021-07-20
108.38999938964844,2021-07-21
110.19999694824219,2021-07-22
111.2300033569336,2021-07-23
109.79000091552734,2021-07-26
109.62000274658203,2021-07-27
111.44999694824219,2021-07-28
111.2300033569336,2021-07-29
110.69999694824219,2021-07-30
111.62999725341797,2021-08-02
114.68000030517578,2021-08-03
114.93000030517578,2021-08-04
132.47000122070312,2021-08-05
131.9199981689453,2021-08-06
130.0,2021-08-09
125.30000305175781,2021-08-10
128.2100067138672,2021-08-11
130.27999877929688,2021-08-12
135.49000549316406,2021-08-13
133.52000427246094,2021-08-16
133.0,2021-08-17
132.67999267578125,2021-08-18
132.4199981689453,2021-08-19
131.14999389648438,2021-08-20
132.5,2021-08-23
135.47999572753906,2021-08-24
135.6300048828125,2021-08-25
131.3000030517578,2021-08-26
134.83999633789062,2021-08-27
136.6300048828125,2021-08-30
137.8000030517578,2021-08-31
135.77000427246094,2021-09-01
137.08999633789062,2021-09-02
138.05999755859375,2021-09-03
137.36000061035156,2021-09-07
139.57000732421875,2021-09-08
140.89999389648438,2021-09-09
137.14999389648438,2021-09-10
135.22999572753906,2021-09-13
138.1199951171875,2021-09-14
139.11000061035156,2021-09-15
144.13999938964844,2021-09-16
143.1300048828125,2021-09-17
142.25,2021-09-20
145.3800048828125,2021-09-21
148.69000244140625,2021-09-22
147.5,2021-09-23
147.32000732421875,2021-09-24
142.0,2021-09-27
137.39999389648438,2021-09-28
138.13999938964844,2021-09-29
141.35000610351562,2021-09-30
144.69000244140625,2021-10-01
137.10000610351562,2021-10-04
141.88999938964844,2021-10-05
143.30999755859375,2021-10-06
142.10000610351562,2021-10-07
140.32000732421875,2021-10-08
141.9600067138672,2021-10-11
145.58999633789062,2021-10-12
155.88999938964844,2021-10-13
153.36000061035156,2021-10-14
154.47999572753906,2021-10-15
157.4199981689453,2021-10-18
157.94000244140625,2021-10-19
158.85000610351562,2021-10-20
160.9199981689453,2021-10-21
162.38999938964844,2021-10-22
161.5800018310547,2021-10-25
163.8699951171875,2021-10-26
157.08999633789062,2021-10-27
161.0,2021-10-28
167.0500030517578,2021-10-29
165.1999969482422,2021-11-01
164.8800048828125,2021-11-02
162.7899932861328,2021-11-03
166.9499969482422,2021-11-04
185.50999450683594,2021-11-05
191.35000610351562,2021-11-08
196.55999755859375,2021-11-09
188.8000030517578,2021-11-10
190.33999633789062,2021-11-11
193.02999877929688,2021-11-12
191.0,2021-11-15
193.25999450683594,2021-11-16
190.25999450683594,2021-11-17
190.60000610351562,2021-11-18
192.60000610351562,2021-11-19
180.75,2021-11-22
179.4199981689453,2021-11-23
180.33999633789062,2021-11-24
181.25,2021-11-26
182.99000549316406,2021-11-29
178.2899932861328,2021-11-30
164.52999877929688,2021-12-01
169.44000244140625,2021-12-02
164.22000122070312,2021-12-03
161.41000366210938,2021-12-06
177.00999450683594,2021-12-07
183.16000366210938,2021-12-08
175.41000366210938,2021-12-09
174.55999755859375,2021-12-10
172.02999877929688,2021-12-13
160.77999877929688,2021-12-14
171.02000427246094,2021-12-15
164.0500030517578,2021-12-16
170.16000366210938,2021-12-17
164.3800048828125,2021-12-20
177.49000549316406,2021-12-21
179.67999267578125,2021-12-22
180.36000061035156,2021-12-23
183.47000122070312,2021-12-27
177.4199981689453,2021-12-28
179.7100067138672,2021-12-29
178.92999267578125,2021-12-30
178.11000061035156,2021-12-31
163.8300018310547,2022-01-03
157.75999450683594,2022-01-04
145.52000427246094,2022-01-05
143.88999938964844,2022-01-06
143.7899932861328,2022-01-07
146.3300018310547,2022-01-10
148.60000610351562,2022-01-11
146.3300018310547,2022-01-12
135.1300048828125,2022-01-13
138.27999877929688,2022-01-14
131.8699951171875,2022-01-18
130.91000366210938,2022-01-19
130.00999450683594,2022-01-20
125.55000305175781,2022-01-21
136.07000732421875,2022-01-24
125.13999938964844,2022-01-25
128.0399932861328,2022-01-26
128.14999389648438,2022-01-27
136.9600067138672,2022-01-28
146.11000061035156,2022-01-31
147.77999877929688,2022-02-01
142.1999969482422,2022-02-02
138.02000427246094,2022-02-03
150.25999450683594,2022-02-04
152.6199951171875,2022-02-07
151.72999572753906,2022-02-08
155.5,2022-02-09
174.60000610351562,2022-02-10
167.39999389648438,2022-02-11
164.35000610351562,2022-02-14
168.99000549316406,2022-02-15
173.9199981689453,2022-02-16
165.80999755859375,2022-02-17
159.02000427246094,2022-02-18
158.94000244140625,2022-02-22
149.44000244140625,2022-02-23
159.86000061035156,2022-02-24
161.41000366210938,2022-02-25
161.11000061035156,2022-02-28
159.97000122070312,2022-03-01
164.47999572753906,2022-03-02
148.4600067138672,2022-03-03
142.19000244140625,2022-03-04
130.11000061035156,2022-03-07
127.12999725341797,2022-03-08
142.8300018310547,2022-03-09
140.16000366210938,2022-03-10
127.0199966430664,2022-03-11
118.76000213623047,2022-03-14
120.94000244140625,2022-03-15
132.24000549316406,2022-03-16
137.74000549316406,2022-03-17
145.75999450683594,2022-03-18
140.13999938964844,2022-03-21
148.64999389648438,2022-03-22
146.44000244140625,2022-03-23
152.2100067138672,2022-03-24
146.83999633789062,2022-03-25
149.35000610351562,2022-03-28
155.41000366210938,2022-03-29
149.66000366210938,2022-03-30
151.47000122070312,2022-03-31
153.5,2022-04-01
156.55999755859375,2022-04-04
146.89999389648438,2022-04-05
137.27000427246094,2022-04-06
137.24000549316406,2022-04-07
134.2899932861328,2022-04-08
135.08999633789062,2022-04-11
135.5,2022-04-12
142.8699951171875,2022-04-13
136.0399932861328,2022-04-14
131.11000061035156,2022-04-18
137.27999877929688,2022-04-19
131.6199951171875,2022-04-20
121.81999969482422,2022-04-21
118.4000015258789,2022-04-22
121.68000030517578,2022-04-25
119.3499984741211,2022-04-26
120.44000244140625,2022-04-27
128.47000122070312,2022-04-28
120.77999877929688,2022-04-29
120.19999694824219,2022-05-02
114.88999938964844,2022-05-03
119.0,2022-05-04
111.87000274658203,2022-05-05
110.0,2022-05-06
97.52999877929688,2022-05-09
98.30999755859375,2022-05-10
97.87000274658203,2022-05-11
98.83000183105469,2022-05-12
108.86000061035156,2022-05-13
97.19000244140625,2022-05-16
95.05000305175781,2022-05-17
88.06999969482422,2022-05-18
96.5250015258789,2022-05-19
94.79000091552734,2022-05-20
93.93000030517578,2022-05-23
85.80999755859375,2022-05-24
88.7300033569336,2022-05-25
89.62999725341797,2022-05-26
98.06999969482422,2022-05-27
95.38999938964844,2022-05-31
97.5,2022-06-01
110.08000183105469,2022-06-02
105.44000244140625,2022-06-03
103.16000366210938,2022-06-06
108.05999755859375,2022-06-07
107.3499984741211,2022-06-08
103.63999938964844,2022-06-09
96.19999694824219,2022-06-10
86.13999938964844,2022-06-13
87.11000061035156,2022-06-14
89.3499984741211,2022-06-15
81.98999786376953,2022-06-16
85.62999725341797,2022-06-17
90.30999755859375,2022-06-21
91.08999633789062,2022-06-22
100.5999984741211,2022-06-23
107.4800033569336,2022-06-24
105.19999694824219,2022-06-27
97.31999969482422,2022-06-28
98.37000274658203,2022-06-29
95.23999786376953,2022-06-30
101.05000305175781,2022-07-01
108.37999725341797,2022-07-05
108.02999877929688,2022-07-06
107.69999694824219,2022-07-07
108.29000091552734,2022-07-08
104.01000213623047,2022-07-11
97.31999969482422,2022-07-12
97.33999633789062,2022-07-13
93.77999877929688,2022-07-14
93.5999984741211,2022-07-15
91.04000091552734,2022-07-18
92.95999908447266,2022-07-19
100.87999725341797,2022-07-20
101.2300033569336,2022-07-21
93.79000091552734,2022-07-22
90.48999786376953,2022-07-25
85.72000122070312,2022-07-26
94.05999755859375,2022-07-27
95.72000122070312,2022-07-28
102.01000213623047,2022-07-29
103.44999694824219,2022-08-01
106.37000274658203,2022-08-02
112.41999816894531,2022-08-03
110.48999786376953,2022-08-04
113.29000091552734,2022-08-05
112.9800033569336,2022-08-08
109.76000213623047,2022-08-09
117.76000213623047,2022-08-10
114.77999877929688,2022-08-11
115.72000122070312,2022-08-12
116.19999694824219,2022-08-15
113.54000091552734,2022-08-16
110.0199966430664,2022-08-17
109.44999694824219,2022-08-18
105.7300033569336,2022-08-19
101.8499984741211,2022-08-22
102.98999786376953,2022-08-23
105.30000305175781,2022-08-24
110.37999725341797,2022-08-25
106.7300033569336,2022-08-26
105.29000091552734,2022-08-29
104.61000061035156,2022-08-30
104.94999694824219,2022-08-31
97.13999938964844,2022-09-01
96.94000244140625,2022-09-02
92.33000183105469,2022-09-06
95.62000274658203,2022-09-07
97.88999938964844,2022-09-08
100.54000091552734,2022-09-09
104.38999938964844,2022-09-12
96.62999725341797,2022-09-13
97.02999877929688,2022-09-14
95.36000061035156,2022-09-15
91.25,2022-09-16
93.80000305175781,2022-09-19
93.56999969482422,2022-09-20
94.51000213623047,2022-09-21
89.44000244140625,2022-09-22
87.27999877929688,2022-09-23
86.41000366210938,2022-09-26
87.73999786376953,2022-09-27
89.76000213623047,2022-09-28
87.44999694824219,2022-09-29
88.77999877929688,2022-09-30
90.94000244140625,2022-10-03
95.3499984741211,2022-10-04
95.11000061035156,2022-10-05
93.66000366210938,2022-10-06
88.05999755859375,2022-10-07
84.0199966430664,2022-10-10
82.72000122070312,2022-10-11
82.3499984741211,2022-10-12
80.9000015258789,2022-10-13
75.69000244140625,2022-10-14
80.79000091552734,2022-10-17
81.77999877929688,2022-10-18
79.0,2022-10-19
82.33999633789062,2022-10-20
82.1500015258789,2022-10-21
82.43000030517578,2022-10-24
88.75,2022-10-25
81.5,2022-10-26
82.16000366210938,2022-10-27
81.12999725341797,2022-10-28
80.51000213623047,2022-10-31
80.80000305175781,2022-11-01
74.4800033569336,2022-11-02
75.01000213623047,2022-11-03
70.37999725341797,2022-11-04
69.4800033569336,2022-11-07
70.48999786376953,2022-11-08
67.22000122070312,2022-11-09
76.5199966430664,2022-11-10
82.3499984741211,2022-11-11
78.12000274658203,2022-11-14
86.0999984741211,2022-11-15
82.44000244140625,2022-11-16
79.0,2022-11-17
76.5199966430664,2022-11-18
73.3499984741211,2022-11-21
72.33000183105469,2022-11-22
75.30999755859375,2022-11-23
74.83999633789062,2022-11-25
73.47000122070312,2022-11-28
72.05999755859375,2022-11-29
75.77999877929688,2022-11-30
77.97000122070312,2022-12-01
74.70999908447266,2022-12-02
70.26000213623047,2022-12-05
68.58000183105469,2022-12-06
68.27999877929688,2022-12-07
74.0199966430664,2022-12-08
74.55999755859375,2022-12-09
76.98999786376953,2022-12-12
79.70999908447266,2022-12-13
80.4800033569336,2022-12-14
78.30500030517578,2022-12-15
77.83000183105469,2022-12-16
76.05000305175781,2022-12-19
75.9800033569336,2022-12-20
77.16999816894531,2022-12-21
72.94999694824219,2022-12-22
72.41999816894531,2022-12-23
70.56999969482422,2022-12-27
69.83999633789062,2022-12-28
73.94000244140625,2022-12-29
73.5,2022-12-30
72.08999633789062,2023-01-03
68.95999908447266,2023-01-04
63.5,2023-01-05
64.13999938964844,2023-01-06
65.94000244140625,2023-01-09
66.7699966430664,2023-01-10
69.02999877929688,2023-01-11
69.20999908447266,2023-01-12
70.47000122070312,2023-01-13
73.05999755859375,2023-01-17
69.69999694824219,2023-01-18
67.43000030517578,2023-01-19
71.05000305175781,2023-01-20
75.29000091552734,2023-01-23
73.69000244140625,2023-01-24
70.75,2023-01-25
76.0,2023-01-26
77.2300033569336,2023-01-27
73.83999633789062,2023-01-30
74.80999755859375,2023-01-31
82.69999694824219,2023-02-01
86.97000122070312,2023-02-02
79.45999908447266,2023-02-03
76.95999908447266,2023-02-06
80.31999969482422,2023-02-07
82.66000366210938,2023-02-08
83.4000015258789,2023-02-09
80.5199966430664,2023-02-10
82.23999786376953,2023-02-13
85.4800033569336,2023-02-14
88.72000122070312,2023-02-15
82.47000122070312,2023-02-16
79.98999786376953,2023-02-17
78.5199966430664,2023-02-21
79.95999908447266,2023-02-22
78.69999694824219,2023-02-23
76.66999816894531,2023-02-24
77.5999984741211,2023-02-27
76.5199966430664,2023-02-28
75.22000122070312,2023-03-01
74.0999984741211,2023-03-02
76.9800033569336,2023-03-03
76.58000183105469,2023-03-06
74.81999969482422,2023-03-07
71.9800033569336,2023-03-08
69.91000366210938,2023-03-09
65.13999938964844,2023-03-10
66.23999786376953,2023-03-13
65.95999908447266,2023-03-14
67.54000091552734,2023-03-15
69.20999908447266,2023-03-16
68.62000274658203,2023-03-17
66.20999908447266,2023-03-20
69.66999816894531,2023-03-21
66.19000244140625,2023-03-22
67.44000244140625,2023-03-23
65.23999786376953,2023-03-24
65.5999984741211,2023-03-27
67.7300033569336,2023-03-28
68.0999984741211,2023-03-29
67.91000366210938,2023-03-30
72.66000366210938,2023-03-31
70.66999816894531,2023-04-03
69.31999969482422,2023-04-04
66.11000061035156,2023-04-05
65.83000183105469,2023-04-06
66.13999938964844,2023-04-10
64.8499984741211,2023-04-11
66.83999633789062,2023-04-12
68.08000183105469,2023-04-13
67.31999969482422,2023-04-14
69.83999633789062,2023-04-17
70.0,2023-04-18
69.55500030517578,2023-04-19
67.4800033569336,2023-04-20
67.27999877929688,2023-04-21
65.70999908447266,2023-04-24
62.689998626708984,2023-04-25
69.2699966430664,2023-04-26
70.20999908447266,2023-04-27
67.37999725341797,2023-04-28
65.4000015258789,2023-05-01
64.04000091552734,2023-05-02
65.83999633789062,2023-05-03
75.4000015258789,2023-05-04
76.56999969482422,2023-05-05
78.54000091552734,2023-05-08
79.58999633789062,2023-05-09
86.0,2023-05-10
86.6500015258789,2023-05-11
87.25,2023-05-12
88.5,2023-05-15
88.06999969482422,2023-05-16
91.27999877929688,2023-05-17
94.54000091552734,2023-05-18
92.08999633789062,2023-05-19
93.87000274658203,2023-05-22
93.06999969482422,2023-05-23
93.44000244140625,2023-05-24
92.41000366210938,2023-05-25
93.16000366210938,2023-05-26
93.69000244140625,2023-05-30
94.91000366210938,2023-05-31
94.98999786376953,2023-06-01
98.7699966430664,2023-06-02
100.3499984741211,2023-06-05
101.8499984741211,2023-06-06
93.58999633789062,2023-06-07
96.0199966430664,2023-06-08
95.62999725341797,2023-06-09
97.69999694824219,2023-06-12
97.75,2023-06-13
96.27999877929688,2023-06-14
98.19000244140625,2023-06-15
95.75,2023-06-16
96.68000030517578,2023-06-20
91.94000244140625,2023-06-21
94.5,2023-06-22
93.66999816894531,2023-06-23
93.33999633789062,2023-06-26
