PNR,Date
0.5373440384864807,1973-05-03
0.5736515522003174,1973-05-04
0.5446057319641113,1973-05-07
0.5373440384864807,1973-05-08
0.5518670082092285,1973-05-09
0.5518670082092285,1973-05-10
0.5518670082092285,1973-05-11
0.5518670082092285,1973-05-14
0.5518670082092285,1973-05-15
0.5446057319641113,1973-05-16
0.5518670082092285,1973-05-17
0.5300829410552979,1973-05-18
0.486514687538147,1973-05-21
0.486514687538147,1973-05-22
0.47925323247909546,1973-05-23
0.45020759105682373,1973-05-24
0.4647306799888611,1973-05-25
0.4647306799888611,1973-05-29
0.45020759105682373,1973-05-30
0.45020759105682373,1973-05-31
0.45020759105682373,1973-06-01
0.45020759105682373,1973-06-04
0.45020759105682373,1973-06-05
0.45020759105682373,1973-06-06
0.45020759105682373,1973-06-07
0.4647306799888611,1973-06-08
0.47925323247909546,1973-06-11
0.486514687538147,1973-06-12
0.486514687538147,1973-06-13
0.47925323247909546,1973-06-14
0.47925323247909546,1973-06-15
0.45020759105682373,1973-06-18
0.45020759105682373,1973-06-19
0.4647306799888611,1973-06-20
0.45020759105682373,1973-06-21
0.45020759105682373,1973-06-22
0.45020759105682373,1973-06-25
0.45020759105682373,1973-06-26
0.4429458975791931,1973-06-27
0.42842307686805725,1973-06-28
0.42842307686805725,1973-06-29
0.42842307686805725,1973-07-02
0.42842307686805725,1973-07-03
0.42842307686805725,1973-07-05
0.42842307686805725,1973-07-06
0.4429458975791931,1973-07-09
0.45020759105682373,1973-07-10
0.45020759105682373,1973-07-11
0.45020759105682373,1973-07-12
0.45020759105682373,1973-07-13
0.45020759105682373,1973-07-16
0.45020759105682373,1973-07-17
0.45020759105682373,1973-07-18
0.45020759105682373,1973-07-19
0.45020759105682373,1973-07-20
0.45020759105682373,1973-07-23
0.4647306799888611,1973-07-24
0.49377626180648804,1973-07-25
0.5446057319641113,1973-07-26
0.5446057319641113,1973-07-27
0.5446057319641113,1973-07-30
0.5518670082092285,1973-07-31
0.5446057319641113,1973-08-01
0.5300829410552979,1973-08-02
0.522821843624115,1973-08-03
0.522821843624115,1973-08-06
0.5082989931106567,1973-08-07
0.5082989931106567,1973-08-08
0.5082989931106567,1973-08-09
0.5082989931106567,1973-08-10
0.47925323247909546,1973-08-13
0.45020759105682373,1973-08-14
0.45020759105682373,1973-08-15
0.4647306799888611,1973-08-16
0.4647306799888611,1973-08-17
0.4647306799888611,1973-08-20
0.4647306799888611,1973-08-21
0.42842307686805725,1973-08-22
0.4429458975791931,1973-08-23
0.4429458975791931,1973-08-24
0.4429458975791931,1973-08-27
0.4429458975791931,1973-08-28
0.45020759105682373,1973-08-29
0.4429458975791931,1973-08-30
0.4429458975791931,1973-08-31
0.47925323247909546,1973-09-04
0.4647306799888611,1973-09-05
0.522821843624115,1973-09-06
0.522821843624115,1973-09-07
0.5373440384864807,1973-09-10
0.5373440384864807,1973-09-11
0.5373440384864807,1973-09-12
0.5300829410552979,1973-09-13
0.5300829410552979,1973-09-14
0.5518670082092285,1973-09-17
0.5518670082092285,1973-09-18
0.5518670082092285,1973-09-19
0.5518670082092285,1973-09-20
0.5518670082092285,1973-09-21
0.5518670082092285,1973-09-24
0.5954355001449585,1973-09-25
0.5954355001449585,1973-09-26
0.5736515522003174,1973-09-27
0.5736515522003174,1973-09-28
0.6026973724365234,1973-10-01
0.6026973724365234,1973-10-02
0.6390038132667542,1973-10-03
0.631742537021637,1973-10-04
0.6462658047676086,1973-10-05
0.6898345351219177,1973-10-08
0.6753116846084595,1973-10-09
0.7406642436981201,1973-10-10
0.8786312937736511,1973-10-11
0.8423240184783936,1973-10-12
0.8423240184783936,1973-10-15
0.8060168623924255,1973-10-16
0.8060168623924255,1973-10-17
0.7987549901008606,1973-10-18
0.8205397725105286,1973-10-19
0.8205397725105286,1973-10-22
0.8205397725105286,1973-10-23
0.7406642436981201,1973-10-24
0.7697096467018127,1973-10-25
0.7697096467018127,1973-10-26
0.7551864385604858,1973-10-29
0.7551864385604858,1973-10-30
0.7551864385604858,1973-10-31
0.7697096467018127,1973-11-01
0.7697096467018127,1973-11-02
0.7551864385604858,1973-11-05
0.7116178870201111,1973-11-06
0.6970949769020081,1973-11-07
0.6970949769020081,1973-11-08
0.6970949769020081,1973-11-09
0.6390038132667542,1973-11-12
0.5663899183273315,1973-11-13
0.5736515522003174,1973-11-14
0.5591286420822144,1973-11-15
0.5881743431091309,1973-11-16
0.5809128880500793,1973-11-19
0.5155603885650635,1973-11-20
0.5155603885650635,1973-11-21
0.5300829410552979,1973-11-23
0.5010372400283813,1973-11-26
0.4647306799888611,1973-11-27
0.47925323247909546,1973-11-28
0.4647306799888611,1973-11-29
0.4647306799888611,1973-11-30
0.43568485975265503,1973-12-03
0.43568485975265503,1973-12-04
0.43568485975265503,1973-12-05
0.4429458975791931,1973-12-06
0.4574688673019409,1973-12-07
0.47925323247909546,1973-12-10
0.47925323247909546,1973-12-11
0.4647306799888611,1973-12-12
0.4574688673019409,1973-12-13
0.4574688673019409,1973-12-14
0.43568485975265503,1973-12-17
0.40663933753967285,1973-12-18
0.4139004349708557,1973-12-19
0.43568485975265503,1973-12-20
0.43568485975265503,1973-12-21
0.4139004349708557,1973-12-24
0.4139004349708557,1973-12-26
0.4574688673019409,1973-12-27
0.4647306799888611,1973-12-28
0.4574688673019409,1973-12-31
0.4647306799888611,1974-01-02
0.49377626180648804,1974-01-03
0.5881743431091309,1974-01-04
0.6026973724365234,1974-01-07
0.6099583506584167,1974-01-08
0.5518670082092285,1974-01-09
0.5663899183273315,1974-01-10
0.5736515522003174,1974-01-11
0.5663899183273315,1974-01-14
0.5736515522003174,1974-01-15
0.5881743431091309,1974-01-16
0.5881743431091309,1974-01-17
0.5809128880500793,1974-01-18
0.5736515522003174,1974-01-21
0.5809128880500793,1974-01-22
0.5809128880500793,1974-01-23
0.5809128880500793,1974-01-24
0.5809128880500793,1974-01-25
0.5954355001449585,1974-01-28
0.5954355001449585,1974-01-29
0.6026973724365234,1974-01-30
0.5954355001449585,1974-01-31
0.5881743431091309,1974-02-01
0.5809128880500793,1974-02-04
0.5809128880500793,1974-02-05
0.5809128880500793,1974-02-06
0.5809128880500793,1974-02-07
0.5736515522003174,1974-02-08
0.5663899183273315,1974-02-11
0.5591286420822144,1974-02-12
0.5591286420822144,1974-02-13
0.5518670082092285,1974-02-14
0.5518670082092285,1974-02-15
0.5518670082092285,1974-02-19
0.5591286420822144,1974-02-20
0.5591286420822144,1974-02-21
0.5663899183273315,1974-02-22
0.5663899183273315,1974-02-25
0.5518670082092285,1974-02-26
0.5591286420822144,1974-02-27
0.5518670082092285,1974-02-28
0.5446057319641113,1974-03-01
0.5446057319641113,1974-03-04
0.5518670082092285,1974-03-05
0.5954355001449585,1974-03-06
0.6244810819625854,1974-03-07
0.6244810819625854,1974-03-08
0.6244810819625854,1974-03-11
0.6244810819625854,1974-03-12
0.5954355001449585,1974-03-13
0.5809128880500793,1974-03-14
0.5663899183273315,1974-03-15
0.5591286420822144,1974-03-18
0.5518670082092285,1974-03-19
0.5518670082092285,1974-03-20
0.5446057319641113,1974-03-21
0.5300829410552979,1974-03-22
0.5446057319641113,1974-03-25
0.5446057319641113,1974-03-26
0.5300829410552979,1974-03-27
0.5155603885650635,1974-03-28
0.5155603885650635,1974-03-29
0.5010372400283813,1974-04-01
0.5155603885650635,1974-04-02
0.5010372400283813,1974-04-03
0.5010372400283813,1974-04-04
0.5010372400283813,1974-04-05
0.486514687538147,1974-04-08
0.5010372400283813,1974-04-09
0.5010372400283813,1974-04-10
0.49377626180648804,1974-04-11
0.49377626180648804,1974-04-15
0.5010372400283813,1974-04-16
0.5010372400283813,1974-04-17
0.5010372400283813,1974-04-18
0.5010372400283813,1974-04-19
0.5010372400283813,1974-04-22
0.5010372400283813,1974-04-23
0.5155603885650635,1974-04-24
0.5010372400283813,1974-04-25
0.5010372400283813,1974-04-26
0.5010372400283813,1974-04-29
0.5155603885650635,1974-04-30
0.5518670082092285,1974-05-01
0.5663899183273315,1974-05-02
0.5591286420822144,1974-05-03
0.5591286420822144,1974-05-06
0.5591286420822144,1974-05-07
0.5518670082092285,1974-05-08
0.5591286420822144,1974-05-09
0.5591286420822144,1974-05-10
0.5518670082092285,1974-05-13
0.5663899183273315,1974-05-14
0.5663899183273315,1974-05-15
0.5663899183273315,1974-05-16
0.5591286420822144,1974-05-17
0.5663899183273315,1974-05-20
0.5591286420822144,1974-05-21
0.6026973724365234,1974-05-22
0.5809128880500793,1974-05-23
0.5809128880500793,1974-05-24
0.5809128880500793,1974-05-28
0.5809128880500793,1974-05-29
0.5809128880500793,1974-05-30
0.5809128880500793,1974-05-31
0.5809128880500793,1974-06-03
0.5809128880500793,1974-06-04
0.5809128880500793,1974-06-05
0.5809128880500793,1974-06-06
0.5736515522003174,1974-06-07
0.5809128880500793,1974-06-10
0.5809128880500793,1974-06-11
0.5736515522003174,1974-06-12
0.5736515522003174,1974-06-13
0.5809128880500793,1974-06-14
0.5809128880500793,1974-06-17
0.5736515522003174,1974-06-18
0.5663899183273315,1974-06-19
0.5591286420822144,1974-06-20
0.5446057319641113,1974-06-21
0.5446057319641113,1974-06-24
0.5446057319641113,1974-06-25
0.5446057319641113,1974-06-26
0.5300829410552979,1974-06-27
0.5155603885650635,1974-06-28
0.5010372400283813,1974-07-01
0.5010372400283813,1974-07-02
0.486514687538147,1974-07-03
0.486514687538147,1974-07-05
0.43568485975265503,1974-07-08
0.4139004349708557,1974-07-09
0.38485482335090637,1974-07-10
0.40663933753967285,1974-07-11
0.4139004349708557,1974-07-12
0.43568485975265503,1974-07-15
0.4139004349708557,1974-07-16
0.4647306799888611,1974-07-17
0.47925323247909546,1974-07-18
0.47925323247909546,1974-07-19
0.486514687538147,1974-07-22
0.4647306799888611,1974-07-23
0.486514687538147,1974-07-24
0.486514687538147,1974-07-25
0.49377626180648804,1974-07-26
0.486514687538147,1974-07-29
0.486514687538147,1974-07-30
0.4647306799888611,1974-07-31
0.4647306799888611,1974-08-01
0.4647306799888611,1974-08-02
0.47925323247909546,1974-08-05
0.4647306799888611,1974-08-06
0.486514687538147,1974-08-07
0.486514687538147,1974-08-08
0.486514687538147,1974-08-09
0.486514687538147,1974-08-12
0.486514687538147,1974-08-13
0.47925323247909546,1974-08-14
0.4647306799888611,1974-08-15
0.4647306799888611,1974-08-16
0.4574688673019409,1974-08-19
0.4574688673019409,1974-08-20
0.4574688673019409,1974-08-21
0.43568485975265503,1974-08-22
0.43568485975265503,1974-08-23
0.40663933753967285,1974-08-26
0.3921165466308594,1974-08-27
0.3921165466308594,1974-08-28
0.3921165466308594,1974-08-29
0.3921165466308594,1974-08-30
0.3921165466308594,1974-09-03
0.38485482335090637,1974-09-04
0.38485482335090637,1974-09-05
0.38485482335090637,1974-09-06
0.3921165466308594,1974-09-09
0.38485482335090637,1974-09-10
0.38485482335090637,1974-09-11
0.3775935471057892,1974-09-12
0.35580894351005554,1974-09-13
0.3485477566719055,1974-09-16
0.35580894351005554,1974-09-17
0.35580894351005554,1974-09-18
0.35580894351005554,1974-09-19
0.3630707263946533,1974-09-20
0.37033212184906006,1974-09-23
0.37033212184906006,1974-09-24
0.3775935471057892,1974-09-25
0.3775935471057892,1974-09-26
0.3630707263946533,1974-09-27
0.35580894351005554,1974-09-30
0.3630707263946533,1974-10-01
0.3630707263946533,1974-10-02
0.3630707263946533,1974-10-03
0.3630707263946533,1974-10-04
0.37033212184906006,1974-10-07
0.3775935471057892,1974-10-08
0.37033212184906006,1974-10-09
0.3921165466308594,1974-10-10
0.3921165466308594,1974-10-11
0.43568485975265503,1974-10-14
0.4429458975791931,1974-10-15
0.4429458975791931,1974-10-16
0.4574688673019409,1974-10-17
0.4647306799888611,1974-10-18
0.43568485975265503,1974-10-21
0.43568485975265503,1974-10-22
0.43568485975265503,1974-10-23
0.3921165466308594,1974-10-24
0.40663933753967285,1974-10-25
0.38485482335090637,1974-10-28
0.3921165466308594,1974-10-29
0.38485482335090637,1974-10-30
0.37033212184906006,1974-10-31
0.37033212184906006,1974-11-01
0.35580894351005554,1974-11-04
0.35580894351005554,1974-11-05
0.35580894351005554,1974-11-06
0.35580894351005554,1974-11-07
0.3485477566719055,1974-11-08
0.3267635107040405,1974-11-11
0.3122405409812927,1974-11-12
0.31950220465660095,1974-11-13
0.31950220465660095,1974-11-14
0.3267635107040405,1974-11-15
0.3267635107040405,1974-11-18
0.3122405409812927,1974-11-19
0.29771775007247925,1974-11-20
0.29771775007247925,1974-11-21
0.3122405409812927,1974-11-22
0.29771775007247925,1974-11-25
0.29771775007247925,1974-11-26
0.29771775007247925,1974-11-27
0.2904568016529083,1974-11-29
0.2904568016529083,1974-12-02
0.2904568016529083,1974-12-03
0.27593374252319336,1974-12-04
0.26867201924324036,1974-12-05
0.26867201924324036,1974-12-06
0.21784242987632751,1974-12-09
0.2396264523267746,1974-12-10
0.2541491985321045,1974-12-11
0.26867201924324036,1974-12-12
0.26867201924324036,1974-12-13
0.2614109218120575,1974-12-16
0.27593374252319336,1974-12-17
0.29771775007247925,1974-12-18
0.2904568016529083,1974-12-19
0.2904568016529083,1974-12-20
0.2904568016529083,1974-12-23
0.2904568016529083,1974-12-24
