ETSY,Date
18.440000534057617,2015-07-23
19.309999465942383,2015-07-24
18.299999237060547,2015-07-27
18.649999618530273,2015-07-28
18.979999542236328,2015-07-29
21.200000762939453,2015-07-30
20.84000015258789,2015-07-31
20.5,2015-08-03
19.229999542236328,2015-08-04
13.779999732971191,2015-08-05
13.59000015258789,2015-08-06
13.4399995803833,2015-08-07
14.289999961853027,2015-08-10
16.010000228881836,2015-08-11
16.8799991607666,2015-08-12
16.989999771118164,2015-08-13
17.079999923706055,2015-08-14
17.350000381469727,2015-08-17
15.859999656677246,2015-08-18
14.979999542236328,2015-08-19
14.25,2015-08-20
13.460000038146973,2015-08-21
12.930000305175781,2015-08-24
12.869999885559082,2015-08-25
13.039999961853027,2015-08-26
14.289999961853027,2015-08-27
14.819999694824219,2015-08-28
14.329999923706055,2015-08-31
14.0600004196167,2015-09-01
14.350000381469727,2015-09-02
14.020000457763672,2015-09-03
14.210000038146973,2015-09-04
14.359999656677246,2015-09-08
13.989999771118164,2015-09-09
14.229999542236328,2015-09-10
14.3100004196167,2015-09-11
14.380000114440918,2015-09-14
14.600000381469727,2015-09-15
14.390000343322754,2015-09-16
15.609999656677246,2015-09-17
15.399999618530273,2015-09-18
15.899999618530273,2015-09-21
15.180000305175781,2015-09-22
14.609999656677246,2015-09-23
14.979999542236328,2015-09-24
14.109999656677246,2015-09-25
13.880000114440918,2015-09-28
13.819999694824219,2015-09-29
13.6899995803833,2015-09-30
14.149999618530273,2015-10-01
14.319999694824219,2015-10-02
14.65999984741211,2015-10-05
14.069999694824219,2015-10-06
14.180000305175781,2015-10-07
13.569999694824219,2015-10-08
13.859999656677246,2015-10-09
12.3100004196167,2015-10-12
11.600000381469727,2015-10-13
10.989999771118164,2015-10-14
11.029999732971191,2015-10-15
10.989999771118164,2015-10-16
10.9399995803833,2015-10-19
11.34000015258789,2015-10-20
10.680000305175781,2015-10-21
11.390000343322754,2015-10-22
11.180000305175781,2015-10-23
11.270000457763672,2015-10-26
10.979999542236328,2015-10-27
11.09000015258789,2015-10-28
10.90999984741211,2015-10-29
10.899999618530273,2015-10-30
10.6899995803833,2015-11-02
11.029999732971191,2015-11-03
9.970000267028809,2015-11-04
9.960000038146973,2015-11-05
9.210000038146973,2015-11-06
8.800000190734863,2015-11-09
8.489999771118164,2015-11-10
8.960000038146973,2015-11-11
8.9399995803833,2015-11-12
8.6899995803833,2015-11-13
8.779999732971191,2015-11-16
8.8100004196167,2015-11-17
8.720000267028809,2015-11-18
8.720000267028809,2015-11-19
8.470000267028809,2015-11-20
8.899999618530273,2015-11-23
8.90999984741211,2015-11-24
9.239999771118164,2015-11-25
9.289999961853027,2015-11-27
9.3100004196167,2015-11-30
9.279999732971191,2015-12-01
9.229999542236328,2015-12-02
9.199999809265137,2015-12-03
9.270000457763672,2015-12-04
9.470000267028809,2015-12-07
9.510000228881836,2015-12-08
9.430000305175781,2015-12-09
9.239999771118164,2015-12-10
8.859999656677246,2015-12-11
9.029999732971191,2015-12-14
9.510000228881836,2015-12-15
9.789999961853027,2015-12-16
9.59000015258789,2015-12-17
8.619999885559082,2015-12-18
8.710000038146973,2015-12-21
8.779999732971191,2015-12-22
8.84000015258789,2015-12-23
8.920000076293945,2015-12-24
8.520000457763672,2015-12-28
8.510000228881836,2015-12-29
8.479999542236328,2015-12-30
8.260000228881836,2015-12-31
8.239999771118164,2016-01-04
8.510000228881836,2016-01-05
8.800000190734863,2016-01-06
8.670000076293945,2016-01-07
8.380000114440918,2016-01-08
7.440000057220459,2016-01-11
7.349999904632568,2016-01-12
6.989999771118164,2016-01-13
7.070000171661377,2016-01-14
7.0,2016-01-15
6.650000095367432,2016-01-19
6.880000114440918,2016-01-20
6.989999771118164,2016-01-21
7.420000076293945,2016-01-22
7.25,2016-01-25
7.380000114440918,2016-01-26
7.300000190734863,2016-01-27
7.489999771118164,2016-01-28
7.760000228881836,2016-01-29
7.550000190734863,2016-02-01
7.119999885559082,2016-02-02
7.320000171661377,2016-02-03
7.480000019073486,2016-02-04
7.03000020980835,2016-02-05
6.71999979019165,2016-02-08
6.360000133514404,2016-02-09
6.71999979019165,2016-02-10
6.730000019073486,2016-02-11
6.900000095367432,2016-02-12
7.489999771118164,2016-02-16
8.039999961853027,2016-02-17
7.800000190734863,2016-02-18
7.929999828338623,2016-02-19
7.949999809265137,2016-02-22
7.389999866485596,2016-02-23
7.900000095367432,2016-02-24
7.900000095367432,2016-02-25
7.650000095367432,2016-02-26
7.940000057220459,2016-02-29
8.359999656677246,2016-03-01
8.920000076293945,2016-03-02
8.890000343322754,2016-03-03
8.819999694824219,2016-03-04
8.9399995803833,2016-03-07
8.680000305175781,2016-03-08
8.739999771118164,2016-03-09
9.0600004196167,2016-03-10
9.270000457763672,2016-03-11
9.050000190734863,2016-03-14
9.170000076293945,2016-03-15
9.15999984741211,2016-03-16
9.270000457763672,2016-03-17
9.229999542236328,2016-03-18
9.0600004196167,2016-03-21
9.149999618530273,2016-03-22
8.869999885559082,2016-03-23
8.850000381469727,2016-03-24
8.699999809265137,2016-03-28
8.75,2016-03-29
8.90999984741211,2016-03-30
8.699999809265137,2016-03-31
8.670000076293945,2016-04-01
8.710000038146973,2016-04-04
8.319999694824219,2016-04-05
8.479999542236328,2016-04-06
8.380000114440918,2016-04-07
8.260000228881836,2016-04-08
8.050000190734863,2016-04-11
8.25,2016-04-12
8.489999771118164,2016-04-13
8.460000038146973,2016-04-14
8.770000457763672,2016-04-15
8.829999923706055,2016-04-18
8.829999923706055,2016-04-19
8.789999961853027,2016-04-20
8.979999542236328,2016-04-21
9.024999618530273,2016-04-22
9.0,2016-04-25
9.0600004196167,2016-04-26
9.329999923706055,2016-04-27
8.699999809265137,2016-04-28
8.779999732971191,2016-04-29
8.510000228881836,2016-05-02
8.399999618530273,2016-05-03
8.819999694824219,2016-05-04
8.970000267028809,2016-05-05
8.270000457763672,2016-05-06
8.1899995803833,2016-05-09
8.40999984741211,2016-05-10
8.289999961853027,2016-05-11
8.279999732971191,2016-05-12
8.59000015258789,2016-05-13
8.609999656677246,2016-05-16
8.479999542236328,2016-05-17
8.34000015258789,2016-05-18
8.220000267028809,2016-05-19
8.380000114440918,2016-05-20
8.550000190734863,2016-05-23
8.489999771118164,2016-05-24
8.5600004196167,2016-05-25
8.859999656677246,2016-05-26
8.9399995803833,2016-05-27
9.25,2016-05-31
9.399999618530273,2016-06-01
9.319999694824219,2016-06-02
9.210000038146973,2016-06-03
9.640000343322754,2016-06-06
9.630000114440918,2016-06-07
9.5600004196167,2016-06-08
9.670000076293945,2016-06-09
9.4399995803833,2016-06-10
9.569999694824219,2016-06-13
9.579999923706055,2016-06-14
9.789999961853027,2016-06-15
9.899999618530273,2016-06-16
9.720000267028809,2016-06-17
10.0,2016-06-20
9.75,2016-06-21
9.579999923706055,2016-06-22
9.930000305175781,2016-06-23
9.260000228881836,2016-06-24
8.739999771118164,2016-06-27
8.84000015258789,2016-06-28
9.40999984741211,2016-06-29
9.59000015258789,2016-06-30
9.65999984741211,2016-07-01
9.460000038146973,2016-07-05
9.199999809265137,2016-07-06
9.210000038146973,2016-07-07
9.600000381469727,2016-07-08
9.710000038146973,2016-07-11
10.199999809265137,2016-07-12
10.15999984741211,2016-07-13
10.140000343322754,2016-07-14
9.989999771118164,2016-07-15
9.880000114440918,2016-07-18
9.829999923706055,2016-07-19
9.989999771118164,2016-07-20
9.829999923706055,2016-07-21
9.819999694824219,2016-07-22
9.880000114440918,2016-07-25
9.859999656677246,2016-07-26
9.819999694824219,2016-07-27
10.109999656677246,2016-07-28
10.0600004196167,2016-07-29
11.859999656677246,2016-08-01
12.710000038146973,2016-08-02
13.84000015258789,2016-08-03
14.069999694824219,2016-08-04
13.770000457763672,2016-08-05
13.6899995803833,2016-08-08
13.760000228881836,2016-08-09
13.779999732971191,2016-08-10
14.5,2016-08-11
14.449999809265137,2016-08-12
14.489999771118164,2016-08-15
14.260000228881836,2016-08-16
13.979999542236328,2016-08-17
14.1899995803833,2016-08-18
14.069999694824219,2016-08-19
13.989999771118164,2016-08-22
13.979999542236328,2016-08-23
13.670000076293945,2016-08-24
13.550000190734863,2016-08-25
13.420000076293945,2016-08-26
13.529999732971191,2016-08-29
13.470000267028809,2016-08-30
13.460000038146973,2016-08-31
13.779999732971191,2016-09-01
13.869999885559082,2016-09-02
14.1899995803833,2016-09-06
14.359999656677246,2016-09-07
14.270000457763672,2016-09-08
13.640000343322754,2016-09-09
13.869999885559082,2016-09-12
13.680000305175781,2016-09-13
13.6899995803833,2016-09-14
13.630000114440918,2016-09-15
13.569999694824219,2016-09-16
13.359999656677246,2016-09-19
13.510000228881836,2016-09-20
14.539999961853027,2016-09-21
14.819999694824219,2016-09-22
15.21500015258789,2016-09-23
14.819999694824219,2016-09-26
14.699999809265137,2016-09-27
14.760000228881836,2016-09-28
14.430000305175781,2016-09-29
14.279999732971191,2016-09-30
14.720000267028809,2016-10-03
15.369999885559082,2016-10-04
15.350000381469727,2016-10-05
15.130000114440918,2016-10-06
15.479999542236328,2016-10-07
15.8100004196167,2016-10-10
15.270000457763672,2016-10-11
15.109999656677246,2016-10-12
14.819999694824219,2016-10-13
14.479999542236328,2016-10-14
14.369999885559082,2016-10-17
14.390000343322754,2016-10-18
14.479999542236328,2016-10-19
14.3100004196167,2016-10-20
14.229999542236328,2016-10-21
14.100000381469727,2016-10-24
13.550000190734863,2016-10-25
13.130000114440918,2016-10-26
12.829999923706055,2016-10-27
12.430000305175781,2016-10-28
12.979999542236328,2016-10-31
12.949999809265137,2016-11-01
11.270000457763672,2016-11-02
11.09000015258789,2016-11-03
11.449999809265137,2016-11-04
11.770000457763672,2016-11-07
11.520000457763672,2016-11-08
11.369999885559082,2016-11-09
11.479999542236328,2016-11-10
11.720000267028809,2016-11-11
11.670000076293945,2016-11-14
12.050000190734863,2016-11-15
12.0,2016-11-16
12.460000038146973,2016-11-17
12.59000015258789,2016-11-18
12.9399995803833,2016-11-21
13.100000381469727,2016-11-22
13.119999885559082,2016-11-23
13.09000015258789,2016-11-25
12.84000015258789,2016-11-28
12.729999542236328,2016-11-29
12.399999618530273,2016-11-30
11.930000305175781,2016-12-01
11.829999923706055,2016-12-02
12.09000015258789,2016-12-05
12.359999656677246,2016-12-06
12.600000381469727,2016-12-07
12.569999694824219,2016-12-08
12.369999885559082,2016-12-09
12.180000305175781,2016-12-12
12.239999771118164,2016-12-13
11.84000015258789,2016-12-14
12.550000190734863,2016-12-15
12.779999732971191,2016-12-16
12.920000076293945,2016-12-19
12.779999732971191,2016-12-20
12.670000076293945,2016-12-21
11.9399995803833,2016-12-22
11.979999542236328,2016-12-23
12.180000305175781,2016-12-27
11.869999885559082,2016-12-28
11.760000228881836,2016-12-29
11.779999732971191,2016-12-30
11.880000114440918,2017-01-03
11.970000267028809,2017-01-04
12.399999618530273,2017-01-05
13.079999923706055,2017-01-06
12.350000381469727,2017-01-09
12.770000457763672,2017-01-10
12.729999542236328,2017-01-11
12.470000267028809,2017-01-12
12.520000457763672,2017-01-13
12.770000457763672,2017-01-17
12.899999618530273,2017-01-18
12.600000381469727,2017-01-19
12.40999984741211,2017-01-20
12.649999618530273,2017-01-23
12.970000267028809,2017-01-24
12.819999694824219,2017-01-25
13.0,2017-01-26
12.930000305175781,2017-01-27
12.75,2017-01-30
12.609999656677246,2017-01-31
12.460000038146973,2017-02-01
12.699999809265137,2017-02-02
12.640000343322754,2017-02-03
12.34000015258789,2017-02-06
12.430000305175781,2017-02-07
12.5,2017-02-08
12.5,2017-02-09
12.84000015258789,2017-02-10
12.760000228881836,2017-02-13
12.859999656677246,2017-02-14
13.329999923706055,2017-02-15
12.920000076293945,2017-02-16
12.899999618530273,2017-02-17
13.010000228881836,2017-02-21
12.899999618530273,2017-02-22
12.510000228881836,2017-02-23
12.720000267028809,2017-02-24
12.789999961853027,2017-02-27
12.119999885559082,2017-02-28
10.6899995803833,2017-03-01
10.65999984741211,2017-03-02
10.1899995803833,2017-03-03
10.140000343322754,2017-03-06
9.8100004196167,2017-03-07
9.5600004196167,2017-03-08
9.640000343322754,2017-03-09
9.720000267028809,2017-03-10
10.050000190734863,2017-03-13
10.039999961853027,2017-03-14
10.229999542236328,2017-03-15
10.380000114440918,2017-03-16
10.369999885559082,2017-03-17
10.270000457763672,2017-03-20
9.989999771118164,2017-03-21
10.039999961853027,2017-03-22
9.890000343322754,2017-03-23
9.880000114440918,2017-03-24
10.149999618530273,2017-03-27
10.109999656677246,2017-03-28
10.350000381469727,2017-03-29
10.399999618530273,2017-03-30
10.630000114440918,2017-03-31
10.630000114440918,2017-04-03
10.699999809265137,2017-04-04
10.59000015258789,2017-04-05
10.609999656677246,2017-04-06
10.470000267028809,2017-04-07
10.569999694824219,2017-04-10
10.569999694824219,2017-04-11
10.529999732971191,2017-04-12
10.289999961853027,2017-04-13
10.529999732971191,2017-04-17
10.649999618530273,2017-04-18
10.869999885559082,2017-04-19
11.010000228881836,2017-04-20
10.630000114440918,2017-04-21
10.710000038146973,2017-04-24
10.479999542236328,2017-04-25
10.460000038146973,2017-04-26
10.680000305175781,2017-04-27
10.760000228881836,2017-04-28
11.0600004196167,2017-05-01
11.390000343322754,2017-05-02
10.505000114440918,2017-05-03
10.619999885559082,2017-05-04
11.65999984741211,2017-05-05
11.319999694824219,2017-05-08
11.539999961853027,2017-05-09
11.420000076293945,2017-05-10
11.15999984741211,2017-05-11
11.260000228881836,2017-05-12
11.319999694824219,2017-05-15
13.729999542236328,2017-05-16
12.9399995803833,2017-05-17
13.130000114440918,2017-05-18
13.3100004196167,2017-05-19
13.149999618530273,2017-05-22
13.3100004196167,2017-05-23
13.399999618530273,2017-05-24
13.180000305175781,2017-05-25
13.449999809265137,2017-05-26
13.359999656677246,2017-05-30
13.40999984741211,2017-05-31
13.550000190734863,2017-06-01
13.470000267028809,2017-06-02
13.539999961853027,2017-06-05
13.489999771118164,2017-06-06
13.430000305175781,2017-06-07
13.920000076293945,2017-06-08
13.449999809265137,2017-06-09
13.260000228881836,2017-06-12
13.640000343322754,2017-06-13
13.569999694824219,2017-06-14
13.850000381469727,2017-06-15
13.670000076293945,2017-06-16
14.199999809265137,2017-06-19
13.979999542236328,2017-06-20
14.199999809265137,2017-06-21
14.680000305175781,2017-06-22
15.239999771118164,2017-06-23
15.270000457763672,2017-06-26
14.800000190734863,2017-06-27
15.1899995803833,2017-06-28
14.970000267028809,2017-06-29
15.0,2017-06-30
14.720000267028809,2017-07-03
14.890000343322754,2017-07-05
14.630000114440918,2017-07-06
15.020000457763672,2017-07-07
15.010000228881836,2017-07-10
14.819999694824219,2017-07-11
14.930000305175781,2017-07-12
15.180000305175781,2017-07-13
15.0600004196167,2017-07-14
14.770000457763672,2017-07-17
14.90999984741211,2017-07-18
14.600000381469727,2017-07-19
14.5,2017-07-20
14.619999885559082,2017-07-21
14.489999771118164,2017-07-24
14.649999618530273,2017-07-25
14.920000076293945,2017-07-26
14.84000015258789,2017-07-27
14.640000343322754,2017-07-28
14.369999885559082,2017-07-31
14.3100004196167,2017-08-01
14.020000457763672,2017-08-02
13.59000015258789,2017-08-03
15.149999618530273,2017-08-04
15.460000038146973,2017-08-07
15.619999885559082,2017-08-08
15.850000381469727,2017-08-09
15.899999618530273,2017-08-10
16.219999313354492,2017-08-11
16.190000534057617,2017-08-14
15.640000343322754,2017-08-15
15.600000381469727,2017-08-16
15.579999923706055,2017-08-17
15.59000015258789,2017-08-18
15.430000305175781,2017-08-21
15.630000114440918,2017-08-22
15.609999656677246,2017-08-23
15.84000015258789,2017-08-24
15.640000343322754,2017-08-25
15.829999923706055,2017-08-28
16.030000686645508,2017-08-29
16.170000076293945,2017-08-30
16.3700008392334,2017-08-31
16.309999465942383,2017-09-01
16.31999969482422,2017-09-05
16.6200008392334,2017-09-06
17.0,2017-09-07
16.8799991607666,2017-09-08
17.34000015258789,2017-09-11
17.6200008392334,2017-09-12
17.790000915527344,2017-09-13
17.760000228881836,2017-09-14
17.170000076293945,2017-09-15
17.1299991607666,2017-09-18
17.170000076293945,2017-09-19
17.18000030517578,2017-09-20
17.110000610351562,2017-09-21
17.110000610351562,2017-09-22
16.899999618530273,2017-09-25
17.040000915527344,2017-09-26
16.959999084472656,2017-09-27
16.81999969482422,2017-09-28
16.8799991607666,2017-09-29
17.200000762939453,2017-10-02
17.030000686645508,2017-10-03
16.549999237060547,2017-10-04
16.5,2017-10-05
16.719999313354492,2017-10-06
16.469999313354492,2017-10-09
16.399999618530273,2017-10-10
16.34000015258789,2017-10-11
16.200000762939453,2017-10-12
16.510000228881836,2017-10-13
16.360000610351562,2017-10-16
16.200000762939453,2017-10-17
16.360000610351562,2017-10-18
16.190000534057617,2017-10-19
16.3799991607666,2017-10-20
15.760000228881836,2017-10-23
15.739999771118164,2017-10-24
15.8100004196167,2017-10-25
16.270000457763672,2017-10-26
16.75,2017-10-27
16.709999084472656,2017-10-30
16.700000762939453,2017-10-31
16.729999542236328,2017-11-01
16.5,2017-11-02
16.59000015258789,2017-11-03
17.149999618530273,2017-11-06
16.860000610351562,2017-11-07
16.510000228881836,2017-11-08
16.510000228881836,2017-11-09
16.719999313354492,2017-11-10
16.649999618530273,2017-11-13
16.59000015258789,2017-11-14
16.469999313354492,2017-11-15
16.420000076293945,2017-11-16
16.469999313354492,2017-11-17
16.649999618530273,2017-11-20
16.93000030517578,2017-11-21
16.8700008392334,2017-11-22
17.1200008392334,2017-11-24
16.979999542236328,2017-11-27
16.979999542236328,2017-11-28
16.31999969482422,2017-11-29
16.459999084472656,2017-11-30
16.829999923706055,2017-12-01
17.90999984741211,2017-12-04
18.190000534057617,2017-12-05
18.739999771118164,2017-12-06
18.959999084472656,2017-12-07
19.31999969482422,2017-12-08
19.93000030517578,2017-12-11
20.209999084472656,2017-12-12
20.15999984741211,2017-12-13
20.139999389648438,2017-12-14
20.5,2017-12-15
20.770000457763672,2017-12-18
20.309999465942383,2017-12-19
20.719999313354492,2017-12-20
21.760000228881836,2017-12-21
21.690000534057617,2017-12-22
21.75,2017-12-26
20.81999969482422,2017-12-27
20.649999618530273,2017-12-28
20.450000762939453,2017-12-29
20.829999923706055,2018-01-02
20.40999984741211,2018-01-03
20.229999542236328,2018-01-04
20.25,2018-01-05
20.31999969482422,2018-01-08
20.899999618530273,2018-01-09
20.260000228881836,2018-01-10
20.559999465942383,2018-01-11
19.540000915527344,2018-01-12
19.350000381469727,2018-01-16
19.739999771118164,2018-01-17
19.600000381469727,2018-01-18
19.700000762939453,2018-01-19
20.030000686645508,2018-01-22
19.940000534057617,2018-01-23
19.049999237060547,2018-01-24
19.139999389648438,2018-01-25
19.200000762939453,2018-01-26
18.959999084472656,2018-01-29
18.889999389648438,2018-01-30
18.760000228881836,2018-01-31
19.15999984741211,2018-02-01
18.790000915527344,2018-02-02
18.440000534057617,2018-02-05
18.709999084472656,2018-02-06
18.610000610351562,2018-02-07
17.729999542236328,2018-02-08
18.6299991607666,2018-02-09
18.6200008392334,2018-02-12
19.420000076293945,2018-02-13
19.950000762939453,2018-02-14
19.809999465942383,2018-02-15
20.959999084472656,2018-02-16
21.309999465942383,2018-02-20
21.43000030517578,2018-02-21
21.030000686645508,2018-02-22
21.06999969482422,2018-02-23
21.1200008392334,2018-02-26
21.030000686645508,2018-02-27
25.309999465942383,2018-02-28
25.31999969482422,2018-03-01
25.709999084472656,2018-03-02
25.399999618530273,2018-03-05
25.670000076293945,2018-03-06
26.09000015258789,2018-03-07
26.3799991607666,2018-03-08
27.93000030517578,2018-03-09
27.93000030517578,2018-03-12
27.920000076293945,2018-03-13
28.3700008392334,2018-03-14
28.3799991607666,2018-03-15
28.299999237060547,2018-03-16
27.829999923706055,2018-03-19
28.309999465942383,2018-03-20
28.950000762939453,2018-03-21
27.940000534057617,2018-03-22
26.639999389648438,2018-03-23
27.360000610351562,2018-03-26
27.65999984741211,2018-03-27
27.90999984741211,2018-03-28
28.059999465942383,2018-03-29
27.969999313354492,2018-04-02
27.829999923706055,2018-04-03
27.84000015258789,2018-04-04
28.540000915527344,2018-04-05
27.6299991607666,2018-04-06
27.600000381469727,2018-04-09
29.899999618530273,2018-04-10
30.200000762939453,2018-04-11
30.579999923706055,2018-04-12
28.969999313354492,2018-04-13
29.389999389648438,2018-04-16
30.280000686645508,2018-04-17
30.399999618530273,2018-04-18
30.229999542236328,2018-04-19
30.010000228881836,2018-04-20
29.729999542236328,2018-04-23
28.969999313354492,2018-04-24
28.729999542236328,2018-04-25
29.530000686645508,2018-04-26
29.5,2018-04-27
29.940000534057617,2018-04-30
30.31999969482422,2018-05-01
30.770000457763672,2018-05-02
30.850000381469727,2018-05-03
30.59000015258789,2018-05-04
31.420000076293945,2018-05-07
31.420000076293945,2018-05-08
29.989999771118164,2018-05-09
29.280000686645508,2018-05-10
30.010000228881836,2018-05-11
29.420000076293945,2018-05-14
29.09000015258789,2018-05-15
29.399999618530273,2018-05-16
29.469999313354492,2018-05-17
29.639999389648438,2018-05-18
29.399999618530273,2018-05-21
28.989999771118164,2018-05-22
29.3799991607666,2018-05-23
29.5,2018-05-24
30.440000534057617,2018-05-25
30.40999984741211,2018-05-29
31.709999084472656,2018-05-30
32.34000015258789,2018-05-31
31.6200008392334,2018-06-01
31.670000076293945,2018-06-04
32.91999816894531,2018-06-05
33.47999954223633,2018-06-06
33.43000030517578,2018-06-07
33.25,2018-06-08
32.04999923706055,2018-06-11
33.220001220703125,2018-06-12
32.9900016784668,2018-06-13
41.650001525878906,2018-06-14
42.540000915527344,2018-06-15
43.81999969482422,2018-06-18
43.33000183105469,2018-06-19
44.209999084472656,2018-06-20
43.599998474121094,2018-06-21
43.18000030517578,2018-06-22
41.75,2018-06-25
41.97999954223633,2018-06-26
40.41999816894531,2018-06-27
42.2400016784668,2018-06-28
42.189998626708984,2018-06-29
42.779998779296875,2018-07-02
42.58000183105469,2018-07-03
43.86000061035156,2018-07-05
44.709999084472656,2018-07-06
44.5099983215332,2018-07-09
43.790000915527344,2018-07-10
43.38999938964844,2018-07-11
43.2400016784668,2018-07-12
43.0,2018-07-13
42.90999984741211,2018-07-16
44.25,2018-07-17
44.439998626708984,2018-07-18
43.22999954223633,2018-07-19
43.79999923706055,2018-07-20
43.22999954223633,2018-07-23
41.77000045776367,2018-07-24
42.97999954223633,2018-07-25
42.61000061035156,2018-07-26
41.970001220703125,2018-07-27
40.22999954223633,2018-07-30
40.86000061035156,2018-07-31
41.20000076293945,2018-08-01
42.400001525878906,2018-08-02
41.540000915527344,2018-08-03
42.43000030517578,2018-08-06
43.84000015258789,2018-08-07
43.119998931884766,2018-08-08
43.72999954223633,2018-08-09
46.060001373291016,2018-08-10
45.189998626708984,2018-08-13
46.13999938964844,2018-08-14
44.86000061035156,2018-08-15
45.630001068115234,2018-08-16
46.529998779296875,2018-08-17
46.900001525878906,2018-08-20
47.56999969482422,2018-08-21
47.84000015258789,2018-08-22
48.810001373291016,2018-08-23
49.040000915527344,2018-08-24
48.13999938964844,2018-08-27
47.880001068115234,2018-08-28
47.7599983215332,2018-08-29
48.310001373291016,2018-08-30
48.689998626708984,2018-08-31
50.65999984741211,2018-09-04
47.38999938964844,2018-09-05
46.119998931884766,2018-09-06
47.13999938964844,2018-09-07
47.189998626708984,2018-09-10
49.400001525878906,2018-09-11
49.16999816894531,2018-09-12
50.54999923706055,2018-09-13
52.849998474121094,2018-09-14
50.099998474121094,2018-09-17
51.630001068115234,2018-09-18
50.15999984741211,2018-09-19
48.75,2018-09-20
47.540000915527344,2018-09-21
49.20000076293945,2018-09-24
50.439998626708984,2018-09-25
50.900001525878906,2018-09-26
52.0099983215332,2018-09-27
51.380001068115234,2018-09-28
49.959999084472656,2018-10-01
47.52000045776367,2018-10-02
48.13999938964844,2018-10-03
46.02000045776367,2018-10-04
44.400001525878906,2018-10-05
42.9900016784668,2018-10-08
42.25,2018-10-09
39.97999954223633,2018-10-10
38.9900016784668,2018-10-11
41.54999923706055,2018-10-12
41.150001525878906,2018-10-15
43.40999984741211,2018-10-16
43.16999816894531,2018-10-17
43.25,2018-10-18
41.4900016784668,2018-10-19
43.689998626708984,2018-10-22
42.66999816894531,2018-10-23
41.810001373291016,2018-10-24
43.5,2018-10-25
40.869998931884766,2018-10-26
38.970001220703125,2018-10-29
41.38999938964844,2018-10-30
42.52000045776367,2018-10-31
43.459999084472656,2018-11-01
42.84000015258789,2018-11-02
42.130001068115234,2018-11-05
40.43000030517578,2018-11-06
50.0099983215332,2018-11-07
54.099998474121094,2018-11-08
52.0099983215332,2018-11-09
50.709999084472656,2018-11-12
47.349998474121094,2018-11-13
47.709999084472656,2018-11-14
48.720001220703125,2018-11-15
47.2599983215332,2018-11-16
45.45000076293945,2018-11-19
43.209999084472656,2018-11-20
44.02000045776367,2018-11-21
45.27000045776367,2018-11-23
48.22999954223633,2018-11-26
48.58000183105469,2018-11-27
51.380001068115234,2018-11-28
52.79999923706055,2018-11-29
54.040000915527344,2018-11-30
56.61000061035156,2018-12-03
54.869998931884766,2018-12-04
55.5,2018-12-06
53.91999816894531,2018-12-07
55.34000015258789,2018-12-10
55.279998779296875,2018-12-11
57.43000030517578,2018-12-12
55.04999923706055,2018-12-13
54.34000015258789,2018-12-14
51.16999816894531,2018-12-17
51.849998474121094,2018-12-18
50.060001373291016,2018-12-19
48.2599983215332,2018-12-20
43.68000030517578,2018-12-21
43.119998931884766,2018-12-24
46.900001525878906,2018-12-26
47.349998474121094,2018-12-27
47.290000915527344,2018-12-28
47.56999969482422,2018-12-31
47.0,2019-01-02
46.029998779296875,2019-01-03
49.70000076293945,2019-01-04
51.56999969482422,2019-01-07
53.880001068115234,2019-01-08
52.77000045776367,2019-01-09
51.34000015258789,2019-01-10
52.06999969482422,2019-01-11
