NWSA,Date
16.94918441772461,2022-09-15
16.345977783203125,2022-09-16
16.355865478515625,2022-09-19
16.276756286621094,2022-09-20
15.831766128540039,2022-09-21
15.515328407287598,2022-09-22
15.15933609008789,2022-09-23
14.872564315795898,2022-09-26
14.78356647491455,2022-09-27
15.208780288696289,2022-09-28
14.882453918457031,2022-09-29
14.94178581237793,2022-09-30
15.4559965133667,2022-10-03
16.197647094726562,2022-10-04
15.960318565368652,2022-10-05
15.703213691711426,2022-10-06
15.376888275146484,2022-10-07
15.337332725524902,2022-10-10
15.28788948059082,2022-10-11
15.347221374511719,2022-10-12
15.762545585632324,2022-10-13
15.42633056640625,2022-10-14
15.950429916381836,2022-10-17
16.069093704223633,2022-10-18
16.405309677124023,2022-10-19
16.50419807434082,2022-10-20
17.008520126342773,2022-10-21
16.73163414001465,2022-10-24
16.978853225708008,2022-10-25
16.810745239257812,2022-10-26
16.553638458251953,2022-10-27
