T,Date
0.3156600296497345,1984-09-07
0.3169076442718506,1984-09-10
0.3150359094142914,1984-09-11
0.3162837028503418,1984-09-12
0.319402813911438,1984-09-13
0.32127439975738525,1984-09-14
0.320650577545166,1984-09-17
0.32002657651901245,1984-09-18
0.32376977801322937,1984-09-19
0.32626497745513916,1984-09-20
0.3275126814842224,1984-09-21
0.32997065782546997,1984-09-24
0.3306125998497009,1984-09-25
0.3306125998497009,1984-09-26
0.3306125998497009,1984-09-27
0.33189645409584045,1984-09-28
0.33189645409584045,1984-10-01
0.33189645409584045,1984-10-02
0.3306125998497009,1984-10-03
0.3306125998497009,1984-10-04
0.32868674397468567,1984-10-05
0.32611897587776184,1984-10-08
0.32547682523727417,1984-10-09
0.32611897587776184,1984-10-10
0.32740265130996704,1984-10-11
0.33125466108322144,1984-10-12
0.33639007806777954,1984-10-15
0.33895838260650635,1984-10-16
0.3428100645542145,1984-10-17
0.3485877811908722,1984-10-18
0.3530813455581665,1984-10-19
0.3485877811908722,1984-10-22
0.3370323181152344,1984-10-23
0.3338225185871124,1984-10-24
0.33895838260650635,1984-10-25
0.33639007806777954,1984-10-26
0.3370323181152344,1984-10-29
0.33639007806777954,1984-10-30
0.33639007806777954,1984-10-31
0.33639007806777954,1984-11-01
0.3376742899417877,1984-11-02
0.3370323181152344,1984-11-05
0.3408842384815216,1984-11-06
0.33895838260650635,1984-11-07
0.33639007806777954,1984-11-08
0.3351064622402191,1984-11-09
0.3338225185871124,1984-11-12
0.3306125998497009,1984-11-13
0.3306125998497009,1984-11-14
0.33446431159973145,1984-11-15
0.3351064622402191,1984-11-16
0.33318033814430237,1984-11-19
0.33639007806777954,1984-11-20
0.3383161723613739,1984-11-21
0.3479456901550293,1984-11-23
0.3479456901550293,1984-11-26
0.34987151622772217,1984-11-27
0.3485877811908722,1984-11-28
0.3460197150707245,1984-11-29
0.3421679139137268,1984-11-30
0.3434520363807678,1984-12-03
0.3415261209011078,1984-12-04
0.3415261209011078,1984-12-05
0.3415261209011078,1984-12-06
0.3408842384815216,1984-12-07
0.3421679139137268,1984-12-10
0.3434520363807678,1984-12-11
0.3421679139137268,1984-12-12
0.3421679139137268,1984-12-13
0.3479456901550293,1984-12-14
0.353723406791687,1984-12-17
0.3639949858188629,1984-12-18
0.36335283517837524,1984-12-19
0.35885918140411377,1984-12-20
0.3595012128353119,1984-12-21
0.36142706871032715,1984-12-24
0.3620690405368805,1984-12-26
0.36078518629074097,1984-12-27
0.36014294624328613,1984-12-28
0.36335283517837524,1984-12-31
0.36335283517837524,1985-01-02
0.3620690405368805,1985-01-03
0.3652527630329132,1985-01-04
0.36261528730392456,1985-01-07
0.3619562089443207,1985-01-08
0.3619562089443207,1985-01-09
0.36327481269836426,1985-01-10
0.36261528730392456,1985-01-11
0.36459335684776306,1985-01-14
0.3652527630329132,1985-01-15
0.3639340400695801,1985-01-16
0.36261528730392456,1985-01-17
0.36261528730392456,1985-01-18
0.3639340400695801,1985-01-21
0.36261528730392456,1985-01-22
0.36327481269836426,1985-01-23
0.36327481269836426,1985-01-24
0.3685488998889923,1985-01-25
0.3725053071975708,1985-01-28
0.3777793347835541,1985-01-29
0.38239434361457825,1985-01-30
0.3837132155895233,1985-01-31
0.3797573149204254,1985-02-01
0.38107603788375854,1985-02-04
0.38107603788375854,1985-02-05
0.381735235452652,1985-02-06
0.38437238335609436,1985-02-07
0.38437238335609436,1985-02-08
0.38503167033195496,1985-02-11
0.39096543192863464,1985-02-12
0.3968990445137024,1985-02-13
0.3936024606227875,1985-02-14
0.3936024606227875,1985-02-15
0.39426189661026,1985-02-19
0.3936024606227875,1985-02-20
0.3916248381137848,1985-02-21
0.38437238335609436,1985-02-22
0.3837132155895233,1985-02-25
0.39096543192863464,1985-02-26
0.39294326305389404,1985-02-27
0.39030593633651733,1985-02-28
0.3922838866710663,1985-03-01
0.39096543192863464,1985-03-04
0.3870096802711487,1985-03-05
0.38305366039276123,1985-03-06
0.385690838098526,1985-03-07
0.3837132155895233,1985-03-08
0.3837132155895233,1985-03-11
0.38832810521125793,1985-03-12
0.38964688777923584,1985-03-13
0.39030593633651733,1985-03-14
0.3916248381137848,1985-03-15
0.3916248381137848,1985-03-18
0.3916248381137848,1985-03-19
0.39030593633651733,1985-03-20
0.3916248381137848,1985-03-21
0.3936024606227875,1985-03-22
0.39096543192863464,1985-03-25
0.3916248381137848,1985-03-26
0.39294326305389404,1985-03-27
0.39096543192863464,1985-03-28
0.39426189661026,1985-03-29
0.3968990445137024,1985-04-01
0.4001956582069397,1985-04-02
0.39944252371788025,1985-04-03
0.4001198709011078,1985-04-04
0.397411584854126,1985-04-08
0.39538055658340454,1985-04-09
0.4021507203578949,1985-04-10
0.40621301531791687,1985-04-11
0.40756699442863464,1985-04-12
0.40959805250167847,1985-04-15
0.4129832983016968,1985-04-16
0.4109521508216858,1985-04-17
0.40756699442863464,1985-04-18
0.4068898856639862,1985-04-19
0.40621301531791687,1985-04-22
0.41027504205703735,1985-04-23
0.4129832983016968,1985-04-24
0.42178449034690857,1985-04-25
0.4197534918785095,1985-04-26
0.414337158203125,1985-04-29
0.40756699442863464,1985-04-30
0.39876559376716614,1985-05-01
0.40350499749183655,1985-05-02
0.4048589766025543,1985-05-03
0.40350499749183655,1985-05-06
0.4048589766025543,1985-05-07
0.4068898856639862,1985-05-08
0.40959805250167847,1985-05-09
0.4177224040031433,1985-05-10
0.41907617449760437,1985-05-13
0.4177224040031433,1985-05-14
0.42110738158226013,1985-05-15
0.42516955733299255,1985-05-16
0.4305855929851532,1985-05-17
0.4326167106628418,1985-05-20
0.4292316734790802,1985-05-21
0.4299089312553406,1985-05-22
0.4292316734790802,1985-05-23
0.4299089312553406,1985-05-24
0.4305855929851532,1985-05-28
0.42855462431907654,1985-05-29
0.4305855929851532,1985-05-30
0.43397074937820435,1985-05-31
0.43735575675964355,1985-06-03
0.43870994448661804,1985-06-04
0.4414181411266327,1985-06-05
0.4434490203857422,1985-06-06
0.4414181411266327,1985-06-07
0.43735575675964355,1985-06-10
0.4312628507614136,1985-06-11
0.4305855929851532,1985-06-12
0.4292316734790802,1985-06-13
0.4292316734790802,1985-06-14
0.4278774857521057,1985-06-17
0.4305855929851532,1985-06-18
0.4326167106628418,1985-06-19
0.43397074937820435,1985-06-20
0.43938711285591125,1985-06-21
0.4414181411266327,1985-06-24
0.4434490203857422,1985-06-25
0.4468345046043396,1985-06-26
0.4502193033695221,1985-06-27
0.4549582302570343,1985-06-28
0.4596974551677704,1985-07-01
0.4596974551677704,1985-07-02
0.4623930752277374,1985-07-03
0.4630860686302185,1985-07-05
0.4644725024700165,1985-07-08
0.4637794494628906,1985-07-09
0.4679388701915741,1985-07-10
0.47348475456237793,1985-07-11
0.4838838577270508,1985-07-12
0.48804306983947754,1985-07-15
0.48804306983947754,1985-07-16
0.4873497486114502,1985-07-17
0.48111066222190857,1985-07-18
0.47140517830848694,1985-07-19
0.4651658236980438,1985-07-22
0.4478349983692169,1985-07-23
0.4478349983692169,1985-07-24
0.4471418261528015,1985-07-25
0.4492216408252716,1985-07-26
0.44644850492477417,1985-07-29
0.45060768723487854,1985-07-30
0.4513009190559387,1985-07-31
0.4568471908569336,1985-08-01
0.4478349983692169,1985-08-02
0.44436880946159363,1985-08-05
0.43812936544418335,1985-08-06
0.43743616342544556,1985-08-07
0.4492216408252716,1985-08-08
0.4499148428440094,1985-08-09
0.4478349983692169,1985-08-12
0.4499148428440094,1985-08-13
0.4519946277141571,1985-08-14
0.45268744230270386,1985-08-15
0.45060768723487854,1985-08-16
0.4513009190559387,1985-08-19
0.454073965549469,1985-08-20
0.4568471908569336,1985-08-21
0.45754048228263855,1985-08-22
0.45476725697517395,1985-08-23
0.45476725697517395,1985-08-26
0.4596201777458191,1985-08-27
0.4603131115436554,1985-08-28
0.4582335352897644,1985-08-29
0.45476725697517395,1985-08-30
0.45476725697517395,1985-09-03
0.45476725697517395,1985-09-04
0.45060768723487854,1985-09-05
0.454073965549469,1985-09-06
0.45338088274002075,1985-09-09
0.4436754286289215,1985-09-10
0.43812936544418335,1985-09-11
0.4325832426548004,1985-09-12
0.4305039644241333,1985-09-13
0.43327683210372925,1985-09-16
0.43743616342544556,1985-09-17
0.43743616342544556,1985-09-18
0.44436880946159363,1985-09-19
0.4429822266101837,1985-09-20
0.44436880946159363,1985-09-23
0.4436754286289215,1985-09-24
0.43397000432014465,1985-09-25
0.43189045786857605,1985-09-26
0.4325832426548004,1985-09-30
0.4402090907096863,1985-10-01
0.43743616342544556,1985-10-02
0.43743616342544556,1985-10-03
0.43735644221305847,1985-10-04
0.4352230429649353,1985-10-07
0.43735644221305847,1985-10-08
0.4366455674171448,1985-10-09
0.4380677044391632,1985-10-10
0.4409123957157135,1985-10-11
0.44233477115631104,1985-10-14
0.4416237771511078,1985-10-15
0.4416237771511078,1985-10-16
0.4366455674171448,1985-10-17
0.4309561252593994,1985-10-18
0.4345118999481201,1985-10-21
0.4380677044391632,1985-10-22
0.4430459439754486,1985-10-23
0.4409123957157135,1985-10-24
0.4387788474559784,1985-10-25
0.44233477115631104,1985-10-28
0.44731271266937256,1985-10-29
0.44802379608154297,1985-10-30
0.4444682002067566,1985-10-31
0.4487351179122925,1985-11-01
0.44802379608154297,1985-11-04
0.4466015100479126,1985-11-05
0.44802379608154297,1985-11-06
0.4487351179122925,1985-11-07
0.45513537526130676,1985-11-08
0.4601138234138489,1985-11-11
0.46366938948631287,1985-11-12
0.46082472801208496,1985-11-13
0.46082472801208496,1985-11-14
0.4537130892276764,1985-11-15
0.45157966017723083,1985-11-18
0.4537130892276764,1985-11-19
0.452290803194046,1985-11-20
0.45300179719924927,1985-11-21
0.4537130892276764,1985-11-22
0.4537130892276764,1985-11-25
0.45513537526130676,1985-11-26
0.45584654808044434,1985-11-27
0.4565575122833252,1985-11-29
0.452290803194046,1985-12-02
0.45086851716041565,1985-12-03
0.4544242322444916,1985-12-04
0.4586912989616394,1985-12-05
0.4601138234138489,1985-12-06
0.46366938948631287,1985-12-09
0.47149157524108887,1985-12-10
0.47718098759651184,1985-12-11
0.4743364751338959,1985-12-12
0.48073670268058777,1985-12-13
0.4871369004249573,1985-12-16
0.4835814833641052,1985-12-17
0.48500359058380127,1985-12-18
0.4828699827194214,1985-12-19
0.48500359058380127,1985-12-20
0.48073670268058777,1985-12-23
0.4793144762516022,1985-12-24
0.47789210081100464,1985-12-26
0.48073670268058777,1985-12-27
0.4821590185165405,1985-12-30
0.48642584681510925,1985-12-31
0.48500359058380127,1986-01-02
0.4878482520580292,1986-01-03
0.4892224669456482,1986-01-06
0.49504682421684265,1986-01-07
0.4826704263687134,1986-01-08
0.47029444575309753,1986-01-09
0.4717506170272827,1986-01-10
0.4688382148742676,1986-01-13
0.46301430463790894,1986-01-14
0.46447035670280457,1986-01-15
0.4666542708873749,1986-01-16
0.46738219261169434,1986-01-17
0.46738219261169434,1986-01-20
0.4666542708873749,1986-01-21
0.4695664346218109,1986-01-22
0.4717506170272827,1986-01-23
0.4753906726837158,1986-01-24
0.48194262385368347,1986-01-27
0.4986867904663086,1986-01-28
0.4979589283466339,1986-01-29
0.49286261200904846,1986-01-30
0.497230589389801,1986-01-31
0.4986867904663086,1986-02-03
0.4994148015975952,1986-02-04
0.5008710622787476,1986-02-05
0.4994148015975952,1986-02-06
0.496503084897995,1986-02-07
0.49504682421684265,1986-02-10
0.4935908615589142,1986-02-11
0.496503084897995,1986-02-12
0.4986867904663086,1986-02-13
0.5037826299667358,1986-02-14
0.5139750838279724,1986-02-18
0.5030548572540283,1986-02-19
0.5074228048324585,1986-02-20
0.513247013092041,1986-02-21
0.5161586403846741,1986-02-24
0.5081508159637451,1986-02-25
0.5096068978309631,1986-02-26
0.5110628604888916,1986-02-27
0.5139750838279724,1986-02-28
0.51543128490448,1986-03-03
0.5212552547454834,1986-03-04
0.5241673588752747,1986-03-05
0.5314474105834961,1986-03-06
0.5430954098701477,1986-03-07
0.5394555330276489,1986-03-10
0.5460075736045837,1986-03-11
0.5489192605018616,1986-03-12
0.5467352271080017,1986-03-13
0.5481913685798645,1986-03-14
0.5401833653450012,1986-03-17
0.5394555330276489,1986-03-18
0.5329030752182007,1986-03-19
0.5321753025054932,1986-03-20
0.5299913883209229,1986-03-21
0.5350872278213501,1986-03-24
0.5314474105834961,1986-03-25
0.5343592166900635,1986-03-26
0.5372713804244995,1986-03-27
0.5409112572669983,1986-03-31
0.5438235998153687,1986-04-01
0.5460075736045837,1986-04-02
0.5481913685798645,1986-04-03
0.5421940088272095,1986-04-04
0.534745991230011,1986-04-07
0.545917809009552,1986-04-08
0.5429387092590332,1986-04-09
0.5444284677505493,1986-04-10
0.5407043695449829,1986-04-11
0.5444284677505493,1986-04-14
0.5451728701591492,1986-04-15
0.5593236088752747,1986-04-16
0.5511313080787659,1986-04-17
0.5436837077140808,1986-04-18
0.5436837077140808,1986-04-21
0.5451728701591492,1986-04-22
0.5444284677505493,1986-04-23
0.5481520891189575,1986-04-24
0.5511313080787659,1986-04-25
0.5526207685470581,1986-04-28
0.5488967299461365,1986-04-29
0.5466626286506653,1986-04-30
0.5466626286506653,1986-05-01
0.5421940088272095,1986-05-02
0.5451728701591492,1986-05-05
0.5451728701591492,1986-05-06
0.5451728701591492,1986-05-07
0.550386369228363,1986-05-08
0.5518761277198792,1986-05-09
0.5615578889846802,1986-05-12
0.5623029470443726,1986-05-13
0.5675162076950073,1986-05-14
0.5615578889846802,1986-05-15
0.5578338503837585,1986-05-16
0.5585790872573853,1986-05-19
0.5652819275856018,1986-05-20
0.5660266876220703,1986-05-21
0.5839009881019592,1986-05-22
0.5809224247932434,1986-05-23
0.577942967414856,1986-05-27
0.5853905081748962,1986-05-28
0.5876252055168152,1986-05-29
0.5943277478218079,1986-05-30
0.5935831665992737,1986-06-02
0.5950725674629211,1986-06-03
0.5898594260215759,1986-06-04
0.5898594260215759,1986-06-05
0.5898594260215759,1986-06-06
0.5749638676643372,1986-06-09
0.5690054893493652,1986-06-10
0.5757086873054504,1986-06-11
0.5727299451828003,1986-06-12
0.5794323086738586,1986-06-13
0.5898594260215759,1986-06-16
0.5883693695068359,1986-06-17
0.5906040668487549,1986-06-18
0.5935831665992737,1986-06-19
0.6092230677604675,1986-06-20
0.6099681258201599,1986-06-23
0.6196502447128296,1986-06-24
0.6278428435325623,1986-06-25
0.6345455050468445,1986-06-26
0.6397584676742554,1986-06-27
0.6524205803871155,1986-06-30
0.6107125878334045,1986-07-01
0.6196502447128296,1986-07-02
0.624931812286377,1986-07-03
0.6188494563102722,1986-07-07
0.6120073795318604,1986-07-08
0.6173290014266968,1986-07-09
0.6302534341812134,1986-07-10
0.6317740678787231,1986-07-11
0.6272125244140625,1986-07-14
0.6127678155899048,1986-07-15
0.6142876744270325,1986-07-16
0.621890664100647,1986-07-17
0.6272125244140625,1986-07-18
0.6302534341812134,1986-07-21
0.6332946419715881,1986-07-22
0.636335551738739,1986-07-23
0.6332946419715881,1986-07-24
0.6325345039367676,1986-07-25
0.6340547204017639,1986-07-28
0.6294935345649719,1986-07-29
0.6340547204017639,1986-07-30
0.6355754137039185,1986-07-31
0.6370959281921387,1986-08-01
0.637856125831604,1986-08-04
0.6340547204017639,1986-08-05
0.6348152160644531,1986-08-06
0.637856125831604,1986-08-07
0.636335551738739,1986-08-08
0.6477396488189697,1986-08-11
0.6553421020507812,1986-08-12
0.659143328666687,1986-08-13
0.6629447937011719,1986-08-14
0.6652259230613708,1986-08-15
0.6743479371070862,1986-08-18
0.6758692860603333,1986-08-19
0.6903144121170044,1986-08-20
0.6956356763839722,1986-08-21
0.6933549046516418,1986-08-22
0.6910741329193115,1986-08-25
0.6979168057441711,1986-08-26
0.7039986848831177,1986-08-27
0.7017176747322083,1986-08-28
0.7047590613365173,1986-08-29
0.6979168057441711,1986-09-02
0.6910741329193115,1986-09-03
0.6994368433952332,1986-09-04
0.6849918365478516,1986-09-05
0.676629364490509,1986-09-08
0.6804305911064148,1986-09-09
0.676629364490509,1986-09-10
0.6446983814239502,1986-09-11
0.6226510405540466,1986-09-12
0.6310139298439026,1986-09-15
0.6317740678787231,1986-09-16
0.6386165618896484,1986-09-17
0.6386165618896484,1986-09-18
0.6431779861450195,1986-09-19
0.6553421020507812,1986-09-22
0.6568623781204224,1986-09-23
0.6606640815734863,1986-09-24
0.6439380645751953,1986-09-25
0.6462188959121704,1986-09-26
0.6446983814239502,1986-09-29
0.6446983814239502,1986-09-30
0.6599037051200867,1986-10-01
0.6637047529220581,1986-10-02
0.6720675826072693,1986-10-03
0.6704768538475037,1986-10-06
0.6650505065917969,1986-10-07
0.6673762202262878,1986-10-08
0.6642757058143616,1986-10-09
0.6666011810302734,1986-10-10
0.6635004878044128,1986-10-13
0.6611750721931458,1986-10-14
0.6627258658409119,1986-10-15
0.665825605392456,1986-10-16
0.6627258658409119,1986-10-17
0.6557493805885315,1986-10-20
0.6534239649772644,1986-10-21
0.6510987877845764,1986-10-22
0.6541991829872131,1986-10-23
0.6518739461898804,1986-10-24
0.6518739461898804,1986-10-27
0.6495484113693237,1986-10-28
0.6510987877845764,1986-10-29
0.6635004878044128,1986-10-30
0.6650505065917969,1986-10-31
0.6642757058143616,1986-11-03
0.6627258658409119,1986-11-04
0.6666011810302734,1986-11-05
0.665825605392456,1986-11-06
0.6627258658409119,1986-11-07
0.6627258658409119,1986-11-10
0.6627258658409119,1986-11-11
0.6642757058143616,1986-11-12
0.6650505065917969,1986-11-13
0.6673762202262878,1986-11-14
0.6735772490501404,1986-11-17
0.6650505065917969,1986-11-18
0.6627258658409119,1986-11-19
0.6689260005950928,1986-11-20
0.6852036118507385,1986-11-21
0.6883042454719543,1986-11-24
0.690629780292511,1986-11-25
0.6898545622825623,1986-11-26
0.6937298774719238,1986-11-28
0.6937298774719238,1986-12-01
0.7208592295646667,1986-12-02
0.712333083152771,1986-12-03
0.7115579843521118,1986-12-04
0.7100076079368591,1986-12-05
0.712333083152771,1986-12-08
0.7100076079368591,1986-12-09
0.713107705116272,1986-12-10
0.6999313235282898,1986-12-11
0.694505512714386,1986-12-12
0.6968305706977844,1986-12-15
0.705356776714325,1986-12-16
0.7022561430931091,1986-12-17
0.6991562843322754,1986-12-18
0.7084572911262512,1986-12-19
0.7045817375183105,1986-12-22
0.7061319947242737,1986-12-23
0.7084572911262512,1986-12-24
0.7084572911262512,1986-12-26
0.70380699634552,1986-12-29
0.6968305706977844,1986-12-30
0.6960551142692566,1986-12-31
0.7076823711395264,1987-01-02
0.721856415271759,1987-01-05
0.7202771902084351,1987-01-06
0.7202771902084351,1987-01-07
0.721066951751709,1987-01-08
0.721856415271759,1987-01-09
0.7242256999015808,1987-01-12
0.7337033152580261,1987-01-13
0.7376523017883301,1987-01-14
0.734492838382721,1987-01-15
0.7439708113670349,1987-01-16
0.7447597980499268,1987-01-19
0.747918963432312,1987-01-20
0.7463399171829224,1987-01-21
0.7597659826278687,1987-01-22
0.7668737769126892,1987-01-23
0.7526574730873108,1987-01-26
0.7518680095672607,1987-01-27
0.7510782480239868,1987-01-28
0.7352823615074158,1987-01-29
0.7368622422218323,1987-01-30
0.7439708113670349,1987-02-02
0.7439708113670349,1987-02-03
0.7423906922340393,1987-02-04
0.7352823615074158,1987-02-05
0.7265951633453369,1987-02-06
0.7171181440353394,1987-02-09
0.7092201113700867,1987-02-10
0.7171181440353394,1987-02-11
0.7044816017150879,1987-02-12
0.7092201113700867,1987-02-13
0.7115893363952637,1987-02-17
0.7202771902084351,1987-02-18
0.721856415271759,1987-02-19
0.7265951633453369,1987-02-20
0.7313339710235596,1987-02-23
0.7289645075798035,1987-02-24
0.7289645075798035,1987-02-25
0.7273852825164795,1987-02-26
0.734492838382721,1987-02-27
0.7305439710617065,1987-03-02
0.7305439710617065,1987-03-03
0.729754626750946,1987-03-04
0.7313339710235596,1987-03-05
0.729754626750946,1987-03-06
0.7265951633453369,1987-03-09
0.7305439710617065,1987-03-10
0.734492838382721,1987-03-11
0.7368622422218323,1987-03-12
0.7352823615074158,1987-03-13
0.7337033152580261,1987-03-16
0.7337033152580261,1987-03-17
0.7321236729621887,1987-03-18
0.7352823615074158,1987-03-19
0.747918963432312,1987-03-20
0.750288188457489,1987-03-23
0.750288188457489,1987-03-24
0.747918963432312,1987-03-25
0.7423906922340393,1987-03-26
0.7423906922340393,1987-03-27
0.7352823615074158,1987-03-30
0.7400214076042175,1987-03-31
0.7337033152580261,1987-04-01
0.7321236729621887,1987-04-02
0.7408115267753601,1987-04-03
0.7443802356719971,1987-04-06
0.7331016659736633,1987-04-07
0.7210175395011902,1987-04-08
0.7089330554008484,1987-04-09
0.6960435509681702,1987-04-10
0.6734867691993713,1987-04-13
0.6565687656402588,1987-04-14
0.6662358045578003,1987-04-15
0.6799314022064209,1987-04-16
0.6839597225189209,1987-04-20
0.6879878640174866,1987-04-21
0.6839597225189209,1987-04-22
0.6839597225189209,1987-04-23
0.6726805567741394,1987-04-24
0.6686534285545349,1987-04-27
0.6734867691993713,1987-04-28
0.6726805567741394,1987-04-29
0.692821204662323,1987-04-30
0.6992660164833069,1987-05-01
0.704099714756012,1987-05-04
0.7145726084709167,1987-05-05
0.7169896364212036,1987-05-06
0.7121555209159851,1987-05-07
0.7089330554008484,1987-05-08
0.7000716328620911,1987-05-11
0.7049051523208618,1987-05-12
0.7032943964004517,1987-05-13
