MELI,Date
29.118379592895508,2008-08-25
28.401325225830078,2008-08-26
29.06023597717285,2008-08-27
30.09706687927246,2008-08-28
29.91295623779297,2008-08-29
28.75985336303711,2008-09-02
28.033105850219727,2008-09-03
25.67844009399414,2008-09-04
27.936206817626953,2008-09-05
27.732715606689453,2008-09-08
25.610610961914062,2008-09-09
25.29084014892578,2008-09-10
24.03114128112793,2008-09-11
25.05828285217285,2008-09-12
24.738515853881836,2008-09-15
25.11642074584961,2008-09-16
23.110599517822266,2008-09-17
27.519535064697266,2008-09-18
29.7869873046875,2008-09-19
25.82378387451172,2008-09-22
24.476879119873047,2008-09-23
23.546640396118164,2008-09-24
22.897418975830078,2008-09-25
21.763687133789062,2008-09-26
19.476858139038086,2008-09-29
19.719100952148438,2008-09-30
19.728796005249023,2008-10-01
17.083436965942383,2008-10-02
16.831493377685547,2008-10-03
18.527236938476562,2008-10-06
17.219091415405273,2008-10-07
18.68227767944336,2008-10-08
16.812114715576172,2008-10-09
16.666759490966797,2008-10-10
20.48461151123047,2008-10-13
20.910968780517578,2008-10-14
17.635757446289062,2008-10-15
18.410951614379883,2008-10-16
17.044668197631836,2008-10-17
17.538860321044922,2008-10-20
15.523344039916992,2008-10-21
13.808215141296387,2008-10-22
11.976811408996582,2008-10-23
11.8605318069458,2008-10-24
10.717114448547363,2008-10-27
11.75394344329834,2008-10-28
12.49038028717041,2008-10-29
12.936120986938477,2008-10-30
13.246199607849121,2008-10-31
12.790769577026367,2008-11-03
14.457444190979004,2008-11-04
13.488448143005371,2008-11-05
11.976811408996582,2008-11-06
11.773320198059082,2008-11-07
11.26944351196289,2008-11-10
10.009745597839355,2008-11-11
10.445796966552734,2008-11-12
10.82370376586914,2008-11-13
9.951606750488281,2008-11-14
9.835326194763184,2008-11-17
9.767498016357422,2008-11-18
8.924469947814941,2008-11-19
8.023301124572754,2008-11-20
8.604702949523926,2008-11-21
10.048507690429688,2008-11-24
10.290756225585938,2008-11-25
11.724873542785645,2008-11-26
11.938053131103516,2008-11-28
9.93222713470459,2008-12-01
10.474865913391113,2008-12-02
11.308202743530273,2008-12-03
10.72680377960205,2008-12-04
11.385720252990723,2008-12-05
15.484583854675293,2008-12-08
13.905118942260742,2008-12-09
15.203573226928711,2008-12-10
15.067914962768555,2008-12-11
16.6376953125,2008-12-12
14.631867408752441,2008-12-15
14.505897521972656,2008-12-16
14.127984046936035,2008-12-17
14.098918914794922,2008-12-18
14.883804321289062,2008-12-19
13.158990859985352,2008-12-22
13.788838386535645,2008-12-23
13.52720832824707,2008-12-24
13.62410831451416,2008-12-26
13.662866592407227,2008-12-29
15.203573226928711,2008-12-30
15.90125560760498,2008-12-31
17.03498077392578,2009-01-02
18.188085556030273,2009-01-05
17.897388458251953,2009-01-06
16.569860458374023,2009-01-07
16.47296142578125,2009-01-08
15.726832389831543,2009-01-09
15.00008487701416,2009-01-12
15.067914962768555,2009-01-13
14.147364616394043,2009-01-14
14.389616012573242,2009-01-15
14.951635360717773,2009-01-16
12.083402633666992,2009-01-20
12.877981185913086,2009-01-21
12.170613288879395,2009-01-22
12.209372520446777,2009-01-23
13.052397727966309,2009-01-26
13.129918098449707,2009-01-27
13.846977233886719,2009-01-28
13.391549110412598,2009-01-29
12.99425983428955,2009-01-30
12.122163772583008,2009-02-02
12.538829803466797,2009-02-03
13.633800506591797,2009-02-04
14.273337364196777,2009-02-05
14.912874221801758,2009-02-06
15.222951889038086,2009-02-09
14.854735374450684,2009-02-10
16.47296142578125,2009-02-11
16.007844924926758,2009-02-12
15.552413940429688,2009-02-13
14.2055082321167,2009-02-17
14.127984046936035,2009-02-18
14.050466537475586,2009-02-19
13.866357803344727,2009-02-20
12.66479778289795,2009-02-23
14.283023834228516,2009-02-24
15.39737319946289,2009-02-25
15.581482887268066,2009-02-26
16.191951751708984,2009-02-27
15.193883895874023,2009-03-02
14.69969367980957,2009-03-03
14.845044136047363,2009-03-04
14.176435470581055,2009-03-05
14.11829662322998,2009-03-06
13.653179168701172,2009-03-09
15.126055717468262,2009-03-10
16.191951751708984,2009-03-11
16.705522537231445,2009-03-12
16.61830711364746,2009-03-13
16.036911010742188,2009-03-16
16.502033233642578,2009-03-17
16.36637306213379,2009-03-18
15.998147964477539,2009-03-19
15.765591621398926,2009-03-20
16.715213775634766,2009-03-23
16.356679916381836,2009-03-24
18.362504959106445,2009-03-25
19.00204849243164,2009-03-26
18.314056396484375,2009-03-27
18.08149528503418,2009-03-30
17.97490882873535,2009-03-31
17.955530166625977,2009-04-01
19.011734008789062,2009-04-02
18.963285446166992,2009-04-03
18.982669830322266,2009-04-06
18.575685501098633,2009-04-07
18.817934036254883,2009-04-08
20.852832794189453,2009-04-09
20.959421157836914,2009-04-13
21.08539390563965,2009-04-14
21.33733558654785,2009-04-15
21.705551147460938,2009-04-16
22.190040588378906,2009-04-17
21.046628952026367,2009-04-20
22.122220993041992,2009-04-21
23.595094680786133,2009-04-22
23.730756759643555,2009-04-23
23.469127655029297,2009-04-24
23.188121795654297,2009-04-27
23.207500457763672,2009-04-28
25.5040225982666,2009-04-29
26.482704162597656,2009-04-30
26.56991958618164,2009-05-01
26.628053665161133,2009-05-04
27.025346755981445,2009-05-05
28.042800903320312,2009-05-06
22.848966598510742,2009-05-07
23.536956787109375,2009-05-08
23.49819564819336,2009-05-11
24.806337356567383,2009-05-12
22.829587936401367,2009-05-13
23.517576217651367,2009-05-14
23.914857864379883,2009-05-15
23.081523895263672,2009-05-18
22.81020736694336,2009-05-19
22.781137466430664,2009-05-20
21.841211318969727,2009-05-21
21.71523666381836,2009-05-22
21.81214141845703,2009-05-26
19.874147415161133,2009-05-27
19.719100952148438,2009-05-28
20.969104766845703,2009-05-29
22.03500747680664,2009-06-01
22.257877349853516,2009-06-02
22.383846282958984,2009-06-03
22.781137466430664,2009-06-04
22.88772964477539,2009-06-05
22.97493553161621,2009-06-08
23.207500457763672,2009-06-09
24.205564498901367,2009-06-10
24.079593658447266,2009-06-11
24.350915908813477,2009-06-12
23.304391860961914,2009-06-15
22.519502639770508,2009-06-16
22.59702491760254,2009-06-17
22.9071044921875,2009-06-18
23.13966178894043,2009-06-19
21.172595977783203,2009-06-22
21.38577651977539,2009-06-23
22.29663848876953,2009-06-24
23.779199600219727,2009-06-25
24.748205184936523,2009-06-26
25.70751190185547,2009-06-29
26.046655654907227,2009-06-30
25.82378387451172,2009-07-01
25.33928871154785,2009-07-02
23.798585891723633,2009-07-06
23.323780059814453,2009-07-07
22.500123977661133,2009-07-08
22.98462677001953,2009-07-09
23.82765007019043,2009-07-10
25.11642074584961,2009-07-13
25.911001205444336,2009-07-14
27.664892196655273,2009-07-15
28.343185424804688,2009-07-16
26.550539016723633,2009-07-17
28.159069061279297,2009-07-20
29.612571716308594,2009-07-21
29.283111572265625,2009-07-22
30.31024742126465,2009-07-23
29.56412124633789,2009-07-24
29.51566505432129,2009-07-27
27.21914291381836,2009-07-28
27.238527297973633,2009-07-29
28.362565994262695,2009-07-30
27.916824340820312,2009-07-31
29.757919311523438,2009-08-03
29.65132713317871,2009-08-04
30.74629783630371,2009-08-05
32.28700256347656,2009-08-06
32.98469161987305,2009-08-07
33.023441314697266,2009-08-10
31.792810440063477,2009-08-11
32.2579345703125,2009-08-12
31.831573486328125,2009-08-13
30.707538604736328,2009-08-14
29.360626220703125,2009-08-17
29.612571716308594,2009-08-18
29.321874618530273,2009-08-19
29.554433822631836,2009-08-20
30.504045486450195,2009-08-21
31.01761245727539,2009-08-24
31.14358139038086,2009-08-25
30.465288162231445,2009-08-26
29.942031860351562,2009-08-27
29.980789184570312,2009-08-28
30.494359970092773,2009-08-31
29.49629020690918,2009-09-01
30.00016975402832,2009-09-02
30.581562042236328,2009-09-03
31.61838722229004,2009-09-04
32.480812072753906,2009-09-08
33.16879653930664,2009-09-09
33.566078186035156,2009-09-10
33.03312683105469,2009-09-11
31.94784927368164,2009-09-14
31.841266632080078,2009-09-15
35.61067581176758,2009-09-16
35.88199234008789,2009-09-17
35.98856735229492,2009-09-18
36.13393020629883,2009-09-21
36.81222915649414,2009-09-22
37.02539825439453,2009-09-23
37.335479736328125,2009-09-24
36.93819046020508,2009-09-25
37.72309112548828,2009-09-28
37.70369338989258,2009-09-29
37.26765060424805,2009-09-30
35.8529052734375,2009-10-01
35.833534240722656,2009-10-02
38.27540969848633,2009-10-05
39.57386016845703,2009-10-06
39.486663818359375,2009-10-07
39.438201904296875,2009-10-08
40.36845016479492,2009-10-09
39.90332794189453,2009-10-12
40.53317642211914,2009-10-13
40.7948112487793,2009-10-14
40.513797760009766,2009-10-15
40.46533966064453,2009-10-16
40.45565414428711,2009-10-19
39.51572036743164,2009-10-20
38.827728271484375,2009-10-21
38.8858757019043,2009-10-22
39.23472595214844,2009-10-23
39.36068344116211,2009-10-26
36.715328216552734,2009-10-27
34.496307373046875,2009-10-28
36.075782775878906,2009-10-29
34.680442810058594,2009-10-30
36.38585662841797,2009-11-02
36.86067199707031,2009-11-03
37.17075729370117,2009-11-04
42.5487060546875,2009-11-05
43.44017028808594,2009-11-06
42.84907913208008,2009-11-09
42.81032180786133,2009-11-10
43.40141296386719,2009-11-11
43.92466354370117,2009-11-12
43.60489273071289,2009-11-13
43.53706359863281,2009-11-16
44.16691589355469,2009-11-17
44.81614685058594,2009-11-18
44.3122673034668,2009-11-19
43.895591735839844,2009-11-20
47.00607681274414,2009-11-23
46.63785934448242,2009-11-24
47.84910583496094,2009-11-25
47.08361053466797,2009-11-27
47.820037841796875,2009-11-30
50.513851165771484,2009-12-01
52.761924743652344,2009-12-02
50.92082977294922,2009-12-03
50.08748245239258,2009-12-04
48.03321838378906,2009-12-07
48.101036071777344,2009-12-08
47.771583557128906,2009-12-09
47.335540771484375,2009-12-10
46.99639129638672,2009-12-11
47.94600296020508,2009-12-14
47.07391357421875,2009-12-15
47.3646125793457,2009-12-16
47.42274856567383,2009-12-17
47.5487174987793,2009-12-18
50.194091796875,2009-12-21
51.12432861328125,2009-12-22
52.50029754638672,2009-12-23
52.597190856933594,2009-12-24
52.41309356689453,2009-12-28
50.775482177734375,2009-12-29
50.426639556884766,2009-12-30
50.26191329956055,2009-12-31
49.02159118652344,2010-01-04
50.271602630615234,2010-01-05
49.680511474609375,2010-01-06
48.70183181762695,2010-01-07
48.9440803527832,2010-01-08
44.234764099121094,2010-01-11
43.60489273071289,2010-01-12
43.82776641845703,2010-01-13
41.88009262084961,2010-01-14
40.84325408935547,2010-01-15
42.06419372558594,2010-01-19
40.73666000366211,2010-01-20
40.087425231933594,2010-01-21
39.593238830566406,2010-01-22
38.4498291015625,2010-01-25
37.500205993652344,2010-01-26
38.4013786315918,2010-01-27
37.16105270385742,2010-01-28
36.85098648071289,2010-01-29
37.296722412109375,2010-02-01
38.13005828857422,2010-02-02
39.399452209472656,2010-02-03
35.310272216796875,2010-02-04
35.290897369384766,2010-02-05
35.24244689941406,2010-02-08
35.775394439697266,2010-02-09
35.261817932128906,2010-02-10
36.86067199707031,2010-02-11
37.48082733154297,2010-02-12
38.42075729370117,2010-02-16
38.97309112548828,2010-02-17
40.30060958862305,2010-02-18
40.44597244262695,2010-02-19
39.66107177734375,2010-02-22
36.870361328125,2010-02-23
38.469207763671875,2010-02-24
38.79866409301758,2010-02-25
39.86457061767578,2010-02-26
41.41496658325195,2010-03-01
41.13394546508789,2010-03-02
41.72503662109375,2010-03-03
42.04480743408203,2010-03-04
43.26575469970703,2010-03-05
44.031246185302734,2010-03-08
45.000247955322266,2010-03-09
45.271575927734375,2010-03-10
45.7657470703125,2010-03-11
47.14174270629883,2010-03-12
45.02933120727539,2010-03-15
44.8936767578125,2010-03-16
45.862674713134766,2010-03-17
45.78513717651367,2010-03-18
44.825836181640625,2010-03-19
45.41691970825195,2010-03-22
45.639793395996094,2010-03-23
45.271575927734375,2010-03-24
45.06808090209961,2010-03-25
45.30065155029297,2010-03-26
46.405303955078125,2010-03-29
46.44405746459961,2010-03-30
46.71537399291992,2010-03-31
47.771583557128906,2010-04-01
47.84910583496094,2010-04-05
48.420814514160156,2010-04-06
46.58941650390625,2010-04-07
46.45375442504883,2010-04-08
47.393680572509766,2010-04-09
49.874305725097656,2010-04-12
49.41887283325195,2010-04-13
49.9905891418457,2010-04-14
50.20376968383789,2010-04-15
49.234771728515625,2010-04-16
47.7231330871582,2010-04-19
48.58554458618164,2010-04-20
49.59330749511719,2010-04-21
50.26191329956055,2010-04-22
52.0545654296875,2010-04-23
52.006103515625,2010-04-26
49.85493469238281,2010-04-27
49.157249450683594,2010-04-28
49.96152114868164,2010-04-29
48.85686111450195,2010-04-30
49.438262939453125,2010-05-03
47.90724563598633,2010-05-04
45.90141677856445,2010-05-05
43.40141296386719,2010-05-06
44.583580017089844,2010-05-07
48.40144348144531,2010-05-10
49.44794845581055,2010-05-11
51.43439865112305,2010-05-12
51.405338287353516,2010-05-13
49.69019317626953,2010-05-14
48.3626823425293,2010-05-17
47.820037841796875,2010-05-18
47.55839920043945,2010-05-19
44.8936767578125,2010-05-20
46.8607177734375,2010-05-21
45.47505569458008,2010-05-24
45.988624572753906,2010-05-25
47.829715728759766,2010-05-26
49.8646125793457,2010-05-27
50.26191329956055,2010-05-28
49.4091911315918,2010-06-01
51.64756774902344,2010-06-02
54.16696548461914,2010-06-03
52.374324798583984,2010-06-04
49.438262939453125,2010-06-07
50.04873275756836,2010-06-08
51.511924743652344,2010-06-09
55.523563385009766,2010-06-10
56.008060455322266,2010-06-11
56.04682922363281,2010-06-14
58.36272048950195,2010-06-15
58.72125244140625,2010-06-16
58.866615295410156,2010-06-17
57.39372634887695,2010-06-18
58.75033187866211,2010-06-21
55.73674774169922,2010-06-22
55.80458068847656,2010-06-23
55.08750915527344,2010-06-24
56.34722137451172,2010-06-25
55.446048736572266,2010-06-28
52.44215774536133,2010-06-29
50.92082977294922,2010-06-30
50.969276428222656,2010-07-01
50.513851165771484,2010-07-02
51.57004928588867,2010-07-06
53.75031661987305,2010-07-07
55.99838638305664,2010-07-08
57.287139892578125,2010-07-09
57.02552032470703,2010-07-12
58.6825065612793,2010-07-13
59.10886764526367,2010-07-14
60.34917068481445,2010-07-15
56.29877853393555,2010-07-16
58.04296875,2010-07-19
58.13987350463867,2010-07-20
57.073974609375,2010-07-21
58.18830871582031,2010-07-22
59.564292907714844,2010-07-23
63.13019943237305,2010-07-26
62.01585006713867,2010-07-27
60.47514724731445,2010-07-28
58.72125244140625,2010-07-29
58.62436294555664,2010-07-30
58.46931838989258,2010-08-02
60.32979965209961,2010-08-03
60.73678207397461,2010-08-04
61.986785888671875,2010-08-05
63.78913116455078,2010-08-06
65.73680877685547,2010-08-09
65.7077407836914,2010-08-10
63.58562088012695,2010-08-11
64.36083984375,2010-08-12
63.4984130859375,2010-08-13
64.9228515625,2010-08-16
67.08370208740234,2010-08-17
67.72325897216797,2010-08-18
65.60114288330078,2010-08-19
67.50039672851562,2010-08-20
65.97904205322266,2010-08-23
63.876338958740234,2010-08-24
61.618553161621094,2010-08-25
62.31623840332031,2010-08-26
64.32205200195312,2010-08-27
62.73290252685547,2010-08-30
63.89569854736328,2010-08-31
66.2794418334961,2010-09-01
67.72325897216797,2010-09-02
68.18838500976562,2010-09-03
68.06238555908203,2010-09-07
69.19612121582031,2010-09-08
69.05076599121094,2010-09-09
70.26203155517578,2010-09-10
72.26786041259766,2010-09-13
71.48297882080078,2010-09-14
72.04498291015625,2010-09-15
71.45388793945312,2010-09-16
70.23297119140625,2010-09-17
70.4751968383789,2010-09-20
69.9422607421875,2010-09-21
69.52557373046875,2010-09-22
68.73102569580078,2010-09-23
69.67095947265625,2010-09-24
72.65544128417969,2010-09-27
72.57793426513672,2010-09-28
72.81048583984375,2010-09-29
69.9422607421875,2010-09-30
69.13798522949219,2010-10-01
64.71934509277344,2010-10-04
65.98875427246094,2010-10-05
62.325931549072266,2010-10-06
62.4518928527832,2010-10-07
63.3724479675293,2010-10-08
62.761993408203125,2010-10-11
62.761993408203125,2010-10-12
62.89763641357422,2010-10-13
62.5584831237793,2010-10-14
63.23677444458008,2010-10-15
60.98871994018555,2010-10-18
58.769718170166016,2010-10-19
60.068172454833984,2010-10-20
59.47708511352539,2010-10-21
61.06624221801758,2010-10-22
62.984859466552734,2010-10-25
62.18057632446289,2010-10-26
64.48680877685547,2010-10-27
63.96354293823242,2010-10-28
64.08950805664062,2010-10-29
62.384071350097656,2010-11-01
61.49259567260742,2010-11-02
62.65541076660156,2010-11-03
59.76777267456055,2010-11-04
59.3414192199707,2010-11-05
63.10111618041992,2010-11-08
59.283267974853516,2010-11-09
56.84141540527344,2010-11-10
56.201866149902344,2010-11-11
56.521636962890625,2010-11-12
57.9944953918457,2010-11-15
58.6825065612793,2010-11-16
59.273590087890625,2010-11-17
60.19413375854492,2010-11-18
61.06624221801758,2010-11-19
62.85888671875,2010-11-22
61.97710418701172,2010-11-23
62.781368255615234,2010-11-24
63.94417190551758,2010-11-26
63.65345764160156,2010-11-29
61.64764404296875,2010-11-30
64.61280059814453,2010-12-01
66.54106140136719,2010-12-02
67.2096939086914,2010-12-03
67.63606262207031,2010-12-06
66.66703796386719,2010-12-07
66.30850982666016,2010-12-08
65.35890197753906,2010-12-09
65.9984359741211,2010-12-10
70.23297119140625,2010-12-13
68.643798828125,2010-12-14
67.51974487304688,2010-12-15
66.82209014892578,2010-12-16
67.87831115722656,2010-12-17
65.891845703125,2010-12-20
66.85113525390625,2010-12-21
67.10311126708984,2010-12-22
67.69416809082031,2010-12-23
67.43254852294922,2010-12-27
66.79301452636719,2010-12-28
67.65542602539062,2010-12-29
68.0042724609375,2010-12-30
64.57400512695312,2010-12-31
67.93643188476562,2011-01-03
68.45000457763672,2011-01-04
69.87442016601562,2011-01-05
72.22908020019531,2011-01-06
71.56047058105469,2011-01-07
72.0158920288086,2011-01-10
71.8996353149414,2011-01-11
71.01783752441406,2011-01-12
71.07598114013672,2011-01-13
72.86862182617188,2011-01-14
72.88800811767578,2011-01-18
70.8822021484375,2011-01-19
68.74069213867188,2011-01-20
68.76976013183594,2011-01-21
69.1282958984375,2011-01-24
67.31629180908203,2011-01-25
67.75232696533203,2011-01-26
67.95581817626953,2011-01-27
65.05850219726562,2011-01-28
65.67867279052734,2011-01-31
66.62826538085938,2011-02-01
67.51974487304688,2011-02-02
66.51202392578125,2011-02-03
67.36473083496094,2011-02-04
67.79108428955078,2011-02-07
66.95771789550781,2011-02-08
66.64765930175781,2011-02-09
68.23681640625,2011-02-10
69.87442016601562,2011-02-11
70.4751968383789,2011-02-14
69.8453598022461,2011-02-15
70.59147644042969,2011-02-16
71.68645477294922,2011-02-17
70.54302978515625,2011-02-18
66.71549987792969,2011-02-22
64.9713134765625,2011-02-23
65.01974487304688,2011-02-24
64.19610595703125,2011-02-25
63.74065399169922,2011-02-28
63.440269470214844,2011-03-01
63.34339141845703,2011-03-02
64.33177185058594,2011-03-03
64.93254852294922,2011-03-04
66.4248046875,2011-03-07
67.35503387451172,2011-03-08
67.3743896484375,2011-03-09
66.16315460205078,2011-03-10
65.65928649902344,2011-03-11
65.47516632080078,2011-03-14
65.30075073242188,2011-03-15
63.94417190551758,2011-03-16
64.24454498291016,2011-03-17
62.955787658691406,2011-03-18
64.36083984375,2011-03-21
65.18447875976562,2011-03-22
65.90151977539062,2011-03-23
70.71746063232422,2011-03-24
71.51205444335938,2011-03-25
73.6632080078125,2011-03-28
76.28226470947266,2011-03-29
78.23201751708984,2011-03-30
79.18260955810547,2011-03-31
80.46304321289062,2011-04-01
82.7813720703125,2011-04-04
83.03358459472656,2011-04-05
81.21965789794922,2011-04-06
82.03448486328125,2011-04-07
82.82987213134766,2011-04-08
82.93659210205078,2011-04-11
80.23994445800781,2011-04-12
82.7813720703125,2011-04-13
82.6746826171875,2011-04-14
83.57679748535156,2011-04-15
84.77960205078125,2011-04-18
87.83517456054688,2011-04-19
86.5450668334961,2011-04-20
87.24346923828125,2011-04-21
