ARE,Date
10.692615509033203,1997-10-20
10.643787384033203,1997-10-21
10.790262222290039,1997-10-22
10.692615509033203,1997-10-23
10.790262222290039,1997-10-24
10.643787384033203,1997-10-27
10.546138763427734,1997-10-28
10.887917518615723,1997-10-29
10.887917518615723,1997-10-30
10.692615509033203,1997-10-31
10.83908748626709,1997-11-03
10.936738014221191,1997-11-04
11.424991607666016,1997-11-05
11.424991607666016,1997-11-06
11.278512001037598,1997-11-07
11.034384727478027,1997-11-10
10.887917518615723,1997-11-11
10.83908748626709,1997-11-12
10.741436958312988,1997-11-13
10.741436958312988,1997-11-14
10.887917518615723,1997-11-17
11.034384727478027,1997-11-18
11.180859565734863,1997-11-19
11.766749382019043,1997-11-20
11.913230895996094,1997-11-21
12.05970573425293,1997-11-24
12.40147590637207,1997-11-25
12.25500774383545,1997-11-26
12.15735912322998,1997-11-28
11.81558609008789,1997-12-01
11.81558609008789,1997-12-02
11.327332496643066,1997-12-03
11.376155853271484,1997-12-04
11.376155853271484,1997-12-05
11.473811149597168,1997-12-08
11.81558609008789,1997-12-09
11.717935562133789,1997-12-10
11.669107437133789,1997-12-11
11.864400863647461,1997-12-12
11.962055206298828,1997-12-15
11.864400863647461,1997-12-16
11.913230895996094,1997-12-17
11.717935562133789,1997-12-18
11.669107437133789,1997-12-19
12.05970573425293,1997-12-22
11.962055206298828,1997-12-23
11.864400863647461,1997-12-24
11.81558609008789,1997-12-26
11.913230895996094,1997-12-29
12.15735912322998,1997-12-30
12.30383014678955,1997-12-31
12.352660179138184,1998-01-02
12.40147590637207,1998-01-05
12.64560317993164,1998-01-06
12.45030403137207,1998-01-07
12.352660179138184,1998-01-08
12.40147590637207,1998-01-09
12.010879516601562,1998-01-12
12.49913215637207,1998-01-13
12.49913215637207,1998-01-14
12.49913215637207,1998-01-15
12.670011520385742,1998-01-16
12.62119197845459,1998-01-20
12.57236385345459,1998-01-21
12.474714279174805,1998-01-22
12.49913215637207,1998-01-23
12.523539543151855,1998-01-26
12.57236385345459,1998-01-27
12.547948837280273,1998-01-28
12.670011520385742,1998-01-29
13.036197662353516,1998-01-30
12.987371444702148,1998-02-02
12.767662048339844,1998-02-03
12.987371444702148,1998-02-04
12.91413688659668,1998-02-05
13.036197662353516,1998-02-06
13.255910873413086,1998-02-09
13.158258438110352,1998-02-10
12.840901374816895,1998-02-11
12.865311622619629,1998-02-12
12.792076110839844,1998-02-13
12.694432258605957,1998-02-17
12.474714279174805,1998-02-18
12.328241348266602,1998-02-19
12.108530044555664,1998-02-20
12.108530044555664,1998-02-23
12.377062797546387,1998-02-24
12.694432258605957,1998-02-25
13.011791229248047,1998-02-26
13.329143524169922,1998-02-27
12.816486358642578,1998-03-02
12.792076110839844,1998-03-03
12.767662048339844,1998-03-04
12.694432258605957,1998-03-05
12.865311622619629,1998-03-06
12.547948837280273,1998-03-09
12.64560317993164,1998-03-10
12.547948837280273,1998-03-11
12.474714279174805,1998-03-12
12.474714279174805,1998-03-13
12.596781730651855,1998-03-16
12.49913215637207,1998-03-17
12.30383014678955,1998-03-18
12.181767463684082,1998-03-19
12.25500774383545,1998-03-20
12.15735912322998,1998-03-23
12.132940292358398,1998-03-24
12.181767463684082,1998-03-25
12.132940292358398,1998-03-26
12.352660179138184,1998-03-27
12.25500774383545,1998-03-30
12.377062797546387,1998-03-31
12.352660179138184,1998-04-01
12.377062797546387,1998-04-02
12.337506294250488,1998-04-03
12.263333320617676,1998-04-06
12.263333320617676,1998-04-07
12.238608360290527,1998-04-08
12.238608360290527,1998-04-09
12.238608360290527,1998-04-13
12.238608360290527,1998-04-14
12.114985466003418,1998-04-15
11.867743492126465,1998-04-16
11.966643333435059,1998-04-17
11.991363525390625,1998-04-20
12.18915843963623,1998-04-21
12.535300254821777,1998-04-22
12.485855102539062,1998-04-23
12.485855102539062,1998-04-24
12.51058578491211,1998-04-27
12.436406135559082,1998-04-28
12.658928871154785,1998-04-29
13.029789924621582,1998-04-30
13.450106620788574,1998-05-01
13.400657653808594,1998-05-04
13.202862739562988,1998-05-05
13.103961944580078,1998-05-06
12.75782585144043,1998-05-07
12.75782585144043,1998-05-08
12.683649063110352,1998-05-11
12.782549858093262,1998-05-12
12.683649063110352,1998-05-13
12.75782585144043,1998-05-14
12.683649063110352,1998-05-15
12.831993103027344,1998-05-18
12.658928871154785,1998-05-19
12.485855102539062,1998-05-20
12.38694953918457,1998-05-21
12.288055419921875,1998-05-22
12.213884353637695,1998-05-26
12.0902681350708,1998-05-27
12.362232208251953,1998-05-28
12.535300254821777,1998-05-29
12.535300254821777,1998-06-01
12.436406135559082,1998-06-02
12.288055419921875,1998-06-03
12.312786102294922,1998-06-04
12.238608360290527,1998-06-05
12.337506294250488,1998-06-08
12.263333320617676,1998-06-09
11.793571472167969,1998-06-10
11.744126319885254,1998-06-11
11.744126319885254,1998-06-12
11.472146034240723,1998-06-15
11.496874809265137,1998-06-16
11.472146034240723,1998-06-17
11.620501518249512,1998-06-18
11.719396591186523,1998-06-19
11.89246654510498,1998-06-22
11.843017578125,1998-06-23
11.89246654510498,1998-06-24
11.89246654510498,1998-06-25
11.719396591186523,1998-06-26
11.472146034240723,1998-06-29
11.843017578125,1998-06-30
11.867743492126465,1998-07-01
11.927881240844727,1998-07-02
11.977999687194824,1998-07-06
12.303763389587402,1998-07-07
12.42905330657959,1998-07-08
12.203522682189941,1998-07-09
12.078229904174805,1998-07-10
12.103292465209961,1998-07-13
12.253643035888672,1998-07-14
12.22858715057373,1998-07-15
12.704700469970703,1998-07-16
12.42905330657959,1998-07-17
12.42905330657959,1998-07-20
12.178460121154785,1998-07-21
11.927881240844727,1998-07-22
11.80258846282959,1998-07-23
11.476826667785645,1998-07-24
11.40164852142334,1998-07-27
11.226244926452637,1998-07-28
11.276359558105469,1998-07-29
11.40164852142334,1998-07-30
11.677298545837402,1998-07-31
11.80258846282959,1998-08-03
11.62718391418457,1998-08-04
11.602119445800781,1998-08-05
11.62718391418457,1998-08-06
11.62718391418457,1998-08-07
11.677298545837402,1998-08-10
11.62718391418457,1998-08-11
11.62718391418457,1998-08-12
11.677298545837402,1998-08-13
11.702354431152344,1998-08-14
12.253643035888672,1998-08-17
12.278703689575195,1998-08-18
12.253643035888672,1998-08-19
12.278703689575195,1998-08-20
12.328817367553711,1998-08-21
12.303763389587402,1998-08-24
12.278703689575195,1998-08-25
12.178460121154785,1998-08-26
12.003061294555664,1998-08-27
11.877769470214844,1998-08-28
11.652233123779297,1998-08-31
11.451767921447754,1998-09-01
10.925544738769531,1998-09-02
10.825303077697754,1998-09-03
10.750128746032715,1998-09-04
11.201183319091797,1998-09-08
11.40164852142334,1998-09-09
11.201183319091797,1998-09-10
11.050836563110352,1998-09-11
10.549657821655273,1998-09-14
10.549657821655273,1998-09-15
10.424365043640137,1998-09-16
10.223898887634277,1998-09-17
10.524602890014648,1998-09-18
10.850364685058594,1998-09-21
11.526942253112793,1998-09-22
11.602119445800781,1998-09-23
11.476826667785645,1998-09-24
11.42670726776123,1998-09-25
11.376596450805664,1998-09-28
11.025774955749512,1998-09-29
10.875418663024902,1998-09-30
10.850364685058594,1998-10-01
11.445526123046875,1998-10-02
11.470964431762695,1998-10-05
11.496395111083984,1998-10-06
11.394661903381348,1998-10-07
11.140313148498535,1998-10-08
10.88597297668457,1998-10-09
10.911405563354492,1998-10-12
10.835099220275879,1998-10-13
10.911405563354492,1998-10-14
10.88597297668457,1998-10-15
10.88597297668457,1998-10-16
10.784231185913086,1998-10-19
10.784231185913086,1998-10-20
10.86053466796875,1998-10-21
10.758798599243164,1998-10-22
10.555320739746094,1998-10-23
10.835099220275879,1998-10-26
10.758798599243164,1998-10-27
10.835099220275879,1998-10-28
10.73336410522461,1998-10-29
10.86053466796875,1998-10-30
11.369221687316895,1998-11-02
11.267487525939941,1998-11-03
11.216621398925781,1998-11-04
11.572704315185547,1998-11-05
11.877917289733887,1998-11-06
12.005088806152344,1998-11-09
11.928790092468262,1998-11-10
11.928790092468262,1998-11-11
11.928790092468262,1998-11-12
11.903356552124023,1998-11-13
11.928790092468262,1998-11-16
12.005088806152344,1998-11-17
12.183128356933594,1998-11-18
12.157694816589355,1998-11-19
11.979655265808105,1998-11-20
12.183128356933594,1998-11-23
12.208568572998047,1998-11-24
12.41203784942627,1998-11-25
12.41203784942627,1998-11-27
12.56464958190918,1998-11-30
12.539215087890625,1998-12-01
12.462912559509277,1998-12-02
12.488341331481934,1998-12-03
12.56464958190918,1998-12-04
12.539215087890625,1998-12-07
12.56464958190918,1998-12-08
12.56464958190918,1998-12-09
12.615523338317871,1998-12-10
12.640951156616211,1998-12-11
12.8444242477417,1998-12-14
12.86985969543457,1998-12-15
12.793560028076172,1998-12-16
12.818994522094727,1998-12-17
12.793560028076172,1998-12-18
12.86985969543457,1998-12-21
12.818994522094727,1998-12-22
12.793560028076172,1998-12-23
12.768125534057617,1998-12-24
12.946161270141602,1998-12-28
12.691819190979004,1998-12-29
12.818994522094727,1998-12-30
12.752017974853516,1998-12-31
12.829291343688965,1999-01-04
12.906585693359375,1999-01-05
12.88082218170166,1999-01-06
12.726250648498535,1999-01-07
12.468635559082031,1999-01-08
12.417107582092285,1999-01-11
12.520157814025879,1999-01-12
12.520157814025879,1999-01-13
12.391347885131836,1999-01-14
12.339823722839355,1999-01-15
12.314064979553223,1999-01-19
12.262539863586426,1999-01-20
11.979164123535156,1999-01-21
11.773072242736816,1999-01-22
11.644258499145508,1999-01-25
11.747308731079102,1999-01-26
11.850349426269531,1999-01-27
11.773072242736816,1999-01-28
11.773072242736816,1999-01-29
11.773072242736816,1999-02-01
11.747308731079102,1999-02-02
11.61850357055664,1999-02-03
11.95340347290039,1999-02-04
11.79883098602295,1999-02-05
11.79883098602295,1999-02-08
11.824597358703613,1999-02-09
11.721549034118652,1999-02-10
11.515454292297363,1999-02-11
11.850349426269531,1999-02-12
11.747308731079102,1999-02-16
11.592737197875977,1999-02-17
11.592737197875977,1999-02-18
11.69579029083252,1999-02-19
11.592737197875977,1999-02-22
11.541219711303711,1999-02-23
11.670028686523438,1999-02-24
11.850349426269531,1999-02-25
12.056452751159668,1999-02-26
12.056452751159668,1999-03-01
11.69579029083252,1999-03-02
11.61850357055664,1999-03-03
11.592737197875977,1999-03-04
11.721549034118652,1999-03-05
11.61850357055664,1999-03-08
11.95340347290039,1999-03-09
11.79883098602295,1999-03-10
11.69579029083252,1999-03-11
11.824597358703613,1999-03-12
11.644258499145508,1999-03-15
11.360878944396973,1999-03-16
11.412407875061035,1999-03-17
11.129027366638184,1999-03-18
11.206311225891113,1999-03-19
10.948698043823242,1999-03-22
10.510750770568848,1999-03-23
10.53651237487793,1999-03-24
10.716845512390137,1999-03-25
10.459229469299316,1999-03-26
10.639558792114258,1999-03-29
10.571526527404785,1999-03-30
11.068702697753906,1999-03-31
11.304204940795898,1999-04-01
11.04253101348877,1999-04-05
10.676192283630371,1999-04-06
10.46685791015625,1999-04-07
10.990203857421875,1999-04-08
10.676192283630371,1999-04-09
11.016368865966797,1999-04-12
10.911701202392578,1999-04-13
11.513542175292969,1999-04-14
11.1210355758667,1999-04-15
11.278037071228027,1999-04-16
11.278037071228027,1999-04-19
11.513542175292969,1999-04-20
11.53970718383789,1999-04-21
11.61821174621582,1999-04-22
11.749045372009277,1999-04-23
11.53970718383789,1999-04-26
11.722880363464355,1999-04-27
11.53970718383789,1999-04-28
11.722880363464355,1999-04-29
11.80138111114502,1999-04-30
11.749045372009277,1999-05-03
11.775216102600098,1999-05-04
11.80138111114502,1999-05-05
11.722880363464355,1999-05-06
11.932219505310059,1999-05-07
12.246222496032715,1999-05-10
12.821903228759766,1999-05-11
12.769567489624023,1999-05-12
12.769567489624023,1999-05-13
12.821903228759766,1999-05-14
12.795726776123047,1999-05-17
12.795726776123047,1999-05-18
12.743395805358887,1999-05-19
13.031233787536621,1999-05-20
13.240572929382324,1999-05-21
12.952741622924805,1999-05-24
12.900396347045898,1999-05-25
12.848068237304688,1999-05-26
12.743395805358887,1999-05-27
13.240572929382324,1999-05-28
13.502241134643555,1999-06-01
13.449912071228027,1999-06-02
13.52840805053711,1999-06-03
13.606910705566406,1999-06-04
13.476081848144531,1999-06-07
13.476081848144531,1999-06-08
13.52840805053711,1999-06-09
13.423742294311523,1999-06-10
13.371408462524414,1999-06-11
13.188237190246582,1999-06-14
13.266739845275879,1999-06-15
13.371408462524414,1999-06-16
13.240572929382324,1999-06-17
13.109739303588867,1999-06-18
12.978901863098145,1999-06-21
12.795726776123047,1999-06-22
13.057397842407227,1999-06-23
13.502241134643555,1999-06-24
13.083574295043945,1999-06-25
13.502241134643555,1999-06-28
13.476081848144531,1999-06-29
13.260726928710938,1999-06-30
12.96898365020752,1999-07-01
13.234197616577148,1999-07-02
13.154637336730957,1999-07-06
13.154637336730957,1999-07-07
12.995513916015625,1999-07-08
13.048554420471191,1999-07-09
13.234197616577148,1999-07-12
12.86290168762207,1999-07-13
13.075069427490234,1999-07-14
13.12812328338623,1999-07-15
13.101593971252441,1999-07-16
12.86290168762207,1999-07-19
13.154637336730957,1999-07-20
13.12812328338623,1999-07-21
12.915943145751953,1999-07-22
13.022032737731934,1999-07-23
12.836380958557129,1999-07-26
12.86290168762207,1999-07-27
12.78333568572998,1999-07-28
12.756814956665039,1999-07-29
12.67725658416748,1999-07-30
12.86290168762207,1999-08-02
12.836380958557129,1999-08-03
12.597688674926758,1999-08-04
12.809857368469238,1999-08-05
12.836380958557129,1999-08-06
12.438560485839844,1999-08-09
12.41203784942627,1999-08-10
12.491598129272461,1999-08-11
12.62420654296875,1999-08-12
12.650729179382324,1999-08-13
12.491598129272461,1999-08-16
12.544649124145508,1999-08-17
12.35899543762207,1999-08-18
12.41203784942627,1999-08-19
12.438560485839844,1999-08-20
12.491598129272461,1999-08-23
12.438560485839844,1999-08-24
12.491598129272461,1999-08-25
12.5711669921875,1999-08-26
12.544649124145508,1999-08-27
12.5711669921875,1999-08-30
12.438560485839844,1999-08-31
12.650729179382324,1999-09-01
12.67725658416748,1999-09-02
12.86290168762207,1999-09-03
13.12812328338623,1999-09-07
13.20767879486084,1999-09-08
13.12812328338623,1999-09-09
13.20767879486084,1999-09-10
13.048554420471191,1999-09-13
13.20767879486084,1999-09-14
13.022032737731934,1999-09-15
12.96898365020752,1999-09-16
12.889427185058594,1999-09-17
12.942469596862793,1999-09-20
12.836380958557129,1999-09-21
12.756814956665039,1999-09-22
12.703770637512207,1999-09-23
12.703770637512207,1999-09-24
12.730295181274414,1999-09-27
12.703770637512207,1999-09-28
12.597688674926758,1999-09-29
12.491598129272461,1999-09-30
12.75752067565918,1999-10-01
12.8113431930542,1999-10-04
12.75752067565918,1999-10-05
12.78443431854248,1999-10-06
12.703691482543945,1999-10-07
12.676773071289062,1999-10-08
12.8113431930542,1999-10-11
12.676773071289062,1999-10-12
12.326886177062988,1999-10-13
12.326886177062988,1999-10-14
12.219228744506836,1999-10-15
12.19231128692627,1999-10-18
12.246137619018555,1999-10-19
12.596033096313477,1999-10-20
12.434542655944824,1999-10-21
12.407631874084473,1999-10-22
12.165393829345703,1999-10-25
12.003907203674316,1999-10-26
12.299969673156738,1999-10-27
12.299969673156738,1999-10-28
12.380705833435059,1999-10-29
12.542198181152344,1999-11-01
12.703691482543945,1999-11-02
13.08049201965332,1999-11-03
12.919004440307617,1999-11-04
12.8651762008667,1999-11-05
12.919004440307617,1999-11-08
12.892091751098633,1999-11-09
12.730602264404297,1999-11-10
12.75752067565918,1999-11-11
12.919004440307617,1999-11-12
12.8113431930542,1999-11-15
12.75752067565918,1999-11-16
12.75752067565918,1999-11-17
12.892091751098633,1999-11-18
12.8651762008667,1999-11-19
12.919004440307617,1999-11-22
12.838262557983398,1999-11-23
12.703691482543945,1999-11-24
12.596033096313477,1999-11-26
12.488372802734375,1999-11-29
12.622947692871094,1999-11-30
12.730602264404297,1999-12-01
12.676773071289062,1999-12-02
12.622947692871094,1999-12-03
12.515283584594727,1999-12-06
12.542198181152344,1999-12-07
12.75752067565918,1999-12-08
12.622947692871094,1999-12-09
12.542198181152344,1999-12-10
12.407631874084473,1999-12-13
12.299969673156738,1999-12-14
12.353799819946289,1999-12-15
12.165393829345703,1999-12-16
12.488372802734375,1999-12-17
12.353799819946289,1999-12-20
12.353799819946289,1999-12-21
12.488372802734375,1999-12-22
12.434542655944824,1999-12-23
12.542198181152344,1999-12-27
12.919004440307617,1999-12-28
13.268900871276855,1999-12-29
13.780271530151367,1999-12-30
13.886124610900879,1999-12-31
13.640586853027344,2000-01-03
13.340502738952637,2000-01-04
13.094968795776367,2000-01-05
12.849434852600098,2000-01-06
13.094968795776367,2000-01-07
13.258655548095703,2000-01-10
13.285934448242188,2000-01-11
13.094968795776367,2000-01-12
13.14952278137207,2000-01-13
13.231377601623535,2000-01-14
13.258655548095703,2000-01-18
13.204093933105469,2000-01-19
13.204093933105469,2000-01-20
13.14952278137207,2000-01-21
13.094968795776367,2000-01-24
13.067684173583984,2000-01-25
12.958560943603516,2000-01-26
13.1222505569458,2000-01-27
12.903997421264648,2000-01-28
12.876725196838379,2000-01-31
12.985847473144531,2000-02-01
13.013120651245117,2000-02-02
12.876725196838379,2000-02-03
12.903997421264648,2000-02-04
12.849434852600098,2000-02-07
12.740316390991211,2000-02-08
12.713037490844727,2000-02-09
12.767597198486328,2000-02-10
12.713037490844727,2000-02-11
12.931281089782715,2000-02-14
12.958560943603516,2000-02-15
12.740316390991211,2000-02-16
12.794872283935547,2000-02-17
13.013120651245117,2000-02-18
12.985847473144531,2000-02-22
13.04040241241455,2000-02-23
12.876725196838379,2000-02-24
12.822159767150879,2000-02-25
12.985847473144531,2000-02-28
13.340502738952637,2000-02-29
13.367781639099121,2000-03-01
13.094968795776367,2000-03-02
13.176809310913086,2000-03-03
13.1222505569458,2000-03-06
12.931281089782715,2000-03-07
13.1222505569458,2000-03-08
13.258655548095703,2000-03-09
13.14952278137207,2000-03-10
13.176809310913086,2000-03-13
13.367781639099121,2000-03-14
13.422345161437988,2000-03-15
13.47690486907959,2000-03-16
13.422345161437988,2000-03-17
13.449621200561523,2000-03-20
13.47690486907959,2000-03-21
13.586030960083008,2000-03-22
13.776992797851562,2000-03-23
13.804279327392578,2000-03-24
13.913403511047363,2000-03-27
13.640586853027344,2000-03-28
13.504185676574707,2000-03-29
13.422345161437988,2000-03-30
13.280683517456055,2000-03-31
13.391355514526367,2000-04-03
13.557361602783203,2000-04-04
13.419021606445312,2000-04-05
13.64036750793457,2000-04-06
13.751032829284668,2000-04-07
13.944717407226562,2000-04-10
13.944717407226562,2000-04-11
14.055383682250977,2000-04-12
14.166053771972656,2000-04-13
14.166053771972656,2000-04-14
14.166053771972656,2000-04-17
14.110724449157715,2000-04-18
14.13839340209961,2000-04-19
14.13839340209961,2000-04-20
14.13839340209961,2000-04-24
14.110724449157715,2000-04-25
14.000054359436035,2000-04-26
14.13839340209961,2000-04-27
14.166053771972656,2000-04-28
14.332070350646973,2000-05-01
14.719420433044434,2000-05-02
14.47041130065918,2000-05-03
14.498071670532227,2000-05-04
14.691760063171387,2000-05-05
14.58108139038086,2000-05-08
14.830096244812012,2000-05-09
14.830096244812012,2000-05-10
15.07911205291748,2000-05-11
14.913103103637695,2000-05-12
15.27278995513916,2000-05-15
15.27278995513916,2000-05-16
15.300447463989258,2000-05-17
15.300447463989258,2000-05-18
15.300447463989258,2000-05-19
15.300447463989258,2000-05-22
15.10677719116211,2000-05-23
14.830096244812012,2000-05-24
14.830096244812012,2000-05-25
14.85776138305664,2000-05-26
15.051440238952637,2000-05-30
14.96843147277832,2000-05-31
14.608748435974121,2000-06-01
14.774764060974121,2000-06-02
14.85776138305664,2000-06-05
15.162107467651367,2000-06-06
14.996098518371582,2000-06-07
15.10677719116211,2000-06-08
15.10677719116211,2000-06-09
15.162107467651367,2000-06-12
15.162107467651367,2000-06-13
15.189783096313477,2000-06-14
15.245110511779785,2000-06-15
15.02377986907959,2000-06-16
15.162107467651367,2000-06-19
15.245110511779785,2000-06-20
15.300447463989258,2000-06-21
15.328125,2000-06-22
15.27278995513916,2000-06-23
15.162107467651367,2000-06-26
15.300447463989258,2000-06-27
15.411121368408203,2000-06-28
15.27278995513916,2000-06-29
15.374486923217773,2000-06-30
15.465548515319824,2000-07-03
15.605623245239258,2000-07-05
15.829765319824219,2000-07-06
15.689685821533203,2000-07-07
15.605623245239258,2000-07-10
15.633649826049805,2000-07-11
15.717698097229004,2000-07-12
15.745707511901855,2000-07-13
15.885799407958984,2000-07-14
15.829765319824219,2000-07-17
15.577608108520508,2000-07-18
15.353476524353027,2000-07-19
15.437520027160645,2000-07-20
15.465548515319824,2000-07-21
15.26942253112793,2000-07-24
15.26942253112793,2000-07-25
15.605623245239258,2000-07-26
15.773725509643555,2000-07-27
15.801750183105469,2000-07-28
16.05390167236328,2000-07-31
16.19399642944336,2000-08-01
16.334083557128906,2000-08-02
16.362102508544922,2000-08-03
15.997862815856934,2000-08-04
16.19399642944336,2000-08-07
16.334083557128906,2000-08-08
16.390113830566406,2000-08-09
16.502182006835938,2000-08-10
16.558216094970703,2000-08-11
16.558216094970703,2000-08-14
16.446149826049805,2000-08-15
16.446149826049805,2000-08-16
16.530200958251953,2000-08-17
16.502182006835938,2000-08-18
16.362102508544922,2000-08-21
16.19399642944336,2000-08-22
16.0258846282959,2000-08-23
15.829765319824219,2000-08-24
15.577608108520508,2000-08-25
15.577608108520508,2000-08-28
15.549598693847656,2000-08-29
15.549598693847656,2000-08-30
15.689685821533203,2000-08-31
15.493559837341309,2000-09-01
15.437520027160645,2000-09-05
15.549598693847656,2000-09-06
15.549598693847656,2000-09-07
15.661661148071289,2000-09-08
16.0258846282959,2000-09-11
15.577608108520508,2000-09-12
15.493559837341309,2000-09-13
15.381490707397461,2000-09-14
15.409504890441895,2000-09-15
15.241405487060547,2000-09-18
15.073302268981934,2000-09-19
15.045280456542969,2000-09-20
15.0172700881958,2000-09-21
14.428903579711914,2000-09-22
14.316834449768066,2000-09-25
14.204771041870117,2000-09-26
14.73709774017334,2000-09-27
15.241405487060547,2000-09-28
15.381490707397461,2000-09-29
15.353476524353027,2000-10-02
15.463566780090332,2000-10-03
15.77566909790039,2000-10-04
15.77566909790039,2000-10-05
15.917537689208984,2000-10-06
15.974283218383789,2000-10-09
15.889166831970215,2000-10-10
15.917537689208984,2000-10-11
15.520307540893555,2000-10-12
15.20820140838623,2000-10-13
15.151457786560059,2000-10-16
15.151457786560059,2000-10-17
15.20820140838623,2000-10-18
15.264946937561035,2000-10-19
15.321697235107422,2000-10-20
15.066339492797852,2000-10-23
15.20820140838623,2000-10-24
15.179828643798828,2000-10-25
15.179828643798828,2000-10-26
15.20820140838623,2000-10-27
15.20820140838623,2000-10-30
15.378439903259277,2000-10-31
15.264946937561035,2000-11-01
15.406820297241211,2000-11-02
15.20820140838623,2000-11-03
15.20820140838623,2000-11-06
15.378439903259277,2000-11-07
15.66218090057373,2000-11-08
16.229642868041992,2000-11-09
15.917537689208984,2000-11-10
16.11615562438965,2000-11-13
15.860794067382812,2000-11-14
16.059412002563477,2000-11-15
16.087783813476562,2000-11-16
16.1445255279541,2000-11-17
16.229642868041992,2000-11-20
16.286392211914062,2000-11-21
16.31477165222168,2000-11-22
16.31477165222168,2000-11-24
16.343143463134766,2000-11-27
16.343143463134766,2000-11-28
16.39989471435547,2000-11-29
16.57013511657715,2000-11-30
16.541751861572266,2000-12-01
16.456640243530273,2000-12-04
16.65524673461914,2000-12-05
16.343143463134766,2000-12-06
16.456640243530273,2000-12-07
16.541751861572266,2000-12-08
16.31477165222168,2000-12-11
16.456640243530273,2000-12-12
16.371511459350586,2000-12-13
16.343143463134766,2000-12-14
16.485015869140625,2000-12-15
16.626874923706055,2000-12-18
16.598501205444336,2000-12-19
16.485015869140625,2000-12-20
17.478078842163086,2000-12-21
17.421327590942383,2000-12-22
17.421327590942383,2000-12-26
17.449708938598633,2000-12-27
17.449708938598633,2000-12-28
16.882238388061523,2000-12-29
16.792673110961914,2001-01-02
17.079729080200195,2001-01-03
17.539012908935547,2001-01-04
17.424198150634766,2001-01-05
17.424198150634766,2001-01-08
17.39549446105957,2001-01-09
17.424198150634766,2001-01-10
17.424198150634766,2001-01-11
17.280672073364258,2001-01-12
17.338085174560547,2001-01-16
17.366783142089844,2001-01-17
17.022323608398438,2001-01-18
16.99361228942871,2001-01-19
16.792673110961914,2001-01-22
16.8787899017334,2001-01-23
16.792673110961914,2001-01-24
16.620437622070312,2001-01-25
16.47691535949707,2001-01-26
16.55729103088379,2001-01-29
16.323055267333984,2001-01-30
16.488393783569336,2001-01-31
16.39654541015625,2001-02-01
16.41950225830078,2001-02-02
16.41950225830078,2001-02-05
