SWK,Date
2.1519052982330322,1980-08-14
2.1519052982330322,1980-08-15
2.1377480030059814,1980-08-18
2.0669617652893066,1980-08-19
2.0528056621551514,1980-08-20
2.0528056621551514,1980-08-21
2.0386486053466797,1980-08-22
2.0386486053466797,1980-08-25
2.010333776473999,1980-08-26
1.9678617715835571,1980-08-27
1.9678617715835571,1980-08-28
2.010333776473999,1980-08-29
1.9820187091827393,1980-09-02
1.9820187091827393,1980-09-03
2.010333776473999,1980-09-04
2.010333776473999,1980-09-05
2.024489402770996,1980-09-08
2.024489402770996,1980-09-09
2.123591184616089,1980-09-10
2.1377480030059814,1980-09-11
2.0952773094177246,1980-09-12
2.1094343662261963,1980-09-15
2.1377480030059814,1980-09-16
2.0669617652893066,1980-09-17
2.0952773094177246,1980-09-18
2.0952773094177246,1980-09-19
2.0952773094177246,1980-09-22
2.0528056621551514,1980-09-23
2.0386486053466797,1980-09-24
2.010333776473999,1980-09-25
1.9820187091827393,1980-09-26
1.9537041187286377,1980-09-29
1.9820187091827393,1980-09-30
1.9678617715835571,1980-10-01
1.9678617715835571,1980-10-02
1.9253900051116943,1980-10-03
1.9537041187286377,1980-10-06
2.0669617652893066,1980-10-07
2.0386486053466797,1980-10-08
2.0386486053466797,1980-10-09
2.0386486053466797,1980-10-10
2.0528056621551514,1980-10-13
2.0528056621551514,1980-10-14
2.0669617652893066,1980-10-15
2.010333776473999,1980-10-16
2.010333776473999,1980-10-17
1.9820187091827393,1980-10-20
2.010333776473999,1980-10-21
1.9820187091827393,1980-10-22
1.9820187091827393,1980-10-23
1.9537041187286377,1980-10-24
1.9537041187286377,1980-10-27
1.897073745727539,1980-10-28
1.8404462337493896,1980-10-29
1.8121306896209717,1980-10-30
1.9537041187286377,1980-10-31
1.897073745727539,1980-11-03
1.9820187091827393,1980-11-05
1.9253900051116943,1980-11-06
1.9253900051116943,1980-11-07
1.9678617715835571,1980-11-10
1.9537041187286377,1980-11-11
1.9253900051116943,1980-11-12
1.9678617715835571,1980-11-13
1.93954598903656,1980-11-14
1.9253900051116943,1980-11-17
1.93954598903656,1980-11-18
1.9678617715835571,1980-11-19
1.9820187091827393,1980-11-20
2.0386486053466797,1980-11-21
2.180220127105713,1980-11-24
2.19437837600708,1980-11-25
2.2085342407226562,1980-11-26
2.123591184616089,1980-11-28
2.123591184616089,1980-12-01
2.0952773094177246,1980-12-02
2.0386486053466797,1980-12-03
1.9820187091827393,1980-12-04
1.93954598903656,1980-12-05
1.9112322330474854,1980-12-08
1.9253900051116943,1980-12-09
1.9537041187286377,1980-12-10
1.9961762428283691,1980-12-11
1.9537041187286377,1980-12-12
1.9537041187286377,1980-12-15
1.9537041187286377,1980-12-16
1.9537041187286377,1980-12-17
1.9537041187286377,1980-12-18
1.9678617715835571,1980-12-19
1.9678617715835571,1980-12-22
1.9537041187286377,1980-12-23
1.9961762428283691,1980-12-24
1.9537041187286377,1980-12-26
1.9820187091827393,1980-12-29
1.9820187091827393,1980-12-30
1.9820187091827393,1980-12-31
1.9537041187286377,1981-01-02
2.0386486053466797,1981-01-05
2.0669617652893066,1981-01-06
2.0386486053466797,1981-01-07
2.0811188220977783,1981-01-08
2.0811188220977783,1981-01-09
2.0811188220977783,1981-01-12
2.0669617652893066,1981-01-13
2.0952773094177246,1981-01-14
2.0952773094177246,1981-01-15
2.0669617652893066,1981-01-16
2.0669617652893066,1981-01-19
2.0528056621551514,1981-01-20
2.0811188220977783,1981-01-21
2.0386486053466797,1981-01-22
2.0669617652893066,1981-01-23
1.9820187091827393,1981-01-26
2.010333776473999,1981-01-27
2.024489402770996,1981-01-28
2.010333776473999,1981-01-29
2.024489402770996,1981-01-30
1.9820187091827393,1981-02-02
2.0386486053466797,1981-02-03
2.024489402770996,1981-02-04
2.0669617652893066,1981-02-05
2.0669617652893066,1981-02-06
2.123591184616089,1981-02-09
1.9961762428283691,1981-02-10
2.0386486053466797,1981-02-11
2.0386486053466797,1981-02-12
2.0386486053466797,1981-02-13
2.0386486053466797,1981-02-17
2.0952773094177246,1981-02-18
2.1519052982330322,1981-02-19
2.0952773094177246,1981-02-20
2.0528056621551514,1981-02-23
2.1094343662261963,1981-02-24
2.19437837600708,1981-02-25
2.2368483543395996,1981-02-26
2.2085342407226562,1981-02-27
2.19437837600708,1981-03-02
2.180220127105713,1981-03-03
2.2085342407226562,1981-03-04
2.180220127105713,1981-03-05
2.0952773094177246,1981-03-06
2.024489402770996,1981-03-09
2.0386486053466797,1981-03-10
2.0386486053466797,1981-03-11
2.19437837600708,1981-03-12
2.180220127105713,1981-03-13
2.1519052982330322,1981-03-16
2.1094343662261963,1981-03-17
2.0528056621551514,1981-03-18
2.0952773094177246,1981-03-19
2.0811188220977783,1981-03-20
2.0952773094177246,1981-03-23
2.0952773094177246,1981-03-24
2.0952773094177246,1981-03-25
2.0952773094177246,1981-03-26
2.1094343662261963,1981-03-27
2.123591184616089,1981-03-30
2.265164613723755,1981-03-31
2.251007080078125,1981-04-01
2.265164613723755,1981-04-02
2.2793214321136475,1981-04-03
2.265164613723755,1981-04-06
2.265164613723755,1981-04-07
2.3784234523773193,1981-04-08
2.3925795555114746,1981-04-09
2.3784234523773193,1981-04-10
2.3359506130218506,1981-04-13
2.3217906951904297,1981-04-14
2.3784234523773193,1981-04-15
2.3217906951904297,1981-04-16
2.3217906951904297,1981-04-20
2.293477773666382,1981-04-21
2.3217906951904297,1981-04-22
2.3217906951904297,1981-04-23
2.3217906951904297,1981-04-24
2.30763578414917,1981-04-27
2.265164613723755,1981-04-28
2.180220127105713,1981-04-29
2.1519052982330322,1981-04-30
2.180220127105713,1981-05-01
2.1377480030059814,1981-05-04
2.1094343662261963,1981-05-05
2.0386486053466797,1981-05-06
2.010333776473999,1981-05-07
2.0669617652893066,1981-05-08
2.0386486053466797,1981-05-11
2.0952773094177246,1981-05-12
2.265164613723755,1981-05-13
2.30763578414917,1981-05-14
2.293477773666382,1981-05-15
2.2793214321136475,1981-05-18
2.2793214321136475,1981-05-19
2.293477773666382,1981-05-20
2.265164613723755,1981-05-21
2.0952773094177246,1981-05-22
2.0669617652893066,1981-05-26
2.0669617652893066,1981-05-27
2.0952773094177246,1981-05-28
2.2085342407226562,1981-05-29
2.265164613723755,1981-06-01
2.293477773666382,1981-06-02
2.293477773666382,1981-06-03
2.265164613723755,1981-06-04
2.265164613723755,1981-06-05
2.265164613723755,1981-06-08
2.2793214321136475,1981-06-09
2.265164613723755,1981-06-10
2.265164613723755,1981-06-11
2.2226929664611816,1981-06-12
2.2368483543395996,1981-06-15
2.2085342407226562,1981-06-16
2.2085342407226562,1981-06-17
2.1519052982330322,1981-06-18
2.1377480030059814,1981-06-19
2.123591184616089,1981-06-22
2.1660635471343994,1981-06-23
2.123591184616089,1981-06-24
2.1094343662261963,1981-06-25
2.0669617652893066,1981-06-26
2.123591184616089,1981-06-29
2.0952773094177246,1981-06-30
2.0386486053466797,1981-07-01
2.0669617652893066,1981-07-02
2.0952773094177246,1981-07-06
2.0952773094177246,1981-07-07
2.0528056621551514,1981-07-08
2.0811188220977783,1981-07-09
2.0811188220977783,1981-07-10
2.0952773094177246,1981-07-13
1.9820187091827393,1981-07-14
2.0669617652893066,1981-07-15
2.0386486053466797,1981-07-16
2.024489402770996,1981-07-17
2.010333776473999,1981-07-20
2.0386486053466797,1981-07-21
1.9820187091827393,1981-07-22
1.9253900051116943,1981-07-23
1.897073745727539,1981-07-24
1.9253900051116943,1981-07-27
1.897073745727539,1981-07-28
1.9253900051116943,1981-07-29
1.9678617715835571,1981-07-30
1.9961762428283691,1981-07-31
2.024489402770996,1981-08-03
1.9961762428283691,1981-08-04
1.9961762428283691,1981-08-05
1.9253900051116943,1981-08-06
1.897073745727539,1981-08-07
1.9678617715835571,1981-08-10
2.0669617652893066,1981-08-11
1.9820187091827393,1981-08-12
2.0386486053466797,1981-08-13
2.010333776473999,1981-08-14
2.010333776473999,1981-08-17
2.010333776473999,1981-08-18
1.9820187091827393,1981-08-19
1.9253900051116943,1981-08-20
1.9253900051116943,1981-08-21
1.897073745727539,1981-08-24
1.8687597513198853,1981-08-25
1.9253900051116943,1981-08-26
1.9253900051116943,1981-08-27
1.93954598903656,1981-08-28
1.9112322330474854,1981-08-31
1.9112322330474854,1981-09-01
1.93954598903656,1981-09-02
1.9537041187286377,1981-09-03
1.93954598903656,1981-09-04
1.897073745727539,1981-09-08
1.9112322330474854,1981-09-09
1.897073745727539,1981-09-10
1.897073745727539,1981-09-11
1.9253900051116943,1981-09-14
1.9253900051116943,1981-09-15
1.9537041187286377,1981-09-16
1.9112322330474854,1981-09-17
1.882918357849121,1981-09-18
1.8687597513198853,1981-09-21
1.9253900051116943,1981-09-22
1.9112322330474854,1981-09-23
1.8687597513198853,1981-09-24
1.8687597513198853,1981-09-25
1.8121306896209717,1981-09-28
1.9253900051116943,1981-09-29
1.9253900051116943,1981-09-30
1.8687597513198853,1981-10-01
1.897073745727539,1981-10-02
1.882918357849121,1981-10-05
1.882918357849121,1981-10-06
1.882918357849121,1981-10-07
1.8546028137207031,1981-10-08
1.897073745727539,1981-10-09
1.8687597513198853,1981-10-12
1.8404462337493896,1981-10-13
1.8121306896209717,1981-10-14
1.8121306896209717,1981-10-15
1.7838164567947388,1981-10-16
1.8121306896209717,1981-10-19
1.7838164567947388,1981-10-20
1.8546028137207031,1981-10-21
1.8687597513198853,1981-10-22
1.8262888193130493,1981-10-23
1.8121306896209717,1981-10-26
1.8121306896209717,1981-10-27
1.8121306896209717,1981-10-28
1.8262888193130493,1981-10-29
1.8404462337493896,1981-10-30
1.9253900051116943,1981-11-02
1.93954598903656,1981-11-03
1.897073745727539,1981-11-04
1.8687597513198853,1981-11-05
1.897073745727539,1981-11-06
1.8121306896209717,1981-11-09
1.897073745727539,1981-11-10
1.8546028137207031,1981-11-11
1.882918357849121,1981-11-12
1.897073745727539,1981-11-13
1.8687597513198853,1981-11-16
1.9253900051116943,1981-11-17
1.897073745727539,1981-11-18
1.897073745727539,1981-11-19
1.9112322330474854,1981-11-20
1.8687597513198853,1981-11-23
1.882918357849121,1981-11-24
1.897073745727539,1981-11-25
1.9112322330474854,1981-11-27
1.9253900051116943,1981-11-30
1.9678617715835571,1981-12-01
1.9820187091827393,1981-12-02
1.9820187091827393,1981-12-03
1.9961762428283691,1981-12-04
2.010333776473999,1981-12-07
1.93954598903656,1981-12-08
1.9961762428283691,1981-12-09
1.9961762428283691,1981-12-10
1.9820187091827393,1981-12-11
1.9253900051116943,1981-12-14
1.93954598903656,1981-12-15
1.897073745727539,1981-12-16
1.9112322330474854,1981-12-17
1.9253900051116943,1981-12-18
1.897073745727539,1981-12-21
1.897073745727539,1981-12-22
1.897073745727539,1981-12-23
1.882918357849121,1981-12-24
1.8546028137207031,1981-12-28
1.8687597513198853,1981-12-29
1.93954598903656,1981-12-30
1.9820187091827393,1981-12-31
1.9253900051116943,1982-01-04
1.8687597513198853,1982-01-05
1.882918357849121,1982-01-06
1.9112322330474854,1982-01-07
1.882918357849121,1982-01-08
1.8687597513198853,1982-01-11
1.8546028137207031,1982-01-12
1.8121306896209717,1982-01-13
1.8546028137207031,1982-01-14
1.7838164567947388,1982-01-15
1.7979742288589478,1982-01-18
1.8404462337493896,1982-01-19
1.8121306896209717,1982-01-20
1.8262888193130493,1982-01-21
1.8546028137207031,1982-01-22
1.8262888193130493,1982-01-25
1.8546028137207031,1982-01-26
1.9678617715835571,1982-01-27
1.9112322330474854,1982-01-28
1.897073745727539,1982-01-29
1.9253900051116943,1982-02-01
1.9253900051116943,1982-02-02
1.897073745727539,1982-02-03
1.9112322330474854,1982-02-04
1.8687597513198853,1982-02-05
1.8687597513198853,1982-02-08
1.897073745727539,1982-02-09
1.897073745727539,1982-02-10
1.8687597513198853,1982-02-11
1.8546028137207031,1982-02-12
1.8404462337493896,1982-02-16
1.8404462337493896,1982-02-17
1.8404462337493896,1982-02-18
1.8404462337493896,1982-02-19
1.7696592807769775,1982-02-22
1.7555028200149536,1982-02-23
1.7838164567947388,1982-02-24
1.8121306896209717,1982-02-25
1.8262888193130493,1982-02-26
1.8262888193130493,1982-03-01
1.8121306896209717,1982-03-02
1.7838164567947388,1982-03-03
1.7696592807769775,1982-03-04
1.7271878719329834,1982-03-05
1.7555028200149536,1982-03-08
1.7271878719329834,1982-03-09
1.7555028200149536,1982-03-10
1.7130316495895386,1982-03-11
1.6988734006881714,1982-03-12
1.6847153902053833,1982-03-15
1.7413442134857178,1982-03-16
1.7271878719329834,1982-03-17
1.7271878719329834,1982-03-18
1.6988734006881714,1982-03-19
1.6988734006881714,1982-03-22
1.6988734006881714,1982-03-23
1.6847153902053833,1982-03-24
1.7271878719329834,1982-03-25
1.6988734006881714,1982-03-26
1.7696592807769775,1982-03-29
1.8121306896209717,1982-03-30
1.7555028200149536,1982-03-31
1.8121306896209717,1982-04-01
1.7696592807769775,1982-04-02
1.7271878719329834,1982-04-05
1.7696592807769775,1982-04-06
1.670559048652649,1982-04-07
1.7838164567947388,1982-04-08
1.7838164567947388,1982-04-12
1.7979742288589478,1982-04-13
1.8121306896209717,1982-04-14
1.7979742288589478,1982-04-15
1.8121306896209717,1982-04-16
1.7696592807769775,1982-04-19
1.8121306896209717,1982-04-20
1.7838164567947388,1982-04-21
1.8121306896209717,1982-04-22
1.7413442134857178,1982-04-23
1.7696592807769775,1982-04-26
1.7838164567947388,1982-04-27
1.8687597513198853,1982-04-28
1.8121306896209717,1982-04-29
1.7696592807769775,1982-04-30
1.7271878719329834,1982-05-03
1.7413442134857178,1982-05-04
1.7555028200149536,1982-05-05
1.8121306896209717,1982-05-06
1.7696592807769775,1982-05-07
1.7696592807769775,1982-05-10
1.7838164567947388,1982-05-11
1.7838164567947388,1982-05-12
1.7555028200149536,1982-05-13
1.7555028200149536,1982-05-14
1.7413442134857178,1982-05-17
1.6988734006881714,1982-05-18
1.670559048652649,1982-05-19
1.6564003229141235,1982-05-20
1.642244577407837,1982-05-21
1.5997731685638428,1982-05-24
1.5714569091796875,1982-05-25
1.5148292779922485,1982-05-26
1.472357153892517,1982-05-27
1.5148292779922485,1982-05-28
1.4440422058105469,1982-06-01
1.4865127801895142,1982-06-02
1.5148292779922485,1982-06-03
1.4865127801895142,1982-06-04
1.472357153892517,1982-06-07
1.472357153892517,1982-06-08
1.4865127801895142,1982-06-09
1.5148292779922485,1982-06-10
1.613928198814392,1982-06-11
1.5856152772903442,1982-06-14
1.613928198814392,1982-06-15
1.6280865669250488,1982-06-16
1.613928198814392,1982-06-17
1.6564003229141235,1982-06-18
1.642244577407837,1982-06-21
1.5856152772903442,1982-06-22
1.5856152772903442,1982-06-23
1.5856152772903442,1982-06-24
1.5997731685638428,1982-06-25
1.613928198814392,1982-06-28
1.613928198814392,1982-06-29
1.5997731685638428,1982-06-30
1.5856152772903442,1982-07-01
1.5856152772903442,1982-07-02
1.5714569091796875,1982-07-06
1.5289863348007202,1982-07-07
1.5289863348007202,1982-07-08
1.557300329208374,1982-07-09
1.557300329208374,1982-07-12
1.557300329208374,1982-07-13
1.613928198814392,1982-07-14
1.613928198814392,1982-07-15
1.5714569091796875,1982-07-16
1.5856152772903442,1982-07-19
1.5856152772903442,1982-07-20
1.670559048652649,1982-07-21
1.6988734006881714,1982-07-22
1.6988734006881714,1982-07-23
1.670559048652649,1982-07-26
1.613928198814392,1982-07-27
1.5714569091796875,1982-07-28
1.4865127801895142,1982-07-29
1.5289863348007202,1982-07-30
1.557300329208374,1982-08-02
1.613928198814392,1982-08-03
1.5856152772903442,1982-08-04
1.5289863348007202,1982-08-05
1.5856152772903442,1982-08-06
1.5289863348007202,1982-08-09
1.5289863348007202,1982-08-10
1.5714569091796875,1982-08-11
1.5289863348007202,1982-08-12
1.5714569091796875,1982-08-13
1.5856152772903442,1982-08-16
1.613928198814392,1982-08-17
1.6847153902053833,1982-08-18
1.670559048652649,1982-08-19
1.6988734006881714,1982-08-20
1.7130316495895386,1982-08-23
1.8546028137207031,1982-08-24
1.8404462337493896,1982-08-25
1.897073745727539,1982-08-26
1.9112322330474854,1982-08-27
1.8687597513198853,1982-08-30
1.8546028137207031,1982-08-31
1.93954598903656,1982-09-01
1.9537041187286377,1982-09-02
1.93954598903656,1982-09-03
1.9537041187286377,1982-09-07
1.9253900051116943,1982-09-08
1.93954598903656,1982-09-09
1.9537041187286377,1982-09-10
1.9537041187286377,1982-09-13
1.9537041187286377,1982-09-14
1.9820187091827393,1982-09-15
2.010333776473999,1982-09-16
1.9961762428283691,1982-09-17
2.0386486053466797,1982-09-20
2.0952773094177246,1982-09-21
2.1094343662261963,1982-09-22
2.0669617652893066,1982-09-23
2.0669617652893066,1982-09-24
1.9961762428283691,1982-09-27
2.010333776473999,1982-09-28
2.024489402770996,1982-09-29
1.9961762428283691,1982-09-30
2.0386486053466797,1982-10-01
2.024489402770996,1982-10-04
2.024489402770996,1982-10-05
2.0386486053466797,1982-10-06
2.0811188220977783,1982-10-07
2.0669617652893066,1982-10-08
2.0952773094177246,1982-10-11
2.1094343662261963,1982-10-12
2.40673565864563,1982-10-13
2.293477773666382,1982-10-14
2.251007080078125,1982-10-15
2.3784234523773193,1982-10-18
2.4916815757751465,1982-10-19
2.4775240421295166,1982-10-20
2.40673565864563,1982-10-21
2.5058372020721436,1982-10-22
2.293477773666382,1982-10-25
2.3217906951904297,1982-10-26
2.5766243934631348,1982-10-27
2.4633660316467285,1982-10-28
2.4633660316467285,1982-10-29
2.5058372020721436,1982-11-01
2.5907809734344482,1982-11-02
2.604938268661499,1982-11-03
2.5624661445617676,1982-11-04
2.5766243934631348,1982-11-05
2.5341532230377197,1982-11-08
2.6615679264068604,1982-11-09
2.619096040725708,1982-11-10
2.604938268661499,1982-11-11
2.6332526206970215,1982-11-12
2.604938268661499,1982-11-15
2.5766243934631348,1982-11-16
2.619096040725708,1982-11-17
2.604938268661499,1982-11-18
2.604938268661499,1982-11-19
2.604938268661499,1982-11-22
2.5483086109161377,1982-11-23
2.5766243934631348,1982-11-24
2.5766243934631348,1982-11-26
2.5766243934631348,1982-11-29
2.5907809734344482,1982-11-30
2.7889835834503174,1982-12-01
2.8597683906555176,1982-12-02
3.0296590328216553,1982-12-03
2.9022421836853027,1982-12-06
2.8880844116210938,1982-12-07
2.9022421836853027,1982-12-08
2.916398763656616,1982-12-09
2.8172976970672607,1982-12-10
2.7748265266418457,1982-12-13
2.803140878677368,1982-12-14
2.7748265266418457,1982-12-15
2.760669469833374,1982-12-16
2.7889835834503174,1982-12-17
2.803140878677368,1982-12-20
2.7889835834503174,1982-12-21
2.8456127643585205,1982-12-22
2.8880844116210938,1982-12-23
2.803140878677368,1982-12-27
2.803140878677368,1982-12-28
2.8172976970672607,1982-12-29
2.803140878677368,1982-12-30
2.7748265266418457,1982-12-31
2.704037666320801,1983-01-03
2.760669469833374,1983-01-04
2.8172976970672607,1983-01-05
2.8880844116210938,1983-01-06
2.8880844116210938,1983-01-07
2.916398763656616,1983-01-10
2.803140878677368,1983-01-11
2.831455945968628,1983-01-12
2.803140878677368,1983-01-13
2.51999568939209,1983-01-14
2.704037666320801,1983-01-17
2.5766243934631348,1983-01-18
2.5624661445617676,1983-01-19
2.4916815757751465,1983-01-20
2.40673565864563,1983-01-21
2.350109577178955,1983-01-24
2.435051202774048,1983-01-25
2.4916815757751465,1983-01-26
2.4492084980010986,1983-01-27
2.5766243934631348,1983-01-28
2.5624661445617676,1983-01-31
2.5766243934631348,1983-02-01
2.5624661445617676,1983-02-02
2.5624661445617676,1983-02-03
2.6615679264068604,1983-02-04
2.68988299369812,1983-02-07
2.604938268661499,1983-02-08
2.5766243934631348,1983-02-09
2.6474106311798096,1983-02-10
2.5483086109161377,1983-02-11
2.5483086109161377,1983-02-14
2.51999568939209,1983-02-15
2.51999568939209,1983-02-16
2.51999568939209,1983-02-17
2.51999568939209,1983-02-18
2.40673565864563,1983-02-22
2.4916815757751465,1983-02-23
2.5766243934631348,1983-02-24
2.604938268661499,1983-02-25
2.604938268661499,1983-02-28
2.6474106311798096,1983-03-01
2.6757240295410156,1983-03-02
2.6474106311798096,1983-03-03
2.604938268661499,1983-03-04
2.5624661445617676,1983-03-07
2.51999568939209,1983-03-08
2.604938268661499,1983-03-09
2.5766243934631348,1983-03-10
2.5766243934631348,1983-03-11
2.604938268661499,1983-03-14
2.6474106311798096,1983-03-15
2.7181947231292725,1983-03-16
2.760669469833374,1983-03-17
2.760669469833374,1983-03-18
2.68988299369812,1983-03-21
2.704037666320801,1983-03-22
2.7889835834503174,1983-03-23
2.8456127643585205,1983-03-24
2.831455945968628,1983-03-25
2.7748265266418457,1983-03-28
2.803140878677368,1983-03-29
2.760669469833374,1983-03-30
2.732353687286377,1983-03-31
2.6615679264068604,1983-04-04
2.604938268661499,1983-04-05
2.5624661445617676,1983-04-06
2.5341532230377197,1983-04-07
2.420893907546997,1983-04-08
2.4916815757751465,1983-04-11
2.51999568939209,1983-04-12
2.604938268661499,1983-04-13
2.6474106311798096,1983-04-14
2.6615679264068604,1983-04-15
2.6615679264068604,1983-04-18
2.5766243934631348,1983-04-19
2.5766243934631348,1983-04-20
2.604938268661499,1983-04-21
2.51999568939209,1983-04-22
2.5624661445617676,1983-04-25
2.7181947231292725,1983-04-26
2.7181947231292725,1983-04-27
2.7181947231292725,1983-04-28
2.68988299369812,1983-04-29
2.68988299369812,1983-05-02
2.68988299369812,1983-05-03
2.704037666320801,1983-05-04
2.68988299369812,1983-05-05
2.68988299369812,1983-05-06
2.732353687286377,1983-05-09
2.746511936187744,1983-05-10
2.803140878677368,1983-05-11
2.7748265266418457,1983-05-12
2.803140878677368,1983-05-13
2.7748265266418457,1983-05-16
2.7748265266418457,1983-05-17
2.803140878677368,1983-05-18
2.7181947231292725,1983-05-19
2.7181947231292725,1983-05-20
2.7181947231292725,1983-05-23
2.760669469833374,1983-05-24
2.803140878677368,1983-05-25
2.831455945968628,1983-05-26
2.803140878677368,1983-05-27
2.803140878677368,1983-05-31
2.831455945968628,1983-06-01
2.760669469833374,1983-06-02
2.7889835834503174,1983-06-03
2.8739266395568848,1983-06-06
2.8597683906555176,1983-06-07
2.7889835834503174,1983-06-08
2.7889835834503174,1983-06-09
2.8172976970672607,1983-06-10
2.8172976970672607,1983-06-13
2.831455945968628,1983-06-14
2.8597683906555176,1983-06-15
2.831455945968628,1983-06-16
2.831455945968628,1983-06-17
2.831455945968628,1983-06-20
2.746511936187744,1983-06-21
2.7181947231292725,1983-06-22
2.619096040725708,1983-06-23
2.5766243934631348,1983-06-24
2.4916815757751465,1983-06-27
2.5907809734344482,1983-06-28
2.6332526206970215,1983-06-29
2.5624661445617676,1983-06-30
2.5907809734344482,1983-07-01
2.4633660316467285,1983-07-05
2.435051202774048,1983-07-06
2.6474106311798096,1983-07-07
2.604938268661499,1983-07-08
2.619096040725708,1983-07-11
2.5624661445617676,1983-07-12
2.5624661445617676,1983-07-13
2.5766243934631348,1983-07-14
2.4775240421295166,1983-07-15
2.4633660316467285,1983-07-18
2.4633660316467285,1983-07-19
2.51999568939209,1983-07-20
2.4916815757751465,1983-07-21
2.4916815757751465,1983-07-22
2.5341532230377197,1983-07-25
2.51999568939209,1983-07-26
2.4775240421295166,1983-07-27
2.4775240421295166,1983-07-28
2.4633660316467285,1983-07-29
2.435051202774048,1983-08-01
2.435051202774048,1983-08-02
2.435051202774048,1983-08-03
2.420893907546997,1983-08-04
2.420893907546997,1983-08-05
2.364264488220215,1983-08-08
2.3784234523773193,1983-08-09
2.4492084980010986,1983-08-10
2.5907809734344482,1983-08-11
2.5907809734344482,1983-08-12
2.5483086109161377,1983-08-15
2.5058372020721436,1983-08-16
2.51999568939209,1983-08-17
2.5766243934631348,1983-08-18
2.51999568939209,1983-08-19
2.5483086109161377,1983-08-22
2.5341532230377197,1983-08-23
2.51999568939209,1983-08-24
2.51999568939209,1983-08-25
2.4916815757751465,1983-08-26
2.350109577178955,1983-08-29
2.3217906951904297,1983-08-30
2.3925795555114746,1983-08-31
2.3217906951904297,1983-09-01
2.3784234523773193,1983-09-02
2.3784234523773193,1983-09-06
2.4492084980010986,1983-09-07
2.51999568939209,1983-09-08
2.5624661445617676,1983-09-09
2.7181947231292725,1983-09-12
2.7181947231292725,1983-09-13
2.68988299369812,1983-09-14
2.68988299369812,1983-09-15
2.704037666320801,1983-09-16
2.7181947231292725,1983-09-19
2.7181947231292725,1983-09-20
2.732353687286377,1983-09-21
