DELL,Date
21.543119430541992,2017-10-18
21.619918823242188,2017-10-19
21.77880859375,2017-10-20
21.903276443481445,2017-10-23
22.04627799987793,2017-10-24
21.874143600463867,2017-10-25
21.972131729125977,2017-10-26
22.213115692138672,2017-10-27
22.019798278808594,2017-10-30
21.919166564941406,2017-10-31
21.821182250976562,2017-11-01
21.678178787231445,2017-11-02
21.41600799560547,2017-11-03
21.58814239501953,2017-11-06
21.84236717224121,2017-11-07
21.79734992980957,2017-11-08
21.683475494384766,2017-11-09
21.868850708007812,2017-11-10
21.664936065673828,2017-11-13
21.580196380615234,2017-11-14
21.257118225097656,2017-11-15
21.537824630737305,2017-11-16
21.580196380615234,2017-11-17
21.519285202026367,2017-11-20
21.776165008544922,2017-11-21
21.39482307434082,2017-11-22
21.43719482421875,2017-11-24
21.691421508789062,2017-11-27
21.86355209350586,2017-11-28
20.6533260345459,2017-11-29
20.719532012939453,2017-11-30
21.17502212524414,2017-12-01
19.83238410949707,2017-12-04
19.721158981323242,2017-12-05
19.87740135192871,2017-12-06
20.097200393676758,2017-12-07
20.45735740661621,2017-12-08
20.997591018676758,2017-12-11
20.987001419067383,2017-12-12
21.23592758178711,2017-12-13
21.122058868408203,2017-12-14
21.447784423828125,2017-12-15
22.448806762695312,2017-12-18
22.070112228393555,2017-12-19
22.07276153564453,2017-12-20
21.85825538635254,2017-12-21
21.736440658569336,2017-12-22
21.55106544494629,2017-12-26
21.519285202026367,2017-12-27
21.458377838134766,2017-12-28
21.52458381652832,2017-12-29
21.829126358032227,2018-01-02
22.059520721435547,2018-01-03
22.451454162597656,2018-01-04
22.61564064025879,2018-01-05
22.610347747802734,2018-01-08
22.319046020507812,2018-01-09
22.406435012817383,2018-01-10
22.99433708190918,2018-01-11
22.9731502532959,2018-01-12
22.79836654663086,2018-01-16
23.33330535888672,2018-01-17
23.407455444335938,2018-01-18
23.433937072753906,2018-01-19
23.550457000732422,2018-01-22
23.59812355041504,2018-01-23
23.402158737182617,2018-01-24
23.42069435119629,2018-01-25
21.91122055053711,2018-01-26
19.808549880981445,2018-01-29
18.55859375,2018-01-30
18.987606048583984,2018-01-31
18.603618621826172,2018-02-01
18.7757511138916,2018-02-02
17.896547317504883,2018-02-05
17.80385971069336,2018-02-06
17.68204116821289,2018-02-07
17.37750244140625,2018-02-08
17.822397232055664,2018-02-09
18.015714645385742,2018-02-12
18.087217330932617,2018-02-13
18.502986907958984,2018-02-14
18.280536651611328,2018-02-15
18.481801986694336,2018-02-16
18.489744186401367,2018-02-20
18.516225814819336,2018-02-21
18.685710906982422,2018-02-22
19.0087947845459,2018-02-23
19.170330047607422,2018-02-26
19.263019561767578,2018-02-27
19.673492431640625,2018-02-28
19.95949363708496,2018-03-01
19.506650924682617,2018-03-02
19.596694946289062,2018-03-05
20.020404815673828,2018-03-06
20.470600128173828,2018-03-07
20.502376556396484,2018-03-08
20.78308868408203,2018-03-09
20.597715377807617,2018-03-12
20.48119354248047,2018-03-13
20.608304977416992,2018-03-14
20.555343627929688,2018-03-15
20.6453800201416,2018-03-16
20.648027420043945,2018-03-19
20.719532012939453,2018-03-20
20.126331329345703,2018-03-21
19.7185115814209,2018-03-22
19.368947982788086,2018-03-23
19.89594078063965,2018-03-26
19.51194953918457,2018-03-27
19.093534469604492,2018-03-28
19.38748550415039,2018-03-29
19.215351104736328,2018-04-02
19.284204483032227,2018-04-03
19.323925018310547,2018-04-04
19.281557083129883,2018-04-05
18.879030227661133,2018-04-06
19.040571212768555,2018-04-09
19.276260375976562,2018-04-10
19.04851531982422,2018-04-11
19.24713134765625,2018-04-12
19.305389404296875,2018-04-13
19.689374923706055,2018-04-16
19.964792251586914,2018-04-17
20.070720672607422,2018-04-18
19.57021141052246,2018-04-19
19.244483947753906,2018-04-20
19.3557071685791,2018-04-23
19.180925369262695,2018-04-24
19.0087947845459,2018-04-25
19.323925018310547,2018-04-26
19.23124122619629,2018-04-27
19.006145477294922,2018-04-30
18.910810470581055,2018-05-01
18.72278594970703,2018-05-02
18.855194091796875,2018-05-03
19.318632125854492,2018-05-04
19.196813583374023,2018-05-07
19.069700241088867,2018-05-08
19.257722854614258,2018-05-09
19.7794189453125,2018-05-10
19.681434631347656,2018-05-11
19.506650924682617,2018-05-14
19.57550621032715,2018-05-15
19.654951095581055,2018-05-16
19.681434631347656,2018-05-17
20.8704776763916,2018-05-18
21.310077667236328,2018-05-21
21.3895263671875,2018-05-22
21.686124801635742,2018-05-23
21.892681121826172,2018-05-24
21.720550537109375,2018-05-25
21.33126449584961,2018-05-29
21.461027145385742,2018-05-30
21.360393524169922,2018-05-31
22.469989776611328,2018-06-01
22.517656326293945,2018-06-04
22.946666717529297,2018-06-05
23.13204002380371,2018-06-06
23.320064544677734,2018-06-07
23.391565322875977,2018-06-08
23.208843231201172,2018-06-11
22.96255874633789,2018-06-12
23.280336380004883,2018-06-13
23.280336380004883,2018-06-14
23.407455444335938,2018-06-15
23.719945907592773,2018-06-18
23.568994522094727,2018-06-19
23.62196159362793,2018-06-20
23.59282684326172,2018-06-21
23.5107364654541,2018-06-22
22.763940811157227,2018-06-25
22.89634895324707,2018-06-26
22.244895935058594,2018-06-27
22.58121681213379,2018-06-28
22.398487091064453,2018-06-29
24.416419982910156,2018-07-02
25.112897872924805,2018-07-03
24.85337257385254,2018-07-05
24.71831512451172,2018-07-06
24.79511260986328,2018-07-09
24.991077423095703,2018-07-10
24.916929244995117,2018-07-11
25.189695358276367,2018-07-12
25.13143539428711,2018-07-13
25.099655151367188,2018-07-16
25.120838165283203,2018-07-17
25.176454544067383,2018-07-18
25.089061737060547,2018-07-19
24.977840423583984,2018-07-20
24.792465209960938,2018-07-23
24.654756546020508,2018-07-24
24.840131759643555,2018-07-25
24.9990234375,2018-07-26
24.805702209472656,2018-07-27
24.551477432250977,2018-07-30
24.501161575317383,2018-07-31
24.554126739501953,2018-08-01
24.638870239257812,2018-08-02
24.652109146118164,2018-08-03
24.744794845581055,2018-08-06
24.81365203857422,2018-08-07
24.93282127380371,2018-08-08
25.08641242980957,2018-08-09
25.033449172973633,2018-08-10
24.893096923828125,2018-08-13
25.120838165283203,2018-08-14
25.07317543029785,2018-08-15
25.311513900756836,2018-08-16
25.160564422607422,2018-08-17
25.16585922241211,2018-08-20
25.18439483642578,2018-08-21
25.351238250732422,2018-08-22
25.240005493164062,2018-08-23
25.247955322265625,2018-08-24
25.26649284362793,2018-08-27
25.226768493652344,2018-08-28
25.441272735595703,2018-08-29
25.589570999145508,2018-08-30
25.467754364013672,2018-08-31
25.462459564208984,2018-09-04
25.34064483642578,2018-09-05
25.390958786010742,2018-09-06
25.491592407226562,2018-09-07
25.6478328704834,2018-09-10
25.60811424255371,2018-09-11
25.748464584350586,2018-09-12
25.780242919921875,2018-09-13
26.124509811401367,2018-09-14
25.77229881286621,2018-09-17
25.523366928100586,2018-09-18
25.27972984313965,2018-09-19
25.41214370727539,2018-09-20
25.475698471069336,2018-09-21
25.475698471069336,2018-09-24
25.674314498901367,2018-09-25
25.58427619934082,2018-09-26
25.753759384155273,2018-09-27
25.719335556030273,2018-09-28
25.61075782775879,2018-10-01
25.623998641967773,2018-10-02
25.58427619934082,2018-10-03
25.60546112060547,2018-10-04
25.676963806152344,2018-10-05
25.303565979003906,2018-10-08
25.046689987182617,2018-10-09
24.4879207611084,2018-10-10
24.294601440429688,2018-10-11
25.0255069732666,2018-10-12
25.157917022705078,2018-10-15
25.332698822021484,2018-10-16
25.18439483642578,2018-10-17
25.022857666015625,2018-10-18
24.834835052490234,2018-10-19
25.081119537353516,2018-10-22
24.59385108947754,2018-10-23
23.794092178344727,2018-10-24
24.058914184570312,2018-10-25
23.428640365600586,2018-10-26
22.975801467895508,2018-10-29
23.484251022338867,2018-10-30
23.937091827392578,2018-10-31
24.141006469726562,2018-11-01
24.14630126953125,2018-11-02
24.286657333374023,2018-11-05
24.389934539794922,2018-11-06
25.91529655456543,2018-11-07
26.196008682250977,2018-11-08
25.965618133544922,2018-11-09
26.084789276123047,2018-11-12
26.897785186767578,2018-11-13
27.988845825195312,2018-11-14
27.82200813293457,2018-11-15
27.665760040283203,2018-11-16
27.355920791625977,2018-11-19
27.181140899658203,2018-11-20
27.273826599121094,2018-11-21
27.52011489868164,2018-11-23
27.97295570373535,2018-11-26
27.716081619262695,2018-11-27
28.229829788208008,2018-11-28
28.070934295654297,2018-11-29
27.933231353759766,2018-11-30
27.946470260620117,2018-12-03
27.663116455078125,2018-12-04
27.9676570892334,2018-12-06
27.54129409790039,2018-12-07
27.5704288482666,2018-12-10
27.7346134185791,2018-12-11
27.808765411376953,2018-12-12
27.93852996826172,2018-12-13
28.01532554626465,2018-12-14
27.827302932739258,2018-12-17
28.033863067626953,2018-12-18
27.766395568847656,2018-12-19
27.385055541992188,2018-12-20
27.204975128173828,2018-12-21
21.318023681640625,2018-12-24
21.484861373901367,2018-12-26
21.185609817504883,2018-12-27
21.72758674621582,2018-12-28
23.372819900512695,2018-12-31
22.535858154296875,2019-01-02
21.584110260009766,2019-01-03
22.009765625,2019-01-04
22.153244018554688,2019-01-07
22.416290283203125,2019-01-08
22.44976806640625,2019-01-09
21.612808227539062,2019-01-10
21.26845359802246,2019-01-11
20.46975326538086,2019-01-14
20.5701847076416,2019-01-15
20.3836612701416,2019-01-16
20.904972076416016,2019-01-17
20.732797622680664,2019-01-18
21.072364807128906,2019-01-22
21.340194702148438,2019-01-23
21.502805709838867,2019-01-24
21.957157135009766,2019-01-25
22.430639266967773,2019-01-28
22.406726837158203,2019-01-29
22.95673370361328,2019-01-30
23.238908767700195,2019-01-31
23.745864868164062,2019-02-01
24.310222625732422,2019-02-04
24.425004959106445,2019-02-05
24.362831115722656,2019-02-06
24.12369728088379,2019-02-07
24.625879287719727,2019-02-08
24.879356384277344,2019-02-11
25.635013580322266,2019-02-12
25.802410125732422,2019-02-13
26.0080623626709,2019-02-14
26.304584503173828,2019-02-15
26.32371711730957,2019-02-19
26.562849044799805,2019-02-20
26.562849044799805,2019-02-21
26.868940353393555,2019-02-22
27.088943481445312,2019-02-25
27.131990432739258,2019-02-26
26.902420043945312,2019-02-27
26.69676399230957,2019-02-28
27.09372329711914,2019-03-01
26.467199325561523,2019-03-04
26.361982345581055,2019-03-05
25.69719123840332,2019-03-06
25.41023063659668,2019-03-07
25.03718376159668,2019-03-08
25.898061752319336,2019-03-11
26.16110610961914,2019-03-12
26.28067398071289,2019-03-13
27.347206115722656,2019-03-14
28.80591583251953,2019-03-15
28.930261611938477,2019-03-18
28.90635108947754,2019-03-19
28.51895523071289,2019-03-20
29.035480499267578,2019-03-21
28.480693817138672,2019-03-22
27.39981460571289,2019-03-25
28.1650390625,2019-03-26
27.519380569458008,2019-03-27
27.222856521606445,2019-03-28
28.069387435913086,2019-03-29
28.901567459106445,2019-04-01
29.30331039428711,2019-04-02
29.45635414123535,2019-04-03
28.858524322509766,2019-04-04
29.748096466064453,2019-04-05
29.88679313659668,2019-04-08
29.523311614990234,2019-04-09
30.2694034576416,2019-04-10
30.54201889038086,2019-04-11
30.374624252319336,2019-04-12
30.55158042907715,2019-04-15
30.0302734375,2019-04-16
30.011144638061523,2019-04-17
30.05896759033203,2019-04-18
30.25027847290039,2019-04-22
31.087242126464844,2019-04-23
31.68507194519043,2019-04-24
32.04377365112305,2019-04-25
31.259410858154297,2019-04-26
31.35028839111328,2019-04-29
32.23986053466797,2019-04-30
32.79943084716797,2019-05-01
32.588993072509766,2019-05-02
32.8568229675293,2019-05-03
32.6129035949707,2019-05-06
32.27811813354492,2019-05-07
32.09160232543945,2019-05-08
32.086814880371094,2019-05-09
32.12029266357422,2019-05-10
30.62810707092285,2019-05-13
31.63724136352539,2019-05-14
32.47420883178711,2019-05-15
33.38291549682617,2019-05-16
33.205955505371094,2019-05-17
32.52203369140625,2019-05-20
33.31117630004883,2019-05-21
33.00029754638672,2019-05-22
31.422027587890625,2019-05-23
31.622901916503906,2019-05-24
31.761592864990234,2019-05-28
31.661155700683594,2019-05-29
31.761592864990234,2019-05-30
28.480693817138672,2019-05-31
26.715896606445312,2019-06-03
27.58633804321289,2019-06-04
26.065454483032227,2019-06-05
25.458057403564453,2019-06-06
25.969802856445312,2019-06-07
25.921977996826172,2019-06-10
25.988933563232422,2019-06-11
25.36240577697754,2019-06-12
25.74501609802246,2019-06-13
24.544570922851562,2019-06-14
24.21456527709961,2019-06-17
24.635440826416016,2019-06-18
25.548931121826172,2019-06-19
26.022411346435547,2019-06-20
25.8215389251709,2019-06-21
25.491535186767578,2019-06-24
25.01805305480957,2019-06-25
25.458057403564453,2019-06-26
24.970230102539062,2019-06-27
24.295873641967773,2019-06-28
24.65935707092285,2019-07-01
24.95587921142578,2019-07-02
25.309797286987305,2019-07-03
25.046751022338867,2019-07-05
24.530221939086914,2019-07-08
24.439355850219727,2019-07-09
25.008487701416016,2019-07-10
25.577625274658203,2019-07-11
25.72110366821289,2019-07-12
26.409805297851562,2019-07-15
26.787633895874023,2019-07-16
27.02198600769043,2019-07-17
27.447641372680664,2019-07-18
27.16546630859375,2019-07-19
26.983722686767578,2019-07-22
26.52458953857422,2019-07-23
26.888071060180664,2019-07-24
26.33806610107422,2019-07-25
26.438499450683594,2019-07-26
26.768505096435547,2019-07-29
27.37112045288086,2019-07-30
27.615032196044922,2019-07-31
27.59111976623535,2019-08-01
25.065881729125977,2019-08-02
24.114133834838867,2019-08-05
24.281522750854492,2019-08-06
24.095003128051758,2019-08-07
24.549352645874023,2019-08-08
24.118913650512695,2019-08-09
23.654998779296875,2019-08-12
23.683691024780273,2019-08-13
23.24369239807129,2019-08-14
22.430639266967773,2019-08-15
23.162384033203125,2019-08-16
23.45890998840332,2019-08-19
23.18151092529297,2019-08-20
23.425430297851562,2019-08-21
23.454126358032227,2019-08-22
21.909326553344727,2019-08-23
22.196287155151367,2019-08-26
21.808895111083984,2019-08-27
21.665414810180664,2019-08-28
22.36846160888672,2019-08-29
24.64500617980957,2019-08-30
24.425004959106445,2019-09-03
24.487178802490234,2019-09-04
25.309797286987305,2019-09-05
25.520231246948242,2019-09-06
25.965015411376953,2019-09-09
26.534156799316406,2019-09-10
26.44806671142578,2019-09-11
25.898061752319336,2019-09-12
25.591970443725586,2019-09-13
25.8741455078125,2019-09-16
25.754581451416016,2019-09-17
25.252405166625977,2019-09-18
25.367185592651367,2019-09-19
24.798053741455078,2019-09-20
25.319360733032227,2019-09-23
24.965442657470703,2019-09-24
25.70197105407715,2019-09-25
24.941530227661133,2019-09-26
24.367612838745117,2019-09-27
24.802833557128906,2019-09-30
24.69761848449707,2019-10-01
24.28630828857422,2019-10-02
24.42022132873535,2019-10-03
24.042390823364258,2019-10-04
24.161958694458008,2019-10-07
23.34412384033203,2019-10-08
23.654998779296875,2019-10-09
23.43499755859375,2019-10-10
24.056739807128906,2019-10-11
24.238481521606445,2019-10-14
24.45370101928711,2019-10-15
24.17152214050293,2019-10-16
24.090219497680664,2019-10-17
23.851085662841797,2019-10-18
23.908477783203125,2019-10-21
23.903696060180664,2019-10-22
24.056739807128906,2019-10-23
24.39630889892578,2019-10-24
24.716747283935547,2019-10-25
24.673704147338867,2019-10-28
25.467622756958008,2019-10-29
25.70675277709961,2019-10-30
25.29544448852539,2019-10-31
25.462841033935547,2019-11-01
25.749801635742188,2019-11-04
26.0319766998291,2019-11-05
25.984148025512695,2019-11-06
25.974584579467773,2019-11-07
25.974584579467773,2019-11-08
26.07501983642578,2019-11-11
26.51024055480957,2019-11-12
26.199369430541992,2019-11-13
26.32850456237793,2019-11-14
26.61067771911621,2019-11-15
26.577199935913086,2019-11-18
26.883289337158203,2019-11-19
26.4337215423584,2019-11-20
25.687623977661133,2019-11-21
25.63979721069336,2019-11-22
26.333282470703125,2019-11-25
25.438928604125977,2019-11-26
24.066307067871094,2019-11-27
23.191082000732422,2019-11-29
22.822816848754883,2019-12-02
22.669771194458008,2019-12-03
22.803686141967773,2019-12-04
22.641075134277344,2019-12-05
22.535858154296875,2019-12-06
22.789337158203125,2019-12-09
22.6506404876709,2019-12-10
22.818037033081055,2019-12-11
23.674131393432617,2019-12-12
23.602388381958008,2019-12-13
23.66934585571289,2019-12-16
23.879785537719727,2019-12-17
23.913265228271484,2019-12-18
23.860652923583984,2019-12-19
23.731517791748047,2019-12-20
24.133264541625977,2019-12-23
24.310222625732422,2019-12-24
24.874574661254883,2019-12-26
24.381961822509766,2019-12-27
24.348480224609375,2019-12-30
24.57805061340332,2019-12-31
25.008487701416016,2020-01-02
24.185871124267578,2020-01-03
24.429786682128906,2020-01-06
23.81760597229004,2020-01-07
23.913265228271484,2020-01-08
23.731517791748047,2020-01-09
23.67890739440918,2020-01-10
23.831954956054688,2020-01-13
24.324567794799805,2020-01-14
24.200220108032227,2020-01-15
24.55413818359375,2020-01-16
24.075870513916016,2020-01-17
23.573692321777344,2020-01-21
23.884565353393555,2020-01-22
24.090219497680664,2020-01-23
23.903696060180664,2020-01-24
23.028470993041992,2020-01-27
23.281949996948242,2020-01-28
23.411081314086914,2020-01-29
23.616735458374023,2020-01-30
23.324993133544922,2020-01-31
23.521085739135742,2020-02-03
24.40587615966797,2020-02-04
24.291088104248047,2020-02-05
25.276317596435547,2020-02-06
24.68804931640625,2020-02-07
24.922399520874023,2020-02-10
24.994138717651367,2020-02-11
25.491535186767578,2020-02-12
25.13283920288086,2020-02-13
25.290664672851562,2020-02-14
25.238056182861328,2020-02-18
25.510669708251953,2020-02-19
25.324142456054688,2020-02-20
24.735876083374023,2020-02-21
23.104991912841797,2020-02-24
22.105419158935547,2020-02-25
21.966720581054688,2020-02-26
20.833232879638672,2020-02-27
19.350608825683594,2020-02-28
20.273664474487305,2020-03-02
19.981922149658203,2020-03-03
20.747142791748047,2020-03-04
19.537132263183594,2020-03-05
18.948867797851562,2020-03-06
17.337112426757812,2020-03-09
18.719301223754883,2020-03-10
17.667118072509766,2020-03-11
15.658404350280762,2020-03-12
17.193634033203125,2020-03-13
15.404923439025879,2020-03-16
14.979267120361328,2020-03-17
13.807515144348145,2020-03-18
15.285357475280762,2020-03-19
15.538837432861328,2020-03-20
16.232322692871094,2020-03-23
18.580604553222656,2020-03-24
18.814952850341797,2020-03-25
20.34540367126465,2020-03-26
18.53277587890625,2020-03-27
19.034957885742188,2020-03-30
18.91539192199707,2020-03-31
17.647987365722656,2020-04-01
17.762771606445312,2020-04-02
17.4279842376709,2020-04-03
18.60930061340332,2020-04-06
18.351036071777344,2020-04-07
19.31235122680664,2020-04-08
19.87670135498047,2020-04-09
19.350608825683594,2020-04-13
19.771484375,2020-04-14
19.345829010009766,2020-04-15
19.656700134277344,2020-04-16
19.8527889251709,2020-04-17
19.589744567871094,2020-04-20
17.88711929321289,2020-04-21
18.53277587890625,2020-04-22
18.60930061340332,2020-04-23
18.982349395751953,2020-04-24
19.221479415893555,2020-04-27
19.532350540161133,2020-04-28
20.751930236816406,2020-04-29
20.41714096069336,2020-04-30
19.13060760498047,2020-05-01
