ADBE,Date
0.1980571448802948,1986-08-13
0.20905953645706177,1986-08-14
0.20539207756519318,1986-08-15
0.1980571448802948,1986-08-18
0.20172464847564697,1986-08-19
0.20172464847564697,1986-08-20
0.20905953645706177,1986-08-21
0.20905953645706177,1986-08-22
0.20172464847564697,1986-08-25
0.20172464847564697,1986-08-26
0.20172464847564697,1986-08-27
0.1943887323141098,1986-08-28
0.1943887323141098,1986-08-29
0.20905953645706177,1986-09-02
0.20905953645706177,1986-09-03
0.23473384976387024,1986-09-04
0.23106637597084045,1986-09-05
0.22739887237548828,1986-09-08
0.23473384976387024,1986-09-09
0.2457372397184372,1986-09-10
0.21639543771743774,1986-09-11
0.2200629711151123,1986-09-12
0.24206964671611786,1986-09-15
0.2530721127986908,1986-09-16
0.2714114785194397,1986-09-17
0.2714114785194397,1986-09-18
0.2714114785194397,1986-09-19
0.260407954454422,1986-09-22
0.2530721127986908,1986-09-23
0.25674062967300415,1986-09-24
0.24940460920333862,1986-09-25
0.24940460920333862,1986-09-26
0.2530721127986908,1986-09-29
0.2530721127986908,1986-09-30
0.2530721127986908,1986-10-01
0.2530721127986908,1986-10-02
0.2530721127986908,1986-10-03
0.25674062967300415,1986-10-06
0.25674062967300415,1986-10-07
0.25674062967300415,1986-10-08
0.25674062967300415,1986-10-09
0.25674062967300415,1986-10-10
0.260407954454422,1986-10-13
0.260407954454422,1986-10-14
0.260407954454422,1986-10-15
0.260407954454422,1986-10-16
0.260407954454422,1986-10-17
0.260407954454422,1986-10-20
0.2677431106567383,1986-10-21
0.2714114785194397,1986-10-22
0.27507901191711426,1986-10-23
0.29708483815193176,1986-10-24
0.3007532060146332,1986-10-27
0.3007532060146332,1986-10-28
0.3300949037075043,1986-10-29
0.34843334555625916,1986-10-30
0.34293103218078613,1986-10-31
0.3300949037075043,1986-11-03
0.32275909185409546,1986-11-04
0.3190916180610657,1986-11-05
0.3264264762401581,1986-11-06
0.3300949037075043,1986-11-07
0.33742979168891907,1986-11-10
0.33742979168891907,1986-11-11
0.33742979168891907,1986-11-12
0.33376234769821167,1986-11-13
0.33742979168891907,1986-11-14
0.33376234769821167,1986-11-17
0.3264264762401581,1986-11-18
0.3264264762401581,1986-11-19
0.3264264762401581,1986-11-20
0.3264264762401581,1986-11-21
0.3264264762401581,1986-11-24
0.3264264762401581,1986-11-25
0.3465994596481323,1986-11-26
0.35943669080734253,1986-11-28
0.35760197043418884,1986-12-01
0.36310410499572754,1986-12-02
0.35943669080734253,1986-12-03
0.36310410499572754,1986-12-04
0.3704390823841095,1986-12-05
0.388778418302536,1986-12-08
0.3741074502468109,1986-12-09
0.3741074502468109,1986-12-10
0.34843334555625916,1986-12-11
0.35210078954696655,1986-12-12
0.34843334555625916,1986-12-15
0.3447658121585846,1986-12-16
0.34109723567962646,1986-12-17
0.3447658121585846,1986-12-18
0.3447658121585846,1986-12-19
0.3447658121585846,1986-12-22
0.35943669080734253,1986-12-23
0.3704390823841095,1986-12-24
0.3741074502468109,1986-12-26
0.36310410499572754,1986-12-29
0.3667716085910797,1986-12-30
0.3741074502468109,1986-12-31
0.3814423978328705,1987-01-02
0.3924458920955658,1987-01-05
0.3961133062839508,1987-01-06
0.39978089928627014,1987-01-07
0.4144516885280609,1987-01-08
0.4144516885280609,1987-01-09
0.4327908754348755,1987-01-12
0.4401259422302246,1987-01-13
0.45112913846969604,1987-01-14
0.45479679107666016,1987-01-15
0.4584643840789795,1987-01-16
0.47680360078811646,1987-01-19
0.5098127126693726,1987-01-20
0.506145179271698,1987-01-21
0.49880921840667725,1987-01-22
0.5354870557785034,1987-01-23
0.520815908908844,1987-01-26
0.5281508564949036,1987-01-27
0.5281508564949036,1987-01-28
0.506145179271698,1987-01-29
0.49880921840667725,1987-01-30
0.506145179271698,1987-02-02
0.520815908908844,1987-02-03
0.5281508564949036,1987-02-04
0.542822003364563,1987-02-05
0.542822003364563,1987-02-06
0.542822003364563,1987-02-09
0.5501580238342285,1987-02-10
0.5941705107688904,1987-02-11
0.6271795034408569,1987-02-12
0.656521201133728,1987-02-13
0.6675246953964233,1987-02-17
0.6748595833778381,1987-02-18
0.6491854786872864,1987-02-19
0.5905022025108337,1987-02-20
0.6088414192199707,1987-02-23
0.6455181837081909,1987-02-24
0.6528539061546326,1987-02-25
0.6528539061546326,1987-02-26
0.6675246953964233,1987-02-27
0.6711921095848083,1987-03-02
0.7482140064239502,1987-03-03
0.8068976402282715,1987-03-04
0.8142332434654236,1987-03-05
0.8068976402282715,1987-03-06
0.8289042711257935,1987-03-09
0.8362390995025635,1987-03-10
0.8692483901977539,1987-03-11
0.9022582769393921,1987-03-12
0.9829480051994324,1987-03-13
1.0269607305526733,1987-03-16
0.9829480051994324,1987-03-17
0.942602813243866,1987-03-18
0.9536063075065613,1987-03-19
0.9169296622276306,1987-03-20
0.8362390995025635,1987-03-23
0.8655807971954346,1987-03-24
0.8802518844604492,1987-03-25
0.938935399055481,1987-03-26
0.9682767391204834,1987-03-27
0.9242644906044006,1987-03-30
1.0122894048690796,1987-03-31
1.0563017129898071,1987-04-01
1.1736687421798706,1987-04-02
1.1589980125427246,1987-04-03
1.2250176668167114,1987-04-06
1.239688515663147,1987-04-07
1.239688515663147,1987-04-08
1.1810052394866943,1987-04-09
1.1589980125427246,1987-04-10
1.1443275213241577,1987-04-13
1.0563017129898071,1987-04-14
1.085644006729126,1987-04-15
1.1883403062820435,1987-04-16
1.1296566724777222,1987-04-20
1.1883403062820435,1987-04-21
1.232352614402771,1987-04-22
1.217681884765625,1987-04-23
1.217681884765625,1987-04-24
1.217681884765625,1987-04-27
1.3423842191696167,1987-04-28
1.423073649406433,1987-04-29
1.423073649406433,1987-04-30
1.4304097890853882,1987-05-01
1.4194064140319824,1987-05-04
1.5844532251358032,1987-05-05
1.5624470710754395,1987-05-06
1.5844532251358032,1987-05-07
1.5844532251358032,1987-05-08
1.547776699066162,1987-05-11
1.5110992193222046,1987-05-12
1.5404409170150757,1987-05-13
1.5551117658615112,1987-05-14
1.4964280128479004,1987-05-15
1.4964280128479004,1987-05-18
1.3790613412857056,1987-05-19
1.386396884918213,1987-05-20
1.4249076843261719,1987-05-21
1.423073649406433,1987-05-22
1.4157390594482422,1987-05-26
1.4157390594482422,1987-05-27
1.4157390594482422,1987-05-28
1.4084031581878662,1987-05-29
1.3937324285507202,1987-06-01
1.3937324285507202,1987-06-02
1.3057068586349487,1987-06-03
1.2470234632492065,1987-06-04
1.1736687421798706,1987-06-05
1.0122894048690796,1987-06-08
1.1223217248916626,1987-06-09
1.07097327709198,1987-06-10
0.9682767391204834,1987-06-11
0.9902833700180054,1987-06-12
0.9242644906044006,1987-06-15
1.07097327709198,1987-06-16
1.114985704421997,1987-06-17
1.1003153324127197,1987-06-18
1.085644006729126,1987-06-19
1.085644006729126,1987-06-22
1.085644006729126,1987-06-23
1.07097327709198,1987-06-24
0.9939513206481934,1987-06-25
1.0563017129898071,1987-06-26
1.0269607305526733,1987-06-29
1.0196254253387451,1987-06-30
1.0269607305526733,1987-07-01
1.0416308641433716,1987-07-02
0.9829480051994324,1987-07-06
0.8875877857208252,1987-07-07
0.9829480051994324,1987-07-08
1.0122894048690796,1987-07-09
0.9756125211715698,1987-07-10
0.9536063075065613,1987-07-13
1.0563017129898071,1987-07-14
1.0122894048690796,1987-07-15
0.9829480051994324,1987-07-16
0.9829480051994324,1987-07-17
0.9682767391204834,1987-07-20
0.9756125211715698,1987-07-21
0.9536063075065613,1987-07-22
0.9316003918647766,1987-07-23
0.9462711811065674,1987-07-24
1.0196254253387451,1987-07-27
0.9792801141738892,1987-07-28
0.938935399055481,1987-07-29
0.9609419703483582,1987-07-30
0.9682767391204834,1987-07-31
0.938935399055481,1987-08-03
0.9316003918647766,1987-08-04
0.9536063075065613,1987-08-05
0.9976184368133545,1987-08-06
1.07097327709198,1987-08-07
1.085644006729126,1987-08-10
1.1369922161102295,1987-08-11
1.085644006729126,1987-08-12
1.085644006729126,1987-08-13
1.0636378526687622,1987-08-14
1.085644006729126,1987-08-17
1.0269607305526733,1987-08-18
1.0342966318130493,1987-08-19
1.085644006729126,1987-08-20
1.0489670038223267,1987-08-21
1.0342966318130493,1987-08-24
1.0893110036849976,1987-08-25
1.0416308641433716,1987-08-26
1.0416308641433716,1987-08-27
0.9902833700180054,1987-08-28
0.9462711811065674,1987-08-31
0.9829480051994324,1987-09-01
0.9756125211715698,1987-09-02
0.9829480051994324,1987-09-03
0.9902833700180054,1987-09-04
0.9536063075065613,1987-09-08
0.9847813844680786,1987-09-09
1.07097327709198,1987-09-10
1.0563017129898071,1987-09-11
1.0342966318130493,1987-09-14
1.00495445728302,1987-09-15
1.0196254253387451,1987-09-16
1.1003153324127197,1987-09-17
1.114985704421997,1987-09-18
1.07097327709198,1987-09-21
1.092980146408081,1987-09-22
1.092980146408081,1987-09-23
1.085644006729126,1987-09-24
1.114985704421997,1987-09-25
1.1516629457473755,1987-09-28
1.1663340330123901,1987-09-29
1.1296566724777222,1987-09-30
1.1883403062820435,1987-10-01
1.3057068586349487,1987-10-02
1.3203779458999634,1987-10-05
1.2543590068817139,1987-10-06
1.2030110359191895,1987-10-07
