ZM,Date
65.94000244140625,2019-12-09
64.56999969482422,2019-12-10
63.52000045776367,2019-12-11
62.4900016784668,2019-12-12
63.540000915527344,2019-12-13
66.3499984741211,2019-12-16
66.16999816894531,2019-12-17
67.5999984741211,2019-12-18
68.18000030517578,2019-12-19
66.93000030517578,2019-12-20
66.1500015258789,2019-12-23
66.45999908447266,2019-12-24
67.44999694824219,2019-12-26
66.63999938964844,2019-12-27
66.79000091552734,2019-12-30
68.04000091552734,2019-12-31
68.72000122070312,2020-01-02
67.27999877929688,2020-01-03
70.31999969482422,2020-01-06
71.9000015258789,2020-01-07
72.55000305175781,2020-01-08
72.62000274658203,2020-01-09
73.08999633789062,2020-01-10
74.02999877929688,2020-01-13
73.16000366210938,2020-01-14
76.94000244140625,2020-01-15
76.11000061035156,2020-01-16
75.55999755859375,2020-01-17
76.7300033569336,2020-01-21
75.54000091552734,2020-01-22
74.47000122070312,2020-01-23
73.0,2020-01-24
70.44000244140625,2020-01-27
71.51000213623047,2020-01-28
73.58000183105469,2020-01-29
74.54000091552734,2020-01-30
76.30000305175781,2020-01-31
87.66000366210938,2020-02-03
85.79000091552734,2020-02-04
86.98999786376953,2020-02-05
87.26000213623047,2020-02-06
88.63999938964844,2020-02-07
89.66999816894531,2020-02-10
88.68000030517578,2020-02-11
88.27999877929688,2020-02-12
89.86000061035156,2020-02-13
90.94999694824219,2020-02-14
96.38999938964844,2020-02-18
103.93000030517578,2020-02-19
105.29000091552734,2020-02-20
101.76000213623047,2020-02-21
105.01000213623047,2020-02-24
107.08000183105469,2020-02-25
106.87999725341797,2020-02-26
113.55000305175781,2020-02-27
105.0,2020-02-28
113.11000061035156,2020-03-02
117.47000122070312,2020-03-03
116.80000305175781,2020-03-04
125.0,2020-03-05
114.31999969482422,2020-03-06
113.75,2020-03-09
108.48999786376953,2020-03-10
110.30000305175781,2020-03-11
109.47000122070312,2020-03-12
107.47000122070312,2020-03-13
107.86000061035156,2020-03-16
111.0999984741211,2020-03-17
118.70999908447266,2020-03-18
123.7699966430664,2020-03-19
130.5500030517578,2020-03-20
159.55999755859375,2020-03-23
135.17999267578125,2020-03-24
138.11000061035156,2020-03-25
141.14999389648438,2020-03-26
151.6999969482422,2020-03-27
150.8800048828125,2020-03-30
146.1199951171875,2020-03-31
137.0,2020-04-01
121.93000030517578,2020-04-02
128.1999969482422,2020-04-03
122.94000244140625,2020-04-06
113.75,2020-04-07
117.80999755859375,2020-04-08
124.51000213623047,2020-04-09
135.9199981689453,2020-04-13
141.88999938964844,2020-04-14
151.55999755859375,2020-04-15
150.25999450683594,2020-04-16
150.05999755859375,2020-04-17
148.99000549316406,2020-04-20
143.27000427246094,2020-04-21
150.25,2020-04-22
169.08999633789062,2020-04-23
158.8000030517578,2020-04-24
164.60000610351562,2020-04-27
156.72000122070312,2020-04-28
146.47999572753906,2020-04-29
135.1699981689453,2020-04-30
138.55999755859375,2020-05-01
143.44000244140625,2020-05-04
144.82000732421875,2020-05-05
149.58999633789062,2020-05-06
157.8000030517578,2020-05-07
155.39999389648438,2020-05-08
166.47999572753906,2020-05-11
161.0399932861328,2020-05-12
167.13999938964844,2020-05-13
167.91000366210938,2020-05-14
174.8300018310547,2020-05-15
164.69000244140625,2020-05-18
173.67999267578125,2020-05-19
175.47999572753906,2020-05-20
172.02999877929688,2020-05-21
171.05999755859375,2020-05-22
164.0,2020-05-26
161.97000122070312,2020-05-27
163.5500030517578,2020-05-28
179.47999572753906,2020-05-29
204.14999389648438,2020-06-01
208.0800018310547,2020-06-02
223.8699951171875,2020-06-03
210.35000610351562,2020-06-04
207.60000610351562,2020-06-05
209.8300018310547,2020-06-08
205.42999267578125,2020-06-09
221.02000427246094,2020-06-10
222.07000732421875,2020-06-11
219.52000427246094,2020-06-12
239.02000427246094,2020-06-15
242.55999755859375,2020-06-16
236.75999450683594,2020-06-17
241.57000732421875,2020-06-18
243.47999572753906,2020-06-19
251.27000427246094,2020-06-22
252.80999755859375,2020-06-23
255.89999389648438,2020-06-24
259.510009765625,2020-06-25
256.79998779296875,2020-06-26
248.55999755859375,2020-06-29
253.5399932861328,2020-06-30
259.1300048828125,2020-07-01
261.739990234375,2020-07-02
261.0,2020-07-06
262.1000061035156,2020-07-07
266.32000732421875,2020-07-08
269.5199890136719,2020-07-09
275.8699951171875,2020-07-10
260.29998779296875,2020-07-13
260.010009765625,2020-07-14
256.2200012207031,2020-07-15
248.5399932861328,2020-07-16
246.5399932861328,2020-07-17
268.5799865722656,2020-07-20
260.44000244140625,2020-07-21
261.17999267578125,2020-07-22
251.5,2020-07-23
246.55999755859375,2020-07-24
252.3300018310547,2020-07-27
252.17999267578125,2020-07-28
252.38999938964844,2020-07-29
250.0,2020-07-30
253.91000366210938,2020-07-31
268.0,2020-08-03
267.3399963378906,2020-08-04
272.8999938964844,2020-08-05
268.25,2020-08-06
258.7300109863281,2020-08-07
250.0,2020-08-10
231.0399932861328,2020-08-11
236.72000122070312,2020-08-12
247.25,2020-08-13
244.91000366210938,2020-08-14
266.1499938964844,2020-08-17
276.79998779296875,2020-08-18
273.510009765625,2020-08-19
290.69000244140625,2020-08-20
289.67999267578125,2020-08-21
282.2799987792969,2020-08-24
290.44000244140625,2020-08-25
295.2699890136719,2020-08-26
294.67999267578125,2020-08-27
299.2699890136719,2020-08-28
325.1000061035156,2020-08-31
457.69000244140625,2020-09-01
423.55999755859375,2020-09-02
381.32000732421875,2020-09-03
369.8900146484375,2020-09-04
350.8800048828125,2020-09-08
389.6499938964844,2020-09-09
384.4800109863281,2020-09-10
383.0,2020-09-11
403.510009765625,2020-09-14
410.94000244140625,2020-09-15
408.1700134277344,2020-09-16
413.125,2020-09-17
438.7300109863281,2020-09-18
468.4700012207031,2020-09-21
492.6000061035156,2020-09-22
500.5299987792969,2020-09-23
464.9800109863281,2020-09-24
496.5,2020-09-25
487.6600036621094,2020-09-28
465.5,2020-09-29
470.1099853515625,2020-09-30
482.989990234375,2020-10-01
482.2300109863281,2020-10-02
485.3699951171875,2020-10-05
478.25,2020-10-06
480.6099853515625,2020-10-07
478.54998779296875,2020-10-08
492.4100036621094,2020-10-09
491.5400085449219,2020-10-12
518.7899780273438,2020-10-13
509.25,2020-10-14
536.4000244140625,2020-10-15
559.0,2020-10-16
568.3400268554688,2020-10-19
537.02001953125,2020-10-20
513.1900024414062,2020-10-21
520.5399780273438,2020-10-22
511.5199890136719,2020-10-23
517.7899780273438,2020-10-26
538.989990234375,2020-10-27
516.010009765625,2020-10-28
489.67999267578125,2020-10-29
460.9100036621094,2020-10-30
453.0,2020-11-02
451.510009765625,2020-11-03
483.70001220703125,2020-11-04
496.7300109863281,2020-11-05
500.1099853515625,2020-11-06
413.239990234375,2020-11-09
376.010009765625,2020-11-10
413.3399963378906,2020-11-11
428.6400146484375,2020-11-12
403.5799865722656,2020-11-13
399.1499938964844,2020-11-16
401.6300048828125,2020-11-17
415.0400085449219,2020-11-18
414.2900085449219,2020-11-19
439.6000061035156,2020-11-20
430.2799987792969,2020-11-23
427.54998779296875,2020-11-24
443.7200012207031,2020-11-25
471.6099853515625,2020-11-27
478.3599853515625,2020-11-30
406.30999755859375,2020-12-01
412.8599853515625,2020-12-02
413.5400085449219,2020-12-03
410.010009765625,2020-12-04
407.8500061035156,2020-12-07
412.0,2020-12-08
385.3599853515625,2020-12-09
397.9599914550781,2020-12-10
397.010009765625,2020-12-11
395.989990234375,2020-12-14
399.42999267578125,2020-12-15
404.0,2020-12-16
401.6199951171875,2020-12-17
406.010009765625,2020-12-18
408.9700012207031,2020-12-21
409.0,2020-12-22
383.8800048828125,2020-12-23
375.1700134277344,2020-12-24
351.3900146484375,2020-12-28
353.75,2020-12-29
353.3999938964844,2020-12-30
337.32000732421875,2020-12-31
359.9800109863281,2021-01-04
360.8299865722656,2021-01-05
344.4100036621094,2021-01-06
342.5,2021-01-07
349.6099853515625,2021-01-08
337.7099914550781,2021-01-11
356.80999755859375,2021-01-12
364.6300048828125,2021-01-13
383.239990234375,2021-01-14
384.5299987792969,2021-01-15
393.8699951171875,2021-01-19
382.79998779296875,2021-01-20
382.80999755859375,2021-01-21
383.3999938964844,2021-01-22
391.8299865722656,2021-01-25
374.3900146484375,2021-01-26
370.739990234375,2021-01-27
378.5899963378906,2021-01-28
372.07000732421875,2021-01-29
381.92999267578125,2021-02-01
391.8399963378906,2021-02-02
380.4700012207031,2021-02-03
389.9800109863281,2021-02-04
419.5899963378906,2021-02-05
410.80999755859375,2021-02-08
430.0299987792969,2021-02-09
431.0,2021-02-10
432.7699890136719,2021-02-11
433.1099853515625,2021-02-12
444.510009765625,2021-02-16
429.4200134277344,2021-02-17
417.9100036621094,2021-02-18
417.260009765625,2021-02-19
394.3399963378906,2021-02-22
388.1600036621094,2021-02-23
385.2300109863281,2021-02-24
364.7300109863281,2021-02-25
373.6099853515625,2021-02-26
409.6600036621094,2021-03-01
372.7900085449219,2021-03-02
341.57000732421875,2021-03-03
343.0899963378906,2021-03-04
337.42999267578125,2021-03-05
310.92999267578125,2021-03-08
342.1099853515625,2021-03-09
336.0299987792969,2021-03-10
355.1700134277344,2021-03-11
346.3900146484375,2021-03-12
350.0,2021-03-15
335.0799865722656,2021-03-16
336.6499938964844,2021-03-17
316.32000732421875,2021-03-18
326.260009765625,2021-03-19
328.5,2021-03-22
339.760009765625,2021-03-23
314.9599914550781,2021-03-24
314.8500061035156,2021-03-25
319.95001220703125,2021-03-26
308.3900146484375,2021-03-29
313.19000244140625,2021-03-30
321.2900085449219,2021-03-31
326.2300109863281,2021-04-01
323.9599914550781,2021-04-05
329.7900085449219,2021-04-06
323.0799865722656,2021-04-07
331.2799987792969,2021-04-08
322.6499938964844,2021-04-09
321.510009765625,2021-04-12
342.75,2021-04-13
329.20001220703125,2021-04-14
332.3800048828125,2021-04-15
329.95001220703125,2021-04-16
324.3299865722656,2021-04-19
321.7799987792969,2021-04-20
322.760009765625,2021-04-21
328.32000732421875,2021-04-22
336.8800048828125,2021-04-23
336.4200134277344,2021-04-26
333.489990234375,2021-04-27
331.25,2021-04-28
321.1000061035156,2021-04-29
319.57000732421875,2021-04-30
313.9200134277344,2021-05-03
304.8500061035156,2021-05-04
297.5899963378906,2021-05-05
293.04998779296875,2021-05-06
295.239990234375,2021-05-07
288.489990234375,2021-05-10
300.25,2021-05-11
289.70001220703125,2021-05-12
290.1600036621094,2021-05-13
307.8900146484375,2021-05-14
308.92999267578125,2021-05-17
312.8599853515625,2021-05-18
310.4599914550781,2021-05-19
324.7099914550781,2021-05-20
316.3999938964844,2021-05-21
321.55999755859375,2021-05-24
321.2799987792969,2021-05-25
326.04998779296875,2021-05-26
326.42999267578125,2021-05-27
331.5299987792969,2021-05-28
327.7200012207031,2021-06-01
327.1099853515625,2021-06-02
319.010009765625,2021-06-03
336.0,2021-06-04
342.6600036621094,2021-06-07
341.260009765625,2021-06-08
333.6300048828125,2021-06-09
346.5,2021-06-10
366.3999938964844,2021-06-11
365.9100036621094,2021-06-14
359.0,2021-06-15
361.8299865722656,2021-06-16
372.95001220703125,2021-06-17
374.239990234375,2021-06-18
369.25,2021-06-21
374.6499938964844,2021-06-22
376.9200134277344,2021-06-23
373.3999938964844,2021-06-24
372.4700012207031,2021-06-25
388.8599853515625,2021-06-28
394.7300109863281,2021-06-29
387.0299987792969,2021-06-30
386.4800109863281,2021-07-01
388.8900146484375,2021-07-02
401.1199951171875,2021-07-06
393.9100036621094,2021-07-07
386.010009765625,2021-07-08
385.0799865722656,2021-07-09
379.1199951171875,2021-07-12
378.3900146484375,2021-07-13
360.6099853515625,2021-07-14
356.80999755859375,2021-07-15
361.9700012207031,2021-07-16
354.20001220703125,2021-07-19
355.80999755859375,2021-07-20
352.9700012207031,2021-07-21
361.3900146484375,2021-07-22
359.2300109863281,2021-07-23
373.1400146484375,2021-07-26
367.5400085449219,2021-07-27
369.489990234375,2021-07-28
386.0199890136719,2021-07-29
378.1000061035156,2021-07-30
378.9599914550781,2021-08-02
374.8800048828125,2021-08-03
400.5799865722656,2021-08-04
398.67999267578125,2021-08-05
383.4700012207031,2021-08-06
383.3399963378906,2021-08-09
372.54998779296875,2021-08-10
358.55999755859375,2021-08-11
362.8599853515625,2021-08-12
355.239990234375,2021-08-13
348.4100036621094,2021-08-16
345.5400085449219,2021-08-17
340.92999267578125,2021-08-18
332.3800048828125,2021-08-19
336.8599853515625,2021-08-20
341.29998779296875,2021-08-23
340.25,2021-08-24
337.739990234375,2021-08-25
340.6300048828125,2021-08-26
340.80999755859375,2021-08-27
347.5,2021-08-30
289.5,2021-08-31
290.8599853515625,2021-09-01
295.0899963378906,2021-09-02
298.2900085449219,2021-09-03
299.9599914550781,2021-09-07
293.6000061035156,2021-09-08
295.8599853515625,2021-09-09
301.5,2021-09-10
290.239990234375,2021-09-13
281.44000244140625,2021-09-14
279.1199951171875,2021-09-15
278.2200012207031,2021-09-16
287.67999267578125,2021-09-17
280.6700134277344,2021-09-20
278.239990234375,2021-09-21
277.95001220703125,2021-09-22
276.19000244140625,2021-09-23
272.3599853515625,2021-09-24
272.8800048828125,2021-09-27
261.8900146484375,2021-09-28
257.4100036621094,2021-09-29
261.5,2021-09-30
267.510009765625,2021-10-01
259.5799865722656,2021-10-04
257.1199951171875,2021-10-05
253.64999389648438,2021-10-06
256.2699890136719,2021-10-07
255.0500030517578,2021-10-08
253.97000122070312,2021-10-11
255.49000549316406,2021-10-12
266.239990234375,2021-10-13
267.010009765625,2021-10-14
266.32000732421875,2021-10-15
274.2300109863281,2021-10-18
276.3999938964844,2021-10-19
275.7099914550781,2021-10-20
274.7799987792969,2021-10-21
277.5799865722656,2021-10-22
279.7900085449219,2021-10-25
278.70001220703125,2021-10-26
272.80999755859375,2021-10-27
276.5799865722656,2021-10-28
274.6499938964844,2021-10-29
278.94000244140625,2021-11-01
280.2900085449219,2021-11-02
285.6600036621094,2021-11-03
282.20001220703125,2021-11-04
264.70001220703125,2021-11-05
259.8999938964844,2021-11-08
258.3999938964844,2021-11-09
251.25999450683594,2021-11-10
247.60000610351562,2021-11-11
254.97000122070312,2021-11-12
263.7099914550781,2021-11-15
264.489990234375,2021-11-16
263.7099914550781,2021-11-17
255.75,2021-11-18
251.3000030517578,2021-11-19
242.27999877929688,2021-11-22
206.63999938964844,2021-11-23
208.3000030517578,2021-11-24
220.2100067138672,2021-11-26
218.97999572753906,2021-11-29
211.41000366210938,2021-11-30
197.7100067138672,2021-12-01
191.75,2021-12-02
183.9199981689453,2021-12-03
185.83999633789062,2021-12-06
189.05999755859375,2021-12-07
194.86000061035156,2021-12-08
188.27000427246094,2021-12-09
185.25,2021-12-10
184.57000732421875,2021-12-13
181.94000244140625,2021-12-14
183.72999572753906,2021-12-15
182.39999389648438,2021-12-16
199.74000549316406,2021-12-17
197.97000122070312,2021-12-20
199.4199981689453,2021-12-21
193.1300048828125,2021-12-22
191.64999389648438,2021-12-23
187.44000244140625,2021-12-27
183.77000427246094,2021-12-28
181.80999755859375,2021-12-29
190.52000427246094,2021-12-30
183.91000366210938,2021-12-31
184.25999450683594,2022-01-03
179.85000610351562,2022-01-04
174.8800048828125,2022-01-05
176.3300018310547,2022-01-06
171.60000610351562,2022-01-07
172.55999755859375,2022-01-10
175.97000122070312,2022-01-11
170.64999389648438,2022-01-12
162.10000610351562,2022-01-13
159.72000122070312,2022-01-14
157.6999969482422,2022-01-18
157.22999572753906,2022-01-19
155.80999755859375,2022-01-20
147.66000366210938,2022-01-21
152.9499969482422,2022-01-24
145.88999938964844,2022-01-25
140.3300018310547,2022-01-26
136.80999755859375,2022-01-27
143.80999755859375,2022-01-28
154.27999877929688,2022-01-31
155.67999267578125,2022-02-01
148.11000061035156,2022-02-02
137.94000244140625,2022-02-03
144.10000610351562,2022-02-04
141.44000244140625,2022-02-07
142.69000244140625,2022-02-08
149.60000610351562,2022-02-09
145.72000122070312,2022-02-10
141.24000549316406,2022-02-11
142.08999633789062,2022-02-14
146.89999389648438,2022-02-15
138.50999450683594,2022-02-16
129.3800048828125,2022-02-17
126.95999908447266,2022-02-18
126.61000061035156,2022-02-22
120.0999984741211,2022-02-23
126.97000122070312,2022-02-24
125.31999969482422,2022-02-25
132.60000610351562,2022-02-28
122.77999877929688,2022-03-01
121.61000061035156,2022-03-02
113.11000061035156,2022-03-03
108.94000244140625,2022-03-04
107.87999725341797,2022-03-07
108.48999786376953,2022-03-08
109.08000183105469,2022-03-09
103.33000183105469,2022-03-10
98.12000274658203,2022-03-11
94.63999938964844,2022-03-14
98.97000122070312,2022-03-15
106.83999633789062,2022-03-16
111.29000091552734,2022-03-17
116.27999877929688,2022-03-18
116.87000274658203,2022-03-21
119.80000305175781,2022-03-22
116.80999755859375,2022-03-23
117.75,2022-03-24
113.93000030517578,2022-03-25
117.44999694824219,2022-03-28
126.26000213623047,2022-03-29
122.38999938964844,2022-03-30
117.2300033569336,2022-03-31
118.0199966430664,2022-04-01
124.27999877929688,2022-04-04
122.0199966430664,2022-04-05
116.08999633789062,2022-04-06
114.31999969482422,2022-04-07
110.9000015258789,2022-04-08
109.05000305175781,2022-04-11
106.58000183105469,2022-04-12
114.88999938964844,2022-04-13
110.30999755859375,2022-04-14
105.73999786376953,2022-04-18
111.18000030517578,2022-04-19
103.69999694824219,2022-04-20
100.94999694824219,2022-04-21
100.16999816894531,2022-04-22
102.44000244140625,2022-04-25
98.36000061035156,2022-04-26
97.62000274658203,2022-04-27
102.55999755859375,2022-04-28
99.56999969482422,2022-04-29
104.79000091552734,2022-05-02
103.52999877929688,2022-05-03
108.9800033569336,2022-05-04
100.83999633789062,2022-05-05
96.37999725341797,2022-05-06
92.33999633789062,2022-05-09
90.68000030517578,2022-05-10
84.80000305175781,2022-05-11
84.97000122070312,2022-05-12
94.83999633789062,2022-05-13
88.91999816894531,2022-05-16
90.94000244140625,2022-05-17
84.69000244140625,2022-05-18
90.94000244140625,2022-05-19
89.73999786376953,2022-05-20
89.33000183105469,2022-05-23
94.33999633789062,2022-05-24
102.33999633789062,2022-05-25
107.0,2022-05-26
110.41999816894531,2022-05-27
107.44999694824219,2022-05-31
107.6500015258789,2022-06-01
112.23999786376953,2022-06-02
109.41999816894531,2022-06-03
111.01000213623047,2022-06-06
115.04000091552734,2022-06-07
115.45999908447266,2022-06-08
110.4000015258789,2022-06-09
109.06999969482422,2022-06-10
103.31999969482422,2022-06-13
106.86000061035156,2022-06-14
112.93000030517578,2022-06-15
106.08999633789062,2022-06-16
110.0,2022-06-17
113.81999969482422,2022-06-21
115.16999816894531,2022-06-22
117.66999816894531,2022-06-23
122.63999938964844,2022-06-24
119.81999969482422,2022-06-27
113.12999725341797,2022-06-28
111.87000274658203,2022-06-29
107.97000122070312,2022-06-30
110.97000122070312,2022-07-01
120.41999816894531,2022-07-05
117.05999755859375,2022-07-06
120.73999786376953,2022-07-07
119.80000305175781,2022-07-08
108.37999725341797,2022-07-11
107.98999786376953,2022-07-12
101.01000213623047,2022-07-13
97.3499984741211,2022-07-14
99.8499984741211,2022-07-15
98.91999816894531,2022-07-18
102.08000183105469,2022-07-19
107.08999633789062,2022-07-20
110.8499984741211,2022-07-21
106.55000305175781,2022-07-22
106.0999984741211,2022-07-25
100.33000183105469,2022-07-26
105.91000366210938,2022-07-27
106.22000122070312,2022-07-28
103.86000061035156,2022-07-29
105.38999938964844,2022-08-01
108.16000366210938,2022-08-02
112.97000122070312,2022-08-03
112.86000061035156,2022-08-04
113.8499984741211,2022-08-05
114.73999786376953,2022-08-08
105.29000091552734,2022-08-09
112.01000213623047,2022-08-10
108.05999755859375,2022-08-11
109.5199966430664,2022-08-12
113.2300033569336,2022-08-15
109.19000244140625,2022-08-16
102.37999725341797,2022-08-17
103.18000030517578,2022-08-18
99.5,2022-08-19
97.44000244140625,2022-08-22
81.31999969482422,2022-08-23
83.61000061035156,2022-08-24
85.72000122070312,2022-08-25
81.41000366210938,2022-08-26
81.0,2022-08-29
81.41999816894531,2022-08-30
80.4000015258789,2022-08-31
81.13999938964844,2022-09-01
80.79000091552734,2022-09-02
80.0199966430664,2022-09-06
81.0199966430664,2022-09-07
80.2300033569336,2022-09-08
82.62000274658203,2022-09-09
84.08000183105469,2022-09-12
78.86000061035156,2022-09-13
79.58999633789062,2022-09-14
80.20999908447266,2022-09-15
78.68000030517578,2022-09-16
78.31999969482422,2022-09-19
77.08999633789062,2022-09-20
75.94000244140625,2022-09-21
74.54000091552734,2022-09-22
74.44999694824219,2022-09-23
73.33000183105469,2022-09-26
74.26000213623047,2022-09-27
75.88999938964844,2022-09-28
74.47000122070312,2022-09-29
73.58999633789062,2022-09-30
73.94000244140625,2022-10-03
77.54000091552734,2022-10-04
77.5199966430664,2022-10-05
78.3499984741211,2022-10-06
76.58999633789062,2022-10-07
73.72000122070312,2022-10-10
73.70999908447266,2022-10-11
75.22000122070312,2022-10-12
74.7300033569336,2022-10-13
72.29000091552734,2022-10-14
76.69000244140625,2022-10-17
78.2300033569336,2022-10-18
76.33000183105469,2022-10-19
79.95999908447266,2022-10-20
80.9800033569336,2022-10-21
80.61000061035156,2022-10-24
84.08999633789062,2022-10-25
83.37000274658203,2022-10-26
82.61000061035156,2022-10-27
84.20999908447266,2022-10-28
83.44000244140625,2022-10-31
82.88999938964844,2022-11-01
78.5999984741211,2022-11-02
78.38999938964844,2022-11-03
77.45999908447266,2022-11-04
79.61000061035156,2022-11-07
78.30999755859375,2022-11-08
71.83999633789062,2022-11-09
82.2300033569336,2022-11-10
88.31999969482422,2022-11-11
84.3499984741211,2022-11-14
87.44000244140625,2022-11-15
83.5,2022-11-16
82.58999633789062,2022-11-17
81.63999938964844,2022-11-18
80.26000213623047,2022-11-21
77.1500015258789,2022-11-22
76.13999938964844,2022-11-23
75.4000015258789,2022-11-25
71.58999633789062,2022-11-28
70.56999969482422,2022-11-29
75.43000030517578,2022-11-30
77.43000030517578,2022-12-01
74.30999755859375,2022-12-02
72.9000015258789,2022-12-05
71.47000122070312,2022-12-06
69.87000274658203,2022-12-07
72.36000061035156,2022-12-08
72.16000366210938,2022-12-09
73.69000244140625,2022-12-12
74.05000305175781,2022-12-13
73.22000122070312,2022-12-14
70.19999694824219,2022-12-15
69.86000061035156,2022-12-16
69.08999633789062,2022-12-19
68.55999755859375,2022-12-20
69.93000030517578,2022-12-21
65.94000244140625,2022-12-22
65.88999938964844,2022-12-23
65.45999908447266,2022-12-27
65.36000061035156,2022-12-28
68.0,2022-12-29
67.73999786376953,2022-12-30
66.66000366210938,2023-01-03
67.6500015258789,2023-01-04
65.62000274658203,2023-01-05
69.51000213623047,2023-01-06
70.08000183105469,2023-01-09
70.86000061035156,2023-01-10
70.01000213623047,2023-01-11
69.91000366210938,2023-01-12
69.48999786376953,2023-01-13
69.87000274658203,2023-01-17
67.4800033569336,2023-01-18
66.83499908447266,2023-01-19
69.5,2023-01-20
70.97000122070312,2023-01-23
69.43000030517578,2023-01-24
68.88999938964844,2023-01-25
71.58000183105469,2023-01-26
74.1500015258789,2023-01-27
