ESRX,Date
0.15659618377685547,1992-06-09
0.15659618377685547,1992-06-10
0.15659618377685547,1992-06-11
0.15659618377685547,1992-06-12
0.15659618377685547,1992-06-15
0.15960244834423065,1992-06-16
0.15659618377685547,1992-06-17
0.15960244834423065,1992-06-18
0.16110560297966003,1992-06-19
0.15659618377685547,1992-06-22
0.15659618377685547,1992-06-23
0.15659618377685547,1992-06-24
0.15659618377685547,1992-06-25
0.15659618377685547,1992-06-26
0.15659618377685547,1992-06-29
0.1535898894071579,1992-06-30
0.1505836397409439,1992-07-01
0.15509304404258728,1992-07-02
0.1535898894071579,1992-07-06
0.1535898894071579,1992-07-07
0.15659618377685547,1992-07-08
0.1535898894071579,1992-07-09
0.15509304404258728,1992-07-10
0.1535898894071579,1992-07-13
0.15659618377685547,1992-07-14
0.15960244834423065,1992-07-15
0.16260872781276703,1992-07-16
0.16411185264587402,1992-07-17
0.16260872781276703,1992-07-20
0.17166610062122345,1992-07-21
0.1656150072813034,1992-07-22
0.1656150072813034,1992-07-23
0.17617550492286682,1992-07-24
0.1776786595582962,1992-07-27
0.18669751286506653,1992-07-28
0.18068495392799377,1992-07-29
0.19575487077236176,1992-07-30
0.1927100270986557,1992-07-31
0.19575487077236176,1992-08-03
0.2017674446105957,1992-08-04
0.2017674446105957,1992-08-05
0.1927100270986557,1992-08-06
0.21379253268241882,1992-08-07
0.21078547835350037,1992-08-10
0.2167987823486328,1992-08-11
0.2167987823486328,1992-08-12
0.21379253268241882,1992-08-13
0.21379253268241882,1992-08-14
0.21984362602233887,1992-08-17
0.21984362602233887,1992-08-18
0.21984362602233887,1992-08-19
0.21379253268241882,1992-08-20
0.21984362602233887,1992-08-21
0.21379253268241882,1992-08-24
0.21379253268241882,1992-08-25
0.21379253268241882,1992-08-26
0.21379253268241882,1992-08-27
0.21379253268241882,1992-08-28
0.23337183892726898,1992-08-31
0.24393236637115479,1992-09-01
0.24393236637115479,1992-09-02
0.23938444256782532,1992-09-03
0.23938444256782532,1992-09-04
0.2288624495267868,1992-09-08
0.23186872899532318,1992-09-09
0.23487423360347748,1992-09-10
0.2288624495267868,1992-09-11
0.23788125813007355,1992-09-14
0.2288624495267868,1992-09-15
0.24393236637115479,1992-09-16
0.24393236637115479,1992-09-17
0.24393236637115479,1992-09-18
0.24393236637115479,1992-09-21
0.24994494020938873,1992-09-22
0.24994494020938873,1992-09-23
0.24994494020938873,1992-09-24
0.24088753759860992,1992-09-25
0.23186872899532318,1992-09-28
0.21379253268241882,1992-09-29
0.22284911572933197,1992-09-30
0.21834050118923187,1992-10-01
0.20777997374534607,1992-10-02
0.18970376253128052,1992-10-05
0.2017674446105957,1992-10-06
0.20026351511478424,1992-10-07
0.2017674446105957,1992-10-08
0.19876037538051605,1992-10-09
0.19876037538051605,1992-10-12
0.20777997374534607,1992-10-13
0.2288624495267868,1992-10-14
0.2288624495267868,1992-10-15
0.24994494020938873,1992-10-16
0.24393236637115479,1992-10-19
0.24088753759860992,1992-10-20
0.2544543445110321,1992-10-21
0.2544543445110321,1992-10-22
0.2529512047767639,1992-10-23
0.2529512047767639,1992-10-26
0.24844099581241608,1992-10-27
0.2469378560781479,1992-10-28
0.2589629888534546,1992-10-29
0.24994494020938873,1992-10-30
0.24393236637115479,1992-11-02
0.2589629888534546,1992-11-03
0.2770399749279022,1992-11-04
0.2800462245941162,1992-11-05
0.2770399749279022,1992-11-06
0.2951153814792633,1992-11-09
0.3071404695510864,1992-11-10
0.31315383315086365,1992-11-11
0.32521745562553406,1992-11-12
0.32521745562553406,1992-11-13
0.3192041516304016,1992-11-16
0.3071404695510864,1992-11-17
0.3071404695510864,1992-11-18
0.3071404695510864,1992-11-19
0.3432929217815399,1992-11-20
0.32521745562553406,1992-11-23
0.33724260330200195,1992-11-24
0.3432929217815399,1992-11-25
0.3553180396556854,1992-11-27
0.3553180396556854,1992-11-30
0.33122923970222473,1992-12-01
0.3402874171733856,1992-12-02
0.30413496494293213,1992-12-03
0.32521745562553406,1992-12-04
0.33724260330200195,1992-12-07
0.32521745562553406,1992-12-08
0.33122923970222473,1992-12-09
0.3192041516304016,1992-12-10
0.33122923970222473,1992-12-11
0.3432929217815399,1992-12-14
0.33724260330200195,1992-12-15
0.32521745562553406,1992-12-16
0.32521745562553406,1992-12-17
0.32221120595932007,1992-12-18
0.3402874171733856,1992-12-21
0.32822370529174805,1992-12-22
0.35381561517715454,1992-12-23
0.36437612771987915,1992-12-24
0.37940680980682373,1992-12-28
0.39147040247917175,1992-12-29
0.3974829614162445,1992-12-30
0.392974317073822,1992-12-31
0.38846489787101746,1993-01-04
0.3854200541973114,1993-01-05
0.37940680980682373,1993-01-06
0.37940680980682373,1993-01-07
0.37339502573013306,1993-01-08
0.38846489787101746,1993-01-11
0.38846489787101746,1993-01-12
0.3839169144630432,1993-01-13
0.37940680980682373,1993-01-14
0.37339502573013306,1993-01-15
0.3854200541973114,1993-01-18
0.3703887462615967,1993-01-19
0.37640124559402466,1993-01-20
0.38846489787101746,1993-01-21
0.38846489787101746,1993-01-22
0.40349632501602173,1993-01-25
0.4155591130256653,1993-01-26
0.3974829614162445,1993-01-27
0.3974829614162445,1993-01-28
0.37790441513061523,1993-01-29
0.39147040247917175,1993-02-01
0.39147040247917175,1993-02-02
0.4095088243484497,1993-02-03
0.4125536382198334,1993-02-04
0.4170631170272827,1993-02-05
0.4155591130256653,1993-02-08
0.4004899859428406,1993-02-09
0.4095088243484497,1993-02-10
0.4155591130256653,1993-02-11
0.40349632501602173,1993-02-12
0.3854200541973114,1993-02-16
0.3583250641822815,1993-02-17
0.3613313138484955,1993-02-18
0.29812246561050415,1993-02-19
0.2951153814792633,1993-02-22
0.2830517292022705,1993-02-23
0.3071404695510864,1993-02-24
0.3342362940311432,1993-02-25
0.33724260330200195,1993-02-26
0.32521745562553406,1993-03-01
0.32521745562553406,1993-03-02
0.33122923970222473,1993-03-03
0.3071404695510864,1993-03-04
0.32521745562553406,1993-03-05
0.3071404695510864,1993-03-08
0.3071404695510864,1993-03-09
0.30112865567207336,1993-03-10
0.2951153814792633,1993-03-11
0.30112865567207336,1993-03-12
0.3056381642818451,1993-03-15
0.31315383315086365,1993-03-16
0.2951153814792633,1993-03-17
0.2951153814792633,1993-03-18
0.31014758348464966,1993-03-19
0.31014758348464966,1993-03-22
0.3071404695510864,1993-03-23
0.30413496494293213,1993-03-24
0.2951153814792633,1993-03-25
0.29812246561050415,1993-03-26
0.2966185510158539,1993-03-29
0.2951153814792633,1993-03-30
0.29812246561050415,1993-03-31
0.2830517292022705,1993-04-01
0.2710266709327698,1993-04-02
0.24994494020938873,1993-04-05
0.2529512047767639,1993-04-06
0.2529512047767639,1993-04-07
0.2469378560781479,1993-04-08
0.2529512047767639,1993-04-12
0.2649763226509094,1993-04-13
0.2589629888534546,1993-04-14
0.2589629888534546,1993-04-15
0.2589629888534546,1993-04-16
