KDP,Date
1.6078060865402222,2009-03-12
1.6336122751235962,2009-03-13
1.6392219066619873,2009-03-16
1.6796135902404785,2009-03-17
1.6919550895690918,2009-03-18
1.6459540128707886,2009-03-19
1.6975657939910889,2009-03-20
1.7278587818145752,2009-03-23
1.7458107471466064,2009-03-24
1.7402005195617676,2009-03-25
2.0049901008605957,2009-03-26
1.9174737930297852,2009-03-27
1.8905466794967651,2009-03-30
1.8972781896591187,2009-03-31
1.9522559642791748,2009-04-01
2.036405563354492,2009-04-02
2.075674057006836,2009-04-03
2.0734307765960693,2009-04-06
2.0162086486816406,2009-04-07
2.0521128177642822,2009-04-08
2.1845080852508545,2009-04-09
2.140748977661133,2009-04-13
2.1721646785736084,2009-04-14
2.219287872314453,2009-04-15
2.206946849822998,2009-04-16
2.249582529067993,2009-04-17
2.144115924835205,2009-04-20
2.1721646785736084,2009-04-21
2.1227989196777344,2009-04-22
2.1306517124176025,2009-04-23
2.1317737102508545,2009-04-24
2.10260272026062,2009-04-27
2.145238161087036,2009-04-28
2.2821202278137207,2009-04-29
2.323633909225464,2009-04-30
2.274266242980957,2009-05-01
2.3045597076416016,2009-05-04
2.34382963180542,2009-05-05
2.3112919330596924,2009-05-06
2.302316665649414,2009-05-07
2.3494389057159424,2009-05-08
2.316901206970215,2009-05-11
2.385342597961426,2009-05-12
2.4762234687805176,2009-05-13
2.3976850509643555,2009-05-14
2.4762234687805176,2009-05-15
2.512126922607422,2009-05-18
2.493053913116455,2009-05-19
2.33709716796875,2009-05-20
2.3225111961364746,2009-05-21
2.386465311050415,2009-05-22
2.479590892791748,2009-05-26
2.423490524291992,2009-05-27
2.4190011024475098,2009-05-28
2.4380760192871094,2009-05-29
2.5211031436920166,2009-06-01
2.604130506515503,2009-06-02
2.561494827270508,2009-06-03
2.5895442962646484,2009-06-04
2.576080083847046,2009-06-05
2.571591854095459,2009-06-08
2.53456711769104,2009-06-09
2.506517171859741,2009-06-10
2.4773454666137695,2009-06-11
2.470613718032837,2009-06-12
2.4167587757110596,2009-06-15
2.3898298740386963,2009-06-16
2.3909523487091064,2009-06-17
2.5098824501037598,2009-06-18
2.506517171859741,2009-06-19
2.380854368209839,2009-06-22
2.3494389057159424,2009-06-23
2.339340925216675,2009-06-24
2.333730697631836,2009-06-25
2.386465311050415,2009-06-26
2.3696341514587402,2009-06-29
2.377488851547241,2009-06-30
2.4773454666137695,2009-07-01
2.4840774536132812,2009-07-02
2.5020298957824707,2009-07-06
2.4818341732025146,2009-07-07
2.4863228797912598,2009-07-08
2.4324662685394287,2009-07-09
2.4291014671325684,2009-07-10
2.487442970275879,2009-07-13
2.5323219299316406,2009-07-14
2.6119837760925293,2009-07-15
2.6187164783477783,2009-07-16
2.6288137435913086,2009-07-17
2.6366684436798096,2009-07-20
2.6119837760925293,2009-07-21
2.6276919841766357,2009-07-22
2.6927664279937744,2009-07-23
2.6871564388275146,2009-07-24
2.70847487449646,2009-07-27
2.70847487449646,2009-07-28
2.758965015411377,2009-07-29
2.7544755935668945,2009-07-30
2.7612082958221436,2009-07-31
2.7645745277404785,2009-08-03
2.74774432182312,2009-08-04
2.7118403911590576,2009-08-05
2.6624739170074463,2009-08-06
2.6591076850891113,2009-08-07
2.6490092277526855,2009-08-10
2.6512537002563477,2009-08-11
2.6389124393463135,2009-08-12
2.8027219772338867,2009-08-13
2.8655524253845215,2009-08-14
2.9104323387145996,2009-08-17
2.904822826385498,2009-08-18
2.927262306213379,2009-08-19
3.01814341545105,2009-08-20
3.05741286277771,2009-08-21
3.106779098510742,2009-08-24
3.0731208324432373,2009-08-25
3.0226309299468994,2009-08-26
3.0136539936065674,2009-08-27
2.9766294956207275,2009-08-28
2.9665310382843018,2009-08-31
2.9081881046295166,2009-09-01
2.9407267570495605,2009-09-02
2.974385976791382,2009-09-03
3.0125327110290527,2009-09-04
3.0428271293640137,2009-09-08
3.0450713634490967,2009-09-09
3.0877063274383545,2009-09-10
3.0360944271087646,2009-09-11
3.0394604206085205,2009-09-14
3.0417041778564453,2009-09-15
3.0439484119415283,2009-09-16
3.0585339069366455,2009-09-17
3.1236088275909424,2009-09-18
3.1202433109283447,2009-09-21
3.125854015350342,2009-09-22
3.0832178592681885,2009-09-23
3.0652666091918945,2009-09-24
3.0708765983581543,2009-09-25
3.114633321762085,2009-09-28
3.20327091217041,2009-09-29
3.225710391998291,2009-09-30
3.1752212047576904,2009-10-01
3.1696112155914307,2009-10-02
3.160634756088257,2009-10-05
3.213369369506836,2009-10-06
3.2784438133239746,2009-10-07
3.3255674839019775,2009-10-08
3.37605619430542,2009-10-09
3.307615041732788,2009-10-12
3.2582480907440186,2009-10-13
3.2537593841552734,2009-10-14
3.269467353820801,2009-10-15
3.2649800777435303,2009-10-16
3.2391748428344727,2009-10-19
3.2672245502471924,2009-10-20
3.151660442352295,2009-10-21
3.126976251602173,2009-10-22
3.102292537689209,2009-10-23
3.0316078662872314,2009-10-26
3.1101460456848145,2009-10-27
3.0832178592681885,2009-10-28
3.106779098510742,2009-10-29
3.0585339069366455,2009-10-30
3.1056582927703857,2009-11-02
3.09668231010437,2009-11-03
3.121365547180176,2009-11-04
2.9755067825317383,2009-11-05
2.9867286682128906,2009-11-06
2.9923365116119385,2009-11-09
3.092193841934204,2009-11-10
3.0630228519439697,2009-11-11
3.0158987045288086,2009-11-12
3.0708765983581543,2009-11-13
3.1393182277679443,2009-11-16
3.116878032684326,2009-11-17
3.1123898029327393,2009-11-18
3.0058014392852783,2009-11-19
3.0630228519439697,2009-11-20
3.0697543621063232,2009-11-23
3.0641448497772217,2009-11-24
3.0316078662872314,2009-11-25
2.9474587440490723,2009-11-27
2.9384820461273193,2009-11-30
2.9732635021209717,2009-12-01
3.01814341545105,2009-12-02
2.9968249797821045,2009-12-03
3.0069234371185303,2009-12-04
3.0226309299468994,2009-12-07
3.001312494277954,2009-12-08
3.040583610534668,2009-12-09
3.102292537689209,2009-12-10
3.1696112155914307,2009-12-11
3.1494157314300537,2009-12-14
3.1718549728393555,2009-12-15
3.121365547180176,2009-12-16
3.16536021232605,2009-12-17
3.177769899368286,2009-12-18
3.195817470550537,2009-12-21
3.2251474857330322,2009-12-22
3.270271062850952,2009-12-23
3.282679319381714,2009-12-24
3.2894484996795654,2009-12-28
3.273653745651245,2009-12-29
3.2510926723480225,2009-12-30
3.192434310913086,2009-12-31
3.282679319381714,2010-01-04
3.2443244457244873,2010-01-05
3.316520929336548,2010-01-06
3.280423641204834,2010-01-07
3.2567341327667236,2010-01-08
3.2353007793426514,2010-01-11
3.182281732559204,2010-01-12
3.210482597351074,2010-01-13
3.2149946689605713,2010-01-14
3.208226442337036,2010-01-15
3.2037150859832764,2010-01-19
3.1969456672668457,2010-01-20
3.13038969039917,2010-01-21
3.086394786834717,2010-01-22
3.086394786834717,2010-01-25
3.0942914485931396,2010-01-26
3.1021885871887207,2010-01-27
3.1145973205566406,2010-01-28
3.12023663520813,2010-01-29
3.136030435562134,2010-02-01
3.16536021232605,2010-02-02
3.16536021232605,2010-02-03
3.0277347564697266,2010-02-04
3.057065963745117,2010-02-05
3.0277347564697266,2010-02-08
3.0299928188323975,2010-02-09
3.0277347564697266,2010-02-10
3.0649616718292236,2010-02-11
3.054809808731079,2010-02-12
3.0954203605651855,2010-02-16
3.2251474857330322,2010-02-17
3.287191867828369,2010-02-18
3.263502359390259,2010-02-19
3.2319164276123047,2010-02-22
3.2059710025787354,2010-02-23
3.2319164276123047,2010-02-24
3.590642213821411,2010-02-25
3.581616163253784,2010-02-26
3.5173168182373047,2010-03-01
3.5534157752990723,2010-03-02
3.57033634185791,2010-03-03
3.6041789054870605,2010-03-04
3.649301052093506,2010-03-05
3.7057037353515625,2010-03-08
3.7756457328796387,2010-03-09
3.7959516048431396,2010-03-10
3.9516241550445557,2010-03-11
3.944857120513916,2010-03-12
3.942599296569824,2010-03-15
4.114067554473877,2010-03-16
4.137755870819092,2010-03-17
4.153613090515137,2010-03-18
4.098112106323242,2010-03-19
4.168337345123291,2010-03-22
4.142286777496338,2010-03-23
4.1151018142700195,2010-03-24
4.0924482345581055,2010-03-25
4.055069923400879,2010-03-26
4.036944389343262,2010-03-29
4.035813331604004,2010-03-30
3.983708381652832,2010-03-31
4.01882266998291,2010-04-01
4.017689228057861,2010-04-05
4.015424728393555,2010-04-06
3.9587888717651367,2010-04-07
3.9893717765808105,2010-04-08
3.9814417362213135,2010-04-09
3.9667186737060547,2010-04-12
3.9497265815734863,2010-04-13
3.9361350536346436,2010-04-14
3.8772342205047607,2010-04-15
3.8545799255371094,2010-04-16
3.8613767623901367,2010-04-19
3.8523149490356445,2010-04-20
3.8273961544036865,2010-04-21
3.7832205295562744,2010-04-22
3.8047420978546143,2010-04-23
3.855712890625,2010-04-26
3.762831926345825,2010-04-27
3.795680046081543,2010-04-28
3.890826940536499,2010-04-29
3.707329511642456,2010-04-30
3.872704267501831,2010-05-03
3.7639644145965576,2010-05-04
3.850050687789917,2010-05-05
3.8930928707122803,2010-05-06
4.046006202697754,2010-05-07
4.147950649261475,2010-05-10
4.166074275970459,2010-05-11
4.289536952972412,2010-05-12
4.291801929473877,2010-05-13
4.219310283660889,2010-05-14
4.304263114929199,2010-05-17
4.317854404449463,2010-05-18
4.312190532684326,2010-05-19
4.108304977416992,2010-05-20
4.159276962280273,2010-05-21
4.171736717224121,2010-05-24
4.203452110290527,2010-05-25
4.223841190338135,2010-05-26
4.323515892028809,2010-05-27
4.288405895233154,2010-05-28
4.264616966247559,2010-06-01
4.2974653244018555,2010-06-02
4.213646411895752,2010-06-03
4.133225440979004,2010-06-04
4.060730934143066,2010-06-07
4.138888359069824,2010-06-08
4.093579292297363,2010-06-09
4.176266670227051,2010-06-10
4.223841190338135,2010-06-11
4.2408318519592285,2010-06-14
4.279344081878662,2010-06-15
4.3065266609191895,2010-06-16
4.3601155281066895,2010-06-17
4.328190803527832,2010-06-18
4.348715305328369,2010-06-21
4.266620635986328,2010-06-22
4.251799583435059,2010-06-23
4.239256381988525,2010-06-24
4.169703960418701,2010-06-25
4.340733051300049,2010-06-28
4.308808326721191,2010-06-29
4.2632012367248535,2010-06-30
4.268901348114014,2010-07-01
4.250658988952637,2010-07-02
4.329331874847412,2010-07-06
4.3327531814575195,2010-07-07
4.355556011199951,2010-07-08
4.394323348999023,2010-07-09
4.398885250091553,2010-07-12
4.465015888214111,2010-07-13
4.475275039672852,2010-07-14
4.444491863250732,2010-07-15
4.361256122589111,2010-07-16
4.433091163635254,2010-07-19
4.515183925628662,2010-07-20
4.433091163635254,2010-07-21
4.515183925628662,2010-07-22
4.5402679443359375,2010-07-23
4.572192668914795,2010-07-26
4.526587009429932,2010-07-27
4.358977317810059,2010-07-28
4.232414245605469,2010-07-29
4.281444072723389,2010-07-30
4.299686908721924,2010-08-02
4.2905659675598145,2010-08-03
4.306528568267822,2010-08-04
4.251799583435059,2010-08-05
4.2039079666137695,2010-08-06
4.187948226928711,2010-08-09
4.248379230499268,2010-08-10
4.201627731323242,2010-08-11
4.217593193054199,2010-08-12
4.200489521026611,2010-08-13
4.1982102394104,2010-08-16
4.192509651184082,2010-08-17
4.209609031677246,2010-08-18
4.195927619934082,2010-08-19
4.191367149353027,2010-08-20
4.165143966674805,2010-08-23
4.20733118057251,2010-08-24
4.243816375732422,2010-08-25
4.22671365737915,2010-08-26
4.262059211730957,2010-08-27
4.2187323570251465,2010-08-30
4.1982102394104,2010-08-31
4.299686908721924,2010-09-01
4.3384528160095215,2010-09-02
4.366958141326904,2010-09-03
4.3544158935546875,2010-09-07
4.347573280334473,2010-09-08
4.0579657554626465,2010-09-09
3.9599077701568604,2010-09-10
3.9747300148010254,2010-09-13
3.9496448040008545,2010-09-14
4.059106826782227,2010-09-15
4.040732383728027,2010-09-16
4.054512977600098,2010-09-17
4.063699245452881,2010-09-20
3.9959499835968018,2010-09-21
3.953465223312378,2010-09-22
3.897200107574463,2010-09-23
4.013175010681152,2010-09-24
3.998246431350708,2010-09-27
4.101589679718018,2010-09-28
4.0625505447387695,2010-09-29
4.078624725341797,2010-09-30
4.031546115875244,2010-10-01
3.977579116821289,2010-10-04
4.075181007385254,2010-10-05
4.028101921081543,2010-10-06
3.9729862213134766,2010-10-07
3.987912654876709,2010-10-08
4.005136489868164,2010-10-11
3.9936537742614746,2010-10-12
4.057956695556641,2010-10-13
4.0223588943481445,2010-10-14
4.015471458435059,2010-10-15
3.9454267024993896,2010-10-18
3.8914597034454346,2010-10-19
4.031546115875244,2010-10-20
4.117665767669678,2010-10-21
4.121110439300537,2010-10-22
4.130297660827637,2010-10-25
4.098145961761475,2010-10-26
4.188857555389404,2010-10-27
4.191154956817627,2010-10-28
4.201488971710205,2010-10-29
4.199192047119141,2010-11-01
4.273830890655518,2010-11-02
4.254308700561523,2010-11-03
4.273830890655518,2010-11-04
4.265792369842529,2010-11-05
4.20034122467041,2010-11-08
4.144075870513916,2010-11-09
4.195745944976807,2010-11-10
4.155556678771973,2010-11-11
4.154411315917969,2010-11-12
4.199192047119141,2010-11-15
4.1831183433532715,2010-11-16
4.181969165802002,2010-11-17
4.261198997497559,2010-11-18
4.3610968589782715,2010-11-19
4.372581481933594,2010-11-22
4.2910542488098145,2010-11-23
4.324353218078613,2010-11-24
4.281868934631348,2010-11-26
4.199192047119141,2010-11-29
4.206084728240967,2010-11-30
4.255457401275635,2010-12-01
4.339280605316162,2010-12-02
4.322057247161865,2010-12-03
4.234789848327637,2010-12-06
4.217564582824707,2010-12-07
4.201488971710205,2010-12-08
4.3209099769592285,2010-12-09
4.2967939376831055,2010-12-10
4.253162860870361,2010-12-13
4.2807183265686035,2010-12-14
4.2772746086120605,2010-12-15
4.2899909019470215,2010-12-16
4.389408111572266,2010-12-17
4.277274131774902,2010-12-20
4.257622718811035,2010-12-21
4.197508335113525,2010-12-22
4.189417839050293,2010-12-23
4.165141582489014,2010-12-27
4.161672115325928,2010-12-28
4.138553142547607,2010-12-29
4.123523712158203,2010-12-30
4.064565181732178,2010-12-31
4.091156005859375,2011-01-03
4.103871822357178,2011-01-04
4.190573692321777,2011-01-05
4.2287211418151855,2011-01-06
4.096935749053955,2011-01-07
4.055319309234619,2011-01-10
4.118899822235107,2011-01-11
4.145486831665039,2011-01-12
4.132772922515869,2011-01-13
4.109652042388916,2011-01-14
4.085374355316162,2011-01-18
4.089999675750732,2011-01-19
4.048383712768555,2011-01-20
4.066878795623779,2011-01-21
4.039134979248047,2011-01-24
4.094622611999512,2011-01-25
4.088842391967773,2011-01-26
4.094622611999512,2011-01-27
4.0275750160217285,2011-01-28
4.095779895782471,2011-01-31
4.086531162261963,2011-02-01
4.091156005859375,2011-02-02
4.07728385925293,2011-02-03
4.120054721832275,2011-02-04
4.12814998626709,2011-02-07
4.076127529144287,2011-02-08
4.066878795623779,2011-02-09
3.9258453845977783,2011-02-10
3.9258453845977783,2011-02-11
3.8992559909820557,2011-02-14
3.9304680824279785,2011-02-15
3.9593682289123535,2011-02-16
4.184793949127197,2011-02-17
4.209070205688477,2011-02-18
4.138553142547607,2011-02-22
4.109652042388916,2011-02-23
4.143176555633545,2011-02-24
4.211380481719971,2011-02-25
4.168609142303467,2011-02-28
4.220629692077637,2011-03-01
4.210225582122803,2011-03-02
4.313109874725342,2011-03-03
4.324671745300293,2011-03-04
4.3177337646484375,2011-03-07
4.344324588775635,2011-03-08
4.389408111572266,2011-03-09
4.3073320388793945,2011-03-10
4.331607818603516,2011-03-11
4.3581953048706055,2011-03-14
4.325826644897461,2011-03-15
4.276119709014893,2011-03-16
4.336641788482666,2011-03-17
4.408801078796387,2011-03-18
4.3063788414001465,2011-03-21
4.350607395172119,2011-03-22
4.387851715087891,2011-03-23
4.408801078796387,2011-03-24
4.408801078796387,2011-03-25
4.342458724975586,2011-03-28
4.3703932762146,2011-03-29
4.354099273681641,2011-03-30
4.325002193450928,2011-03-31
4.365736484527588,2011-04-01
4.392507553100586,2011-04-04
4.354099273681641,2011-04-05
4.372719764709473,2011-04-06
4.382030963897705,2011-04-07
4.359918594360352,2011-04-08
4.440225601196289,2011-04-11
4.500748157501221,2011-04-12
4.486783027648926,2011-04-13
4.499585151672363,2011-04-14
4.45884895324707,2011-04-15
4.485619068145752,2011-04-18
4.518206596374512,2011-04-19
4.524026870727539,2011-04-20
4.547305583953857,2011-04-21
4.5100603103637695,2011-04-25
4.496092796325684,2011-04-26
4.662528991699219,2011-04-27
4.611318588256836,2011-04-28
4.562434673309326,2011-04-29
4.584547996520996,2011-05-02
4.622957229614258,2011-05-03
4.563596725463867,2011-05-04
4.571747303009033,2011-05-05
4.571747303009033,2011-05-06
4.583384037017822,2011-05-09
4.614809513092041,2011-05-10
4.742836952209473,2011-05-11
4.820817947387695,2011-05-12
4.862717628479004,2011-05-13
4.872028827667236,2011-05-16
4.9139299392700195,2011-05-17
4.846423149108887,2011-05-18
4.92091178894043,2011-05-19
4.899962425231934,2011-05-20
4.876684665679932,2011-05-23
4.877848148345947,2011-05-24
4.823144435882568,2011-05-25
4.837112903594971,2011-05-26
4.778916835784912,2011-05-27
4.795213222503662,2011-05-31
4.764949321746826,2011-06-01
4.7440009117126465,2011-06-02
4.690461158752441,2011-06-03
4.663694858551025,2011-06-06
4.675332546234131,2011-06-07
4.6252851486206055,2011-06-08
4.645069122314453,2011-06-09
4.69162654876709,2011-06-10
4.745164394378662,2011-06-13
4.785899639129639,2011-06-14
4.739344596862793,2011-06-15
4.772190570831299,2011-06-16
4.755771160125732,2011-06-17
4.797999858856201,2011-06-20
4.7874436378479,2011-06-21
4.744036674499512,2011-06-22
4.697113037109375,2011-06-23
4.67951774597168,2011-06-24
4.756941795349121,2011-06-27
4.783924102783203,2011-06-28
4.857831001281738,2011-06-29
4.918831825256348,2011-06-30
4.944638729095459,2011-07-01
5.013853549957275,2011-07-05
5.022064208984375,2011-07-06
4.885981559753418,2011-07-07
4.917656421661377,2011-07-08
4.840232849121094,2011-07-11
4.863693714141846,2011-07-12
4.864868640899658,2011-07-13
4.794482231140137,2011-07-14
4.78978967666626,2011-07-15
4.665440082550049,2011-07-18
4.783924102783203,2011-07-19
4.782750129699707,2011-07-20
4.749903678894043,2011-07-21
4.734653472900391,2011-07-22
4.65957498550415,2011-07-25
4.6501874923706055,2011-07-26
4.531705379486084,2011-07-27
4.487128257751465,2011-07-28
4.429645538330078,2011-07-29
4.407355308532715,2011-08-01
4.376854419708252,2011-08-02
4.444896697998047,2011-08-03
4.291218280792236,2011-08-04
4.392106533050537,2011-08-05
4.171563148498535,2011-08-08
4.248989105224609,2011-08-09
4.107041358947754,2011-08-10
4.297086238861084,2011-08-11
4.390934944152832,2011-08-12
4.3463568687438965,2011-08-15
4.327586650848389,2011-08-16
4.361607074737549,2011-08-17
4.254852771759033,2011-08-18
4.192678451538086,2011-08-19
4.203236103057861,2011-08-22
4.272449493408203,2011-08-23
4.233737468719482,2011-08-24
4.175082683563232,2011-08-25
4.290046691894531,2011-08-26
4.439029693603516,2011-08-29
4.4660115242004395,2011-08-30
4.514109134674072,2011-08-31
4.4847822189331055,2011-09-01
4.426125526428223,2011-09-02
4.390934944152832,2011-09-06
4.409703254699707,2011-09-07
4.381548881530762,2011-09-08
4.322891712188721,2011-09-09
4.320547103881836,2011-09-12
4.406183242797852,2011-09-13
4.458972454071045,2011-09-14
4.488549709320068,2011-09-15
4.54652214050293,2011-09-16
4.4850006103515625,2011-09-19
4.5193095207214355,2011-09-20
4.421115875244141,2011-09-21
4.443593978881836,2011-09-22
4.3737921714782715,2011-09-23
4.404551982879639,2011-09-26
4.401003837585449,2011-09-27
4.319371223449707,2011-09-28
4.514578819274902,2011-09-29
4.58792781829834,2011-09-30
4.405735492706299,2011-10-03
4.4317626953125,2011-10-04
4.379709720611572,2011-10-05
4.473171234130859,2011-10-06
4.551253318786621,2011-10-07
4.642347812652588,2011-10-10
4.606855869293213,2011-10-11
4.699136257171631,2011-10-12
4.696770668029785,2011-10-13
4.708597660064697,2011-10-14
4.639984130859375,2011-10-17
4.670741081237793,2011-10-18
4.639984130859375,2011-10-19
4.666009426116943,2011-10-20
4.741726875305176,2011-10-21
4.746458053588867,2011-10-24
4.654179096221924,2011-10-25
4.4850006103515625,2011-10-26
4.35959529876709,2011-10-27
4.4234819412231445,2011-10-28
4.43057918548584,2011-10-31
4.330018997192383,2011-11-01
4.387989044189453,2011-11-02
4.462519645690918,2011-11-03
4.392720699310303,2011-11-04
4.42466402053833,2011-11-07
4.386805534362793,2011-11-08
4.317004203796387,2011-11-09
4.42466402053833,2011-11-10
4.399820804595947,2011-11-11
4.321736812591553,2011-11-14
4.344216346740723,2011-11-15
4.267317295074463,2011-11-16
4.234189510345459,2011-11-17
4.344216346740723,2011-11-18
4.238922595977783,2011-11-21
4.221177101135254,2011-11-22
4.114701271057129,2011-11-23
4.135995864868164,2011-11-25
4.223544120788574,2011-11-28
4.208162784576416,2011-11-29
4.321736812591553,2011-11-30
4.334752559661865,2011-12-01
4.340666770935059,2011-12-02
4.460155963897705,2011-12-05
4.443593978881836,2011-12-06
4.4637064933776855,2011-12-07
4.486184120178223,2011-12-08
4.474353790283203,2011-12-09
