CPRT,Date
0.1523440033197403,1994-03-17
0.15885399281978607,1994-03-18
0.15885399281978607,1994-03-21
0.15885399281978607,1994-03-22
0.15885399281978607,1994-03-23
0.1601559966802597,1994-03-24
0.16666699945926666,1994-03-25
0.15755200386047363,1994-03-28
0.1484380066394806,1994-03-29
0.15104199945926666,1994-03-30
0.1445309966802597,1994-03-31
0.14192700386047363,1994-04-04
0.14583300054073334,1994-04-05
0.14713500440120697,1994-04-06
0.15364600718021393,1994-04-07
0.1523440033197403,1994-04-08
0.15625,1994-04-11
0.15494799613952637,1994-04-12
0.15494799613952637,1994-04-13
0.15364600718021393,1994-04-14
0.1523440033197403,1994-04-15
0.15104199945926666,1994-04-18
0.1484380066394806,1994-04-19
0.14583300054073334,1994-04-20
0.14583300054073334,1994-04-21
0.14583300054073334,1994-04-22
0.14583300054073334,1994-04-25
0.15104199945926666,1994-04-26
0.1523440033197403,1994-04-28
0.15104199945926666,1994-04-29
0.15625,1994-05-02
0.16145800054073334,1994-05-03
0.1640630066394806,1994-05-04
0.16666699945926666,1994-05-05
0.1640630066394806,1994-05-06
0.16145800054073334,1994-05-09
0.16666699945926666,1994-05-10
0.16145800054073334,1994-05-11
0.15885399281978607,1994-05-12
0.1640630066394806,1994-05-13
0.15885399281978607,1994-05-16
0.15885399281978607,1994-05-17
0.15885399281978607,1994-05-18
0.15885399281978607,1994-05-19
0.1601559966802597,1994-05-20
0.15885399281978607,1994-05-23
0.15885399281978607,1994-05-24
0.16276000440120697,1994-05-25
0.16145800054073334,1994-05-26
0.1601559966802597,1994-05-27
0.1640630066394806,1994-05-31
0.16145800054073334,1994-06-01
0.17057299613952637,1994-06-02
0.17317700386047363,1994-06-03
0.17708300054073334,1994-06-06
0.17447899281978607,1994-06-07
0.171875,1994-06-08
0.15755200386047363,1994-06-09
0.15885399281978607,1994-06-10
0.16145800054073334,1994-06-13
0.16145800054073334,1994-06-14
0.1640630066394806,1994-06-15
0.1640630066394806,1994-06-16
0.15885399281978607,1994-06-17
0.1640630066394806,1994-06-20
0.15625,1994-06-21
0.15625,1994-06-22
0.1523440033197403,1994-06-23
0.1484380066394806,1994-06-24
0.1484380066394806,1994-06-27
0.15494799613952637,1994-06-28
0.15494799613952637,1994-06-29
0.15755200386047363,1994-06-30
0.1601559966802597,1994-07-01
0.15494799613952637,1994-07-05
0.1523440033197403,1994-07-06
0.1523440033197403,1994-07-07
0.1523440033197403,1994-07-08
0.1484380066394806,1994-07-11
0.14713500440120697,1994-07-12
0.15364600718021393,1994-07-13
0.15364600718021393,1994-07-14
0.15364600718021393,1994-07-15
0.15364600718021393,1994-07-18
0.15364600718021393,1994-07-19
0.15364600718021393,1994-07-20
0.15364600718021393,1994-07-21
0.14973999559879303,1994-07-22
0.15104199945926666,1994-07-25
0.1523440033197403,1994-07-26
0.15104199945926666,1994-07-27
0.15104199945926666,1994-07-28
0.15104199945926666,1994-07-29
0.1523440033197403,1994-08-01
0.1523440033197403,1994-08-02
0.15494799613952637,1994-08-03
0.15104199945926666,1994-08-04
0.1484380066394806,1994-08-05
0.1484380066394806,1994-08-08
0.14713500440120697,1994-08-09
0.14713500440120697,1994-08-10
0.14713500440120697,1994-08-11
0.1484380066394806,1994-08-12
0.14713500440120697,1994-08-15
0.14583300054073334,1994-08-16
0.1484380066394806,1994-08-17
0.15104199945926666,1994-08-18
0.1523440033197403,1994-08-19
0.1523440033197403,1994-08-22
0.15104199945926666,1994-08-23
0.1523440033197403,1994-08-24
0.1523440033197403,1994-08-25
0.1523440033197403,1994-08-26
0.16145800054073334,1994-08-29
0.15755200386047363,1994-08-30
0.16145800054073334,1994-08-31
0.15755200386047363,1994-09-01
0.15755200386047363,1994-09-02
0.15885399281978607,1994-09-06
0.16145800054073334,1994-09-07
0.15690100193023682,1994-09-08
0.15625,1994-09-09
0.15885399281978607,1994-09-12
0.1601559966802597,1994-09-13
0.15625,1994-09-14
0.15494799613952637,1994-09-15
0.15364600718021393,1994-09-16
0.1523440033197403,1994-09-19
0.1523440033197403,1994-09-20
0.15364600718021393,1994-09-21
0.15364600718021393,1994-09-22
0.15364600718021393,1994-09-23
0.1523440033197403,1994-09-26
0.15494799613952637,1994-09-27
0.16145800054073334,1994-09-28
0.15625,1994-09-29
0.1640630066394806,1994-09-30
0.16276000440120697,1994-10-03
0.16145800054073334,1994-10-04
0.1640630066394806,1994-10-05
0.16145800054073334,1994-10-06
0.15885399281978607,1994-10-07
0.15885399281978607,1994-10-10
0.17057299613952637,1994-10-11
0.17057299613952637,1994-10-12
0.171875,1994-10-13
0.16927100718021393,1994-10-14
0.171875,1994-10-17
0.171875,1994-10-18
0.17057299613952637,1994-10-19
0.17317700386047363,1994-10-20
0.17838500440120697,1994-10-21
0.18098999559879303,1994-10-24
0.1835940033197403,1994-10-25
0.1875,1994-10-26
0.18880200386047363,1994-10-27
0.18880200386047363,1994-10-28
0.19401000440120697,1994-10-31
0.19401000440120697,1994-11-01
0.1875,1994-11-02
0.18489600718021393,1994-11-03
0.18098999559879303,1994-11-04
0.17838500440120697,1994-11-07
0.18098999559879303,1994-11-08
0.18098999559879303,1994-11-09
0.1835940033197403,1994-11-10
0.1835940033197403,1994-11-11
0.18489600718021393,1994-11-14
0.18489600718021393,1994-11-15
0.18229199945926666,1994-11-16
0.18229199945926666,1994-11-17
0.1835940033197403,1994-11-18
0.18489600718021393,1994-11-21
0.1835940033197403,1994-11-22
0.18098999559879303,1994-11-23
0.18098999559879303,1994-11-25
0.1796880066394806,1994-11-28
0.1796880066394806,1994-11-29
0.17838500440120697,1994-11-30
0.17773400247097015,1994-12-01
0.18229199945926666,1994-12-02
0.18229199945926666,1994-12-05
0.18229199945926666,1994-12-06
0.18229199945926666,1994-12-07
0.17447899281978607,1994-12-08
0.17708300054073334,1994-12-09
0.17447899281978607,1994-12-12
0.17708300054073334,1994-12-13
0.17708300054073334,1994-12-14
0.1757809966802597,1994-12-15
0.17317700386047363,1994-12-16
0.1679690033197403,1994-12-19
0.16145800054073334,1994-12-20
0.1640630066394806,1994-12-21
0.16536499559879303,1994-12-22
0.16731800138950348,1994-12-23
0.17057299613952637,1994-12-27
0.17057299613952637,1994-12-28
0.17317700386047363,1994-12-29
0.1835940033197403,1994-12-30
0.18229199945926666,1995-01-03
0.18229199945926666,1995-01-04
0.18229199945926666,1995-01-05
0.18164099752902985,1995-01-06
0.1796880066394806,1995-01-09
0.17838500440120697,1995-01-10
0.1751299947500229,1995-01-11
0.17708300054073334,1995-01-12
0.17708300054073334,1995-01-13
0.1907549947500229,1995-01-16
0.20182299613952637,1995-01-17
0.20182299613952637,1995-01-18
0.20052100718021393,1995-01-19
0.19791699945926666,1995-01-20
0.19661499559879303,1995-01-23
0.1992190033197403,1995-01-24
0.19791699945926666,1995-01-25
0.18880200386047363,1995-01-26
0.1914059966802597,1995-01-27
0.1914059966802597,1995-01-30
0.19270800054073334,1995-01-31
0.18815100193023682,1995-02-01
0.1914059966802597,1995-02-02
0.19270800054073334,1995-02-03
0.19010399281978607,1995-02-06
0.19401000440120697,1995-02-07
0.19010399281978607,1995-02-08
0.19270800054073334,1995-02-09
0.20052100718021393,1995-02-10
0.20052100718021393,1995-02-13
0.20052100718021393,1995-02-14
0.1992190033197403,1995-02-15
0.20182299613952637,1995-02-16
0.20182299613952637,1995-02-17
0.20052100718021393,1995-02-21
0.20182299613952637,1995-02-22
0.20182299613952637,1995-02-23
0.20182299613952637,1995-02-24
0.19791699945926666,1995-02-27
0.19661499559879303,1995-02-28
0.1953130066394806,1995-03-01
0.19401000440120697,1995-03-02
0.19791699945926666,1995-03-03
0.19401000440120697,1995-03-06
0.19401000440120697,1995-03-07
0.19401000440120697,1995-03-08
0.19791699945926666,1995-03-09
0.19791699945926666,1995-03-10
0.19270800054073334,1995-03-13
0.19270800054073334,1995-03-14
0.19661499559879303,1995-03-15
0.19661499559879303,1995-03-16
0.19270800054073334,1995-03-17
0.19270800054073334,1995-03-20
0.19661499559879303,1995-03-21
0.1953130066394806,1995-03-22
0.19791699945926666,1995-03-23
0.1992190033197403,1995-03-24
0.19791699945926666,1995-03-27
0.1992190033197403,1995-03-28
0.1953130066394806,1995-03-29
0.19401000440120697,1995-03-30
0.19791699945926666,1995-03-31
0.19791699945926666,1995-04-03
0.1992190033197403,1995-04-04
0.20052100718021393,1995-04-05
0.19661499559879303,1995-04-06
0.19791699945926666,1995-04-07
0.19270800054073334,1995-04-10
0.1992190033197403,1995-04-11
0.203125,1995-04-12
0.20572899281978607,1995-04-13
0.20442700386047363,1995-04-17
0.20247399806976318,1995-04-18
0.19791699945926666,1995-04-19
