LILA,Date
33.96795654296875,2015-11-12
34.316680908203125,2015-11-13
35.815269470214844,2015-11-16
34.86333465576172,2015-11-17
35.193214416503906,2015-11-18
35.69274139404297,2015-11-19
35.636192321777344,2015-11-20
34.844486236572266,2015-11-23
33.96795654296875,2015-11-24
34.3543815612793,2015-11-25
34.39208221435547,2015-11-27
35.39113998413086,2015-11-30
36.74835205078125,2015-12-01
38.4260139465332,2015-12-02
37.276153564453125,2015-12-03
36.343074798583984,2015-12-04
35.551368713378906,2015-12-07
35.24033737182617,2015-12-08
35.29689025878906,2015-12-09
35.193214416503906,2015-12-10
34.73138427734375,2015-12-11
33.8077278137207,2015-12-14
34.28840637207031,2015-12-15
35.25918960571289,2015-12-16
35.21206283569336,2015-12-17
35.89067077636719,2015-12-18
37.08765411376953,2015-12-21
38.33176040649414,2015-12-22
37.78510665893555,2015-12-23
37.90763473510742,2015-12-24
37.69085693359375,2015-12-28
38.04901123046875,2015-12-29
38.03958511352539,2015-12-30
38.99151611328125,2015-12-31
36.852027893066406,2016-01-04
36.66352462768555,2016-01-05
36.503299713134766,2016-01-06
35.57964324951172,2016-01-07
35.71159362792969,2016-01-08
35.69274139404297,2016-01-11
35.57021713256836,2016-01-12
34.967010498046875,2016-01-13
35.36286544799805,2016-01-14
33.30820083618164,2016-01-15
33.845428466796875,2016-01-19
31.894439697265625,2016-01-20
31.460886001586914,2016-01-21
32.1112174987793,2016-01-22
31.894439697265625,2016-01-25
32.28086853027344,2016-01-26
31.932138442993164,2016-01-27
31.715362548828125,2016-01-28
33.17625045776367,2016-01-29
33.99623107910156,2016-02-01
33.8077278137207,2016-02-02
33.534400939941406,2016-02-03
34.439208984375,2016-02-04
33.95853042602539,2016-02-05
31.809614181518555,2016-02-08
30.631479263305664,2016-02-09
30.91423225402832,2016-02-10
30.414703369140625,2016-02-11
30.329877853393555,2016-02-12
31.2535343170166,2016-02-16
32.03581619262695,2016-02-17
31.536287307739258,2016-02-18
30.791706085205078,2016-02-19
31.621112823486328,2016-02-22
30.885957717895508,2016-02-23
30.16965103149414,2016-02-24
30.51837921142578,2016-02-25
31.244108200073242,2016-02-26
31.99811553955078,2016-02-29
32.57304382324219,2016-03-01
33.034873962402344,2016-03-02
33.27992630004883,2016-03-03
32.62017059326172,2016-03-04
32.29971694946289,2016-03-07
31.82846450805664,2016-03-08
31.922714233398438,2016-03-09
31.771913528442383,2016-03-10
32.22431564331055,2016-03-11
32.1112174987793,2016-03-14
31.668237686157227,2016-03-15
32.5070686340332,2016-03-16
33.15739822387695,2016-03-17
32.94062042236328,2016-03-18
33.16682434082031,2016-03-21
33.15739822387695,2016-03-22
33.22337341308594,2016-03-23
33.195098876953125,2016-03-24
33.195098876953125,2016-03-28
33.553253173828125,2016-03-29
33.60037612915039,2016-03-30
33.04429626464844,2016-03-31
32.93119812011719,2016-04-01
32.233741760253906,2016-04-04
31.737041473388672,2016-04-05
31.621112823486328,2016-04-06
31.90386390686035,2016-04-07
32.28086853027344,2016-04-08
32.22431564331055,2016-04-11
32.58246994018555,2016-04-12
32.723846435546875,2016-04-13
32.676719665527344,2016-04-14
32.63901901245117,2016-04-15
32.902923583984375,2016-04-18
32.3279914855957,2016-04-19
32.846370697021484,2016-04-20
33.87370300292969,2016-04-21
34.335533142089844,2016-04-22
34.47690963745117,2016-04-25
34.82563781738281,2016-04-26
35.796417236328125,2016-04-27
36.25824737548828,2016-04-28
35.372291564941406,2016-04-29
35.47596740722656,2016-05-02
35.05183792114258,2016-05-03
35.13666534423828,2016-05-04
35.22148895263672,2016-05-05
35.815269470214844,2016-05-06
36.56927490234375,2016-05-09
37.07822799682617,2016-05-10
37.18190383911133,2016-05-11
37.65315628051758,2016-05-12
37.295005798339844,2016-05-13
37.756832122802734,2016-05-16
38.444862365722656,2016-05-17
38.114986419677734,2016-05-18
37.455230712890625,2016-05-19
37.615455627441406,2016-05-20
37.502357482910156,2016-05-23
38.17153549194336,2016-05-24
38.32233810424805,2016-05-25
38.294063568115234,2016-05-26
38.74646759033203,2016-05-27
38.71818923950195,2016-05-31
38.803016662597656,2016-06-01
36.965126037597656,2016-06-02
34.91046142578125,2016-06-03
34.674835205078125,2016-06-06
35.18378829956055,2016-06-07
35.34401321411133,2016-06-08
35.146087646484375,2016-06-09
34.91046142578125,2016-06-10
34.495758056640625,2016-06-13
34.495758056640625,2016-06-14
34.69368362426758,2016-06-15
34.81621170043945,2016-06-16
34.76908493041992,2016-06-17
33.6286506652832,2016-06-20
32.80867004394531,2016-06-21
31.21583366394043,2016-06-22
32.233741760253906,2016-06-23
31.51743507385254,2016-06-24
31.05560874938965,2016-06-27
30.216777801513672,2016-06-28
30.593778610229492,2016-06-29
30.405277252197266,2016-06-30
31.196983337402344,2016-07-01
30.150800704956055,2016-07-05
31.272384643554688,2016-07-06
32.12063980102539,2016-07-07
33.242225646972656,2016-07-08
32.51649475097656,2016-07-11
32.27144241333008,2016-07-12
31.451461791992188,2016-07-13
32.04523849487305,2016-07-14
32.04523849487305,2016-07-15
32.47879409790039,2016-07-18
32.73326873779297,2016-07-19
33.57210159301758,2016-07-20
34.071632385253906,2016-07-21
34.184730529785156,2016-07-22
33.52497482299805,2016-07-25
33.88312911987305,2016-07-26
33.204524993896484,2016-07-27
32.78982162475586,2016-07-28
32.375118255615234,2016-07-29
32.846370697021484,2016-08-01
32.64844512939453,2016-08-02
33.147972106933594,2016-08-03
32.8746452331543,2016-08-04
30.593778610229492,2016-08-05
27.511781692504883,2016-08-08
27.935909271240234,2016-08-09
27.634307861328125,2016-08-10
27.681432723999023,2016-08-11
27.30443000793457,2016-08-12
27.52120590209961,2016-08-15
27.596607208251953,2016-08-16
26.90857696533203,2016-08-17
26.12629508972168,2016-08-18
25.721017837524414,2016-08-19
26.29594612121582,2016-08-22
25.636192321777344,2016-08-23
25.014137268066406,2016-08-24
25.551366806030273,2016-08-25
25.26861572265625,2016-08-26
25.984920501708984,2016-08-29
26.154571533203125,2016-08-30
26.512723922729492,2016-08-31
26.25824737548828,2016-09-01
26.804901123046875,2016-09-02
27.2667293548584,2016-09-06
27.624881744384766,2016-09-07
27.530630111694336,2016-09-08
27.408105850219727,2016-09-09
27.61545753479004,2016-09-12
27.200754165649414,2016-09-13
27.238454818725586,2016-09-14
27.577756881713867,2016-09-15
26.9934024810791,2016-09-16
27.238454818725586,2016-09-19
27.247879028320312,2016-09-20
26.96512794494629,2016-09-21
26.82375144958496,2016-09-22
26.61639976501465,2016-09-23
26.43732261657715,2016-09-26
26.16399574279785,2016-09-27
26.47502326965332,2016-09-28
26.22054672241211,2016-09-29
26.00377082824707,2016-09-30
26.446748733520508,2016-10-03
26.61639976501465,2016-10-04
26.748350143432617,2016-10-05
26.34307289123535,2016-10-06
26.418472290039062,2016-10-07
26.456172943115234,2016-10-10
26.30537223815918,2016-10-11
26.380773544311523,2016-10-12
26.25824737548828,2016-10-13
26.116870880126953,2016-10-14
26.069746017456055,2016-10-17
26.12629508972168,2016-10-18
26.314796447753906,2016-10-19
26.00377082824707,2016-10-20
26.032045364379883,2016-10-21
25.9660701751709,2016-10-24
25.702167510986328,2016-10-25
25.48539161682129,2016-10-26
25.296890258789062,2016-10-27
25.598491668701172,2016-10-28
26.05089569091797,2016-10-31
25.82469367980957,2016-11-01
25.494815826416016,2016-11-02
24.99528694152832,2016-11-03
18.00188446044922,2016-11-04
18.765316009521484,2016-11-07
19.104618072509766,2016-11-08
19.245994567871094,2016-11-09
19.03864288330078,2016-11-10
19.048067092895508,2016-11-11
19.189443588256836,2016-11-14
19.01036834716797,2016-11-15
18.934967041015625,2016-11-16
19.03864288330078,2016-11-17
19.7737979888916,2016-11-18
20.593778610229492,2016-11-21
20.442977905273438,2016-11-22
20.688030242919922,2016-11-23
21.2535343170166,2016-11-25
21.187559127807617,2016-11-28
20.82940673828125,2016-11-29
20.33930206298828,2016-11-30
19.811498641967773,2016-12-01
19.877473831176758,2016-12-02
20.103675842285156,2016-12-05
19.811498641967773,2016-12-06
19.962299346923828,2016-12-07
19.934024810791016,2016-12-08
19.65127182006836,2016-12-09
18.99151611328125,2016-12-12
20.43355369567871,2016-12-13
20.87653160095215,2016-12-14
20.772855758666992,2016-12-15
20.791706085205078,2016-12-16
20.923656463623047,2016-12-19
20.688030242919922,2016-12-20
21.017908096313477,2016-12-21
21.159284591674805,2016-12-22
21.357210159301758,2016-12-23
21.34778594970703,2016-12-27
21.3006591796875,2016-12-28
20.980207443237305,2016-12-29
20.69745445251465,2016-12-30
21.969839096069336,2017-01-03
22.233741760253906,2017-01-04
22.26201629638672,2017-01-05
22.007539749145508,2017-01-06
21.63996124267578,2017-01-09
21.234683990478516,2017-01-10
20.90480613708496,2017-01-11
21.093307495117188,2017-01-12
21.34778594970703,2017-01-13
21.61168670654297,2017-01-17
21.21583366394043,2017-01-18
21.21583366394043,2017-01-19
21.291234970092773,2017-01-20
21.338359832763672,2017-01-23
21.413761138916016,2017-01-24
21.771913528442383,2017-01-25
22.016965866088867,2017-01-26
22.007539749145508,2017-01-27
21.753063201904297,2017-01-30
21.69651222229004,2017-01-31
21.583412170410156,2017-02-01
21.583412170410156,2017-02-02
22.186616897583008,2017-02-03
21.979265213012695,2017-02-06
21.687088012695312,2017-02-07
21.2535343170166,2017-02-08
21.357210159301758,2017-02-09
21.86616325378418,2017-02-10
21.319509506225586,2017-02-13
21.187559127807617,2017-02-14
21.00848388671875,2017-02-15
24.401508331298828,2017-02-16
25.193214416503906,2017-02-17
25.777568817138672,2017-02-21
24.976436614990234,2017-02-22
24.627710342407227,2017-02-23
23.854854583740234,2017-02-24
23.732328414916992,2017-02-27
23.04429817199707,2017-02-28
22.968896865844727,2017-03-01
22.13006591796875,2017-03-02
22.101791381835938,2017-03-03
22.667295455932617,2017-03-06
22.280866622924805,2017-03-07
21.7059383392334,2017-03-08
21.545711517333984,2017-03-09
21.338359832763672,2017-03-10
21.102733612060547,2017-03-13
20.801130294799805,2017-03-14
21.187559127807617,2017-03-15
21.38548469543457,2017-03-16
21.38548469543457,2017-03-17
21.121583938598633,2017-03-20
20.73515510559082,2017-03-21
20.39585304260254,2017-03-22
20.273326873779297,2017-03-23
20.207351684570312,2017-03-24
20.367578506469727,2017-03-27
20.754005432128906,2017-03-28
21.489160537719727,2017-03-29
21.281810760498047,2017-03-30
20.96135711669922,2017-03-31
20.81998062133789,2017-04-03
21.08388328552246,2017-04-04
21.34778594970703,2017-04-05
21.621112823486328,2017-04-06
21.17813491821289,2017-04-07
21.489160537719727,2017-04-10
21.338359832763672,2017-04-11
21.319509506225586,2017-04-12
21.05560874938965,2017-04-13
21.159284591674805,2017-04-17
20.60320472717285,2017-04-18
20.56550407409668,2017-04-19
20.69745445251465,2017-04-20
20.537229537963867,2017-04-21
20.414703369140625,2017-04-24
20.292177200317383,2017-04-25
20.584354400634766,2017-04-26
20.377002716064453,2017-04-27
20.235626220703125,2017-04-28
20.197925567626953,2017-05-01
20.113100051879883,2017-05-02
20.16965103149414,2017-05-03
19.076343536376953,2017-05-04
19.538171768188477,2017-05-05
20.801130294799805,2017-05-08
20.414703369140625,2017-05-09
20.26390266418457,2017-05-10
20.065975189208984,2017-05-11
19.820924758911133,2017-05-12
20.245052337646484,2017-05-15
20.122526168823242,2017-05-16
19.076343536376953,2017-05-17
19.03864288330078,2017-05-18
19.330820083618164,2017-05-19
20.113100051879883,2017-05-22
20.113100051879883,2017-05-23
19.934024810791016,2017-05-24
19.792648315429688,2017-05-25
19.943450927734375,2017-05-26
19.802074432373047,2017-05-30
19.896324157714844,2017-05-31
20.716304779052734,2017-06-01
20.706880569458008,2017-06-02
20.69745445251465,2017-06-05
20.30160140991211,2017-06-06
19.820924758911133,2017-06-07
19.73609733581543,2017-06-08
19.227144241333008,2017-06-09
19.21771812438965,2017-06-12
19.30254554748535,2017-06-13
18.9255428314209,2017-06-14
18.95381736755371,2017-06-15
19.132892608642578,2017-06-16
19.406221389770508,2017-06-19
18.9255428314209,2017-06-20
19.51932144165039,2017-06-21
19.359094619750977,2017-06-22
19.528745651245117,2017-06-23
20.0,2017-06-26
20.065975189208984,2017-06-27
20.273326873779297,2017-06-28
20.245052337646484,2017-06-29
20.51837921142578,2017-06-30
20.82940673828125,2017-07-03
20.82940673828125,2017-07-05
20.78228187561035,2017-07-06
21.017908096313477,2017-07-07
23.081998825073242,2017-07-10
23.543827056884766,2017-07-11
23.279924392700195,2017-07-12
24.3072566986084,2017-07-13
24.60886001586914,2017-07-14
24.665409088134766,2017-07-17
24.420358657836914,2017-07-18
23.930253982543945,2017-07-19
23.845428466796875,2017-07-20
23.892553329467773,2017-07-21
23.421300888061523,2017-07-24
23.52497673034668,2017-07-25
23.977380752563477,2017-07-26
23.807729721069336,2017-07-27
24.062204360961914,2017-07-28
24.241281509399414,2017-07-31
24.335533142089844,2017-08-01
24.533458709716797,2017-08-02
24.787935256958008,2017-08-03
24.82563591003418,2017-08-04
24.77851104736328,2017-08-07
25.08011245727539,2017-08-08
25.164939880371094,2017-08-09
25.023563385009766,2017-08-10
25.43826675415039,2017-08-11
25.023563385009766,2017-08-14
24.580583572387695,2017-08-15
24.712535858154297,2017-08-16
24.52403450012207,2017-08-17
24.74081039428711,2017-08-18
24.420358657836914,2017-08-21
24.42978286743164,2017-08-22
24.316682815551758,2017-08-23
24.35438346862793,2017-08-24
24.495758056640625,2017-08-25
24.231857299804688,2017-08-28
24.4863338470459,2017-08-29
24.646560668945312,2017-08-30
24.51460838317871,2017-08-31
24.891611099243164,2017-09-01
23.760602951049805,2017-09-05
24.0339298248291,2017-09-06
23.99622917175293,2017-09-07
24.052780151367188,2017-09-08
24.147031784057617,2017-09-11
23.967954635620117,2017-09-12
24.16588020324707,2017-09-13
23.99622917175293,2017-09-14
23.53440284729004,2017-09-15
23.025447845458984,2017-09-18
22.8275203704834,2017-09-19
22.535343170166016,2017-09-20
22.233741760253906,2017-09-21
22.38454246520996,2017-09-22
22.111215591430664,2017-09-25
22.459943771362305,2017-09-26
22.167766571044922,2017-09-27
21.969839096069336,2017-09-28
22.39396858215332,2017-09-29
23.60980224609375,2017-10-02
24.147031784057617,2017-10-03
24.062204360961914,2017-10-04
23.901979446411133,2017-10-05
23.242223739624023,2017-10-06
22.56361961364746,2017-10-09
22.86522102355957,2017-10-10
22.271442413330078,2017-10-11
21.847314834594727,2017-10-12
21.988689422607422,2017-10-13
21.460886001586914,2017-10-16
20.65032958984375,2017-10-17
20.537229537963867,2017-10-18
20.065975189208984,2017-10-19
20.725730895996094,2017-10-20
20.574928283691406,2017-10-23
20.273326873779297,2017-10-24
20.48067855834961,2017-10-25
20.009424209594727,2017-10-26
19.981149673461914,2017-10-27
19.990575790405273,2017-10-30
20.471254348754883,2017-10-31
21.31008529663086,2017-11-01
21.149858474731445,2017-11-02
20.74458122253418,2017-11-03
20.631479263305664,2017-11-06
20.61263084411621,2017-11-07
20.885957717895508,2017-11-08
20.91423225402832,2017-11-09
20.885957717895508,2017-11-10
20.69745445251465,2017-11-13
20.772855758666992,2017-11-14
20.895381927490234,2017-11-15
20.546653747558594,2017-11-16
20.188501358032227,2017-11-17
20.556079864501953,2017-11-20
20.31102752685547,2017-11-21
20.320451736450195,2017-11-22
20.405277252197266,2017-11-24
19.86804962158203,2017-11-27
20.179075241088867,2017-11-28
20.471254348754883,2017-11-29
19.60414695739746,2017-11-30
20.273326873779297,2017-12-01
19.83034896850586,2017-12-04
20.0471248626709,2017-12-05
20.282751083374023,2017-12-06
20.08482551574707,2017-12-07
19.943450927734375,2017-12-08
20.30160140991211,2017-12-11
20.329877853393555,2017-12-12
20.358152389526367,2017-12-13
20.414703369140625,2017-12-14
20.452402114868164,2017-12-15
20.895381927490234,2017-12-18
20.631479263305664,2017-12-19
20.631479263305664,2017-12-20
20.631479263305664,2017-12-21
19.839773178100586,2017-12-22
20.160226821899414,2017-12-26
19.51932144165039,2017-12-27
19.283695220947266,2017-12-28
18.99151611328125,2017-12-29
20.33930206298828,2018-01-02
15.956645011901855,2018-01-03
20.150800704956055,2018-01-04
19.877473831176758,2018-01-05
20.141376495361328,2018-01-08
19.849199295043945,2018-01-09
19.679548263549805,2018-01-10
19.670122146606445,2018-01-11
19.943450927734375,2018-01-12
19.90574836730957,2018-01-16
19.849199295043945,2018-01-17
20.113100051879883,2018-01-18
19.9528751373291,2018-01-19
19.962299346923828,2018-01-22
20.216777801513672,2018-01-23
21.423185348510742,2018-01-24
22.196041107177734,2018-01-25
21.979265213012695,2018-01-26
22.13006591796875,2018-01-29
21.56456184387207,2018-01-30
21.159284591674805,2018-01-31
21.206409454345703,2018-02-01
21.017908096313477,2018-02-02
20.48067855834961,2018-02-05
20.754005432128906,2018-02-06
20.69745445251465,2018-02-07
19.68897247314453,2018-02-08
20.556079864501953,2018-02-09
20.90480613708496,2018-02-12
20.933082580566406,2018-02-13
21.809614181518555,2018-02-14
22.08294105529785,2018-02-15
22.08294105529785,2018-02-16
21.677663803100586,2018-02-20
21.78133773803711,2018-02-21
21.479736328125,2018-02-22
21.281810760498047,2018-02-23
20.216777801513672,2018-02-26
19.849199295043945,2018-02-27
19.50989532470703,2018-02-28
19.30254554748535,2018-03-01
19.321395874023438,2018-03-02
20.141376495361328,2018-03-05
20.08482551574707,2018-03-06
20.0471248626709,2018-03-07
20.08482551574707,2018-03-08
20.103675842285156,2018-03-09
20.329877853393555,2018-03-12
20.216777801513672,2018-03-13
20.386428833007812,2018-03-14
20.34872817993164,2018-03-15
20.122526168823242,2018-03-16
20.0,2018-03-19
19.858623504638672,2018-03-20
20.160226821899414,2018-03-21
19.406221389770508,2018-03-22
19.330820083618164,2018-03-23
19.68897247314453,2018-03-26
19.717248916625977,2018-03-27
18.52968978881836,2018-03-28
18.331762313842773,2018-03-29
18.61451530456543,2018-04-02
18.4731388092041,2018-04-03
18.737041473388672,2018-04-04
18.982091903686523,2018-04-05
19.03864288330078,2018-04-06
18.454288482666016,2018-04-09
18.454288482666016,2018-04-10
18.426013946533203,2018-04-11
18.067861557006836,2018-04-12
18.228086471557617,2018-04-13
18.256362915039062,2018-04-16
19.066917419433594,2018-04-17
19.029218673706055,2018-04-18
18.718189239501953,2018-04-19
18.671064376831055,2018-04-20
18.60508918762207,2018-04-23
18.378887176513672,2018-04-24
18.65221405029297,2018-04-25
18.369462966918945,2018-04-26
17.70028305053711,2018-04-27
17.342130661010742,2018-04-30
17.55890655517578,2018-05-01
18.586238861083984,2018-05-02
18.718189239501953,2018-05-03
19.30254554748535,2018-05-04
19.66069793701172,2018-05-07
19.57587242126465,2018-05-08
20.056549072265625,2018-05-09
20.25447654724121,2018-05-10
20.216777801513672,2018-05-11
20.452402114868164,2018-05-14
19.57587242126465,2018-05-15
19.538171768188477,2018-05-16
19.962299346923828,2018-05-17
20.09425163269043,2018-05-18
20.358152389526367,2018-05-21
20.452402114868164,2018-05-22
20.91423225402832,2018-05-23
20.754005432128906,2018-05-24
20.527803421020508,2018-05-25
20.640905380249023,2018-05-29
20.499528884887695,2018-05-30
20.42412757873535,2018-05-31
19.858623504638672,2018-06-01
20.273326873779297,2018-06-04
20.367578506469727,2018-06-05
20.725730895996094,2018-06-06
20.82940673828125,2018-06-07
20.688030242919922,2018-06-08
20.48067855834961,2018-06-11
20.51837921142578,2018-06-12
20.30160140991211,2018-06-13
20.49010467529297,2018-06-14
20.188501358032227,2018-06-15
20.028274536132812,2018-06-18
19.73609733581543,2018-06-19
19.066917419433594,2018-06-20
18.48256492614746,2018-06-21
18.65221405029297,2018-06-22
18.416587829589844,2018-06-25
18.765316009521484,2018-06-26
19.12346839904785,2018-06-27
18.378887176513672,2018-06-28
18.020734786987305,2018-06-29
18.26578712463379,2018-07-02
18.341188430786133,2018-07-03
18.454288482666016,2018-07-05
19.17059326171875,2018-07-06
19.208293914794922,2018-07-09
19.30254554748535,2018-07-10
19.283695220947266,2018-07-11
19.208293914794922,2018-07-12
19.30254554748535,2018-07-13
19.472196578979492,2018-07-16
19.142318725585938,2018-07-17
18.397737503051758,2018-07-18
18.114986419677734,2018-07-19
18.369462966918945,2018-07-20
18.20923614501953,2018-07-23
17.540056228637695,2018-07-24
17.794532775878906,2018-07-25
17.78510856628418,2018-07-26
17.624881744384766,2018-07-27
17.549482345581055,2018-07-30
17.983034133911133,2018-07-31
17.653156280517578,2018-08-01
17.511781692504883,2018-08-02
17.60603141784668,2018-08-03
17.747407913208008,2018-08-06
17.983034133911133,2018-08-07
18.190385818481445,2018-08-08
17.77568244934082,2018-08-09
17.47408103942871,2018-08-10
17.426956176757812,2018-08-13
17.55890655517578,2018-08-14
17.323280334472656,2018-08-15
17.492931365966797,2018-08-16
16.927427291870117,2018-08-17
16.493873596191406,2018-08-20
16.983976364135742,2018-08-21
16.90857696533203,2018-08-22
16.974552154541016,2018-08-23
17.238454818725586,2018-08-24
17.4458065032959,2018-08-27
18.152685165405273,2018-08-28
18.812440872192383,2018-08-29
18.623939514160156,2018-08-30
18.576814651489258,2018-08-31
18.671064376831055,2018-09-04
18.982091903686523,2018-09-05
19.066917419433594,2018-09-06
19.03864288330078,2018-09-07
19.104618072509766,2018-09-10
18.91611671447754,2018-09-11
19.30254554748535,2018-09-12
19.585296630859375,2018-09-13
19.09519386291504,2018-09-14
19.236568450927734,2018-09-17
19.585296630859375,2018-09-18
20.216777801513672,2018-09-19
20.377002716064453,2018-09-20
20.499528884887695,2018-09-21
20.51837921142578,2018-09-24
20.30160140991211,2018-09-25
20.141376495361328,2018-09-26
19.962299346923828,2018-09-27
19.641847610473633,2018-09-28
19.90574836730957,2018-10-01
20.61263084411621,2018-10-02
20.631479263305664,2018-10-03
20.367578506469727,2018-10-04
20.282751083374023,2018-10-05
20.60320472717285,2018-10-08
20.358152389526367,2018-10-09
19.114042282104492,2018-10-10
18.557964324951172,2018-10-11
18.86899185180664,2018-10-12
18.61451530456543,2018-10-15
18.633365631103516,2018-10-16
18.275211334228516,2018-10-17
17.803958892822266,2018-10-18
17.662582397460938,2018-10-19
17.313854217529297,2018-10-22
17.031103134155273,2018-10-23
16.29594612121582,2018-10-24
16.418472290039062,2018-10-25
16.192270278930664,2018-10-26
16.29594612121582,2018-10-29
16.55984878540039,2018-10-30
16.946277618408203,2018-10-31
17.106502532958984,2018-11-01
17.295005798339844,2018-11-02
17.549482345581055,2018-11-05
17.52120590209961,2018-11-06
18.058435440063477,2018-11-07
18.61451530456543,2018-11-08
18.275211334228516,2018-11-09
17.483505249023438,2018-11-12
16.936851501464844,2018-11-13
16.90857696533203,2018-11-14
17.012252807617188,2018-11-15
17.106502532958984,2018-11-16
16.8614501953125,2018-11-19
16.56927490234375,2018-11-20
16.65410041809082,2018-11-21
16.550424575805664,2018-11-23
17.021678924560547,2018-11-26
16.946277618408203,2018-11-27
16.9934024810791,2018-11-28
17.229028701782227,2018-11-29
17.200754165649414,2018-11-30
17.247879028320312,2018-12-03
16.592836380004883,2018-12-04
16.00377082824707,2018-12-06
15.92836856842041,2018-12-07
16.182846069335938,2018-12-10
15.871818542480469,2018-12-11
16.13572120666504,2018-12-12
15.362865447998047,2018-12-13
15.39113998413086,2018-12-14
15.070688247680664,2018-12-17
15.344015121459961,2018-12-18
14.684260368347168,2018-12-19
14.165881156921387,2018-12-20
13.836004257202148,2018-12-21
13.317625045776367,2018-12-24
13.67577838897705,2018-12-26
13.685202598571777,2018-12-27
13.534401893615723,2018-12-28
13.647501945495605,2018-12-31
14.250706672668457,2019-01-02
14.231857299804688,2019-01-03
14.89161205291748,2019-01-04
15.334589958190918,2019-01-07
15.57021713256836,2019-01-08
15.843544006347656,2019-01-09
15.730443000793457,2019-01-10
15.673892974853516,2019-01-11
15.92836856842041,2019-01-14
14.919886589050293,2019-01-15
15.334589958190918,2019-01-16
15.400566101074219,2019-01-17
15.485390663146973,2019-01-18
14.382658004760742,2019-01-22
15.39113998413086,2019-01-23
15.212063789367676,2019-01-24
15.240339279174805,2019-01-25
15.17436408996582,2019-01-28
15.221488952636719,2019-01-29
15.061263084411621,2019-01-30
16.4326114654541,2019-01-31
16.55984878540039,2019-02-01
17.144203186035156,2019-02-04
17.35155487060547,2019-02-05
17.332704544067383,2019-02-06
17.2667293548584,2019-02-07
17.106502532958984,2019-02-08
17.2196044921875,2019-02-11
17.43638038635254,2019-02-12
17.4458065032959,2019-02-13
17.370405197143555,2019-02-14
17.766258239746094,2019-02-15
17.426956176757812,2019-02-19
17.60603141784668,2019-02-20
17.832233428955078,2019-02-21
17.973609924316406,2019-02-22
17.91705894470215,2019-02-25
18.020734786987305,2019-02-26
17.888784408569336,2019-02-27
18.491989135742188,2019-02-28
19.057493209838867,2019-03-01
18.878416061401367,2019-03-04
18.68991470336914,2019-03-05
18.77474021911621,2019-03-06
18.576814651489258,2019-03-07
18.463712692260742,2019-03-08
18.812440872192383,2019-03-11
18.680490493774414,2019-03-12
18.661640167236328,2019-03-13
18.61451530456543,2019-03-14
18.850141525268555,2019-03-15
19.30254554748535,2019-03-18
