TMO,Date
2.325556516647339,1981-05-20
2.307598829269409,1981-05-21
2.2806613445281982,1981-05-22
2.2806613445281982,1981-05-26
2.3165786266326904,1981-05-27
2.307598829269409,1981-05-28
2.298619508743286,1981-05-29
2.325556516647339,1981-06-01
2.3165786266326904,1981-06-02
2.2806613445281982,1981-06-03
2.226787567138672,1981-06-04
2.1818931102752686,1981-06-05
2.1998517513275146,1981-06-08
2.1908721923828125,1981-06-09
2.1639349460601807,1981-06-10
2.128018856048584,1981-06-11
2.0651659965515137,1981-06-12
2.1010823249816895,1981-06-15
2.1639349460601807,1981-06-16
2.1729142665863037,1981-06-17
2.1908721923828125,1981-06-18
2.1998517513275146,1981-06-19
2.136997699737549,1981-06-22
2.145977258682251,1981-06-23
2.092102527618408,1981-06-24
2.0831243991851807,1981-06-25
2.0741453170776367,1981-06-26
2.1100616455078125,1981-06-29
2.092102527618408,1981-06-30
2.047208070755005,1981-07-01
2.0651659965515137,1981-07-02
2.0202715396881104,1981-07-06
1.9663972854614258,1981-07-07
1.9125239849090576,1981-07-08
1.8766080141067505,1981-07-09
1.9304804801940918,1981-07-10
2.056187629699707,1981-07-13
2.0741453170776367,1981-07-14
2.0741453170776367,1981-07-15
2.056187629699707,1981-07-16
1.9933339357376099,1981-07-17
1.9753761291503906,1981-07-20
1.9484398365020752,1981-07-21
1.8855865001678467,1981-07-22
1.8855865001678467,1981-07-23
1.9035446643829346,1981-07-24
1.9304804801940918,1981-07-27
1.8855865001678467,1981-07-28
1.8855865001678467,1981-07-29
1.867628574371338,1981-07-30
1.867628574371338,1981-07-31
1.8855865001678467,1981-08-03
1.867628574371338,1981-08-04
1.9304804801940918,1981-08-05
1.9125239849090576,1981-08-06
1.8945657014846802,1981-08-07
1.8945657014846802,1981-08-10
1.8496705293655396,1981-08-11
1.8317134380340576,1981-08-12
1.7868173122406006,1981-08-13
1.7778398990631104,1981-08-14
1.741923213005066,1981-08-17
1.652132511138916,1981-08-18
1.7060078382492065,1981-08-19
1.7149856090545654,1981-08-20
1.6790698766708374,1981-08-21
1.7149856090545654,1981-08-24
1.741923213005066,1981-08-25
1.7239654064178467,1981-08-26
1.7239654064178467,1981-08-27
1.7509020566940308,1981-08-28
1.7598817348480225,1981-08-31
1.7329434156417847,1981-09-01
1.7329434156417847,1981-09-02
1.697027564048767,1981-09-03
1.6072382926940918,1981-09-04
1.4994899034500122,1981-09-08
1.5443848371505737,1981-09-09
1.6072382926940918,1981-09-10
1.5982595682144165,1981-09-11
1.5443848371505737,1981-09-14
1.5623427629470825,1981-09-15
1.4905112981796265,1981-09-16
1.4725537300109863,1981-09-17
1.4186797142028809,1981-09-18
1.5533640384674072,1981-09-21
1.5623427629470825,1981-09-22
1.4994899034500122,1981-09-23
1.4994899034500122,1981-09-24
1.4007211923599243,1981-09-25
1.4456164836883545,1981-09-28
1.4635744094848633,1981-09-29
1.4635744094848633,1981-09-30
1.4456164836883545,1981-10-01
1.5264266729354858,1981-10-02
1.517447590827942,1981-10-05
1.6341750621795654,1981-10-06
1.652132511138916,1981-10-07
1.670090675354004,1981-10-08
1.7060078382492065,1981-10-09
1.652132511138916,1981-10-12
1.6431536674499512,1981-10-13
1.5982595682144165,1981-10-14
1.670090675354004,1981-10-15
1.652132511138916,1981-10-16
1.6341750621795654,1981-10-19
1.6251962184906006,1981-10-20
1.6251962184906006,1981-10-21
1.6162174940109253,1981-10-22
1.6072382926940918,1981-10-23
1.571321725845337,1981-10-26
1.652132511138916,1981-10-27
1.7060078382492065,1981-10-28
1.670090675354004,1981-10-29
1.7239654064178467,1981-10-30
1.8317134380340576,1981-11-02
1.9125239849090576,1981-11-03
1.8317134380340576,1981-11-04
1.8586491346359253,1981-11-05
1.8317134380340576,1981-11-06
1.8945657014846802,1981-11-09
1.8766080141067505,1981-11-10
1.8406918048858643,1981-11-11
1.8317134380340576,1981-11-12
1.8586491346359253,1981-11-13
1.7329434156417847,1981-11-16
1.741923213005066,1981-11-17
1.7239654064178467,1981-11-18
1.670090675354004,1981-11-19
1.652132511138916,1981-11-20
1.6431536674499512,1981-11-23
1.7239654064178467,1981-11-24
1.697027564048767,1981-11-25
1.7149856090545654,1981-11-27
1.7239654064178467,1981-11-30
1.697027564048767,1981-12-01
1.6341750621795654,1981-12-02
1.6162174940109253,1981-12-03
1.6251962184906006,1981-12-04
1.6162174940109253,1981-12-07
1.589280128479004,1981-12-08
1.5533640384674072,1981-12-09
1.4994899034500122,1981-12-10
1.4905112981796265,1981-12-11
1.4725537300109863,1981-12-14
1.4635744094848633,1981-12-15
1.4545952081680298,1981-12-16
1.4905112981796265,1981-12-17
1.571321725845337,1981-12-18
1.5354063510894775,1981-12-21
1.508468747138977,1981-12-22
1.508468747138977,1981-12-23
1.4994899034500122,1981-12-24
1.508468747138977,1981-12-28
1.5354063510894775,1981-12-29
1.517447590827942,1981-12-30
1.5264266729354858,1981-12-31
1.589280128479004,1982-01-04
1.589280128479004,1982-01-05
1.5623427629470825,1982-01-06
1.508468747138977,1982-01-07
1.5443848371505737,1982-01-08
1.508468747138977,1982-01-11
1.4994899034500122,1982-01-12
1.4635744094848633,1982-01-13
1.4456164836883545,1982-01-14
1.4635744094848633,1982-01-15
1.4456164836883545,1982-01-18
1.436637043952942,1982-01-19
1.4456164836883545,1982-01-20
1.4545952081680298,1982-01-21
1.4456164836883545,1982-01-22
1.4456164836883545,1982-01-25
1.436637043952942,1982-01-26
1.4186797142028809,1982-01-27
1.508468747138977,1982-01-28
1.5443848371505737,1982-01-29
1.4725537300109863,1982-02-01
1.4635744094848633,1982-02-02
1.4725537300109863,1982-02-03
1.4725537300109863,1982-02-04
1.4994899034500122,1982-02-05
1.4725537300109863,1982-02-08
1.2570573091506958,1982-02-09
1.2570573091506958,1982-02-10
1.283994436264038,1982-02-11
1.2660362720489502,1982-02-12
1.2660362720489502,1982-02-16
1.2570573091506958,1982-02-17
1.301952838897705,1982-02-18
1.3288898468017578,1982-02-19
1.364804983139038,1982-02-22
1.2929737567901611,1982-02-23
1.2750158309936523,1982-02-24
1.283994436264038,1982-02-25
1.2750158309936523,1982-02-26
1.283994436264038,1982-03-01
1.2390998601913452,1982-03-02
1.1852259635925293,1982-03-03
1.1852259635925293,1982-03-04
1.1852259635925293,1982-03-05
1.1403306722640991,1982-03-08
1.149309754371643,1982-03-09
1.2301206588745117,1982-03-10
1.1852259635925293,1982-03-11
1.113393783569336,1982-03-12
1.149309754371643,1982-03-15
1.149309754371643,1982-03-16
1.0954357385635376,1982-03-17
1.1672680377960205,1982-03-18
1.1852259635925293,1982-03-19
1.2480785846710205,1982-03-22
1.301952838897705,1982-03-23
1.2750158309936523,1982-03-24
1.2750158309936523,1982-03-25
1.2750158309936523,1982-03-26
1.2301206588745117,1982-03-29
1.2031842470169067,1982-03-30
1.1942055225372314,1982-03-31
1.1672680377960205,1982-04-01
1.2031842470169067,1982-04-02
1.2211412191390991,1982-04-05
1.2031842470169067,1982-04-06
1.2031842470169067,1982-04-07
1.2031842470169067,1982-04-08
1.2390998601913452,1982-04-12
1.1942055225372314,1982-04-13
1.2211412191390991,1982-04-14
1.1852259635925293,1982-04-15
1.2301206588745117,1982-04-16
1.1942055225372314,1982-04-19
1.1852259635925293,1982-04-20
1.1672680377960205,1982-04-21
1.1672680377960205,1982-04-22
1.1403306722640991,1982-04-23
1.0954357385635376,1982-04-26
1.0774774551391602,1982-04-27
1.0684983730316162,1982-04-28
1.0774774551391602,1982-04-29
1.0774774551391602,1982-04-30
1.0595206022262573,1982-05-03
1.0595206022262573,1982-05-04
1.0684983730316162,1982-05-05
1.0415624380111694,1982-05-06
1.0684983730316162,1982-05-07
1.0684983730316162,1982-05-10
1.0774774551391602,1982-05-11
1.113393783569336,1982-05-12
1.113393783569336,1982-05-13
1.113393783569336,1982-05-14
1.122373342514038,1982-05-17
1.104414939880371,1982-05-18
1.0954357385635376,1982-05-19
1.0774774551391602,1982-05-20
1.0774774551391602,1982-05-21
1.0774774551391602,1982-05-24
1.0864566564559937,1982-05-25
1.0774774551391602,1982-05-26
1.0595206022262573,1982-05-27
1.0954357385635376,1982-05-28
1.104414939880371,1982-06-01
1.0774774551391602,1982-06-02
1.0954357385635376,1982-06-03
1.0774774551391602,1982-06-04
1.0684983730316162,1982-06-07
1.0684983730316162,1982-06-08
1.0595206022262573,1982-06-09
1.0774774551391602,1982-06-10
1.050541639328003,1982-06-11
1.0684983730316162,1982-06-14
1.0595206022262573,1982-06-15
1.0595206022262573,1982-06-16
1.0595206022262573,1982-06-17
1.0415624380111694,1982-06-18
1.0415624380111694,1982-06-21
1.050541639328003,1982-06-22
1.0774774551391602,1982-06-23
1.0684983730316162,1982-06-24
1.050541639328003,1982-06-25
1.0415624380111694,1982-06-28
1.0415624380111694,1982-06-29
1.0415624380111694,1982-06-30
1.0415624380111694,1982-07-01
1.0415624380111694,1982-07-02
1.050541639328003,1982-07-06
1.0415624380111694,1982-07-07
1.0236040353775024,1982-07-08
1.0236040353775024,1982-07-09
1.0325833559036255,1982-07-12
1.0236040353775024,1982-07-13
1.0236040353775024,1982-07-14
1.0146251916885376,1982-07-15
1.0415624380111694,1982-07-16
1.0415624380111694,1982-07-19
1.0325833559036255,1982-07-20
1.0415624380111694,1982-07-21
1.0595206022262573,1982-07-22
0.9966669678688049,1982-07-23
0.9966669678688049,1982-07-26
1.0056465864181519,1982-07-27
0.9787088632583618,1982-07-28
0.9068778157234192,1982-07-29
0.8889199495315552,1982-07-30
0.8978987336158752,1982-08-02
0.9158571362495422,1982-08-03
0.8978987336158752,1982-08-04
0.8799408674240112,1982-08-05
0.8799408674240112,1982-08-06
0.870961606502533,1982-08-09
0.8530039191246033,1982-08-10
0.8170871138572693,1982-08-11
0.8440241813659668,1982-08-12
0.8799408674240112,1982-08-13
0.8799408674240112,1982-08-16
0.9248356223106384,1982-08-17
0.9068778157234192,1982-08-18
0.9158571362495422,1982-08-19
0.9427928328514099,1982-08-20
1.0415624380111694,1982-08-23
1.0325833559036255,1982-08-24
1.0325833559036255,1982-08-25
0.9966669678688049,1982-08-26
1.0415624380111694,1982-08-27
1.0325833559036255,1982-08-30
1.0415624380111694,1982-08-31
1.0415624380111694,1982-09-01
1.0236040353775024,1982-09-02
1.0236040353775024,1982-09-03
0.9697299003601074,1982-09-07
1.0056465864181519,1982-09-08
1.0056465864181519,1982-09-09
1.0056465864181519,1982-09-10
0.9787088632583618,1982-09-13
1.0236040353775024,1982-09-14
1.0325833559036255,1982-09-15
1.0236040353775024,1982-09-16
1.0146251916885376,1982-09-17
1.0056465864181519,1982-09-20
1.0056465864181519,1982-09-21
0.9876880645751953,1982-09-22
1.0056465864181519,1982-09-23
1.0056465864181519,1982-09-24
1.0146251916885376,1982-09-27
1.104414939880371,1982-09-28
1.122373342514038,1982-09-29
1.0954357385635376,1982-09-30
1.122373342514038,1982-10-01
1.0954357385635376,1982-10-04
1.104414939880371,1982-10-05
1.122373342514038,1982-10-06
1.113393783569336,1982-10-07
1.1672680377960205,1982-10-08
1.2121621370315552,1982-10-11
1.2570573091506958,1982-10-12
1.2570573091506958,1982-10-13
1.149309754371643,1982-10-14
1.1672680377960205,1982-10-15
1.2121621370315552,1982-10-18
1.2301206588745117,1982-10-19
1.2480785846710205,1982-10-20
1.2660362720489502,1982-10-21
1.319911003112793,1982-10-22
1.2570573091506958,1982-10-25
1.2390998601913452,1982-10-26
1.2750158309936523,1982-10-27
1.2929737567901611,1982-10-28
1.283994436264038,1982-10-29
1.2750158309936523,1982-11-01
1.2570573091506958,1982-11-02
1.2929737567901611,1982-11-03
1.3468475341796875,1982-11-04
1.3827630281448364,1982-11-05
1.3468475341796875,1982-11-08
1.3827630281448364,1982-11-09
1.3827630281448364,1982-11-10
1.373783826828003,1982-11-11
1.364804983139038,1982-11-12
1.319911003112793,1982-11-15
1.2570573091506958,1982-11-16
1.2750158309936523,1982-11-17
1.301952838897705,1982-11-18
1.2750158309936523,1982-11-19
1.2480785846710205,1982-11-22
1.2390998601913452,1982-11-23
1.2301206588745117,1982-11-24
1.2211412191390991,1982-11-26
1.2211412191390991,1982-11-29
1.2570573091506958,1982-11-30
1.2480785846710205,1982-12-01
1.2390998601913452,1982-12-02
1.2211412191390991,1982-12-03
1.2031842470169067,1982-12-06
1.2121621370315552,1982-12-07
1.1852259635925293,1982-12-08
1.1942055225372314,1982-12-09
1.2211412191390991,1982-12-10
1.2211412191390991,1982-12-13
1.1672680377960205,1982-12-14
1.1852259635925293,1982-12-15
1.1762467622756958,1982-12-16
1.1762467622756958,1982-12-17
1.149309754371643,1982-12-20
1.122373342514038,1982-12-21
1.149309754371643,1982-12-22
1.1582893133163452,1982-12-23
1.149309754371643,1982-12-27
1.113393783569336,1982-12-28
1.149309754371643,1982-12-29
1.113393783569336,1982-12-30
1.104414939880371,1982-12-31
1.131351351737976,1983-01-03
1.1672680377960205,1983-01-04
1.2211412191390991,1983-01-05
1.319911003112793,1983-01-06
1.3109310865402222,1983-01-07
1.319911003112793,1983-01-10
1.2929737567901611,1983-01-11
1.319911003112793,1983-01-12
1.4007211923599243,1983-01-13
1.4186797142028809,1983-01-14
1.436637043952942,1983-01-17
1.4186797142028809,1983-01-18
1.436637043952942,1983-01-19
1.4186797142028809,1983-01-20
1.4276586771011353,1983-01-21
1.364804983139038,1983-01-24
1.373783826828003,1983-01-25
1.4276586771011353,1983-01-26
1.4007211923599243,1983-01-27
1.4545952081680298,1983-01-28
1.5982595682144165,1983-01-31
1.6341750621795654,1983-02-01
1.7149856090545654,1983-02-02
1.741923213005066,1983-02-03
1.6431536674499512,1983-02-04
1.7149856090545654,1983-02-07
1.6341750621795654,1983-02-08
1.6162174940109253,1983-02-09
1.7329434156417847,1983-02-10
1.741923213005066,1983-02-11
1.6880483627319336,1983-02-14
1.6790698766708374,1983-02-15
1.6880483627319336,1983-02-16
1.6162174940109253,1983-02-17
1.6251962184906006,1983-02-18
1.6341750621795654,1983-02-22
1.7239654064178467,1983-02-23
1.7868173122406006,1983-02-24
1.8317134380340576,1983-02-25
1.7957966327667236,1983-02-28
1.741923213005066,1983-03-01
1.7688606977462769,1983-03-02
1.7598817348480225,1983-03-03
1.6790698766708374,1983-03-04
1.670090675354004,1983-03-07
1.652132511138916,1983-03-08
1.6431536674499512,1983-03-09
1.6611113548278809,1983-03-10
1.6611113548278809,1983-03-11
1.652132511138916,1983-03-14
1.6611113548278809,1983-03-15
1.7060078382492065,1983-03-16
1.6880483627319336,1983-03-17
1.7149856090545654,1983-03-18
1.741923213005066,1983-03-21
1.7060078382492065,1983-03-22
1.7239654064178467,1983-03-23
1.7149856090545654,1983-03-24
1.6880483627319336,1983-03-25
1.6162174940109253,1983-03-28
1.6251962184906006,1983-03-29
1.6431536674499512,1983-03-30
1.6162174940109253,1983-03-31
1.6162174940109253,1983-04-04
1.6431536674499512,1983-04-05
1.6251962184906006,1983-04-06
1.6431536674499512,1983-04-07
1.6431536674499512,1983-04-08
1.652132511138916,1983-04-11
1.7060078382492065,1983-04-12
1.6341750621795654,1983-04-13
1.6880483627319336,1983-04-14
1.9394598007202148,1983-04-15
1.9035446643829346,1983-04-18
1.9663972854614258,1983-04-19
2.029250383377075,1983-04-20
1.9394598007202148,1983-04-21
1.8766080141067505,1983-04-22
1.8586491346359253,1983-04-25
1.8047754764556885,1983-04-26
1.867628574371338,1983-04-27
2.0831243991851807,1983-04-28
2.1998517513275146,1983-04-29
2.0741453170776367,1983-05-02
1.9753761291503906,1983-05-03
1.9843558073043823,1983-05-04
1.9933339357376099,1983-05-05
2.047208070755005,1983-05-06
1.9843558073043823,1983-05-09
1.9753761291503906,1983-05-10
1.9394598007202148,1983-05-11
1.8855865001678467,1983-05-12
1.9394598007202148,1983-05-13
1.8945657014846802,1983-05-16
1.9304804801940918,1983-05-17
2.029250383377075,1983-05-18
2.0382304191589355,1983-05-19
2.0202715396881104,1983-05-20
2.056187629699707,1983-05-23
2.136997699737549,1983-05-24
2.128018856048584,1983-05-25
2.0651659965515137,1983-05-26
1.9843558073043823,1983-05-27
1.9484398365020752,1983-05-31
1.9215021133422852,1983-06-01
2.0112931728363037,1983-06-02
2.1190402507781982,1983-06-03
2.1100616455078125,1983-06-06
2.0651659965515137,1983-06-07
2.0023133754730225,1983-06-08
2.029250383377075,1983-06-09
2.0831243991851807,1983-06-10
2.0651659965515137,1983-06-13
2.0741453170776367,1983-06-14
2.0651659965515137,1983-06-15
2.0651659965515137,1983-06-16
2.047208070755005,1983-06-17
2.047208070755005,1983-06-20
2.2537243366241455,1983-06-21
2.307598829269409,1983-06-22
2.235766887664795,1983-06-23
2.3524930477142334,1983-06-24
2.2806613445281982,1983-06-27
2.1998517513275146,1983-06-28
2.208829879760742,1983-06-29
2.1998517513275146,1983-06-30
2.1729142665863037,1983-07-01
2.1100616455078125,1983-07-05
2.1549556255340576,1983-07-06
2.128018856048584,1983-07-07
2.235766887664795,1983-07-08
2.262702703475952,1983-07-11
2.217808723449707,1983-07-12
2.217808723449707,1983-07-13
2.1729142665863037,1983-07-14
2.136997699737549,1983-07-15
2.128018856048584,1983-07-18
2.145977258682251,1983-07-19
2.2537243366241455,1983-07-20
2.262702703475952,1983-07-21
2.2896406650543213,1983-07-22
2.2806613445281982,1983-07-25
2.2716825008392334,1983-07-26
2.208829879760742,1983-07-27
2.2716825008392334,1983-07-28
2.226787567138672,1983-07-29
2.217808723449707,1983-08-01
2.208829879760742,1983-08-02
2.208829879760742,1983-08-03
2.1549556255340576,1983-08-04
2.1729142665863037,1983-08-05
2.1998517513275146,1983-08-08
2.1010823249816895,1983-08-09
2.092102527618408,1983-08-10
2.092102527618408,1983-08-11
2.136997699737549,1983-08-12
2.145977258682251,1983-08-15
2.1908721923828125,1983-08-16
2.2537243366241455,1983-08-17
2.235766887664795,1983-08-18
2.262702703475952,1983-08-19
2.2806613445281982,1983-08-22
2.208829879760742,1983-08-23
2.217808723449707,1983-08-24
2.1818931102752686,1983-08-25
2.1549556255340576,1983-08-26
2.1729142665863037,1983-08-29
2.145977258682251,1983-08-30
2.1818931102752686,1983-08-31
2.1549556255340576,1983-09-01
2.0831243991851807,1983-09-02
2.047208070755005,1983-09-06
2.0741453170776367,1983-09-07
2.056187629699707,1983-09-08
2.0202715396881104,1983-09-09
2.0112931728363037,1983-09-12
1.9753761291503906,1983-09-13
1.9574177265167236,1983-09-14
1.8766080141067505,1983-09-15
1.9484398365020752,1983-09-16
1.9574177265167236,1983-09-19
