CDW,Date
25.11606788635254,2014-04-10
24.630475997924805,2014-04-11
24.774356842041016,2014-04-14
25.01715660095215,2014-04-15
25.493749618530273,2014-04-16
25.574689865112305,2014-04-17
25.547710418701172,2014-04-21
25.772520065307617,2014-04-22
25.682598114013672,2014-04-23
25.538719177246094,2014-04-24
25.035140991210938,2014-04-25
25.14305305480957,2014-04-28
25.08009910583496,2014-04-29
25.349882125854492,2014-04-30
25.36786460876465,2014-05-01
25.484758377075195,2014-05-02
25.66461753845215,2014-05-05
25.30491065979004,2014-05-06
24.954206466674805,2014-05-07
25.790508270263672,2014-05-08
26.348041534423828,2014-05-09
26.99550437927246,2014-05-12
26.878602981567383,2014-05-13
26.662778854370117,2014-05-14
26.716737747192383,2014-05-15
26.83364486694336,2014-05-16
26.455951690673828,2014-05-19
26.29408836364746,2014-05-20
26.653785705566406,2014-05-21
25.314664840698242,2014-05-22
25.6208553314209,2014-05-23
25.95405387878418,2014-05-27
26.107152938842773,2014-05-28
26.224224090576172,2014-05-29
26.48538589477539,2014-05-30
26.557424545288086,2014-06-02
26.62947654724121,2014-06-03
26.809587478637695,2014-06-04
26.998703002929688,2014-06-05
27.079748153686523,2014-06-06
27.268869400024414,2014-06-09
27.430965423583984,2014-06-10
27.430965423583984,2014-06-11
27.286882400512695,2014-06-12
27.466991424560547,2014-06-13
27.66511344909668,2014-06-16
28.21445655822754,2014-06-17
28.205446243286133,2014-06-18
28.592687606811523,2014-06-19
28.907882690429688,2014-06-20
28.79981231689453,2014-06-23
28.601694107055664,2014-06-24
29.015949249267578,2014-06-25
28.862857818603516,2014-06-26
28.529647827148438,2014-06-27
28.709758758544922,2014-06-30
28.862857818603516,2014-07-01
29.133020401000977,2014-07-02
29.268108367919922,2014-07-03
28.42158317565918,2014-07-07
28.547664642333984,2014-07-08
28.82682991027832,2014-07-09
28.718769073486328,2014-07-10
28.349533081054688,2014-07-11
28.367551803588867,2014-07-14
28.07036590576172,2014-07-15
28.232471466064453,2014-07-16
28.106388092041016,2014-07-17
28.169431686401367,2014-07-18
28.01633644104004,2014-07-21
28.07036590576172,2014-07-22
28.079374313354492,2014-07-23
28.22345733642578,2014-07-24
27.926279067993164,2014-07-25
27.917274475097656,2014-07-28
28.025333404541016,2014-07-29
28.169431686401367,2014-07-30
27.81821060180664,2014-07-31
27.899263381958008,2014-08-01
27.68312644958496,2014-08-04
27.935285568237305,2014-08-05
28.01633644104004,2014-08-06
27.59307289123535,2014-08-07
27.782188415527344,2014-08-08
27.95329475402832,2014-08-11
28.160425186157227,2014-08-12
28.493621826171875,2014-08-13
28.763792037963867,2014-08-14
28.88086700439453,2014-08-15
29.439212799072266,2014-08-18
29.718381881713867,2014-08-19
29.628328323364258,2014-08-20
29.901554107666016,2014-08-21
29.865482330322266,2014-08-22
29.97368812561035,2014-08-25
30.190107345581055,2014-08-26
30.09090805053711,2014-08-27
29.712188720703125,2014-08-28
29.793344497680664,2014-08-29
29.883514404296875,2014-09-02
28.576000213623047,2014-09-03
28.287450790405273,2014-09-04
28.5489501953125,2014-09-05
28.530920028686523,2014-09-08
28.332530975341797,2014-09-09
28.27842903137207,2014-09-10
28.161209106445312,2014-09-11
28.296466827392578,2014-09-12
27.791501998901367,2014-09-15
27.953805923461914,2014-09-16
28.251375198364258,2014-09-17
28.65715980529785,2014-09-18
28.68421173095703,2014-09-19
28.224328994750977,2014-09-22
27.49392318725586,2014-09-23
27.926753997802734,2014-09-24
27.358657836914062,2014-09-25
27.56606101989746,2014-09-26
27.63820457458496,2014-09-29
27.998899459838867,2014-09-30
27.376699447631836,2014-10-01
27.142248153686523,2014-10-02
27.701324462890625,2014-10-03
27.56606101989746,2014-10-06
27.178308486938477,2014-10-07
27.19634437561035,2014-10-08
26.87172508239746,2014-10-09
26.159353256225586,2014-10-10
25.573226928710938,2014-10-13
25.627328872680664,2014-10-14
25.636343002319336,2014-10-15
25.474035263061523,2014-10-16
26.195425033569336,2014-10-17
26.105255126953125,2014-10-20
26.86271095275879,2014-10-21
26.619243621826172,2014-10-22
26.943864822387695,2014-10-23
27.01599884033203,2014-10-24
26.934843063354492,2014-10-27
27.358657836914062,2014-10-28
27.052074432373047,2014-10-29
27.169292449951172,2014-10-30
27.809539794921875,2014-10-31
28.007905960083008,2014-11-03
27.98988151550293,2014-11-04
28.251375198364258,2014-11-05
29.288372039794922,2014-11-06
29.3875675201416,2014-11-07
29.531843185424805,2014-11-10
29.3875675201416,2014-11-11
29.279359817504883,2014-11-12
29.369525909423828,2014-11-13
29.712188720703125,2014-11-14
29.640047073364258,2014-11-17
29.97368812561035,2014-11-18
29.667102813720703,2014-11-19
29.676128387451172,2014-11-20
30.279726028442383,2014-11-21
31.54477310180664,2014-11-24
31.55379867553711,2014-11-25
31.698383331298828,2014-11-26
31.698383331298828,2014-11-28
31.111051559448242,2014-12-01
31.074909210205078,2014-12-02
30.342981338500977,2014-12-03
30.849000930786133,2014-12-04
31.04779052734375,2014-12-05
30.677309036254883,2014-12-08
30.858030319213867,2014-12-09
30.722490310668945,2014-12-10
30.82189178466797,2014-12-11
31.020687103271484,2014-12-12
30.00865364074707,2014-12-15
30.053823471069336,2014-12-16
30.614055633544922,2014-12-17
31.31887435913086,2014-12-18
31.499591827392578,2014-12-19
31.698383331298828,2014-12-22
32.17730712890625,2014-12-23
32.30379867553711,2014-12-24
32.45740509033203,2014-12-26
32.28571701049805,2014-12-29
31.93331527709961,2014-12-30
31.779708862304688,2014-12-31
31.499591827392578,2015-01-02
31.16526222229004,2015-01-05
30.71346664428711,2015-01-06
31.355030059814453,2015-01-07
32.14116668701172,2015-01-08
32.26766586303711,2015-01-09
32.26766586303711,2015-01-12
32.78270721435547,2015-01-13
32.08692932128906,2015-01-14
31.969472885131836,2015-01-15
32.32187271118164,2015-01-16
32.08692932128906,2015-01-20
32.032711029052734,2015-01-21
32.294769287109375,2015-01-22
32.294769287109375,2015-01-23
32.249595642089844,2015-01-26
31.273700714111328,2015-01-27
31.23755645751953,2015-01-28
31.409225463867188,2015-01-29
30.957429885864258,2015-01-30
30.966480255126953,2015-02-02
31.87007713317871,2015-02-03
31.74355697631836,2015-02-04
32.041751861572266,2015-02-05
32.511627197265625,2015-02-06
32.57488250732422,2015-02-09
32.89114761352539,2015-02-10
32.520660400390625,2015-02-11
32.89114761352539,2015-02-12
33.46041488647461,2015-02-13
34.0567741394043,2015-02-17
34.282691955566406,2015-02-18
34.14714813232422,2015-02-19
34.11101531982422,2015-02-20
34.380760192871094,2015-02-23
34.48032760620117,2015-02-24
34.426025390625,2015-02-25
34.55275344848633,2015-02-26
34.06393051147461,2015-02-27
34.39887619018555,2015-03-02
34.56181335449219,2015-03-03
34.426025390625,2015-03-04
34.17256164550781,2015-03-05
33.8466682434082,2015-03-06
33.77426528930664,2015-03-09
32.93238830566406,2015-03-10
32.67892074584961,2015-03-11
32.19916534423828,2015-03-12
32.54313659667969,2015-03-13
32.896183013916016,2015-03-16
32.823760986328125,2015-03-17
33.258270263671875,2015-03-18
33.78330993652344,2015-03-19
34.19065856933594,2015-03-20
34.380760192871094,2015-03-23
34.244991302490234,2015-03-24
33.82856750488281,2015-03-25
33.466468811035156,2015-03-26
34.235923767089844,2015-03-27
34.17256164550781,2015-03-30
33.71089553833008,2015-03-31
33.258270263671875,2015-04-01
33.19491958618164,2015-04-02
33.42121505737305,2015-04-06
33.65658187866211,2015-04-07
34.35358810424805,2015-04-08
34.73380661010742,2015-04-09
34.779083251953125,2015-04-10
34.824337005615234,2015-04-13
34.426025390625,2015-04-14
34.81527328491211,2015-04-15
34.57087326049805,2015-04-16
34.244991302490234,2015-04-17
34.679481506347656,2015-04-20
35.05065155029297,2015-04-21
35.240753173828125,2015-04-22
35.32218551635742,2015-04-23
35.1864128112793,2015-04-24
35.05967712402344,2015-04-27
35.05967712402344,2015-04-28
34.93295669555664,2015-04-29
34.68853759765625,2015-04-30
35.005367279052734,2015-05-01
35.14116668701172,2015-05-04
35.1864128112793,2015-05-05
34.97822189331055,2015-05-06
33.466468811035156,2015-05-07
33.222068786621094,2015-05-08
33.23111343383789,2015-05-11
33.430259704589844,2015-05-12
33.48458480834961,2015-05-13
33.82856750488281,2015-05-14
34.018672943115234,2015-05-15
33.98247146606445,2015-05-18
33.28542709350586,2015-05-19
33.24018478393555,2015-05-20
33.646461486816406,2015-05-21
33.582984924316406,2015-05-22
33.029762268066406,2015-05-26
33.4378776550293,2015-05-27
33.51043701171875,2015-05-28
33.646461486816406,2015-05-29
33.55576705932617,2015-06-01
33.44694900512695,2015-06-02
33.52855682373047,2015-06-03
33.08417510986328,2015-06-04
33.17487335205078,2015-06-05
33.011634826660156,2015-06-08
33.17487335205078,2015-06-09
33.646461486816406,2015-06-10
33.4378776550293,2015-06-11
33.301849365234375,2015-06-12
33.183937072753906,2015-06-15
33.0388298034668,2015-06-16
33.2837028503418,2015-06-17
33.954811096191406,2015-06-18
33.374385833740234,2015-06-19
33.52855682373047,2015-06-22
33.646461486816406,2015-06-23
33.11138153076172,2015-06-24
33.07511520385742,2015-06-25
32.01402282714844,2015-06-26
31.361045837402344,2015-06-29
31.088973999023438,2015-06-30
31.424531936645508,2015-07-01
31.2431583404541,2015-07-02
30.943859100341797,2015-07-06
31.188739776611328,2015-07-07
30.68993377685547,2015-07-08
30.599245071411133,2015-07-09
30.780622482299805,2015-07-10
31.179655075073242,2015-07-13
31.57870101928711,2015-07-14
31.116186141967773,2015-07-15
31.197799682617188,2015-07-16
30.9710693359375,2015-07-17
30.82597541809082,2015-07-20
30.590167999267578,2015-07-21
31.016407012939453,2015-07-22
31.043622970581055,2015-07-23
30.481348037719727,2015-07-24
30.20926284790039,2015-07-27
31.288503646850586,2015-07-28
31.787303924560547,2015-07-29
32.14099884033203,2015-07-30
32.58536911010742,2015-07-31
35.0340461730957,2015-08-03
35.46027374267578,2015-08-04
36.022579193115234,2015-08-05
35.668880462646484,2015-08-06
35.28797912597656,2015-08-07
35.632606506347656,2015-08-10
35.723297119140625,2015-08-11
35.27891540527344,2015-08-12
35.206356048583984,2015-08-13
35.53285217285156,2015-08-14
36.031646728515625,2015-08-17
35.777713775634766,2015-08-18
35.777713775634766,2015-08-19
35.06125259399414,2015-08-20
34.75054168701172,2015-08-21
33.98738479614258,2015-08-24
34.114585876464844,2015-08-25
35.86800003051758,2015-08-26
36.4312858581543,2015-08-27
36.31318283081055,2015-08-28
36.11330032348633,2015-08-31
34.895912170410156,2015-09-01
35.24113845825195,2015-09-02
35.6590576171875,2015-09-03
35.15935516357422,2015-09-04
36.61298370361328,2015-09-08
36.70384216308594,2015-09-09
37.021812438964844,2015-09-10
37.33980178833008,2015-09-11
37.30345153808594,2015-09-14
37.757713317871094,2015-09-15
37.99392318725586,2015-09-16
37.503318786621094,2015-09-17
37.0944938659668,2015-09-18
36.849205017089844,2015-09-21
36.64024353027344,2015-09-22
36.76742935180664,2015-09-23
36.87646484375,2015-09-24
37.04907989501953,2015-09-25
35.73173522949219,2015-09-28
36.17689895629883,2015-09-29
37.12174987792969,2015-09-30
37.258026123046875,2015-10-01
36.87646484375,2015-10-02
37.94850158691406,2015-10-05
38.00300216674805,2015-10-06
38.702552795410156,2015-10-07
38.66622543334961,2015-10-08
38.8206672668457,2015-10-09
39.10230255126953,2015-10-12
39.47479248046875,2015-10-13
39.38394546508789,2015-10-14
39.58381271362305,2015-10-15
39.9290657043457,2015-10-16
40.11983871459961,2015-10-19
39.974483489990234,2015-10-20
39.71100616455078,2015-10-21
40.77396011352539,2015-10-22
40.72854232788086,2015-10-23
40.27427291870117,2015-10-26
40.20161056518555,2015-10-27
40.755794525146484,2015-10-28
40.64677810668945,2015-10-29
40.60136032104492,2015-10-30
40.55591583251953,2015-11-02
40.392398834228516,2015-11-03
41.7279052734375,2015-11-04
42.02771759033203,2015-11-05
39.62924575805664,2015-11-06
38.84791946411133,2015-11-09
39.01145935058594,2015-11-10
39.06596755981445,2015-11-11
38.711647033691406,2015-11-12
38.112037658691406,2015-11-13
38.775245666503906,2015-11-16
40.056243896484375,2015-11-17
40.110755920410156,2015-11-18
41.064693450927734,2015-11-19
40.97384262084961,2015-11-20
40.8536262512207,2015-11-23
40.207035064697266,2015-11-24
40.27079391479492,2015-11-25
40.207035064697266,2015-11-27
39.3145637512207,2015-11-30
40.225250244140625,2015-12-01
39.72437286376953,2015-12-02
39.587772369384766,2015-12-03
40.63506317138672,2015-12-04
40.16150665283203,2015-12-07
40.3436393737793,2015-12-08
39.62420654296875,2015-12-09
39.942935943603516,2015-12-10
38.99582290649414,2015-12-11
38.868324279785156,2015-12-14
39.27813720703125,2015-12-15
39.87919235229492,2015-12-16
38.87742614746094,2015-12-17
38.6224365234375,2015-12-18
38.55868148803711,2015-12-21
38.977603912353516,2015-12-22
38.95029067993164,2015-12-23
39.123313903808594,2015-12-24
38.677066802978516,2015-12-28
39.4693717956543,2015-12-29
39.37830352783203,2015-12-30
38.28548049926758,2015-12-31
37.29283142089844,2016-01-04
37.27462387084961,2016-01-05
37.56603240966797,2016-01-06
36.145347595214844,2016-01-07
36.10892868041992,2016-01-08
36.281951904296875,2016-01-11
36.55516052246094,2016-01-12
34.56074142456055,2016-01-13
34.4423713684082,2016-01-14
33.77756118774414,2016-01-15
33.91416549682617,2016-01-19
33.741127014160156,2016-01-20
34.26933288574219,2016-01-21
34.92502975463867,2016-01-22
34.56074142456055,2016-01-25
34.98878479003906,2016-01-26
34.29664611816406,2016-01-27
33.977901458740234,2016-01-28
35.01609802246094,2016-01-29
34.779300689697266,2016-02-01
34.01433563232422,2016-02-02
34.16914749145508,2016-02-03
34.251102447509766,2016-02-04
32.98524856567383,2016-02-05
32.156532287597656,2016-02-08
32.24760055541992,2016-02-09
31.655637741088867,2016-02-10
30.681201934814453,2016-02-11
31.245832443237305,2016-02-12
33.021690368652344,2016-02-16
33.8139762878418,2016-02-17
34.16914749145508,2016-02-18
34.78841781616211,2016-02-19
35.48054504394531,2016-02-22
35.378273010253906,2016-02-23
35.524383544921875,2016-02-24
35.81660842895508,2016-02-25
35.442203521728516,2016-02-26
36.14537048339844,2016-02-29
36.84856033325195,2016-03-01
36.337154388427734,2016-03-02
37.305179595947266,2016-03-03
37.286903381347656,2016-03-04
37.2503776550293,2016-03-07
36.93075180053711,2016-03-08
37.022071838378906,2016-03-09
36.66592025756836,2016-03-10
37.11339569091797,2016-03-11
37.277767181396484,2016-03-14
37.64306640625,2016-03-15
37.57914733886719,2016-03-16
37.350830078125,2016-03-17
37.71611785888672,2016-03-18
37.56086730957031,2016-03-21
37.80744934082031,2016-03-22
37.14079284667969,2016-03-23
37.08599853515625,2016-03-24
37.16817855834961,2016-03-28
37.89875793457031,2016-03-29
37.90789031982422,2016-03-30
37.89875793457031,2016-03-31
38.136192321777344,2016-04-01
37.843971252441406,2016-04-04
37.679595947265625,2016-04-05
38.501487731933594,2016-04-06
38.04488754272461,2016-04-07
37.953556060791016,2016-04-08
38.00834655761719,2016-04-11
38.01749038696289,2016-04-12
38.574562072753906,2016-04-13
38.40103530883789,2016-04-14
38.4193000793457,2016-04-15
38.8485221862793,2016-04-18
39.14075469970703,2016-04-19
38.7024040222168,2016-04-20
38.51976013183594,2016-04-21
38.43756103515625,2016-04-22
36.68417739868164,2016-04-25
37.277767181396484,2016-04-26
37.314300537109375,2016-04-27
36.638511657714844,2016-04-28
35.15909194946289,2016-04-29
35.09516525268555,2016-05-02
35.01298141479492,2016-05-03
37.13166809082031,2016-05-04
36.96726608276367,2016-05-05
37.00381088256836,2016-05-06
37.268638610839844,2016-05-09
37.97181701660156,2016-05-10
37.89875793457031,2016-05-11
38.00834655761719,2016-05-12
37.761783599853516,2016-05-13
38.43756103515625,2016-05-16
37.93529510498047,2016-05-17
38.428443908691406,2016-05-18
38.547142028808594,2016-05-19
38.98549270629883,2016-05-20
38.32448196411133,2016-05-23
38.32448196411133,2016-05-24
38.42518997192383,2016-05-25
38.33363342285156,2016-05-26
38.416019439697266,2016-05-27
38.965354919433594,2016-05-31
39.01113510131836,2016-06-01
39.04775619506836,2016-06-02
39.11184310913086,2016-06-03
38.873802185058594,2016-06-06
39.00197982788086,2016-06-07
39.36819076538086,2016-06-08
39.267478942871094,2016-06-09
39.19424057006836,2016-06-10
38.84634780883789,2016-06-13
38.84634780883789,2016-06-14
38.818878173828125,2016-06-15
37.35400390625,2016-06-16
37.097652435302734,2016-06-17
37.65614318847656,2016-06-20
37.939945220947266,2016-06-21
37.875858306884766,2016-06-22
38.20545959472656,2016-06-23
36.3377571105957,2016-06-24
35.971553802490234,2016-06-27
36.291988372802734,2016-06-28
36.365230560302734,2016-06-29
36.694820404052734,2016-06-30
36.8962287902832,2016-07-01
36.4842529296875,2016-07-05
36.61241149902344,2016-07-06
36.584964752197266,2016-07-07
37.015262603759766,2016-07-08
37.454715728759766,2016-07-11
37.537105560302734,2016-07-12
37.50965118408203,2016-07-13
37.7293701171875,2016-07-14
37.7659912109375,2016-07-15
37.86670684814453,2016-07-18
38.11390686035156,2016-07-19
38.83717727661133,2016-07-20
38.79140853881836,2016-07-21
38.690704345703125,2016-07-22
39.02029800415039,2016-07-25
39.05691146850586,2016-07-26
39.01113510131836,2016-07-27
39.084381103515625,2016-07-28
39.304100036621094,2016-07-29
39.386497497558594,2016-08-01
39.029449462890625,2016-08-02
40.48516082763672,2016-08-03
40.558406829833984,2016-08-04
40.95207977294922,2016-08-05
41.190120697021484,2016-08-08
41.97747802734375,2016-08-09
41.84014892578125,2016-08-10
41.67534637451172,2016-08-11
41.464778900146484,2016-08-12
41.49224853515625,2016-08-15
40.82389450073242,2016-08-16
40.750648498535156,2016-08-17
41.10771560668945,2016-08-18
41.08024978637695,2016-08-19
41.26335525512695,2016-08-22
41.25234603881836,2016-08-23
41.25234603881836,2016-08-24
41.14223098754883,2016-08-25
40.600765228271484,2016-08-26
40.912784576416016,2016-08-29
41.14223098754883,2016-08-30
40.977027893066406,2016-08-31
40.71088790893555,2016-09-01
41.087162017822266,2016-09-02
41.307411193847656,2016-09-06
41.34413146972656,2016-09-07
41.05962371826172,2016-09-08
40.09599685668945,2016-09-09
40.6374626159668,2016-09-12
40.27037048339844,2016-09-13
40.40803527832031,2016-09-14
40.958675384521484,2016-09-15
41.20646286010742,2016-09-16
41.885589599609375,2016-09-19
42.12419128417969,2016-09-20
42.72072219848633,2016-09-21
43.445743560791016,2016-09-22
42.472930908203125,2016-09-23
41.8580436706543,2016-09-26
41.91311264038086,2016-09-27
41.91311264038086,2016-09-28
41.56438446044922,2016-09-29
41.96818542480469,2016-09-30
41.86723327636719,2016-10-03
42.14255905151367,2016-10-04
41.959007263183594,2016-10-05
41.76628112792969,2016-10-06
41.399192810058594,2016-10-07
41.2890625,2016-10-10
40.62828826904297,2016-10-11
40.977027893066406,2016-10-12
40.995365142822266,2016-10-13
40.67417907714844,2016-10-14
40.55485534667969,2016-10-17
40.6374626159668,2016-10-18
40.527339935302734,2016-10-19
40.472267150878906,2016-10-20
40.655826568603516,2016-10-21
41.2340087890625,2016-10-24
41.087162017822266,2016-10-25
41.2798957824707,2016-10-26
41.096343994140625,2016-10-27
41.14223098754883,2016-10-28
41.21564483642578,2016-10-31
41.43590545654297,2016-11-01
40.252017974853516,2016-11-02
40.38967514038086,2016-11-03
40.13270950317383,2016-11-04
41.555206298828125,2016-11-07
40.90360641479492,2016-11-08
40.82101058959961,2016-11-09
40.830196380615234,2016-11-10
42.66566848754883,2016-11-11
44.76729202270508,2016-11-14
45.152740478515625,2016-11-15
46.483455657958984,2016-11-16
47.685691833496094,2016-11-17
47.19929504394531,2016-11-18
47.51131820678711,2016-11-21
47.152305603027344,2016-11-22
47.28118896484375,2016-11-23
47.72305679321289,2016-11-25
47.59417724609375,2016-11-28
47.667823791503906,2016-11-29
47.17070770263672,2016-11-30
48.64364242553711,2016-12-01
48.64364242553711,2016-12-02
48.56079864501953,2016-12-05
49.14997482299805,2016-12-06
50.04292678833008,2016-12-07
51.00035095214844,2016-12-08
49.18679428100586,2016-12-09
48.83697509765625,2016-12-12
49.17757797241211,2016-12-13
48.873779296875,2016-12-14
49.12234115600586,2016-12-15
48.652854919433594,2016-12-16
48.68047332763672,2016-12-19
49.18679428100586,2016-12-20
48.75411605834961,2016-12-21
47.87956619262695,2016-12-22
48.81855010986328,2016-12-23
49.07631301879883,2016-12-27
48.56999588012695,2016-12-28
48.50556182861328,2016-12-29
47.95321273803711,2016-12-30
47.44688034057617,2017-01-03
48.220176696777344,2017-01-04
47.750675201416016,2017-01-05
47.5849723815918,2017-01-06
47.106258392333984,2017-01-09
48.09129333496094,2017-01-10
48.75411605834961,2017-01-11
48.55158233642578,2017-01-12
48.99345779418945,2017-01-13
48.50556182861328,2017-01-17
48.25699234008789,2017-01-18
47.87956619262695,2017-01-19
47.88875961303711,2017-01-20
47.364036560058594,2017-01-23
47.59417724609375,2017-01-24
47.640201568603516,2017-01-25
47.61260223388672,2017-01-26
47.391639709472656,2017-01-27
46.986595153808594,2017-01-30
47.41926956176758,2017-01-31
48.68047332763672,2017-02-01
48.61603546142578,2017-02-02
49.11313247680664,2017-02-03
49.159175872802734,2017-02-06
52.40883255004883,2017-02-07
52.620567321777344,2017-02-08
53.67002868652344,2017-02-09
54.04746627807617,2017-02-10
54.553794860839844,2017-02-13
54.66426086425781,2017-02-14
54.54458999633789,2017-02-15
54.15793991088867,2017-02-16
55.225826263427734,2017-02-17
54.90361785888672,2017-02-21
55.30054473876953,2017-02-22
54.75592041015625,2017-02-23
54.81130599975586,2017-02-24
54.83899688720703,2017-02-27
54.36824417114258,2017-02-28
55.18053436279297,2017-03-01
55.0789909362793,2017-03-02
54.77438735961914,2017-03-03
54.90361404418945,2017-03-06
54.90361404418945,2017-03-07
54.60823440551758,2017-03-08
54.95899963378906,2017-03-09
54.64516830444336,2017-03-10
