ALLE,Date
56.3107795715332,2015-05-07
57.12580108642578,2015-05-08
57.858428955078125,2015-05-11
56.57634735107422,2015-05-12
56.53971862792969,2015-05-13
56.65876007080078,2015-05-14
56.585514068603516,2015-05-15
56.677085876464844,2015-05-18
56.622135162353516,2015-05-19
56.356563568115234,2015-05-20
56.228370666503906,2015-05-21
56.10014343261719,2015-05-22
55.76130294799805,2015-05-26
56.612979888916016,2015-05-27
56.722862243652344,2015-05-28
57.18075942993164,2015-05-29
56.814449310302734,2015-06-01
57.13496017456055,2015-06-02
57.51958465576172,2015-06-03
56.622135162353516,2015-06-04
56.68622970581055,2015-06-05
56.228370666503906,2015-06-08
55.81625747680664,2015-06-09
56.42981719970703,2015-06-10
56.457298278808594,2015-06-11
56.044525146484375,2015-06-12
55.82438659667969,2015-06-15
55.59506607055664,2015-06-16
56.10873794555664,2015-06-17
56.328880310058594,2015-06-18
56.56736373901367,2015-06-19
56.94343948364258,2015-06-22
56.94343948364258,2015-06-23
56.91592788696289,2015-06-24
56.622398376464844,2015-06-25
56.530677795410156,2015-06-26
54.943824768066406,2015-06-29
55.16395568847656,2015-06-30
55.2281608581543,2015-07-01
54.82457733154297,2015-07-02
54.631961822509766,2015-07-06
54.71450424194336,2015-07-07
53.64130783081055,2015-07-08
54.29255294799805,2015-07-09
55.283206939697266,2015-07-10
55.94362258911133,2015-07-13
56.429786682128906,2015-07-14
55.851898193359375,2015-07-15
56.200469970703125,2015-07-16
56.31053161621094,2015-07-17
56.56736373901367,2015-07-20
55.78770065307617,2015-07-21
56.01702117919922,2015-07-22
56.02619934082031,2015-07-23
56.34722137451172,2015-07-24
56.136253356933594,2015-07-27
57.227787017822266,2015-07-28
58.47526931762695,2015-07-29
57.970787048339844,2015-07-30
57.989112854003906,2015-07-31
57.50296401977539,2015-08-03
57.44793701171875,2015-08-04
57.67725372314453,2015-08-05
57.13606262207031,2015-08-06
57.48462677001953,2015-08-07
58.135887145996094,2015-08-10
57.93408203125,2015-08-11
57.851531982421875,2015-08-12
58.0533332824707,2015-08-13
58.33768081665039,2015-08-14
59.328311920166016,2015-08-17
59.2274169921875,2015-08-18
58.91554260253906,2015-08-19
57.42041778564453,2015-08-20
55.384098052978516,2015-08-21
53.714691162109375,2015-08-24
52.23789978027344,2015-08-25
54.13663101196289,2015-08-26
55.50334930419922,2015-08-27
55.283206939697266,2015-08-28
54.67781448364258,2015-08-31
53.714691162109375,2015-09-01
54.41181182861328,2015-09-02
54.84292984008789,2015-09-03
53.861454010009766,2015-09-04
55.365760803222656,2015-09-08
55.218994140625,2015-09-09
55.310726165771484,2015-09-10
55.61342239379883,2015-09-11
55.78798294067383,2015-09-14
56.63325500488281,2015-09-15
56.78944396972656,2015-09-16
57.00076675415039,2015-09-17
56.155494689941406,2015-09-18
56.706756591796875,2015-09-21
55.46641159057617,2015-09-22
55.66852951049805,2015-09-23
55.291847229003906,2015-09-24
54.79570770263672,2015-09-25
52.60901641845703,2015-09-28
51.51567840576172,2015-09-29
52.97652816772461,2015-09-30
53.80342483520508,2015-10-01
53.36241912841797,2015-10-02
54.21686935424805,2015-10-05
53.88612365722656,2015-10-06
54.79570770263672,2015-10-07
54.8875846862793,2015-10-08
54.82327651977539,2015-10-09
54.3363151550293,2015-10-12
54.07905960083008,2015-10-13
54.05149841308594,2015-10-14
55.438846588134766,2015-10-15
55.42047882080078,2015-10-16
55.10808563232422,2015-10-19
56.9548225402832,2015-10-20
56.293312072753906,2015-10-21
58.80155944824219,2015-10-22
58.55348587036133,2015-10-23
58.865875244140625,2015-10-26
59.26094436645508,2015-10-27
59.90410232543945,2015-10-28
59.27012252807617,2015-10-29
59.87653350830078,2015-10-30
61.32819366455078,2015-11-02
60.023536682128906,2015-11-03
59.444698333740234,2015-11-04
58.948570251464844,2015-11-05
59.049625396728516,2015-11-06
58.507545471191406,2015-11-09
58.18598937988281,2015-11-10
59.72951889038086,2015-11-11
59.42633056640625,2015-11-12
58.51674270629883,2015-11-13
59.463077545166016,2015-11-16
59.34364700317383,2015-11-17
60.50128936767578,2015-11-18
61.26387023925781,2015-11-19
61.10768508911133,2015-11-20
60.35429382324219,2015-11-23
59.88570785522461,2015-11-24
61.006622314453125,2015-11-25
61.67732238769531,2015-11-27
61.750823974609375,2015-11-30
62.50423049926758,2015-12-01
61.84270477294922,2015-12-02
60.730995178222656,2015-12-03
61.668128967285156,2015-12-04
60.99742889404297,2015-12-07
60.50128936767578,2015-12-08
59.88570785522461,2015-12-09
60.07865524291992,2015-12-10
59.34364700317383,2015-12-11
59.730133056640625,2015-12-14
60.2086296081543,2015-12-15
61.15641403198242,2015-12-16
60.38346862792969,2015-12-17
59.49087905883789,2015-12-18
59.59209442138672,2015-12-21
59.96937942504883,2015-12-22
60.56751251220703,2015-12-23
60.3742790222168,2015-12-24
61.018402099609375,2015-12-28
61.616539001464844,2015-12-29
61.294464111328125,2015-12-30
60.659523010253906,2015-12-31
59.380435943603516,2016-01-04
59.316036224365234,2016-01-05
57.76090621948242,2016-01-06
56.09534454345703,2016-01-07
55.000301361083984,2016-01-08
54.742652893066406,2016-01-11
55.31316375732422,2016-01-12
54.116912841796875,2016-01-13
55.423583984375,2016-01-14
53.997291564941406,2016-01-15
53.3807487487793,2016-01-19
52.828636169433594,2016-01-20
52.64458084106445,2016-01-21
55.175140380859375,2016-01-22
54.466583251953125,2016-01-25
55.156734466552734,2016-01-26
54.96349334716797,2016-01-27
54.49418258666992,2016-01-28
55.727264404296875,2016-01-29
55.62602996826172,2016-02-01
54.04329299926758,2016-02-02
54.64142608642578,2016-02-03
55.02790832519531,2016-02-04
51.779605865478516,2016-02-05
49.479103088378906,2016-02-08
49.948402404785156,2016-02-09
50.47291946411133,2016-02-10
52.21209716796875,2016-02-11
52.91144943237305,2016-02-12
53.83164978027344,2016-02-16
54.116912841796875,2016-02-17
53.91447067260742,2016-02-18
54.07088851928711,2016-02-19
56.196563720703125,2016-02-22
56.233367919921875,2016-02-23
57.63207244873047,2016-02-24
58.708702087402344,2016-02-25
58.782310485839844,2016-02-26
57.97254943847656,2016-02-29
59.6565055847168,2016-03-01
59.481666564941406,2016-03-02
59.66569900512695,2016-03-03
58.83754348754883,2016-03-04
58.42344284057617,2016-03-07
57.92653274536133,2016-03-08
58.26700210571289,2016-03-09
58.06456756591797,2016-03-10
58.66269302368164,2016-03-11
59.1605339050293,2016-03-14
58.67191696166992,2016-03-15
58.78254318237305,2016-03-16
59.34492492675781,2016-03-17
59.52009582519531,2016-03-18
59.45555877685547,2016-03-21
59.206634521484375,2016-03-22
58.41376876831055,2016-03-23
58.2109489440918,2016-03-24
58.42298889160156,2016-03-28
58.67191696166992,2016-03-29
58.856300354003906,2016-03-30
58.73644256591797,2016-03-31
60.27606964111328,2016-04-01
59.79666519165039,2016-04-04
59.64916229248047,2016-04-05
61.041290283203125,2016-04-06
58.97615432739258,2016-04-07
59.05912399291992,2016-04-08
58.45988082885742,2016-04-11
58.45988082885742,2016-04-12
59.2619514465332,2016-04-13
58.727230072021484,2016-04-14
58.791770935058594,2016-04-15
59.23429489135742,2016-04-18
58.89317321777344,2016-04-19
58.920841217041016,2016-04-20
58.30314254760742,2016-04-21
59.225074768066406,2016-04-22
59.64916229248047,2016-04-25
60.54344177246094,2016-04-26
61.61289596557617,2016-04-27
60.147010803222656,2016-04-28
60.34062576293945,2016-04-29
61.308650970458984,2016-05-02
60.561893463134766,2016-05-03
60.349830627441406,2016-05-04
60.26687240600586,2016-05-05
60.85689163208008,2016-05-06
61.00440979003906,2016-05-09
61.714298248291016,2016-05-10
60.792362213134766,2016-05-11
60.967525482177734,2016-05-12
60.85689163208008,2016-05-13
61.1611328125,2016-05-16
61.61289596557617,2016-05-17
61.935569763183594,2016-05-18
61.963233947753906,2016-05-19
62.10150146484375,2016-05-20
61.97241973876953,2016-05-23
62.80217742919922,2016-05-24
62.64543914794922,2016-05-25
62.442630767822266,2016-05-26
62.682315826416016,2016-05-27
62.35965347290039,2016-05-31
62.866729736328125,2016-06-01
62.8114013671875,2016-06-02
62.590145111083984,2016-06-03
62.59934997558594,2016-06-06
62.461055755615234,2016-06-07
63.622703552246094,2016-06-08
63.595062255859375,2016-06-09
62.60857391357422,2016-06-10
62.33149719238281,2016-06-13
62.46078872680664,2016-06-14
62.95028305053711,2016-06-15
62.98723220825195,2016-06-16
62.51622772216797,2016-06-17
63.67990493774414,2016-06-20
63.74456024169922,2016-06-21
63.57831573486328,2016-06-22
63.95698928833008,2016-06-23
60.6967887878418,2016-06-24
59.12672805786133,2016-06-27
61.33406066894531,2016-06-28
62.81177520751953,2016-06-29
64.12322998046875,2016-06-30
63.541385650634766,2016-07-01
62.81177520751953,2016-07-05
63.042659759521484,2016-07-06
63.39360046386719,2016-07-07
64.4095230102539,2016-07-08
64.58502197265625,2016-07-11
65.13914489746094,2016-07-12
65.05602264404297,2016-07-13
65.58245849609375,2016-07-14
65.89647674560547,2016-07-15
65.51781463623047,2016-07-18
66.3490219116211,2016-07-19
66.43213653564453,2016-07-20
66.09041595458984,2016-07-21
66.8107681274414,2016-07-22
66.37671661376953,2016-07-25
66.92163848876953,2016-07-26
66.3859634399414,2016-07-27
67.21714782714844,2016-07-28
66.85696411132812,2016-07-29
66.8662109375,2016-08-01
66.2104721069336,2016-08-02
65.619384765625,2016-08-03
65.5732192993164,2016-08-04
65.95189666748047,2016-08-05
65.55474853515625,2016-08-08
65.8595199584961,2016-08-09
65.89647674560547,2016-08-10
66.32129669189453,2016-08-11
66.82003021240234,2016-08-12
67.25411224365234,2016-08-15
66.70921325683594,2016-08-16
66.18279266357422,2016-08-17
66.39521026611328,2016-08-18
65.83181762695312,2016-08-19
66.4136962890625,2016-08-22
66.66303253173828,2016-08-23
66.31208801269531,2016-08-24
66.57991027832031,2016-08-25
66.10889434814453,2016-08-26
66.58914184570312,2016-08-29
65.81334686279297,2016-08-30
65.77641296386719,2016-08-31
66.3490219116211,2016-09-01
66.85696411132812,2016-09-02
66.56143951416016,2016-09-06
65.47161102294922,2016-09-07
64.538818359375,2016-09-08
61.721961975097656,2016-09-09
62.229915618896484,2016-09-12
61.60075759887695,2016-09-13
61.147396087646484,2016-09-14
61.8505859375,2016-09-15
61.295448303222656,2016-09-16
62.331687927246094,2016-09-19
62.32242965698242,2016-09-20
62.80353546142578,2016-09-21
63.886043548583984,2016-09-22
63.53445053100586,2016-09-23
63.1458740234375,2016-09-26
63.78427505493164,2016-09-27
64.21912384033203,2016-09-28
63.15513610839844,2016-09-29
63.75651550292969,2016-09-30
63.07186508178711,2016-10-03
62.340938568115234,2016-10-04
62.49822235107422,2016-10-05
62.86830139160156,2016-10-06
61.87831497192383,2016-10-07
62.2484130859375,2016-10-10
61.27693557739258,2016-10-11
62.01709747314453,2016-10-12
61.563758850097656,2016-10-13
62.62776565551758,2016-10-14
63.22914505004883,2016-10-17
62.82203674316406,2016-10-18
62.17438888549805,2016-10-19
62.2484130859375,2016-10-20
62.1558952331543,2016-10-21
62.69251251220703,2016-10-24
60.62004089355469,2016-10-25
60.6848030090332,2016-10-26
58.140472412109375,2016-10-27
58.83436965942383,2016-10-28
59.065677642822266,2016-10-31
58.7140998840332,2016-11-01
58.612327575683594,2016-11-02
58.556819915771484,2016-11-03
58.88063049316406,2016-11-04
60.52750778198242,2016-11-07
60.79582977294922,2016-11-08
61.75807189941406,2016-11-09
63.941566467285156,2016-11-10
64.12660217285156,2016-11-11
63.46044158935547,2016-11-14
63.62699508666992,2016-11-15
62.51674270629883,2016-11-16
63.17362976074219,2016-11-17
62.28542709350586,2016-11-18
62.84980392456055,2016-11-21
62.91459274291992,2016-11-22
62.63699722290039,2016-11-23
62.831298828125,2016-11-25
62.359458923339844,2016-11-28
62.4334716796875,2016-11-29
61.906097412109375,2016-11-30
60.56451416015625,2016-12-01
60.01865005493164,2016-12-02
59.77809524536133,2016-12-05
60.1389274597168,2016-12-06
60.8605842590332,2016-12-07
60.490509033203125,2016-12-08
60.76807403564453,2016-12-09
60.24995422363281,2016-12-12
60.85245132446289,2016-12-13
60.65781021118164,2016-12-14
60.15726089477539,2016-12-15
59.52694320678711,2016-12-16
60.16653060913086,2016-12-19
60.555843353271484,2016-12-20
60.759765625,2016-12-21
60.481689453125,2016-12-22
60.61146545410156,2016-12-23
60.75048828125,2016-12-27
60.064571380615234,2016-12-28
60.03675842285156,2016-12-29
59.32302474975586,2016-12-30
59.97185516357422,2017-01-03
61.111976623535156,2017-01-04
61.4456787109375,2017-01-05
61.074920654296875,2017-01-06
60.63924789428711,2017-01-09
59.78649139404297,2017-01-10
60.8987922668457,2017-01-11
61.288124084472656,2017-01-12
60.713409423828125,2017-01-13
61.056396484375,2017-01-17
61.62179183959961,2017-01-18
61.71449279785156,2017-01-19
60.398258209228516,2017-01-20
60.31484603881836,2017-01-23
61.56618118286133,2017-01-24
61.73302459716797,2017-01-25
61.130531311035156,2017-01-26
61.65888595581055,2017-01-27
61.0285530090332,2017-01-30
60.87099075317383,2017-01-31
61.12125778198242,2017-02-01
60.82463836669922,2017-02-02
62.40967559814453,2017-02-03
62.4189338684082,2017-02-06
62.12232208251953,2017-02-07
62.65996170043945,2017-02-08
66.48815155029297,2017-02-09
66.66425323486328,2017-02-10
66.22859191894531,2017-02-13
65.88565063476562,2017-02-14
66.58084106445312,2017-02-15
67.60041046142578,2017-02-16
67.91559600830078,2017-02-17
69.06497192382812,2017-02-21
68.6478500366211,2017-02-22
68.54590606689453,2017-02-23
68.54590606689453,2017-02-24
68.22148895263672,2017-02-27
67.28531646728516,2017-02-28
68.3049087524414,2017-03-01
68.55517578125,2017-03-02
68.42540740966797,2017-03-03
67.85997772216797,2017-03-06
67.53556823730469,2017-03-07
67.76728820800781,2017-03-08
68.09171295166016,2017-03-09
69.02790069580078,2017-03-10
69.4459228515625,2017-03-13
69.08362579345703,2017-03-14
69.59454345703125,2017-03-15
69.80817413330078,2017-03-16
70.11476135253906,2017-03-17
69.88250732421875,2017-03-20
68.99075317382812,2017-03-21
69.45521545410156,2017-03-22
69.53880310058594,2017-03-23
69.7153091430664,2017-03-24
69.56666564941406,2017-03-27
69.78033447265625,2017-03-28
70.04972839355469,2017-03-29
70.46773529052734,2017-03-30
70.31910705566406,2017-03-31
70.33767700195312,2017-04-03
69.57597351074219,2017-04-04
68.86070251464844,2017-04-05
69.39018249511719,2017-04-06
69.38089752197266,2017-04-07
69.31588745117188,2017-04-10
69.93826293945312,2017-04-11
69.89179992675781,2017-04-12
69.77102661132812,2017-04-13
70.81143951416016,2017-04-17
70.54205322265625,2017-04-18
71.36878967285156,2017-04-19
72.19551849365234,2017-04-20
72.37200164794922,2017-04-21
72.67855834960938,2017-04-24
73.15231323242188,2017-04-25
74.05335235595703,2017-04-26
74.8893814086914,2017-04-27
73.05014038085938,2017-04-28
72.17694854736328,2017-05-01
72.10262298583984,2017-05-02
71.78679656982422,2017-05-03
71.8518295288086,2017-05-04
71.99117279052734,2017-05-05
71.34091186523438,2017-05-08
71.50811004638672,2017-05-09
71.36878967285156,2017-05-10
71.79608154296875,2017-05-11
71.27589416503906,2017-05-12
71.74961853027344,2017-05-15
72.9014892578125,2017-05-16
71.53596496582031,2017-05-17
71.8239517211914,2017-05-18
73.44027709960938,2017-05-19
73.81182098388672,2017-05-22
73.2916259765625,2017-05-23
73.43097686767578,2017-05-24
73.81182098388672,2017-05-25
73.73751831054688,2017-05-26
72.88291931152344,2017-05-30
73.04082489013672,2017-05-31
73.51459503173828,2017-06-01
74.36918640136719,2017-06-02
74.31343078613281,2017-06-05
72.95723724365234,2017-06-06
72.76214599609375,2017-06-07
72.13050842285156,2017-06-08
71.74036407470703,2017-06-09
72.87361145019531,2017-06-12
73.79513549804688,2017-06-13
74.23261260986328,2017-06-14
75.16343688964844,2017-06-15
75.9360122680664,2017-06-16
76.48519897460938,2017-06-19
76.24315643310547,2017-06-20
75.870849609375,2017-06-21
75.57299041748047,2017-06-22
75.81500244140625,2017-06-23
75.77778625488281,2017-06-26
75.01451873779297,2017-06-27
75.6195297241211,2017-06-28
74.29779052734375,2017-06-29
75.5078353881836,2017-06-30
75.74053192138672,2017-07-03
76.45726013183594,2017-07-05
75.07965850830078,2017-07-06
75.60091400146484,2017-07-07
75.88948822021484,2017-07-10
75.8336410522461,2017-07-11
76.31764221191406,2017-07-12
75.20067596435547,2017-07-13
75.1820297241211,2017-07-14
75.23790740966797,2017-07-17
75.02381134033203,2017-07-18
75.11687469482422,2017-07-19
75.47988891601562,2017-07-20
74.84696197509766,2017-07-21
74.7538833618164,2017-07-24
73.6275863647461,2017-07-25
73.0597915649414,2017-07-26
75.58230590820312,2017-07-27
75.76846313476562,2017-07-28
75.6195297241211,2017-07-31
75.8336410522461,2017-08-01
75.25650787353516,2017-08-02
