ALLE,Date
44.059356689453125,2013-11-18
41.62373352050781,2013-11-19
40.578590393066406,2013-11-20
39.79701614379883,2013-11-21
39.97877883911133,2013-11-22
40.151458740234375,2013-11-25
39.260807037353516,2013-11-26
39.29716873168945,2013-11-27
39.29716873168945,2013-11-29
39.2062873840332,2013-12-02
38.988162994384766,2013-12-03
38.01573944091797,2013-12-04
37.306861877441406,2013-12-05
36.988773345947266,2013-12-06
37.42500305175781,2013-12-09
38.679168701171875,2013-12-10
38.58828353881836,2013-12-11
39.051788330078125,2013-12-12
39.30625534057617,2013-12-13
39.70612716674805,2013-12-16
39.76066970825195,2013-12-17
40.233245849609375,2013-12-18
40.39683151245117,2013-12-19
40.224143981933594,2013-12-20
40.578590393066406,2013-12-23
40.51498031616211,2013-12-24
40.624027252197266,2013-12-26
40.56949996948242,2013-12-27
40.096923828125,2013-12-30
40.160526275634766,2013-12-31
39.6697883605957,2014-01-02
39.951499938964844,2014-01-03
39.69703674316406,2014-01-06
39.86971664428711,2014-01-07
39.87880325317383,2014-01-08
40.10600662231445,2014-01-09
41.56010818481445,2014-01-10
42.75065994262695,2014-01-13
43.44136428833008,2014-01-14
43.16872024536133,2014-01-15
43.07783126831055,2014-01-16
43.623111724853516,2014-01-17
43.77762222290039,2014-01-21
44.08662414550781,2014-01-22
43.36864471435547,2014-01-23
42.56889343261719,2014-01-24
42.35078048706055,2014-01-27
43.37774658203125,2014-01-28
43.42319869995117,2014-01-29
44.91363525390625,2014-01-30
44.85002136230469,2014-01-31
43.114173889160156,2014-02-03
43.66856002807617,2014-02-04
43.25959014892578,2014-02-05
44.75006866455078,2014-02-06
45.386226654052734,2014-02-07
45.29533386230469,2014-02-10
45.340789794921875,2014-02-11
45.440757751464844,2014-02-12
45.549808502197266,2014-02-13
45.1044921875,2014-02-14
45.540733337402344,2014-02-18
44.6773567199707,2014-02-19
46.82215881347656,2014-02-20
47.59463882446289,2014-02-21
48.039974212646484,2014-02-24
49.58495330810547,2014-02-25
49.67583084106445,2014-02-26
50.30289840698242,2014-02-27
49.39409637451172,2014-02-28
48.61252212524414,2014-03-03
49.076019287109375,2014-03-04
49.030574798583984,2014-03-05
48.33986282348633,2014-03-06
48.52163314819336,2014-03-07
48.430763244628906,2014-03-10
49.530418395996094,2014-03-11
49.330482482910156,2014-03-12
48.78438949584961,2014-03-13
48.511348724365234,2014-03-14
48.20188903808594,2014-03-17
48.49313735961914,2014-03-18
48.49313735961914,2014-03-19
49.30317306518555,2014-03-20
48.97553634643555,2014-03-21
48.666072845458984,2014-03-24
48.429420471191406,2014-03-25
47.36455154418945,2014-03-26
46.82755661010742,2014-03-27
47.47378158569336,2014-03-28
47.48286056518555,2014-03-31
49.07563781738281,2014-04-01
49.75825881958008,2014-04-02
50.01310348510742,2014-04-03
48.9027099609375,2014-04-04
46.982276916503906,2014-04-07
46.7911376953125,2014-04-08
46.87306213378906,2014-04-09
46.126739501953125,2014-04-10
45.516937255859375,2014-04-11
45.298492431640625,2014-04-14
45.471431732177734,2014-04-15
45.7171630859375,2014-04-16
45.644344329833984,2014-04-17
46.08121871948242,2014-04-21
46.41798400878906,2014-04-22
45.87188720703125,2014-04-23
45.72625732421875,2014-04-24
45.08915710449219,2014-04-25
44.433841705322266,2014-04-28
44.50666427612305,2014-04-29
44.91623306274414,2014-04-30
46.645511627197266,2014-05-01
46.14493179321289,2014-05-02
45.562435150146484,2014-05-05
45.40769958496094,2014-05-06
45.444114685058594,2014-05-07
44.92532730102539,2014-05-08
45.50783157348633,2014-05-09
45.94470977783203,2014-05-12
45.94470977783203,2014-05-13
45.31669235229492,2014-05-14
43.95146179199219,2014-05-15
44.85250473022461,2014-05-16
45.698944091796875,2014-05-19
45.9629020690918,2014-05-20
46.1540412902832,2014-05-21
46.863956451416016,2014-05-22
47.74681854248047,2014-05-23
47.75592041015625,2014-05-27
48.18368911743164,2014-05-28
48.711570739746094,2014-05-29
47.683109283447266,2014-05-30
47.39183807373047,2014-06-02
47.70130920410156,2014-06-03
48.37481689453125,2014-06-04
49.43060302734375,2014-06-05
50.81404113769531,2014-06-06
51.28731155395508,2014-06-09
51.63317108154297,2014-06-10
51.27821731567383,2014-06-11
51.15061569213867,2014-06-12
51.12327194213867,2014-06-13
52.07118225097656,2014-06-16
52.1805534362793,2014-06-17
52.2625846862793,2014-06-18
52.19877624511719,2014-06-19
52.517784118652344,2014-06-20
52.46310806274414,2014-06-23
51.66103744506836,2014-06-24
51.670127868652344,2014-06-25
51.33291244506836,2014-06-26
50.65842819213867,2014-06-27
51.66103744506836,2014-06-30
52.00736999511719,2014-07-01
52.2899169921875,2014-07-02
52.09851837158203,2014-07-03
51.077701568603516,2014-07-07
50.594635009765625,2014-07-08
50.6857795715332,2014-07-09
50.67667007446289,2014-07-10
51.068580627441406,2014-07-11
51.02301788330078,2014-07-14
50.6857795715332,2014-07-15
50.5217170715332,2014-07-16
49.46442794799805,2014-07-17
50.029537200927734,2014-07-18
49.91103744506836,2014-07-21
50.03865051269531,2014-07-22
49.62849426269531,2014-07-23
50.10244369506836,2014-07-24
50.2209358215332,2014-07-25
48.826416015625,2014-07-28
47.80559539794922,2014-07-29
48.90845489501953,2014-07-30
46.87591552734375,2014-07-31
45.900665283203125,2014-08-01
45.681915283203125,2014-08-04
45.93711853027344,2014-08-05
45.681915283203125,2014-08-06
45.45404815673828,2014-08-07
46.12852478027344,2014-08-08
45.900665283203125,2014-08-11
46.44753646850586,2014-08-12
47.614192962646484,2014-08-13
47.41367721557617,2014-08-14
47.63241958618164,2014-08-15
47.978763580322266,2014-08-18
47.951412200927734,2014-08-19
47.86939239501953,2014-08-20
47.523040771484375,2014-08-21
47.36808776855469,2014-08-22
47.823822021484375,2014-08-25
47.741798400878906,2014-08-26
47.404541015625,2014-08-27
46.98528289794922,2014-08-28
46.87591552734375,2014-08-29
47.64152145385742,2014-09-02
47.5686149597168,2014-09-03
47.696224212646484,2014-09-04
47.83292007446289,2014-09-05
47.595951080322266,2014-09-08
47.15845489501953,2014-09-09
47.34987258911133,2014-09-10
47.45011901855469,2014-09-11
46.436859130859375,2014-09-12
46.372947692871094,2014-09-15
46.64680862426758,2014-09-16
46.61030197143555,2014-09-17
46.20863723754883,2014-09-18
45.51487350463867,2014-09-19
44.91240692138672,2014-09-22
44.65679168701172,2014-09-23
44.72982406616211,2014-09-24
44.00865936279297,2014-09-25
44.18212127685547,2014-09-26
43.81696319580078,2014-09-29
43.48833084106445,2014-09-30
43.60700988769531,2014-10-01
43.698307037353516,2014-10-02
44.857627868652344,2014-10-03
44.35555648803711,2014-10-06
42.529842376708984,2014-10-07
43.12320327758789,2014-10-08
42.63025665283203,2014-10-09
42.219478607177734,2014-10-10
41.37051773071289,2014-10-13
41.133174896240234,2014-10-14
41.73566818237305,2014-10-15
42.29249572753906,2014-10-16
42.67589569091797,2014-10-17
42.81283950805664,2014-10-20
44.026912689208984,2014-10-21
42.995391845703125,2014-10-22
44.227752685546875,2014-10-23
44.839359283447266,2014-10-24
44.86674880981445,2014-10-27
45.82524871826172,2014-10-28
45.90740203857422,2014-10-29
48.052608489990234,2014-10-30
48.4633903503418,2014-10-31
48.77375793457031,2014-11-03
48.49076843261719,2014-11-04
48.42687225341797,2014-11-05
48.76463317871094,2014-11-06
48.34471893310547,2014-11-07
48.08912658691406,2014-11-10
47.94306182861328,2014-11-11
47.924808502197266,2014-11-12
47.57791519165039,2014-11-13
47.714847564697266,2014-11-14
48.23517990112305,2014-11-17
49.17540740966797,2014-11-18
49.294090270996094,2014-11-19
49.376243591308594,2014-11-20
49.47665023803711,2014-11-21
49.24844741821289,2014-11-24
48.90156173706055,2014-11-25
48.43600845336914,2014-11-26
49.15716552734375,2014-11-28
49.020240783691406,2014-12-01
49.62271499633789,2014-12-02
49.923954010009766,2014-12-03
49.832672119140625,2014-12-04
50.70901107788086,2014-12-05
50.12479019165039,2014-12-08
50.20694351196289,2014-12-09
49.43101501464844,2014-12-10
49.467529296875,2014-12-11
49.19327926635742,2014-12-12
49.09271240234375,2014-12-15
48.84587860107422,2014-12-16
49.467533111572266,2014-12-17
50.23545837402344,2014-12-18
50.27203369140625,2014-12-19
50.838829040527344,2014-12-22
50.9028205871582,2014-12-23
50.94854736328125,2014-12-24
50.87540817260742,2014-12-26
51.113094329833984,2014-12-29
50.884544372558594,2014-12-30
50.70170211791992,2014-12-31
50.326881408691406,2015-01-02
50.2263298034668,2015-01-05
50.14402770996094,2015-01-06
50.829689025878906,2015-01-07
51.51534652709961,2015-01-08
51.08566665649414,2015-01-09
50.27203369140625,2015-01-12
50.37258529663086,2015-01-13
50.582862854003906,2015-01-14
49.18412780761719,2015-01-15
48.79100799560547,2015-01-16
48.26078414916992,2015-01-20
48.379634857177734,2015-01-21
49.696083068847656,2015-01-22
49.805782318115234,2015-01-23
49.284690856933594,2015-01-26
49.18412780761719,2015-01-27
49.68693923950195,2015-01-28
50.089195251464844,2015-01-29
49.376094818115234,2015-01-30
49.814918518066406,2015-02-02
50.326881408691406,2015-02-03
50.85712814331055,2015-02-04
52.10957717895508,2015-02-05
52.612388610839844,2015-02-06
52.02729797363281,2015-02-09
51.99987030029297,2015-02-10
51.853599548339844,2015-02-11
52.80438232421875,2015-02-12
53.62715148925781,2015-02-13
53.535728454589844,2015-02-17
51.19538497924805,2015-02-18
52.67637252807617,2015-02-19
53.572303771972656,2015-02-20
53.334598541259766,2015-02-23
53.389461517333984,2015-02-24
53.52659606933594,2015-02-25
53.288909912109375,2015-02-26
52.77693176269531,2015-02-27
53.77341842651367,2015-03-02
53.48088836669922,2015-03-03
53.4351692199707,2015-03-04
53.124332427978516,2015-03-05
52.52097702026367,2015-03-06
53.014652252197266,2015-03-09
52.6672477722168,2015-03-10
52.941490173339844,2015-03-11
53.389461517333984,2015-03-12
53.26124954223633,2015-03-13
53.79240417480469,2015-03-16
53.42609405517578,2015-03-17
54.79974365234375,2015-03-18
54.95542907714844,2015-03-19
55.99024963378906,2015-03-20
55.77047348022461,2015-03-23
55.77047348022461,2015-03-24
55.23016357421875,2015-03-25
55.41331481933594,2015-03-26
56.072669982910156,2015-03-27
56.69539260864258,2015-03-30
56.017723083496094,2015-03-31
55.93532180786133,2015-04-01
56.27414321899414,2015-04-02
56.457298278808594,2015-04-06
56.3840217590332,2015-04-07
56.493927001953125,2015-04-08
56.26496887207031,2015-04-09
56.08183288574219,2015-04-10
55.20268630981445,2015-04-13
54.91880416870117,2015-04-14
55.39499282836914,2015-04-15
55.092796325683594,2015-04-16
54.1220703125,2015-04-17
54.31439208984375,2015-04-20
54.772281646728516,2015-04-21
55.27595138549805,2015-04-22
54.70817565917969,2015-04-23
55.825408935546875,2015-04-24
55.48656463623047,2015-04-27
55.68804931640625,2015-04-28
55.449947357177734,2015-04-29
55.99940872192383,2015-04-30
56.27414321899414,2015-05-01
57.00676345825195,2015-05-04
56.3199348449707,2015-05-05
56.11845779418945,2015-05-06
