CPT,Date
5.126571178436279,1994-05-03
5.126571178436279,1994-05-04
5.178884983062744,1994-05-05
5.178884983062744,1994-05-06
5.126571178436279,1994-05-09
5.1527299880981445,1994-05-10
5.100417137145996,1994-05-11
5.126571178436279,1994-05-12
5.100417137145996,1994-05-13
5.126571178436279,1994-05-16
5.1527299880981445,1994-05-17
5.178884983062744,1994-05-18
5.2050395011901855,1994-05-19
5.23119592666626,1994-05-20
5.335819721221924,1994-05-23
5.28350830078125,1994-05-24
5.309664249420166,1994-05-25
5.335819721221924,1994-05-26
5.335819721221924,1994-05-27
5.466599941253662,1994-05-31
5.518909931182861,1994-06-01
5.545065879821777,1994-06-02
5.518909931182861,1994-06-03
5.4927568435668945,1994-06-06
5.4927568435668945,1994-06-07
5.4404449462890625,1994-06-08
5.388132095336914,1994-06-09
5.388132095336914,1994-06-10
5.414286136627197,1994-06-13
5.518909931182861,1994-06-14
5.545065879821777,1994-06-15
5.545065879821777,1994-06-16
5.545065879821777,1994-06-17
5.571225643157959,1994-06-20
5.518909931182861,1994-06-21
5.414286136627197,1994-06-22
5.414286136627197,1994-06-23
5.374907493591309,1994-06-24
5.374907493591309,1994-06-27
5.321691036224365,1994-06-28
5.295081615447998,1994-06-29
5.215256690979004,1994-06-30
5.295081615447998,1994-07-01
5.268474102020264,1994-07-05
5.295081615447998,1994-07-06
5.374907493591309,1994-07-07
5.454733848571777,1994-07-08
5.454733848571777,1994-07-11
5.428120136260986,1994-07-12
5.428120136260986,1994-07-13
5.295081615447998,1994-07-14
5.321691036224365,1994-07-15
5.241866111755371,1994-07-18
5.215256690979004,1994-07-19
5.215256690979004,1994-07-20
5.188651084899902,1994-07-21
5.082213401794434,1994-07-22
5.055606842041016,1994-07-25
5.055606842041016,1994-07-26
4.9757795333862305,1994-07-27
4.869345664978027,1994-07-28
4.8959550857543945,1994-07-29
4.842740058898926,1994-08-01
4.8959550857543945,1994-08-02
5.002389907836914,1994-08-03
5.082213401794434,1994-08-04
5.135432720184326,1994-08-05
5.108823776245117,1994-08-08
5.055606842041016,1994-08-09
5.188651084899902,1994-08-10
5.135432720184326,1994-08-11
5.055606842041016,1994-08-12
5.108823776245117,1994-08-15
5.108823776245117,1994-08-16
5.082213401794434,1994-08-17
5.082213401794434,1994-08-18
5.108823776245117,1994-08-19
4.949173450469971,1994-08-22
4.949173450469971,1994-08-23
4.8959550857543945,1994-08-24
4.869345664978027,1994-08-25
4.949173450469971,1994-08-26
4.949173450469971,1994-08-29
4.9757795333862305,1994-08-30
4.949173450469971,1994-08-31
4.949173450469971,1994-09-01
4.949173450469971,1994-09-02
4.922565460205078,1994-09-06
4.922565460205078,1994-09-07
5.082213401794434,1994-09-08
5.055606842041016,1994-09-09
5.108823776245117,1994-09-12
5.082213401794434,1994-09-13
5.082213401794434,1994-09-14
5.162039279937744,1994-09-15
5.055606842041016,1994-09-16
5.055606842041016,1994-09-19
5.108823776245117,1994-09-20
5.028995990753174,1994-09-21
5.055606842041016,1994-09-22
5.042592525482178,1994-09-23
4.9883713722229,1994-09-26
4.96126127243042,1994-09-27
5.0154852867126465,1994-09-28
4.9883713722229,1994-09-29
5.096815586090088,1994-09-30
5.096815586090088,1994-10-03
5.042592525482178,1994-10-04
4.9883713722229,1994-10-05
4.8799285888671875,1994-10-06
4.825705051422119,1994-10-07
4.825705051422119,1994-10-10
4.825705051422119,1994-10-11
4.6901535987854,1994-10-12
4.663044452667236,1994-10-13
4.6901535987854,1994-10-14
4.635931015014648,1994-10-17
4.608823776245117,1994-10-18
4.608823776245117,1994-10-19
4.635931015014648,1994-10-20
4.554598331451416,1994-10-21
4.608823776245117,1994-10-24
4.5817108154296875,1994-10-25
4.635931015014648,1994-10-26
4.635931015014648,1994-10-27
4.608823776245117,1994-10-28
4.608823776245117,1994-10-31
4.608823776245117,1994-11-01
4.5817108154296875,1994-11-02
4.527491092681885,1994-11-03
4.4732666015625,1994-11-04
4.4461588859558105,1994-11-07
4.419045448303223,1994-11-08
4.500380992889404,1994-11-09
4.527491092681885,1994-11-10
4.554598331451416,1994-11-11
4.554598331451416,1994-11-14
4.635931015014648,1994-11-15
4.6901535987854,1994-11-16
4.663044452667236,1994-11-17
4.663044452667236,1994-11-18
4.6901535987854,1994-11-21
4.663044452667236,1994-11-22
4.663044452667236,1994-11-23
4.771485328674316,1994-11-25
4.771485328674316,1994-11-28
4.717266082763672,1994-11-29
4.744376182556152,1994-11-30
4.771485328674316,1994-12-01
4.771485328674316,1994-12-02
4.825705051422119,1994-12-05
4.798597812652588,1994-12-06
4.825705051422119,1994-12-07
4.825705051422119,1994-12-08
4.798597812652588,1994-12-09
4.825705051422119,1994-12-12
4.852818965911865,1994-12-13
4.96126127243042,1994-12-14
5.178144931793213,1994-12-15
5.178144931793213,1994-12-16
5.178144931793213,1994-12-19
5.3137006759643555,1994-12-20
5.259479522705078,1994-12-21
5.3137006759643555,1994-12-22
5.355663299560547,1994-12-23
5.355663299560547,1994-12-27
5.383269309997559,1994-12-28
5.410876274108887,1994-12-29
5.493693828582764,1994-12-30
5.438481330871582,1995-01-03
5.424675941467285,1995-01-04
5.438481330871582,1995-01-05
5.438481330871582,1995-01-06
5.355663299560547,1995-01-09
5.300448894500732,1995-01-10
5.2176313400268555,1995-01-11
5.245235443115234,1995-01-12
5.300448894500732,1995-01-13
5.410876274108887,1995-01-16
5.383269309997559,1995-01-17
5.355663299560547,1995-01-18
5.300448894500732,1995-01-19
5.272841930389404,1995-01-20
5.245235443115234,1995-01-23
5.2176313400268555,1995-01-24
5.2176313400268555,1995-01-25
5.190024375915527,1995-01-26
5.190024375915527,1995-01-27
5.162416458129883,1995-01-30
5.162416458129883,1995-01-31
5.300448894500732,1995-02-01
5.245235443115234,1995-02-02
5.190024375915527,1995-02-03
5.162416458129883,1995-02-06
5.162416458129883,1995-02-07
5.134809970855713,1995-02-08
5.107206344604492,1995-02-09
5.051990509033203,1995-02-10
5.0795979499816895,1995-02-13
5.0795979499816895,1995-02-14
5.190024375915527,1995-02-15
5.162416458129883,1995-02-16
5.2176313400268555,1995-02-17
5.245235443115234,1995-02-21
5.051990509033203,1995-02-22
4.99677848815918,1995-02-23
4.913959980010986,1995-02-24
4.6378936767578125,1995-02-27
4.693109035491943,1995-02-28
4.693109035491943,1995-03-01
4.720712661743164,1995-03-02
4.720712661743164,1995-03-03
4.693109035491943,1995-03-06
4.720712661743164,1995-03-07
4.720712661743164,1995-03-08
4.748318195343018,1995-03-09
4.720712661743164,1995-03-10
4.720712661743164,1995-03-13
4.693109035491943,1995-03-14
4.693109035491943,1995-03-15
4.775927543640137,1995-03-16
4.748318195343018,1995-03-17
4.775927543640137,1995-03-20
4.803529739379883,1995-03-21
4.858745098114014,1995-03-22
4.849721908569336,1995-03-23
4.849721908569336,1995-03-24
4.849721908569336,1995-03-27
4.793330192565918,1995-03-28
4.793330192565918,1995-03-29
4.793330192565918,1995-03-30
4.821527004241943,1995-03-31
4.821527004241943,1995-04-03
4.76513147354126,1995-04-04
4.736937522888184,1995-04-05
4.736937522888184,1995-04-06
4.76513147354126,1995-04-07
4.76513147354126,1995-04-10
4.76513147354126,1995-04-11
4.76513147354126,1995-04-12
4.76513147354126,1995-04-13
4.76513147354126,1995-04-17
4.76513147354126,1995-04-18
4.76513147354126,1995-04-19
4.708742618560791,1995-04-20
4.708742618560791,1995-04-21
4.736937522888184,1995-04-24
4.736937522888184,1995-04-25
4.736937522888184,1995-04-26
4.736937522888184,1995-04-27
4.736937522888184,1995-04-28
4.736937522888184,1995-05-01
4.736937522888184,1995-05-02
4.76513147354126,1995-05-03
4.736937522888184,1995-05-04
4.5959553718566895,1995-05-05
4.849721908569336,1995-05-08
5.047095775604248,1995-05-09
5.216273307800293,1995-05-10
5.244465351104736,1995-05-11
5.2726640701293945,1995-05-12
5.216273307800293,1995-05-15
5.244465351104736,1995-05-16
5.075291633605957,1995-05-17
5.075291633605957,1995-05-18
5.047095775604248,1995-05-19
5.01889705657959,1995-05-22
5.131683349609375,1995-05-23
5.1598801612854,1995-05-24
5.047095775604248,1995-05-25
5.047095775604248,1995-05-26
5.047095775604248,1995-05-30
5.1598801612854,1995-05-31
5.131683349609375,1995-06-01
5.131683349609375,1995-06-02
5.1598801612854,1995-06-05
5.216273307800293,1995-06-06
5.188075542449951,1995-06-07
5.244465351104736,1995-06-08
5.188075542449951,1995-06-09
5.244465351104736,1995-06-12
5.188075542449951,1995-06-13
5.188075542449951,1995-06-14
5.216273307800293,1995-06-15
5.244465351104736,1995-06-16
5.300859451293945,1995-06-19
5.329056262969971,1995-06-20
5.216273307800293,1995-06-21
5.01889705657959,1995-06-22
4.877918243408203,1995-06-23
4.99070405960083,1995-06-26
5.010281562805176,1995-06-27
5.06787109375,1995-06-28
5.039078712463379,1995-06-29
5.039078712463379,1995-06-30
5.039078712463379,1995-07-03
5.06787109375,1995-07-05
5.06787109375,1995-07-06
5.183052062988281,1995-07-07
5.183052062988281,1995-07-10
5.183052062988281,1995-07-11
5.2406415939331055,1995-07-12
5.183052062988281,1995-07-13
5.183052062988281,1995-07-14
5.125460147857666,1995-07-17
5.06787109375,1995-07-18
5.039078712463379,1995-07-19
5.039078712463379,1995-07-20
5.010281562805176,1995-07-21
4.98148775100708,1995-07-24
5.039078712463379,1995-07-25
5.039078712463379,1995-07-26
4.98148775100708,1995-07-27
4.952692985534668,1995-07-28
4.837514877319336,1995-07-31
4.9238996505737305,1995-08-01
4.98148775100708,1995-08-02
4.98148775100708,1995-08-03
4.98148775100708,1995-08-04
5.010281562805176,1995-08-07
5.010281562805176,1995-08-08
5.010281562805176,1995-08-09
5.010281562805176,1995-08-10
5.010281562805176,1995-08-11
5.039078712463379,1995-08-14
4.952692985534668,1995-08-15
4.98148775100708,1995-08-16
4.952692985534668,1995-08-17
4.9238996505737305,1995-08-18
4.98148775100708,1995-08-21
4.98148775100708,1995-08-22
4.98148775100708,1995-08-23
4.98148775100708,1995-08-24
4.98148775100708,1995-08-25
4.98148775100708,1995-08-28
4.98148775100708,1995-08-29
4.98148775100708,1995-08-30
5.039078712463379,1995-08-31
5.154256820678711,1995-09-01
5.154256820678711,1995-09-05
5.183052062988281,1995-09-06
5.154256820678711,1995-09-07
5.183052062988281,1995-09-08
5.211843967437744,1995-09-11
5.355818748474121,1995-09-12
5.327025890350342,1995-09-13
5.269436836242676,1995-09-14
5.298229694366455,1995-09-15
5.298229694366455,1995-09-18
5.327025890350342,1995-09-19
5.298229694366455,1995-09-20
5.211843967437744,1995-09-21
5.183052062988281,1995-09-22
5.183052062988281,1995-09-25
5.211843967437744,1995-09-26
5.261223793029785,1995-09-27
5.173048973083496,1995-09-28
5.202439308166504,1995-09-29
5.143657207489014,1995-10-02
5.084873199462891,1995-10-03
5.084873199462891,1995-10-04
5.055478572845459,1995-10-05
5.084873199462891,1995-10-06
5.026086807250977,1995-10-09
4.996695518493652,1995-10-10
4.967303276062012,1995-10-11
4.8497314453125,1995-10-12
4.908517360687256,1995-10-13
4.8497314453125,1995-10-16
4.820340633392334,1995-10-17
4.879125118255615,1995-10-18
4.908517360687256,1995-10-19
4.937911510467529,1995-10-20
4.937911510467529,1995-10-23
4.937911510467529,1995-10-24
4.908517360687256,1995-10-25
4.879125118255615,1995-10-26
4.908517360687256,1995-10-27
4.908517360687256,1995-10-30
4.879125118255615,1995-10-31
4.8497314453125,1995-11-01
4.820340633392334,1995-11-02
4.820340633392334,1995-11-03
4.790946960449219,1995-11-06
4.820340633392334,1995-11-07
4.820340633392334,1995-11-08
4.8497314453125,1995-11-09
4.820340633392334,1995-11-10
4.820340633392334,1995-11-13
4.820340633392334,1995-11-14
4.8497314453125,1995-11-15
4.820340633392334,1995-11-16
4.790946960449219,1995-11-17
4.820340633392334,1995-11-20
4.790946960449219,1995-11-21
4.820340633392334,1995-11-22
4.820340633392334,1995-11-24
4.8497314453125,1995-11-27
4.8497314453125,1995-11-28
4.8497314453125,1995-11-29
4.8497314453125,1995-11-30
4.879125118255615,1995-12-01
5.084873199462891,1995-12-04
5.202439308166504,1995-12-05
5.320008754730225,1995-12-06
5.466969013214111,1995-12-07
5.466969013214111,1995-12-08
5.437581539154053,1995-12-11
5.466969013214111,1995-12-12
5.4081878662109375,1995-12-13
5.466969013214111,1995-12-14
5.4081878662109375,1995-12-15
5.378796100616455,1995-12-18
5.349402904510498,1995-12-19
5.466969013214111,1995-12-20
5.525756359100342,1995-12-21
5.606098175048828,1995-12-22
5.726017951965332,1995-12-26
5.696038246154785,1995-12-27
5.666060924530029,1995-12-28
5.696038246154785,1995-12-29
5.666060924530029,1996-01-02
5.666060924530029,1996-01-03
5.636078834533691,1996-01-04
5.606098175048828,1996-01-05
5.5761213302612305,1996-01-08
5.636078834533691,1996-01-09
5.546142101287842,1996-01-10
5.546142101287842,1996-01-11
5.606098175048828,1996-01-12
5.666060924530029,1996-01-15
5.696038246154785,1996-01-16
5.696038246154785,1996-01-17
5.755996227264404,1996-01-18
5.696038246154785,1996-01-19
5.755996227264404,1996-01-22
5.666060924530029,1996-01-23
5.696038246154785,1996-01-24
5.666060924530029,1996-01-25
5.755996227264404,1996-01-26
5.755996227264404,1996-01-29
5.755996227264404,1996-01-30
5.78597354888916,1996-01-31
5.78597354888916,1996-02-01
5.845933437347412,1996-02-02
5.845933437347412,1996-02-05
5.815955638885498,1996-02-06
5.905891418457031,1996-02-07
5.905891418457031,1996-02-08
5.875913619995117,1996-02-09
5.875913619995117,1996-02-12
5.815955638885498,1996-02-13
5.845933437347412,1996-02-14
5.815955638885498,1996-02-15
5.845933437347412,1996-02-16
5.755996227264404,1996-02-20
5.78597354888916,1996-02-21
5.726017951965332,1996-02-22
5.666060924530029,1996-02-23
5.666060924530029,1996-02-26
5.666060924530029,1996-02-27
5.666060924530029,1996-02-28
5.666060924530029,1996-02-29
5.696038246154785,1996-03-01
5.726017951965332,1996-03-04
5.696038246154785,1996-03-05
5.755996227264404,1996-03-06
5.696038246154785,1996-03-07
5.636078834533691,1996-03-08
5.666060924530029,1996-03-11
5.636078834533691,1996-03-12
5.666060924530029,1996-03-13
5.636078834533691,1996-03-14
5.666060924530029,1996-03-15
5.666060924530029,1996-03-18
5.696038246154785,1996-03-19
5.78597354888916,1996-03-20
5.815955638885498,1996-03-21
5.875913619995117,1996-03-22
5.875913619995117,1996-03-25
5.755996227264404,1996-03-26
5.596956253051758,1996-03-27
5.658125400543213,1996-03-28
5.658125400543213,1996-03-29
5.688711166381836,1996-04-01
5.627542972564697,1996-04-02
5.627542972564697,1996-04-03
5.505205154418945,1996-04-04
5.382865905761719,1996-04-08
5.382865905761719,1996-04-09
5.413449287414551,1996-04-10
5.321698188781738,1996-04-11
5.444029331207275,1996-04-12
5.444029331207275,1996-04-15
5.505205154418945,1996-04-16
5.535788059234619,1996-04-17
5.627542972564697,1996-04-18
5.658125400543213,1996-04-19
5.719292163848877,1996-04-22
5.811047554016113,1996-04-23
5.7498779296875,1996-04-24
5.688711166381836,1996-04-25
5.7804646492004395,1996-04-26
5.811047554016113,1996-04-29
5.811047554016113,1996-04-30
5.811047554016113,1996-05-01
5.7804646492004395,1996-05-02
5.719292163848877,1996-05-03
5.719292163848877,1996-05-06
5.688711166381836,1996-05-07
5.7498779296875,1996-05-08
5.7498779296875,1996-05-09
5.7804646492004395,1996-05-10
5.7498779296875,1996-05-13
5.7498779296875,1996-05-14
5.719292163848877,1996-05-15
5.719292163848877,1996-05-16
5.719292163848877,1996-05-17
5.719292163848877,1996-05-20
5.688711166381836,1996-05-21
5.658125400543213,1996-05-22
5.719292163848877,1996-05-23
5.688711166381836,1996-05-24
5.627542972564697,1996-05-28
5.658125400543213,1996-05-29
5.688711166381836,1996-05-30
5.658125400543213,1996-05-31
5.658125400543213,1996-06-03
5.719292163848877,1996-06-04
5.811047554016113,1996-06-05
5.719292163848877,1996-06-06
5.7498779296875,1996-06-07
5.811047554016113,1996-06-10
5.841631889343262,1996-06-11
5.7804646492004395,1996-06-12
5.841631889343262,1996-06-13
5.841631889343262,1996-06-14
5.811047554016113,1996-06-17
5.811047554016113,1996-06-18
5.841631889343262,1996-06-19
5.933387756347656,1996-06-20
6.055726051330566,1996-06-21
6.086305618286133,1996-06-24
6.086305618286133,1996-06-25
6.142429828643799,1996-06-26
6.142429828643799,1996-06-27
5.924172878265381,1996-06-28
5.955352783203125,1996-07-01
5.955352783203125,1996-07-02
5.955352783203125,1996-07-03
5.955352783203125,1996-07-05
5.955352783203125,1996-07-08
5.955352783203125,1996-07-09
5.861811637878418,1996-07-10
5.830631256103516,1996-07-11
5.861811637878418,1996-07-12
5.76827335357666,1996-07-15
5.737095832824707,1996-07-16
5.705913066864014,1996-07-17
5.924172878265381,1996-07-18
5.955352783203125,1996-07-19
5.861811637878418,1996-07-22
5.861811637878418,1996-07-23
5.830631256103516,1996-07-24
5.924172878265381,1996-07-25
5.8929948806762695,1996-07-26
5.8929948806762695,1996-07-29
6.048893928527832,1996-07-30
6.048893928527832,1996-07-31
6.142429828643799,1996-08-01
6.111250877380371,1996-08-02
6.142429828643799,1996-08-05
6.173614501953125,1996-08-06
6.173614501953125,1996-08-07
6.142429828643799,1996-08-08
6.111250877380371,1996-08-09
6.142429828643799,1996-08-12
6.267154216766357,1996-08-13
6.235971927642822,1996-08-14
6.173614501953125,1996-08-15
6.235971927642822,1996-08-16
6.204789638519287,1996-08-19
6.235971927642822,1996-08-20
6.235971927642822,1996-08-21
6.4230523109436035,1996-08-22
6.454231262207031,1996-08-23
6.4230523109436035,1996-08-26
6.4230523109436035,1996-08-27
6.4230523109436035,1996-08-28
6.391870498657227,1996-08-29
6.360690593719482,1996-08-30
6.4230523109436035,1996-09-03
6.454231262207031,1996-09-04
6.391870498657227,1996-09-05
6.4230523109436035,1996-09-06
6.454231262207031,1996-09-09
6.48540735244751,1996-09-10
6.454231262207031,1996-09-11
6.578951358795166,1996-09-12
6.48540735244751,1996-09-13
6.454231262207031,1996-09-16
6.48540735244751,1996-09-17
6.516590595245361,1996-09-18
6.48540735244751,1996-09-19
6.48540735244751,1996-09-20
6.454231262207031,1996-09-23
6.454231262207031,1996-09-24
6.4230523109436035,1996-09-25
6.511993885040283,1996-09-26
6.511993885040283,1996-09-27
6.511993885040283,1996-09-30
6.543761730194092,1996-10-01
6.543761730194092,1996-10-02
6.543761730194092,1996-10-03
6.543761730194092,1996-10-04
6.543761730194092,1996-10-07
6.607292175292969,1996-10-08
6.766117572784424,1996-10-09
6.8614182472229,1996-10-10
6.893182754516602,1996-10-11
7.147310256958008,1996-10-14
7.052016258239746,1996-10-15
6.924952030181885,1996-10-16
6.893182754516602,1996-10-17
6.8614182472229,1996-10-18
6.797887325286865,1996-10-21
6.829653739929199,1996-10-22
6.893182754516602,1996-10-23
6.956717491149902,1996-10-24
6.924952030181885,1996-10-25
6.924952030181885,1996-10-28
6.8614182472229,1996-10-29
6.8614182472229,1996-10-30
6.924952030181885,1996-10-31
6.924952030181885,1996-11-01
6.956717491149902,1996-11-04
6.8614182472229,1996-11-05
6.8614182472229,1996-11-06
6.956717491149902,1996-11-07
7.052016258239746,1996-11-08
7.052016258239746,1996-11-11
7.020249366760254,1996-11-12
6.988483905792236,1996-11-13
6.956717491149902,1996-11-14
6.893182754516602,1996-11-15
6.893182754516602,1996-11-18
6.924952030181885,1996-11-19
6.924952030181885,1996-11-20
6.893182754516602,1996-11-21
6.893182754516602,1996-11-22
6.924952030181885,1996-11-25
6.988483905792236,1996-11-26
7.052016258239746,1996-11-27
7.020249366760254,1996-11-29
7.020249366760254,1996-12-02
7.052016258239746,1996-12-03
7.052016258239746,1996-12-04
7.020249366760254,1996-12-05
7.020249366760254,1996-12-06
6.893182754516602,1996-12-09
6.988483905792236,1996-12-10
6.988483905792236,1996-12-11
6.988483905792236,1996-12-12
7.242610454559326,1996-12-13
7.274376392364502,1996-12-16
7.242610454559326,1996-12-17
7.242610454559326,1996-12-18
7.242610454559326,1996-12-19
7.274376392364502,1996-12-20
7.242610454559326,1996-12-23
7.242610454559326,1996-12-24
7.236147880554199,1996-12-26
7.300755500793457,1996-12-27
7.300755500793457,1996-12-30
7.397672176361084,1996-12-31
7.236147880554199,1997-01-02
7.268451690673828,1997-01-03
7.333058834075928,1997-01-06
7.333058834075928,1997-01-07
7.365365505218506,1997-01-08
7.365365505218506,1997-01-09
7.300755500793457,1997-01-10
7.365365505218506,1997-01-13
7.365365505218506,1997-01-14
7.300755500793457,1997-01-15
7.300755500793457,1997-01-16
7.236147880554199,1997-01-17
7.268451690673828,1997-01-20
7.300755500793457,1997-01-21
7.268451690673828,1997-01-22
7.300755500793457,1997-01-23
7.300755500793457,1997-01-24
7.106934070587158,1997-01-27
7.042323589324951,1997-01-28
6.977713584899902,1997-01-29
7.010014533996582,1997-01-30
6.977713584899902,1997-01-31
7.042323589324951,1997-02-03
7.042323589324951,1997-02-04
7.042323589324951,1997-02-05
7.042323589324951,1997-02-06
7.1392364501953125,1997-02-07
7.1392364501953125,1997-02-10
7.171540260314941,1997-02-11
7.1392364501953125,1997-02-12
7.106934070587158,1997-02-13
7.042323589324951,1997-02-14
7.106934070587158,1997-02-18
7.171540260314941,1997-02-19
7.106934070587158,1997-02-20
7.1392364501953125,1997-02-21
7.1392364501953125,1997-02-24
7.171540260314941,1997-02-25
7.07462739944458,1997-02-26
7.042323589324951,1997-02-27
7.07462739944458,1997-02-28
7.106934070587158,1997-03-03
7.171540260314941,1997-03-04
7.171540260314941,1997-03-05
7.171540260314941,1997-03-06
7.1392364501953125,1997-03-07
7.203845977783203,1997-03-10
7.203845977783203,1997-03-11
7.236147880554199,1997-03-12
7.203845977783203,1997-03-13
7.203845977783203,1997-03-14
7.268451690673828,1997-03-17
7.236147880554199,1997-03-18
7.236147880554199,1997-03-19
