EW,Date
1.3697919845581055,2000-12-01
1.3229169845581055,2000-12-04
1.359375,2000-12-05
1.3229169845581055,2000-12-06
1.3385419845581055,2000-12-07
1.40625,2000-12-08
1.3802080154418945,2000-12-11
1.3333330154418945,2000-12-12
1.3177080154418945,2000-12-13
1.2552080154418945,2000-12-14
1.3177080154418945,2000-12-15
1.3125,2000-12-18
1.4010419845581055,2000-12-19
1.375,2000-12-20
1.3802080154418945,2000-12-21
1.3958330154418945,2000-12-22
1.3854169845581055,2000-12-26
1.4010419845581055,2000-12-27
1.4479169845581055,2000-12-28
1.4791669845581055,2000-12-29
1.4479169845581055,2001-01-02
1.5260419845581055,2001-01-03
1.5208330154418945,2001-01-04
1.40625,2001-01-05
1.4166669845581055,2001-01-08
1.453125,2001-01-09
1.5,2001-01-10
1.484375,2001-01-11
1.4947919845581055,2001-01-12
1.5,2001-01-16
1.4947919845581055,2001-01-17
1.5208330154418945,2001-01-18
1.4635419845581055,2001-01-19
1.4895830154418945,2001-01-22
1.4791669845581055,2001-01-23
1.5,2001-01-24
1.4895830154418945,2001-01-25
1.4479169845581055,2001-01-26
1.5225000381469727,2001-01-29
1.5333329439163208,2001-01-30
1.5208330154418945,2001-01-31
1.537500023841858,2001-02-01
1.5416669845581055,2001-02-02
1.4950000047683716,2001-02-05
1.4391670227050781,2001-02-06
1.5416669845581055,2001-02-07
1.5783330202102661,2001-02-08
1.6208330392837524,2001-02-09
1.7916669845581055,2001-02-12
1.678333044052124,2001-02-13
1.6833330392837524,2001-02-14
1.75,2001-02-15
1.7191669940948486,2001-02-16
1.7300000190734863,2001-02-20
1.7333329916000366,2001-02-21
1.773332953453064,2001-02-22
1.7166670560836792,2001-02-23
1.75,2001-02-26
1.8125,2001-02-27
1.7458330392837524,2001-02-28
1.7691669464111328,2001-03-01
1.6875,2001-03-02
1.6649999618530273,2001-03-05
1.6649999618530273,2001-03-06
1.5916670560836792,2001-03-07
1.6124999523162842,2001-03-08
1.5950000286102295,2001-03-09
1.5958329439163208,2001-03-12
1.6541670560836792,2001-03-13
1.6549999713897705,2001-03-14
1.6266670227050781,2001-03-15
1.6166670322418213,2001-03-16
1.600000023841858,2001-03-19
1.553333044052124,2001-03-20
1.5399999618530273,2001-03-21
1.5,2001-03-22
1.4833329916000366,2001-03-23
1.4916670322418213,2001-03-26
1.539167046546936,2001-03-27
1.4950000047683716,2001-03-28
1.6258330345153809,2001-03-29
1.6333329677581787,2001-03-30
1.6174999475479126,2001-04-02
1.5333329439163208,2001-04-03
1.5708329677581787,2001-04-04
1.5916670560836792,2001-04-05
1.625,2001-04-06
1.6124999523162842,2001-04-09
1.5941669940948486,2001-04-10
1.5341670513153076,2001-04-11
1.5399999618530273,2001-04-12
1.5541670322418213,2001-04-16
1.5916670560836792,2001-04-17
1.5833330154418945,2001-04-18
1.6666669845581055,2001-04-19
1.6649999618530273,2001-04-20
1.6666669845581055,2001-04-23
1.662500023841858,2001-04-24
1.6466670036315918,2001-04-25
1.636667013168335,2001-04-26
1.8416670560836792,2001-04-27
1.8041670322418213,2001-04-30
1.8666670322418213,2001-05-01
1.8416670560836792,2001-05-02
1.849166989326477,2001-05-03
1.9208329916000366,2001-05-04
1.8716670274734497,2001-05-07
1.8991669416427612,2001-05-08
1.8758330345153809,2001-05-09
1.8741669654846191,2001-05-10
1.8583329916000366,2001-05-11
1.914167046546936,2001-05-14
1.9458329677581787,2001-05-15
1.9800000190734863,2001-05-16
2.0,2001-05-17
1.9850000143051147,2001-05-18
2.0,2001-05-21
1.9208329916000366,2001-05-22
1.960832953453064,2001-05-23
1.9166669845581055,2001-05-24
1.8816670179367065,2001-05-25
1.8650000095367432,2001-05-29
1.8333330154418945,2001-05-30
1.9308329820632935,2001-05-31
1.988332986831665,2001-06-01
2.0058329105377197,2001-06-04
2.0541670322418213,2001-06-05
2.0833330154418945,2001-06-06
2.0975000858306885,2001-06-07
2.0875000953674316,2001-06-08
2.066667079925537,2001-06-11
2.038332939147949,2001-06-12
2.0316669940948486,2001-06-13
1.9983329772949219,2001-06-14
1.9900000095367432,2001-06-15
2.002500057220459,2001-06-18
2.009999990463257,2001-06-19
2.0450000762939453,2001-06-20
2.055000066757202,2001-06-21
2.058332920074463,2001-06-22
2.057499885559082,2001-06-25
2.0899999141693115,2001-06-26
2.123332977294922,2001-06-27
2.125,2001-06-28
2.196666955947876,2001-06-29
2.191667079925537,2001-07-02
2.1875,2001-07-03
2.178333044052124,2001-07-05
2.123332977294922,2001-07-06
2.202500104904175,2001-07-09
2.2183330059051514,2001-07-10
2.2200000286102295,2001-07-11
2.24666690826416,2001-07-12
2.315000057220459,2001-07-13
2.178333044052124,2001-07-16
2.190000057220459,2001-07-17
2.1558330059051514,2001-07-18
2.004167079925537,2001-07-19
1.9291670322418213,2001-07-20
1.9199999570846558,2001-07-23
1.9900000095367432,2001-07-24
1.9541670083999634,2001-07-25
2.009166955947876,2001-07-26
2.0833330154418945,2001-07-27
2.0708329677581787,2001-07-30
2.065000057220459,2001-07-31
2.075000047683716,2001-08-01
2.007499933242798,2001-08-02
1.9958330392837524,2001-08-03
2.0233330726623535,2001-08-06
2.0316669940948486,2001-08-07
2.0291669368743896,2001-08-08
1.9983329772949219,2001-08-09
1.9874999523162842,2001-08-10
2.012500047683716,2001-08-13
2.0883328914642334,2001-08-14
2.1024999618530273,2001-08-15
2.081666946411133,2001-08-16
2.120832920074463,2001-08-17
2.168333053588867,2001-08-20
2.1066670417785645,2001-08-21
2.129167079925537,2001-08-22
2.165832996368408,2001-08-23
2.1458330154418945,2001-08-24
2.137500047683716,2001-08-27
2.0950000286102295,2001-08-28
2.174999952316284,2001-08-29
2.190000057220459,2001-08-30
2.19083309173584,2001-08-31
2.1666669845581055,2001-09-04
2.168333053588867,2001-09-05
2.1666669845581055,2001-09-06
2.1716670989990234,2001-09-07
2.137500047683716,2001-09-10
2.0683329105377197,2001-09-17
1.9791669845581055,2001-09-18
1.9383330345153809,2001-09-19
1.835832953453064,2001-09-20
1.8041670322418213,2001-09-21
1.75,2001-09-24
1.7599999904632568,2001-09-25
1.837499976158142,2001-09-26
1.8600000143051147,2001-09-27
1.8666670322418213,2001-09-28
1.9391670227050781,2001-10-01
1.988332986831665,2001-10-02
1.9375,2001-10-03
2.0108330249786377,2001-10-04
2.0208330154418945,2001-10-05
2.0341670513153076,2001-10-08
2.012500047683716,2001-10-09
2.0250000953674316,2001-10-10
2.058332920074463,2001-10-11
2.040832996368408,2001-10-12
2.007499933242798,2001-10-15
2.058332920074463,2001-10-16
2.0541670322418213,2001-10-17
2.0899999141693115,2001-10-18
2.188333034515381,2001-10-19
2.168333053588867,2001-10-22
2.1958329677581787,2001-10-23
2.191667079925537,2001-10-24
2.2416670322418213,2001-10-25
2.163332939147949,2001-10-26
2.0541670322418213,2001-10-29
2.0916669368743896,2001-10-30
2.1166670322418213,2001-10-31
2.1624999046325684,2001-11-01
2.184999942779541,2001-11-02
2.1566669940948486,2001-11-05
2.141666889190674,2001-11-06
2.0875000953674316,2001-11-07
2.0875000953674316,2001-11-08
2.1050000190734863,2001-11-09
2.1166670322418213,2001-11-12
2.076667070388794,2001-11-13
2.0233330726623535,2001-11-14
1.974166989326477,2001-11-15
1.9508329629898071,2001-11-16
1.9458329677581787,2001-11-19
2.0333330631256104,2001-11-20
2.0833330154418945,2001-11-21
2.0999999046325684,2001-11-23
2.141666889190674,2001-11-26
2.075000047683716,2001-11-27
2.0783329010009766,2001-11-28
2.144166946411133,2001-11-29
2.1041669845581055,2001-11-30
2.0391669273376465,2001-12-03
2.129167079925537,2001-12-04
2.118333101272583,2001-12-05
2.134999990463257,2001-12-06
2.1524999141693115,2001-12-07
2.0566670894622803,2001-12-10
2.170833110809326,2001-12-11
2.206666946411133,2001-12-12
2.2416670322418213,2001-12-13
2.2241671085357666,2001-12-14
2.3666670322418213,2001-12-17
2.37166690826416,2001-12-18
2.3066670894622803,2001-12-19
2.295833110809326,2001-12-20
2.2866671085357666,2001-12-21
2.384999990463257,2001-12-24
2.379167079925537,2001-12-26
2.300832986831665,2001-12-27
2.396667003631592,2001-12-28
2.302500009536743,2001-12-31
2.2833330631256104,2002-01-02
2.254167079925537,2002-01-03
2.2791669368743896,2002-01-04
2.2758328914642334,2002-01-07
2.2750000953674316,2002-01-08
2.25,2002-01-09
2.233333110809326,2002-01-10
2.1533329486846924,2002-01-11
2.170833110809326,2002-01-14
2.2083330154418945,2002-01-15
2.1691670417785645,2002-01-16
2.1691670417785645,2002-01-17
2.1666669845581055,2002-01-18
2.180833101272583,2002-01-22
2.2291669845581055,2002-01-23
2.2200000286102295,2002-01-24
2.250833034515381,2002-01-25
2.2808330059051514,2002-01-28
2.245832920074463,2002-01-29
2.2791669368743896,2002-01-30
2.2441670894622803,2002-01-31
2.2950000762939453,2002-02-01
2.137500047683716,2002-02-04
2.12166690826416,2002-02-05
2.3333330154418945,2002-02-06
2.365833044052124,2002-02-07
2.4166669845581055,2002-02-08
2.4608330726623535,2002-02-11
2.3333330154418945,2002-02-12
2.358333110809326,2002-02-13
2.3666670322418213,2002-02-14
2.3041670322418213,2002-02-15
2.25,2002-02-19
2.4041669368743896,2002-02-20
2.2833330631256104,2002-02-21
2.4149999618530273,2002-02-22
2.295833110809326,2002-02-25
2.303333044052124,2002-02-26
2.3383328914642334,2002-02-27
2.377500057220459,2002-02-28
2.3125,2002-03-01
2.2858328819274902,2002-03-04
2.30916690826416,2002-03-05
2.3441669940948486,2002-03-06
2.3208329677581787,2002-03-07
2.3183329105377197,2002-03-08
2.2558329105377197,2002-03-11
2.3416669368743896,2002-03-12
2.308332920074463,2002-03-13
2.311666965484619,2002-03-14
2.311666965484619,2002-03-15
2.325000047683716,2002-03-18
2.3333330154418945,2002-03-19
2.2991669178009033,2002-03-20
2.3333330154418945,2002-03-21
2.3041670322418213,2002-03-22
2.266666889190674,2002-03-25
2.3433330059051514,2002-03-26
2.2683329582214355,2002-03-27
2.329166889190674,2002-03-28
2.299999952316284,2002-04-01
2.2391669750213623,2002-04-02
2.244999885559082,2002-04-03
2.2683329582214355,2002-04-04
2.2249999046325684,2002-04-05
2.2183330059051514,2002-04-08
2.2841670513153076,2002-04-09
2.255000114440918,2002-04-10
2.254167079925537,2002-04-11
2.322499990463257,2002-04-12
2.249166965484619,2002-04-15
2.3324999809265137,2002-04-16
2.2416670322418213,2002-04-17
2.2791669368743896,2002-04-18
2.233333110809326,2002-04-19
2.254167079925537,2002-04-22
2.2341670989990234,2002-04-23
2.0333330631256104,2002-04-24
2.0833330154418945,2002-04-25
2.0950000286102295,2002-04-26
2.066667079925537,2002-04-29
2.0933330059051514,2002-04-30
2.1458330154418945,2002-05-01
2.183332920074463,2002-05-02
2.192500114440918,2002-05-03
2.127500057220459,2002-05-06
2.1675000190734863,2002-05-07
2.1475000381469727,2002-05-08
2.0933330059051514,2002-05-09
2.065000057220459,2002-05-10
2.040832996368408,2002-05-13
2.0341670513153076,2002-05-14
2.123332977294922,2002-05-15
2.0274999141693115,2002-05-16
2.0833330154418945,2002-05-17
1.9816670417785645,2002-05-20
2.0208330154418945,2002-05-21
1.9791669845581055,2002-05-22
2.0158329010009766,2002-05-23
1.9833329916000366,2002-05-24
2.021667003631592,2002-05-28
1.9658329486846924,2002-05-29
2.043333053588867,2002-05-30
1.9850000143051147,2002-05-31
1.9308329820632935,2002-06-03
1.9375,2002-06-04
1.9483330249786377,2002-06-05
1.8958330154418945,2002-06-06
1.875,2002-06-07
1.9833329916000366,2002-06-10
1.9041670560836792,2002-06-11
1.9416669607162476,2002-06-12
1.9558329582214355,2002-06-13
2.011667013168335,2002-06-14
2.0441670417785645,2002-06-17
2.0708329677581787,2002-06-18
1.9958330392837524,2002-06-19
2.002500057220459,2002-06-20
2.0,2002-06-21
1.928333044052124,2002-06-24
1.9316669702529907,2002-06-25
1.8975000381469727,2002-06-26
1.9058330059051514,2002-06-27
1.9333330392837524,2002-06-28
1.8166669607162476,2002-07-01
1.7374999523162842,2002-07-02
1.8291670083999634,2002-07-03
1.8166669607162476,2002-07-05
1.7966669797897339,2002-07-08
1.7791670560836792,2002-07-09
1.6683330535888672,2002-07-10
1.636667013168335,2002-07-11
1.7308330535888672,2002-07-12
1.6791670322418213,2002-07-15
1.7516670227050781,2002-07-16
1.8083330392837524,2002-07-17
1.75,2002-07-18
1.6875,2002-07-19
1.6491669416427612,2002-07-22
1.5475000143051147,2002-07-23
1.8250000476837158,2002-07-24
1.9641669988632202,2002-07-25
1.9600000381469727,2002-07-26
1.9916670322418213,2002-07-29
2.004167079925537,2002-07-30
2.0283329486846924,2002-07-31
2.0416669845581055,2002-08-01
1.997499942779541,2002-08-02
1.9166669845581055,2002-08-05
2.001667022705078,2002-08-06
2.0341670513153076,2002-08-07
2.0891671180725098,2002-08-08
2.110832929611206,2002-08-09
2.066667079925537,2002-08-12
2.0416669845581055,2002-08-13
2.108333110809326,2002-08-14
2.0824999809265137,2002-08-15
2.0875000953674316,2002-08-16
2.1041669845581055,2002-08-19
2.112499952316284,2002-08-20
2.12166690826416,2002-08-21
2.1066670417785645,2002-08-22
2.0924999713897705,2002-08-23
2.0875000953674316,2002-08-26
2.071666955947876,2002-08-27
2.065000057220459,2002-08-28
2.0783329010009766,2002-08-29
2.0516669750213623,2002-08-30
1.9941669702529907,2002-09-03
2.0250000953674316,2002-09-04
2.0083329677581787,2002-09-05
2.0374999046325684,2002-09-06
2.069166898727417,2002-09-09
2.066667079925537,2002-09-10
2.075000047683716,2002-09-11
2.063333034515381,2002-09-12
2.063333034515381,2002-09-13
2.059999942779541,2002-09-16
2.0308330059051514,2002-09-17
2.0516669750213623,2002-09-18
2.049999952316284,2002-09-19
2.079166889190674,2002-09-20
2.0683329105377197,2002-09-23
2.060832977294922,2002-09-24
2.0833330154418945,2002-09-25
2.0991671085357666,2002-09-26
2.100832939147949,2002-09-27
2.132499933242798,2002-09-30
2.125,2002-10-01
2.108333110809326,2002-10-02
2.1333329677581787,2002-10-03
2.1541669368743896,2002-10-04
2.1458330154418945,2002-10-07
2.141666889190674,2002-10-08
2.0833330154418945,2002-10-09
2.0625,2002-10-10
2.075000047683716,2002-10-11
2.079166889190674,2002-10-14
2.057499885559082,2002-10-15
2.064167022705078,2002-10-16
2.06583309173584,2002-10-17
2.05916690826416,2002-10-18
2.0299999713897705,2002-10-21
1.990833044052124,2002-10-22
2.1166670322418213,2002-10-23
2.168333053588867,2002-10-24
2.170833110809326,2002-10-25
2.174999952316284,2002-10-28
2.141666889190674,2002-10-29
2.125,2002-10-30
2.1408329010009766,2002-10-31
2.137500047683716,2002-11-01
2.1675000190734863,2002-11-04
2.1624999046325684,2002-11-05
2.1624999046325684,2002-11-06
2.1383330821990967,2002-11-07
2.1066670417785645,2002-11-08
2.109999895095825,2002-11-11
2.136667013168335,2002-11-12
2.204166889190674,2002-11-13
2.211667060852051,2002-11-14
2.2758328914642334,2002-11-15
2.2558329105377197,2002-11-18
2.254167079925537,2002-11-19
2.2608330249786377,2002-11-20
2.2833330631256104,2002-11-21
2.2758328914642334,2002-11-22
2.25,2002-11-25
2.2366669178009033,2002-11-26
2.196666955947876,2002-11-27
2.1933329105377197,2002-11-29
2.1333329677581787,2002-12-02
2.125,2002-12-03
2.1458330154418945,2002-12-04
2.1583330631256104,2002-12-05
2.170833110809326,2002-12-06
2.1649999618530273,2002-12-09
2.1508328914642334,2002-12-10
2.184999942779541,2002-12-11
2.170833110809326,2002-12-12
2.137500047683716,2002-12-13
2.1816670894622803,2002-12-16
2.146667003631592,2002-12-17
2.1608328819274902,2002-12-18
2.183332920074463,2002-12-19
2.178333044052124,2002-12-20
2.175832986831665,2002-12-23
2.1875,2002-12-24
2.1716670989990234,2002-12-26
2.1591670513153076,2002-12-27
2.118333101272583,2002-12-30
2.122499942779541,2002-12-31
2.131666898727417,2003-01-02
2.1333329677581787,2003-01-03
2.117500066757202,2003-01-06
2.0991671085357666,2003-01-07
2.129167079925537,2003-01-08
2.1141669750213623,2003-01-09
2.123332977294922,2003-01-10
2.129167079925537,2003-01-13
2.130000114440918,2003-01-14
2.1666669845581055,2003-01-15
2.1675000190734863,2003-01-16
2.141666889190674,2003-01-17
2.130000114440918,2003-01-21
2.18416690826416,2003-01-22
2.189167022705078,2003-01-23
2.139167070388794,2003-01-24
2.0758330821990967,2003-01-27
2.0983328819274902,2003-01-28
2.0941669940948486,2003-01-29
2.0366671085357666,2003-01-30
2.125833034515381,2003-01-31
2.0441670417785645,2003-02-03
2.1608328819274902,2003-02-04
2.129167079925537,2003-02-05
2.124166965484619,2003-02-06
2.12833309173584,2003-02-07
2.120832920074463,2003-02-10
2.1424999237060547,2003-02-11
2.113332986831665,2003-02-12
2.064167022705078,2003-02-13
2.0983328819274902,2003-02-14
2.1458330154418945,2003-02-18
2.130000114440918,2003-02-19
2.1549999713897705,2003-02-20
2.170833110809326,2003-02-21
2.12833309173584,2003-02-24
2.170833110809326,2003-02-25
2.174999952316284,2003-02-26
2.2049999237060547,2003-02-27
2.2174999713897705,2003-02-28
2.2100000381469727,2003-03-03
2.2100000381469727,2003-03-04
2.2141671180725098,2003-03-05
2.180833101272583,2003-03-06
2.204166889190674,2003-03-07
2.1700000762939453,2003-03-10
2.1591670513153076,2003-03-11
2.124166965484619,2003-03-12
2.178333044052124,2003-03-13
2.182499885559082,2003-03-14
2.2249999046325684,2003-03-17
2.182499885559082,2003-03-18
2.2108330726623535,2003-03-19
2.2241671085357666,2003-03-20
2.290832996368408,2003-03-21
2.237499952316284,2003-03-24
2.2841670513153076,2003-03-25
2.251667022705078,2003-03-26
2.245832920074463,2003-03-27
2.2583329677581787,2003-03-28
2.2833330631256104,2003-03-31
2.311666965484619,2003-04-01
2.3233330249786377,2003-04-02
2.3016669750213623,2003-04-03
2.2683329582214355,2003-04-04
2.2583329677581787,2003-04-07
2.2799999713897705,2003-04-08
2.256666898727417,2003-04-09
2.2841670513153076,2003-04-10
2.2766671180725098,2003-04-11
2.31583309173584,2003-04-14
2.316667079925537,2003-04-15
2.2708330154418945,2003-04-16
2.274167060852051,2003-04-17
2.2750000953674316,2003-04-21
2.249166965484619,2003-04-22
2.4041669368743896,2003-04-23
2.4041669368743896,2003-04-24
2.3949999809265137,2003-04-25
2.4024999141693115,2003-04-28
2.391666889190674,2003-04-29
2.4058330059051514,2003-04-30
2.379167079925537,2003-05-01
2.394166946411133,2003-05-02
2.3975000381469727,2003-05-05
2.432499885559082,2003-05-06
2.4725000858306885,2003-05-07
2.4766669273376465,2003-05-08
2.4649999141693115,2003-05-09
2.548332929611206,2003-05-12
2.5358328819274902,2003-05-13
2.5333330631256104,2003-05-14
2.5541670322418213,2003-05-15
2.55916690826416,2003-05-16
2.5358328819274902,2003-05-19
2.515000104904175,2003-05-20
2.545833110809326,2003-05-21
2.559999942779541,2003-05-22
2.5316669940948486,2003-05-23
2.5208330154418945,2003-05-27
2.436666965484619,2003-05-28
2.488332986831665,2003-05-29
2.5266671180725098,2003-05-30
2.509166955947876,2003-06-02
2.500833034515381,2003-06-03
2.516666889190674,2003-06-04
2.5516669750213623,2003-06-05
2.5325000286102295,2003-06-06
2.493333101272583,2003-06-09
2.5316669940948486,2003-06-10
2.5916669368743896,2003-06-11
2.644166946411133,2003-06-12
2.6050000190734863,2003-06-13
2.6741669178009033,2003-06-16
2.674999952316284,2003-06-17
2.704166889190674,2003-06-18
2.7058329582214355,2003-06-19
2.6475000381469727,2003-06-20
2.567500114440918,2003-06-23
2.5941669940948486,2003-06-24
2.5924999713897705,2003-06-25
2.6141669750213623,2003-06-26
2.6700000762939453,2003-06-27
2.678333044052124,2003-06-30
2.6641669273376465,2003-07-01
2.7100000381469727,2003-07-02
2.673332929611206,2003-07-03
2.677500009536743,2003-07-07
2.6575000286102295,2003-07-08
2.696666955947876,2003-07-09
2.6716670989990234,2003-07-10
2.704166889190674,2003-07-11
2.691667079925537,2003-07-14
2.696666955947876,2003-07-15
2.6791670322418213,2003-07-16
2.6583330631256104,2003-07-17
2.678333044052124,2003-07-18
2.615000009536743,2003-07-21
2.665832996368408,2003-07-22
2.2916669845581055,2003-07-23
2.264167070388794,2003-07-24
2.2708330154418945,2003-07-25
2.242500066757202,2003-07-28
2.2799999713897705,2003-07-29
2.300832986831665,2003-07-30
2.353332996368408,2003-07-31
2.2799999713897705,2003-08-01
2.249166965484619,2003-08-04
2.2058329582214355,2003-08-05
2.180000066757202,2003-08-06
2.209167003631592,2003-08-07
2.2416670322418213,2003-08-08
2.2808330059051514,2003-08-11
2.3516669273376465,2003-08-12
2.390000104904175,2003-08-13
2.396667003631592,2003-08-14
2.418333053588867,2003-08-15
2.424999952316284,2003-08-18
2.427500009536743,2003-08-19
2.4083330631256104,2003-08-20
2.4058330059051514,2003-08-21
2.363332986831665,2003-08-22
2.3499999046325684,2003-08-25
2.3324999809265137,2003-08-26
2.319166898727417,2003-08-27
2.3358330726623535,2003-08-28
2.369999885559082,2003-08-29
2.370832920074463,2003-09-02
2.3424999713897705,2003-09-03
2.3908329010009766,2003-09-04
2.374166965484619,2003-09-05
2.365833044052124,2003-09-08
2.3666670322418213,2003-09-09
2.3324999809265137,2003-09-10
2.3499999046325684,2003-09-11
2.311666965484619,2003-09-12
2.2941670417785645,2003-09-15
2.2750000953674316,2003-09-16
2.2791669368743896,2003-09-17
2.290832996368408,2003-09-18
2.2833330631256104,2003-09-19
2.2725000381469727,2003-09-22
2.298332929611206,2003-09-23
2.254167079925537,2003-09-24
2.261667013168335,2003-09-25
2.247499942779541,2003-09-26
2.261667013168335,2003-09-29
2.256666898727417,2003-09-30
2.299999952316284,2003-10-01
2.324167013168335,2003-10-02
2.319166898727417,2003-10-03
2.327500104904175,2003-10-06
2.3358330726623535,2003-10-07
2.4533329010009766,2003-10-08
2.456666946411133,2003-10-09
2.444166898727417,2003-10-10
2.4241669178009033,2003-10-13
2.4166669845581055,2003-10-14
2.451667070388794,2003-10-15
2.4791669845581055,2003-10-16
2.454166889190674,2003-10-17
2.434999942779541,2003-10-20
2.2916669845581055,2003-10-21
2.3016669750213623,2003-10-22
2.311666965484619,2003-10-23
2.382499933242798,2003-10-24
2.4041669368743896,2003-10-27
2.4149999618530273,2003-10-28
2.4458329677581787,2003-10-29
2.4166669845581055,2003-10-30
2.4166669845581055,2003-10-31
2.423332929611206,2003-11-03
2.3858330249786377,2003-11-04
2.3949999809265137,2003-11-05
2.4200000762939453,2003-11-06
2.386667013168335,2003-11-07
2.362499952316284,2003-11-10
2.381666898727417,2003-11-11
2.3908329010009766,2003-11-12
2.43416690826416,2003-11-13
2.372499942779541,2003-11-14
2.379167079925537,2003-11-17
2.4166669845581055,2003-11-18
2.450000047683716,2003-11-19
2.4708330631256104,2003-11-20
2.475832939147949,2003-11-21
2.506666898727417,2003-11-24
2.490000009536743,2003-11-25
2.4941670894622803,2003-11-26
2.509999990463257,2003-11-28
2.5891671180725098,2003-12-01
2.557499885559082,2003-12-02
2.550832986831665,2003-12-03
2.5350000858306885,2003-12-04
2.4866669178009033,2003-12-05
2.497499942779541,2003-12-08
2.447499990463257,2003-12-09
2.450000047683716,2003-12-10
2.504167079925537,2003-12-11
2.499166965484619,2003-12-12
2.4941670894622803,2003-12-15
2.4375,2003-12-16
2.456666946411133,2003-12-17
2.484999895095825,2003-12-18
2.4700000286102295,2003-12-19
2.451667070388794,2003-12-22
2.4666669368743896,2003-12-23
2.4733328819274902,2003-12-24
2.490833044052124,2003-12-26
2.499166965484619,2003-12-29
2.5291669368743896,2003-12-30
2.506666898727417,2003-12-31
2.494999885559082,2004-01-02
2.4766669273376465,2004-01-05
2.4674999713897705,2004-01-06
2.505000114440918,2004-01-07
2.509999990463257,2004-01-08
2.506666898727417,2004-01-09
2.512500047683716,2004-01-12
2.5308330059051514,2004-01-13
2.639167070388794,2004-01-14
2.649167060852051,2004-01-15
2.7558329105377197,2004-01-16
2.75,2004-01-20
2.8308329582214355,2004-01-21
2.810832977294922,2004-01-22
2.795833110809326,2004-01-23
2.805833101272583,2004-01-26
2.7725000381469727,2004-01-27
2.80916690826416,2004-01-28
2.8125,2004-01-29
2.9024999141693115,2004-01-30
2.9600000381469727,2004-02-02
2.822499990463257,2004-02-03
2.797499895095825,2004-02-04
2.75,2004-02-05
2.7733330726623535,2004-02-06
2.8375000953674316,2004-02-09
2.8458330631256104,2004-02-10
2.745832920074463,2004-02-11
2.7991669178009033,2004-02-12
2.7733330726623535,2004-02-13
2.7674999237060547,2004-02-17
2.752500057220459,2004-02-18
2.7441670894622803,2004-02-19
2.6983330249786377,2004-02-20
2.665832996368408,2004-02-23
2.6475000381469727,2004-02-24
2.684999942779541,2004-02-25
2.697499990463257,2004-02-26
2.683332920074463,2004-02-27
2.733333110809326,2004-03-01
2.733333110809326,2004-03-02
2.733333110809326,2004-03-03
2.725832939147949,2004-03-04
2.69083309173584,2004-03-05
2.6583330631256104,2004-03-08
2.6166670322418213,2004-03-09
2.5916669368743896,2004-03-10
2.5333330631256104,2004-03-11
2.548332929611206,2004-03-12
2.558332920074463,2004-03-15
2.5708329677581787,2004-03-16
2.627500057220459,2004-03-17
2.5966670513153076,2004-03-18
2.563333034515381,2004-03-19
2.5299999713897705,2004-03-22
2.5450000762939453,2004-03-23
2.5058329105377197,2004-03-24
2.5199999809265137,2004-03-25
2.5708329677581787,2004-03-26
2.5833330154418945,2004-03-29
2.620832920074463,2004-03-30
2.6624999046325684,2004-03-31
2.6566669940948486,2004-04-01
2.6791670322418213,2004-04-02
2.7141671180725098,2004-04-05
2.757499933242798,2004-04-06
2.75,2004-04-07
2.700000047683716,2004-04-08
2.7683329582214355,2004-04-12
2.7241671085357666,2004-04-13
2.7850000858306885,2004-04-14
2.7816669940948486,2004-04-15
2.802500009536743,2004-04-16
2.7866671085357666,2004-04-19
2.75,2004-04-20
2.7608330249786377,2004-04-21
2.7758328914642334,2004-04-22
2.932499885559082,2004-04-23
2.9100000858306885,2004-04-26
2.887500047683716,2004-04-27
2.8383328914642334,2004-04-28
2.924999952316284,2004-04-29
2.87166690826416,2004-04-30
2.8833329677581787,2004-05-03
2.887500047683716,2004-05-04
2.920833110809326,2004-05-05
2.936666965484619,2004-05-06
2.9000000953674316,2004-05-07
2.817500114440918,2004-05-10
2.8458330631256104,2004-05-11
2.8616669178009033,2004-05-12
2.9041669368743896,2004-05-13
2.918333053588867,2004-05-14
2.9033329486846924,2004-05-17
2.8908329010009766,2004-05-18
2.9433329105377197,2004-05-19
2.947499990463257,2004-05-20
2.9600000381469727,2004-05-21
2.941667079925537,2004-05-24
2.9433329105377197,2004-05-25
2.9774999618530273,2004-05-26
3.0316669940948486,2004-05-27
3.0208330154418945,2004-05-28
3.0274999141693115,2004-06-01
3.048332929611206,2004-06-02
3.00333309173584,2004-06-03
2.999166965484619,2004-06-04
3.009999990463257,2004-06-07
3.0299999713897705,2004-06-08
2.9941670894622803,2004-06-09
3.0,2004-06-10
2.9891669750213623,2004-06-14
2.997499942779541,2004-06-15
2.961667060852051,2004-06-16
2.9749999046325684,2004-06-17
2.9741671085357666,2004-06-18
2.961667060852051,2004-06-21
2.9916670322418213,2004-06-22
3.004167079925537,2004-06-23
2.9166669845581055,2004-06-24
2.9216670989990234,2004-06-25
2.87833309173584,2004-06-28
2.9266669750213623,2004-06-29
2.9041669368743896,2004-06-30
2.8475000858306885,2004-07-01
2.819999933242798,2004-07-02
2.8041670322418213,2004-07-06
2.831666946411133,2004-07-07
2.793333053588867,2004-07-08
2.759166955947876,2004-07-09
2.7674999237060547,2004-07-12
2.750833034515381,2004-07-13
2.7808330059051514,2004-07-14
2.805833101272583,2004-07-15
2.7725000381469727,2004-07-16
2.805000066757202,2004-07-19
2.8016669750213623,2004-07-20
