LNCR,Date
3.791670083999634,1994-06-03
3.7291998863220215,1994-06-06
3.791670083999634,1994-06-07
3.75,1994-06-08
3.708329916000366,1994-06-09
3.708329916000366,1994-06-10
3.708329916000366,1994-06-13
3.708329916000366,1994-06-14
3.7291998863220215,1994-06-15
3.708329916000366,1994-06-16
3.687530040740967,1994-06-17
3.666670083999634,1994-06-20
3.562530040740967,1994-06-21
3.5,1994-06-22
3.458329916000366,1994-06-23
3.291670083999634,1994-06-24
3.333329916000366,1994-06-27
3.166670083999634,1994-06-28
3.291670083999634,1994-06-29
3.2291998863220215,1994-06-30
3.208329916000366,1994-07-01
3.333329916000366,1994-07-05
3.333329916000366,1994-07-06
3.208329916000366,1994-07-07
3.375,1994-07-08
3.375,1994-07-11
3.416670083999634,1994-07-12
3.458329916000366,1994-07-13
3.458329916000366,1994-07-14
3.5,1994-07-15
3.541670083999634,1994-07-18
3.458329916000366,1994-07-19
3.458329916000366,1994-07-20
3.708329916000366,1994-07-21
3.6041998863220215,1994-07-22
3.562530040740967,1994-07-25
3.541670083999634,1994-07-26
3.562530040740967,1994-07-27
3.541670083999634,1994-07-28
3.562530040740967,1994-07-29
3.583329916000366,1994-08-01
3.541670083999634,1994-08-02
3.6041998863220215,1994-08-03
3.562530040740967,1994-08-04
3.625,1994-08-05
3.541670083999634,1994-08-08
3.5,1994-08-09
3.5,1994-08-10
3.583329916000366,1994-08-11
3.583329916000366,1994-08-12
3.5,1994-08-15
3.5208699703216553,1994-08-16
3.562530040740967,1994-08-17
3.666670083999634,1994-08-18
3.708329916000366,1994-08-19
3.833329916000366,1994-08-22
3.937530040740967,1994-08-23
3.9010701179504395,1994-08-24
3.916670083999634,1994-08-25
4.0,1994-08-26
4.0,1994-08-29
4.0,1994-08-30
4.125,1994-08-31
4.041669845581055,1994-09-01
4.041669845581055,1994-09-02
4.041669845581055,1994-09-06
4.083330154418945,1994-09-07
4.041669845581055,1994-09-08
4.041669845581055,1994-09-09
4.020870208740234,1994-09-12
4.020870208740234,1994-09-13
4.062530040740967,1994-09-14
4.041669845581055,1994-09-15
4.125,1994-09-16
4.1041998863220215,1994-09-19
4.083330154418945,1994-09-20
4.125,1994-09-21
4.041669845581055,1994-09-22
4.125,1994-09-23
4.062530040740967,1994-09-26
4.0,1994-09-27
3.875,1994-09-28
3.875,1994-09-29
3.875,1994-09-30
3.937530040740967,1994-10-03
3.916670083999634,1994-10-04
3.8958699703216553,1994-10-05
3.916670083999634,1994-10-06
3.916670083999634,1994-10-07
3.916670083999634,1994-10-10
3.937530040740967,1994-10-11
4.041669845581055,1994-10-12
4.041669845581055,1994-10-13
4.041669845581055,1994-10-14
4.125,1994-10-17
4.125,1994-10-18
4.083330154418945,1994-10-19
4.166669845581055,1994-10-20
4.083330154418945,1994-10-21
4.166669845581055,1994-10-24
4.083330154418945,1994-10-25
4.166669845581055,1994-10-26
4.208330154418945,1994-10-27
4.416669845581055,1994-10-28
4.541999816894531,1994-10-31
4.541999816894531,1994-11-01
4.666669845581055,1994-11-02
4.666669845581055,1994-11-03
4.645999908447266,1994-11-04
4.583330154418945,1994-11-07
4.541999816894531,1994-11-08
4.5,1994-11-09
4.5,1994-11-10
4.375329971313477,1994-11-11
4.583330154418945,1994-11-14
4.625329971313477,1994-11-15
4.75,1994-11-16
4.541999816894531,1994-11-17
4.5,1994-11-18
4.458670139312744,1994-11-21
4.291999816894531,1994-11-22
4.375329971313477,1994-11-23
4.583330154418945,1994-11-25
4.625329971313477,1994-11-28
4.541999816894531,1994-11-29
4.541999816894531,1994-11-30
4.60467004776001,1994-12-01
4.60467004776001,1994-12-02
4.708670139312744,1994-12-05
4.666669845581055,1994-12-06
4.541999816894531,1994-12-07
4.25,1994-12-08
4.166669845581055,1994-12-09
4.291999816894531,1994-12-12
4.208670139312744,1994-12-13
4.333330154418945,1994-12-14
4.458670139312744,1994-12-15
4.375329971313477,1994-12-16
4.333330154418945,1994-12-19
4.25,1994-12-20
4.333330154418945,1994-12-21
4.333330154418945,1994-12-22
4.541999816894531,1994-12-23
4.75,1994-12-27
4.771329879760742,1994-12-28
4.75,1994-12-29
4.833330154418945,1994-12-30
4.708670139312744,1995-01-03
4.708670139312744,1995-01-04
4.666669845581055,1995-01-05
4.5626702308654785,1995-01-06
4.541999816894531,1995-01-09
4.625329971313477,1995-01-10
4.438000202178955,1995-01-11
4.375329971313477,1995-01-12
4.395999908447266,1995-01-13
4.458670139312744,1995-01-16
4.541999816894531,1995-01-17
4.5,1995-01-18
4.291999816894531,1995-01-19
4.302670001983643,1995-01-20
4.166669845581055,1995-01-23
4.458670139312744,1995-01-24
4.416669845581055,1995-01-25
4.271329879760742,1995-01-26
4.375329971313477,1995-01-27
4.25,1995-01-30
4.333330154418945,1995-01-31
4.416669845581055,1995-02-01
4.521329879760742,1995-02-02
4.833330154418945,1995-02-03
4.875329971313477,1995-02-06
4.833330154418945,1995-02-07
4.85467004776001,1995-02-08
5.0,1995-02-09
4.958670139312744,1995-02-10
4.833330154418945,1995-02-13
4.521329879760742,1995-02-14
4.583330154418945,1995-02-15
4.645999908447266,1995-02-16
4.333330154418945,1995-02-17
4.10467004776001,1995-02-21
4.166669845581055,1995-02-22
4.438000202178955,1995-02-23
4.541999816894531,1995-02-24
4.583330154418945,1995-02-27
4.666669845581055,1995-02-28
4.625329971313477,1995-03-01
4.479330062866211,1995-03-02
4.541999816894531,1995-03-03
4.5,1995-03-06
4.583330154418945,1995-03-07
4.583330154418945,1995-03-08
4.5,1995-03-09
4.583330154418945,1995-03-10
4.60467004776001,1995-03-13
4.625329971313477,1995-03-14
4.645999908447266,1995-03-15
4.583330154418945,1995-03-16
4.625329971313477,1995-03-17
4.708670139312744,1995-03-20
4.666669845581055,1995-03-21
4.625329971313477,1995-03-22
4.645999908447266,1995-03-23
4.708670139312744,1995-03-24
4.583330154418945,1995-03-27
5.041999816894531,1995-03-28
5.021329879760742,1995-03-29
4.958670139312744,1995-03-30
4.938000202178955,1995-03-31
4.875329971313477,1995-04-03
4.958670139312744,1995-04-04
4.979330062866211,1995-04-05
5.0,1995-04-06
4.958670139312744,1995-04-07
4.958670139312744,1995-04-10
4.916669845581055,1995-04-11
4.916669845581055,1995-04-12
4.8126702308654785,1995-04-13
4.886000156402588,1995-04-17
5.60467004776001,1995-04-18
5.291999816894531,1995-04-19
5.35467004776001,1995-04-20
5.3126702308654785,1995-04-21
5.427330017089844,1995-04-24
5.416669845581055,1995-04-25
5.041999816894531,1995-04-26
4.833330154418945,1995-04-27
5.145999908447266,1995-04-28
5.093999862670898,1995-05-01
5.041999816894531,1995-05-02
4.85467004776001,1995-05-03
4.75,1995-05-04
4.666669845581055,1995-05-05
4.666669845581055,1995-05-08
4.75,1995-05-09
4.688000202178955,1995-05-10
4.541999816894531,1995-05-11
4.291999816894531,1995-05-12
4.375329971313477,1995-05-15
4.35467004776001,1995-05-16
4.479330062866211,1995-05-17
4.688000202178955,1995-05-18
4.8126702308654785,1995-05-19
4.666669845581055,1995-05-22
4.688000202178955,1995-05-23
4.666669845581055,1995-05-24
4.645999908447266,1995-05-25
4.541999816894531,1995-05-26
4.416669845581055,1995-05-30
4.416669845581055,1995-05-31
4.489999771118164,1995-06-01
4.541999816894531,1995-06-02
4.458670139312744,1995-06-05
4.447999954223633,1995-06-06
4.708670139312744,1995-06-07
4.688000202178955,1995-06-08
4.541999816894531,1995-06-09
4.656670093536377,1995-06-12
4.666669845581055,1995-06-13
4.625329971313477,1995-06-14
4.719329833984375,1995-06-15
4.583330154418945,1995-06-16
4.60467004776001,1995-06-19
4.583330154418945,1995-06-20
4.625329971313477,1995-06-21
4.625329971313477,1995-06-22
4.531330108642578,1995-06-23
4.541999816894531,1995-06-26
4.583330154418945,1995-06-27
4.458670139312744,1995-06-28
4.5,1995-06-29
4.427330017089844,1995-06-30
4.416669845581055,1995-07-03
4.416669845581055,1995-07-05
4.395999908447266,1995-07-06
4.25,1995-07-07
4.083330154418945,1995-07-10
4.583330154418945,1995-07-11
4.541999816894531,1995-07-12
4.791999816894531,1995-07-13
4.791999816894531,1995-07-14
4.75,1995-07-17
4.875329971313477,1995-07-18
4.791999816894531,1995-07-19
4.771329879760742,1995-07-20
4.791999816894531,1995-07-21
5.208670139312744,1995-07-24
5.333330154418945,1995-07-25
5.333330154418945,1995-07-26
5.333330154418945,1995-07-27
5.375329971313477,1995-07-28
5.791999816894531,1995-07-31
5.688000202178955,1995-08-01
5.708670139312744,1995-08-02
5.771329879760742,1995-08-03
5.8126702308654785,1995-08-04
5.75,1995-08-07
5.833330154418945,1995-08-08
5.833330154418945,1995-08-09
5.75,1995-08-10
5.708670139312744,1995-08-11
5.791999816894531,1995-08-14
5.666669845581055,1995-08-15
5.541999816894531,1995-08-16
5.625329971313477,1995-08-17
5.666669845581055,1995-08-18
5.125329971313477,1995-08-21
5.208670139312744,1995-08-22
5.145999908447266,1995-08-23
4.875329971313477,1995-08-24
4.833330154418945,1995-08-25
4.593999862670898,1995-08-28
4.5,1995-08-29
4.75,1995-08-30
4.979330062866211,1995-08-31
4.708670139312744,1995-09-01
4.75,1995-09-05
4.666669845581055,1995-09-06
4.625329971313477,1995-09-07
4.833330154418945,1995-09-08
4.75,1995-09-11
4.688000202178955,1995-09-12
4.688000202178955,1995-09-13
4.666669845581055,1995-09-14
4.677330017089844,1995-09-15
4.666669845581055,1995-09-18
4.541999816894531,1995-09-19
4.375329971313477,1995-09-20
4.627999782562256,1995-09-21
4.5,1995-09-22
4.291999816894531,1995-09-25
4.3126702308654785,1995-09-26
4.375329971313477,1995-09-27
4.541999816894531,1995-09-28
4.291999816894531,1995-09-29
3.8126699924468994,1995-10-02
3.7713301181793213,1995-10-03
4.208670139312744,1995-10-04
4.416669845581055,1995-10-05
4.3126702308654785,1995-10-06
4.25,1995-10-09
4.229330062866211,1995-10-10
4.271329879760742,1995-10-11
4.25,1995-10-12
4.25,1995-10-13
4.083330154418945,1995-10-16
4.0,1995-10-17
4.10467004776001,1995-10-18
4.229330062866211,1995-10-19
4.188000202178955,1995-10-20
4.145999908447266,1995-10-23
4.208670139312744,1995-10-24
4.188000202178955,1995-10-25
4.125329971313477,1995-10-26
4.083330154418945,1995-10-27
4.10467004776001,1995-10-30
4.145999908447266,1995-10-31
4.188000202178955,1995-11-01
4.458670139312744,1995-11-02
4.645999908447266,1995-11-03
4.541999816894531,1995-11-06
4.25,1995-11-07
4.25,1995-11-08
4.166669845581055,1995-11-09
3.958669900894165,1995-11-10
3.8959999084472656,1995-11-13
4.021329879760742,1995-11-14
3.937999963760376,1995-11-15
3.916670083999634,1995-11-16
4.208670139312744,1995-11-17
4.083330154418945,1995-11-20
4.1146697998046875,1995-11-21
4.0626702308654785,1995-11-22
4.073329925537109,1995-11-24
4.333330154418945,1995-11-27
4.333330154418945,1995-11-28
4.25,1995-11-29
4.458670139312744,1995-11-30
4.708670139312744,1995-12-01
4.688000202178955,1995-12-04
4.666669845581055,1995-12-05
4.666669845581055,1995-12-06
4.541999816894531,1995-12-07
4.5626702308654785,1995-12-08
4.541999816894531,1995-12-11
4.416669845581055,1995-12-12
4.438000202178955,1995-12-13
4.416669845581055,1995-12-14
4.208670139312744,1995-12-15
4.166669845581055,1995-12-18
4.125329971313477,1995-12-19
4.166669845581055,1995-12-20
4.188000202178955,1995-12-21
4.125329971313477,1995-12-22
4.188000202178955,1995-12-26
4.197999954223633,1995-12-27
4.145999908447266,1995-12-28
