ROP,Date
1.830562949180603,1992-11-02
1.8814113140106201,1992-11-03
1.8814113140106201,1992-11-04
1.8814113140106201,1992-11-05
1.9322612285614014,1992-11-06
1.9068374633789062,1992-11-09
2.033958673477173,1992-11-10
2.059382438659668,1992-11-11
2.059382438659668,1992-11-12
1.855987310409546,1992-11-13
1.855987310409546,1992-11-16
1.7288647890090942,1992-11-17
1.7288647890090942,1992-11-18
1.7542895078659058,1992-11-19
1.830562949180603,1992-11-20
1.830562949180603,1992-11-23
1.7542895078659058,1992-11-24
1.9068374633789062,1992-11-25
1.8941240310668945,1992-11-27
1.830562949180603,1992-11-30
1.8941240310668945,1992-12-01
1.8941240310668945,1992-12-02
1.9068374633789062,1992-12-03
1.9068374633789062,1992-12-04
1.855987310409546,1992-12-07
1.9068374633789062,1992-12-08
1.9322612285614014,1992-12-09
1.9068374633789062,1992-12-10
1.9068374633789062,1992-12-11
1.9068374633789062,1992-12-14
1.9322612285614014,1992-12-15
1.8051384687423706,1992-12-16
1.855987310409546,1992-12-17
1.855987310409546,1992-12-18
1.855987310409546,1992-12-21
1.830562949180603,1992-12-22
1.830562949180603,1992-12-23
1.855987310409546,1992-12-24
1.855987310409546,1992-12-28
1.830562949180603,1992-12-29
1.855987310409546,1992-12-30
1.830562949180603,1992-12-31
1.830562949180603,1993-01-04
1.9322612285614014,1993-01-05
1.9831103086471558,1993-01-06
2.0212459564208984,1993-01-07
1.9576855897903442,1993-01-08
2.0085341930389404,1993-01-11
2.0085341930389404,1993-01-12
2.033958673477173,1993-01-13
2.033958673477173,1993-01-14
2.2627785205841064,1993-01-15
2.110231876373291,1993-01-18
2.177990436553955,1993-01-19
2.2162015438079834,1993-01-20
2.190727949142456,1993-01-21
2.20346736907959,1993-01-22
2.318096876144409,1993-01-25
2.3435699939727783,1993-01-26
2.3435699939727783,1993-01-27
2.318096876144409,1993-01-28
2.547358989715576,1993-01-29
2.496412515640259,1993-02-01
2.572831630706787,1993-02-02
2.547358989715576,1993-02-03
2.5218868255615234,1993-02-04
2.5218868255615234,1993-02-05
2.6237802505493164,1993-02-08
2.8785159587860107,1993-02-09
2.751147508621216,1993-02-10
2.8020944595336914,1993-02-11
2.827568769454956,1993-02-12
2.8020944595336914,1993-02-16
2.751147508621216,1993-02-17
2.6492528915405273,1993-02-18
2.7002005577087402,1993-02-19
2.6237802505493164,1993-02-22
2.572831630706787,1993-02-23
3.133251905441284,1993-02-24
3.082305908203125,1993-02-25
3.235145330429077,1993-02-26
3.3625144958496094,1993-03-01
3.5663022994995117,1993-03-02
3.515355110168457,1993-03-03
3.489882469177246,1993-03-04
3.6681971549987793,1993-03-05
3.719144344329834,1993-03-08
3.846510171890259,1993-03-09
3.7700908184051514,1993-03-10
3.6681971549987793,1993-03-11
3.515355110168457,1993-03-12
3.4516730308532715,1993-03-15
3.4389352798461914,1993-03-16
3.489882469177246,1993-03-17
3.4644081592559814,1993-03-18
3.489882469177246,1993-03-19
2.8530421257019043,1993-03-22
2.980409860610962,1993-03-23
3.0568318367004395,1993-03-24
3.133251905441284,1993-03-25
3.311567783355713,1993-03-26
3.2606191635131836,1993-03-29
3.3625144958496094,1993-03-30
3.3625144958496094,1993-03-31
3.311567783355713,1993-04-01
3.2606191635131836,1993-04-02
3.6172499656677246,1993-04-05
3.5663022994995117,1993-04-06
3.5663022994995117,1993-04-07
3.6681971549987793,1993-04-08
3.6936697959899902,1993-04-12
3.6936697959899902,1993-04-13
3.6172499656677246,1993-04-14
3.7700908184051514,1993-04-15
3.7700908184051514,1993-04-16
3.6172499656677246,1993-04-19
3.5663022994995117,1993-04-20
3.6681971549987793,1993-04-21
3.8719868659973145,1993-04-22
3.6681971549987793,1993-04-23
3.719144344329834,1993-04-26
3.6936697959899902,1993-04-27
3.7700908184051514,1993-04-28
3.8719868659973145,1993-04-29
3.897458076477051,1993-04-30
3.948406457901001,1993-05-03
4.18198823928833,1993-05-04
4.130985736846924,1993-05-05
4.232985973358154,1993-05-06
4.18198823928833,1993-05-07
4.028985977172852,1993-05-10
4.360485553741455,1993-05-11
4.18198823928833,1993-05-12
4.18198823928833,1993-05-13
4.18198823928833,1993-05-14
4.373235702514648,1993-05-17
4.436984062194824,1993-05-18
4.538984298706055,1993-05-19
4.564484119415283,1993-05-20
4.564484119415283,1993-05-21
4.589986324310303,1993-05-24
4.844984531402588,1993-05-25
4.895985126495361,1993-05-26
5.125482082366943,1993-05-27
5.40598201751709,1993-05-28
5.099981784820557,1993-06-01
5.150981426239014,1993-06-02
5.150981426239014,1993-06-03
5.2019805908203125,1993-06-04
5.2019805908203125,1993-06-07
5.0234808921813965,1993-06-08
4.997982501983643,1993-06-09
4.691983222961426,1993-06-10
4.79398250579834,1993-06-11
4.7684855461120605,1993-06-14
4.806734561920166,1993-06-15
4.972482681274414,1993-06-16
4.895985126495361,1993-06-17
4.857734203338623,1993-06-18
4.997982501983643,1993-06-21
5.099981784820557,1993-06-22
5.099981784820557,1993-06-23
5.354982376098633,1993-06-24
5.354982376098633,1993-06-25
5.507979393005371,1993-06-28
5.409991264343262,1993-06-29
5.51206111907959,1993-06-30
5.473785400390625,1993-07-01
5.8182902336120605,1993-07-02
5.767251014709473,1993-07-06
5.716214179992676,1993-07-07
5.728973388671875,1993-07-08
5.690696716308594,1993-07-09
5.690696716308594,1993-07-12
5.767251014709473,1993-07-13
5.7927703857421875,1993-07-14
6.226590156555176,1993-07-15
6.124514579772949,1993-07-16
6.328667163848877,1993-07-19
6.27763032913208,1993-07-20
6.124514579772949,1993-07-21
6.303146839141846,1993-07-22
6.290387153625488,1993-07-23
6.226590156555176,1993-07-26
6.328667163848877,1993-07-27
6.328667163848877,1993-07-28
6.27763032913208,1993-07-29
6.27763032913208,1993-07-30
6.481778144836426,1993-08-02
6.481778144836426,1993-08-03
6.5328145027160645,1993-08-04
6.583853721618652,1993-08-05
6.609372615814209,1993-08-06
6.634890556335449,1993-08-09
6.685929298400879,1993-08-10
6.634890556335449,1993-08-11
6.5328145027160645,1993-08-12
6.583853721618652,1993-08-13
6.5328145027160645,1993-08-16
6.8390398025512695,1993-08-17
6.685929298400879,1993-08-18
6.328667163848877,1993-08-19
6.328667163848877,1993-08-20
6.328667163848877,1993-08-23
6.8390398025512695,1993-08-24
6.685929298400879,1993-08-25
7.043193340301514,1993-08-26
7.106985569000244,1993-08-27
7.228054523468018,1993-08-30
7.151429176330566,1993-08-31
7.151429176330566,1993-09-01
7.176973819732666,1993-09-02
7.074808597564697,1993-09-03
7.202517509460449,1993-09-07
7.062037944793701,1993-09-08
6.985417366027832,1993-09-09
7.176973819732666,1993-09-10
7.176973819732666,1993-09-13
7.049267768859863,1993-09-14
7.049267768859863,1993-09-15
7.176973819732666,1993-09-16
7.176973819732666,1993-09-17
7.176973819732666,1993-09-20
6.640614986419678,1993-09-21
7.049267768859863,1993-09-22
7.73886775970459,1993-09-23
7.662245273590088,1993-09-24
7.560086727142334,1993-09-27
7.457921028137207,1993-09-28
7.406832695007324,1993-09-29
7.406832695007324,1993-09-30
7.35575532913208,1993-10-01
6.947103977203369,1993-10-04
7.30467414855957,1993-10-05
7.228054523468018,1993-10-06
7.100350379943848,1993-10-07
7.176973819732666,1993-10-08
7.202517509460449,1993-10-11
7.35575532913208,1993-10-12
7.35575532913208,1993-10-13
7.764411926269531,1993-10-14
7.713332176208496,1993-10-15
7.662245273590088,1993-10-18
7.457921028137207,1993-10-19
6.844944000244141,1993-10-20
6.947103977203369,1993-10-21
6.742776393890381,1993-10-22
6.742776393890381,1993-10-25
6.231960773468018,1993-10-26
6.2830400466918945,1993-10-27
7.049267768859863,1993-10-28
7.151429176330566,1993-10-29
7.202517509460449,1993-11-01
7.560086727142334,1993-11-02
7.406832695007324,1993-11-03
7.35575532913208,1993-11-04
7.560086727142334,1993-11-05
7.662245273590088,1993-11-08
7.611162185668945,1993-11-09
7.381299018859863,1993-11-10
7.35575532913208,1993-11-11
7.35575532913208,1993-11-12
7.228054523468018,1993-11-15
7.228054523468018,1993-11-16
6.742776393890381,1993-11-17
7.049267768859863,1993-11-18
7.100350379943848,1993-11-19
6.896020889282227,1993-11-22
6.896020889282227,1993-11-23
6.947103977203369,1993-11-24
6.947103977203369,1993-11-26
6.793856620788574,1993-11-29
6.896020889282227,1993-11-30
7.049267768859863,1993-12-01
6.793856620788574,1993-12-02
6.947103977203369,1993-12-03
7.100350379943848,1993-12-06
7.049267768859863,1993-12-07
7.35575532913208,1993-12-08
7.662245273590088,1993-12-09
7.560086727142334,1993-12-10
7.100350379943848,1993-12-13
6.589533805847168,1993-12-14
6.691696643829346,1993-12-15
6.129798412322998,1993-12-16
6.4107465744018555,1993-12-17
6.231960773468018,1993-12-20
6.078716278076172,1993-12-21
6.436287879943848,1993-12-22
6.436287879943848,1993-12-23
6.308584213256836,1993-12-27
6.33412504196167,1993-12-28
6.436287879943848,1993-12-29
6.436287879943848,1993-12-30
6.640614986419678,1993-12-31
6.231960773468018,1994-01-03
6.589533805847168,1994-01-04
6.385209083557129,1994-01-05
6.4107465744018555,1994-01-06
6.640614986419678,1994-01-07
6.646752834320068,1994-01-10
6.544491767883301,1994-01-11
6.646752834320068,1994-01-12
6.646752834320068,1994-01-13
6.544491767883301,1994-01-14
6.672316074371338,1994-01-17
6.851266384124756,1994-01-18
6.697880268096924,1994-01-19
6.697880268096924,1994-01-20
6.339977264404297,1994-01-21
6.084333419799805,1994-01-24
5.828686237335205,1994-01-25
4.857239246368408,1994-01-26
5.061757564544678,1994-01-27
5.4196577072143555,1994-01-28
5.164015293121338,1994-01-31
5.675301551818848,1994-02-01
5.777561187744141,1994-02-02
5.624175071716309,1994-02-03
5.215143203735352,1994-02-04
5.215143203735352,1994-02-07
5.266270637512207,1994-02-08
5.215143203735352,1994-02-09
5.112881660461426,1994-02-10
5.112881660461426,1994-02-11
5.164015293121338,1994-02-14
5.010624885559082,1994-02-15
5.215143203735352,1994-02-16
5.4196577072143555,1994-02-17
5.956509590148926,1994-02-18
5.982077121734619,1994-02-22
5.675301551818848,1994-02-23
5.521914482116699,1994-02-24
5.7264323234558105,1994-02-25
5.930947780609131,1994-02-28
6.084333419799805,1994-03-01
6.033203125,1994-03-02
6.23771858215332,1994-03-03
6.391106128692627,1994-03-04
6.186588764190674,1994-03-07
6.493361473083496,1994-03-08
6.339977264404297,1994-03-09
6.544491767883301,1994-03-10
6.442234516143799,1994-03-11
6.391106128692627,1994-03-14
6.391106128692627,1994-03-15
6.442234516143799,1994-03-16
6.493361473083496,1994-03-17
6.288849830627441,1994-03-18
5.7264323234558105,1994-03-21
5.828686237335205,1994-03-22
5.7264323234558105,1994-03-23
5.521914482116699,1994-03-24
5.573045253753662,1994-03-25
5.777561187744141,1994-03-28
5.675301551818848,1994-03-29
5.317400932312012,1994-03-30
5.521914482116699,1994-03-31
5.010624885559082,1994-04-04
5.010624885559082,1994-04-05
5.061757564544678,1994-04-06
5.061757564544678,1994-04-07
4.703854560852051,1994-04-08
4.703854560852051,1994-04-11
5.22195291519165,1994-04-12
4.812388896942139,1994-04-13
5.119559288024902,1994-04-14
5.0683674812316895,1994-04-15
5.119559288024902,1994-04-18
4.9147796630859375,1994-04-19
4.9147796630859375,1994-04-20
4.9147796630859375,1994-04-21
5.0683674812316895,1994-04-22
4.607604503631592,1994-04-25
4.812388896942139,1994-04-26
4.6588029861450195,1994-04-28
4.965974807739258,1994-04-29
4.863582611083984,1994-05-02
4.863582611083984,1994-05-03
4.812388896942139,1994-05-04
5.324343204498291,1994-05-05
5.14516019821167,1994-05-06
5.119559288024902,1994-05-09
4.863582611083984,1994-05-10
4.9147796630859375,1994-05-11
4.812388896942139,1994-05-12
4.7099995613098145,1994-05-13
4.7099995613098145,1994-05-16
4.505214214324951,1994-05-17
4.633204936981201,1994-05-18
4.684399127960205,1994-05-19
4.607604503631592,1994-05-20
4.863582611083984,1994-05-23
4.58200740814209,1994-05-24
4.812388896942139,1994-05-25
4.6588029861450195,1994-05-26
4.7099995613098145,1994-05-27
4.761195182800293,1994-05-31
4.684399127960205,1994-06-01
4.6588029861450195,1994-06-02
4.7099995613098145,1994-06-03
4.7099995613098145,1994-06-06
4.90838098526001,1994-06-07
5.17075777053833,1994-06-08
5.119559288024902,1994-06-09
5.22195291519165,1994-06-10
5.452332973480225,1994-06-13
5.580323219299316,1994-06-14
5.580323219299316,1994-06-15
5.580323219299316,1994-06-16
5.73391056060791,1994-06-17
5.426736831665039,1994-06-20
5.529127597808838,1994-06-21
5.529127597808838,1994-06-22
5.324343204498291,1994-06-23
5.119559288024902,1994-06-24
5.017170429229736,1994-06-27
5.17075777053833,1994-06-28
5.119559288024902,1994-06-29
5.375540256500244,1994-06-30
5.2279276847839355,1994-07-01
5.279181957244873,1994-07-05
5.330435276031494,1994-07-06
5.099793434143066,1994-07-07
5.330435276031494,1994-07-08
5.099793434143066,1994-07-11
5.1254191398620605,1994-07-12
5.074166297912598,1994-07-13
4.997284889221191,1994-07-14
5.2279276847839355,1994-07-15
5.381690979003906,1994-07-18
5.330435276031494,1994-07-19
5.381690979003906,1994-07-20
5.381690979003906,1994-07-21
5.330435276031494,1994-07-22
5.330435276031494,1994-07-25
5.5354533195495605,1994-07-26
5.4585723876953125,1994-07-27
5.484199047088623,1994-07-28
5.5354533195495605,1994-07-29
5.17667293548584,1994-08-01
4.7666425704956055,1994-08-02
4.971657752990723,1994-08-03
5.022911071777344,1994-08-04
4.81789493560791,1994-08-05
4.920404434204102,1994-08-08
4.920404434204102,1994-08-09
4.7666425704956055,1994-08-10
4.71538782119751,1994-08-11
4.920404434204102,1994-08-12
4.920404434204102,1994-08-15
4.81789493560791,1994-08-16
4.689759731292725,1994-08-17
4.71538782119751,1994-08-18
4.71538782119751,1994-08-19
4.71538782119751,1994-08-22
4.689759731292725,1994-08-23
4.71538782119751,1994-08-24
4.587250709533691,1994-08-25
4.664134502410889,1994-08-26
4.561624050140381,1994-08-29
4.612878322601318,1994-08-30
4.484744548797607,1994-08-31
4.689759731292725,1994-09-01
4.71538782119751,1994-09-02
4.535996913909912,1994-09-06
4.40786075592041,1994-09-07
4.561624050140381,1994-09-08
4.535996913909912,1994-09-09
4.40786075592041,1994-09-12
4.638505458831787,1994-09-13
4.920404434204102,1994-09-14
5.022911071777344,1994-09-15
5.022911071777344,1994-09-16
5.022911071777344,1994-09-19
4.920404434204102,1994-09-20
4.8691487312316895,1994-09-21
4.920404434204102,1994-09-22
4.971657752990723,1994-09-23
4.894776344299316,1994-09-26
4.920404434204102,1994-09-27
4.946026802062988,1994-09-28
4.920404434204102,1994-09-29
4.907588958740234,1994-09-30
4.827977180480957,1994-10-03
4.673896312713623,1994-10-04
4.571171760559082,1994-10-05
4.725259780883789,1994-10-06
4.648214817047119,1994-10-07
4.725259780883789,1994-10-10
4.6867356300354,1994-10-11
4.776618957519531,1994-10-12
4.699575424194336,1994-10-13
4.725259780883789,1994-10-14
4.776618957519531,1994-10-17
4.673896312713623,1994-10-18
4.750937461853027,1994-10-19
4.725259780883789,1994-10-20
4.725259780883789,1994-10-21
4.776618957519531,1994-10-24
4.8022990226745605,1994-10-25
4.827977180480957,1994-10-26
4.982063293457031,1994-10-27
5.084786415100098,1994-10-28
4.930702209472656,1994-10-31
4.930702209472656,1994-11-01
4.982063293457031,1994-11-02
4.9050188064575195,1994-11-03
4.879342555999756,1994-11-04
5.341590881347656,1994-11-07
5.341590881347656,1994-11-08
5.726803302764893,1994-11-09
5.598400115966797,1994-11-10
5.598400115966797,1994-11-11
5.598400115966797,1994-11-14
5.701126575469971,1994-11-15
5.649765491485596,1994-11-16
5.649765491485596,1994-11-17
5.495677471160889,1994-11-18
5.547038555145264,1994-11-21
5.495677471160889,1994-11-22
5.341590881347656,1994-11-23
5.341590881347656,1994-11-25
5.341590881347656,1994-11-28
5.238872528076172,1994-11-29
5.290230751037598,1994-11-30
5.161830425262451,1994-12-01
5.136145114898682,1994-12-02
5.444317817687988,1994-12-05
5.598400115966797,1994-12-06
5.469998359680176,1994-12-07
5.0334248542785645,1994-12-08
5.187509536743164,1994-12-09
5.290230751037598,1994-12-12
5.469998359680176,1994-12-13
5.547038555145264,1994-12-14
5.495677471160889,1994-12-15
5.418638706207275,1994-12-16
5.341590881347656,1994-12-19
4.9949049949646,1994-12-20
5.084786415100098,1994-12-21
4.982063293457031,1994-12-22
5.007742881774902,1994-12-23
4.9563822746276855,1994-12-27
4.930702209472656,1994-12-28
4.930702209472656,1994-12-29
5.187509536743164,1994-12-30
5.0334248542785645,1995-01-03
5.059106349945068,1995-01-04
5.110469818115234,1995-01-05
5.0334248542785645,1995-01-06
5.043717861175537,1995-01-09
5.043717861175537,1995-01-10
4.992252826690674,1995-01-11
5.043717861175537,1995-01-12
4.992252826690674,1995-01-13
4.992252826690674,1995-01-16
5.095187187194824,1995-01-17
4.837850570678711,1995-01-18
4.8893208503723145,1995-01-19
4.8893208503723145,1995-01-20
4.631986141204834,1995-01-23
4.374653339385986,1995-01-24
4.631986141204834,1995-01-25
4.631986141204834,1995-01-26
4.683453559875488,1995-01-27
4.5805182456970215,1995-01-30
4.477587699890137,1995-01-31
4.426119804382324,1995-02-01
4.426119804382324,1995-02-02
4.426119804382324,1995-02-03
4.451853275299072,1995-02-06
4.529052257537842,1995-02-07
4.477587699890137,1995-02-08
4.477587699890137,1995-02-09
4.529052257537842,1995-02-10
4.400386333465576,1995-02-13
4.503321647644043,1995-02-14
4.940786361694336,1995-02-15
5.146651268005371,1995-02-16
5.198115825653076,1995-02-17
5.352517604827881,1995-02-21
5.301052093505859,1995-02-22
5.095187187194824,1995-02-23
4.992252826690674,1995-02-24
5.043717861175537,1995-02-27
5.146651268005371,1995-02-28
4.992252826690674,1995-03-01
4.992252826690674,1995-03-02
5.095187187194824,1995-03-03
4.863584041595459,1995-03-06
4.709185600280762,1995-03-07
4.837850570678711,1995-03-08
4.940786361694336,1995-03-09
4.940786361694336,1995-03-10
4.8893208503723145,1995-03-13
5.0179829597473145,1995-03-14
4.992252826690674,1995-03-15
4.940786361694336,1995-03-16
5.069450855255127,1995-03-17
5.326786518096924,1995-03-20
5.301052093505859,1995-03-21
5.24958610534668,1995-03-22
5.24958610534668,1995-03-23
5.24958610534668,1995-03-24
5.4039835929870605,1995-03-27
5.481184005737305,1995-03-28
5.558384418487549,1995-03-29
5.532649517059326,1995-03-30
5.532649517059326,1995-03-31
5.455451965332031,1995-04-03
5.609851837158203,1995-04-04
5.506917953491211,1995-04-05
5.558384418487549,1995-04-06
5.609851837158203,1995-04-07
5.506917953491211,1995-04-10
5.712784290313721,1995-04-11
5.661317348480225,1995-04-12
5.661317348480225,1995-04-13
5.558384418487549,1995-04-17
5.558384418487549,1995-04-18
5.506917953491211,1995-04-19
5.506917953491211,1995-04-20
5.506917953491211,1995-04-21
5.558384418487549,1995-04-24
5.609851837158203,1995-04-25
5.517040729522705,1995-04-26
5.517040729522705,1995-04-27
5.568602561950684,1995-04-28
5.620162010192871,1995-05-01
5.826406478881836,1995-05-02
6.213118076324463,1995-05-03
6.393580436706543,1995-05-04
6.393580436706543,1995-05-05
6.496699333190918,1995-05-08
6.59982442855835,1995-05-09
6.612715244293213,1995-05-10
6.625603199005127,1995-05-11
6.393580436706543,1995-05-12
6.354907512664795,1995-05-15
6.59982442855835,1995-05-16
6.574042797088623,1995-05-17
6.496699333190918,1995-05-18
6.496699333190918,1995-05-19
6.857624530792236,1995-05-22
6.7287278175354,1995-05-23
6.909190654754639,1995-05-24
7.244336128234863,1995-05-25
7.089654445648193,1995-05-26
6.909190654754639,1995-05-30
6.651388168334961,1995-05-31
6.651388168334961,1995-06-01
6.857624530792236,1995-06-02
7.270119667053223,1995-06-05
7.270119667053223,1995-06-06
7.2185587882995605,1995-06-07
7.2185587882995605,1995-06-08
7.166997909545898,1995-06-09
7.166997909545898,1995-06-12
7.166997909545898,1995-06-13
7.4763641357421875,1995-06-14
7.631043910980225,1995-06-15
7.631043910980225,1995-06-16
7.3732404708862305,1995-06-19
7.579484462738037,1995-06-20
7.3732404708862305,1995-06-21
7.3732404708862305,1995-06-22
7.295902252197266,1995-06-23
7.321680068969727,1995-06-26
7.321680068969727,1995-06-27
7.2185587882995605,1995-06-28
7.424799919128418,1995-06-29
7.2185587882995605,1995-06-30
7.2185587882995605,1995-07-03
7.228883743286133,1995-07-05
7.177252292633057,1995-07-06
6.944892406463623,1995-07-07
6.919076919555664,1995-07-10
7.022346019744873,1995-07-11
7.073980331420898,1995-07-12
7.022346019744873,1995-07-13
6.970707416534424,1995-07-14
7.125612735748291,1995-07-17
6.970707416534424,1995-07-18
6.919076919555664,1995-07-19
6.919076919555664,1995-07-20
6.970707416534424,1995-07-21
6.996528625488281,1995-07-24
7.073980331420898,1995-07-25
6.970707416534424,1995-07-26
7.09979772567749,1995-07-27
7.022346019744873,1995-07-28
7.073980331420898,1995-07-31
7.022346019744873,1995-08-01
6.970707416534424,1995-08-02
7.125612735748291,1995-08-03
7.125612735748291,1995-08-04
7.125612735748291,1995-08-07
7.177252292633057,1995-08-08
7.177252292633057,1995-08-09
7.09979772567749,1995-08-10
7.09979772567749,1995-08-11
7.073980331420898,1995-08-14
7.073980331420898,1995-08-15
7.125612735748291,1995-08-16
7.125612735748291,1995-08-17
7.073980331420898,1995-08-18
7.177252292633057,1995-08-21
7.177252292633057,1995-08-22
7.125612735748291,1995-08-23
7.022346019744873,1995-08-24
7.073980331420898,1995-08-25
7.15142822265625,1995-08-28
7.125612735748291,1995-08-29
7.125612735748291,1995-08-30
7.022346019744873,1995-08-31
7.09979772567749,1995-09-01
7.125612735748291,1995-09-05
7.125612735748291,1995-09-06
7.177252292633057,1995-09-07
7.28052282333374,1995-09-08
7.073980331420898,1995-09-11
7.203071117401123,1995-09-12
7.28052282333374,1995-09-13
7.28052282333374,1995-09-14
7.28052282333374,1995-09-15
7.357974052429199,1995-09-18
7.228883743286133,1995-09-19
7.435421943664551,1995-09-20
7.228883743286133,1995-09-21
7.435421943664551,1995-09-22
7.512876510620117,1995-09-25
7.487059116363525,1995-09-26
