ESS,Date
5.115708351135254,1994-11-23
5.078093528747559,1994-11-25
5.115708351135254,1994-11-28
5.078093528747559,1994-11-29
5.115708351135254,1994-11-30
5.002862453460693,1994-12-01
4.965244770050049,1994-12-02
4.890016078948975,1994-12-05
4.852400302886963,1994-12-06
4.852400302886963,1994-12-07
4.701937198638916,1994-12-08
4.739553928375244,1994-12-09
4.739553928375244,1994-12-12
4.739553928375244,1994-12-13
4.739553928375244,1994-12-14
4.965244770050049,1994-12-15
4.890016078948975,1994-12-16
4.852400302886963,1994-12-19
4.814784049987793,1994-12-20
4.739553928375244,1994-12-21
4.701937198638916,1994-12-22
4.626707553863525,1994-12-23
4.551476001739502,1994-12-27
4.476242542266846,1994-12-28
4.551476001739502,1994-12-29
4.551476001739502,1994-12-30
4.814784049987793,1995-01-03
4.890016078948975,1995-01-04
4.927628993988037,1995-01-05
5.002862453460693,1995-01-06
4.965244770050049,1995-01-09
4.965244770050049,1995-01-10
4.927628993988037,1995-01-11
4.927628993988037,1995-01-12
4.965244770050049,1995-01-13
4.927628993988037,1995-01-16
4.965244770050049,1995-01-17
4.965244770050049,1995-01-18
4.852400302886963,1995-01-19
4.890016078948975,1995-01-20
4.814784049987793,1995-01-23
4.852400302886963,1995-01-24
4.927628993988037,1995-01-25
4.890016078948975,1995-01-26
4.965244770050049,1995-01-27
5.002862453460693,1995-01-30
4.965244770050049,1995-01-31
4.927628993988037,1995-02-01
4.965244770050049,1995-02-02
4.814784049987793,1995-02-03
4.852400302886963,1995-02-06
4.814784049987793,1995-02-07
4.739553928375244,1995-02-08
4.814784049987793,1995-02-09
4.814784049987793,1995-02-10
4.664323329925537,1995-02-13
4.777169704437256,1995-02-14
4.852400302886963,1995-02-15
4.777169704437256,1995-02-16
4.777169704437256,1995-02-17
4.739553928375244,1995-02-21
4.739553928375244,1995-02-22
4.777169704437256,1995-02-23
4.777169704437256,1995-02-24
4.814784049987793,1995-02-27
4.852400302886963,1995-02-28
4.814784049987793,1995-03-01
4.701937198638916,1995-03-02
4.626707553863525,1995-03-03
4.626707553863525,1995-03-06
4.664323329925537,1995-03-07
4.626707553863525,1995-03-08
4.664323329925537,1995-03-09
4.626707553863525,1995-03-10
4.626707553863525,1995-03-13
4.664323329925537,1995-03-14
4.777169704437256,1995-03-15
4.701937198638916,1995-03-16
4.739553928375244,1995-03-17
4.814784049987793,1995-03-20
4.814784049987793,1995-03-21
4.777169704437256,1995-03-22
4.814784049987793,1995-03-23
4.927628993988037,1995-03-24
4.814784049987793,1995-03-27
4.777169704437256,1995-03-28
4.814784049987793,1995-03-29
4.814784049987793,1995-03-30
4.777169704437256,1995-03-31
4.739553928375244,1995-04-03
4.739553928375244,1995-04-04
4.852400302886963,1995-04-05
4.965244770050049,1995-04-06
4.927628993988037,1995-04-07
4.965244770050049,1995-04-10
4.965244770050049,1995-04-11
4.927628993988037,1995-04-12
4.965244770050049,1995-04-13
4.890016078948975,1995-04-17
4.890016078948975,1995-04-18
4.965244770050049,1995-04-19
4.890016078948975,1995-04-20
5.002862453460693,1995-04-21
4.814784049987793,1995-04-24
4.852400302886963,1995-04-25
4.777169704437256,1995-04-26
4.814784049987793,1995-04-27
4.890016078948975,1995-04-28
4.965244770050049,1995-05-01
4.890016078948975,1995-05-02
4.927628993988037,1995-05-03
5.040477275848389,1995-05-04
5.115708351135254,1995-05-05
5.228555202484131,1995-05-08
5.416635513305664,1995-05-09
5.3790178298950195,1995-05-10
5.416635513305664,1995-05-11
5.3790178298950195,1995-05-12
5.266171455383301,1995-05-15
5.266171455383301,1995-05-16
5.228555202484131,1995-05-17
5.190938472747803,1995-05-18
5.266171455383301,1995-05-19
5.190938472747803,1995-05-22
5.228555202484131,1995-05-23
5.228555202484131,1995-05-24
5.30378532409668,1995-05-25
5.266171455383301,1995-05-26
5.341401100158691,1995-05-30
5.3790178298950195,1995-05-31
5.341401100158691,1995-06-01
5.3790178298950195,1995-06-02
5.3790178298950195,1995-06-05
5.3790178298950195,1995-06-06
5.266171455383301,1995-06-07
5.30378532409668,1995-06-08
5.266171455383301,1995-06-09
5.341401100158691,1995-06-12
5.266171455383301,1995-06-13
5.30378532409668,1995-06-14
5.266171455383301,1995-06-15
5.228555202484131,1995-06-16
5.30378532409668,1995-06-19
5.228555202484131,1995-06-20
5.266171455383301,1995-06-21
5.341401100158691,1995-06-22
5.30378532409668,1995-06-23
5.341401100158691,1995-06-26
5.454248428344727,1995-06-27
5.228555202484131,1995-06-28
5.266171455383301,1995-06-29
5.454248428344727,1995-06-30
5.491864204406738,1995-07-03
5.416635513305664,1995-07-05
5.491864204406738,1995-07-06
5.416635513305664,1995-07-07
5.491864204406738,1995-07-10
5.454248428344727,1995-07-11
5.416635513305664,1995-07-12
5.266171455383301,1995-07-13
5.228555202484131,1995-07-14
5.266171455383301,1995-07-17
5.228555202484131,1995-07-18
5.266171455383301,1995-07-19
5.153322696685791,1995-07-20
5.078093528747559,1995-07-21
5.040477275848389,1995-07-24
5.040477275848389,1995-07-25
5.078093528747559,1995-07-26
5.190938472747803,1995-07-27
5.30378532409668,1995-07-28
5.341401100158691,1995-07-31
5.30378532409668,1995-08-01
5.3790178298950195,1995-08-02
5.3790178298950195,1995-08-03
5.266171455383301,1995-08-04
5.115708351135254,1995-08-07
5.040477275848389,1995-08-08
5.078093528747559,1995-08-09
5.115708351135254,1995-08-10
5.115708351135254,1995-08-11
5.153322696685791,1995-08-14
5.078093528747559,1995-08-15
5.115708351135254,1995-08-16
5.190938472747803,1995-08-17
5.266171455383301,1995-08-18
5.266171455383301,1995-08-21
5.190938472747803,1995-08-22
5.153322696685791,1995-08-23
5.115708351135254,1995-08-24
5.153322696685791,1995-08-25
5.115708351135254,1995-08-28
5.115708351135254,1995-08-29
5.153322696685791,1995-08-30
5.228555202484131,1995-08-31
5.190938472747803,1995-09-01
5.228555202484131,1995-09-05
5.266171455383301,1995-09-06
5.341401100158691,1995-09-07
5.30378532409668,1995-09-08
5.3790178298950195,1995-09-11
5.3790178298950195,1995-09-12
5.30378532409668,1995-09-13
5.3790178298950195,1995-09-14
5.3790178298950195,1995-09-15
5.266171455383301,1995-09-18
5.341401100158691,1995-09-19
5.30378532409668,1995-09-20
5.30378532409668,1995-09-21
5.416635513305664,1995-09-22
5.454248428344727,1995-09-25
5.454248428344727,1995-09-26
5.352587699890137,1995-09-27
5.3140788078308105,1995-09-28
5.42960262298584,1995-09-29
5.391096115112305,1995-10-02
5.3140788078308105,1995-10-03
5.42960262298584,1995-10-04
5.352587699890137,1995-10-05
5.42960262298584,1995-10-06
5.42960262298584,1995-10-09
5.506619930267334,1995-10-10
5.391096115112305,1995-10-11
5.391096115112305,1995-10-12
5.42960262298584,1995-10-13
5.42960262298584,1995-10-16
5.46811056137085,1995-10-17
5.42960262298584,1995-10-18
5.391096115112305,1995-10-19
5.46811056137085,1995-10-20
5.46811056137085,1995-10-23
5.583634853363037,1995-10-24
5.583634853363037,1995-10-25
5.622143268585205,1995-10-26
5.622143268585205,1995-10-27
5.622143268585205,1995-10-30
5.622143268585205,1995-10-31
5.699156761169434,1995-11-01
5.737667560577393,1995-11-02
5.699156761169434,1995-11-03
5.660646915435791,1995-11-06
5.699156761169434,1995-11-07
5.699156761169434,1995-11-08
5.776172161102295,1995-11-09
5.8146820068359375,1995-11-10
5.8146820068359375,1995-11-13
5.8146820068359375,1995-11-14
5.776172161102295,1995-11-15
5.737667560577393,1995-11-16
5.737667560577393,1995-11-17
5.776172161102295,1995-11-20
5.737667560577393,1995-11-21
5.776172161102295,1995-11-22
5.699156761169434,1995-11-24
5.776172161102295,1995-11-27
5.737667560577393,1995-11-28
5.737667560577393,1995-11-29
5.737667560577393,1995-11-30
5.776172161102295,1995-12-01
5.8146820068359375,1995-12-04
5.776172161102295,1995-12-05
5.853187561035156,1995-12-06
5.853187561035156,1995-12-07
5.891694068908691,1995-12-08
5.891694068908691,1995-12-11
5.891694068908691,1995-12-12
5.853187561035156,1995-12-13
5.891694068908691,1995-12-14
5.853187561035156,1995-12-15
5.776172161102295,1995-12-18
5.776172161102295,1995-12-19
5.853187561035156,1995-12-20
5.930203914642334,1995-12-21
5.930203914642334,1995-12-22
6.007218837738037,1995-12-26
6.02138614654541,1995-12-27
6.02138614654541,1995-12-28
6.060744285583496,1995-12-29
5.982030868530273,1996-01-02
6.100100994110107,1996-01-03
6.060744285583496,1996-01-04
6.02138614654541,1996-01-05
6.02138614654541,1996-01-08
5.9426774978637695,1996-01-09
5.903320789337158,1996-01-10
5.9426774978637695,1996-01-11
6.02138614654541,1996-01-12
6.02138614654541,1996-01-15
6.02138614654541,1996-01-16
5.982030868530273,1996-01-17
6.178811073303223,1996-01-18
6.218166828155518,1996-01-19
6.1394524574279785,1996-01-22
6.100100994110107,1996-01-23
6.178811073303223,1996-01-24
6.1394524574279785,1996-01-25
6.218166828155518,1996-01-26
6.178811073303223,1996-01-29
6.257523059844971,1996-01-30
6.296876430511475,1996-01-31
6.336228847503662,1996-02-01
6.296876430511475,1996-02-02
6.296876430511475,1996-02-05
6.296876430511475,1996-02-06
6.257523059844971,1996-02-07
6.454293251037598,1996-02-08
6.533006191253662,1996-02-09
6.611724853515625,1996-02-12
6.611724853515625,1996-02-13
6.6510748863220215,1996-02-14
6.572364330291748,1996-02-15
6.533006191253662,1996-02-16
6.493655681610107,1996-02-20
6.533006191253662,1996-02-21
6.533006191253662,1996-02-22
6.572364330291748,1996-02-23
6.454293251037598,1996-02-26
6.414941310882568,1996-02-27
6.336228847503662,1996-02-28
6.375585556030273,1996-02-29
6.257523059844971,1996-03-01
6.218166828155518,1996-03-04
6.257523059844971,1996-03-05
6.375585556030273,1996-03-06
6.493655681610107,1996-03-07
6.336228847503662,1996-03-08
6.296876430511475,1996-03-11
6.218166828155518,1996-03-12
6.454293251037598,1996-03-13
6.533006191253662,1996-03-14
6.493655681610107,1996-03-15
6.572364330291748,1996-03-18
6.493655681610107,1996-03-19
6.493655681610107,1996-03-20
6.454293251037598,1996-03-21
6.375585556030273,1996-03-22
6.375585556030273,1996-03-25
6.533006191253662,1996-03-26
6.507299900054932,1996-03-27
6.426965236663818,1996-03-28
6.667973518371582,1996-03-29
6.54746675491333,1996-04-01
6.667973518371582,1996-04-02
6.627809047698975,1996-04-03
6.627809047698975,1996-04-04
6.54746675491333,1996-04-08
6.54746675491333,1996-04-09
6.54746675491333,1996-04-10
6.467132568359375,1996-04-11
6.54746675491333,1996-04-12
6.507299900054932,1996-04-15
6.467132568359375,1996-04-16
6.346626281738281,1996-04-17
6.346626281738281,1996-04-18
6.507299900054932,1996-04-19
6.54746675491333,1996-04-22
6.426965236663818,1996-04-23
6.426965236663818,1996-04-24
6.386796951293945,1996-04-25
6.507299900054932,1996-04-26
6.54746675491333,1996-04-29
6.627809047698975,1996-04-30
6.708143711090088,1996-05-01
6.54746675491333,1996-05-02
6.54746675491333,1996-05-03
6.54746675491333,1996-05-06
6.467132568359375,1996-05-07
6.386796951293945,1996-05-08
6.507299900054932,1996-05-09
6.587635040283203,1996-05-10
6.467132568359375,1996-05-13
6.507299900054932,1996-05-14
6.507299900054932,1996-05-15
6.507299900054932,1996-05-16
6.507299900054932,1996-05-17
6.627809047698975,1996-05-20
6.667973518371582,1996-05-21
6.667973518371582,1996-05-22
6.667973518371582,1996-05-23
6.667973518371582,1996-05-24
6.667973518371582,1996-05-28
6.708143711090088,1996-05-29
6.627809047698975,1996-05-30
6.667973518371582,1996-05-31
6.708143711090088,1996-06-03
6.627809047698975,1996-06-04
6.748312473297119,1996-06-05
6.627809047698975,1996-06-06
6.708143711090088,1996-06-07
6.828646183013916,1996-06-10
6.748312473297119,1996-06-11
6.828646183013916,1996-06-12
6.828646183013916,1996-06-13
6.868817329406738,1996-06-14
6.828646183013916,1996-06-17
6.9089837074279785,1996-06-18
7.02949333190918,1996-06-19
7.149996757507324,1996-06-20
7.069659233093262,1996-06-21
7.1901655197143555,1996-06-24
7.069659233093262,1996-06-25
7.207249164581299,1996-06-26
7.0844011306762695,1996-06-27
7.043449401855469,1996-06-28
7.166303634643555,1996-07-01
7.207249164581299,1996-07-02
7.330106258392334,1996-07-03
7.330106258392334,1996-07-05
7.330106258392334,1996-07-08
7.248205184936523,1996-07-09
7.248205184936523,1996-07-10
7.207249164581299,1996-07-11
7.125352382659912,1996-07-12
7.166303634643555,1996-07-15
7.248205184936523,1996-07-16
7.248205184936523,1996-07-17
7.248205184936523,1996-07-18
7.371053695678711,1996-07-19
7.575803756713867,1996-07-22
7.452950477600098,1996-07-23
7.41200065612793,1996-07-24
7.452950477600098,1996-07-25
7.575803756713867,1996-07-26
7.657708168029785,1996-07-29
7.4939069747924805,1996-07-30
7.289150238037109,1996-07-31
7.41200065612793,1996-08-01
7.616756439208984,1996-08-02
7.534853458404541,1996-08-05
7.4939069747924805,1996-08-06
7.4939069747924805,1996-08-07
7.452950477600098,1996-08-08
7.452950477600098,1996-08-09
7.452950477600098,1996-08-12
7.452950477600098,1996-08-13
7.534853458404541,1996-08-14
7.6986565589904785,1996-08-15
7.657708168029785,1996-08-16
7.862459182739258,1996-08-19
7.821505546569824,1996-08-20
7.821505546569824,1996-08-21
7.9443559646606445,1996-08-22
7.9853105545043945,1996-08-23
7.9443559646606445,1996-08-26
7.9443559646606445,1996-08-27
7.9443559646606445,1996-08-28
7.9853105545043945,1996-08-29
7.821505546569824,1996-08-30
7.862459182739258,1996-09-03
7.9034104347229,1996-09-04
7.739607810974121,1996-09-05
7.6986565589904785,1996-09-06
7.862459182739258,1996-09-09
7.9853105545043945,1996-09-10
7.9034104347229,1996-09-11
8.067212104797363,1996-09-12
8.067212104797363,1996-09-13
7.9853105545043945,1996-09-16
8.149107933044434,1996-09-17
7.9443559646606445,1996-09-18
7.9443559646606445,1996-09-19
8.026259422302246,1996-09-20
8.067212104797363,1996-09-23
8.067212104797363,1996-09-24
8.108162879943848,1996-09-25
8.128168106079102,1996-09-26
8.211536407470703,1996-09-27
8.294897079467773,1996-09-30
8.294897079467773,1996-10-01
8.336579322814941,1996-10-02
8.378267288208008,1996-10-03
8.336579322814941,1996-10-04
8.378267288208008,1996-10-07
8.253214836120605,1996-10-08
8.253214836120605,1996-10-09
8.378267288208008,1996-10-10
8.461629867553711,1996-10-11
8.461629867553711,1996-10-14
8.461629867553711,1996-10-15
8.544999122619629,1996-10-16
8.503315925598145,1996-10-17
8.586675643920898,1996-10-18
8.544999122619629,1996-10-21
8.503315925598145,1996-10-22
8.503315925598145,1996-10-23
8.586675643920898,1996-10-24
8.544999122619629,1996-10-25
8.503315925598145,1996-10-28
8.461629867553711,1996-10-29
8.544999122619629,1996-10-30
8.628360748291016,1996-10-31
8.586675643920898,1996-11-01
8.670044898986816,1996-11-04
8.920145034790039,1996-11-05
9.211929321289062,1996-11-06
9.420336723327637,1996-11-07
9.545388221740723,1996-11-08
9.503703117370605,1996-11-11
9.253606796264648,1996-11-12
9.503703117370605,1996-11-13
9.503703117370605,1996-11-14
9.378652572631836,1996-11-15
9.378652572631836,1996-11-18
9.336967468261719,1996-11-19
9.378652572631836,1996-11-20
9.295291900634766,1996-11-21
9.170239448547363,1996-11-22
9.170239448547363,1996-11-25
9.128554344177246,1996-11-26
9.086871147155762,1996-11-27
9.170239448547363,1996-11-29
9.170239448547363,1996-12-02
9.045191764831543,1996-12-03
9.086871147155762,1996-12-04
9.170239448547363,1996-12-05
9.170239448547363,1996-12-06
9.295291900634766,1996-12-09
9.295291900634766,1996-12-10
9.211929321289062,1996-12-11
9.211929321289062,1996-12-12
9.170239448547363,1996-12-13
9.211929321289062,1996-12-16
9.295291900634766,1996-12-17
9.295291900634766,1996-12-18
9.336967468261719,1996-12-19
9.462020874023438,1996-12-20
9.420336723327637,1996-12-23
9.462020874023438,1996-12-24
9.67043685913086,1996-12-26
9.733064651489258,1996-12-27
9.81770133972168,1996-12-30
9.944655418395996,1996-12-31
9.775384902954102,1997-01-02
9.860014915466309,1997-01-03
9.775384902954102,1997-01-06
9.81770133972168,1997-01-07
9.733064651489258,1997-01-08
9.690749168395996,1997-01-09
9.733064651489258,1997-01-10
9.733064651489258,1997-01-13
9.860014915466309,1997-01-14
9.860014915466309,1997-01-15
9.986968994140625,1997-01-16
9.902336120605469,1997-01-17
9.775384902954102,1997-01-20
9.81770133972168,1997-01-21
9.860014915466309,1997-01-22
9.648430824279785,1997-01-23
9.902336120605469,1997-01-24
9.690749168395996,1997-01-27
9.733064651489258,1997-01-28
9.690749168395996,1997-01-29
9.733064651489258,1997-01-30
9.902336120605469,1997-01-31
10.071605682373047,1997-02-03
9.986968994140625,1997-02-04
9.902336120605469,1997-02-05
9.944655418395996,1997-02-06
9.944655418395996,1997-02-07
9.944655418395996,1997-02-10
9.944655418395996,1997-02-11
10.029291152954102,1997-02-12
10.029291152954102,1997-02-13
9.944655418395996,1997-02-14
9.986968994140625,1997-02-18
10.029291152954102,1997-02-19
10.071605682373047,1997-02-20
10.113927841186523,1997-02-21
10.198556900024414,1997-02-24
10.198556900024414,1997-02-25
10.24087905883789,1997-02-26
10.029291152954102,1997-02-27
10.156243324279785,1997-02-28
10.071605682373047,1997-03-03
10.156243324279785,1997-03-04
10.113927841186523,1997-03-05
10.283197402954102,1997-03-06
10.283197402954102,1997-03-07
10.410150527954102,1997-03-10
10.410150527954102,1997-03-11
10.367829322814941,1997-03-12
10.24087905883789,1997-03-13
10.32551383972168,1997-03-14
10.452463150024414,1997-03-17
10.32551383972168,1997-03-18
10.32551383972168,1997-03-19
10.283197402954102,1997-03-20
10.32551383972168,1997-03-21
10.32551383972168,1997-03-24
10.452463150024414,1997-03-25
10.558913230895996,1997-03-26
10.515987396240234,1997-03-27
10.25845718383789,1997-03-31
10.043844223022461,1997-04-01
10.25845718383789,1997-04-02
10.043844223022461,1997-04-03
10.000922203063965,1997-04-04
10.129691123962402,1997-04-07
10.215533256530762,1997-04-08
10.301382064819336,1997-04-09
10.387225151062012,1997-04-10
10.344301223754883,1997-04-11
10.215533256530762,1997-04-14
10.301382064819336,1997-04-15
10.558913230895996,1997-04-16
10.473071098327637,1997-04-17
10.430143356323242,1997-04-18
10.387225151062012,1997-04-21
10.344301223754883,1997-04-22
10.301382064819336,1997-04-23
10.129691123962402,1997-04-24
9.700469970703125,1997-04-25
9.829232215881348,1997-04-28
9.872157096862793,1997-04-29
10.043844223022461,1997-04-30
10.000922203063965,1997-05-01
9.958000183105469,1997-05-02
10.08676815032959,1997-05-05
10.172616004943848,1997-05-06
10.25845718383789,1997-05-07
10.301382064819336,1997-05-08
10.301382064819336,1997-05-09
10.043844223022461,1997-05-12
10.08676815032959,1997-05-13
10.043844223022461,1997-05-14
10.172616004943848,1997-05-15
10.08676815032959,1997-05-16
10.08676815032959,1997-05-19
10.301382064819336,1997-05-20
10.129691123962402,1997-05-21
10.043844223022461,1997-05-22
10.129691123962402,1997-05-23
10.172616004943848,1997-05-27
10.043844223022461,1997-05-28
9.872157096862793,1997-05-29
10.172616004943848,1997-05-30
9.958000183105469,1997-06-02
9.958000183105469,1997-06-03
9.786309242248535,1997-06-04
9.829232215881348,1997-06-05
9.743385314941406,1997-06-06
9.915075302124023,1997-06-09
9.829232215881348,1997-06-10
9.829232215881348,1997-06-11
9.872157096862793,1997-06-12
10.08676815032959,1997-06-13
10.25845718383789,1997-06-16
10.08676815032959,1997-06-17
10.25845718383789,1997-06-18
10.430143356323242,1997-06-19
10.344301223754883,1997-06-20
10.601834297180176,1997-06-23
10.515987396240234,1997-06-24
10.558913230895996,1997-06-25
10.579809188842773,1997-06-26
10.666879653930664,1997-06-27
11.189347267150879,1997-06-30
10.928120613098145,1997-07-01
10.971656799316406,1997-07-02
11.015196800231934,1997-07-03
11.015196800231934,1997-07-07
11.189347267150879,1997-07-08
11.189347267150879,1997-07-09
11.124039649963379,1997-07-10
11.363499641418457,1997-07-11
11.472344398498535,1997-07-14
11.363499641418457,1997-07-15
11.232889175415039,1997-07-16
11.102272987365723,1997-07-17
11.102272987365723,1997-07-18
11.102272987365723,1997-07-21
11.102272987365723,1997-07-22
11.08050537109375,1997-07-23
11.232889175415039,1997-07-24
11.450576782226562,1997-07-25
11.363499641418457,1997-07-28
11.298189163208008,1997-07-29
11.385269165039062,1997-07-30
11.428811073303223,1997-07-31
11.232889175415039,1997-08-01
11.167577743530273,1997-08-04
11.102272987365723,1997-08-05
11.189347267150879,1997-08-06
11.319962501525879,1997-08-07
11.385269165039062,1997-08-08
11.494121551513672,1997-08-11
11.407039642333984,1997-08-12
11.385269165039062,1997-08-13
11.450576782226562,1997-08-14
11.254651069641113,1997-08-15
11.167577743530273,1997-08-18
11.211116790771484,1997-08-19
11.124039649963379,1997-08-20
11.102272987365723,1997-08-21
11.058733940124512,1997-08-22
11.036966323852539,1997-08-25
10.666879653930664,1997-08-26
11.036966323852539,1997-08-27
11.124039649963379,1997-08-28
11.145813941955566,1997-08-29
11.319962501525879,1997-09-02
11.363499641418457,1997-09-03
11.145813941955566,1997-09-04
11.015196800231934,1997-09-05
11.145813941955566,1997-09-08
11.036966323852539,1997-09-09
11.015196800231934,1997-09-10
11.015196800231934,1997-09-11
11.298189163208008,1997-09-12
11.276429176330566,1997-09-15
11.341731071472168,1997-09-16
11.363499641418457,1997-09-17
11.515886306762695,1997-09-18
11.755345344543457,1997-09-19
11.71180534362793,1997-09-22
12.21249771118164,1997-09-23
11.973040580749512,1997-09-24
12.01657772064209,1997-09-25
12.131275177001953,1997-09-26
11.998929023742676,1997-09-29
12.285672187805176,1997-09-30
12.418015480041504,1997-10-01
12.682692527770996,1997-10-02
12.96943187713623,1997-10-03
12.96943187713623,1997-10-06
12.859149932861328,1997-10-07
12.96943187713623,1997-10-08
12.96943187713623,1997-10-09
13.05766487121582,1997-10-10
12.74886417388916,1997-10-13
12.682692527770996,1997-10-14
12.682692527770996,1997-10-15
12.638579368591309,1997-10-16
12.285672187805176,1997-10-17
12.131275177001953,1997-10-20
12.065102577209473,1997-10-21
12.109211921691895,1997-10-22
12.087160110473633,1997-10-23
12.087160110473633,1997-10-24
11.954815864562988,1997-10-27
11.954815864562988,1997-10-28
11.84453010559082,1997-10-29
11.579850196838379,1997-10-30
12.087160110473633,1997-10-31
12.263611793518066,1997-11-03
12.043045997619629,1997-11-04
12.17538833618164,1997-11-05
12.351836204528809,1997-11-06
12.17538833618164,1997-11-07
12.219502449035645,1997-11-10
12.219502449035645,1997-11-11
12.219502449035645,1997-11-12
12.087160110473633,1997-11-13
12.351836204528809,1997-11-14
12.440061569213867,1997-11-17
12.329788208007812,1997-11-18
12.351836204528809,1997-11-19
12.351836204528809,1997-11-20
12.395950317382812,1997-11-21
12.418015480041504,1997-11-24
12.528289794921875,1997-11-25
12.704753875732422,1997-11-26
12.74886417388916,1997-11-28
12.638579368591309,1997-12-01
12.528289794921875,1997-12-02
12.462122917175293,1997-12-03
12.395950317382812,1997-12-04
12.263611793518066,1997-12-05
12.17538833618164,1997-12-08
12.043045997619629,1997-12-09
12.065102577209473,1997-12-10
12.020992279052734,1997-12-11
12.020992279052734,1997-12-12
12.1974458694458,1997-12-15
12.043045997619629,1997-12-16
12.065102577209473,1997-12-17
12.17538833618164,1997-12-18
12.087160110473633,1997-12-19
12.1974458694458,1997-12-22
12.307727813720703,1997-12-23
12.241545677185059,1997-12-24
12.219502449035645,1997-12-26
12.268659591674805,1997-12-29
12.447443962097168,1997-12-30
12.51447868347168,1997-12-31
12.291013717651367,1998-01-02
12.291013717651367,1998-01-05
12.335707664489746,1998-01-06
12.492140769958496,1998-01-07
12.469789505004883,1998-01-08
12.35805606842041,1998-01-09
12.246317863464355,1998-01-12
12.268659591674805,1998-01-13
12.35805606842041,1998-01-14
12.380402565002441,1998-01-15
12.425092697143555,1998-01-16
12.380402565002441,1998-01-20
12.313358306884766,1998-01-21
12.335707664489746,1998-01-22
12.425092697143555,1998-01-23
12.425092697143555,1998-01-26
12.40273666381836,1998-01-27
12.35805606842041,1998-01-28
12.335707664489746,1998-01-29
12.313358306884766,1998-01-30
12.179278373718262,1998-02-02
12.134578704833984,1998-02-03
12.000493049621582,1998-02-04
12.089883804321289,1998-02-05
12.268659591674805,1998-02-06
