L,Date
0.6433272957801819,1980-10-22
0.6272939443588257,1980-10-23
0.6222840547561646,1980-10-24
0.6142672300338745,1980-10-27
0.6222840547561646,1980-10-28
0.6222840547561646,1980-10-29
0.62529057264328,1980-10-30
0.6303002834320068,1980-10-31
0.6513438820838928,1980-11-03
0.6453311443328857,1980-11-05
0.6323050260543823,1980-11-06
0.6112608313560486,1980-11-07
0.6032443642616272,1980-11-10
0.6313023567199707,1980-11-11
0.6573560833930969,1980-11-12
0.6814053058624268,1980-11-13
0.6804040670394897,1980-11-14
0.6693813800811768,1980-11-17
0.673389196395874,1980-11-18
0.6613646149635315,1980-11-19
0.6683788895606995,1980-11-20
0.6693813800811768,1980-11-21
0.6794018745422363,1980-11-24
0.7194840908050537,1980-11-25
0.7114675641059875,1980-11-26
0.7144739627838135,1980-11-28
0.7184819579124451,1980-12-01
0.7254970073699951,1980-12-02
0.7234930396080017,1980-12-03
0.7114675641059875,1980-12-04
0.6854138970375061,1980-12-05
0.6623669862747192,1980-12-08
0.6573560833930969,1980-12-09
0.6483374238014221,1980-12-10
0.6232860684394836,1980-12-11
0.62529057264328,1980-12-12
0.6453311443328857,1980-12-15
0.6543495655059814,1980-12-16
0.677397608757019,1980-12-17
0.677397608757019,1980-12-18
0.6854138970375061,1980-12-19
0.708461344242096,1980-12-22
0.689422607421875,1980-12-23
0.677397608757019,1980-12-24
0.6854138970375061,1980-12-26
0.6794018745422363,1980-12-29
0.6653724312782288,1980-12-30
0.664370596408844,1980-12-31
0.6623669862747192,1981-01-02
0.6623669862747192,1981-01-05
0.6613646149635315,1981-01-06
0.6473355293273926,1981-01-07
0.6393193006515503,1981-01-08
0.6403209567070007,1981-01-09
0.6413229703903198,1981-01-12
0.6333066821098328,1981-01-13
0.6313023567199707,1981-01-14
0.634308934211731,1981-01-15
0.634308934211731,1981-01-16
0.6383166909217834,1981-01-19
0.6373149156570435,1981-01-20
0.6222840547561646,1981-01-21
0.6202796101570129,1981-01-22
0.6132655143737793,1981-01-23
0.6132655143737793,1981-01-26
0.6192775368690491,1981-01-27
0.6172736883163452,1981-01-28
0.6132655143737793,1981-01-29
0.606251060962677,1981-01-30
0.5892154574394226,1981-02-02
0.5892154574394226,1981-02-03
0.593224048614502,1981-02-04
0.5952282547950745,1981-02-05
0.6092568635940552,1981-02-06
0.6092568635940552,1981-02-09
0.60725337266922,1981-02-10
0.6052483916282654,1981-02-11
0.6002382636070251,1981-02-12
0.5952282547950745,1981-02-13
0.5952282547950745,1981-02-17
0.599236786365509,1981-02-18
0.6012400388717651,1981-02-19
0.6092568635940552,1981-02-20
0.60725337266922,1981-02-23
0.6172736883163452,1981-02-24
0.6303002834320068,1981-02-25
0.6573560833930969,1981-02-26
0.6713855862617493,1981-02-27
0.6673769950866699,1981-03-02
0.664370596408844,1981-03-03
0.664370596408844,1981-03-04
0.6563539505004883,1981-03-05
0.6603626012802124,1981-03-06
0.6593604683876038,1981-03-09
0.650341808795929,1981-03-10
0.6453311443328857,1981-03-11
0.6673769950866699,1981-03-12
0.6653724312782288,1981-03-13
0.670383095741272,1981-03-16
0.670383095741272,1981-03-17
0.6713855862617493,1981-03-18
0.6763955950737,1981-03-19
0.6904240846633911,1981-03-20
0.6954349875450134,1981-03-23
0.6874182224273682,1981-03-24
0.6844120025634766,1981-03-25
0.6804040670394897,1981-03-26
0.6613646149635315,1981-03-27
0.6623669862747192,1981-03-30
0.6673769950866699,1981-03-31
0.6794018745422363,1981-04-01
0.6974390745162964,1981-04-02
0.6874182224273682,1981-04-03
0.6804040670394897,1981-04-06
0.691426157951355,1981-04-07
0.7254970073699951,1981-04-08
0.7625734806060791,1981-04-09
0.7615714073181152,1981-04-10
0.7345157265663147,1981-04-13
0.7325116395950317,1981-04-14
0.7485440969467163,1981-04-15
0.7625734806060791,1981-04-16
0.7996498346328735,1981-04-20
0.7735959887504578,1981-04-21
0.7786068320274353,1981-04-22
0.7735959887504578,1981-04-23
0.7715915441513062,1981-04-24
0.749546468257904,1981-04-27
0.7295047640800476,1981-04-28
0.6994429230690002,1981-04-29
0.7024491429328918,1981-04-30
0.7054554224014282,1981-05-01
0.691426157951355,1981-05-04
0.6934306621551514,1981-05-05
0.6954349875450134,1981-05-06
0.6924283504486084,1981-05-07
0.7054554224014282,1981-05-08
0.6844120025634766,1981-05-11
0.7134721279144287,1981-05-12
0.7134721279144287,1981-05-13
0.7114675641059875,1981-05-14
0.7024491429328918,1981-05-15
0.724494457244873,1981-05-18
0.7174800038337708,1981-05-19
0.7174800038337708,1981-05-20
0.740527868270874,1981-05-21
0.7635753154754639,1981-05-22
0.8216951489448547,1981-05-26
0.8166845440864563,1981-05-27
0.813679039478302,1981-05-28
0.8016539812088013,1981-05-29
0.7786068320274353,1981-06-01
0.7866228818893433,1981-06-02
0.789628803730011,1981-06-03
0.7946394681930542,1981-06-04
0.8066650629043579,1981-06-05
0.8327179551124573,1981-06-08
0.813679039478302,1981-06-09
0.8096702694892883,1981-06-10
0.8367260694503784,1981-06-11
0.8387302160263062,1981-06-12
0.8467470407485962,1981-06-15
0.8537607789039612,1981-06-16
0.8497534394264221,1981-06-17
0.8487511873245239,1981-06-18
0.8497534394264221,1981-06-19
0.8517580628395081,1981-06-22
0.8497534394264221,1981-06-23
0.8527590036392212,1981-06-24
0.8527590036392212,1981-06-25
0.8527590036392212,1981-06-26
0.8517580628395081,1981-06-29
0.8337203860282898,1981-06-30
0.8016539812088013,1981-07-01
0.7906306982040405,1981-07-02
0.789628803730011,1981-07-06
0.7816122174263,1981-07-07
0.7856207489967346,1981-07-08
0.7886273860931396,1981-07-09
0.7976461052894592,1981-07-10
0.8016539812088013,1981-07-13
0.7936369776725769,1981-07-14
0.7936369776725769,1981-07-15
0.7856207489967346,1981-07-16
0.7836164832115173,1981-07-17
0.7695879936218262,1981-07-20
0.7695879936218262,1981-07-21
0.7615714073181152,1981-07-22
0.749546468257904,1981-07-23
0.7525529861450195,1981-07-24
0.7505484223365784,1981-07-27
0.7415300011634827,1981-07-28
0.7415300011634827,1981-07-29
0.7435346245765686,1981-07-30
0.758564829826355,1981-07-31
0.7715915441513062,1981-08-03
0.7735959887504578,1981-08-04
0.7886273860931396,1981-08-05
0.7786068320274353,1981-08-06
0.7735959887504578,1981-08-07
0.7655794024467468,1981-08-10
0.7535541653633118,1981-08-11
0.7415300011634827,1981-08-12
0.7345157265663147,1981-08-13
0.7535541653633118,1981-08-14
0.7435346245765686,1981-08-17
0.7285027503967285,1981-08-18
0.7214887738227844,1981-08-19
0.7275007963180542,1981-08-20
0.7264986634254456,1981-08-21
0.6934306621551514,1981-08-24
0.6944324374198914,1981-08-25
0.6934306621551514,1981-08-26
0.7024491429328918,1981-08-27
0.7034512162208557,1981-08-28
0.7004451155662537,1981-08-31
0.6994429230690002,1981-09-01
0.6984418034553528,1981-09-02
0.6974390745162964,1981-09-03
0.6874182224273682,1981-09-04
0.6623669862747192,1981-09-08
0.6633684635162354,1981-09-09
0.6693813800811768,1981-09-10
0.6794018745422363,1981-09-11
0.677397608757019,1981-09-14
0.6743909120559692,1981-09-15
0.6693813800811768,1981-09-16
0.6633684635162354,1981-09-17
0.6593604683876038,1981-09-18
0.664370596408844,1981-09-21
0.6543495655059814,1981-09-22
0.6493395566940308,1981-09-23
0.6483374238014221,1981-09-24
0.6363125443458557,1981-09-25
0.6453311443328857,1981-09-28
0.6543495655059814,1981-09-29
0.6673769950866699,1981-09-30
0.673389196395874,1981-10-01
0.677397608757019,1981-10-02
0.6753931045532227,1981-10-05
0.6743909120559692,1981-10-06
0.6954349875450134,1981-10-07
0.7024491429328918,1981-10-08
0.7064581513404846,1981-10-09
0.7034512162208557,1981-10-12
0.7074599266052246,1981-10-13
0.7094632387161255,1981-10-14
0.7104658484458923,1981-10-15
0.7114675641059875,1981-10-16
0.7024491429328918,1981-10-19
0.6974390745162964,1981-10-20
0.6994429230690002,1981-10-21
0.6994429230690002,1981-10-22
0.691426157951355,1981-10-23
0.6874182224273682,1981-10-26
0.6944324374198914,1981-10-27
0.6944324374198914,1981-10-28
0.6954349875450134,1981-10-29
0.6994429230690002,1981-10-30
0.7034512162208557,1981-11-02
0.7184819579124451,1981-11-03
0.7305072546005249,1981-11-04
0.7275007963180542,1981-11-05
0.7194840908050537,1981-11-06
0.7254970073699951,1981-11-09
0.7234930396080017,1981-11-10
0.7214887738227844,1981-11-11
0.7154760956764221,1981-11-12
0.7094632387161255,1981-11-13
0.7024491429328918,1981-11-16
0.7014470100402832,1981-11-17
0.6974390745162964,1981-11-18
0.6974390745162964,1981-11-19
0.7034512162208557,1981-11-20
0.708461344242096,1981-11-23
0.7214887738227844,1981-11-24
0.7315089702606201,1981-11-25
0.7345157265663147,1981-11-27
0.7345157265663147,1981-11-30
0.7295047640800476,1981-12-01
0.7295047640800476,1981-12-02
0.7275007963180542,1981-12-03
0.7295047640800476,1981-12-04
0.7345157265663147,1981-12-07
0.7345157265663147,1981-12-08
0.7345157265663147,1981-12-09
0.7375214695930481,1981-12-10
0.7365195155143738,1981-12-11
0.7275007963180542,1981-12-14
0.7194840908050537,1981-12-15
0.7174800038337708,1981-12-16
0.7154760956764221,1981-12-17
0.7144739627838135,1981-12-18
0.7174800038337708,1981-12-21
0.7164785861968994,1981-12-22
0.7164785861968994,1981-12-23
0.7164785861968994,1981-12-24
0.7154760956764221,1981-12-28
0.7114675641059875,1981-12-29
0.7104658484458923,1981-12-30
0.7134721279144287,1981-12-31
0.7154760956764221,1982-01-04
0.7164785861968994,1982-01-05
0.7144739627838135,1982-01-06
0.7124698758125305,1982-01-07
0.7104658484458923,1982-01-08
0.7034512162208557,1982-01-11
0.691426157951355,1982-01-12
0.6844120025634766,1982-01-13
0.6713855862617493,1982-01-14
0.6693813800811768,1982-01-15
0.6673769950866699,1982-01-18
0.6613646149635315,1982-01-19
0.6573560833930969,1982-01-20
0.6573560833930969,1982-01-21
0.6613646149635315,1982-01-22
0.6533483862876892,1982-01-25
0.6613646149635315,1982-01-26
0.6613646149635315,1982-01-27
0.6653724312782288,1982-01-28
0.677397608757019,1982-01-29
0.670383095741272,1982-02-01
0.6653724312782288,1982-02-02
0.6593604683876038,1982-02-03
0.6533483862876892,1982-02-04
0.6563539505004883,1982-02-05
0.6493395566940308,1982-02-08
0.6413229703903198,1982-02-09
0.6473355293273926,1982-02-10
0.6463333964347839,1982-02-11
0.6453311443328857,1982-02-12
0.6373149156570435,1982-02-16
0.6393193006515503,1982-02-17
0.6433272957801819,1982-02-18
0.6423251032829285,1982-02-19
0.6453311443328857,1982-02-22
0.6453311443328857,1982-02-23
0.6613646149635315,1982-02-24
0.6814053058624268,1982-02-25
0.6814053058624268,1982-02-26
0.6814053058624268,1982-03-01
0.6834096908569336,1982-03-02
0.6864162683486938,1982-03-03
0.691426157951355,1982-03-04
0.6904240846633911,1982-03-05
0.6844120025634766,1982-03-08
0.6884203553199768,1982-03-09
0.6874182224273682,1982-03-10
0.689422607421875,1982-03-11
0.689422607421875,1982-03-12
0.6844120025634766,1982-03-15
0.6874182224273682,1982-03-16
0.689422607421875,1982-03-17
0.6974390745162964,1982-03-18
0.7054554224014282,1982-03-19
0.7435346245765686,1982-03-22
0.7345157265663147,1982-03-23
0.7345157265663147,1982-03-24
0.7325116395950317,1982-03-25
0.7254970073699951,1982-03-26
0.724494457244873,1982-03-29
0.724494457244873,1982-03-30
0.7224904894828796,1982-03-31
0.7415300011634827,1982-04-01
0.7455379366874695,1982-04-02
0.7515507936477661,1982-04-05
0.7555584907531738,1982-04-06
0.7505484223365784,1982-04-07
0.7615714073181152,1982-04-08
0.7836164832115173,1982-04-12
0.789628803730011,1982-04-13
0.7876248955726624,1982-04-14
0.7856207489967346,1982-04-15
0.7916334867477417,1982-04-16
0.7876248955726624,1982-04-19
0.7766020894050598,1982-04-20
0.7745980024337769,1982-04-21
0.7776045203208923,1982-04-22
0.7816122174263,1982-04-23
0.7756001353263855,1982-04-26
0.7705903649330139,1982-04-27
0.7665817737579346,1982-04-28
0.7555584907531738,1982-04-29
0.7565608024597168,1982-04-30
0.7505484223365784,1982-05-03
0.7515507936477661,1982-05-04
0.7425318360328674,1982-05-05
0.7415300011634827,1982-05-06
0.7655794024467468,1982-05-07
0.7575629353523254,1982-05-10
0.7435346245765686,1982-05-11
0.7345157265663147,1982-05-12
0.7285027503967285,1982-05-13
0.7285027503967285,1982-05-14
0.7335136532783508,1982-05-17
0.7345157265663147,1982-05-18
0.7315089702606201,1982-05-19
0.7264986634254456,1982-05-20
0.7214887738227844,1982-05-21
0.7234930396080017,1982-05-24
0.7254970073699951,1982-05-25
0.7194840908050537,1982-05-26
0.7054554224014282,1982-05-27
0.6964368224143982,1982-05-28
0.6964368224143982,1982-06-01
0.6994429230690002,1982-06-02
0.6904240846633911,1982-06-03
0.6904240846633911,1982-06-04
0.6904240846633911,1982-06-07
0.6904240846633911,1982-06-08
0.6934306621551514,1982-06-09
0.6964368224143982,1982-06-10
0.6974390745162964,1982-06-11
0.6934306621551514,1982-06-14
0.689422607421875,1982-06-15
0.6904240846633911,1982-06-16
0.689422607421875,1982-06-17
0.6864162683486938,1982-06-18
0.6864162683486938,1982-06-21
0.6844120025634766,1982-06-22
0.689422607421875,1982-06-23
0.6834096908569336,1982-06-24
0.6874182224273682,1982-06-25
0.691426157951355,1982-06-28
0.6934306621551514,1982-06-29
0.6944324374198914,1982-06-30
0.6944324374198914,1982-07-01
0.6974390745162964,1982-07-02
0.6934306621551514,1982-07-06
0.6934306621551514,1982-07-07
0.6994429230690002,1982-07-08
0.7054554224014282,1982-07-09
0.7124698758125305,1982-07-12
0.7154760956764221,1982-07-13
0.7275007963180542,1982-07-14
0.7315089702606201,1982-07-15
0.7315089702606201,1982-07-16
0.7315089702606201,1982-07-19
0.735517144203186,1982-07-20
0.738523542881012,1982-07-21
0.7365195155143738,1982-07-22
0.739525556564331,1982-07-23
0.7375214695930481,1982-07-26
0.738523542881012,1982-07-27
0.7365195155143738,1982-07-28
0.7285027503967285,1982-07-29
0.7224904894828796,1982-07-30
0.7224904894828796,1982-08-02
0.7134721279144287,1982-08-03
0.7034512162208557,1982-08-04
0.7014470100402832,1982-08-05
0.6954349875450134,1982-08-06
0.6834096908569336,1982-08-09
0.6834096908569336,1982-08-10
0.6783997416496277,1982-08-11
0.6553516387939453,1982-08-12
0.6603626012802124,1982-08-13
0.670383095741272,1982-08-16
0.6884203553199768,1982-08-17
0.7014470100402832,1982-08-18
0.7014470100402832,1982-08-19
0.7335136532783508,1982-08-20
0.7756001353263855,1982-08-23
0.7876248955726624,1982-08-24
0.7816122174263,1982-08-25
0.7936369776725769,1982-08-26
0.7876248955726624,1982-08-27
0.7976461052894592,1982-08-30
0.8106723427772522,1982-08-31
0.8337203860282898,1982-09-01
0.8417370915412903,1982-09-02
0.8768091201782227,1982-09-03
0.8647834658622742,1982-09-07
0.8908376097679138,1982-09-08
0.9008587002754211,1982-09-09
0.8828215003013611,1982-09-10
0.8958486318588257,1982-09-13
0.9188956618309021,1982-09-14
0.9359310865402222,1982-09-15
0.9479557871818542,1982-09-16
0.9349287748336792,1982-09-17
0.915889322757721,1982-09-20
0.9279143810272217,1982-09-21
0.941943347454071,1982-09-22
0.9319228529930115,1982-09-23
0.941943347454071,1982-09-24
0.9539685249328613,1982-09-27
0.982025682926178,1982-09-28
0.9780176281929016,1982-09-29
0.9599812030792236,1982-09-30
0.9659930467605591,1982-10-01
1.0541744232177734,1982-10-04
1.0601871013641357,1982-10-05
1.0822330713272095,1982-10-06
1.1142983436584473,1982-10-07
1.190456509590149,1982-10-08
1.190456509590149,1982-10-11
1.1142983436584473,1982-10-12
1.154381513595581,1982-10-13
1.0902494192123413,1982-10-14
1.0782243013381958,1982-10-15
1.1463655233383179,1982-10-18
1.1022745370864868,1982-10-19
1.1443616151809692,1982-10-20
1.1383486986160278,1982-10-21
1.1623982191085815,1982-10-22
1.1263240575790405,1982-10-25
1.1142983436584473,1982-10-26
1.1463655233383179,1982-10-27
1.1203112602233887,1982-10-28
1.1122946739196777,1982-10-29
1.1183072328567505,1982-11-01
1.178430199623108,1982-11-02
1.2425634860992432,1982-11-03
1.2585963010787964,1982-11-04
1.2786386013031006,1982-11-05
1.244568109512329,1982-11-08
1.2485765218734741,1982-11-09
1.220517635345459,1982-11-10
1.1984729766845703,1982-11-11
1.1844444274902344,1982-11-12
1.163400411605835,1982-11-15
1.1463655233383179,1982-11-16
1.1503729820251465,1982-11-17
1.1523782014846802,1982-11-18
1.1303318738937378,1982-11-19
1.0982654094696045,1982-11-22
1.1022745370864868,1982-11-23
1.0942574739456177,1982-11-24
1.096261978149414,1982-11-26
1.0902494192123413,1982-11-29
1.1142983436584473,1982-11-30
1.0982654094696045,1982-12-01
1.1142983436584473,1982-12-02
1.1383486986160278,1982-12-03
1.142356276512146,1982-12-06
1.1303318738937378,1982-12-07
1.0982654094696045,1982-12-08
1.1022745370864868,1982-12-09
1.0822330713272095,1982-12-10
1.066199541091919,1982-12-13
1.0682038068771362,1982-12-14
1.0541744232177734,1982-12-15
1.0381418466567993,1982-12-16
1.0481632947921753,1982-12-17
1.0541744232177734,1982-12-20
1.0742161273956299,1982-12-21
1.066199541091919,1982-12-22
1.0742161273956299,1982-12-23
1.1142983436584473,1982-12-27
1.1223161220550537,1982-12-28
1.142356276512146,1982-12-29
1.154381513595581,1982-12-30
1.1503729820251465,1982-12-31
1.1323362588882446,1983-01-03
1.1463655233383179,1983-01-04
1.186448097229004,1983-01-05
1.2044850587844849,1983-01-06
1.2104967832565308,1983-01-07
1.2425634860992432,1983-01-10
1.2575944662094116,1983-01-11
1.2485765218734741,1983-01-12
1.2295361757278442,1983-01-13
1.234546422958374,1983-01-14
1.2104967832565308,1983-01-17
1.1984729766845703,1983-01-18
1.1944648027420044,1983-01-19
1.1944648027420044,1983-01-20
1.1964678764343262,1983-01-21
1.1964678764343262,1983-01-24
1.1944648027420044,1983-01-25
1.2104967832565308,1983-01-26
1.2355493307113647,1983-01-27
1.2185145616531372,1983-01-28
1.214505910873413,1983-01-31
1.1984729766845703,1983-02-01
1.1724193096160889,1983-02-02
1.180435061454773,1983-02-03
1.178430199623108,1983-02-04
1.182439923286438,1983-02-07
1.178430199623108,1983-02-08
1.178430199623108,1983-02-09
1.186448097229004,1983-02-10
1.1984729766845703,1983-02-11
1.2004772424697876,1983-02-14
1.2225216627120972,1983-02-15
1.2225216627120972,1983-02-16
1.2585963010787964,1983-02-17
1.276633381843567,1983-02-18
1.2706212997436523,1983-02-22
1.2806419134140015,1983-02-23
1.3107038736343384,1983-02-24
1.3167166709899902,1983-02-25
1.2986791133880615,1983-02-28
1.3046913146972656,1983-03-01
1.3107038736343384,1983-03-02
1.3387627601623535,1983-03-03
1.3307448625564575,1983-03-04
1.3227287530899048,1983-03-07
1.2946710586547852,1983-03-08
1.2746304273605347,1983-03-09
1.3026877641677856,1983-03-10
1.3026877641677856,1983-03-11
1.2986791133880615,1983-03-14
1.2986791133880615,1983-03-15
1.300683617591858,1983-03-16
1.2986791133880615,1983-03-17
1.3147121667861938,1983-03-18
1.3347539901733398,1983-03-21
1.3618093729019165,1983-03-22
1.381851315498352,1983-03-23
1.3868613243103027,1983-03-24
1.3708277940750122,1983-03-25
1.3267375230789185,1983-03-28
1.3167166709899902,1983-03-29
1.3167166709899902,1983-03-30
1.306695818901062,1983-03-31
1.2786386013031006,1983-04-04
1.2946710586547852,1983-04-05
1.2986791133880615,1983-04-06
1.2946710586547852,1983-04-07
1.2946710586547852,1983-04-08
1.3107038736343384,1983-04-11
1.3167166709899902,1983-04-12
1.3297432661056519,1983-04-13
1.3588029146194458,1983-04-14
1.36281156539917,1983-04-15
1.3688240051269531,1983-04-18
1.3708277940750122,1983-04-19
1.4028940200805664,1983-04-20
1.3828530311584473,1983-04-21
1.3748364448547363,1983-04-22
1.380849003791809,1983-04-25
1.3868613243103027,1983-04-26
1.3868613243103027,1983-04-27
1.380849003791809,1983-04-28
1.36281156539917,1983-04-29
1.3347539901733398,1983-05-02
1.3507862091064453,1983-05-03
1.3467789888381958,1983-05-04
1.354795217514038,1983-05-05
1.3788443803787231,1983-05-06
1.3467789888381958,1983-05-09
1.3668193817138672,1983-05-10
1.3588029146194458,1983-05-11
1.354795217514038,1983-05-12
1.3487818241119385,1983-05-13
1.3467789888381958,1983-05-16
1.3467789888381958,1983-05-17
1.3507862091064453,1983-05-18
1.354795217514038,1983-05-19
1.3487818241119385,1983-05-20
1.354795217514038,1983-05-23
1.3708277940750122,1983-05-24
1.3708277940750122,1983-05-25
1.3588029146194458,1983-05-26
1.3507862091064453,1983-05-27
1.3347539901733398,1983-05-31
1.3387627601623535,1983-06-01
1.3467789888381958,1983-06-02
1.354795217514038,1983-06-03
1.354795217514038,1983-06-06
1.3427705764770508,1983-06-07
1.3387627601623535,1983-06-08
1.3387627601623535,1983-06-09
1.3347539901733398,1983-06-10
1.3187209367752075,1983-06-13
1.306695818901062,1983-06-14
1.3026877641677856,1983-06-15
1.3588029146194458,1983-06-16
1.3507862091064453,1983-06-17
1.3387627601623535,1983-06-20
1.3427705764770508,1983-06-21
1.3507862091064453,1983-06-22
1.3427705764770508,1983-06-23
1.3307448625564575,1983-06-24
1.3267375230789185,1983-06-27
1.3187209367752075,1983-06-28
1.306695818901062,1983-06-29
1.3026877641677856,1983-06-30
1.2946710586547852,1983-07-01
1.2826459407806396,1983-07-05
1.2946710586547852,1983-07-06
1.3046913146972656,1983-07-07
1.2906630039215088,1983-07-08
1.276633381843567,1983-07-11
1.2626047134399414,1983-07-12
1.2425634860992432,1983-07-13
1.234546422958374,1983-07-14
1.182439923286438,1983-07-15
1.1583900451660156,1983-07-18
1.1644022464752197,1983-07-19
1.192460060119629,1983-07-20
1.1684105396270752,1983-07-21
1.166406512260437,1983-07-22
1.142356276512146,1983-07-25
1.1523782014846802,1983-07-26
1.1223161220550537,1983-07-27
1.0802280902862549,1983-07-28
1.0782243013381958,1983-07-29
1.0802280902862549,1983-08-01
1.0922536849975586,1983-08-02
1.0802280902862549,1983-08-03
1.0822330713272095,1983-08-04
1.10027015209198,1983-08-05
1.1062825918197632,1983-08-08
1.1142983436584473,1983-08-09
1.1483696699142456,1983-08-10
1.190456509590149,1983-08-11
1.190456509590149,1983-08-12
1.2185145616531372,1983-08-15
1.214505910873413,1983-08-16
1.2064887285232544,1983-08-17
1.2185145616531372,1983-08-18
1.2064887285232544,1983-08-19
1.224526047706604,1983-08-22
1.212502121925354,1983-08-23
1.1884515285491943,1983-08-24
1.1844444274902344,1983-08-25
1.1844444274902344,1983-08-26
1.1844444274902344,1983-08-29
1.1764272451400757,1983-08-30
1.1764272451400757,1983-08-31
1.1844444274902344,1983-09-01
1.1884515285491943,1983-09-02
1.2024809122085571,1983-09-06
1.214505910873413,1983-09-07
1.2225216627120972,1983-09-08
1.2255289554595947,1983-09-09
1.224526047706604,1983-09-12
