ADTN,Date
3.7554633617401123,1994-08-10
3.5078516006469727,1994-08-11
3.590388298034668,1994-08-12
3.549119710922241,1994-08-15
3.5078516006469727,1994-08-16
3.590388298034668,1994-08-17
3.590388298034668,1994-08-18
3.590388298034668,1994-08-19
3.549119710922241,1994-08-22
3.549119710922241,1994-08-23
3.7141950130462646,1994-08-24
3.7141950130462646,1994-08-25
4.137200832366943,1994-08-26
4.539571762084961,1994-08-29
4.704645156860352,1994-08-30
4.498302459716797,1994-08-31
4.457034111022949,1994-09-01
4.457034111022949,1994-09-02
4.457034111022949,1994-09-06
4.539571762084961,1994-09-07
4.622110366821289,1994-09-08
4.745915412902832,1994-09-09
4.580838203430176,1994-09-12
4.6633782386779785,1994-09-13
4.9109907150268555,1994-09-14
4.993528366088867,1994-09-15
4.972893714904785,1994-09-16
4.993528366088867,1994-09-19
4.869721412658691,1994-09-20
4.9522600173950195,1994-09-21
5.076065540313721,1994-09-22
5.406215667724609,1994-09-23
5.736366271972656,1994-09-26
5.757000923156738,1994-09-27
5.736366271972656,1994-09-28
5.695097923278809,1994-09-29
5.550657272338867,1994-09-30
5.199872970581055,1994-10-03
5.158605098724365,1994-10-04
5.034795761108398,1994-10-05
4.993528366088867,1994-10-06
4.993528366088867,1994-10-07
5.117333889007568,1994-10-10
5.241141319274902,1994-10-11
5.117333889007568,1994-10-12
5.179237365722656,1994-10-13
5.282410144805908,1994-10-14
5.468120574951172,1994-10-17
5.406215667724609,1994-10-18
5.406215667724609,1994-10-19
5.076065540313721,1994-10-20
5.158605098724365,1994-10-21
5.199872970581055,1994-10-24
5.3236799240112305,1994-10-25
5.447484493255615,1994-10-26
5.612560749053955,1994-10-27
5.695097923278809,1994-10-28
6.025246620178223,1994-10-31
5.818906784057617,1994-11-01
5.860171794891357,1994-11-02
5.860171794891357,1994-11-03
5.818906784057617,1994-11-04
5.612560749053955,1994-11-07
5.777637958526611,1994-11-08
5.860171794891357,1994-11-09
5.777637958526611,1994-11-10
5.695097923278809,1994-11-11
5.777637958526611,1994-11-14
5.736366271972656,1994-11-15
5.9220757484436035,1994-11-16
5.798270225524902,1994-11-17
5.880809307098389,1994-11-18
5.901443004608154,1994-11-21
5.695097923278809,1994-11-22
5.653828144073486,1994-11-23
5.818906784057617,1994-11-25
5.860171794891357,1994-11-28
6.0458831787109375,1994-11-29
6.39666748046875,1994-11-30
6.025246620178223,1994-12-01
6.1077880859375,1994-12-02
6.1490559577941895,1994-12-05
6.1490559577941895,1994-12-06
6.272861957550049,1994-12-07
5.983979225158691,1994-12-08
5.901443004608154,1994-12-09
5.9427103996276855,1994-12-12
6.066517353057861,1994-12-13
6.066517353057861,1994-12-14
6.1077880859375,1994-12-15
6.025246620178223,1994-12-16
6.118103504180908,1994-12-19
6.355401515960693,1994-12-20
6.520474433898926,1994-12-21
6.644280910491943,1994-12-22
6.850627899169922,1994-12-23
7.222044944763184,1994-12-27
7.180776596069336,1994-12-28
7.304582118988037,1994-12-29
7.552196025848389,1994-12-30
7.304582118988037,1995-01-03
7.015703201293945,1995-01-04
6.809354782104492,1995-01-05
6.664914131164551,1995-01-06
6.768088340759277,1995-01-09
7.056971073150635,1995-01-10
7.180776596069336,1995-01-11
7.387121200561523,1995-01-12
7.490293502807617,1995-01-13
7.056971073150635,1995-01-16
7.098239421844482,1995-01-17
7.304582118988037,1995-01-18
7.263315677642822,1995-01-19
7.387121200561523,1995-01-20
7.552196025848389,1995-01-23
8.006152153015137,1995-01-24
8.088690757751465,1995-01-25
8.377571105957031,1995-01-26
8.418843269348145,1995-01-27
8.5839204788208,1995-01-30
8.5839204788208,1995-01-31
8.33630084991455,1995-02-01
8.377571105957031,1995-02-02
8.418843269348145,1995-02-03
8.295032501220703,1995-02-06
8.212498664855957,1995-02-07
8.377571105957031,1995-02-08
8.33630084991455,1995-02-09
8.253765106201172,1995-02-10
8.253765106201172,1995-02-13
8.377571105957031,1995-02-14
8.377571105957031,1995-02-15
9.079143524169922,1995-02-16
8.872801780700684,1995-02-17
9.037874221801758,1995-02-21
8.996604919433594,1995-02-22
8.996604919433594,1995-02-23
8.914068222045898,1995-02-24
8.872801780700684,1995-02-27
8.790260314941406,1995-02-28
8.914068222045898,1995-03-01
8.914068222045898,1995-03-02
8.748991012573242,1995-03-03
8.831526756286621,1995-03-06
8.748991012573242,1995-03-07
8.914068222045898,1995-03-08
8.748991012573242,1995-03-09
8.460110664367676,1995-03-10
8.5839204788208,1995-03-13
8.5839204788208,1995-03-14
8.5839204788208,1995-03-15
8.5839204788208,1995-03-16
8.501379013061523,1995-03-17
8.418843269348145,1995-03-20
8.418843269348145,1995-03-21
8.377571105957031,1995-03-22
8.604548454284668,1995-03-23
8.831526756286621,1995-03-24
9.450560569763184,1995-03-27
9.533095359802246,1995-03-28
9.574365615844727,1995-03-29
9.326756477355957,1995-03-30
9.202948570251465,1995-03-31
9.12041187286377,1995-04-03
9.079143524169922,1995-04-04
9.161676406860352,1995-04-05
9.079143524169922,1995-04-06
8.872801780700684,1995-04-07
8.872801780700684,1995-04-10
8.996604919433594,1995-04-11
9.533095359802246,1995-04-12
9.698173522949219,1995-04-13
10.11086368560791,1995-04-17
10.234667778015137,1995-04-18
10.069591522216797,1995-04-19
10.812431335449219,1995-04-20
11.266386032104492,1995-04-21
11.142584800720215,1995-04-24
10.647359848022461,1995-04-25
10.523547172546387,1995-04-26
11.101314544677734,1995-04-27
10.915604591369629,1995-04-28
10.771164894104004,1995-05-01
10.812431335449219,1995-05-02
10.72989273071289,1995-05-03
10.441014289855957,1995-05-04
10.31721019744873,1995-05-05
9.904520034790039,1995-05-08
9.533095359802246,1995-05-09
9.656907081604004,1995-05-10
9.698173522949219,1995-05-11
10.152131080627441,1995-05-12
10.97750473022461,1995-05-15
11.142584800720215,1995-05-16
11.06004810333252,1995-05-17
10.564820289611816,1995-05-18
10.72989273071289,1995-05-19
11.555275917053223,1995-05-22
11.307656288146973,1995-05-23
11.390195846557617,1995-05-24
10.915604591369629,1995-05-25
11.390195846557617,1995-05-26
10.89496898651123,1995-05-30
11.06004810333252,1995-05-31
10.812431335449219,1995-06-01
10.97750473022461,1995-06-02
10.482282638549805,1995-06-05
10.482282638549805,1995-06-06
10.564820289611816,1995-06-07
10.72989273071289,1995-06-08
10.72989273071289,1995-06-09
10.89496898651123,1995-06-12
10.72989273071289,1995-06-13
10.39974594116211,1995-06-14
10.482282638549805,1995-06-15
10.72989273071289,1995-06-16
10.812431335449219,1995-06-19
11.472732543945312,1995-06-20
11.802886009216309,1995-06-21
11.885420799255371,1995-06-22
12.298111915588379,1995-06-23
12.050493240356445,1995-06-26
11.555275917053223,1995-06-27
11.307656288146973,1995-06-28
10.85369873046875,1995-06-29
11.06004810333252,1995-06-30
10.97750473022461,1995-07-03
11.142584800720215,1995-07-05
11.472732543945312,1995-07-06
11.637813568115234,1995-07-07
11.555275917053223,1995-07-10
11.06004810333252,1995-07-11
11.431467056274414,1995-07-12
11.472732543945312,1995-07-13
11.637813568115234,1995-07-14
12.050493240356445,1995-07-17
11.926692962646484,1995-07-18
11.307656288146973,1995-07-19
11.390195846557617,1995-07-20
11.637813568115234,1995-07-21
11.390195846557617,1995-07-24
11.720343589782715,1995-07-25
12.215576171875,1995-07-26
12.133034706115723,1995-07-27
12.133034706115723,1995-07-28
12.133034706115723,1995-07-31
11.885420799255371,1995-08-01
11.885420799255371,1995-08-02
11.720343589782715,1995-08-03
11.637813568115234,1995-08-04
11.22512149810791,1995-08-07
11.555275917053223,1995-08-08
11.472732543945312,1995-08-09
11.06004810333252,1995-08-10
10.39974594116211,1995-08-11
10.812431335449219,1995-08-14
11.555275917053223,1995-08-15
11.06004810333252,1995-08-16
10.97750473022461,1995-08-17
11.06004810333252,1995-08-18
10.647359848022461,1995-08-21
10.482282638549805,1995-08-22
10.812431335449219,1995-08-23
10.482282638549805,1995-08-24
10.564820289611816,1995-08-25
10.482282638549805,1995-08-28
9.904520034790039,1995-08-29
10.152131080627441,1995-08-30
10.31721019744873,1995-08-31
10.39974594116211,1995-09-01
10.152131080627441,1995-09-05
10.234667778015137,1995-09-06
10.771164894104004,1995-09-07
11.101314544677734,1995-09-08
11.142584800720215,1995-09-11
11.307656288146973,1995-09-12
11.307656288146973,1995-09-13
11.142584800720215,1995-09-14
10.97750473022461,1995-09-15
10.771164894104004,1995-09-18
10.97750473022461,1995-09-19
10.812431335449219,1995-09-20
10.812431335449219,1995-09-21
10.89496898651123,1995-09-22
10.647359848022461,1995-09-25
10.688628196716309,1995-09-26
10.647359848022461,1995-09-27
11.142584800720215,1995-09-28
11.472732543945312,1995-09-29
11.514001846313477,1995-10-02
11.679078102111816,1995-10-03
11.431467056274414,1995-10-04
11.472732543945312,1995-10-05
11.637813568115234,1995-10-06
11.142584800720215,1995-10-09
11.307656288146973,1995-10-10
11.596540451049805,1995-10-11
11.802886009216309,1995-10-12
12.133034706115723,1995-10-13
12.215576171875,1995-10-16
12.298111915588379,1995-10-17
12.628265380859375,1995-10-18
12.958410263061523,1995-10-19
12.628265380859375,1995-10-20
13.040948867797852,1995-10-23
12.999682426452637,1995-10-24
12.958410263061523,1995-10-25
12.875869750976562,1995-10-26
13.371097564697266,1995-10-27
13.536176681518555,1995-10-30
14.609164237976074,1995-10-31
15.104392051696777,1995-11-01
15.682159423828125,1995-11-02
16.92022132873535,1995-11-03
16.17738151550293,1995-11-06
15.847224235534668,1995-11-07
16.507530212402344,1995-11-08
15.929766654968262,1995-11-09
16.012304306030273,1995-11-10
16.012304306030273,1995-11-13
15.517083168029785,1995-11-14
15.269465446472168,1995-11-15
15.805957794189453,1995-11-16
15.723426818847656,1995-11-17
15.02185344696045,1995-11-20
14.279017448425293,1995-11-21
14.856780052185059,1995-11-22
14.939316749572754,1995-11-24
14.526631355285645,1995-11-27
14.732972145080566,1995-11-28
16.25992202758789,1995-11-29
16.17738151550293,1995-11-30
16.38372039794922,1995-12-01
16.25992202758789,1995-12-04
15.35200023651123,1995-12-05
15.269465446472168,1995-12-06
14.609164237976074,1995-12-07
15.847224235534668,1995-12-08
15.847224235534668,1995-12-11
15.929766654968262,1995-12-12
16.17738151550293,1995-12-13
16.755142211914062,1995-12-14
15.847224235534668,1995-12-15
14.856780052185059,1995-12-18
16.507530212402344,1995-12-19
16.424997329711914,1995-12-20
16.424997329711914,1995-12-21
16.590065002441406,1995-12-22
16.6726016998291,1995-12-26
17.250370025634766,1995-12-27
17.250370025634766,1995-12-28
17.93130874633789,1995-12-29
17.250370025634766,1996-01-02
16.878950119018555,1996-01-03
16.590065002441406,1996-01-04
16.38372039794922,1996-01-05
16.342458724975586,1996-01-08
15.02185344696045,1996-01-09
15.35200023651123,1996-01-10
15.517083168029785,1996-01-11
15.269465446472168,1996-01-12
14.69169807434082,1996-01-15
14.402826309204102,1996-01-16
14.526631355285645,1996-01-17
11.472732543945312,1996-01-18
10.152131080627441,1996-01-19
10.89496898651123,1996-01-22
10.771164894104004,1996-01-23
10.97750473022461,1996-01-24
10.606090545654297,1996-01-25
10.234667778015137,1996-01-26
9.244220733642578,1996-01-29
9.409290313720703,1996-01-30
9.079143524169922,1996-01-31
10.069591522216797,1996-02-01
11.720343589782715,1996-02-02
11.637813568115234,1996-02-05
11.637813568115234,1996-02-06
12.298111915588379,1996-02-07
12.958410263061523,1996-02-08
13.082215309143066,1996-02-09
12.545723915100098,1996-02-12
12.421913146972656,1996-02-13
12.46318244934082,1996-02-14
12.834606170654297,1996-02-15
12.7933349609375,1996-02-16
12.380648612976074,1996-02-20
12.586995124816895,1996-02-21
12.545723915100098,1996-02-22
12.710803031921387,1996-02-23
12.545723915100098,1996-02-26
12.7933349609375,1996-02-27
13.24729061126709,1996-02-28
14.279017448425293,1996-02-29
14.196478843688965,1996-03-01
14.361553192138672,1996-03-04
13.948863983154297,1996-03-05
14.361553192138672,1996-03-06
14.361553192138672,1996-03-07
13.886964797973633,1996-03-08
14.526631355285645,1996-03-11
14.196478843688965,1996-03-12
14.609164237976074,1996-03-13
14.815509796142578,1996-03-14
14.856780052185059,1996-03-15
14.939316749572754,1996-03-18
15.104392051696777,1996-03-19
15.063127517700195,1996-03-20
15.104392051696777,1996-03-21
15.43454360961914,1996-03-22
15.35200023651123,1996-03-25
14.774242401123047,1996-03-26
15.02185344696045,1996-03-27
14.939316749572754,1996-03-28
15.104392051696777,1996-03-29
15.682159423828125,1996-04-01
16.83768653869629,1996-04-02
17.002758026123047,1996-04-03
17.993209838867188,1996-04-04
17.70433235168457,1996-04-08
17.70433235168457,1996-04-09
18.323352813720703,1996-04-10
18.075748443603516,1996-04-11
14.939316749572754,1996-04-12
15.847224235534668,1996-04-15
18.901121139526367,1996-04-16
19.809040069580078,1996-04-17
18.653512954711914,1996-04-18
19.066190719604492,1996-04-19
19.148731231689453,1996-04-22
19.726505279541016,1996-04-23
19.809040069580078,1996-04-24
19.478885650634766,1996-04-25
18.40589714050293,1996-04-26
17.126562118530273,1996-04-29
17.497982025146484,1996-04-30
19.148731231689453,1996-05-01
18.158287048339844,1996-05-02
18.983661651611328,1996-05-03
19.396347045898438,1996-05-06
19.97411346435547,1996-05-07
19.726505279541016,1996-05-08
20.304262161254883,1996-05-09
21.212181091308594,1996-05-10
22.615312576293945,1996-05-13
21.45978546142578,1996-05-14
21.542329788208008,1996-05-15
22.615312576293945,1996-05-16
22.945465087890625,1996-05-17
22.57404899597168,1996-05-20
22.45024299621582,1996-05-21
22.615312576293945,1996-05-22
22.8216495513916,1996-05-23
22.36771011352539,1996-05-24
20.79949188232422,1996-05-28
22.36771011352539,1996-05-29
22.408971786499023,1996-05-30
22.8216495513916,1996-05-31
22.12009620666504,1996-06-03
22.20262908935547,1996-06-04
21.78993797302246,1996-06-05
22.20262908935547,1996-06-06
22.20262908935547,1996-06-07
21.99628257751465,1996-06-10
22.36771011352539,1996-06-11
22.862934112548828,1996-06-12
23.069272994995117,1996-06-13
