ADTN,Date
23.028003692626953,1996-06-14
22.945465087890625,1996-06-17
22.615312576293945,1996-06-18
22.45024299621582,1996-06-19
21.542329788208008,1996-06-20
21.91375160217285,1996-06-21
23.358156204223633,1996-06-24
22.388336181640625,1996-06-25
21.872482299804688,1996-06-26
22.161367416381836,1996-06-27
23.39942169189453,1996-06-28
24.266069412231445,1996-07-01
24.10098648071289,1996-07-02
24.18353271484375,1996-07-03
23.27562713623047,1996-07-05
23.44068717956543,1996-07-08
24.059734344482422,1996-07-09
23.688302993774414,1996-07-10
21.7073974609375,1996-07-11
20.96456527709961,1996-07-12
19.561431884765625,1996-07-15
18.57097625732422,1996-07-16
20.55187225341797,1996-07-17
22.36771011352539,1996-07-18
21.542329788208008,1996-07-19
19.643962860107422,1996-07-22
18.77731704711914,1996-07-23
18.901121139526367,1996-07-24
19.643962860107422,1996-07-25
20.79949188232422,1996-07-26
20.304262161254883,1996-07-29
19.726505279541016,1996-07-30
20.05664825439453,1996-07-31
21.501060485839844,1996-08-01
22.45024299621582,1996-08-02
21.624862670898438,1996-08-05
22.12009620666504,1996-08-06
23.110551834106445,1996-08-07
22.45024299621582,1996-08-08
21.78993797302246,1996-08-09
21.005842208862305,1996-08-12
20.55187225341797,1996-08-13
20.63442039489746,1996-08-14
20.55187225341797,1996-08-15
20.63442039489746,1996-08-16
19.643962860107422,1996-08-19
19.231273651123047,1996-08-20
19.97411346435547,1996-08-21
21.377256393432617,1996-08-22
21.78993797302246,1996-08-23
21.047094345092773,1996-08-26
21.542329788208008,1996-08-27
21.129640579223633,1996-08-28
21.45978546142578,1996-08-29
20.79949188232422,1996-08-30
21.129640579223633,1996-09-03
20.55187225341797,1996-09-04
20.386804580688477,1996-09-05
20.386804580688477,1996-09-06
20.139183044433594,1996-09-09
19.396347045898438,1996-09-10
19.643962860107422,1996-09-11
19.313814163208008,1996-09-12
19.726505279541016,1996-09-13
20.428071975708008,1996-09-16
20.139183044433594,1996-09-17
19.478885650634766,1996-09-18
18.839223861694336,1996-09-19
18.28209686279297,1996-09-20
17.993209838867188,1996-09-23
16.83768653869629,1996-09-24
16.342458724975586,1996-09-25
16.342458724975586,1996-09-26
16.25992202758789,1996-09-27
16.590065002441406,1996-09-30
14.774242401123047,1996-10-01
15.228199005126953,1996-10-02
15.847224235534668,1996-10-03
15.35200023651123,1996-10-04
13.866320610046387,1996-10-07
13.659979820251465,1996-10-08
13.329828262329102,1996-10-09
12.133034706115723,1996-10-10
12.215576171875,1996-10-11
13.123486518859863,1996-10-14
12.050493240356445,1996-10-15
12.050493240356445,1996-10-16
11.390195846557617,1996-10-17
12.215576171875,1996-10-18
12.628265380859375,1996-10-21
12.46318244934082,1996-10-22
12.958410263061523,1996-10-23
12.7933349609375,1996-10-24
12.669528007507324,1996-10-25
12.545723915100098,1996-10-28
11.844151496887207,1996-10-29
11.802886009216309,1996-10-30
12.050493240356445,1996-10-31
11.967958450317383,1996-11-01
11.142584800720215,1996-11-04
11.844151496887207,1996-11-05
11.307656288146973,1996-11-06
12.298111915588379,1996-11-07
12.380648612976074,1996-11-08
12.834606170654297,1996-11-11
12.545723915100098,1996-11-12
13.040948867797852,1996-11-13
13.45363712310791,1996-11-14
14.279017448425293,1996-11-15
14.11394214630127,1996-11-18
13.866320610046387,1996-11-19
13.618709564208984,1996-11-20
13.329828262329102,1996-11-21
13.701255798339844,1996-11-22
14.526631355285645,1996-11-25
14.237744331359863,1996-11-26
14.444089889526367,1996-11-27
14.732972145080566,1996-11-29
15.02185344696045,1996-12-02
15.847224235534668,1996-12-03
16.012304306030273,1996-12-04
16.6726016998291,1996-12-05
16.507530212402344,1996-12-06
16.7138671875,1996-12-09
17.085302352905273,1996-12-10
16.590065002441406,1996-12-11
16.342458724975586,1996-12-12
15.764699935913086,1996-12-13
15.269465446472168,1996-12-16
15.929766654968262,1996-12-17
15.723426818847656,1996-12-18
15.929766654968262,1996-12-19
15.393274307250977,1996-12-20
15.517083168029785,1996-12-23
15.35200023651123,1996-12-24
14.898048400878906,1996-12-26
14.609164237976074,1996-12-27
14.03140640258789,1996-12-30
13.701255798339844,1996-12-31
13.866320610046387,1997-01-02
15.104392051696777,1997-01-03
15.929766654968262,1997-01-06
16.25992202758789,1997-01-07
16.25992202758789,1997-01-08
16.796415328979492,1997-01-09
16.755142211914062,1997-01-10
16.92022132873535,1997-01-13
16.342458724975586,1997-01-14
15.35200023651123,1997-01-15
15.599614143371582,1997-01-16
15.723426818847656,1997-01-17
15.723426818847656,1997-01-20
15.02185344696045,1997-01-21
15.104392051696777,1997-01-22
13.99013614654541,1997-01-23
14.361553192138672,1997-01-24
14.279017448425293,1997-01-27
14.11394214630127,1997-01-28
14.237744331359863,1997-01-29
14.279017448425293,1997-01-30
14.11394214630127,1997-01-31
13.866320610046387,1997-02-03
12.504454612731934,1997-02-04
12.958410263061523,1997-02-05
13.701255798339844,1997-02-06
14.103621482849121,1997-02-07
14.11394214630127,1997-02-10
13.164752006530762,1997-02-11
13.371097564697266,1997-02-12
13.24729061126709,1997-02-13
13.618709564208984,1997-02-14
12.958410263061523,1997-02-18
12.669528007507324,1997-02-19
12.586995124816895,1997-02-20
12.421913146972656,1997-02-21
12.46318244934082,1997-02-24
12.174307823181152,1997-02-25
11.596540451049805,1997-02-26
11.637813568115234,1997-02-27
11.761618614196777,1997-02-28
11.802886009216309,1997-03-03
11.967958450317383,1997-03-04
11.720343589782715,1997-03-05
10.482282638549805,1997-03-06
9.904520034790039,1997-03-07
10.72989273071289,1997-03-10
10.936241149902344,1997-03-11
10.028324127197266,1997-03-12
10.358474731445312,1997-03-13
10.11086368560791,1997-03-14
9.94578742980957,1997-03-17
10.152131080627441,1997-03-18
9.94578742980957,1997-03-19
9.656907081604004,1997-03-20
8.501379013061523,1997-03-21
7.552196025848389,1997-03-24
8.129961013793945,1997-03-25
8.501379013061523,1997-03-26
8.253765106201172,1997-03-27
8.253765106201172,1997-03-31
7.593458652496338,1997-04-01
7.263315677642822,1997-04-02
7.8410797119140625,1997-04-03
9.326756477355957,1997-04-04
9.409290313720703,1997-04-07
9.656907081604004,1997-04-08
9.574365615844727,1997-04-09
9.656907081604004,1997-04-10
9.409290313720703,1997-04-11
10.069591522216797,1997-04-14
9.698173522949219,1997-04-15
9.739442825317383,1997-04-16
9.821981430053711,1997-04-17
9.28548812866211,1997-04-18
8.501379013061523,1997-04-21
9.12041187286377,1997-04-22
9.409290313720703,1997-04-23
9.574365615844727,1997-04-24
8.996604919433594,1997-04-25
8.914068222045898,1997-04-28
9.409290313720703,1997-04-29
9.780715942382812,1997-04-30
9.450560569763184,1997-05-01
9.821981430053711,1997-05-02
10.771164894104004,1997-05-05
10.688628196716309,1997-05-06
10.358474731445312,1997-05-07
10.89496898651123,1997-05-08
10.97750473022461,1997-05-09
10.85369873046875,1997-05-12
10.771164894104004,1997-05-13
10.152131080627441,1997-05-14
10.564820289611816,1997-05-15
9.409290313720703,1997-05-16
9.244220733642578,1997-05-19
9.904520034790039,1997-05-20
9.904520034790039,1997-05-21
9.409290313720703,1997-05-22
9.615636825561523,1997-05-23
10.069591522216797,1997-05-27
9.94578742980957,1997-05-28
9.28548812866211,1997-05-29
8.831526756286621,1997-05-30
8.109326362609863,1997-06-02
8.109326362609863,1997-06-03
8.068056106567383,1997-06-04
7.180776596069336,1997-06-05
7.552196025848389,1997-06-06
8.088690757751465,1997-06-09
7.882349967956543,1997-06-10
7.71727180480957,1997-06-11
7.964883327484131,1997-06-12
8.088690757751465,1997-06-13
7.8410797119140625,1997-06-16
8.295032501220703,1997-06-17
8.047414779663086,1997-06-18
8.150589942932129,1997-06-19
8.33630084991455,1997-06-20
7.737905025482178,1997-06-23
8.129961013793945,1997-06-24
7.882349967956543,1997-06-25
7.676000118255615,1997-06-26
7.634732723236084,1997-06-27
8.171229362487793,1997-06-30
7.902978897094727,1997-07-01
7.923612117767334,1997-07-02
8.295032501220703,1997-07-03
8.48074722290039,1997-07-07
8.625185012817383,1997-07-08
8.76962661743164,1997-07-09
8.934700965881348,1997-07-10
8.934700965881348,1997-07-11
8.501379013061523,1997-07-14
8.501379013061523,1997-07-15
8.377571105957031,1997-07-16
8.274401664733887,1997-07-17
8.914068222045898,1997-07-18
8.831526756286621,1997-07-21
8.975968360900879,1997-07-22
9.718803405761719,1997-07-23
10.255303382873535,1997-07-24
11.121944427490234,1997-07-25
10.97750473022461,1997-07-28
10.89496898651123,1997-07-29
10.441014289855957,1997-07-30
10.234667778015137,1997-07-31
9.987056732177734,1997-08-01
10.667994499206543,1997-08-04
10.31721019744873,1997-08-05
10.791799545288086,1997-08-06
10.482282638549805,1997-08-07
10.482282638549805,1997-08-08
10.234667778015137,1997-08-11
10.069591522216797,1997-08-12
10.564820289611816,1997-08-13
11.101314544677734,1997-08-14
11.018778800964355,1997-08-15
11.06004810333252,1997-08-18
11.967958450317383,1997-08-19
11.844151496887207,1997-08-20
12.009225845336914,1997-08-21
12.917144775390625,1997-08-22
13.494904518127441,1997-08-25
14.444089889526367,1997-08-26
13.0615816116333,1997-08-27
12.875869750976562,1997-08-28
12.875869750976562,1997-08-29
13.123486518859863,1997-09-02
13.288561820983887,1997-09-03
13.0615816116333,1997-09-04
13.102849960327148,1997-09-05
13.164752006530762,1997-09-08
12.875869750976562,1997-09-09
12.999682426452637,1997-09-10
13.040948867797852,1997-09-11
13.494904518127441,1997-09-12
14.196478843688965,1997-09-15
13.536176681518555,1997-09-16
13.494904518127441,1997-09-17
12.999682426452637,1997-09-18
13.288561820983887,1997-09-19
13.329828262329102,1997-09-22
13.659979820251465,1997-09-23
12.999682426452637,1997-09-24
13.040948867797852,1997-09-25
12.999682426452637,1997-09-26
13.618709564208984,1997-09-29
13.928230285644531,1997-09-30
13.948863983154297,1997-10-01
13.639349937438965,1997-10-02
13.783787727355957,1997-10-03
13.866320610046387,1997-10-06
14.175841331481934,1997-10-07
15.001222610473633,1997-10-08
14.69169807434082,1997-10-09
14.134576797485352,1997-10-10
14.03140640258789,1997-10-13
14.444089889526367,1997-10-14
13.99013614654541,1997-10-15
13.536176681518555,1997-10-16
12.875869750976562,1997-10-17
13.288561820983887,1997-10-20
13.24729061126709,1997-10-21
13.35046672821045,1997-10-22
12.875869750976562,1997-10-23
12.545723915100098,1997-10-24
11.390195846557617,1997-10-27
12.25683879852295,1997-10-28
11.802886009216309,1997-10-29
11.761618614196777,1997-10-30
11.885420799255371,1997-10-31
12.298111915588379,1997-11-03
12.586995124816895,1997-11-04
12.628265380859375,1997-11-05
12.236207008361816,1997-11-06
12.133034706115723,1997-11-07
11.596540451049805,1997-11-10
12.009225845336914,1997-11-11
11.514001846313477,1997-11-12
11.514001846313477,1997-11-13
12.669528007507324,1997-11-14
12.504454612731934,1997-11-17
12.545723915100098,1997-11-18
12.752068519592285,1997-11-19
12.710803031921387,1997-11-20
12.545723915100098,1997-11-21
12.091766357421875,1997-11-24
11.967958450317383,1997-11-25
12.050493240356445,1997-11-26
11.844151496887207,1997-11-28
11.885420799255371,1997-12-01
11.472732543945312,1997-12-02
12.215576171875,1997-12-03
11.142584800720215,1997-12-04
11.637813568115234,1997-12-05
11.555275917053223,1997-12-08
11.163219451904297,1997-12-09
10.688628196716309,1997-12-10
11.018778800964355,1997-12-11
10.564820289611816,1997-12-12
10.2965726852417,1997-12-15
10.564820289611816,1997-12-16
9.780715942382812,1997-12-17
8.914068222045898,1997-12-18
9.233901977539062,1997-12-19
9.347391128540039,1997-12-22
9.202948570251465,1997-12-23
9.079143524169922,1997-12-24
9.28548812866211,1997-12-26
9.244220733642578,1997-12-29
9.574365615844727,1997-12-30
9.079143524169922,1997-12-31
9.347391128540039,1998-01-02
9.698173522949219,1998-01-05
9.28548812866211,1998-01-06
8.748991012573242,1998-01-07
8.748991012573242,1998-01-08
8.398207664489746,1998-01-09
7.923612117767334,1998-01-12
9.058506965637207,1998-01-13
9.244220733642578,1998-01-14
10.048959732055664,1998-01-15
10.5545015335083,1998-01-16
10.564820289611816,1998-01-20
10.028324127197266,1998-01-21
9.956104278564453,1998-01-22
9.863252639770508,1998-01-23
9.450560569763184,1998-01-26
9.760076522827148,1998-01-27
9.801350593566895,1998-01-28
9.987056732177734,1998-01-29
9.656907081604004,1998-01-30
9.863252639770508,1998-02-02
9.801350593566895,1998-02-03
9.904520034790039,1998-02-04
9.987056732177734,1998-02-05
10.31721019744873,1998-02-06
10.234667778015137,1998-02-09
10.069591522216797,1998-02-10
9.904520034790039,1998-02-11
10.048959732055664,1998-02-12
11.348925590515137,1998-02-13
10.647359848022461,1998-02-17
10.791799545288086,1998-02-18
10.833069801330566,1998-02-19
10.771164894104004,1998-02-20
10.771164894104004,1998-02-23
10.39974594116211,1998-02-24
10.275936126708984,1998-02-25
9.780715942382812,1998-02-26
9.863252639770508,1998-02-27
9.698173522949219,1998-03-02
9.51246452331543,1998-03-03
9.739442825317383,1998-03-04
9.625953674316406,1998-03-05
9.956104278564453,1998-03-06
9.718803405761719,1998-03-09
9.378338813781738,1998-03-10
9.574365615844727,1998-03-11
9.533095359802246,1998-03-12
9.28548812866211,1998-03-13
8.872801780700684,1998-03-16
9.429929733276367,1998-03-17
9.38865852355957,1998-03-18
9.264854431152344,1998-03-19
9.48151683807373,1998-03-20
9.182313919067383,1998-03-23
9.553731918334961,1998-03-24
9.409290313720703,1998-03-25
9.625953674316406,1998-03-26
9.615636825561523,1998-03-27
9.615636825561523,1998-03-30
9.801350593566895,1998-03-31
9.533095359802246,1998-04-01
9.368021011352539,1998-04-02
9.161676406860352,1998-04-03
8.76962661743164,1998-04-06
9.202948570251465,1998-04-07
9.223584175109863,1998-04-08
9.09977912902832,1998-04-09
9.28548812866211,1998-04-13
9.595002174377441,1998-04-14
9.161676406860352,1998-04-15
8.914068222045898,1998-04-16
