GNRC,Date
9.844376564025879,2010-07-08
9.890501022338867,2010-07-09
9.692822456359863,2010-07-12
9.745536804199219,2010-07-13
9.752126693725586,2010-07-14
9.686233520507812,2010-07-15
9.475377082824707,2010-07-16
9.44243049621582,2010-07-19
9.620341300964355,2010-07-20
9.501734733581543,2010-07-21
9.831197738647461,2010-07-22
9.930036544799805,2010-07-23
9.92344856262207,2010-07-26
9.87732219696045,2010-07-27
9.587394714355469,2010-07-28
9.69941234588623,2010-07-29
9.732358932495117,2010-07-30
9.930036544799805,2010-08-02
9.903679847717285,2010-08-03
9.936626434326172,2010-08-04
9.811429977416992,2010-08-05
9.534680366516113,2010-08-06
9.488554954528809,2010-08-09
9.139323234558105,2010-08-10
8.63853931427002,2010-08-11
8.572647094726562,2010-08-12
8.407914161682129,2010-08-13
8.757146835327148,2010-08-16
8.855984687805176,2010-08-17
8.559468269348145,2010-08-18
8.177289962768555,2010-08-19
8.289307594299316,2010-08-20
8.071861267089844,2010-08-23
8.005969047546387,2010-08-24
7.992790222167969,2010-08-25
7.907129764556885,2010-08-26
8.243183135986328,2010-08-27
7.900540351867676,2010-08-30
7.98620080947876,2010-08-31
8.48698616027832,2010-09-01
8.579236030578613,2010-09-02
8.625361442565918,2010-09-03
8.717610359191895,2010-09-07
9.000948905944824,2010-09-08
9.05366325378418,2010-09-09
8.80327033996582,2010-09-10
9.251341819763184,2010-09-13
9.139323234558105,2010-09-14
8.80327033996582,2010-09-15
8.757146835327148,2010-09-16
8.664896011352539,2010-09-17
8.737378120422363,2010-09-20
8.559468269348145,2010-09-21
8.164112091064453,2010-09-22
8.09821891784668,2010-09-23
8.730789184570312,2010-09-24
8.697842597961426,2010-09-27
8.572647094726562,2010-09-28
8.968002319335938,2010-09-29
8.987771034240723,2010-09-30
9.244751930236816,2010-10-01
9.224984169006348,2010-10-04
9.402894973754883,2010-10-05
9.580805778503418,2010-10-06
9.165680885314941,2010-10-07
9.304056167602539,2010-10-08
9.561037063598633,2010-10-11
9.462198257446289,2010-10-12
9.416072845458984,2010-10-13
9.145913124084473,2010-10-14
8.89552116394043,2010-10-15
9.066842079162598,2010-10-18
9.033895492553711,2010-10-19
9.126145362854004,2010-10-20
9.0800199508667,2010-10-21
9.066842079162598,2010-10-22
9.15909194946289,2010-10-25
9.093199729919434,2010-10-26
9.020716667175293,2010-10-27
8.882342338562012,2010-10-28
8.915288925170898,2010-10-29
8.592413902282715,2010-11-01
8.63853931427002,2010-11-02
8.64512825012207,2010-11-03
9.224984169006348,2010-11-04
9.251341819763184,2010-11-05
9.383127212524414,2010-11-08
9.172270774841309,2010-11-09
9.21180534362793,2010-11-10
9.389716148376465,2010-11-11
9.369949340820312,2010-11-12
9.712591171264648,2010-11-15
9.679643630981445,2010-11-16
9.561037063598633,2010-11-17
9.607162475585938,2010-11-18
9.870733261108398,2010-11-19
10.068411827087402,2010-11-22
10.075000762939453,2010-11-23
10.391286849975586,2010-11-24
10.378108024597168,2010-11-26
10.384696960449219,2010-11-29
9.791662216186523,2010-11-30
10.364928245544434,2010-12-01
10.450589179992676,2010-12-02
10.444000244140625,2010-12-03
10.437411308288574,2010-12-06
10.411053657531738,2010-12-07
10.444000244140625,2010-12-08
10.463768005371094,2010-12-09
10.457179069519043,2010-12-10
10.378108024597168,2010-12-13
10.424232482910156,2010-12-14
10.424232482910156,2010-12-15
10.470357894897461,2010-12-16
10.61532211303711,2010-12-17
10.661446571350098,2010-12-20
10.819588661193848,2010-12-21
10.87889289855957,2010-12-22
10.760285377502441,2010-12-23
10.760285377502441,2010-12-27
10.733929634094238,2010-12-28
10.707571029663086,2010-12-29
10.635088920593262,2010-12-30
10.654857635498047,2010-12-31
10.628499031066895,2011-01-03
10.542839050292969,2011-01-04
10.661446571350098,2011-01-05
10.799820899963379,2011-01-06
10.872303009033203,2011-01-07
11.010677337646484,2011-01-10
11.096338272094727,2011-01-11
11.023856163024902,2011-01-12
11.129284858703613,2011-01-13
11.195178031921387,2011-01-14
11.195178031921387,2011-01-18
10.832767486572266,2011-01-19
10.707571029663086,2011-01-20
10.707571029663086,2011-01-21
10.733929634094238,2011-01-24
10.786643028259277,2011-01-25
10.892071723937988,2011-01-26
10.944786071777344,2011-01-27
10.338571548461914,2011-01-28
9.818018913269043,2011-01-31
10.331982612609863,2011-02-01
10.595553398132324,2011-02-02
10.826178550720215,2011-02-03
10.437411308288574,2011-02-04
10.562607765197754,2011-02-07
10.061822891235352,2011-02-08
9.897090911865234,2011-02-09
9.837786674499512,2011-02-10
10.094768524169922,2011-02-11
10.3583402633667,2011-02-14
10.476946830749512,2011-02-15
10.490124702453613,2011-02-16
10.707571029663086,2011-02-17
11.478516578674316,2011-02-18
11.854104995727539,2011-02-22
11.18858814239502,2011-02-23
11.636658668518066,2011-02-24
12.256051063537598,2011-02-25
12.078140258789062,2011-02-28
11.755266189575195,2011-03-01
11.80798053741455,2011-03-02
11.939765930175781,2011-03-03
11.854104995727539,2011-03-04
11.887052536010742,2011-03-07
12.269229888916016,2011-03-08
12.064961433410645,2011-03-09
11.821159362792969,2011-03-10
12.203336715698242,2011-03-11
12.163800239562988,2011-03-14
12.08473014831543,2011-03-15
12.216516494750977,2011-03-16
12.071551322937012,2011-03-17
12.565746307373047,2011-03-18
12.717299461364746,2011-03-21
12.62505054473877,2011-03-22
12.559157371520996,2011-03-23
12.374658584594727,2011-03-24
12.328532218933105,2011-03-25
12.447138786315918,2011-03-28
13.218085289001465,2011-03-29
13.303746223449707,2011-03-30
13.36963939666748,2011-03-31
13.310335159301758,2011-04-01
13.290567398071289,2011-04-04
13.16537094116211,2011-04-05
13.053352355957031,2011-04-06
12.934745788574219,2011-04-07
13.026996612548828,2011-04-08
13.01381778717041,2011-04-11
12.941335678100586,2011-04-12
13.01381778717041,2011-04-13
13.461888313293457,2011-04-14
13.336691856384277,2011-04-15
13.349870681762695,2011-04-18
13.435530662536621,2011-04-19
13.508012771606445,2011-04-20
13.567317008972168,2011-04-21
13.475067138671875,2011-04-25
13.573905944824219,2011-04-26
13.461888313293457,2011-04-27
13.61344051361084,2011-04-28
13.71886920928955,2011-04-29
13.593672752380371,2011-05-02
13.468477249145508,2011-05-03
12.545979499816895,2011-05-04
12.321944236755371,2011-05-05
12.229693412780762,2011-05-06
12.407604217529297,2011-05-09
12.486676216125488,2011-05-10
12.262639999389648,2011-05-11
12.295586585998535,2011-05-12
11.9661226272583,2011-05-13
11.695962905883789,2011-05-16
11.715730667114258,2011-05-17
12.111085891723633,2011-05-18
12.203336715698242,2011-05-19
12.09131908416748,2011-05-20
11.860694885253906,2011-05-23
11.821159362792969,2011-05-24
12.170390129089355,2011-05-25
11.840926170349121,2011-05-26
11.926587104797363,2011-05-27
12.130854606628418,2011-05-31
11.570765495300293,2011-06-01
11.70255184173584,2011-06-02
11.366498947143555,2011-06-03
11.630069732666016,2011-06-06
11.867283821105957,2011-06-07
11.794801712036133,2011-06-08
11.590534210205078,2011-06-09
11.840926170349121,2011-06-10
11.794801712036133,2011-06-13
11.952943801879883,2011-06-14
11.82774829864502,2011-06-15
11.854104995727539,2011-06-16
11.768445014953613,2011-06-17
11.887052536010742,2011-06-20
12.216516494750977,2011-06-21
12.282407760620117,2011-06-22
12.559157371520996,2011-06-23
12.374658584594727,2011-06-24
12.684353828430176,2011-06-27
12.723888397216797,2011-06-28
12.710711479187012,2011-06-29
12.78319263458252,2011-06-30
12.928157806396484,2011-07-01
12.862264633178711,2011-07-05
12.855674743652344,2011-07-06
12.882031440734863,2011-07-07
12.98087215423584,2011-07-08
12.704122543334961,2011-07-11
12.717299461364746,2011-07-12
13.053352355957031,2011-07-13
12.796371459960938,2011-07-14
13.020407676696777,2011-07-15
12.690943717956543,2011-07-18
13.086299896240234,2011-07-19
13.218085289001465,2011-07-20
13.606851577758789,2011-07-21
13.45529842376709,2011-07-22
13.415762901306152,2011-07-25
12.770013809204102,2011-07-26
12.361479759216309,2011-07-27
12.354889869689941,2011-07-28
12.223103523254395,2011-07-29
12.256051063537598,2011-08-01
12.025425910949707,2011-08-02
12.130854606628418,2011-08-03
11.438981056213379,2011-08-04
12.229693412780762,2011-08-05
11.010677337646484,2011-08-08
11.893640518188477,2011-08-09
11.234712600708008,2011-08-10
11.900229454040527,2011-08-11
12.196746826171875,2011-08-12
12.829317092895508,2011-08-15
12.651408195495605,2011-08-16
12.27581787109375,2011-08-17
11.406034469604492,2011-08-18
10.885481834411621,2011-08-19
11.300605773925781,2011-08-22
12.361479759216309,2011-08-23
12.671175003051758,2011-08-24
12.816139221191406,2011-08-25
13.382816314697266,2011-08-26
13.508012771606445,2011-08-29
13.356460571289062,2011-08-30
13.580495834350586,2011-08-31
13.356460571289062,2011-09-01
12.75024700164795,2011-09-02
12.63163948059082,2011-09-06
12.802960395812988,2011-09-07
12.585515022277832,2011-09-08
12.321944236755371,2011-09-09
12.302175521850586,2011-09-12
12.387835502624512,2011-09-13
12.27581787109375,2011-09-14
12.394425392150879,2011-09-15
12.256051063537598,2011-09-16
12.223103523254395,2011-09-19
12.130854606628418,2011-09-20
11.406034469604492,2011-09-21
10.364928245544434,2011-09-22
10.259500503540039,2011-09-23
12.24946117401123,2011-09-26
12.045194625854492,2011-09-27
11.643248558044434,2011-09-28
11.98589038848877,2011-09-29
12.394425392150879,2011-09-30
12.269229888916016,2011-10-03
12.9083890914917,2011-10-04
13.040175437927246,2011-10-05
13.771583557128906,2011-10-06
13.237853050231934,2011-10-07
14.074690818786621,2011-10-10
13.778173446655273,2011-10-11
13.68592357635498,2011-10-12
13.652976989746094,2011-10-13
14.12740421295166,2011-10-14
13.626620292663574,2011-10-17
13.989029884338379,2011-10-18
13.8770112991333,2011-10-19
13.83747673034668,2011-10-20
14.048333168029785,2011-10-21
14.358030319213867,2011-10-24
13.705690383911133,2011-10-25
14.087867736816406,2011-10-26
14.615011215209961,2011-10-27
14.562297821044922,2011-10-28
15.063081741333008,2011-10-31
15.306884765625,2011-11-01
15.76154613494873,2011-11-02
16.295276641845703,2011-11-03
15.880151748657227,2011-11-04
15.899918556213379,2011-11-07
16.585203170776367,2011-11-08
16.400705337524414,2011-11-09
16.446828842163086,2011-11-10
16.5983829498291,2011-11-11
16.235971450805664,2011-11-14
16.110776901245117,2011-11-15
15.65611743927002,2011-11-16
15.557278633117676,2011-11-17
15.748367309570312,2011-11-18
15.649526596069336,2011-11-21
15.583634376525879,2011-11-22
14.95765495300293,2011-11-23
14.700671195983887,2011-11-25
15.735188484191895,2011-11-28
15.768134117126465,2011-11-29
16.519311904907227,2011-11-30
16.374347686767578,2011-12-01
16.33481216430664,2011-12-02
16.848773956298828,2011-12-05
16.809240341186523,2011-12-06
17.428630828857422,2011-12-07
17.501113891601562,2011-12-08
18.1929874420166,2011-12-09
18.581754684448242,2011-12-12
17.96236228942871,2011-12-13
17.599952697753906,2011-12-14
18.272058486938477,2011-12-15
18.72671890258789,2011-12-16
18.206165313720703,2011-12-19
18.634469985961914,2011-12-20
18.99028968811035,2011-12-21
18.654237747192383,2011-12-22
18.739898681640625,2011-12-23
18.75966453552246,2011-12-27
18.64105796813965,2011-12-28
18.74648666381836,2011-12-29
18.469738006591797,2011-12-30
18.49609375,2012-01-03
18.364309310913086,2012-01-04
18.094148635864258,2012-01-05
18.219343185424805,2012-01-06
18.654237747192383,2012-01-09
18.99028968811035,2012-01-10
19.405414581298828,2012-01-11
19.550376892089844,2012-01-12
19.464717864990234,2012-01-13
19.52402114868164,2012-01-17
19.73487663269043,2012-01-18
19.59650230407715,2012-01-19
19.392234802246094,2012-01-20
19.537199020385742,2012-01-23
19.346111297607422,2012-01-24
19.82712745666504,2012-01-25
19.70193099975586,2012-01-26
19.68216323852539,2012-01-27
19.267040252685547,2012-01-30
19.1484317779541,2012-01-31
19.20773696899414,2012-02-01
18.614700317382812,2012-02-02
19.16819953918457,2012-02-03
19.04300308227539,2012-02-06
18.739898681640625,2012-02-07
19.299985885620117,2012-02-08
19.075950622558594,2012-02-09
19.049592971801758,2012-02-10
19.497663497924805,2012-02-13
17.316614151000977,2012-02-14
16.75652503967285,2012-02-15
16.96079444885254,2012-02-16
17.652667999267578,2012-02-17
17.929414749145508,2012-02-21
17.883291244506836,2012-02-22
17.883291244506836,2012-02-23
17.777862548828125,2012-02-24
17.514293670654297,2012-02-27
17.013507843017578,2012-02-28
16.76311492919922,2012-02-29
16.42047119140625,2012-03-01
16.374347686767578,2012-03-02
16.400705337524414,2012-03-05
16.19643783569336,2012-03-06
16.46000862121582,2012-03-07
16.822418212890625,2012-03-08
17.105756759643555,2012-03-09
17.105756759643555,2012-03-12
17.263900756835938,2012-03-13
17.198007583618164,2012-03-14
17.11234474182129,2012-03-15
16.769702911376953,2012-03-16
16.842185974121094,2012-03-19
16.545669555664062,2012-03-20
16.572025299072266,2012-03-21
16.2491512298584,2012-03-22
16.16349220275879,2012-03-23
16.466596603393555,2012-03-26
16.387527465820312,2012-03-27
16.427061080932617,2012-03-28
16.150312423706055,2012-03-29
16.176668167114258,2012-03-30
16.10418701171875,2012-04-02
15.84720516204834,2012-04-03
15.451849937438965,2012-04-04
15.59022331237793,2012-04-05
15.31347370147705,2012-04-09
14.825868606567383,2012-04-10
15.240991592407227,2012-04-11
15.544097900390625,2012-04-12
15.53750991821289,2012-04-13
15.926276206970215,2012-04-16
15.899918556213379,2012-04-17
15.629759788513184,2012-04-18
15.37936782836914,2012-04-19
15.636347770690918,2012-04-20
15.557278633117676,2012-04-23
15.741776466369629,2012-04-24
15.781312942504883,2012-04-25
15.827438354492188,2012-04-26
15.978991508483887,2012-04-27
15.866972923278809,2012-04-30
16.183258056640625,2012-05-01
16.15690040588379,2012-05-02
15.491384506225586,2012-05-03
15.240991592407227,2012-05-04
15.181689262390137,2012-05-07
19.036413192749023,2012-05-08
17.771272659301758,2012-05-09
17.79104232788086,2012-05-10
17.705381393432617,2012-05-11
17.39568519592285,2012-05-14
17.356149673461914,2012-05-15
17.39568519592285,2012-05-16
17.000328063964844,2012-05-17
17.13211441040039,2012-05-18
18.21275520324707,2012-05-21
17.198007583618164,2012-05-22
16.585203170776367,2012-05-23
16.631328582763672,2012-05-24
16.644508361816406,2012-05-25
16.730167388916016,2012-05-29
16.446828842163086,2012-05-30
16.308454513549805,2012-05-31
15.873562812805176,2012-06-01
15.781312942504883,2012-06-04
16.018526077270508,2012-06-05
16.61815071105957,2012-06-06
16.835596084594727,2012-06-07
16.908079147338867,2012-06-08
16.552257537841797,2012-06-11
17.316614151000977,2012-06-12
17.013507843017578,2012-06-13
17.158472061157227,2012-06-14
17.43522071838379,2012-06-15
17.178239822387695,2012-06-18
17.389095306396484,2012-06-19
17.52088165283203,2012-06-20
16.47977638244629,2012-06-21
16.222795486450195,2012-06-22
15.906509399414062,2012-06-25
15.768134117126465,2012-06-26
15.781312942504883,2012-06-27
15.65611743927002,2012-06-28
15.85379409790039,2012-06-29
18.232742309570312,2012-07-02
18.43464469909668,2012-07-03
19.64606285095215,2012-07-05
19.81285285949707,2012-07-06
20.128875732421875,2012-07-09
19.233478546142578,2012-07-10
19.409048080444336,2012-07-11
19.338821411132812,2012-07-12
19.663619995117188,2012-07-13
19.61972999572754,2012-07-16
19.496829986572266,2012-07-17
20.084983825683594,2012-07-18
19.672399520874023,2012-07-19
19.839189529418945,2012-07-20
19.733848571777344,2012-07-23
19.04913330078125,2012-07-24
19.321264266967773,2012-07-25
19.654842376708984,2012-07-26
20.005979537963867,2012-07-27
19.99720001220703,2012-07-30
20.03231430053711,2012-07-31
19.549501419067383,2012-08-01
20.471233367919922,2012-08-02
19.488054275512695,2012-08-03
19.663619995117188,2012-08-06
19.488054275512695,2012-08-07
19.391490936279297,2012-08-08
19.224700927734375,2012-08-09
19.488054275512695,2012-08-10
19.075468063354492,2012-08-13
18.987682342529297,2012-08-14
18.961349487304688,2012-08-15
19.21592140197754,2012-08-16
19.663619995117188,2012-08-17
19.119359970092773,2012-08-20
19.303707122802734,2012-08-21
19.373933792114258,2012-08-22
19.733848571777344,2012-08-23
19.531944274902344,2012-08-24
19.321264266967773,2012-08-27
19.12813949584961,2012-08-28
18.838449478149414,2012-08-29
18.627769470214844,2012-08-30
18.917455673217773,2012-08-31
18.53998565673828,2012-09-04
18.223962783813477,2012-09-05
18.996461868286133,2012-09-06
18.97012710571289,2012-09-07
18.899900436401367,2012-09-10
19.338821411132812,2012-09-11
19.751405715942383,2012-09-12
19.97086524963379,2012-09-13
20.24299430847168,2012-09-14
20.181547164916992,2012-09-17
20.093761444091797,2012-09-18
20.497570037841797,2012-09-19
20.699472427368164,2012-09-20
20.848705291748047,2012-09-21
20.769699096679688,2012-09-24
20.286888122558594,2012-09-25
20.128875732421875,2012-09-26
20.251773834228516,2012-09-27
20.093761444091797,2012-09-28
21.972341537475586,2012-10-01
22.76239776611328,2012-10-02
22.753618240356445,2012-10-03
22.832624435424805,2012-10-04
22.6219425201416,2012-10-05
22.314699172973633,2012-10-08
22.420040130615234,2012-10-09
22.174243927001953,2012-10-10
22.112794876098633,2012-10-11
22.674612045288086,2012-10-12
22.815067291259766,2012-10-15
23.087196350097656,2012-10-16
23.104753494262695,2012-10-17
22.797510147094727,2012-10-18
22.86773681640625,2012-10-19
22.49904441833496,2012-10-22
22.86773681640625,2012-10-23
23.411998748779297,2012-10-24
24.166942596435547,2012-10-25
24.869213104248047,2012-10-26
29.846567153930664,2012-10-31
29.969465255737305,2012-11-01
30.153810501098633,2012-11-02
33.8846321105957,2012-11-05
32.92778396606445,2012-11-06
32.60298538208008,2012-11-07
30.417165756225586,2012-11-08
30.610286712646484,2012-11-09
31.338895797729492,2012-11-12
31.014097213745117,2012-11-13
29.855344772338867,2012-11-14
30.20648193359375,2012-11-15
30.153810501098633,2012-11-16
30.926311492919922,2012-11-19
31.43545913696289,2012-11-20
30.97898292541504,2012-11-21
30.97898292541504,2012-11-23
28.09966468811035,2012-11-26
29.802675247192383,2012-11-27
30.25037384033203,2012-11-28
28.564922332763672,2012-11-29
28.6439266204834,2012-11-30
28.714153289794922,2012-12-03
28.89849853515625,2012-12-04
28.38057518005371,2012-12-05
28.398130416870117,2012-12-06
28.942392349243164,2012-12-07
28.573698043823242,2012-12-10
28.679039001464844,2012-12-11
28.38057518005371,2012-12-12
28.60881233215332,2012-12-13
28.73171043395996,2012-12-14
28.60881233215332,2012-12-17
29.46909523010254,2012-12-18
30.14503288269043,2012-12-19
30.004579544067383,2012-12-20
29.46909523010254,2012-12-21
29.39887046813965,2012-12-24
29.34619903564453,2012-12-26
29.42520523071289,2012-12-27
29.117958068847656,2012-12-28
30.11870002746582,2012-12-31
30.89997673034668,2013-01-02
30.399608612060547,2013-01-03
30.469833374023438,2013-01-04
30.43471908569336,2013-01-07
30.408384323120117,2013-01-08
30.496170043945312,2013-01-09
30.355716705322266,2013-01-10
30.97020149230957,2013-01-11
30.935091018676758,2013-01-14
31.751480102539062,2013-01-15
31.716367721557617,2013-01-16
32.02360916137695,2013-01-17
31.944604873657227,2013-01-18
32.164066314697266,2013-01-22
32.550315856933594,2013-01-23
32.3571891784668,2013-01-24
32.269405364990234,2013-01-25
32.0762825012207,2013-01-28
32.471309661865234,2013-01-29
31.962162017822266,2013-01-30
32.638099670410156,2013-01-31
33.13846969604492,2013-02-01
32.673213958740234,2013-02-04
33.8846321105957,2013-02-05
34.376224517822266,2013-02-06
34.885372161865234,2013-02-07
35.587642669677734,2013-02-08
34.323551177978516,2013-02-11
34.323551177978516,2013-02-12
34.481563568115234,2013-02-13
31.303781509399414,2013-02-14
32.52397918701172,2013-02-15
32.515201568603516,2013-02-19
31.549575805664062,2013-02-20
29.943130493164062,2013-02-21
30.22403907775879,2013-02-22
29.925573348999023,2013-02-25
29.627107620239258,2013-02-26
29.793895721435547,2013-02-27
30.241596221923828,2013-02-28
30.408384323120117,2013-03-01
30.4522762298584,2013-03-04
30.71563148498535,2013-03-05
30.592729568481445,2013-03-06
29.969465255737305,2013-03-07
30.329378128051758,2013-03-08
29.97824478149414,2013-03-11
30.16259002685547,2013-03-12
30.232816696166992,2013-03-13
30.8560848236084,2013-03-14
30.785856246948242,2013-03-15
30.724407196044922,2013-03-18
30.37327003479004,2013-03-19
30.153810501098633,2013-03-20
29.91679573059082,2013-03-21
30.443498611450195,2013-03-22
30.680517196655273,2013-03-25
30.768299102783203,2013-03-26
30.89997673034668,2013-03-27
31.022872924804688,2013-03-28
31.00531578063965,2013-04-01
31.12821388244629,2013-04-02
30.12747573852539,2013-04-03
30.11870002746582,2013-04-04
30.180147171020508,2013-04-05
30.8560848236084,2013-04-08
31.11065673828125,2013-04-09
31.154550552368164,2013-04-10
31.075544357299805,2013-04-11
31.03165054321289,2013-04-12
30.29426383972168,2013-04-15
30.425941467285156,2013-04-16
29.943130493164062,2013-04-17
29.42520523071289,2013-04-18
29.372533798217773,2013-04-19
29.618330001831055,2013-04-22
30.338159561157227,2013-04-23
30.759521484375,2013-04-24
30.873638153076172,2013-04-25
30.82097053527832,2013-04-26
31.338895797729492,2013-04-29
31.540800094604492,2013-04-30
30.51372528076172,2013-05-01
33.53349685668945,2013-05-02
33.90218734741211,2013-05-03
33.50716018676758,2013-05-06
32.0762825012207,2013-05-07
32.31330108642578,2013-05-08
31.59347152709961,2013-05-09
31.67247772216797,2013-05-10
31.74270248413086,2013-05-13
31.777816772460938,2013-05-14
32.48008728027344,2013-05-15
32.48886489868164,2013-05-16
32.787330627441406,2013-05-17
32.83122634887695,2013-05-20
33.11213302612305,2013-05-21
32.796112060546875,2013-05-22
32.901451110839844,2013-05-23
33.08579635620117,2013-05-24
33.75295639038086,2013-05-28
34.01630783081055,2013-05-29
34.929264068603516,2013-05-30
35.552528381347656,2013-05-31
35.1926155090332,2013-06-03
34.69224548339844,2013-06-04
35.113609313964844,2013-06-05
35.62275695800781,2013-06-06
35.93000030517578,2013-06-07
36.45000076293945,2013-06-10
36.04999923706055,2013-06-11
35.560001373291016,2013-06-12
35.63999938964844,2013-06-13
34.84000015258789,2013-06-14
35.0,2013-06-17
35.279998779296875,2013-06-18
34.470001220703125,2013-06-19
33.86000061035156,2013-06-20
34.849998474121094,2013-06-21
35.06999969482422,2013-06-24
36.0,2013-06-25
35.95000076293945,2013-06-26
37.099998474121094,2013-06-27
37.0099983215332,2013-06-28
38.97999954223633,2013-07-01
39.15999984741211,2013-07-02
38.93000030517578,2013-07-03
39.720001220703125,2013-07-05
39.59000015258789,2013-07-08
39.209999084472656,2013-07-09
39.0099983215332,2013-07-10
40.470001220703125,2013-07-11
40.68000030517578,2013-07-12
41.25,2013-07-15
41.4900016784668,2013-07-16
41.540000915527344,2013-07-17
41.119998931884766,2013-07-18
41.0099983215332,2013-07-19
41.220001220703125,2013-07-22
41.119998931884766,2013-07-23
40.959999084472656,2013-07-24
41.63999938964844,2013-07-25
41.150001525878906,2013-07-26
41.029998779296875,2013-07-29
43.20000076293945,2013-07-30
43.349998474121094,2013-07-31
43.45000076293945,2013-08-01
42.2400016784668,2013-08-02
42.470001220703125,2013-08-05
42.209999084472656,2013-08-06
41.7599983215332,2013-08-07
42.22999954223633,2013-08-08
42.34000015258789,2013-08-09
42.650001525878906,2013-08-12
42.689998626708984,2013-08-13
42.90999984741211,2013-08-14
42.29999923706055,2013-08-15
42.779998779296875,2013-08-16
42.29999923706055,2013-08-19
42.279998779296875,2013-08-20
41.709999084472656,2013-08-21
42.29999923706055,2013-08-22
42.220001220703125,2013-08-23
42.2599983215332,2013-08-26
41.099998474121094,2013-08-27
40.36000061035156,2013-08-28
40.880001068115234,2013-08-29
39.59000015258789,2013-08-30
39.70000076293945,2013-09-03
39.95000076293945,2013-09-04
40.290000915527344,2013-09-05
39.689998626708984,2013-09-06
39.9900016784668,2013-09-09
40.630001068115234,2013-09-10
40.77000045776367,2013-09-11
41.400001525878906,2013-09-12
41.650001525878906,2013-09-13
41.56999969482422,2013-09-16
41.869998931884766,2013-09-17
42.06999969482422,2013-09-18
42.18000030517578,2013-09-19
43.599998474121094,2013-09-20
42.880001068115234,2013-09-23
43.470001220703125,2013-09-24
43.47999954223633,2013-09-25
43.63999938964844,2013-09-26
43.02000045776367,2013-09-27
42.63999938964844,2013-09-30
42.959999084472656,2013-10-01
42.380001068115234,2013-10-02
42.130001068115234,2013-10-03
42.04999923706055,2013-10-04
41.7400016784668,2013-10-07
40.2599983215332,2013-10-08
39.119998931884766,2013-10-09
40.43000030517578,2013-10-10
40.93000030517578,2013-10-11
40.650001525878906,2013-10-14
39.95000076293945,2013-10-15
40.31999969482422,2013-10-16
40.72999954223633,2013-10-17
41.18000030517578,2013-10-18
41.88999938964844,2013-10-21
41.54999923706055,2013-10-22
41.849998474121094,2013-10-23
47.439998626708984,2013-10-24
