LIN,Date
4.255910396575928,1993-05-17
4.366929531097412,1993-05-18
4.551970481872559,1993-05-19
4.551970481872559,1993-05-20
4.625986576080322,1993-05-21
4.625986576080322,1993-05-24
4.551970481872559,1993-05-25
4.662994861602783,1993-05-26
4.737008571624756,1993-05-27
4.625986576080322,1993-05-28
4.681571006774902,1993-06-01
4.644415378570557,1993-06-02
4.458638668060303,1993-06-03
4.421483516693115,1993-06-04
4.384327411651611,1993-06-07
4.347172737121582,1993-06-08
4.421483516693115,1993-06-09
4.310017108917236,1993-06-10
4.347172737121582,1993-06-11
4.384327411651611,1993-06-14
4.495795726776123,1993-06-15
4.5329484939575195,1993-06-16
4.6072611808776855,1993-06-17
4.5329484939575195,1993-06-18
4.644415378570557,1993-06-21
4.644415378570557,1993-06-22
4.6072611808776855,1993-06-23
4.5329484939575195,1993-06-24
4.495795726776123,1993-06-25
4.570105075836182,1993-06-28
4.5329484939575195,1993-06-29
4.6072611808776855,1993-06-30
4.681571006774902,1993-07-01
4.681571006774902,1993-07-02
4.6072611808776855,1993-07-06
4.6072611808776855,1993-07-07
4.755880355834961,1993-07-08
4.644415378570557,1993-07-09
4.830190181732178,1993-07-12
4.71872615814209,1993-07-13
4.644415378570557,1993-07-14
4.755880355834961,1993-07-15
4.755880355834961,1993-07-16
4.644415378570557,1993-07-19
4.570105075836182,1993-07-20
4.71872615814209,1993-07-21
4.644415378570557,1993-07-22
4.681571006774902,1993-07-23
4.681571006774902,1993-07-26
4.644415378570557,1993-07-27
4.681571006774902,1993-07-28
4.644415378570557,1993-07-29
4.644415378570557,1993-07-30
4.644415378570557,1993-08-02
4.6072611808776855,1993-08-03
4.644415378570557,1993-08-04
4.6072611808776855,1993-08-05
4.681571006774902,1993-08-06
4.755880355834961,1993-08-09
4.71872615814209,1993-08-10
4.681571006774902,1993-08-11
4.644415378570557,1993-08-12
4.681571006774902,1993-08-13
4.681571006774902,1993-08-16
4.6072611808776855,1993-08-17
4.6072611808776855,1993-08-18
4.570105075836182,1993-08-19
4.5329484939575195,1993-08-20
4.681571006774902,1993-08-23
4.681571006774902,1993-08-24
4.644415378570557,1993-08-25
4.570105075836182,1993-08-26
4.6072611808776855,1993-08-27
4.570105075836182,1993-08-30
4.570105075836182,1993-08-31
4.495795726776123,1993-09-01
4.626224994659424,1993-09-02
4.7381463050842285,1993-09-03
4.700840473175049,1993-09-07
4.5889153480529785,1993-09-08
4.626224994659424,1993-09-09
4.5889153480529785,1993-09-10
4.700840473175049,1993-09-13
4.551607608795166,1993-09-14
4.626224994659424,1993-09-15
4.700840473175049,1993-09-16
4.700840473175049,1993-09-17
4.66353178024292,1993-09-20
4.700840473175049,1993-09-21
4.7381463050842285,1993-09-22
4.551607608795166,1993-09-23
4.5889153480529785,1993-09-24
4.626224994659424,1993-09-27
4.514298915863037,1993-09-28
4.551607608795166,1993-09-29
4.626224994659424,1993-09-30
4.66353178024292,1993-10-01
4.700840473175049,1993-10-04
4.66353178024292,1993-10-05
4.66353178024292,1993-10-06
4.66353178024292,1993-10-07
4.66353178024292,1993-10-08
4.7381463050842285,1993-10-11
4.626224994659424,1993-10-12
4.626224994659424,1993-10-13
4.514298915863037,1993-10-14
4.5889153480529785,1993-10-15
4.626224994659424,1993-10-18
4.476990222930908,1993-10-19
4.476990222930908,1993-10-20
4.5889153480529785,1993-10-21
4.514298915863037,1993-10-22
4.626224994659424,1993-10-25
4.700840473175049,1993-10-26
4.7381463050842285,1993-10-27
4.8127641677856445,1993-10-28
4.8127641677856445,1993-10-29
4.962000846862793,1993-11-01
5.073923110961914,1993-11-02
5.073923110961914,1993-11-03
4.962000846862793,1993-11-04
4.887382507324219,1993-11-05
4.999307155609131,1993-11-08
4.999307155609131,1993-11-09
4.887382507324219,1993-11-10
5.03661584854126,1993-11-11
5.073923110961914,1993-11-12
4.962000846862793,1993-11-15
4.962000846862793,1993-11-16
4.850076198577881,1993-11-17
4.962000846862793,1993-11-18
4.9246907234191895,1993-11-19
4.7381463050842285,1993-11-22
4.700840473175049,1993-11-23
4.775458335876465,1993-11-24
4.8127641677856445,1993-11-26
4.850076198577881,1993-11-29
4.8127641677856445,1993-11-30
4.7381463050842285,1993-12-01
4.850076198577881,1993-12-02
4.999307155609131,1993-12-03
5.055327415466309,1993-12-06
4.980435848236084,1993-12-07
4.980435848236084,1993-12-08
4.793198108673096,1993-12-09
4.905540943145752,1993-12-10
5.055327415466309,1993-12-13
4.942985534667969,1993-12-14
4.793198108673096,1993-12-15
5.055327415466309,1993-12-16
5.017880439758301,1993-12-17
4.868093490600586,1993-12-20
4.83064603805542,1993-12-21
4.793198108673096,1993-12-22
4.83064603805542,1993-12-23
4.868093490600586,1993-12-27
4.905540943145752,1993-12-28
4.980435848236084,1993-12-29
5.017880439758301,1993-12-30
4.980435848236084,1993-12-31
4.942985534667969,1994-01-03
4.942985534667969,1994-01-04
4.905540943145752,1994-01-05
4.942985534667969,1994-01-06
5.055327415466309,1994-01-07
5.055327415466309,1994-01-10
5.130219459533691,1994-01-11
5.167667865753174,1994-01-12
5.092775821685791,1994-01-13
5.2425618171691895,1994-01-14
5.130219459533691,1994-01-17
5.092775821685791,1994-01-18
5.167667865753174,1994-01-19
5.280009746551514,1994-01-20
5.35490083694458,1994-01-21
5.35490083694458,1994-01-24
5.35490083694458,1994-01-25
5.766818523406982,1994-01-26
5.729369640350342,1994-01-27
5.69192361831665,1994-01-28
5.654476165771484,1994-01-31
5.69192361831665,1994-02-01
5.69192361831665,1994-02-02
5.766818523406982,1994-02-03
5.69192361831665,1994-02-04
5.766818523406982,1994-02-07
5.654476165771484,1994-02-08
5.69192361831665,1994-02-09
5.542135715484619,1994-02-10
5.392350673675537,1994-02-11
5.429795742034912,1994-02-14
5.654476165771484,1994-02-15
5.617032051086426,1994-02-16
5.57958459854126,1994-02-17
5.504690647125244,1994-02-18
5.429795742034912,1994-02-22
5.542135715484619,1994-02-23
5.429795742034912,1994-02-24
5.504690647125244,1994-02-25
5.617032051086426,1994-02-28
5.487730979919434,1994-03-01
5.60049295425415,1994-03-02
5.562904357910156,1994-03-03
5.6756672859191895,1994-03-04
5.638082027435303,1994-03-07
5.60049295425415,1994-03-08
5.788427829742432,1994-03-09
5.6756672859191895,1994-03-10
5.7508392333984375,1994-03-11
5.7508392333984375,1994-03-14
5.7508392333984375,1994-03-15
5.6756672859191895,1994-03-16
5.7508392333984375,1994-03-17
5.6756672859191895,1994-03-18
5.5253190994262695,1994-03-21
5.638082027435303,1994-03-22
5.713251113891602,1994-03-23
5.638082027435303,1994-03-24
5.713251113891602,1994-03-25
5.6756672859191895,1994-03-28
5.412558078765869,1994-03-29
5.450143337249756,1994-03-30
5.224618911743164,1994-03-31
5.224618911743164,1994-04-04
5.412558078765869,1994-04-05
5.487730979919434,1994-04-06
5.487730979919434,1994-04-07
5.487730979919434,1994-04-08
5.412558078765869,1994-04-11
5.450143337249756,1994-04-12
5.60049295425415,1994-04-13
5.412558078765869,1994-04-14
5.450143337249756,1994-04-15
5.412558078765869,1994-04-18
5.374967575073242,1994-04-19
5.187032699584961,1994-04-20
5.187032699584961,1994-04-21
5.262207508087158,1994-04-22
5.374967575073242,1994-04-25
5.5253190994262695,1994-04-26
5.6756672859191895,1994-04-28
5.7508392333984375,1994-04-29
5.901188373565674,1994-05-02
5.901188373565674,1994-05-03
5.86359977722168,1994-05-04
5.713251113891602,1994-05-05
5.713251113891602,1994-05-06
5.562904357910156,1994-05-09
5.638082027435303,1994-05-10
5.6756672859191895,1994-05-11
5.6756672859191895,1994-05-12
5.638082027435303,1994-05-13
5.638082027435303,1994-05-16
5.638082027435303,1994-05-17
5.7508392333984375,1994-05-18
5.976363658905029,1994-05-19
6.051537990570068,1994-05-20
6.013951301574707,1994-05-23
6.051537990570068,1994-05-24
6.126713752746582,1994-05-25
6.164299488067627,1994-05-26
6.013951301574707,1994-05-27
6.126713752746582,1994-05-31
6.223266124725342,1994-06-01
6.185550212860107,1994-06-02
6.185550212860107,1994-06-03
6.185550212860107,1994-06-06
6.147834777832031,1994-06-07
6.110121726989746,1994-06-08
6.072399616241455,1994-06-09
6.072399616241455,1994-06-10
6.223266124725342,1994-06-13
6.260987758636475,1994-06-14
6.223266124725342,1994-06-15
6.223266124725342,1994-06-16
6.260987758636475,1994-06-17
6.072399616241455,1994-06-20
5.883814334869385,1994-06-21
5.846098899841309,1994-06-22
5.846098899841309,1994-06-23
5.657517910003662,1994-06-24
5.770665645599365,1994-06-27
5.921534061431885,1994-06-28
5.959249496459961,1994-06-29
5.883814334869385,1994-06-30
5.959249496459961,1994-07-01
5.996971130371094,1994-07-05
5.996971130371094,1994-07-06
5.883814334869385,1994-07-07
6.110121726989746,1994-07-08
5.996971130371094,1994-07-11
5.846098899841309,1994-07-12
5.8083815574646,1994-07-13
6.0346832275390625,1994-07-14
6.0346832275390625,1994-07-15
6.185550212860107,1994-07-18
6.562717914581299,1994-07-19
6.336418628692627,1994-07-20
6.260987758636475,1994-07-21
6.374133110046387,1994-07-22
6.374133110046387,1994-07-25
6.487284183502197,1994-07-26
6.524999618530273,1994-07-27
6.6381516456604,1994-07-28
6.789018630981445,1994-07-29
6.864451885223389,1994-08-01
6.6381516456604,1994-08-02
6.789018630981445,1994-08-03
6.524999618530273,1994-08-04
6.487284183502197,1994-08-05
6.600436210632324,1994-08-08
6.562717914581299,1994-08-09
6.6758713722229,1994-08-10
6.6758713722229,1994-08-11
6.600436210632324,1994-08-12
6.4495673179626465,1994-08-15
6.524999618530273,1994-08-16
6.487284183502197,1994-08-17
6.4495673179626465,1994-08-18
6.4495673179626465,1994-08-19
6.6758713722229,1994-08-22
6.789018630981445,1994-08-23
6.713583946228027,1994-08-24
6.713583946228027,1994-08-25
6.789018630981445,1994-08-26
6.864451885223389,1994-08-29
6.826735496520996,1994-08-30
6.864451885223389,1994-08-31
6.847805500030518,1994-09-01
6.772139072418213,1994-09-02
6.582974433898926,1994-09-06
6.582974433898926,1994-09-07
6.620807647705078,1994-09-08
6.545139312744141,1994-09-09
6.582974433898926,1994-09-12
6.545139312744141,1994-09-13
6.772139072418213,1994-09-14
7.036971092224121,1994-09-15
6.923474311828613,1994-09-16
7.036971092224121,1994-09-19
6.885639190673828,1994-09-20
6.999141216278076,1994-09-21
6.809971809387207,1994-09-22
6.847805500030518,1994-09-23
6.847805500030518,1994-09-26
6.885639190673828,1994-09-27
7.1504693031311035,1994-09-28
7.263970851898193,1994-09-29
7.377469062805176,1994-09-30
7.339637756347656,1994-10-03
6.999141216278076,1994-10-04
6.885639190673828,1994-10-05
6.734305381774902,1994-10-06
6.809971809387207,1994-10-07
6.961304187774658,1994-10-10
7.074800968170166,1994-10-11
7.1504693031311035,1994-10-12
7.226136207580566,1994-10-13
7.112635135650635,1994-10-14
7.18830680847168,1994-10-17
7.036971092224121,1994-10-18
7.1504693031311035,1994-10-19
7.074800968170166,1994-10-20
7.112635135650635,1994-10-21
6.885639190673828,1994-10-24
6.772139072418213,1994-10-25
6.923474311828613,1994-10-26
6.923474311828613,1994-10-27
6.999141216278076,1994-10-28
6.999141216278076,1994-10-31
6.772139072418213,1994-11-01
6.885639190673828,1994-11-02
6.999141216278076,1994-11-03
6.999141216278076,1994-11-04
6.923474311828613,1994-11-07
6.885639190673828,1994-11-08
6.734305381774902,1994-11-09
6.469472885131836,1994-11-10
6.2424726486206055,1994-11-11
6.35597562789917,1994-11-14
6.2424726486206055,1994-11-15
6.469472885131836,1994-11-16
6.318141937255859,1994-11-17
6.16680908203125,1994-11-18
6.2803120613098145,1994-11-21
6.091144561767578,1994-11-22
6.16680908203125,1994-11-23
6.053308963775635,1994-11-25
5.977642059326172,1994-11-28
5.901976585388184,1994-11-29
6.128978729248047,1994-11-30
6.036341190338135,1994-12-01
6.150237083435059,1994-12-02
6.188199043273926,1994-12-05
6.150237083435059,1994-12-06
6.150237083435059,1994-12-07
5.99837589263916,1994-12-08
5.88448429107666,1994-12-09
5.8085527420043945,1994-12-12
5.8085527420043945,1994-12-13
6.11226749420166,1994-12-14
6.11226749420166,1994-12-15
6.11226749420166,1994-12-16
6.036341190338135,1994-12-19
6.264127254486084,1994-12-20
6.11226749420166,1994-12-21
6.188199043273926,1994-12-22
6.264127254486084,1994-12-23
6.340056419372559,1994-12-27
6.188199043273926,1994-12-28
6.226162433624268,1994-12-29
6.226162433624268,1994-12-30
6.150237083435059,1995-01-03
6.11226749420166,1995-01-04
6.264127254486084,1995-01-05
6.37802267074585,1995-01-06
6.529880523681641,1995-01-09
6.30209493637085,1995-01-10
6.264127254486084,1995-01-11
6.226162433624268,1995-01-12
6.264127254486084,1995-01-13
6.340056419372559,1995-01-16
6.45395040512085,1995-01-17
6.41598653793335,1995-01-18
6.41598653793335,1995-01-19
6.45395040512085,1995-01-20
6.30209493637085,1995-01-23
6.226162433624268,1995-01-24
6.150237083435059,1995-01-25
6.188199043273926,1995-01-26
6.150237083435059,1995-01-27
6.036341190338135,1995-01-30
6.11226749420166,1995-01-31
6.11226749420166,1995-02-01
6.11226749420166,1995-02-02
6.188199043273926,1995-02-03
6.150237083435059,1995-02-06
6.41598653793335,1995-02-07
6.491916179656982,1995-02-08
6.340056419372559,1995-02-09
6.264127254486084,1995-02-10
6.37802267074585,1995-02-13
6.491916179656982,1995-02-14
6.605809688568115,1995-02-15
6.491916179656982,1995-02-16
6.491916179656982,1995-02-17
6.643772125244141,1995-02-21
6.7576680183410645,1995-02-22
6.7576680183410645,1995-02-23
6.681737422943115,1995-02-24
6.719703197479248,1995-02-27
6.871558666229248,1995-02-28
7.086435794830322,1995-03-01
6.819746971130371,1995-03-02
6.743546962738037,1995-03-03
6.5530500411987305,1995-03-06
6.514954566955566,1995-03-07
6.172062397003174,1995-03-08
6.057762622833252,1995-03-09
6.133963108062744,1995-03-10
6.057762622833252,1995-03-13
6.362555027008057,1995-03-14
6.476853370666504,1995-03-15
6.438751220703125,1995-03-16
6.5530500411987305,1995-03-17
6.667352199554443,1995-03-20
6.78164529800415,1995-03-21
6.743546962738037,1995-03-22
6.78164529800415,1995-03-23
6.743546962738037,1995-03-24
6.895946502685547,1995-03-27
6.857846736907959,1995-03-28
6.895946502685547,1995-03-29
7.010239124298096,1995-03-30
7.086435794830322,1995-03-31
6.857846736907959,1995-04-03
7.086435794830322,1995-04-04
7.162636756896973,1995-04-05
7.086435794830322,1995-04-06
7.048340797424316,1995-04-07
6.972139835357666,1995-04-10
6.972139835357666,1995-04-11
6.972139835357666,1995-04-12
7.010239124298096,1995-04-13
7.048340797424316,1995-04-17
6.972139835357666,1995-04-18
7.010239124298096,1995-04-19
7.276935577392578,1995-04-20
7.124534606933594,1995-04-21
7.3150315284729,1995-04-24
7.391238689422607,1995-04-25
7.467431545257568,1995-04-26
7.238834381103516,1995-04-27
7.238834381103516,1995-04-28
7.200733661651611,1995-05-01
7.162636756896973,1995-05-02
7.124534606933594,1995-05-03
7.276935577392578,1995-05-04
7.124534606933594,1995-05-05
7.086435794830322,1995-05-08
7.124534606933594,1995-05-09
7.048340797424316,1995-05-10
7.391238689422607,1995-05-11
7.467431545257568,1995-05-12
7.429332256317139,1995-05-15
7.6198296546936035,1995-05-16
7.505531311035156,1995-05-17
7.505531311035156,1995-05-18
7.429332256317139,1995-05-19
7.505531311035156,1995-05-22
7.6198296546936035,1995-05-23
7.6198296546936035,1995-05-24
7.467431545257568,1995-05-25
7.467431545257568,1995-05-26
7.505531311035156,1995-05-30
7.581729888916016,1995-05-31
7.453299522399902,1995-06-01
7.109305381774902,1995-06-02
7.300413608551025,1995-06-05
7.338634967803955,1995-06-06
7.338634967803955,1995-06-07
7.262192249298096,1995-06-08
7.147524833679199,1995-06-09
7.147524833679199,1995-06-12
6.994637966156006,1995-06-13
6.803526401519775,1995-06-14
6.84174919128418,1995-06-15
6.994637966156006,1995-06-16
7.223967552185059,1995-06-19
7.453299522399902,1995-06-20
7.491524696350098,1995-06-21
7.453299522399902,1995-06-22
7.415081977844238,1995-06-23
7.415081977844238,1995-06-26
7.491524696350098,1995-06-27
7.6826348304748535,1995-06-28
7.529745578765869,1995-06-29
7.606189250946045,1995-06-30
7.606189250946045,1995-07-03
7.797298908233643,1995-07-05
7.950191497802734,1995-07-06
8.217742919921875,1995-07-07
8.485301971435547,1995-07-10
8.026634216308594,1995-07-11
8.298961639404297,1995-07-12
8.408855438232422,1995-07-13
8.523521423339844,1995-07-14
8.217742919921875,1995-07-17
8.485301971435547,1995-07-18
8.064854621887207,1995-07-19
8.141298294067383,1995-07-20
8.294187545776367,1995-07-21
8.408855438232422,1995-07-24
8.676410675048828,1995-07-25
8.447076797485352,1995-07-26
8.599963188171387,1995-07-27
8.791075706481934,1995-07-28
8.561739921569824,1995-07-31
8.676410675048828,1995-08-01
8.523521423339844,1995-08-02
8.294187545776367,1995-08-03
8.294187545776367,1995-08-04
8.255965232849121,1995-08-07
8.141298294067383,1995-08-08
7.988411903381348,1995-08-09
8.026634216308594,1995-08-10
8.103075981140137,1995-08-11
8.064854621887207,1995-08-14
8.026634216308594,1995-08-15
8.103075981140137,1995-08-16
8.294187545776367,1995-08-17
8.294187545776367,1995-08-18
8.523521423339844,1995-08-21
8.447076797485352,1995-08-22
8.408855438232422,1995-08-23
8.370630264282227,1995-08-24
8.332409858703613,1995-08-25
8.255965232849121,1995-08-28
8.026634216308594,1995-08-29
7.911962985992432,1995-08-30
7.950191497802734,1995-08-31
7.873740196228027,1995-09-01
8.141298294067383,1995-09-05
8.127494812011719,1995-09-06
8.127494812011719,1995-09-07
8.08915901184082,1995-09-08
8.127494812011719,1995-09-11
8.395854949951172,1995-09-12
8.165836334228516,1995-09-13
8.51087474822998,1995-09-14
8.664215087890625,1995-09-15
8.702550888061523,1995-09-18
8.51087474822998,1995-09-19
8.625879287719727,1995-09-20
8.4725341796875,1995-09-21
8.357514381408691,1995-09-22
8.51087474822998,1995-09-25
8.357514381408691,1995-09-26
8.280844688415527,1995-09-27
8.204171180725098,1995-09-28
8.204171180725098,1995-09-29
8.01248550415039,1995-10-02
7.705787658691406,1995-10-03
7.475765228271484,1995-10-04
7.782458305358887,1995-10-05
8.08915901184082,1995-10-06
7.974149227142334,1995-10-09
7.859134197235107,1995-10-10
8.01248550415039,1995-10-11
8.050825119018555,1995-10-12
8.050825119018555,1995-10-13
8.165836334228516,1995-10-16
8.127494812011719,1995-10-17
8.319186210632324,1995-10-18
8.127494812011719,1995-10-19
8.242507934570312,1995-10-20
8.242507934570312,1995-10-23
8.127494812011719,1995-10-24
8.242507934570312,1995-10-25
8.050825119018555,1995-10-26
8.242507934570312,1995-10-27
8.08915901184082,1995-10-30
8.280844688415527,1995-10-31
8.625879287719727,1995-11-01
8.932579040527344,1995-11-02
8.855903625488281,1995-11-03
8.817570686340332,1995-11-06
9.047590255737305,1995-11-07
8.970911979675293,1995-11-08
8.932579040527344,1995-11-09
9.085925102233887,1995-11-10
9.162606239318848,1995-11-13
9.200943946838379,1995-11-14
9.200943946838379,1995-11-15
9.047590255737305,1995-11-16
8.932579040527344,1995-11-17
8.7792329788208,1995-11-20
8.855903625488281,1995-11-21
9.085925102233887,1995-11-22
8.932579040527344,1995-11-24
8.970911979675293,1995-11-27
9.162606239318848,1995-11-28
9.085925102233887,1995-11-29
8.932579040527344,1995-11-30
8.817570686340332,1995-12-01
8.894242286682129,1995-12-04
8.918846130371094,1995-12-05
9.111059188842773,1995-12-06
9.111059188842773,1995-12-07
9.14950180053711,1995-12-08
9.264836311340332,1995-12-11
9.226395606994629,1995-12-12
9.418607711791992,1995-12-13
9.726154327392578,1995-12-14
9.726154327392578,1995-12-15
9.495492935180664,1995-12-18
9.610825538635254,1995-12-19
9.76459789276123,1995-12-20
9.610825538635254,1995-12-21
9.803041458129883,1995-12-22
10.072149276733398,1995-12-26
10.264359474182129,1995-12-27
10.418134689331055,1995-12-28
10.34124755859375,1995-12-29
10.225916862487793,1996-01-02
10.418134689331055,1996-01-03
10.187475204467773,1996-01-04
10.033698081970215,1996-01-05
9.995261192321777,1996-01-08
9.995261192321777,1996-01-09
9.76459789276123,1996-01-10
9.918370246887207,1996-01-11
10.610353469848633,1996-01-12
10.456578254699707,1996-01-15
10.34124755859375,1996-01-16
10.225916862487793,1996-01-17
10.149033546447754,1996-01-18
10.225916862487793,1996-01-19
10.53346061706543,1996-01-22
10.495019912719727,1996-01-23
10.76412582397461,1996-01-24
10.725682258605957,1996-01-25
10.76412582397461,1996-01-26
10.57190990447998,1996-01-29
10.456578254699707,1996-01-30
10.456578254699707,1996-01-31
10.99478530883789,1996-02-01
10.802567481994629,1996-02-02
10.879454612731934,1996-02-05
11.225442886352539,1996-02-06
11.071670532226562,1996-02-07
11.033232688903809,1996-02-08
10.99478530883789,1996-02-09
11.34077262878418,1996-02-12
11.34077262878418,1996-02-13
