VLO,Date
1.450181007385254,1982-12-02
1.4588645696640015,1982-12-03
1.44149649143219,1982-12-06
1.4762320518493652,1982-12-07
1.4762320518493652,1982-12-08
1.5196506977081299,1982-12-09
1.5543850660324097,1982-12-10
1.5109673738479614,1982-12-13
1.4675472974777222,1982-12-14
1.4328125715255737,1982-12-15
1.4588645696640015,1982-12-16
1.5283336639404297,1982-12-17
1.5283336639404297,1982-12-20
1.5717524290084839,1982-12-21
1.60648775100708,1982-12-22
1.5717524290084839,1982-12-23
1.60648775100708,1982-12-27
1.5457007884979248,1982-12-28
1.6238552331924438,1982-12-29
1.658589482307434,1982-12-30
1.684640884399414,1982-12-31
1.6151715517044067,1983-01-03
1.658589482307434,1983-01-04
1.7367430925369263,1983-01-05
1.8148972988128662,1983-01-06
1.8235809803009033,1983-01-07
1.8235809803009033,1983-01-10
1.7975294589996338,1983-01-11
1.8235809803009033,1983-01-12
1.8148972988128662,1983-01-13
1.8062127828598022,1983-01-14
1.8322645425796509,1983-01-17
1.7714786529541016,1983-01-18
1.7020081281661987,1983-01-19
1.7975294589996338,1983-01-20
1.8496330976486206,1983-01-21
1.8235809803009033,1983-01-24
1.8583141565322876,1983-01-25
1.8235809803009033,1983-01-26
1.8409473896026611,1983-01-27
1.8235809803009033,1983-01-28
1.8583141565322876,1983-01-31
1.8756831884384155,1983-02-01
1.8496330976486206,1983-02-02
1.8409473896026611,1983-02-03
1.8566391468048096,1983-02-04
1.8915047645568848,1983-02-07
1.865352988243103,1983-02-08
1.8566391468048096,1983-02-09
1.865352988243103,1983-02-10
1.8827883005142212,1983-02-11
1.8479207754135132,1983-02-14
1.8479207754135132,1983-02-15
1.8217718601226807,1983-02-16
1.7694717645645142,1983-02-17
1.7781885862350464,1983-02-18
1.7171717882156372,1983-02-22
1.6735889911651611,1983-02-23
1.6823056936264038,1983-02-24
1.6910220384597778,1983-02-25
1.6038557291030884,1983-02-28
1.6038557291030884,1983-03-01
1.7346047163009644,1983-03-02
1.7346047163009644,1983-03-03
1.6997379064559937,1983-03-04
1.6997379064559937,1983-03-07
1.6735889911651611,1983-03-08
1.6474391222000122,1983-03-09
1.6823056936264038,1983-03-10
1.6823056936264038,1983-03-11
1.6474391222000122,1983-03-14
1.6823056936264038,1983-03-15
1.542839527130127,1983-03-16
1.429524302482605,1983-03-17
1.3946572542190552,1983-03-18
1.3772248029708862,1983-03-21
1.3249249458312988,1983-03-22
1.3249249458312988,1983-03-23
1.3772248029708862,1983-03-24
1.307491660118103,1983-03-25
1.2726247310638428,1983-03-28
1.2639081478118896,1983-03-29
1.3597911596298218,1983-03-30
1.4992574453353882,1983-03-31
1.516690731048584,1983-04-04
1.507973551750183,1983-04-05
1.4905402660369873,1983-04-06
1.4643902778625488,1983-04-07
1.4643902778625488,1983-04-08
1.6038557291030884,1983-04-11
1.6387224197387695,1983-04-12
1.5864222049713135,1983-04-13
1.5602729320526123,1983-04-14
1.5341228246688843,1983-04-15
1.507973551750183,1983-04-18
1.4992574453353882,1983-04-19
1.5602729320526123,1983-04-20
1.5951387882232666,1983-04-21
1.5864222049713135,1983-04-22
1.5864222049713135,1983-04-25
1.621289610862732,1983-04-26
1.6038557291030884,1983-04-27
1.6125725507736206,1983-04-28
1.6735889911651611,1983-04-29
1.6474391222000122,1983-05-02
1.708455204963684,1983-05-03
1.7346047163009644,1983-05-04
1.7433218955993652,1983-05-05
1.760755181312561,1983-05-06
1.7258880138397217,1983-05-09
1.708455204963684,1983-05-10
1.760755181312561,1983-05-11
1.8027613162994385,1983-05-12
1.8552682399749756,1983-05-13
1.8815220594406128,1983-05-16
2.0740506649017334,1983-05-17
2.0477957725524902,1983-05-18
2.030294418334961,1983-05-19
2.0477957725524902,1983-05-20
2.1353089809417725,1983-05-23
2.0828006267547607,1983-05-24
2.0477957725524902,1983-05-25
2.1003055572509766,1983-05-26
2.039046049118042,1983-05-27
1.9952876567840576,1983-05-31
2.004040479660034,1983-06-01
2.056548833847046,1983-06-02
2.0477957725524902,1983-06-03
2.0477957725524902,1983-06-06
2.012791395187378,1983-06-07
2.0215420722961426,1983-06-08
2.039046049118042,1983-06-09
2.056548833847046,1983-06-10
2.1003055572509766,1983-06-13
2.1178066730499268,1983-06-14
2.1353089809417725,1983-06-15
2.1003055572509766,1983-06-16
2.1965675354003906,1983-06-17
2.231572389602661,1983-06-20
2.27532958984375,1983-06-21
2.3978471755981445,1983-06-22
2.3715932369232178,1983-06-23
2.4065980911254883,1983-06-24
2.3978471755981445,1983-06-27
2.28408145904541,1983-06-28
2.327836275100708,1983-06-29
2.327836275100708,1983-06-30
2.3628430366516113,1983-07-01
2.319084882736206,1983-07-05
2.336587905883789,1983-07-06
2.3453407287597656,1983-07-07
2.336587905883789,1983-07-08
2.327836275100708,1983-07-11
2.28408145904541,1983-07-12
2.249075412750244,1983-07-13
2.240323781967163,1983-07-14
2.1440608501434326,1983-07-15
2.187816858291626,1983-07-18
2.240323781967163,1983-07-19
2.3103342056274414,1983-07-20
2.3453407287597656,1983-07-21
2.3540894985198975,1983-07-22
2.3803439140319824,1983-07-25
2.3978471755981445,1983-07-26
2.3103342056274414,1983-07-27
2.240323781967163,1983-07-28
2.1703145503997803,1983-07-29
2.161562919616699,1983-08-01
2.205319404602051,1983-08-02
2.2578272819519043,1983-08-03
2.2140707969665527,1983-08-04
2.2140707969665527,1983-08-05
2.1596410274505615,1983-08-08
2.2474305629730225,1983-08-09
2.2737691402435303,1983-08-10
2.2562105655670166,1983-08-11
2.300105094909668,1983-08-12
2.370338201522827,1983-08-15
2.4230124950408936,1983-08-16
2.4142322540283203,1983-08-17
2.4405694007873535,1983-08-18
2.52836012840271,1983-08-19
2.4844653606414795,1983-08-22
2.458127498626709,1983-08-23
2.4493484497070312,1983-08-24
2.370338201522827,1983-08-25
2.264989137649536,1983-08-26
2.264989137649536,1983-08-29
2.2386515140533447,1983-08-30
2.2210938930511475,1983-08-31
2.0894086360931396,1983-09-01
2.0894086360931396,1983-09-02
1.9665031433105469,1983-09-06
2.0103981494903564,1983-09-07
2.0630714893341064,1983-09-08
2.0279548168182373,1983-09-09
1.984060525894165,1983-09-12
1.9665031433105469,1983-09-13
1.9665031433105469,1983-09-14
1.9577230215072632,1983-09-15
2.019176483154297,1983-09-16
2.0981884002685547,1983-09-19
2.1420822143554688,1983-09-20
2.1069681644439697,1983-09-21
2.0894086360931396,1983-09-22
2.0542917251586914,1983-09-23
2.0542917251586914,1983-09-26
2.0103981494903564,1983-09-27
2.019176483154297,1983-09-28
2.0455143451690674,1983-09-29
2.0542917251586914,1983-09-30
1.9401644468307495,1983-10-03
1.8435957431793213,1983-10-04
1.8962702751159668,1983-10-05
1.9050495624542236,1983-10-06
1.9489446878433228,1983-10-07
2.001616954803467,1983-10-10
1.9226073026657104,1983-10-11
1.9313874244689941,1983-10-12
1.9226073026657104,1983-10-13
1.8348175287246704,1983-10-14
1.8260372877120972,1983-10-17
1.6855733394622803,1983-10-18
1.6680151224136353,1983-10-19
1.6416783332824707,1983-10-20
1.5451085567474365,1983-10-21
1.5363298654556274,1983-10-24
1.553887963294983,1983-10-25
1.5890038013458252,1983-10-26
1.5977824926376343,1983-10-27
1.5802251100540161,1983-10-28
1.4924354553222656,1983-10-31
1.404644250869751,1983-11-01
1.3344125747680664,1983-11-02
1.3510124683380127,1983-11-03
1.4569743871688843,1983-11-04
1.4569743871688843,1983-11-07
1.5187865495681763,1983-11-08
1.5187865495681763,1983-11-09
1.5011258125305176,1983-11-10
1.5011258125305176,1983-11-11
1.465804934501648,1983-11-14
1.4481453895568848,1983-11-15
1.4393144845962524,1983-11-16
1.4393144845962524,1983-11-17
1.403993844985962,1983-11-18
1.3421831130981445,1983-11-21
1.4304840564727783,1983-11-22
1.465804934501648,1983-11-23
1.5011258125305176,1983-11-25
1.5011258125305176,1983-11-28
1.5011258125305176,1983-11-29
1.5099557638168335,1983-11-30
1.5276163816452026,1983-12-01
1.5187865495681763,1983-12-02
1.5187865495681763,1983-12-05
1.5099557638168335,1983-12-06
1.4834654331207275,1983-12-07
1.465804934501648,1983-12-08
1.465804934501648,1983-12-09
1.4481453895568848,1983-12-12
1.4481453895568848,1983-12-13
1.4569743871688843,1983-12-14
1.5187865495681763,1983-12-15
1.5364470481872559,1983-12-16
1.5276163816452026,1983-12-19
1.5364470481872559,1983-12-20
1.5187865495681763,1983-12-21
1.4481453895568848,1983-12-22
1.4481453895568848,1983-12-23
1.4834654331207275,1983-12-27
1.465804934501648,1983-12-28
1.4481453895568848,1983-12-29
1.474635362625122,1983-12-30
1.474635362625122,1984-01-03
1.5011258125305176,1984-01-04
1.5187865495681763,1984-01-05
1.6070865392684937,1984-01-06
1.6424087285995483,1984-01-09
1.598257303237915,1984-01-10
1.6070865392684937,1984-01-11
1.6247472763061523,1984-01-12
1.598257303237915,1984-01-13
1.598257303237915,1984-01-16
1.5629363059997559,1984-01-17
1.5541061162948608,1984-01-18
1.5541061162948608,1984-01-19
1.6070865392684937,1984-01-20
1.598257303237915,1984-01-23
1.58942711353302,1984-01-24
1.6070865392684937,1984-01-25
1.6070865392684937,1984-01-26
1.6159169673919678,1984-01-27
1.5541061162948608,1984-01-30
1.6777290105819702,1984-01-31
1.6335774660110474,1984-02-01
1.5541061162948608,1984-02-02
1.5541061162948608,1984-02-03
1.5619158744812012,1984-02-06
1.5086685419082642,1984-02-07
1.4731699228286743,1984-02-08
1.4731699228286743,1984-02-09
1.4376728534698486,1984-02-10
1.357802152633667,1984-02-13
1.39329993724823,1984-02-14
1.3489274978637695,1984-02-15
1.322304129600525,1984-02-16
1.322304129600525,1984-02-17
1.3134287595748901,1984-02-21
1.322304129600525,1984-02-22
1.2868053913116455,1984-02-23
1.3045541048049927,1984-02-24
1.2601828575134277,1984-02-27
1.162562370300293,1984-02-28
1.1093147993087769,1984-02-29
1.1448132991790771,1984-03-01
1.12706458568573,1984-03-02
1.1093147993087769,1984-03-05
1.1093147993087769,1984-03-06
1.1004409790039062,1984-03-07
1.118189811706543,1984-03-08
1.0915666818618774,1984-03-09
1.0826916694641113,1984-03-12
1.064942479133606,1984-03-13
1.064942479133606,1984-03-14
0.9673227667808533,1984-03-15
0.9052013754844666,1984-03-16
0.9673227667808533,1984-03-19
1.0116955041885376,1984-03-20
0.9406993985176086,1984-03-21
0.9406993985176086,1984-03-22
0.9229499697685242,1984-03-23
0.9406993985176086,1984-03-26
0.9673227667808533,1984-03-27
1.0205696821212769,1984-03-28
1.0383189916610718,1984-03-29
1.0294439792633057,1984-03-30
1.0116955041885376,1984-04-02
0.9939463138580322,1984-04-03
1.0471936464309692,1984-04-04
1.0294439792633057,1984-04-05
1.0294439792633057,1984-04-06
1.0205696821212769,1984-04-09
1.0383189916610718,1984-04-10
1.0471936464309692,1984-04-11
1.064942479133606,1984-04-12
1.073817491531372,1984-04-13
1.0294439792633057,1984-04-16
1.0028215646743774,1984-04-17
0.9939463138580322,1984-04-18
0.9761974811553955,1984-04-19
0.9673227667808533,1984-04-23
0.9052013754844666,1984-04-24
0.9052013754844666,1984-04-25
0.8342052102088928,1984-04-26
0.8164563179016113,1984-04-27
0.8075814843177795,1984-04-30
0.8519536852836609,1984-05-01
0.8697028160095215,1984-05-02
0.8608282804489136,1984-05-03
0.8519536852836609,1984-05-04
0.8164563179016113,1984-05-07
0.7987069487571716,1984-05-08
0.8075814843177795,1984-05-09
0.8065064549446106,1984-05-10
0.7975447773933411,1984-05-11
0.7885838150978088,1984-05-14
0.7975447773933411,1984-05-15
0.8333899974822998,1984-05-16
0.8333899974822998,1984-05-17
0.8244284987449646,1984-05-18
0.8244284987449646,1984-05-21
0.8244284987449646,1984-05-22
0.8333899974822998,1984-05-23
0.8244284987449646,1984-05-24
0.8154675364494324,1984-05-25
0.8065064549446106,1984-05-29
0.7437781095504761,1984-05-30
0.7437781095504761,1984-05-31
0.7796223163604736,1984-06-01
0.770661473274231,1984-06-04
0.7796223163604736,1984-06-05
0.770661473274231,1984-06-06
0.7437781095504761,1984-06-07
0.7348163723945618,1984-06-08
0.6631272435188293,1984-06-11
0.6631272435188293,1984-06-12
0.6810497641563416,1984-06-13
0.6810497641563416,1984-06-14
0.6720882654190063,1984-06-15
0.6810497641563416,1984-06-18
0.6810497641563416,1984-06-19
0.6720882654190063,1984-06-20
0.6272826194763184,1984-06-21
0.6183213591575623,1984-06-22
0.6272826194763184,1984-06-25
0.6810497641563416,1984-06-26
0.7527395486831665,1984-06-27
0.7527395486831665,1984-06-28
0.6900103688240051,1984-06-29
0.6541661024093628,1984-07-02
0.6810497641563416,1984-07-03
0.707933247089386,1984-07-05
0.6900103688240051,1984-07-06
0.7437781095504761,1984-07-09
0.7258555293083191,1984-07-10
0.6989721655845642,1984-07-11
0.6810497641563416,1984-07-12
0.6631272435188293,1984-07-13
0.6362437009811401,1984-07-16
0.6183213591575623,1984-07-17
0.591437578201294,1984-07-18
0.5107872486114502,1984-07-19
0.5107872486114502,1984-07-20
0.5018260478973389,1984-07-23
0.4749423861503601,1984-07-24
0.5197481513023376,1984-07-25
0.4928648769855499,1984-07-26
0.48390379548072815,1984-07-27
0.48390379548072815,1984-07-30
0.4928648769855499,1984-07-31
0.5197481513023376,1984-08-01
0.5466317534446716,1984-08-02
0.6093600988388062,1984-08-03
0.591437578201294,1984-08-06
0.590347409248352,1984-08-07
0.5812656879425049,1984-08-08
0.5994300246238708,1984-08-09
0.6266769766807556,1984-08-10
0.6630058884620667,1984-08-13
0.6539236307144165,1984-08-14
0.6266769766807556,1984-08-15
0.6175946593284607,1984-08-16
0.6175946593284607,1984-08-17
0.6085125207901001,1984-08-20
0.590347409248352,1984-08-21
0.5631009340286255,1984-08-22
0.5631009340286255,1984-08-23
0.5994300246238708,1984-08-24
0.6993349194526672,1984-08-27
0.6902530193328857,1984-08-28
0.6902530193328857,1984-08-29
0.6811704039573669,1984-08-30
0.6811704039573669,1984-08-31
0.6448415517807007,1984-09-04
0.6720884442329407,1984-09-05
0.6993349194526672,1984-09-06
0.6902530193328857,1984-09-07
0.6811704039573669,1984-09-10
0.6811704039573669,1984-09-11
0.6630058884620667,1984-09-12
0.6811704039573669,1984-09-13
0.6720884442329407,1984-09-14
0.6811704039573669,1984-09-17
0.6902530193328857,1984-09-18
0.6811704039573669,1984-09-19
0.6720884442329407,1984-09-20
0.6811704039573669,1984-09-21
0.6811704039573669,1984-09-24
0.6630058884620667,1984-09-25
0.6720884442329407,1984-09-26
0.6539236307144165,1984-09-27
0.6630058884620667,1984-09-28
0.6357594132423401,1984-10-01
0.6357594132423401,1984-10-02
0.5994300246238708,1984-10-03
0.5721832513809204,1984-10-04
0.6266769766807556,1984-10-05
0.6720884442329407,1984-10-08
0.6266769766807556,1984-10-09
0.6448415517807007,1984-10-10
0.6357594132423401,1984-10-11
0.6357594132423401,1984-10-12
0.6266769766807556,1984-10-15
0.6085125207901001,1984-10-16
0.5994300246238708,1984-10-17
0.5812656879425049,1984-10-18
0.5812656879425049,1984-10-19
0.5631009340286255,1984-10-22
0.590347409248352,1984-10-23
0.6175946593284607,1984-10-24
0.5994300246238708,1984-10-25
0.6085125207901001,1984-10-26
0.5994300246238708,1984-10-29
0.5994300246238708,1984-10-30
0.6175946593284607,1984-10-31
0.5994300246238708,1984-11-01
0.6085125207901001,1984-11-02
0.590347409248352,1984-11-05
0.590347409248352,1984-11-06
0.5721832513809204,1984-11-07
0.5812656879425049,1984-11-08
0.5631009340286255,1984-11-09
0.5267719030380249,1984-11-12
0.5176895260810852,1984-11-13
0.4995252192020416,1984-11-14
0.4268668293952942,1984-11-15
0.4450312554836273,1984-11-16
0.4541139602661133,1984-11-19
0.47227832674980164,1984-11-20
0.49044305086135864,1984-11-21
0.46319642663002014,1984-11-23
0.46319642663002014,1984-11-26
0.4450312554836273,1984-11-27
0.4359493553638458,1984-11-28
0.4359493553638458,1984-11-29
0.4359493553638458,1984-11-30
0.4359493553638458,1984-12-03
0.4541139602661133,1984-12-04
0.4541139602661133,1984-12-05
0.49044305086135864,1984-12-06
0.5086075067520142,1984-12-07
0.5540186762809753,1984-12-10
0.5358543395996094,1984-12-11
0.5267719030380249,1984-12-12
0.5267719030380249,1984-12-13
0.5267719030380249,1984-12-14
0.5540186762809753,1984-12-17
0.5267719030380249,1984-12-18
0.5176895260810852,1984-12-19
0.5086075067520142,1984-12-20
0.5267719030380249,1984-12-21
0.5176895260810852,1984-12-24
0.5086075067520142,1984-12-26
0.49044305086135864,1984-12-27
0.47227832674980164,1984-12-28
0.4541139602661133,1984-12-31
0.47227832674980164,1985-01-02
0.48136037588119507,1985-01-03
0.5176895260810852,1985-01-04
0.5176895260810852,1985-01-07
0.48136037588119507,1985-01-08
0.4995252192020416,1985-01-09
0.49044305086135864,1985-01-10
0.48136037588119507,1985-01-11
0.49044305086135864,1985-01-14
0.48136037588119507,1985-01-15
0.4541139602661133,1985-01-16
0.48136037588119507,1985-01-17
0.5358543395996094,1985-01-18
0.5086075067520142,1985-01-21
0.5449367761611938,1985-01-22
0.5086075067520142,1985-01-23
0.49044305086135864,1985-01-24
0.5086075067520142,1985-01-25
0.5176895260810852,1985-01-28
0.5176895260810852,1985-01-29
0.5086075067520142,1985-01-30
0.5358543395996094,1985-01-31
0.6175946593284607,1985-02-01
0.6357594132423401,1985-02-04
0.6085125207901001,1985-02-05
0.6266769766807556,1985-02-06
0.7175000309944153,1985-02-07
0.7447463274002075,1985-02-08
0.7265817523002625,1985-02-11
0.7084175944328308,1985-02-12
0.7084175944328308,1985-02-13
0.6902530193328857,1985-02-14
0.6811704039573669,1985-02-15
0.6630058884620667,1985-02-19
0.6720884442329407,1985-02-20
0.7175000309944153,1985-02-21
0.7447463274002075,1985-02-22
0.7265817523002625,1985-02-25
0.7175000309944153,1985-02-26
0.753829300403595,1985-02-27
0.7719934582710266,1985-02-28
0.7447463274002075,1985-03-01
0.7629114985466003,1985-03-04
0.7356643080711365,1985-03-05
0.753829300403595,1985-03-06
0.7447463274002075,1985-03-07
0.7265817523002625,1985-03-08
0.6993349194526672,1985-03-11
0.7265817523002625,1985-03-12
0.7175000309944153,1985-03-13
0.7175000309944153,1985-03-14
0.7084175944328308,1985-03-15
0.6811704039573669,1985-03-18
0.6902530193328857,1985-03-19
0.6357594132423401,1985-03-20
0.6357594132423401,1985-03-21
0.6448415517807007,1985-03-22
0.6539236307144165,1985-03-25
0.6539236307144165,1985-03-26
0.6720884442329407,1985-03-27
0.6811704039573669,1985-03-28
0.7084175944328308,1985-03-29
0.7084175944328308,1985-04-01
0.7084175944328308,1985-04-02
0.7447463274002075,1985-04-03
0.7901577353477478,1985-04-04
0.7992400527000427,1985-04-08
0.8083222508430481,1985-04-09
0.7719934582710266,1985-04-10
0.8083222508430481,1985-04-11
0.8083222508430481,1985-04-12
0.817405104637146,1985-04-15
0.8083222508430481,1985-04-16
0.8809798359870911,1985-04-17
0.8264873027801514,1985-04-18
0.853734016418457,1985-04-19
0.8264873027801514,1985-04-22
0.7901577353477478,1985-04-23
0.7629114985466003,1985-04-24
0.7992400527000427,1985-04-25
0.7992400527000427,1985-04-26
0.817405104637146,1985-04-29
0.8083222508430481,1985-04-30
0.7992400527000427,1985-05-01
0.8083222508430481,1985-05-02
0.7992400527000427,1985-05-03
0.7901577353477478,1985-05-06
0.7810757160186768,1985-05-07
0.7447463274002075,1985-05-08
0.7356643080711365,1985-05-09
0.753829300403595,1985-05-10
0.753829300403595,1985-05-13
0.7810757160186768,1985-05-14
0.7629114985466003,1985-05-15
0.7447463274002075,1985-05-16
0.7992400527000427,1985-05-17
0.8264873027801514,1985-05-20
0.8264873027801514,1985-05-21
0.8446518778800964,1985-05-22
0.8900625109672546,1985-05-23
0.8628162145614624,1985-05-24
0.8991451859474182,1985-05-28
0.9082279205322266,1985-05-29
0.9082279205322266,1985-05-30
0.853734016418457,1985-05-31
0.8446518778800964,1985-06-03
0.8264873027801514,1985-06-04
0.8355693817138672,1985-06-05
0.8264873027801514,1985-06-06
0.7992400527000427,1985-06-07
0.7810757160186768,1985-06-10
0.7629114985466003,1985-06-11
0.7992400527000427,1985-06-12
0.8264873027801514,1985-06-13
0.8264873027801514,1985-06-14
0.853734016418457,1985-06-17
0.8809798359870911,1985-06-18
0.8991451859474182,1985-06-19
0.9082279205322266,1985-06-20
0.8718987107276917,1985-06-21
0.8446518778800964,1985-06-24
0.8809798359870911,1985-06-25
