COF,Date
3.8357021808624268,1994-11-16
3.8956356048583984,1994-11-17
3.955568790435791,1994-11-18
3.8656692504882812,1994-11-21
3.6858696937561035,1994-11-22
3.6559064388275146,1994-11-23
3.7158379554748535,1994-11-25
3.6559064388275146,1994-11-28
3.6858696937561035,1994-11-29
3.6559064388275146,1994-11-30
3.536041021347046,1994-12-01
3.536041021347046,1994-12-02
3.536041021347046,1994-12-05
3.506072521209717,1994-12-06
3.4761054515838623,1994-12-07
3.4461402893066406,1994-12-08
3.3562397956848145,1994-12-09
3.416172981262207,1994-12-12
3.386207342147827,1994-12-13
3.4461402893066406,1994-12-14
3.4761054515838623,1994-12-15
3.6858696937561035,1994-12-16
3.625938892364502,1994-12-19
3.625938892364502,1994-12-20
3.7158379554748535,1994-12-21
3.745804786682129,1994-12-22
3.8357021808624268,1994-12-23
3.8656692504882812,1994-12-27
3.8656692504882812,1994-12-28
3.8357021808624268,1994-12-29
3.8357021808624268,1994-12-30
3.8357021808624268,1995-01-03
3.8656692504882812,1995-01-04
3.8656692504882812,1995-01-05
3.775771141052246,1995-01-06
3.775771141052246,1995-01-09
3.805736780166626,1995-01-10
3.775771141052246,1995-01-11
3.775771141052246,1995-01-12
3.775771141052246,1995-01-13
3.8357021808624268,1995-01-16
3.8357021808624268,1995-01-17
3.775771141052246,1995-01-18
3.745804786682129,1995-01-19
3.7158379554748535,1995-01-20
3.7158379554748535,1995-01-23
3.745804786682129,1995-01-24
3.8656692504882812,1995-01-25
3.8357021808624268,1995-01-26
3.8656692504882812,1995-01-27
3.8656692504882812,1995-01-30
3.8806540966033936,1995-01-31
3.925602436065674,1995-02-01
4.015500545501709,1995-02-02
4.015500545501709,1995-02-03
4.015500545501709,1995-02-06
3.985537528991699,1995-02-07
4.075436115264893,1995-02-08
4.165334701538086,1995-02-09
4.105400085449219,1995-02-10
4.045469760894775,1995-02-13
3.925602436065674,1995-02-14
4.105400085449219,1995-02-15
4.075436115264893,1995-02-16
4.075436115264893,1995-02-17
4.105400085449219,1995-02-21
4.165334701538086,1995-02-22
4.165334701538086,1995-02-23
4.105400085449219,1995-02-24
4.075436115264893,1995-02-27
4.375100612640381,1995-02-28
4.644796371459961,1995-03-01
4.764663219451904,1995-03-02
4.644796371459961,1995-03-03
4.524932384490967,1995-03-06
4.554896354675293,1995-03-07
4.584865570068359,1995-03-08
4.584865570068359,1995-03-09
4.524932384490967,1995-03-10
4.524932384490967,1995-03-13
4.644796371459961,1995-03-14
4.644796371459961,1995-03-15
4.494964122772217,1995-03-16
4.464999198913574,1995-03-17
4.584865570068359,1995-03-20
4.494964122772217,1995-03-21
4.554896354675293,1995-03-22
4.494964122772217,1995-03-23
4.494964122772217,1995-03-24
4.644796371459961,1995-03-27
4.614831447601318,1995-03-28
4.554896354675293,1995-03-29
4.584865570068359,1995-03-30
4.584865570068359,1995-03-31
4.584865570068359,1995-04-03
4.524932384490967,1995-04-04
4.464999198913574,1995-04-05
4.494964122772217,1995-04-06
4.375100612640381,1995-04-07
4.584865570068359,1995-04-10
4.584865570068359,1995-04-11
4.764663219451904,1995-04-12
4.884527206420898,1995-04-13
4.884527206420898,1995-04-17
4.854560852050781,1995-04-18
4.734695911407471,1995-04-19
4.794631004333496,1995-04-20
4.734695911407471,1995-04-21
4.764663219451904,1995-04-24
4.734695911407471,1995-04-25
4.794631004333496,1995-04-26
4.824594020843506,1995-04-27
4.824594020843506,1995-04-28
4.674764633178711,1995-05-01
4.824594020843506,1995-05-02
4.944462299346924,1995-05-03
4.903548717498779,1995-05-04
4.9637131690979,1995-05-05
5.023881912231445,1995-05-08
5.17429780960083,1995-05-09
5.204380035400391,1995-05-10
5.17429780960083,1995-05-11
5.17429780960083,1995-05-12
5.114131450653076,1995-05-15
5.294630527496338,1995-05-16
5.264545917510986,1995-05-17
5.144214630126953,1995-05-18
5.023881912231445,1995-05-19
5.114131450653076,1995-05-22
5.234462738037109,1995-05-23
5.234462738037109,1995-05-24
5.144214630126953,1995-05-25
5.17429780960083,1995-05-26
5.0539655685424805,1995-05-30
5.0539655685424805,1995-05-31
5.17429780960083,1995-06-01
5.294630527496338,1995-06-02
5.294630527496338,1995-06-05
5.204380035400391,1995-06-06
5.084048271179199,1995-06-07
5.0539655685424805,1995-06-08
4.993799209594727,1995-06-09
4.9637131690979,1995-06-12
5.114131450653076,1995-06-13
5.084048271179199,1995-06-14
5.144214630126953,1995-06-15
5.234462738037109,1995-06-16
5.294630527496338,1995-06-19
5.324710845947266,1995-06-20
5.294630527496338,1995-06-21
5.264545917510986,1995-06-22
5.294630527496338,1995-06-23
5.17429780960083,1995-06-26
4.873468399047852,1995-06-27
4.813297271728516,1995-06-28
4.873468399047852,1995-06-29
4.723049163818359,1995-06-30
4.753131866455078,1995-07-03
4.843381881713867,1995-07-05
5.023881912231445,1995-07-06
5.114131450653076,1995-07-07
5.3848772048950195,1995-07-10
5.3848772048950195,1995-07-11
5.475129127502441,1995-07-12
5.354795932769775,1995-07-13
5.144214630126953,1995-07-14
5.204380035400391,1995-07-17
5.204380035400391,1995-07-18
5.234462738037109,1995-07-19
5.4149627685546875,1995-07-20
5.4450459480285645,1995-07-21
5.475129127502441,1995-07-24
5.595460891723633,1995-07-25
5.5653767585754395,1995-07-26
5.685711860656738,1995-07-27
5.7759575843811035,1995-07-28
5.715792655944824,1995-07-31
5.715792655944824,1995-08-01
5.715792655944824,1995-08-02
5.655628681182861,1995-08-03
5.705134868621826,1995-08-04
5.886246681213379,1995-08-07
5.735318183898926,1995-08-08
5.705134868621826,1995-08-09
5.493832111358643,1995-08-10
5.5843892097473145,1995-08-11
5.705134868621826,1995-08-14
5.735318183898926,1995-08-15
6.037173271179199,1995-08-16
6.127735614776611,1995-08-17
6.248478412628174,1995-08-18
6.248478412628174,1995-08-21
6.218291282653809,1995-08-22
6.278665542602539,1995-08-23
6.248478412628174,1995-08-24
6.248478412628174,1995-08-25
6.0975494384765625,1995-08-28
6.1579179763793945,1995-08-29
6.308849811553955,1995-08-30
6.278665542602539,1995-08-31
6.520150661468506,1995-09-01
6.671075820922852,1995-09-05
6.580524444580078,1995-09-06
6.731454849243164,1995-09-07
6.822011470794678,1995-09-08
6.912571907043457,1995-09-11
6.882380485534668,1995-09-12
6.942752361297607,1995-09-13
7.123865127563477,1995-09-14
7.003127574920654,1995-09-15
6.671075820922852,1995-09-18
6.550337791442871,1995-09-19
6.671075820922852,1995-09-20
6.8521928787231445,1995-09-21
6.8521928787231445,1995-09-22
6.640892505645752,1995-09-25
6.640892505645752,1995-09-26
6.459775447845459,1995-09-27
6.6107096672058105,1995-09-28
7.093680381774902,1995-09-29
6.912571907043457,1995-10-02
6.822011470794678,1995-10-03
6.791823387145996,1995-10-04
6.942752361297607,1995-10-05
6.882380485534668,1995-10-06
6.731454849243164,1995-10-09
6.550337791442871,1995-10-10
6.580524444580078,1995-10-11
6.6107096672058105,1995-10-12
6.942752361297607,1995-10-13
6.882380485534668,1995-10-16
6.701267242431641,1995-10-17
6.429593086242676,1995-10-18
6.550337791442871,1995-10-19
6.399407863616943,1995-10-20
6.429593086242676,1995-10-23
6.339035511016846,1995-10-24
6.127735614776611,1995-10-25
6.1579179763793945,1995-10-26
6.339035511016846,1995-10-27
6.127735614776611,1995-10-30
5.916432857513428,1995-10-31
6.188107013702393,1995-11-01
6.369219779968262,1995-11-02
6.388598442077637,1995-11-03
6.449154853820801,1995-11-06
6.418877601623535,1995-11-07
6.539987087249756,1995-11-08
6.570267200469971,1995-11-09
6.449154853820801,1995-11-10
6.418877601623535,1995-11-13
6.2977681159973145,1995-11-14
6.085824012756348,1995-11-15
6.176652908325195,1995-11-16
6.116101264953613,1995-11-17
5.964709758758545,1995-11-20
5.783044338226318,1995-11-21
5.6922125816345215,1995-11-22
5.783044338226318,1995-11-24
5.72249174118042,1995-11-27
5.6922125816345215,1995-11-28
5.752767562866211,1995-11-29
6.116101264953613,1995-11-30
6.206933498382568,1995-12-01
6.388598442077637,1995-12-04
6.479428768157959,1995-12-05
6.328043460845947,1995-12-06
6.237210273742676,1995-12-07
6.146378993988037,1995-12-08
6.176652908325195,1995-12-11
6.055541038513184,1995-12-12
6.025266170501709,1995-12-13
5.6922125816345215,1995-12-14
5.72249174118042,1995-12-15
5.601378917694092,1995-12-18
5.783044338226318,1995-12-19
5.661935806274414,1995-12-20
5.783044338226318,1995-12-21
5.87387752532959,1995-12-22
5.87387752532959,1995-12-26
5.843600273132324,1995-12-27
5.72249174118042,1995-12-28
5.783044338226318,1995-12-29
5.661935806274414,1996-01-02
5.904155254364014,1996-01-03
5.72249174118042,1996-01-04
5.752767562866211,1996-01-05
5.843600273132324,1996-01-08
5.783044338226318,1996-01-09
5.449989318847656,1996-01-10
5.571103096008301,1996-01-11
5.419713973999023,1996-01-12
5.298602104187012,1996-01-15
5.389435768127441,1996-01-16
5.783044338226318,1996-01-17
5.934433937072754,1996-01-18
6.055541038513184,1996-01-19
6.206933498382568,1996-01-22
6.328043460845947,1996-01-23
6.055541038513184,1996-01-24
6.449154853820801,1996-01-25
6.3583221435546875,1996-01-26
6.2977681159973145,1996-01-29
6.2977681159973145,1996-01-30
6.509710311889648,1996-01-31
6.479428768157959,1996-02-01
6.6203436851501465,1996-02-02
6.438133239746094,1996-02-05
6.316659450531006,1996-02-06
6.377396106719971,1996-02-07
6.438133239746094,1996-02-08
6.529237270355225,1996-02-09
6.468500137329102,1996-02-12
6.711443901062012,1996-02-13
6.711443901062012,1996-02-14
6.529237270355225,1996-02-15
6.498867034912109,1996-02-16
6.316659450531006,1996-02-20
6.347023963928223,1996-02-21
6.498867034912109,1996-02-22
6.6203436851501465,1996-02-23
6.559604644775391,1996-02-26
6.407762050628662,1996-02-27
6.468500137329102,1996-02-28
6.498867034912109,1996-02-29
6.407762050628662,1996-03-01
6.498867034912109,1996-03-04
6.498867034912109,1996-03-05
6.438133239746094,1996-03-06
6.377396106719971,1996-03-07
5.861130714416504,1996-03-08
6.07370662689209,1996-03-11
6.012970447540283,1996-03-12
5.952236652374268,1996-03-13
6.10407829284668,1996-03-14
6.012970447540283,1996-03-15
6.316659450531006,1996-03-18
6.6203436851501465,1996-03-19
6.77218770980835,1996-03-20
6.559604644775391,1996-03-21
6.681078910827637,1996-03-22
6.711443901062012,1996-03-25
6.559604644775391,1996-03-26
6.6203436851501465,1996-03-27
6.650712966918945,1996-03-28
6.681078910827637,1996-03-29
6.9240288734436035,1996-04-01
6.711443901062012,1996-04-02
6.711443901062012,1996-04-03
6.650712966918945,1996-04-04
6.468500137329102,1996-04-08
6.377396106719971,1996-04-09
6.377396106719971,1996-04-10
6.07370662689209,1996-04-11
6.255919456481934,1996-04-12
6.16481351852417,1996-04-15
6.10407829284668,1996-04-16
6.286289215087891,1996-04-17
6.681078910827637,1996-04-18
6.6203436851501465,1996-04-19
6.6203436851501465,1996-04-22
6.9240288734436035,1996-04-23
6.89365816116333,1996-04-24
6.863291263580322,1996-04-25
7.278695106506348,1996-04-26
7.339602947235107,1996-04-29
7.18733024597168,1996-04-30
7.248237609863281,1996-05-01
7.035054683685303,1996-05-02
7.004601001739502,1996-05-03
6.760967254638672,1996-05-06
6.63914155960083,1996-05-07
6.791416168212891,1996-05-08
6.7305073738098145,1996-05-09
7.065515518188477,1996-05-10
7.217784881591797,1996-05-13
7.18733024597168,1996-05-14
7.095968246459961,1996-05-15
6.943690299987793,1996-05-16
7.035054683685303,1996-05-17
7.18733024597168,1996-05-20
7.461424827575684,1996-05-21
7.735515594482422,1996-05-22
7.735515594482422,1996-05-23
7.826879024505615,1996-05-24
7.583242416381836,1996-05-28
7.370056629180908,1996-05-29
7.461424827575684,1996-05-30
7.400510787963867,1996-05-31
7.430968284606934,1996-06-03
7.461424827575684,1996-06-04
7.461424827575684,1996-06-05
7.370056629180908,1996-06-06
7.339602947235107,1996-06-07
7.339602947235107,1996-06-10
7.30914831161499,1996-06-11
7.035054683685303,1996-06-12
7.065515518188477,1996-06-13
7.217784881591797,1996-06-14
7.217784881591797,1996-06-17
7.552789688110352,1996-06-18
7.400510787963867,1996-06-19
7.126417636871338,1996-06-20
7.065515518188477,1996-06-21
7.065515518188477,1996-06-24
7.004601001739502,1996-06-25
6.974146366119385,1996-06-26
7.004601001739502,1996-06-27
6.943690299987793,1996-06-28
7.065515518188477,1996-07-01
7.065515518188477,1996-07-02
7.095968246459961,1996-07-03
6.974146366119385,1996-07-05
6.7305073738098145,1996-07-08
6.7305073738098145,1996-07-09
6.63914155960083,1996-07-10
6.425960540771484,1996-07-11
6.486868381500244,1996-07-12
6.365052700042725,1996-07-15
6.304140567779541,1996-07-16
6.6086883544921875,1996-07-17
6.974146366119385,1996-07-18
6.974146366119385,1996-07-19
6.974146366119385,1996-07-22
6.974146366119385,1996-07-23
6.943690299987793,1996-07-24
7.095968246459961,1996-07-25
7.1568756103515625,1996-07-26
7.004601001739502,1996-07-29
7.035054683685303,1996-07-30
7.035054683685303,1996-07-31
7.146215915679932,1996-08-01
7.482152462005615,1996-08-02
7.451617240905762,1996-08-05
7.512693881988525,1996-08-06
7.390532970428467,1996-08-07
7.298917293548584,1996-08-08
7.390532970428467,1996-08-09
7.665389537811279,1996-08-12
7.451617240905762,1996-08-13
7.665389537811279,1996-08-14
7.695927619934082,1996-08-15
7.757003307342529,1996-08-16
7.787546634674072,1996-08-19
7.543228626251221,1996-08-20
7.573774337768555,1996-08-21
7.665389537811279,1996-08-22
7.695927619934082,1996-08-23
7.512693881988525,1996-08-26
7.604308605194092,1996-08-27
7.543228626251221,1996-08-28
7.421074390411377,1996-08-29
7.3599934577941895,1996-08-30
7.207297325134277,1996-09-03
7.3599934577941895,1996-09-04
7.054601192474365,1996-09-05
7.26837682723999,1996-09-06
7.298917293548584,1996-09-09
7.451617240905762,1996-09-10
7.543228626251221,1996-09-11
7.451617240905762,1996-09-12
7.512693881988525,1996-09-13
7.451617240905762,1996-09-16
7.26837682723999,1996-09-17
7.115682601928711,1996-09-18
7.176758766174316,1996-09-19
7.176758766174316,1996-09-20
7.054601192474365,1996-09-23
6.962982177734375,1996-09-24
7.176758766174316,1996-09-25
7.237838268280029,1996-09-26
7.26837682723999,1996-09-27
7.298917293548584,1996-09-30
7.298917293548584,1996-10-01
7.390532970428467,1996-10-02
7.482152462005615,1996-10-03
7.695927619934082,1996-10-04
7.634852409362793,1996-10-07
7.726469993591309,1996-10-08
7.787546634674072,1996-10-09
7.665389537811279,1996-10-10
7.8180832862854,1996-10-11
7.909702301025391,1996-10-14
8.276179313659668,1996-10-15
8.18455696105957,1996-10-16
8.306717872619629,1996-10-17
8.276179313659668,1996-10-18
8.215095520019531,1996-10-21
8.123483657836914,1996-10-22
8.062405586242676,1996-10-23
8.062405586242676,1996-10-24
8.092940330505371,1996-10-25
8.031858444213867,1996-10-28
7.909702301025391,1996-10-29
7.787546634674072,1996-10-30
7.604308605194092,1996-10-31
7.654525279998779,1996-11-01
7.71576452255249,1996-11-04
8.052557945251465,1996-11-05
8.113790512084961,1996-11-06
8.113790512084961,1996-11-07
8.236268997192383,1996-11-08
8.297502517700195,1996-11-11
8.511833190917969,1996-11-12
8.481217384338379,1996-11-13
8.664923667907715,1996-11-14
8.664923667907715,1996-11-15
8.909868240356445,1996-11-18
8.450592041015625,1996-11-19
8.634305000305176,1996-11-20
8.695541381835938,1996-11-21
8.756779670715332,1996-11-22
8.879249572753906,1996-11-25
8.726160049438477,1996-11-26
8.756779670715332,1996-11-27
8.848636627197266,1996-11-29
8.971102714538574,1996-12-02
8.818011283874512,1996-12-03
8.573065757751465,1996-12-04
8.573065757751465,1996-12-05
8.450592041015625,1996-12-06
8.450592041015625,1996-12-09
8.542450904846191,1996-12-10
8.328123092651367,1996-12-11
8.358743667602539,1996-12-12
8.511833190917969,1996-12-13
8.634305000305176,1996-12-16
8.481217384338379,1996-12-17
8.481217384338379,1996-12-18
8.573065757751465,1996-12-19
8.634305000305176,1996-12-20
8.756779670715332,1996-12-23
8.818011283874512,1996-12-24
8.879249572753906,1996-12-26
8.818011283874512,1996-12-27
8.879249572753906,1996-12-30
8.818011283874512,1996-12-31
8.389361381530762,1997-01-02
8.450592041015625,1997-01-03
8.419973373413086,1997-01-06
8.328123092651367,1997-01-07
8.450592041015625,1997-01-08
8.419973373413086,1997-01-09
8.542450904846191,1997-01-10
8.481217384338379,1997-01-13
8.481217384338379,1997-01-14
8.266891479492188,1997-01-15
8.144415855407715,1997-01-16
8.205646514892578,1997-01-17
9.399755477905273,1997-01-20
9.552848815917969,1997-01-21
9.767170906066895,1997-01-22
10.012117385864258,1997-01-23
10.04273796081543,1997-01-24
9.859028816223145,1997-01-27
9.950881004333496,1997-01-28
9.552848815917969,1997-01-29
9.705937385559082,1997-01-30
9.817610740661621,1997-01-31
9.817610740661621,1997-02-03
9.817610740661621,1997-02-04
9.940337181091309,1997-02-05
10.001688003540039,1997-02-06
10.093733787536621,1997-02-07
10.155098915100098,1997-02-10
10.247132301330566,1997-02-11
10.339173316955566,1997-02-12
10.369853019714355,1997-02-13
10.707338333129883,1997-02-14
10.615293502807617,1997-02-18
10.461895942687988,1997-02-19
9.878973960876465,1997-02-20
10.032376289367676,1997-02-21
10.124412536621094,1997-02-24
10.001688003540039,1997-02-25
9.971014976501465,1997-02-26
9.878973960876465,1997-02-27
9.756255149841309,1997-02-28
9.84829330444336,1997-03-03
9.756255149841309,1997-03-04
9.817610740661621,1997-03-05
9.817610740661621,1997-03-06
9.971014976501465,1997-03-07
9.940337181091309,1997-03-10
10.124412536621094,1997-03-11
9.940337181091309,1997-03-12
9.694890975952148,1997-03-13
9.602852821350098,1997-03-14
9.204010963439941,1997-03-17
9.11197280883789,1997-03-18
9.173334121704102,1997-03-19
9.265372276306152,1997-03-20
9.480133056640625,1997-03-21
9.633533477783203,1997-03-24
9.694890975952148,1997-03-25
9.725573539733887,1997-03-26
9.44944953918457,1997-03-27
9.14264965057373,1997-03-31
9.081293106079102,1997-04-01
8.46768856048584,1997-04-02
8.314289093017578,1997-04-03
8.406333923339844,1997-04-04
8.590409278869629,1997-04-07
8.590409278869629,1997-04-08
8.529052734375,1997-04-09
8.46768856048584,1997-04-10
8.222249031066895,1997-04-11
8.130206108093262,1997-04-14
8.222249031066895,1997-04-15
8.160889625549316,1997-04-16
8.314289093017578,1997-04-17
8.529052734375,1997-04-18
8.651773452758789,1997-04-21
8.621091842651367,1997-04-22
8.498374938964844,1997-04-23
8.46768856048584,1997-04-24
8.406333923339844,1997-04-25
8.344971656799316,1997-04-28
8.55972957611084,1997-04-29
8.866537094116211,1997-04-30
9.019926071166992,1997-05-01
9.254837989807129,1997-05-02
9.254837989807129,1997-05-05
9.131854057312012,1997-05-06
9.039609909057617,1997-05-07
9.070355415344238,1997-05-08
9.347082138061523,1997-05-09
9.470065116882324,1997-05-12
9.685294151306152,1997-05-13
9.808283805847168,1997-05-14
8.947373390197754,1997-05-15
8.609150886535645,1997-05-16
8.516915321350098,1997-05-19
8.516915321350098,1997-05-20
8.178691864013672,1997-05-21
7.717491149902344,1997-05-22
8.024958610534668,1997-05-23
7.748238563537598,1997-05-27
7.778984546661377,1997-05-28
7.778984546661377,1997-05-29
7.901972770690918,1997-05-30
7.9327168464660645,1997-06-02
8.178691864013672,1997-06-03
7.778984546661377,1997-06-04
7.717491149902344,1997-06-05
7.809730052947998,1997-06-06
7.809730052947998,1997-06-09
7.901972770690918,1997-06-10
8.270933151245117,1997-06-11
8.363177299499512,1997-06-12
8.609150886535645,1997-06-13
8.424671173095703,1997-06-16
8.301685333251953,1997-06-17
8.670644760131836,1997-06-18
8.885878562927246,1997-06-19
9.101105690002441,1997-06-20
8.885878562927246,1997-06-23
8.901250839233398,1997-06-24
8.916624069213867,1997-06-25
8.885878562927246,1997-06-26
8.978119850158691,1997-06-27
9.2855863571167,1997-06-30
9.331703186035156,1997-07-01
9.654549598693848,1997-07-02
9.931268692016602,1997-07-03
9.362456321716309,1997-07-07
8.70139217376709,1997-07-08
8.301685333251953,1997-07-09
8.409296989440918,1997-07-10
8.609150886535645,1997-07-11
8.655274391174316,1997-07-14
8.409296989440918,1997-07-15
8.240188598632812,1997-07-16
8.240188598632812,1997-07-17
8.07108211517334,1997-07-18
8.240188598632812,1997-07-21
8.793634414672852,1997-07-22
8.732145309448242,1997-07-23
8.670644760131836,1997-07-24
8.54765796661377,1997-07-25
8.593779563903809,1997-07-28
8.931995391845703,1997-07-29
9.101105690002441,1997-07-30
9.054987907409668,1997-07-31
8.812787055969238,1997-08-01
8.905229568481445,1997-08-04
8.951448440551758,1997-08-05
9.244182586669922,1997-08-06
9.244182586669922,1997-08-07
8.966859817504883,1997-08-08
9.151740074157715,1997-08-11
9.028481483459473,1997-08-12
8.874412536621094,1997-08-13
8.781975746154785,1997-08-14
8.812787055969238,1997-08-15
8.62790298461914,1997-08-18
9.613948822021484,1997-08-19
8.966859817504883,1997-08-20
9.891273498535156,1997-08-21
9.675575256347656,1997-08-22
9.583137512207031,1997-08-25
9.321219444274902,1997-08-26
9.228776931762695,1997-08-27
9.706390380859375,1997-08-28
9.521507263183594,1997-08-29
9.629355430603027,1997-09-02
9.613948822021484,1997-09-03
9.660168647766113,1997-09-04
9.613948822021484,1997-09-05
9.598544120788574,1997-09-08
9.506096839904785,1997-09-09
9.30580997467041,1997-09-10
9.336623191833496,1997-09-11
9.213370323181152,1997-09-12
9.336623191833496,1997-09-15
9.783422470092773,1997-09-16
10.106971740722656,1997-09-17
10.106971740722656,1997-09-18
10.368890762329102,1997-09-19
10.353484153747559,1997-09-22
10.692436218261719,1997-09-23
10.95435905456543,1997-09-24
10.723248481750488,1997-09-25
11.01598072052002,1997-09-26
11.170053482055664,1997-09-29
11.277900695800781,1997-09-30
11.30871295928955,1997-10-01
11.231680870056152,1997-10-02
11.401158332824707,1997-10-03
11.509001731872559,1997-10-06
11.493599891662598,1997-10-07
11.339526176452637,1997-10-08
11.43196964263916,1997-10-09
11.354934692382812,1997-10-10
11.601446151733398,1997-10-13
11.724705696105957,1997-10-14
11.539820671081543,1997-10-15
12.01744270324707,1997-10-16
11.832551956176758,1997-10-17
11.755516052246094,1997-10-20
11.89417839050293,1997-10-21
11.847954750061035,1997-10-22
11.601446151733398,1997-10-23
11.709294319152832,1997-10-24
10.908132553100586,1997-10-27
11.123828887939453,1997-10-28
11.539820671081543,1997-10-29
11.093021392822266,1997-10-30
11.26711654663086,1997-10-31
11.375155448913574,1997-11-03
11.189948081970215,1997-11-04
11.544939041137695,1997-11-05
11.683846473693848,1997-11-06
11.483198165893555,1997-11-07
11.42146110534668,1997-11-10
