COF,Date
11.43690013885498,1997-11-11
11.220817565917969,1997-11-12
11.02016544342041,1997-11-13
10.89669418334961,1997-11-14
11.251684188842773,1997-11-17
11.359724044799805,1997-11-18
11.483198165893555,1997-11-19
11.699284553527832,1997-11-20
11.544939041137695,1997-11-21
11.297983169555664,1997-11-24
11.174509048461914,1997-11-25
11.26711654663086,1997-11-26
11.189948081970215,1997-11-28
11.498632431030273,1997-12-01
11.714715003967285,1997-12-02
11.869050979614258,1997-12-03
11.899930000305176,1997-12-04
11.9462251663208,1997-12-05
12.085140228271484,1997-12-08
11.93079948425293,1997-12-09
11.63754653930664,1997-12-10
11.514069557189941,1997-12-11
11.683846473693848,1997-12-12
11.93079948425293,1997-12-15
12.285791397094727,1997-12-16
11.93079948425293,1997-12-17
12.085140228271484,1997-12-18
11.961666107177734,1997-12-19
12.409263610839844,1997-12-22
12.8259916305542,1997-12-23
12.733386993408203,1997-12-24
12.795122146606445,1997-12-26
12.918603897094727,1997-12-29
13.304457664489746,1997-12-30
13.381630897521973,1997-12-31
13.397061347961426,1998-01-02
13.335330963134766,1998-01-05
13.443360328674316,1998-01-06
13.088379859924316,1998-01-07
13.103815078735352,1998-01-08
12.918603897094727,1998-01-09
13.057509422302246,1998-01-12
13.319890975952148,1998-01-13
13.5977144241333,1998-01-14
14.708998680114746,1998-01-15
14.739862442016602,1998-01-16
15.002243995666504,1998-01-20
14.78615951538086,1998-01-21
14.338567733764648,1998-01-22
14.137918472290039,1998-01-23
14.647250175476074,1998-01-26
15.202887535095215,1998-01-27
15.573319435119629,1998-01-28
16.12896156311035,1998-01-29
16.082656860351562,1998-01-30
16.345046997070312,1998-02-02
16.05179786682129,1998-02-03
16.082656860351562,1998-02-04
15.90153694152832,1998-02-05
15.978816986083984,1998-02-06
16.566030502319336,1998-02-09
16.627853393554688,1998-02-10
16.504228591918945,1998-02-11
16.31877326965332,1998-02-12
16.040620803833008,1998-02-13
16.844192504882812,1998-02-17
17.184167861938477,1998-02-18
17.323246002197266,1998-02-19
17.168716430664062,1998-02-20
16.72057342529297,1998-02-23
16.73601722717285,1998-02-24
16.674224853515625,1998-02-25
16.674224853515625,1998-02-26
16.61239242553711,1998-02-27
16.566030502319336,1998-03-02
16.566030502319336,1998-03-03
16.28788185119629,1998-03-04
15.96335506439209,1998-03-05
17.075992584228516,1998-03-06
17.09145736694336,1998-03-09
17.61687469482422,1998-03-10
18.343172073364258,1998-03-11
19.11585807800293,1998-03-12
19.20857048034668,1998-03-13
18.992216110229492,1998-03-16
18.91495132446289,1998-03-17
19.084943771362305,1998-03-18
19.131305694580078,1998-03-19
19.084943771362305,1998-03-20
18.822237014770508,1998-03-23
19.14675521850586,1998-03-24
18.91495132446289,1998-03-25
19.965782165527344,1998-03-26
19.378555297851562,1998-03-27
19.548545837402344,1998-03-30
19.502185821533203,1998-03-31
20.97024917602539,1998-04-01
20.954803466796875,1998-04-02
21.57294464111328,1998-04-03
22.02107810974121,1998-04-06
21.74291229248047,1998-04-07
21.341135025024414,1998-04-08
21.681110382080078,1998-04-09
22.345600128173828,1998-04-13
22.252885818481445,1998-04-14
21.820201873779297,1998-04-15
24.06092643737793,1998-04-16
24.648160934448242,1998-04-17
24.601802825927734,1998-04-20
24.9417724609375,1998-04-21
25.760805130004883,1998-04-22
24.632701873779297,1998-04-23
23.96820831298828,1998-04-24
22.592849731445312,1998-04-27
22.685588836669922,1998-04-28
22.77829360961914,1998-04-29
23.751861572265625,1998-04-30
23.921838760375977,1998-05-01
24.200008392333984,1998-05-04
24.03421401977539,1998-05-05
23.3846435546875,1998-05-06
23.152652740478516,1998-05-07
23.53929901123047,1998-05-08
23.61663818359375,1998-05-11
23.755826950073242,1998-05-12
24.4054012298584,1998-05-13
24.498191833496094,1998-05-14
24.482730865478516,1998-05-15
24.900310516357422,1998-05-18
24.962175369262695,1998-05-19
25.0704402923584,1998-05-20
25.30242347717285,1998-05-21
25.163225173950195,1998-05-22
24.498191833496094,1998-05-26
24.606456756591797,1998-05-27
24.436330795288086,1998-05-28
24.699260711669922,1998-05-29
24.606456756591797,1998-06-01
24.637392044067383,1998-06-02
24.884845733642578,1998-06-03
25.1787109375,1998-06-04
25.36429786682129,1998-06-05
25.271499633789062,1998-06-08
25.225120544433594,1998-06-09
25.08591079711914,1998-06-10
24.993118286132812,1998-06-11
25.580821990966797,1998-06-12
25.05497932434082,1998-06-15
25.05497932434082,1998-06-16
25.797340393066406,1998-06-17
26.508787155151367,1998-06-18
26.075719833374023,1998-06-19
26.895423889160156,1998-06-22
27.35940170288086,1998-06-23
28.426572799682617,1998-06-24
28.689496994018555,1998-06-25
28.921485900878906,1998-06-26
29.586524963378906,1998-06-29
30.73101043701172,1998-06-30
31.024860382080078,1998-07-01
30.437175750732422,1998-07-02
30.45261573791504,1998-07-06
30.88566780090332,1998-07-07
31.50430679321289,1998-07-08
31.689908981323242,1998-07-09
31.426986694335938,1998-07-10
31.08670997619629,1998-07-13
31.81363296508789,1998-07-14
31.457908630371094,1998-07-15
30.854745864868164,1998-07-16
30.715564727783203,1998-07-17
30.35980987548828,1998-07-20
