NEM,Date
5.9990763664245605,1980-03-17
6.154894828796387,1980-03-18
6.291234970092773,1980-03-19
6.31071662902832,1980-03-20
6.232804298400879,1980-03-21
5.804296970367432,1980-03-24
5.882208824157715,1980-03-25
5.765345573425293,1980-03-26
5.453706741333008,1980-03-27
5.843255996704102,1980-03-28
5.979598045349121,1980-03-31
5.823779106140137,1980-04-01
5.570571422576904,1980-04-02
5.375794887542725,1980-04-03
5.297883987426758,1980-04-07
5.6484785079956055,1980-04-08
5.843255996704102,1980-04-09
5.765345573425293,1980-04-10
5.531613826751709,1980-04-11
5.492661952972412,1980-04-14
5.317361354827881,1980-04-15
5.103111267089844,1980-04-16
5.0057244300842285,1980-04-17
5.0057244300842285,1980-04-18
4.9862446784973145,1980-04-21
5.336843490600586,1980-04-22
5.473182201385498,1980-04-23
5.570571422576904,1980-04-24
5.609524726867676,1980-04-25
5.453706741333008,1980-04-28
5.473182201385498,1980-04-29
5.512136936187744,1980-04-30
5.142067909240723,1980-05-01
5.278406143188477,1980-05-02
5.1615400314331055,1980-05-05
5.103111267089844,1980-05-06
5.064154148101807,1980-05-07
5.025198459625244,1980-05-08
4.869382381439209,1980-05-09
4.869382381439209,1980-05-12
5.0057244300842285,1980-05-13
5.200498104095459,1980-05-14
5.356318473815918,1980-05-15
5.531613826751709,1980-05-16
5.609524726867676,1980-05-19
5.609524726867676,1980-05-20
5.687435150146484,1980-05-21
5.687435150146484,1980-05-22
5.940640926361084,1980-05-23
6.076984405517578,1980-05-27
5.960120677947998,1980-05-28
5.882208824157715,1980-05-29
5.960120677947998,1980-05-30
6.018550872802734,1980-06-02
5.843255996704102,1980-06-03
6.11594295501709,1980-06-04
6.076984405517578,1980-06-05
6.271758079528809,1980-06-06
6.505490303039551,1980-06-09
6.388628005981445,1980-06-10
6.349668025970459,1980-06-11
6.349668025970459,1980-06-12
6.330193996429443,1980-06-13
6.291234970092773,1980-06-16
6.135417938232422,1980-06-17
6.038031101226807,1980-06-18
5.9990763664245605,1980-06-19
5.882208824157715,1980-06-20
5.882208824157715,1980-06-23
5.882208824157715,1980-06-24
6.154894828796387,1980-06-25
6.232804298400879,1980-06-26
6.4081034660339355,1980-06-27
6.486011028289795,1980-06-30
6.953470706939697,1980-07-01
6.856084823608398,1980-07-02
6.719742774963379,1980-07-03
6.544444561004639,1980-07-07
6.700267791748047,1980-07-08
6.64183235168457,1980-07-09
6.563923358917236,1980-07-10
6.661310195922852,1980-07-11
6.661310195922852,1980-07-14
6.719742774963379,1980-07-15
6.719742774963379,1980-07-16
6.93399715423584,1980-07-17
7.128767490386963,1980-07-18
7.206681728363037,1980-07-21
7.401453018188477,1980-07-22
7.401453018188477,1980-07-23
7.401453018188477,1980-07-24
7.343023777008057,1980-07-25
7.362502098083496,1980-07-28
7.284590244293213,1980-07-29
7.0508575439453125,1980-07-30
7.0508575439453125,1980-07-31
7.011905670166016,1980-08-01
6.972955226898193,1980-08-04
6.836609840393066,1980-08-05
6.9145188331604,1980-08-06
7.32354736328125,1980-08-07
7.32354736328125,1980-08-08
7.459888458251953,1980-08-11
7.148247241973877,1980-08-12
7.167726516723633,1980-08-13
7.265115261077881,1980-08-14
7.343023777008057,1980-08-15
7.109294414520264,1980-08-18
7.070338249206543,1980-08-19
7.206681728363037,1980-08-20
7.654662609100342,1980-08-21
7.713098049163818,1980-08-22
7.829961776733398,1980-08-25
7.791009902954102,1980-08-26
7.713098049163818,1980-08-27
7.557279109954834,1980-08-28
7.635187149047852,1980-08-29
7.791009902954102,1980-09-02
7.888392925262451,1980-09-03
7.868917465209961,1980-09-04
7.868917465209961,1980-09-05
8.414289474487305,1980-09-08
8.550633430480957,1980-09-09
8.764883995056152,1980-09-10
8.706451416015625,1980-09-11
8.764883995056152,1980-09-12
8.589579582214355,1980-09-15
8.764883995056152,1980-09-16
8.706451416015625,1980-09-17
8.686969757080078,1980-09-18
8.764883995056152,1980-09-19
9.446599006652832,1980-09-22
9.232343673706055,1980-09-23
9.193388938903809,1980-09-24
9.09599781036377,1980-09-25
8.628541946411133,1980-09-26
8.083172798156738,1980-09-29
8.414289474487305,1980-09-30
8.453246116638184,1980-10-01
8.414289474487305,1980-10-02
8.394814491271973,1980-10-03
8.667500495910645,1980-10-06
8.49220085144043,1980-10-07
8.472716331481934,1980-10-08
8.550633430480957,1980-10-09
8.43376350402832,1980-10-10
8.472716331481934,1980-10-13
8.355855941772461,1980-10-14
8.472716331481934,1980-10-15
8.823311805725098,1980-10-16
9.037567138671875,1980-10-17
8.920702934265137,1980-10-20
8.920702934265137,1980-10-21
8.667500495910645,1980-10-22
8.53115463256836,1980-10-23
8.511672973632812,1980-10-24
8.648017883300781,1980-10-27
8.53115463256836,1980-10-28
8.628541946411133,1980-10-29
8.53115463256836,1980-10-30
8.316895484924316,1980-10-31
8.141605377197266,1980-11-03
8.37533187866211,1980-11-05
7.791009902954102,1980-11-06
7.420933723449707,1980-11-07
7.596227169036865,1980-11-10
7.596227169036865,1980-11-11
7.791009902954102,1980-11-12
7.829961776733398,1980-11-13
7.927347660064697,1980-11-14
8.024736404418945,1980-11-17
8.336377143859863,1980-11-18
8.49220085144043,1980-11-19
8.648017883300781,1980-11-20
8.49220085144043,1980-11-21
8.414289474487305,1980-11-24
8.453246116638184,1980-11-25
8.609061241149902,1980-11-26
8.53115463256836,1980-11-28
8.570106506347656,1980-12-01
8.49220085144043,1980-12-02
8.648017883300781,1980-12-03
8.628541946411133,1980-12-04
8.570106506347656,1980-12-05
8.25847339630127,1980-12-08
8.180556297302246,1980-12-09
8.024736404418945,1980-12-10
7.557279109954834,1980-12-11
7.829961776733398,1980-12-12
7.829961776733398,1980-12-15
7.6741461753845215,1980-12-16
7.576756477355957,1980-12-17
7.518321514129639,1980-12-18
7.498843193054199,1980-12-19
7.557279109954834,1980-12-22
7.518321514129639,1980-12-23
7.557279109954834,1980-12-24
7.479365348815918,1980-12-26
7.167726516723633,1980-12-29
7.070338249206543,1980-12-30
7.245638370513916,1980-12-31
7.284590244293213,1981-01-02
7.479365348815918,1981-01-05
7.537801265716553,1981-01-06
7.245638370513916,1981-01-07
6.953470706939697,1981-01-08
6.992433547973633,1981-01-09
6.797656536102295,1981-01-12
6.953470706939697,1981-01-13
6.972955226898193,1981-01-14
6.856084823608398,1981-01-15
6.992433547973633,1981-01-16
7.167726516723633,1981-01-19
6.992433547973633,1981-01-20
7.498843193054199,1981-01-21
7.265115261077881,1981-01-22
7.284590244293213,1981-01-23
7.109294414520264,1981-01-26
7.226162433624268,1981-01-27
7.985777854919434,1981-01-28
7.927347660064697,1981-01-29
7.713098049163818,1981-01-30
7.284590244293213,1981-02-02
7.362502098083496,1981-02-03
7.362502098083496,1981-02-04
7.362502098083496,1981-02-05
7.304068088531494,1981-02-06
7.206681728363037,1981-02-09
7.187208652496338,1981-02-10
7.167726516723633,1981-02-11
7.167726516723633,1981-02-12
7.32354736328125,1981-02-13
7.245638370513916,1981-02-17
7.440411567687988,1981-02-18
7.401453018188477,1981-02-19
7.284590244293213,1981-02-20
7.187208652496338,1981-02-23
7.109294414520264,1981-02-24
6.992433547973633,1981-02-25
7.128767490386963,1981-02-26
7.32354736328125,1981-02-27
7.109294414520264,1981-03-02
7.011905670166016,1981-03-03
6.93399715423584,1981-03-04
7.011905670166016,1981-03-05
7.284590244293213,1981-03-06
7.635187149047852,1981-03-09
7.362502098083496,1981-03-10
7.791009902954102,1981-03-11
8.49220085144043,1981-03-12
8.920702934265137,1981-03-13
8.667500495910645,1981-03-16
8.589579582214355,1981-03-17
8.589579582214355,1981-03-18
9.62190055847168,1981-03-19
9.427114486694336,1981-03-20
9.310253143310547,1981-03-23
9.115473747253418,1981-03-24
9.154430389404297,1981-03-25
9.193388938903809,1981-03-26
9.446599006652832,1981-03-27
9.290778160095215,1981-03-30
9.660845756530762,1981-03-31
9.914056777954102,1981-04-01
9.816666603088379,1981-04-02
9.83614444732666,1981-04-03
9.758233070373535,1981-04-06
9.816666603088379,1981-04-07
9.855627059936523,1981-04-08
10.20622444152832,1981-04-09
10.323080062866211,1981-04-10
9.543980598449707,1981-04-13
8.998612403869629,1981-04-14
9.466073989868164,1981-04-15
9.660845756530762,1981-04-16
9.62190055847168,1981-04-20
9.602418899536133,1981-04-21
9.349211692810059,1981-04-22
9.290778160095215,1981-04-23
9.62190055847168,1981-04-24
9.738764762878418,1981-04-27
10.654199600219727,1981-04-28
10.771063804626465,1981-04-29
10.55681324005127,1981-04-30
10.498382568359375,1981-05-01
9.972489356994629,1981-05-04
10.284135818481445,1981-05-05
10.06987476348877,1981-05-06
10.108834266662598,1981-05-07
10.478906631469727,1981-05-08
10.186739921569824,1981-05-11
10.2451753616333,1981-05-12
10.400996208190918,1981-05-13
10.517863273620605,1981-05-14
10.673686981201172,1981-05-15
10.478906631469727,1981-05-18
10.22569465637207,1981-05-19
10.06987476348877,1981-05-20
9.855627059936523,1981-05-21
9.777711868286133,1981-05-22
9.62190055847168,1981-05-26
9.855627059936523,1981-05-27
9.52450180053711,1981-05-28
9.50503158569336,1981-05-29
9.50503158569336,1981-06-01
9.680327415466309,1981-06-02
9.738764762878418,1981-06-03
9.991960525512695,1981-06-04
9.758233070373535,1981-06-05
9.758233070373535,1981-06-08
9.50503158569336,1981-06-09
9.699808120727539,1981-06-10
9.797186851501465,1981-06-11
9.93353271484375,1981-06-12
9.777711868286133,1981-06-15
9.50503158569336,1981-06-16
9.485552787780762,1981-06-17
9.427114486694336,1981-06-18
9.290778160095215,1981-06-19
8.9596586227417,1981-06-22
9.173908233642578,1981-06-23
9.232343673706055,1981-06-24
9.271299362182617,1981-06-25
9.427114486694336,1981-06-26
9.777711868286133,1981-06-29
10.2451753616333,1981-06-30
10.537335395812988,1981-07-01
10.264647483825684,1981-07-02
9.914056777954102,1981-07-06
9.894576072692871,1981-07-07
9.894576072692871,1981-07-08
9.991960525512695,1981-07-09
10.20622444152832,1981-07-10
10.400996208190918,1981-07-13
10.381512641906738,1981-07-14
10.868451118469238,1981-07-15
10.92689323425293,1981-07-16
10.673686981201172,1981-07-17
10.517863273620605,1981-07-20
10.459427833557129,1981-07-21
10.478906631469727,1981-07-22
10.439947128295898,1981-07-23
10.400996208190918,1981-07-24
10.459427833557129,1981-07-27
10.323080062866211,1981-07-28
10.362040519714355,1981-07-29
10.400996208190918,1981-07-30
10.439947128295898,1981-07-31
10.517863273620605,1981-08-03
10.712636947631836,1981-08-04
10.829501152038574,1981-08-05
11.316431045532227,1981-08-06
11.043745040893555,1981-08-07
11.043745040893555,1981-08-10
11.219049453735352,1981-08-11
11.628080368041992,1981-08-12
12.076062202453613,1981-08-13
12.153968811035156,1981-08-14
11.647558212280273,1981-08-17
11.394341468811035,1981-08-18
11.25800895690918,1981-08-19
10.985323905944824,1981-08-20
10.712636947631836,1981-08-21
10.284135818481445,1981-08-24
10.089349746704102,1981-08-25
10.186739921569824,1981-08-26
9.972489356994629,1981-08-27
9.953007698059082,1981-08-28
9.368693351745605,1981-08-31
9.407646179199219,1981-09-01
9.368693351745605,1981-09-02
9.076519012451172,1981-09-03
8.920702934265137,1981-09-04
8.394814491271973,1981-09-08
8.706451416015625,1981-09-09
9.349211692810059,1981-09-10
9.62190055847168,1981-09-11
9.543980598449707,1981-09-14
9.251821517944336,1981-09-15
9.271299362182617,1981-09-16
9.349211692810059,1981-09-17
9.427114486694336,1981-09-18
9.349211692810059,1981-09-21
9.154430389404297,1981-09-22
8.667500495910645,1981-09-23
8.570106506347656,1981-09-24
8.024736404418945,1981-09-25
7.985777854919434,1981-09-28
7.985777854919434,1981-09-29
8.141605377197266,1981-09-30
9.057048797607422,1981-10-01
9.154430389404297,1981-10-02
8.979133605957031,1981-10-05
9.134956359863281,1981-10-06
10.167263984680176,1981-10-07
10.20622444152832,1981-10-08
10.12830638885498,1981-10-09
10.011448860168457,1981-10-12
9.914056777954102,1981-10-13
9.446599006652832,1981-10-14
9.680327415466309,1981-10-15
9.50503158569336,1981-10-16
9.018096923828125,1981-10-19
8.881750106811523,1981-10-20
8.355855941772461,1981-10-21
7.635187149047852,1981-10-22
7.167726516723633,1981-10-23
7.031384468078613,1981-10-26
7.187208652496338,1981-10-27
7.284590244293213,1981-10-28
7.187208652496338,1981-10-29
7.362502098083496,1981-10-30
7.498843193054199,1981-11-02
7.343023777008057,1981-11-03
7.32354736328125,1981-11-04
7.284590244293213,1981-11-05
7.32354736328125,1981-11-06
7.011905670166016,1981-11-09
7.109294414520264,1981-11-10
7.187208652496338,1981-11-11
7.420933723449707,1981-11-12
7.479365348815918,1981-11-13
7.32354736328125,1981-11-16
7.440411567687988,1981-11-17
7.401453018188477,1981-11-18
7.479365348815918,1981-11-19
7.557279109954834,1981-11-20
7.518321514129639,1981-11-23
7.732573509216309,1981-11-24
7.615701675415039,1981-11-25
7.596227169036865,1981-11-27
7.693622589111328,1981-11-30
7.576756477355957,1981-12-01
7.265115261077881,1981-12-02
7.343023777008057,1981-12-03
7.265115261077881,1981-12-04
