NEM,Date
7.089816093444824,1981-12-07
7.0508575439453125,1981-12-08
7.187208652496338,1981-12-09
7.148247241973877,1981-12-10
6.953470706939697,1981-12-11
6.8171281814575195,1981-12-14
6.797656536102295,1981-12-15
6.875563144683838,1981-12-16
6.875563144683838,1981-12-17
6.9145188331604,1981-12-18
6.895040512084961,1981-12-21
6.9145188331604,1981-12-22
6.856084823608398,1981-12-23
6.875563144683838,1981-12-24
6.836609840393066,1981-12-28
6.680789947509766,1981-12-29
6.719742774963379,1981-12-30
6.719742774963379,1981-12-31
6.778176784515381,1982-01-04
6.544444561004639,1982-01-05
6.369149684906006,1982-01-06
6.31071662902832,1982-01-07
6.31071662902832,1982-01-08
6.11594295501709,1982-01-11
5.979598045349121,1982-01-12
5.765345573425293,1982-01-13
5.823779106140137,1982-01-14
5.882208824157715,1982-01-15
5.687435150146484,1982-01-18
5.531613826751709,1982-01-19
5.531613826751709,1982-01-20
5.551095008850098,1982-01-21
5.667957305908203,1982-01-22
5.687435150146484,1982-01-25
5.609524726867676,1982-01-26
5.62900447845459,1982-01-27
5.804296970367432,1982-01-28
5.921168327331543,1982-01-29
5.784824371337891,1982-02-01
5.9990763664245605,1982-02-02
6.057509422302246,1982-02-03
5.882208824157715,1982-02-04
5.726390838623047,1982-02-05
5.667957305908203,1982-02-08
5.492661952972412,1982-02-09
5.570571422576904,1982-02-10
5.667957305908203,1982-02-11
5.687435150146484,1982-02-12
5.609524726867676,1982-02-16
5.512136936187744,1982-02-17
5.531613826751709,1982-02-18
5.570571422576904,1982-02-19
5.6484785079956055,1982-02-22
5.570571422576904,1982-02-23
5.531613826751709,1982-02-24
5.531613826751709,1982-02-25
5.453706741333008,1982-02-26
5.395272731781006,1982-03-01
5.395272731781006,1982-03-02
5.219973564147949,1982-03-03
5.064154148101807,1982-03-04
4.966766357421875,1982-03-05
4.791467666625977,1982-03-08
4.791467666625977,1982-03-09
4.6940813064575195,1982-03-10
4.6940813064575195,1982-03-11
4.577215194702148,1982-03-12
4.655127048492432,1982-03-15
4.733036994934082,1982-03-16
4.7719902992248535,1982-03-17
4.9862446784973145,1982-03-18
5.0057244300842285,1982-03-19
5.200498104095459,1982-03-22
5.375794887542725,1982-03-23
5.356318473815918,1982-03-24
5.317361354827881,1982-03-25
5.239453315734863,1982-03-26
5.142067909240723,1982-03-29
5.083631992340088,1982-03-30
5.142067909240723,1982-03-31
5.356318473815918,1982-04-01
5.473182201385498,1982-04-02
5.590044975280762,1982-04-05
5.512136936187744,1982-04-06
5.551095008850098,1982-04-07
5.609524726867676,1982-04-08
5.590044975280762,1982-04-12
5.687435150146484,1982-04-13
5.823779106140137,1982-04-14
5.901689052581787,1982-04-15
5.882208824157715,1982-04-16
5.784824371337891,1982-04-19
5.745863437652588,1982-04-20
5.745863437652588,1982-04-21
5.765345573425293,1982-04-22
5.843255996704102,1982-04-23
5.843255996704102,1982-04-26
5.901689052581787,1982-04-27
5.6484785079956055,1982-04-28
5.4147515296936035,1982-04-29
5.375794887542725,1982-04-30
5.375794887542725,1982-05-03
5.531613826751709,1982-05-04
5.570571422576904,1982-05-05
5.551095008850098,1982-05-06
5.473182201385498,1982-05-07
5.395272731781006,1982-05-10
5.512136936187744,1982-05-11
5.453706741333008,1982-05-12
5.4147515296936035,1982-05-13
5.453706741333008,1982-05-14
5.434225559234619,1982-05-17
5.453706741333008,1982-05-18
5.453706741333008,1982-05-19
5.395272731781006,1982-05-20
5.395272731781006,1982-05-21
5.375794887542725,1982-05-24
5.336843490600586,1982-05-25
5.317361354827881,1982-05-26
5.258931636810303,1982-05-27
5.200498104095459,1982-05-28
5.064154148101807,1982-06-01
4.9862446784973145,1982-06-02
5.083631992340088,1982-06-03
5.083631992340088,1982-06-04
4.966766357421875,1982-06-07
4.927813529968262,1982-06-08
4.927813529968262,1982-06-09
4.9083333015441895,1982-06-10
4.947288990020752,1982-06-11
4.888855934143066,1982-06-14
4.830423355102539,1982-06-15
4.810949325561523,1982-06-16
4.577215194702148,1982-06-17
4.47982931137085,1982-06-18
4.324008941650391,1982-06-21
4.596694469451904,1982-06-22
4.596694469451904,1982-06-23
4.616171836853027,1982-06-24
4.7719902992248535,1982-06-25
4.8499040603637695,1982-06-28
4.869382381439209,1982-06-29
5.044674873352051,1982-06-30
5.083631992340088,1982-07-01
5.103111267089844,1982-07-02
5.025198459625244,1982-07-06
4.75251579284668,1982-07-07
4.674605846405029,1982-07-08
4.810949325561523,1982-07-09
5.083631992340088,1982-07-12
5.200498104095459,1982-07-13
4.966766357421875,1982-07-14
5.044674873352051,1982-07-15
4.966766357421875,1982-07-16
4.9862446784973145,1982-07-19
5.12258768081665,1982-07-20
5.317361354827881,1982-07-21
5.434225559234619,1982-07-22
5.551095008850098,1982-07-23
5.375794887542725,1982-07-26
5.336843490600586,1982-07-27
5.181020259857178,1982-07-28
5.025198459625244,1982-07-29
5.044674873352051,1982-07-30
5.200498104095459,1982-08-02
5.395272731781006,1982-08-03
5.317361354827881,1982-08-04
5.297883987426758,1982-08-05
5.4147515296936035,1982-08-06
5.297883987426758,1982-08-09
5.336843490600586,1982-08-10
5.297883987426758,1982-08-11
5.181020259857178,1982-08-12
5.200498104095459,1982-08-13
5.317361354827881,1982-08-16
5.512136936187744,1982-08-17
5.570571422576904,1982-08-18
5.609524726867676,1982-08-19
5.979598045349121,1982-08-20
6.232804298400879,1982-08-23
6.4081034660339355,1982-08-24
6.505490303039551,1982-08-25
6.563923358917236,1982-08-26
6.466530799865723,1982-08-27
6.505490303039551,1982-08-30
6.622354984283447,1982-08-31
6.64183235168457,1982-09-01
6.739220142364502,1982-09-02
6.953470706939697,1982-09-03
7.089816093444824,1982-09-07
7.089816093444824,1982-09-08
6.972955226898193,1982-09-09
7.089816093444824,1982-09-10
6.953470706939697,1982-09-13
6.856084823608398,1982-09-14
6.739220142364502,1982-09-15
6.661310195922852,1982-09-16
6.778176784515381,1982-09-17
6.739220142364502,1982-09-20
6.875563144683838,1982-09-21
6.836609840393066,1982-09-22
6.544444561004639,1982-09-23
6.154894828796387,1982-09-24
6.038031101226807,1982-09-27
5.921168327331543,1982-09-28
5.687435150146484,1982-09-29
5.667957305908203,1982-09-30
5.862732887268066,1982-10-01
5.862732887268066,1982-10-04
5.9990763664245605,1982-10-05
6.135417938232422,1982-10-06
6.447061061859131,1982-10-07
6.524969100952148,1982-10-08
6.758697509765625,1982-10-11
6.93399715423584,1982-10-12
7.011905670166016,1982-10-13
7.0508575439453125,1982-10-14
7.031384468078613,1982-10-15
6.953470706939697,1982-10-18
7.011905670166016,1982-10-19
6.953470706939697,1982-10-20
6.875563144683838,1982-10-21
6.700267791748047,1982-10-22
6.349668025970459,1982-10-25
6.427581310272217,1982-10-26
6.466530799865723,1982-10-27
6.271758079528809,1982-10-28
6.232804298400879,1982-10-29
6.447061061859131,1982-11-01
6.505490303039551,1982-11-02
6.583398342132568,1982-11-03
6.875563144683838,1982-11-04
6.9145188331604,1982-11-05
6.680789947509766,1982-11-08
6.622354984283447,1982-11-09
6.797656536102295,1982-11-10
6.875563144683838,1982-11-11
6.93399715423584,1982-11-12
6.9145188331604,1982-11-15
6.856084823608398,1982-11-16
6.93399715423584,1982-11-17
6.93399715423584,1982-11-18
6.778176784515381,1982-11-19
6.544444561004639,1982-11-22
6.388628005981445,1982-11-23
6.388628005981445,1982-11-24
6.583398342132568,1982-11-26
6.680789947509766,1982-11-29
7.089816093444824,1982-11-30
7.284590244293213,1982-12-01
7.362502098083496,1982-12-02
7.459888458251953,1982-12-03
7.693622589111328,1982-12-06
7.732573509216309,1982-12-07
7.518321514129639,1982-12-08
7.440411567687988,1982-12-09
7.518321514129639,1982-12-10
7.771526336669922,1982-12-13
7.557279109954834,1982-12-14
7.401453018188477,1982-12-15
7.440411567687988,1982-12-16
7.596227169036865,1982-12-17
7.635187149047852,1982-12-20
7.927347660064697,1982-12-21
8.04421615600586,1982-12-22
8.083172798156738,1982-12-23
8.355855941772461,1982-12-27
8.336377143859863,1982-12-28
8.511672973632812,1982-12-29
8.609061241149902,1982-12-30
8.570106506347656,1982-12-31
8.43376350402832,1983-01-03
8.394814491271973,1983-01-04
8.49220085144043,1983-01-05
8.979133605957031,1983-01-06
9.115473747253418,1983-01-07
9.62190055847168,1983-01-10
9.271299362182617,1983-01-11
9.446599006652832,1983-01-12
9.290778160095215,1983-01-13
9.115473747253418,1983-01-14
8.862271308898926,1983-01-17
8.881750106811523,1983-01-18
8.803834915161133,1983-01-19
8.667500495910645,1983-01-20
8.570106506347656,1983-01-21
8.25847339630127,1983-01-24
8.453246116638184,1983-01-25
8.49220085144043,1983-01-26
8.725926399230957,1983-01-27
8.979133605957031,1983-01-28
9.232343673706055,1983-01-31
8.881750106811523,1983-02-01
8.842793464660645,1983-02-02
8.803834915161133,1983-02-03
8.803834915161133,1983-02-04
8.881750106811523,1983-02-07
8.764883995056152,1983-02-08
8.823311805725098,1983-02-09
9.076519012451172,1983-02-10
9.018096923828125,1983-02-11
9.057048797607422,1983-02-14
8.940178871154785,1983-02-15
8.9596586227417,1983-02-16
8.803834915161133,1983-02-17
8.745405197143555,1983-02-18
8.49220085144043,1983-02-22
8.219515800476074,1983-02-23
8.725926399230957,1983-02-24
8.414289474487305,1983-02-25
7.868917465209961,1983-02-28
8.024736404418945,1983-03-01
8.04421615600586,1983-03-02
8.219515800476074,1983-03-03
8.25847339630127,1983-03-04
8.297418594360352,1983-03-07
8.219515800476074,1983-03-08
8.25847339630127,1983-03-09
8.180556297302246,1983-03-10
8.083172798156738,1983-03-11
8.200033187866211,1983-03-14
8.04421615600586,1983-03-15
7.907872200012207,1983-03-16
7.791009902954102,1983-03-17
7.771526336669922,1983-03-18
7.732573509216309,1983-03-21
7.693622589111328,1983-03-22
7.6741461753845215,1983-03-23
7.713098049163818,1983-03-24
7.771526336669922,1983-03-25
7.6741461753845215,1983-03-28
7.732573509216309,1983-03-29
7.849444389343262,1983-03-30
8.063693046569824,1983-03-31
8.25847339630127,1983-04-04
8.336377143859863,1983-04-05
8.355855941772461,1983-04-06
8.414289474487305,1983-04-07
8.37533187866211,1983-04-08
8.550633430480957,1983-04-11
8.570106506347656,1983-04-12
8.53115463256836,1983-04-13
8.686969757080078,1983-04-14
8.49220085144043,1983-04-15
8.570106506347656,1983-04-18
8.355855941772461,1983-04-19
8.49220085144043,1983-04-20
8.414289474487305,1983-04-21
8.316895484924316,1983-04-22
8.414289474487305,1983-04-25
8.570106506347656,1983-04-26
8.49220085144043,1983-04-27
8.49220085144043,1983-04-28
8.414289474487305,1983-04-29
8.336377143859863,1983-05-02
8.453246116638184,1983-05-03
8.550633430480957,1983-05-04
8.49220085144043,1983-05-05
8.628541946411133,1983-05-06
8.686969757080078,1983-05-09
8.998612403869629,1983-05-10
8.803834915161133,1983-05-11
8.686969757080078,1983-05-12
8.706451416015625,1983-05-13
8.648017883300781,1983-05-16
8.842793464660645,1983-05-17
8.9596586227417,1983-05-18
8.998612403869629,1983-05-19
8.842793464660645,1983-05-20
8.979133605957031,1983-05-23
9.251821517944336,1983-05-24
9.251821517944336,1983-05-25
9.154430389404297,1983-05-26
8.920702934265137,1983-05-27
8.881750106811523,1983-05-31
8.803834915161133,1983-06-01
8.803834915161133,1983-06-02
8.9596586227417,1983-06-03
8.803834915161133,1983-06-06
8.686969757080078,1983-06-07
8.725926399230957,1983-06-08
8.998612403869629,1983-06-09
8.9596586227417,1983-06-10
9.057048797607422,1983-06-13
8.920702934265137,1983-06-14
8.920702934265137,1983-06-15
8.706451416015625,1983-06-16
8.589579582214355,1983-06-17
8.570106506347656,1983-06-20
8.686969757080078,1983-06-21
8.725926399230957,1983-06-22
8.667500495910645,1983-06-23
8.648017883300781,1983-06-24
8.49220085144043,1983-06-27
8.277944564819336,1983-06-28
8.23898983001709,1983-06-29
8.180556297302246,1983-06-30
8.43376350402832,1983-07-01
8.336377143859863,1983-07-05
8.453246116638184,1983-07-06
8.725926399230957,1983-07-07
8.609061241149902,1983-07-08
8.803834915161133,1983-07-11
8.686969757080078,1983-07-12
8.725926399230957,1983-07-13
8.609061241149902,1983-07-14
8.414289474487305,1983-07-15
8.297418594360352,1983-07-18
8.414289474487305,1983-07-19
8.725926399230957,1983-07-20
8.803834915161133,1983-07-21
8.823311805725098,1983-07-22
8.9596586227417,1983-07-25
9.09599781036377,1983-07-26
9.115473747253418,1983-07-27
9.076519012451172,1983-07-28
9.018096923828125,1983-07-29
8.9596586227417,1983-08-01
9.057048797607422,1983-08-02
9.037567138671875,1983-08-03
8.920702934265137,1983-08-04
8.998612403869629,1983-08-05
8.901227951049805,1983-08-08
8.881750106811523,1983-08-09
8.920702934265137,1983-08-10
8.862271308898926,1983-08-11
8.881750106811523,1983-08-12
9.037567138671875,1983-08-15
9.09599781036377,1983-08-16
9.154430389404297,1983-08-17
8.998612403869629,1983-08-18
8.940178871154785,1983-08-19
8.979133605957031,1983-08-22
8.998612403869629,1983-08-23
8.920702934265137,1983-08-24
8.9596586227417,1983-08-25
9.154430389404297,1983-08-26
9.485552787780762,1983-08-29
9.368693351745605,1983-08-30
9.251821517944336,1983-08-31
9.134956359863281,1983-09-01
9.232343673706055,1983-09-02
9.407646179199219,1983-09-06
9.115473747253418,1983-09-07
9.076519012451172,1983-09-08
9.154430389404297,1983-09-09
8.998612403869629,1983-09-12
8.706451416015625,1983-09-13
8.609061241149902,1983-09-14
8.414289474487305,1983-09-15
8.336377143859863,1983-09-16
8.43376350402832,1983-09-19
8.472716331481934,1983-09-20
8.336377143859863,1983-09-21
8.200033187866211,1983-09-22
8.23898983001709,1983-09-23
8.336377143859863,1983-09-26
8.25847339630127,1983-09-27
8.219515800476074,1983-09-28
7.791009902954102,1983-09-29
7.518321514129639,1983-09-30
7.284590244293213,1983-10-03
7.304068088531494,1983-10-04
7.362502098083496,1983-10-05
7.32354736328125,1983-10-06
7.635187149047852,1983-10-07
7.732573509216309,1983-10-10
7.693622589111328,1983-10-11
7.713098049163818,1983-10-12
7.810489177703857,1983-10-13
7.868917465209961,1983-10-14
7.732573509216309,1983-10-17
7.635187149047852,1983-10-18
7.693622589111328,1983-10-19
7.420933723449707,1983-10-20
7.32354736328125,1983-10-21
7.849444389343262,1983-10-24
7.713098049163818,1983-10-25
7.654662609100342,1983-10-26
7.479365348815918,1983-10-27
7.479365348815918,1983-10-28
7.343023777008057,1983-10-31
7.265115261077881,1983-11-01
7.32354736328125,1983-11-02
7.245638370513916,1983-11-03
7.284590244293213,1983-11-04
7.187208652496338,1983-11-07
7.245638370513916,1983-11-08
7.32354736328125,1983-11-09
7.635187149047852,1983-11-10
7.6741461753845215,1983-11-11
7.888392925262451,1983-11-14
7.985777854919434,1983-11-15
7.829961776733398,1983-11-16
