COMS,Date
35189.76171875,2012-10-12
24875.51953125,2012-10-15
24268.80078125,2012-10-16
28515.83984375,2012-10-17
25482.240234375,2012-10-18
24268.80078125,2012-10-19
24875.51953125,2012-10-22
24268.80078125,2012-10-23
23662.080078125,2012-10-24
23662.080078125,2012-10-25
26695.6796875,2012-10-26
27302.400390625,2012-10-31
24268.80078125,2012-11-01
24268.80078125,2012-11-02
23662.080078125,2012-11-05
23662.080078125,2012-11-06
24875.51953125,2012-11-07
24875.51953125,2012-11-08
23662.080078125,2012-11-09
26695.6796875,2012-11-12
26088.9609375,2012-11-13
26088.9609375,2012-11-14
24268.80078125,2012-11-15
24268.80078125,2012-11-16
24268.80078125,2012-11-19
23662.080078125,2012-11-20
26695.6796875,2012-11-21
26695.6796875,2012-11-23
24268.80078125,2012-11-26
18808.3203125,2012-11-27
18808.3203125,2012-11-28
26088.9609375,2012-11-29
24268.80078125,2012-11-30
21235.19921875,2012-12-03
24268.80078125,2012-12-04
24268.80078125,2012-12-05
20628.48046875,2012-12-06
20628.48046875,2012-12-07
24268.80078125,2012-12-10
21235.19921875,2012-12-11
21235.19921875,2012-12-12
16381.4404296875,2012-12-13
18201.599609375,2012-12-14
7280.64013671875,2012-12-17
10920.9599609375,2012-12-18
10920.9599609375,2012-12-19
12741.1201171875,2012-12-20
16988.16015625,2012-12-21
15168.0,2012-12-24
10314.240234375,2012-12-26
10920.9599609375,2012-12-27
11527.6796875,2012-12-28
12134.400390625,2012-12-31
15168.0,2013-01-02
15168.0,2013-01-03
15168.0,2013-01-04
15168.0,2013-01-07
15168.0,2013-01-08
18201.599609375,2013-01-09
18201.599609375,2013-01-10
16381.4404296875,2013-01-11
15168.0,2013-01-14
15168.0,2013-01-15
15168.0,2013-01-16
15168.0,2013-01-17
18201.599609375,2013-01-18
13954.5595703125,2013-01-22
16988.16015625,2013-01-23
16988.16015625,2013-01-24
16988.16015625,2013-01-25
16988.16015625,2013-01-28
16988.16015625,2013-01-29
16988.16015625,2013-01-30
16988.16015625,2013-01-31
14561.2802734375,2013-02-01
14561.2802734375,2013-02-04
12741.1201171875,2013-02-05
16988.16015625,2013-02-06
16988.16015625,2013-02-07
17594.880859375,2013-02-08
15168.0,2013-02-11
15168.0,2013-02-12
18201.599609375,2013-02-13
18201.599609375,2013-02-14
18201.599609375,2013-02-15
18201.599609375,2013-02-19
14561.2802734375,2013-02-20
9100.7998046875,2013-02-21
14561.2802734375,2013-02-22
14561.2802734375,2013-02-25
11527.6796875,2013-02-26
12741.1201171875,2013-02-27
10314.240234375,2013-02-28
10314.240234375,2013-03-01
12741.1201171875,2013-03-04
12134.400390625,2013-03-05
13954.5595703125,2013-03-06
11527.6796875,2013-03-07
12134.400390625,2013-03-08
18201.599609375,2013-03-11
20628.48046875,2013-03-12
18201.599609375,2013-03-13
15774.7197265625,2013-03-14
18201.599609375,2013-03-15
13954.5595703125,2013-03-18
13954.5595703125,2013-03-19
18201.599609375,2013-03-20
14561.2802734375,2013-03-21
18201.599609375,2013-03-22
18201.599609375,2013-03-25
18201.599609375,2013-03-26
14561.2802734375,2013-03-27
16381.4404296875,2013-03-28
18201.599609375,2013-04-01
20021.759765625,2013-04-02
20021.759765625,2013-04-03
18201.599609375,2013-04-04
21235.19921875,2013-04-05
23055.359375,2013-04-08
23662.080078125,2013-04-09
24268.80078125,2013-04-10
24268.80078125,2013-04-11
24268.80078125,2013-04-12
24268.80078125,2013-04-15
24268.80078125,2013-04-16
24268.80078125,2013-04-17
21235.19921875,2013-04-18
21235.19921875,2013-04-19
21235.19921875,2013-04-22
21235.19921875,2013-04-23
24268.80078125,2013-04-24
24268.80078125,2013-04-25
24268.80078125,2013-04-26
24268.80078125,2013-04-29
24268.80078125,2013-04-30
23662.080078125,2013-05-01
22448.640625,2013-05-02
24268.80078125,2013-05-03
22448.640625,2013-05-06
22448.640625,2013-05-07
22448.640625,2013-05-08
22448.640625,2013-05-09
20628.48046875,2013-05-10
24268.80078125,2013-05-13
24268.80078125,2013-05-14
24268.80078125,2013-05-15
24268.80078125,2013-05-16
27302.400390625,2013-05-17
27302.400390625,2013-05-20
30336.0,2013-05-21
30336.0,2013-05-22
30336.0,2013-05-23
27909.119140625,2013-05-24
29729.279296875,2013-05-28
24875.51953125,2013-05-29
24875.51953125,2013-05-30
29122.560546875,2013-05-31
24875.51953125,2013-06-03
26088.9609375,2013-06-04
26088.9609375,2013-06-05
20021.759765625,2013-06-06
20021.759765625,2013-06-07
24268.80078125,2013-06-10
24268.80078125,2013-06-11
24268.80078125,2013-06-12
26088.9609375,2013-06-13
27302.400390625,2013-06-14
24268.80078125,2013-06-17
22448.640625,2013-06-18
22448.640625,2013-06-19
22448.640625,2013-06-20
18201.599609375,2013-06-21
18201.599609375,2013-06-24
17594.880859375,2013-06-25
21235.19921875,2013-06-26
15168.0,2013-06-27
18201.599609375,2013-06-28
23055.359375,2013-07-01
23055.359375,2013-07-02
18808.3203125,2013-07-03
19415.0390625,2013-07-05
19415.0390625,2013-07-08
20021.759765625,2013-07-09
20021.759765625,2013-07-10
19415.0390625,2013-07-11
21841.919921875,2013-07-12
21841.919921875,2013-07-15
24268.80078125,2013-07-16
23662.080078125,2013-07-17
18201.599609375,2013-07-18
20021.759765625,2013-07-19
13954.5595703125,2013-07-22
15168.0,2013-07-23
15168.0,2013-07-24
15168.0,2013-07-25
18201.599609375,2013-07-26
18201.599609375,2013-07-29
18201.599609375,2013-07-30
18201.599609375,2013-07-31
18201.599609375,2013-08-01
18201.599609375,2013-08-02
13954.5595703125,2013-08-05
14561.2802734375,2013-08-06
18201.599609375,2013-08-07
18201.599609375,2013-08-08
17594.880859375,2013-08-09
16988.16015625,2013-08-12
15168.0,2013-08-13
13954.5595703125,2013-08-14
18201.599609375,2013-08-15
15168.0,2013-08-16
16988.16015625,2013-08-19
13954.5595703125,2013-08-20
14561.2802734375,2013-08-21
14561.2802734375,2013-08-22
14561.2802734375,2013-08-23
14561.2802734375,2013-08-26
13347.83984375,2013-08-27
14561.2802734375,2013-08-28
14561.2802734375,2013-08-29
14561.2802734375,2013-08-30
13347.83984375,2013-09-03
13347.83984375,2013-09-04
12134.400390625,2013-09-05
12134.400390625,2013-09-06
9100.7998046875,2013-09-09
8494.080078125,2013-09-10
13347.83984375,2013-09-11
12134.400390625,2013-09-12
9100.7998046875,2013-09-13
11527.6796875,2013-09-16
9100.7998046875,2013-09-17
11527.6796875,2013-09-18
13954.5595703125,2013-09-19
13954.5595703125,2013-09-20
13347.83984375,2013-09-23
12134.400390625,2013-09-24
14561.2802734375,2013-09-25
13954.5595703125,2013-09-26
13954.5595703125,2013-09-27
12134.400390625,2013-09-30
12134.400390625,2013-10-01
9707.51953125,2013-10-02
12134.400390625,2013-10-03
10920.9599609375,2013-10-04
10920.9599609375,2013-10-07
9707.51953125,2013-10-08
10314.240234375,2013-10-09
9707.51953125,2013-10-10
9100.7998046875,2013-10-11
15168.0,2013-10-14
15168.0,2013-10-15
15168.0,2013-10-16
11527.6796875,2013-10-17
15168.0,2013-10-18
15168.0,2013-10-21
15168.0,2013-10-22
11527.6796875,2013-10-23
10920.9599609375,2013-10-24
10920.9599609375,2013-10-25
10920.9599609375,2013-10-28
10920.9599609375,2013-10-29
12134.400390625,2013-10-30
12134.400390625,2013-10-31
10920.9599609375,2013-11-01
10920.9599609375,2013-11-04
12134.400390625,2013-11-05
10920.9599609375,2013-11-06
10920.9599609375,2013-11-07
9100.7998046875,2013-11-08
9100.7998046875,2013-11-11
12134.400390625,2013-11-12
10920.9599609375,2013-11-13
10920.9599609375,2013-11-14
11527.6796875,2013-11-15
9707.51953125,2013-11-18
12134.400390625,2013-11-19
12134.400390625,2013-11-20
9707.51953125,2013-11-21
9707.51953125,2013-11-22
12134.400390625,2013-11-25
12134.400390625,2013-11-26
10314.240234375,2013-11-27
11527.6796875,2013-11-29
11527.6796875,2013-12-02
13347.83984375,2013-12-03
15168.0,2013-12-04
20628.48046875,2013-12-05
20628.48046875,2013-12-06
20628.48046875,2013-12-09
21235.19921875,2013-12-10
23662.080078125,2013-12-11
18201.599609375,2013-12-12
18201.599609375,2013-12-13
15168.0,2013-12-16
13954.5595703125,2013-12-17
23055.359375,2013-12-18
16381.4404296875,2013-12-19
21235.19921875,2013-12-20
18201.599609375,2013-12-23
18201.599609375,2013-12-24
13954.5595703125,2013-12-26
14561.2802734375,2013-12-27
12134.400390625,2013-12-30
14561.2802734375,2013-12-31
13347.83984375,2014-01-02
13347.83984375,2014-01-03
13347.83984375,2014-01-06
13954.5595703125,2014-01-07
14561.2802734375,2014-01-08
13347.83984375,2014-01-09
15168.0,2014-01-10
15168.0,2014-01-13
15168.0,2014-01-14
15168.0,2014-01-15
11527.6796875,2014-01-16
11527.6796875,2014-01-17
10920.9599609375,2014-01-21
13347.83984375,2014-01-22
13347.83984375,2014-01-23
18201.599609375,2014-01-24
15168.0,2014-01-27
15168.0,2014-01-28
22448.640625,2014-01-29
22448.640625,2014-01-30
16988.16015625,2014-01-31
16988.16015625,2014-02-03
15774.7197265625,2014-02-04
20021.759765625,2014-02-05
23662.080078125,2014-02-06
24268.80078125,2014-02-07
21235.19921875,2014-02-10
21235.19921875,2014-02-11
21235.19921875,2014-02-12
24268.80078125,2014-02-13
22448.640625,2014-02-14
24875.51953125,2014-02-18
23662.080078125,2014-02-19
16988.16015625,2014-02-20
19415.0390625,2014-02-21
19415.0390625,2014-02-24
18808.3203125,2014-02-25
19415.0390625,2014-02-26
18201.599609375,2014-02-27
18201.599609375,2014-02-28
23055.359375,2014-03-03
23055.359375,2014-03-04
18201.599609375,2014-03-05
18808.3203125,2014-03-06
23055.359375,2014-03-07
21841.919921875,2014-03-10
24268.80078125,2014-03-11
23055.359375,2014-03-12
13954.5595703125,2014-03-13
15168.0,2014-03-14
9100.7998046875,2014-03-17
10920.9599609375,2014-03-18
7280.64013671875,2014-03-19
7280.64013671875,2014-03-20
7887.35986328125,2014-03-21
9100.7998046875,2014-03-24
8494.080078125,2014-03-25
8494.080078125,2014-03-26
8494.080078125,2014-03-27
8494.080078125,2014-03-28
6673.919921875,2014-03-31
6673.919921875,2014-04-01
7280.64013671875,2014-04-02
8494.080078125,2014-04-03
8494.080078125,2014-04-04
8494.080078125,2014-04-07
6067.2001953125,2014-04-08
6673.919921875,2014-04-09
6067.2001953125,2014-04-10
6067.2001953125,2014-04-11
6067.2001953125,2014-04-14
6067.2001953125,2014-04-15
6067.2001953125,2014-04-16
7887.35986328125,2014-04-17
6067.2001953125,2014-04-21
6673.919921875,2014-04-22
6673.919921875,2014-04-23
7280.64013671875,2014-04-24
4853.759765625,2014-04-25
2426.8798828125,2014-04-28
5460.47998046875,2014-04-29
5460.47998046875,2014-04-30
3033.60009765625,2014-05-01
4853.759765625,2014-05-02
4848.0,2014-05-05
27600.0,2014-05-06
10800.0,2014-05-07
11280.0,2014-05-08
18000.0,2014-05-09
12240.0,2014-05-12
6600.0,2014-05-13
6480.0,2014-05-14
6084.0,2014-05-15
6480.0,2014-05-16
9120.0,2014-05-19
9120.0,2014-05-20
9900.0,2014-05-21
9900.0,2014-05-22
10044.0,2014-05-23
9984.0,2014-05-27
10080.0,2014-05-28
10080.0,2014-05-29
9960.0,2014-05-30
9960.0,2014-06-02
9600.0,2014-06-03
9600.0,2014-06-04
11400.0,2014-06-05
12480.0,2014-06-06
12000.0,2014-06-09
13080.0,2014-06-10
12720.0,2014-06-11
12000.0,2014-06-12
12000.0,2014-06-13
11820.0,2014-06-16
9960.0,2014-06-17
10560.0,2014-06-18
11760.0,2014-06-19
11880.0,2014-06-20
10560.0,2014-06-23
10644.0,2014-06-24
10680.0,2014-06-25
10680.0,2014-06-26
10680.0,2014-06-27
10800.0,2014-06-30
10320.0,2014-07-01
10320.0,2014-07-02
11280.0,2014-07-03
10800.0,2014-07-07
10560.0,2014-07-08
10560.0,2014-07-09
9840.0,2014-07-10
8760.0,2014-07-11
10068.0,2014-07-14
9780.0,2014-07-15
8760.0,2014-07-16
8520.0,2014-07-17
8040.0,2014-07-18
7800.0,2014-07-21
7860.0,2014-07-22
7200.0,2014-07-23
8820.0,2014-07-24
8820.0,2014-07-25
8400.0,2014-07-28
8760.0,2014-07-29
7680.0,2014-07-30
8160.0,2014-07-31
6780.0,2014-08-01
7680.0,2014-08-04
8040.0,2014-08-05
7980.0,2014-08-06
7980.0,2014-08-07
8040.0,2014-08-08
7476.0,2014-08-11
7440.0,2014-08-12
7440.0,2014-08-13
7560.0,2014-08-14
8640.0,2014-08-15
9012.0,2014-08-18
9120.0,2014-08-19
9000.0,2014-08-20
10680.0,2014-08-21
12720.0,2014-08-22
13920.0,2014-08-25
11100.0,2014-08-26
9600.0,2014-08-27
10200.0,2014-08-28
12360.0,2014-08-29
12360.0,2014-09-02
12360.0,2014-09-03
11160.0,2014-09-04
10200.0,2014-09-05
9300.0,2014-09-08
8940.0,2014-09-09
9300.0,2014-09-10
8940.0,2014-09-11
9060.0,2014-09-12
8400.0,2014-09-15
7920.0,2014-09-16
8016.0,2014-09-17
8160.0,2014-09-18
7740.0,2014-09-19
6396.0,2014-09-22
6060.0,2014-09-23
5616.0,2014-09-24
5760.0,2014-09-25
5640.0,2014-09-26
4680.0,2014-09-29
4464.0,2014-09-30
4776.0,2014-10-01
5100.0,2014-10-02
4920.0,2014-10-03
4440.0,2014-10-06
4320.0,2014-10-07
4200.0,2014-10-08
3504.0,2014-10-09
3480.0,2014-10-10
3612.0,2014-10-13
3600.0,2014-10-14
3720.0,2014-10-15
3600.0,2014-10-16
3552.0,2014-10-17
4080.0,2014-10-20
4920.0,2014-10-21
4680.0,2014-10-22
4620.0,2014-10-23
4140.0,2014-10-24
4272.0,2014-10-27
4320.0,2014-10-28
4320.0,2014-10-29
4560.0,2014-10-30
4380.0,2014-10-31
4080.0,2014-11-03
3540.0,2014-11-04
3480.0,2014-11-05
3180.0,2014-11-06
3600.0,2014-11-07
3720.0,2014-11-10
3480.0,2014-11-11
3480.0,2014-11-12
3480.0,2014-11-13
3588.0,2014-11-14
3564.0,2014-11-17
3948.0,2014-11-18
3852.0,2014-11-19
3492.0,2014-11-20
3528.0,2014-11-21
3492.0,2014-11-24
3420.0,2014-11-25
3060.0,2014-11-26
3060.0,2014-11-28
2772.0,2014-12-01
2628.0,2014-12-02
2064.0,2014-12-03
1980.0,2014-12-04
2100.0,2014-12-05
2388.0,2014-12-08
2280.0,2014-12-09
2184.0,2014-12-10
1920.0,2014-12-11
1944.0,2014-12-12
2040.0,2014-12-15
2052.0,2014-12-16
2160.0,2014-12-17
2136.0,2014-12-18
2232.0,2014-12-19
2220.0,2014-12-22
2316.0,2014-12-23
2400.0,2014-12-24
2280.0,2014-12-26
2220.0,2014-12-29
2208.0,2014-12-30
2280.0,2014-12-31
2220.0,2015-01-02
2160.0,2015-01-05
2112.0,2015-01-06
2112.0,2015-01-07
2232.0,2015-01-08
2160.0,2015-01-09
2160.0,2015-01-12
2172.0,2015-01-13
2160.0,2015-01-14
2184.0,2015-01-15
2100.0,2015-01-16
2040.0,2015-01-20
1920.0,2015-01-21
2004.0,2015-01-22
1872.0,2015-01-23
1896.0,2015-01-26
1920.0,2015-01-27
1800.0,2015-01-28
1812.0,2015-01-29
1680.0,2015-01-30
1800.0,2015-02-02
1740.0,2015-02-03
1740.0,2015-02-04
1680.0,2015-02-05
1692.0,2015-02-06
1656.0,2015-02-09
1560.0,2015-02-10
1644.0,2015-02-11
1644.0,2015-02-12
1800.0,2015-02-13
2148.0,2015-02-17
2280.0,2015-02-18
2580.0,2015-02-19
2856.0,2015-02-20
2400.0,2015-02-23
2220.0,2015-02-24
3000.0,2015-02-25
3120.0,2015-02-26
3288.0,2015-02-27
3516.0,2015-03-02
3600.0,2015-03-03
4248.0,2015-03-04
5796.0,2015-03-05
6000.0,2015-03-06
4560.0,2015-03-09
4740.0,2015-03-10
4356.0,2015-03-11
4704.0,2015-03-12
4944.0,2015-03-13
4680.0,2015-03-16
4800.0,2015-03-17
4788.0,2015-03-18
4812.0,2015-03-19
4896.0,2015-03-20
4680.0,2015-03-23
4896.0,2015-03-24
4560.0,2015-03-25
4320.0,2015-03-26
4464.0,2015-03-27
4476.0,2015-03-30
4320.0,2015-03-31
4200.0,2015-04-01
3948.0,2015-04-02
3336.0,2015-04-06
3408.0,2015-04-07
3576.0,2015-04-08
3372.0,2015-04-09
3720.0,2015-04-10
3720.0,2015-04-13
3720.0,2015-04-14
3480.0,2015-04-15
3804.0,2015-04-16
3420.0,2015-04-17
3468.0,2015-04-20
3408.0,2015-04-21
3288.0,2015-04-22
3180.0,2015-04-23
3240.0,2015-04-24
3180.0,2015-04-27
3060.0,2015-04-28
2940.0,2015-04-29
2784.0,2015-04-30
3108.0,2015-05-01
2640.0,2015-05-04
2664.0,2015-05-05
2760.0,2015-05-06
3168.0,2015-05-07
3660.0,2015-05-08
3480.0,2015-05-11
3132.0,2015-05-12
3360.0,2015-05-13
3480.0,2015-05-14
3720.0,2015-05-15
3528.0,2015-05-18
3408.0,2015-05-19
3360.0,2015-05-20
3300.0,2015-05-21
3120.0,2015-05-22
3060.0,2015-05-26
3120.0,2015-05-27
3024.0,2015-05-28
3180.0,2015-05-29
3240.0,2015-06-01
3264.0,2015-06-02
3852.0,2015-06-03
3840.0,2015-06-04
3984.0,2015-06-05
4284.0,2015-06-08
4104.0,2015-06-09
3780.0,2015-06-10
3840.0,2015-06-11
3588.0,2015-06-12
3540.0,2015-06-15
3540.0,2015-06-16
3540.0,2015-06-17
3444.0,2015-06-18
3432.0,2015-06-19
3420.0,2015-06-22
3480.0,2015-06-23
3864.0,2015-06-24
3600.0,2015-06-25
3468.0,2015-06-26
3276.0,2015-06-29
3180.0,2015-06-30
3300.0,2015-07-01
3300.0,2015-07-02
3120.0,2015-07-06
2868.0,2015-07-07
2880.0,2015-07-08
2760.0,2015-07-09
2736.0,2015-07-10
2760.0,2015-07-13
2760.0,2015-07-14
2820.0,2015-07-15
2664.0,2015-07-16
2460.0,2015-07-17
2568.0,2015-07-20
2448.0,2015-07-21
2520.0,2015-07-22
2280.0,2015-07-23
2280.0,2015-07-24
2208.0,2015-07-27
2160.0,2015-07-28
1980.0,2015-07-29
1968.0,2015-07-30
2328.0,2015-07-31
2460.0,2015-08-03
2520.0,2015-08-04
2760.0,2015-08-05
2760.0,2015-08-06
2352.0,2015-08-07
2244.0,2015-08-10
2220.0,2015-08-11
2160.0,2015-08-12
2040.0,2015-08-13
2100.0,2015-08-14
2100.0,2015-08-17
2004.0,2015-08-18
2004.0,2015-08-19
2040.0,2015-08-20
1944.0,2015-08-21
1824.0,2015-08-24
1920.0,2015-08-25
1920.0,2015-08-26
2040.0,2015-08-27
2040.0,2015-08-28
2100.0,2015-08-31
1980.0,2015-09-01
2100.0,2015-09-02
2160.0,2015-09-03
2016.0,2015-09-04
1980.0,2015-09-08
1872.0,2015-09-09
1980.0,2015-09-10
2016.0,2015-09-11
2112.0,2015-09-14
2148.0,2015-09-15
2280.0,2015-09-16
2040.0,2015-09-17
2136.0,2015-09-18
1980.0,2015-09-21
1968.0,2015-09-22
1920.0,2015-09-23
1968.0,2015-09-24
2136.0,2015-09-25
1980.0,2015-09-28
1992.0,2015-09-29
1932.0,2015-09-30
1968.0,2015-10-01
1956.0,2015-10-02
1896.0,2015-10-05
1896.0,2015-10-06
1944.0,2015-10-07
1824.0,2015-10-08
1848.0,2015-10-09
1800.0,2015-10-12
1824.0,2015-10-13
1860.0,2015-10-14
1800.0,2015-10-15
1800.0,2015-10-16
1800.0,2015-10-19
1920.0,2015-10-20
1812.0,2015-10-21
1680.0,2015-10-22
1752.0,2015-10-23
1668.0,2015-10-26
1716.0,2015-10-27
1644.0,2015-10-28
1536.0,2015-10-29
1770.0,2015-10-30
1458.0,2015-11-02
1275.0,2015-11-03
1230.0,2015-11-04
1380.0,2015-11-05
1380.0,2015-11-06
1500.0,2015-11-09
1683.0,2015-11-10
1473.0,2015-11-11
1410.0,2015-11-12
1320.0,2015-11-13
1350.0,2015-11-16
1392.0,2015-11-17
1434.0,2015-11-18
1335.0,2015-11-19
1305.0,2015-11-20
1440.0,2015-11-23
1566.0,2015-11-24
1500.0,2015-11-25
1500.0,2015-11-27
1545.0,2015-11-30
1560.0,2015-12-01
1500.0,2015-12-02
1518.0,2015-12-03
1434.0,2015-12-04
1485.0,2015-12-07
1335.0,2015-12-08
1358.4000244140625,2015-12-09
1272.0,2015-12-10
1215.0,2015-12-11
1317.0,2015-12-14
1143.0,2015-12-15
1158.0,2015-12-16
1165.199951171875,2015-12-17
1110.0,2015-12-18
1099.5,2015-12-21
1200.0,2015-12-22
1176.0,2015-12-23
1152.0,2015-12-24
1134.0,2015-12-28
1014.0,2015-12-29
1029.0,2015-12-30
969.0,2015-12-31
981.0,2016-01-04
960.0,2016-01-05
921.0,2016-01-06
855.0,2016-01-07
960.0,2016-01-08
996.0,2016-01-11
1056.0,2016-01-12
1050.0,2016-01-13
1020.0,2016-01-14
906.0,2016-01-15
855.0,2016-01-19
819.0,2016-01-20
855.0,2016-01-21
848.4000244140625,2016-01-22
975.0,2016-01-25
1050.0,2016-01-26
1005.0,2016-01-27
918.0,2016-01-28
936.0,2016-01-29
1080.0,2016-02-01
1020.0,2016-02-02
1032.0,2016-02-03
957.0,2016-02-04
952.5,2016-02-05
939.0,2016-02-08
897.0,2016-02-09
903.0,2016-02-10
882.0,2016-02-11
881.7000122070312,2016-02-12
923.0999755859375,2016-02-16
900.0,2016-02-17
825.0,2016-02-18
795.0,2016-02-19
810.0,2016-02-22
760.2000122070312,2016-02-23
897.0,2016-02-24
1050.0,2016-02-25
960.0,2016-02-26
968.0999755859375,2016-02-29
990.0,2016-03-01
1023.0,2016-03-02
1023.0,2016-03-03
990.0,2016-03-04
990.0,2016-03-07
963.5999755859375,2016-03-08
930.0,2016-03-09
900.0,2016-03-10
888.0,2016-03-11
990.0,2016-03-14
891.0,2016-03-15
921.0,2016-03-16
900.0,2016-03-17
864.0,2016-03-18
840.0,2016-03-21
870.0,2016-03-22
900.0,2016-03-23
960.0,2016-03-24
924.0,2016-03-28
885.0,2016-03-29
900.0,2016-03-30
900.0,2016-03-31
885.0,2016-04-01
900.0,2016-04-04
885.0,2016-04-05
840.0,2016-04-06
885.0,2016-04-07
888.0,2016-04-08
840.0,2016-04-11
816.0,2016-04-12
882.0,2016-04-13
855.0,2016-04-14
855.0,2016-04-15
855.0,2016-04-18
852.9000244140625,2016-04-19
849.0,2016-04-20
849.0,2016-04-21
810.0,2016-04-22
825.0,2016-04-25
810.0,2016-04-26
873.0,2016-04-27
909.0,2016-04-28
900.0,2016-04-29
900.0,2016-05-02
908.0999755859375,2016-05-03
885.0,2016-05-04
900.0,2016-05-05
871.5,2016-05-06
900.0,2016-05-09
870.0,2016-05-10
885.0,2016-05-11
870.0,2016-05-12
891.0,2016-05-13
894.0,2016-05-16
897.0,2016-05-17
870.0,2016-05-18
873.0,2016-05-19
897.0,2016-05-20
870.0,2016-05-23
876.0,2016-05-24
873.0,2016-05-25
870.0,2016-05-26
840.0,2016-05-27
888.0,2016-05-31
870.0,2016-06-01
900.0,2016-06-02
903.0,2016-06-03
900.0,2016-06-06
963.0,2016-06-07
960.0,2016-06-08
900.0,2016-06-09
924.0,2016-06-10
882.0,2016-06-13
888.0,2016-06-14
918.0,2016-06-15
930.0,2016-06-16
930.0,2016-06-17
930.0,2016-06-20
927.0,2016-06-21
900.0,2016-06-22
888.0,2016-06-23
945.0,2016-06-24
945.0,2016-06-27
915.0,2016-06-28
912.0,2016-06-29
930.0,2016-06-30
900.0,2016-07-01
900.0,2016-07-05
912.0,2016-07-06
855.0,2016-07-07
888.0,2016-07-08
900.0,2016-07-11
888.0,2016-07-12
900.0,2016-07-13
879.0,2016-07-14
918.0,2016-07-15
903.0,2016-07-18
918.0,2016-07-19
933.0,2016-07-20
951.0,2016-07-21
945.0,2016-07-22
951.0,2016-07-25
930.0,2016-07-26
990.0,2016-07-27
1131.0,2016-07-28
1254.0,2016-07-29
1197.0,2016-08-01
1155.0,2016-08-02
1170.0,2016-08-03
1161.0,2016-08-04
987.0,2016-08-05
1020.0,2016-08-08
1074.0,2016-08-09
1080.0,2016-08-10
1194.0,2016-08-11
1170.0,2016-08-12
1116.0,2016-08-15
1026.0,2016-08-16
1065.0,2016-08-17
1011.0,2016-08-18
1104.0,2016-08-19
1080.0,2016-08-22
1083.0,2016-08-23
1020.0,2016-08-24
1080.0,2016-08-25
1050.0,2016-08-26
1080.0,2016-08-29
1095.0,2016-08-30
1080.0,2016-08-31
1050.0,2016-09-01
1050.0,2016-09-02
1041.0,2016-09-06
1041.0,2016-09-07
1023.0,2016-09-08
1065.0,2016-09-09
975.0,2016-09-12
990.0,2016-09-13
975.0,2016-09-14
984.0,2016-09-15
975.0,2016-09-16
945.0,2016-09-19
912.0,2016-09-20
915.0,2016-09-21
885.0,2016-09-22
951.0,2016-09-23
991.5,2016-09-26
969.0,2016-09-27
1005.0,2016-09-28
1014.0,2016-09-29
1017.0,2016-09-30
984.0,2016-10-03
963.0,2016-10-04
975.0,2016-10-05
975.0,2016-10-06
936.0,2016-10-07
945.0,2016-10-10
936.0,2016-10-11
903.0,2016-10-12
909.0,2016-10-13
903.0,2016-10-14
903.0,2016-10-17
927.0,2016-10-18
945.0,2016-10-19
945.0,2016-10-20
933.0,2016-10-21
927.0,2016-10-24
921.0,2016-10-25
945.0,2016-10-26
945.0,2016-10-27
922.5,2016-10-28
909.0,2016-10-31
910.5,2016-11-01
908.0999755859375,2016-11-02
858.0,2016-11-03
882.0,2016-11-04
912.0,2016-11-07
930.0,2016-11-08
915.0,2016-11-09
930.0,2016-11-10
930.0,2016-11-11
939.0,2016-11-14
918.0,2016-11-15
803.0999755859375,2016-11-16
816.0,2016-11-17
864.0,2016-11-18
876.0,2016-11-21
870.0,2016-11-22
816.0,2016-11-23
930.0,2016-11-25
855.0,2016-11-28
885.0,2016-11-29
870.0,2016-11-30
876.0,2016-12-01
885.0,2016-12-02
894.0,2016-12-05
900.0,2016-12-06
885.0,2016-12-07
897.0,2016-12-08
876.0,2016-12-09
840.0,2016-12-12
840.0,2016-12-13
840.0,2016-12-14
837.0,2016-12-15
852.0,2016-12-16
861.0,2016-12-19
855.0,2016-12-20
915.0,2016-12-21
900.0,2016-12-22
900.0,2016-12-23
912.0,2016-12-27
900.0,2016-12-28
885.0,2016-12-29
852.2999877929688,2016-12-30
897.0,2017-01-03
867.0,2017-01-04
870.0,2017-01-05
894.0,2017-01-06
870.0,2017-01-09
858.0,2017-01-10
861.2999877929688,2017-01-11
879.0,2017-01-12
882.0,2017-01-13
882.0,2017-01-17
873.0,2017-01-18
861.0,2017-01-19
855.0,2017-01-20
873.0,2017-01-23
852.0,2017-01-24
852.0,2017-01-25
852.0,2017-01-26
858.0,2017-01-27
858.0,2017-01-30
876.0,2017-01-31
870.0,2017-02-01
873.0,2017-02-02
873.0,2017-02-03
882.0,2017-02-06
870.0,2017-02-07
867.0,2017-02-08
864.0,2017-02-09
867.0,2017-02-10
858.0,2017-02-13
855.0,2017-02-14
867.0,2017-02-15
873.0,2017-02-16
868.5,2017-02-17
852.0,2017-02-21
834.0,2017-02-22
857.4000244140625,2017-02-23
864.0,2017-02-24
852.0,2017-02-27
849.0,2017-02-28
870.0,2017-03-01
843.0,2017-03-02
843.0,2017-03-03
847.5,2017-03-06
825.0,2017-03-07
855.0,2017-03-08
810.0,2017-03-09
840.0,2017-03-10
864.0,2017-03-13
849.0,2017-03-14
837.0,2017-03-15
817.5,2017-03-16
825.0,2017-03-17
813.0,2017-03-20
756.0,2017-03-21
687.0,2017-03-22
705.0,2017-03-23
684.0,2017-03-24
