Date,JOY
2012-03-19,79.36
2012-03-16,80.25
2012-03-15,78.57
2012-03-14,78.64
2012-03-13,82.01
2012-03-12,78.73
2012-03-09,80.31
2012-03-08,81.04
2012-03-07,79.44
2012-03-06,78.45
2012-03-05,82.35
2012-03-02,85.8
2012-03-01,87.5
2012-02-29,86.96
2012-02-28,91.77
2012-02-27,91.01
2012-02-24,90.65
2012-02-23,91.48
2012-02-22,92.34
2012-02-21,90.0
2012-02-17,88.22
2012-02-16,85.06
2012-02-15,84.07
2012-02-14,85.45
2012-02-13,86.6
2012-02-10,83.75
2012-02-09,86.05
2012-02-08,89.7
2012-02-07,92.76
2012-02-06,95.58
2012-02-03,95.71
2012-02-02,91.49
2012-02-01,91.27
2012-01-31,90.69
2012-01-30,92.39
2012-01-27,93.12
2012-01-26,92.15
2012-01-25,93.03
2012-01-24,89.14
2012-01-23,86.49
2012-01-20,85.36
2012-01-19,85.75
2012-01-18,83.86
2012-01-17,81.4
2012-01-13,82.74
2012-01-12,84.02
2012-01-11,82.21
2012-01-10,81.89
2012-01-09,78.17
2012-01-06,77.21
2012-01-05,77.86
2012-01-04,78.16
2012-01-03,76.05
2011-12-30,74.97
2011-12-29,75.5
2011-12-28,74.29
2011-12-27,76.05
2011-12-23,77.35
2011-12-22,76.69
2011-12-21,75.51
2011-12-20,76.62
2011-12-19,73.05
2011-12-16,75.17
2011-12-15,74.21
2011-12-14,75.44
2011-12-13,84.55
2011-12-12,86.52
2011-12-09,89.04
2011-12-08,87.31
2011-12-07,90.35
2011-12-06,90.37
2011-12-05,89.65
2011-12-02,90.16
2011-12-01,91.29
2011-11-30,91.28
2011-11-29,82.67
2011-11-28,84.72
2011-11-25,78.78
2011-11-23,79.27
2011-11-22,81.21
2011-11-21,83.3
2011-11-18,85.88
2011-11-17,85.81
2011-11-16,88.64
2011-11-15,86.06
2011-11-14,84.89
2011-11-11,85.17
2011-11-10,82.06
2011-11-09,83.56
2011-11-08,89.01
2011-11-07,89.04
2011-11-04,89.69
2011-11-03,89.99
2011-11-02,87.28
2011-11-01,84.74
2011-10-31,87.2
2011-10-28,91.19
2011-10-27,92.07
2011-10-26,87.59
2011-10-25,85.32
2011-10-24,86.67
2011-10-21,81.82
2011-10-20,77.68
2011-10-19,77.76
2011-10-18,79.85
2011-10-17,75.71
2011-10-14,78.82
2011-10-13,76.64
2011-10-12,77.01
2011-10-11,75.44
2011-10-10,73.06
2011-10-07,68.03
2011-10-06,69.32
2011-10-05,66.35
2011-10-04,61.66
2011-10-03,60.49
2011-09-30,62.38
2011-09-29,65.92
2011-09-28,66.19
2011-09-27,69.59
2011-09-26,66.13
2011-09-23,65.01
2011-09-22,63.81
2011-09-21,70.44
2011-09-20,75.87
2011-09-19,79.93
2011-09-16,81.4
2011-09-15,82.14
2011-09-14,80.49
2011-09-13,79.3
2011-09-12,76.86
2011-09-09,78.53
2011-09-08,81.5
2011-09-07,83.11
2011-09-06,79.9
2011-09-02,79.39
2011-09-01,82.06
2011-08-31,83.45
2011-08-30,82.54
2011-08-29,80.82
2011-08-26,75.96
2011-08-25,73.33
2011-08-24,75.33
2011-08-23,72.65
2011-08-22,69.6
2011-08-19,71.29
2011-08-18,72.63
2011-08-17,79.41
2011-08-16,79.8
2011-08-15,81.98
2011-08-12,80.49
2011-08-11,78.86
2011-08-10,75.2
2011-08-09,78.68
2011-08-08,71.7
2011-08-05,79.56
2011-08-04,81.41
2011-08-03,88.71
2011-08-02,88.75
2011-08-01,93.03
2011-07-29,93.92
2011-07-28,93.67
2011-07-27,94.36
2011-07-26,98.03
2011-07-25,100.21
2011-07-22,99.85
2011-07-21,100.32
2011-07-20,97.09
2011-07-19,98.52
2011-07-18,96.67
2011-07-15,97.31
2011-07-14,95.41
2011-07-13,94.87
2011-07-12,93.78
2011-07-11,94.47
2011-07-08,97.25
2011-07-07,98.91
2011-07-06,96.72
2011-07-05,96.7
2011-07-01,97.14
2011-06-30,95.24
2011-06-29,90.11
2011-06-28,89.89
2011-06-27,87.11
2011-06-24,86.65
2011-06-23,87.74
2011-06-22,87.5
2011-06-21,88.06
2011-06-20,84.79
2011-06-17,83.37
2011-06-16,83.46
2011-06-15,84.45
2011-06-14,87.44
2011-06-13,84.85
2011-06-10,87.48
2011-06-09,90.28
2011-06-08,89.3
2011-06-07,89.44
2011-06-06,90.04
2011-06-03,88.78
2011-06-02,90.51
2011-06-01,86.06
2011-05-31,89.65
2011-05-27,89.2
2011-05-26,88.45
2011-05-25,87.27
2011-05-24,85.96
2011-05-23,87.54
2011-05-20,90.35
2011-05-19,90.18
2011-05-18,89.02
2011-05-17,86.19
2011-05-16,88.36
2011-05-13,87.48
2011-05-12,87.96
2011-05-11,89.03
2011-05-10,92.8
2011-05-09,92.07
2011-05-06,89.49
2011-05-05,89.78
2011-05-04,94.69
2011-05-03,96.39
2011-05-02,100.88
2011-04-29,100.95
2011-04-28,99.85
2011-04-27,99.57
2011-04-26,99.86
2011-04-25,97.5
2011-04-21,98.46
2011-04-20,96.84
2011-04-19,94.28
2011-04-18,93.31
2011-04-15,96.86
2011-04-14,95.97
2011-04-13,94.8
2011-04-12,93.39
2011-04-11,95.96
2011-04-08,98.92
2011-04-07,98.81
2011-04-06,99.01
2011-04-05,100.82
2011-04-04,102.36
2011-04-01,101.6
2011-03-31,98.81
2011-03-30,95.29
2011-03-29,94.49
2011-03-28,94.87
2011-03-25,96.01
2011-03-24,95.58
2011-03-23,93.48
2011-03-22,92.97
2011-03-21,94.78
2011-03-18,91.96
2011-03-17,91.2
2011-03-16,88.75
2011-03-15,89.56
2011-03-14,90.61
2011-03-11,90.56
2011-03-10,88.4
2011-03-09,92.24
2011-03-08,93.69
2011-03-07,93.82
2011-03-04,96.61
2011-03-03,97.33
2011-03-02,94.32
2011-03-01,97.17
2011-02-28,97.38
2011-02-25,93.93
2011-02-24,93.4
2011-02-23,93.04
2011-02-22,96.52
2011-02-18,100.03
2011-02-17,98.07
2011-02-16,96.88
2011-02-15,94.07
2011-02-14,95.74
2011-02-11,93.89
2011-02-10,92.65
2011-02-09,91.97
2011-02-08,93.53
2011-02-07,93.99
2011-02-04,92.53
2011-02-03,90.16
2011-02-02,90.29
2011-02-01,89.84
2011-01-31,87.18
2011-01-28,85.35
2011-01-27,87.14
2011-01-26,88.26
2011-01-25,85.09
2011-01-24,86.01
2011-01-21,85.77
2011-01-20,87.52
2011-01-19,90.88
2011-01-18,93.21
2011-01-14,91.18
2011-01-13,89.7
2011-01-12,89.43
2011-01-11,88.71
2011-01-10,87.26
2011-01-07,86.19
2011-01-06,86.54
2011-01-05,87.5
2011-01-04,88.46
2011-01-03,88.87
2010-12-31,86.75
2010-12-30,86.99
2010-12-29,87.02
2010-12-28,87.0
2010-12-27,86.07
2010-12-23,86.93
2010-12-22,86.75
2010-12-21,87.59
2010-12-20,86.63
2010-12-17,85.55
2010-12-16,85.44
2010-12-15,85.78
2010-12-14,80.21
2010-12-13,80.6
2010-12-10,79.08
2010-12-09,78.36
2010-12-08,78.66
2010-12-07,79.14
2010-12-06,80.5
2010-12-03,79.48
2010-12-02,78.83
2010-12-01,79.35
2010-11-30,76.32
2010-11-29,76.32
2010-11-26,76.31
2010-11-24,78.08
2010-11-23,75.27
2010-11-22,77.15
2010-11-19,76.45
2010-11-18,75.58
2010-11-17,75.06
2010-11-16,74.52
2010-11-15,77.77
2010-11-12,72.38
2010-11-11,74.84
2010-11-10,74.44
2010-11-09,74.17
2010-11-08,75.11
2010-11-05,75.33
2010-11-04,74.24
2010-11-03,70.84
2010-11-02,71.48
2010-11-01,71.34
2010-10-29,70.95
2010-10-28,69.72
2010-10-27,69.16
2010-10-26,69.4
2010-10-25,70.38
2010-10-22,69.31
2010-10-21,71.41
2010-10-20,71.38
2010-10-19,69.14
2010-10-18,72.21
2010-10-15,72.62
2010-10-14,72.6
2010-10-13,72.82
2010-10-12,72.57
2010-10-11,73.12
2010-10-08,72.99
2010-10-07,70.96
2010-10-06,71.39
2010-10-05,70.51
2010-10-04,68.5
2010-10-01,70.02
2010-09-30,70.32
2010-09-29,70.83
2010-09-28,70.71
2010-09-27,70.81
2010-09-24,70.46
2010-09-23,67.87
2010-09-22,69.59
2010-09-21,68.97
2010-09-20,68.99
2010-09-17,67.23
2010-09-16,66.06
2010-09-15,66.2
2010-09-14,65.65
2010-09-13,66.59
2010-09-10,64.86
2010-09-09,64.6
2010-09-08,65.32
2010-09-07,61.99
2010-09-03,62.98
2010-09-02,62.5
2010-09-01,60.16
2010-08-31,56.72
2010-08-30,55.9
2010-08-27,56.83
2010-08-26,53.89
2010-08-25,55.11
2010-08-24,56.38
2010-08-23,57.9
2010-08-20,59.63
2010-08-19,59.69
2010-08-18,60.57
2010-08-17,60.39
2010-08-16,58.41
2010-08-13,56.63
2010-08-12,56.82
2010-08-11,56.85
2010-08-10,59.91
2010-08-09,60.92
2010-08-06,60.83
2010-08-05,60.7
2010-08-04,60.61
2010-08-03,60.29
2010-08-02,60.72
2010-07-30,59.37
2010-07-29,58.05
2010-07-28,58.71
2010-07-27,58.1
2010-07-26,59.45
2010-07-23,60.5
2010-07-22,57.72
2010-07-21,56.38
2010-07-20,56.92
2010-07-19,54.85
2010-07-16,53.49
2010-07-15,54.85
2010-07-14,55.47
2010-07-13,55.84
2010-07-12,53.27
2010-07-09,53.93
2010-07-08,52.44
2010-07-07,52.25
2010-07-06,50.59
2010-07-02,50.84
2010-07-01,49.77
2010-06-30,50.09
2010-06-29,50.44
2010-06-28,54.08
2010-06-25,55.94
2010-06-24,54.66
2010-06-23,55.63
2010-06-22,55.36
2010-06-21,56.44
2010-06-18,55.64
2010-06-17,55.46
2010-06-16,56.96
2010-06-15,57.32
2010-06-14,55.33
2010-06-11,54.57
2010-06-10,54.81
2010-06-09,51.32
2010-06-08,50.38
2010-06-07,48.98
2010-06-04,50.71
2010-06-03,53.81
2010-06-02,52.45
2010-06-01,48.44
2010-05-28,51.0
2010-05-27,52.58
2010-05-26,49.87
2010-05-25,48.7
2010-05-24,47.63
2010-05-21,48.77
2010-05-20,45.76
2010-05-19,48.1
2010-05-18,49.66
2010-05-17,49.82
2010-05-14,52.03
2010-05-13,54.47
2010-05-12,54.82
2010-05-11,53.32
2010-05-10,53.28
2010-05-07,49.53
2010-05-06,51.36
2010-05-05,54.0
2010-05-04,54.1
2010-05-03,57.05
2010-04-30,56.8
2010-04-29,61.48
2010-04-28,60.92
2010-04-27,60.54
2010-04-26,63.7
2010-04-23,61.45
2010-04-22,61.54
2010-04-21,60.5
2010-04-20,60.86
2010-04-19,59.58
2010-04-16,60.48
2010-04-15,63.45
2010-04-14,63.7
2010-04-13,61.25
2010-04-12,61.54
2010-04-09,60.51
2010-04-08,59.18
2010-04-07,59.01
2010-04-06,60.74
2010-04-05,60.7
2010-04-01,58.52
2010-03-31,56.59
2010-03-30,58.43
2010-03-29,58.08
2010-03-26,57.09
2010-03-25,56.87
2010-03-24,57.77
2010-03-23,58.16
2010-03-22,56.22
2010-03-19,55.0
2010-03-18,56.49
2010-03-17,57.04
2010-03-16,57.83
2010-03-15,56.9
2010-03-12,57.47
2010-03-11,57.44
2010-03-10,57.31
2010-03-09,56.83
2010-03-08,56.24
2010-03-05,55.85
2010-03-04,54.35
2010-03-03,54.51
2010-03-02,51.67
2010-03-01,51.9
2010-02-26,50.79
2010-02-25,50.23
2010-02-24,49.52
2010-02-23,48.7
2010-02-22,49.96
2010-02-19,50.2
2010-02-18,51.01
2010-02-17,49.86
2010-02-16,49.17
2010-02-12,47.28
2010-02-11,47.46
2010-02-10,45.29
2010-02-09,45.73
2010-02-08,44.51
2010-02-05,44.54
2010-02-04,44.47
2010-02-03,47.79
2010-02-02,48.08
2010-02-01,47.05
2010-01-29,45.74
2010-01-28,47.1
2010-01-27,48.06
2010-01-26,47.7
2010-01-25,48.68
2010-01-22,49.63
2010-01-21,54.05
2010-01-20,58.08
2010-01-19,59.93
2010-01-15,58.45
2010-01-14,60.08
2010-01-13,60.96
2010-01-12,57.2
2010-01-11,58.91
2010-01-08,59.76
2010-01-07,57.55
2010-01-06,56.74
2010-01-05,56.97
2010-01-04,55.96
2009-12-31,51.57
2009-12-30,52.53
2009-12-29,52.33
2009-12-28,53.67
2009-12-24,54.25
2009-12-23,54.56
2009-12-22,54.19
2009-12-21,53.5
2009-12-18,51.82
2009-12-17,52.49
2009-12-16,54.18
2009-12-15,55.37
2009-12-14,54.15
2009-12-11,52.32
2009-12-10,52.14
2009-12-09,52.12
2009-12-08,50.88
2009-12-07,52.81
2009-12-04,53.0
2009-12-03,53.42
2009-12-02,53.8
2009-12-01,55.18
2009-11-30,53.54
2009-11-27,53.52
2009-11-25,55.44
2009-11-24,53.42
2009-11-23,53.61
2009-11-20,54.03
2009-11-19,54.86
2009-11-18,56.0
2009-11-17,56.85
2009-11-16,58.84
2009-11-13,56.78
2009-11-12,54.79
2009-11-11,57.16
2009-11-10,56.16
2009-11-09,56.97
2009-11-06,54.1
2009-11-05,55.17
2009-11-04,51.81
2009-11-03,53.41
2009-11-02,51.74
2009-10-30,50.41
2009-10-29,53.43
2009-10-28,50.93
2009-10-27,53.52
2009-10-26,55.11
2009-10-23,56.55
2009-10-22,55.4
2009-10-21,55.25
2009-10-20,54.71
2009-10-19,55.02
2009-10-16,52.04
2009-10-15,52.24
2009-10-14,52.22
2009-10-13,49.52
2009-10-12,50.56
2009-10-09,51.3
2009-10-08,50.68
2009-10-07,48.86
2009-10-06,48.43
2009-10-05,47.48
2009-10-02,45.16
2009-10-01,46.25
2009-09-30,48.94
2009-09-29,49.19
2009-09-28,48.41
2009-09-25,46.3
2009-09-24,46.33
2009-09-23,47.93
2009-09-22,49.54
2009-09-21,47.55
2009-09-18,47.45
2009-09-17,48.18
2009-09-16,46.99
2009-09-15,45.15
2009-09-14,43.29
2009-09-11,41.78
2009-09-10,40.97
2009-09-09,39.89
2009-09-08,39.27
2009-09-04,37.6
2009-09-03,36.86
2009-09-02,35.44
2009-09-01,37.31
2009-08-31,38.85
2009-08-28,39.34
2009-08-27,39.52
2009-08-26,39.44
2009-08-25,40.46
2009-08-24,40.14
2009-08-21,39.95
2009-08-20,38.81
2009-08-19,39.92
2009-08-18,39.35
2009-08-17,37.87
2009-08-14,40.47
2009-08-13,42.59
2009-08-12,42.09
2009-08-11,40.34
2009-08-10,42.51
2009-08-07,42.88
2009-08-06,41.0
2009-08-05,40.78
2009-08-04,40.25
2009-08-03,38.66
2009-07-31,37.18
2009-07-30,36.58
2009-07-29,35.73
2009-07-28,37.57
2009-07-27,39.04
2009-07-24,38.54
2009-07-23,40.0
2009-07-22,37.47
2009-07-21,36.81
2009-07-20,36.91
2009-07-17,35.92
2009-07-16,35.66
2009-07-15,34.44
2009-07-14,32.59
2009-07-13,32.61
2009-07-10,31.14
2009-07-09,31.56
2009-07-08,31.27
2009-07-07,32.19
2009-07-06,33.59
2009-07-02,34.33
2009-07-01,36.25
2009-06-30,35.72
2009-06-29,36.8
2009-06-26,36.55
2009-06-25,36.72
2009-06-24,36.28
2009-06-23,35.19
2009-06-22,32.94
2009-06-19,36.6
2009-06-18,36.11
2009-06-17,36.03
2009-06-16,36.36
2009-06-15,38.05
2009-06-12,40.38
2009-06-11,41.36
2009-06-10,41.27
2009-06-09,41.0
2009-06-08,39.81
2009-06-05,40.63
2009-06-04,38.36
2009-06-03,36.11
2009-06-02,35.6
2009-06-01,36.72
2009-05-29,34.47
2009-05-28,33.09
2009-05-27,32.68
2009-05-26,32.3
2009-05-22,29.23
2009-05-21,29.21
2009-05-20,31.34
2009-05-19,31.18
2009-05-18,30.79
2009-05-15,28.19
2009-05-14,28.18
2009-05-13,27.51
2009-05-12,29.08
2009-05-11,29.34
2009-05-08,30.56
2009-05-07,28.45
2009-05-06,31.49
2009-05-05,29.85
2009-05-04,30.07
2009-05-01,27.21
2009-04-30,25.5
2009-04-29,24.4
2009-04-28,23.12
2009-04-27,23.88
2009-04-24,23.75
2009-04-23,23.32
2009-04-22,23.61
2009-04-21,23.2
2009-04-20,22.68
2009-04-17,24.41
2009-04-16,25.04
2009-04-15,24.56
2009-04-14,24.27
2009-04-13,25.2
2009-04-09,25.07
2009-04-08,22.43
2009-04-07,22.32
2009-04-06,24.01
2009-04-03,24.01
2009-04-02,22.86
2009-04-01,21.57
2009-03-31,21.3
2009-03-30,21.16
2009-03-27,23.45
2009-03-26,24.26
2009-03-25,23.14
2009-03-24,24.01
2009-03-23,24.3
2009-03-20,22.2
2009-03-19,23.86
2009-03-18,23.3
2009-03-17,21.71
2009-03-16,20.78
2009-03-13,20.46
2009-03-12,20.66
2009-03-11,19.75
2009-03-10,19.64
2009-03-09,18.05
2009-03-06,17.58
2009-03-05,16.69
2009-03-04,17.55
2009-03-03,15.85
2009-03-02,15.75
2009-02-27,17.46
2009-02-26,17.24
2009-02-25,17.56
2009-02-24,18.41
2009-02-23,16.73
2009-02-20,18.96
2009-02-19,18.78
2009-02-18,19.02
2009-02-17,19.16
2009-02-13,21.03
2009-02-12,21.29
2009-02-11,22.02
2009-02-10,22.21
2009-02-09,24.13
2009-02-06,23.88
2009-02-05,22.16
2009-02-04,20.98
2009-02-03,20.86
2009-02-02,20.38
2009-01-30,20.83
2009-01-29,21.84
2009-01-28,23.09
2009-01-27,21.29
2009-01-26,20.29
2009-01-23,21.29
2009-01-22,20.97
2009-01-21,23.04
2009-01-20,21.33
2009-01-16,23.17
2009-01-15,22.99
2009-01-14,22.68
2009-01-13,23.63
2009-01-12,22.67
2009-01-09,24.96
2009-01-08,25.52
2009-01-07,25.32
2009-01-06,27.21
2009-01-05,25.65
2009-01-02,25.05
2008-12-31,22.89
2008-12-30,21.99
2008-12-29,21.72
2008-12-26,21.95
2008-12-24,21.66
2008-12-23,21.71
2008-12-22,22.0
2008-12-19,23.76
2008-12-18,23.11
2008-12-17,25.51
2008-12-16,22.66
2008-12-15,22.06
2008-12-12,22.12
2008-12-11,22.01
2008-12-10,22.0
2008-12-09,21.23
2008-12-08,21.69
2008-12-05,18.7
2008-12-04,17.46
2008-12-03,20.23
2008-12-02,21.03
2008-12-01,19.92
2008-11-28,23.29
2008-11-26,23.33
2008-11-25,20.66
2008-11-24,19.32
2008-11-21,17.55
2008-11-20,15.21
2008-11-19,18.45
2008-11-18,21.31
2008-11-17,22.69
2008-11-14,25.18
2008-11-13,26.54
2008-11-12,23.55
2008-11-11,25.92
2008-11-10,26.9
2008-11-07,26.07
2008-11-06,25.22
2008-11-05,28.39
2008-11-04,32.26
2008-11-03,28.14
2008-10-31,28.98
2008-10-30,28.43
2008-10-29,25.8
2008-10-28,24.17
2008-10-27,20.9
2008-10-24,21.24
2008-10-23,22.21
2008-10-22,21.78
2008-10-21,26.73
2008-10-20,28.71
2008-10-17,26.62
2008-10-16,24.8
2008-10-15,25.99
2008-10-14,31.85
2008-10-13,34.21
2008-10-10,28.88
2008-10-09,30.97
2008-10-08,32.2
2008-10-07,33.71
2008-10-06,37.24
2008-10-03,37.22
2008-10-02,38.71
2008-10-01,41.25
2008-09-30,45.14
2008-09-29,39.93
2008-09-26,47.62
2008-09-25,50.41
2008-09-24,50.62
2008-09-23,52.67
2008-09-22,53.16
2008-09-19,54.78
2008-09-18,51.55
2008-09-17,48.5
2008-09-16,51.61
2008-09-15,49.79
2008-09-12,52.55
2008-09-11,50.15
2008-09-10,44.97
2008-09-09,43.68
2008-09-08,46.86
2008-09-05,51.44
2008-09-04,50.74
2008-09-03,53.05
2008-09-02,65.75
2008-08-29,71.04
2008-08-28,72.34
2008-08-27,71.26
2008-08-26,68.54
2008-08-25,68.68
2008-08-22,69.5
2008-08-21,71.28
2008-08-20,66.95
2008-08-19,67.01
2008-08-18,65.81
2008-08-15,66.22
2008-08-14,66.97
2008-08-13,67.2
2008-08-12,65.4
2008-08-11,66.02
2008-08-08,67.05
2008-08-07,67.19
2008-08-06,66.77
2008-08-05,65.21
2008-08-04,64.68
2008-08-01,71.74
2008-07-31,72.22
2008-07-30,76.31
2008-07-29,72.01
2008-07-28,70.93
2008-07-25,71.05
2008-07-24,66.44
2008-07-23,68.14
2008-07-22,68.97
2008-07-21,72.21
2008-07-18,70.78
2008-07-17,73.37
2008-07-16,75.47
2008-07-15,74.55
2008-07-14,77.07
2008-07-11,74.0
2008-07-10,73.22
2008-07-09,72.75
2008-07-08,71.16
2008-07-07,72.43
2008-07-03,70.3
2008-07-02,71.35
2008-07-01,77.54
2008-06-30,75.83
2008-06-27,76.76
2008-06-26,76.0
2008-06-25,78.78
2008-06-24,80.17
2008-06-23,82.46
2008-06-20,81.09
2008-06-19,83.05
2008-06-18,82.49
2008-06-17,84.22
2008-06-16,84.9
2008-06-13,85.38
2008-06-12,82.08
2008-06-11,82.41
2008-06-10,85.42
2008-06-09,88.02
2008-06-06,87.54
2008-06-05,88.18
2008-06-04,83.0
2008-06-03,83.17
2008-06-02,82.59
2008-05-30,84.23
2008-05-29,80.44
2008-05-28,77.88
2008-05-27,75.69
2008-05-23,76.91
2008-05-22,77.47
2008-05-21,77.93
2008-05-20,80.16
2008-05-19,79.72
2008-05-16,81.93
2008-05-15,80.3
2008-05-14,77.0
2008-05-13,79.28
2008-05-12,79.96
2008-05-09,78.99
2008-05-08,77.5
2008-05-07,75.67
2008-05-06,79.08
2008-05-05,78.64
2008-05-02,76.97
2008-05-01,74.04
2008-04-30,74.25
2008-04-29,73.82
2008-04-28,76.9
2008-04-25,75.69
2008-04-24,73.4
2008-04-23,75.11
2008-04-22,73.69
2008-04-21,75.9
2008-04-18,76.71
2008-04-17,73.0
2008-04-16,73.65
2008-04-15,70.78
2008-04-14,69.1
2008-04-11,68.66
2008-04-10,71.0
2008-04-09,69.58
2008-04-08,70.25
2008-04-07,69.14
2008-04-04,69.12
2008-04-03,68.74
2008-04-02,66.53
2008-04-01,65.63
2008-03-31,65.16
2008-03-28,65.29
2008-03-27,65.65
2008-03-26,66.21
2008-03-25,66.46
2008-03-24,64.78
2008-03-20,62.04
2008-03-19,64.37
2008-03-18,69.4
2008-03-17,66.52
2008-03-14,68.8
2008-03-13,70.55
2008-03-12,69.47
2008-03-11,69.35
2008-03-10,63.83
2008-03-07,66.5
2008-03-06,69.11
2008-03-05,65.8
2008-03-04,65.09
2008-03-03,66.47
2008-02-29,66.37
2008-02-28,69.15
2008-02-27,68.13
2008-02-26,68.99
2008-02-25,69.09
2008-02-22,68.01
2008-02-21,67.72
2008-02-20,68.17
2008-02-19,65.88
2008-02-15,63.68
2008-02-14,64.46
2008-02-13,66.55
2008-02-12,65.84
2008-02-11,65.37
2008-02-08,64.06
2008-02-07,64.58
2008-02-06,62.21
2008-02-05,61.52
2008-02-04,65.0
2008-02-01,64.5
2008-01-31,63.05
2008-01-30,60.3
2008-01-29,60.37
2008-01-28,59.5
2008-01-25,56.99
2008-01-24,54.79
2008-01-23,52.71
2008-01-22,54.6
2008-01-18,55.05
2008-01-17,53.58
2008-01-16,58.2
2008-01-15,61.01
2008-01-14,62.21
2008-01-11,60.01
2008-01-10,61.9
2008-01-09,60.19
2008-01-08,61.31
2008-01-07,60.1
2008-01-04,61.57
2008-01-03,64.76
2008-01-02,64.49
2007-12-31,65.82
2007-12-28,66.92
2007-12-27,65.88
2007-12-26,67.24
2007-12-24,64.62
2007-12-21,65.7
2007-12-20,62.41
2007-12-19,59.58
2007-12-18,55.6
2007-12-17,56.16
2007-12-14,58.21
2007-12-13,59.16
2007-12-12,59.78
2007-12-11,58.13
2007-12-10,61.0
2007-12-07,60.39
2007-12-06,60.98
2007-12-05,58.67
2007-12-04,57.73
2007-12-03,56.87
2007-11-30,58.0
2007-11-29,57.4
2007-11-28,56.47
2007-11-27,53.85
2007-11-26,53.31
2007-11-23,52.9
2007-11-21,52.29
2007-11-20,51.43
2007-11-19,50.14
2007-11-16,51.99
2007-11-15,51.12
2007-11-14,52.79
2007-11-13,51.27
2007-11-12,49.55
2007-11-09,51.99
2007-11-08,54.62
2007-11-07,56.07
2007-11-06,56.89
2007-11-05,55.94
2007-11-02,57.18
2007-11-01,56.0
2007-10-31,58.06
2007-10-30,56.71
2007-10-29,58.91
2007-10-26,56.14
2007-10-25,52.92
2007-10-24,53.38
2007-10-23,53.17
2007-10-22,51.85
2007-10-19,51.31
2007-10-18,53.76
2007-10-17,52.67
2007-10-16,51.95
2007-10-15,52.86
2007-10-12,53.35
2007-10-11,53.03
2007-10-10,52.14
2007-10-09,51.94
2007-10-08,51.25
2007-10-05,51.62
2007-10-04,51.12
2007-10-03,51.36
2007-10-02,53.03
2007-10-01,52.19
2007-09-28,50.86
2007-09-27,50.06
2007-09-26,48.97
2007-09-25,48.96
2007-09-24,48.78
2007-09-21,49.59
2007-09-20,48.68
2007-09-19,48.96
2007-09-18,48.3
2007-09-17,45.75
2007-09-14,46.09
2007-09-13,45.25
2007-09-12,44.23
2007-09-11,44.39
2007-09-10,42.93
2007-09-07,43.88
2007-09-06,45.72
2007-09-05,44.5
2007-09-04,44.17
2007-08-31,43.39
2007-08-30,43.3
2007-08-29,42.93
2007-08-28,44.82
2007-08-27,47.73
2007-08-24,47.52
2007-08-23,47.15
2007-08-22,44.99
2007-08-21,43.47
2007-08-20,43.95
2007-08-17,43.85
2007-08-16,43.49
2007-08-15,44.24
2007-08-14,45.9
2007-08-13,47.47
2007-08-10,48.01
2007-08-09,49.59
2007-08-08,51.32
2007-08-07,49.24
2007-08-06,47.52
2007-08-03,47.07
2007-08-02,48.59
2007-08-01,48.36
2007-07-31,49.49
2007-07-30,49.02
2007-07-27,47.22
2007-07-26,48.42
2007-07-25,52.45
2007-07-24,59.56
2007-07-23,62.27
2007-07-20,63.03
2007-07-19,64.38
2007-07-18,64.14
2007-07-17,62.99
2007-07-16,64.34
2007-07-13,64.02
2007-07-12,63.15
2007-07-11,62.77
2007-07-10,61.25
2007-07-09,60.94
2007-07-06,60.96
2007-07-05,59.6
2007-07-03,60.81
2007-07-02,60.48
2007-06-29,58.33
2007-06-28,58.84
2007-06-27,59.16
2007-06-26,59.02
2007-06-25,59.78
2007-06-22,60.0
2007-06-21,60.84
2007-06-20,60.63
2007-06-19,61.3
2007-06-18,60.42
2007-06-15,61.24
2007-06-14,60.43
2007-06-13,59.11
2007-06-12,57.02
2007-06-11,57.33
2007-06-08,57.47
2007-06-07,55.84
2007-06-06,58.07
2007-06-05,58.92
2007-06-04,57.86
2007-06-01,58.02
2007-05-31,56.63
2007-05-30,55.76
2007-05-29,50.81
2007-05-25,51.27
2007-05-24,50.64
2007-05-23,52.59
2007-05-22,53.79
2007-05-21,53.81
2007-05-18,52.23
2007-05-17,52.78
2007-05-16,52.71
2007-05-15,52.8
2007-05-14,51.85
2007-05-11,52.55
2007-05-10,51.83
2007-05-09,53.6
2007-05-08,51.97
2007-05-07,52.08
2007-05-04,52.22
2007-05-03,52.35
2007-05-02,52.06
2007-05-01,50.64
2007-04-30,50.63
2007-04-27,51.8
2007-04-26,52.18
2007-04-25,51.28
2007-04-24,49.94
2007-04-23,49.88
2007-04-20,47.81
2007-04-19,47.0
2007-04-18,47.65
2007-04-17,47.12
2007-04-16,47.0
2007-04-13,46.19
2007-04-12,46.48
2007-04-11,44.86
2007-04-10,46.06
2007-04-09,44.75
2007-04-05,44.78
2007-04-04,43.6
2007-04-03,43.94
2007-04-02,43.27
2007-03-30,42.9
2007-03-29,43.5
2007-03-28,42.59
2007-03-27,43.1
2007-03-26,43.36
2007-03-23,43.18
2007-03-22,43.25
2007-03-21,41.57
2007-03-20,41.42
2007-03-19,41.09
2007-03-16,41.17
2007-03-15,41.52
2007-03-14,41.56
2007-03-13,41.95
2007-03-12,43.05
2007-03-09,43.6
2007-03-08,43.85
2007-03-07,43.21
2007-03-06,41.79
2007-03-05,41.43
