DRI,Date
4.454005241394043,1996-03-28
4.581262111663818,1996-03-29
4.581262111663818,1996-04-01
4.454005241394043,1996-04-02
4.5388407707214355,1996-04-03
4.623680591583252,1996-04-04
4.630478382110596,1996-04-08
4.672957420349121,1996-04-09
4.630478382110596,1996-04-10
4.503033638000488,1996-04-11
4.503033638000488,1996-04-12
4.54551362991333,1996-04-15
4.54551362991333,1996-04-16
4.54551362991333,1996-04-17
4.587996482849121,1996-04-18
4.715437889099121,1996-04-19
4.672957420349121,1996-04-22
4.587996482849121,1996-04-23
4.630478382110596,1996-04-24
4.503033638000488,1996-04-25
4.503033638000488,1996-04-26
4.54551362991333,1996-04-29
4.672957420349121,1996-04-30
4.672957420349121,1996-05-01
4.630478382110596,1996-05-02
4.54551362991333,1996-05-03
4.46055269241333,1996-05-06
4.375587463378906,1996-05-07
4.333106994628906,1996-05-08
4.035736560821533,1996-05-09
3.9932548999786377,1996-05-10
4.078218936920166,1996-05-13
4.035736560821533,1996-05-14
3.908292531967163,1996-05-15
3.9932548999786377,1996-05-16
4.035736560821533,1996-05-17
4.078218936920166,1996-05-20
4.035736560821533,1996-05-21
3.9932548999786377,1996-05-22
3.9932548999786377,1996-05-23
3.9932548999786377,1996-05-24
3.950775146484375,1996-05-28
3.9932548999786377,1996-05-29
4.035736560821533,1996-05-30
4.035736560821533,1996-05-31
4.078218936920166,1996-06-03
4.078218936920166,1996-06-04
4.035736560821533,1996-06-05
4.035736560821533,1996-06-06
4.035736560821533,1996-06-07
3.9932548999786377,1996-06-10
3.950775146484375,1996-06-11
3.950775146484375,1996-06-12
3.865812063217163,1996-06-13
3.8233284950256348,1996-06-14
3.6958842277526855,1996-06-17
3.865812063217163,1996-06-18
3.738368272781372,1996-06-19
3.7808480262756348,1996-06-20
3.738368272781372,1996-06-21
3.6534039974212646,1996-06-24
3.568441152572632,1996-06-25
3.610921621322632,1996-06-26
3.6534039974212646,1996-06-27
3.6534039974212646,1996-06-28
3.568441152572632,1996-07-01
3.610921621322632,1996-07-02
3.6534039974212646,1996-07-03
3.483478307723999,1996-07-05
3.398514747619629,1996-07-08
3.398514747619629,1996-07-09
3.398514747619629,1996-07-10
3.356034517288208,1996-07-11
3.186108112335205,1996-07-12
3.186108112335205,1996-07-15
3.0586636066436768,1996-07-16
3.0586636066436768,1996-07-17
3.0586636066436768,1996-07-18
3.0586636066436768,1996-07-19
2.9737000465393066,1996-07-22
2.9737000465393066,1996-07-23
2.9737000465393066,1996-07-24
2.8887369632720947,1996-07-25
2.8887369632720947,1996-07-26
2.803774833679199,1996-07-29
2.7188124656677246,1996-07-30
2.67633056640625,1996-07-31
2.5913679599761963,1996-08-01
2.803774833679199,1996-08-02
2.803774833679199,1996-08-05
2.846256971359253,1996-08-06
2.803774833679199,1996-08-07
2.7612924575805664,1996-08-08
2.846256971359253,1996-08-09
2.7188124656677246,1996-08-12
2.7188124656677246,1996-08-13
2.803774833679199,1996-08-14
2.7612924575805664,1996-08-15
2.803774833679199,1996-08-16
2.7612924575805664,1996-08-19
2.7612924575805664,1996-08-20
2.67633056640625,1996-08-21
2.67633056640625,1996-08-22
2.7188124656677246,1996-08-23
2.67633056640625,1996-08-26
2.7612924575805664,1996-08-27
2.7188124656677246,1996-08-28
2.7188124656677246,1996-08-29
2.7188124656677246,1996-08-30
2.67633056640625,1996-09-03
2.7188124656677246,1996-09-04
2.67633056640625,1996-09-05
2.633849620819092,1996-09-06
2.67633056640625,1996-09-09
2.67633056640625,1996-09-10
2.7188124656677246,1996-09-11
2.846256971359253,1996-09-12
2.846256971359253,1996-09-13
2.846256971359253,1996-09-16
2.9312195777893066,1996-09-17
2.8887369632720947,1996-09-18
2.8887369632720947,1996-09-19
2.803774833679199,1996-09-20
2.9312195777893066,1996-09-23
3.0161831378936768,1996-09-24
2.9737000465393066,1996-09-25
2.9312195777893066,1996-09-26
2.9737000465393066,1996-09-27
2.9312195777893066,1996-09-30
2.9312195777893066,1996-10-01
2.9312195777893066,1996-10-02
2.8887369632720947,1996-10-03
2.846256971359253,1996-10-04
2.846256971359253,1996-10-07
2.8599159717559814,1996-10-08
2.8172309398651123,1996-10-09
2.774545431137085,1996-10-10
2.9026005268096924,1996-10-11
2.8599159717559814,1996-10-14
2.8599159717559814,1996-10-15
2.9026005268096924,1996-10-16
2.9026005268096924,1996-10-17
3.0306568145751953,1996-10-18
3.0733423233032227,1996-10-21
3.0733423233032227,1996-10-22
3.0733423233032227,1996-10-23
3.0306568145751953,1996-10-24
3.0306568145751953,1996-10-25
2.987971067428589,1996-10-28
2.987971067428589,1996-10-29
2.987971067428589,1996-10-30
2.8599159717559814,1996-10-31
2.8172309398651123,1996-11-01
2.9026005268096924,1996-11-04
2.9026005268096924,1996-11-05
2.9026005268096924,1996-11-06
2.9026005268096924,1996-11-07
2.9452855587005615,1996-11-08
2.8599159717559814,1996-11-11
2.9452855587005615,1996-11-12
2.9452855587005615,1996-11-13
2.9452855587005615,1996-11-14
2.9026005268096924,1996-11-15
2.9026005268096924,1996-11-18
2.9026005268096924,1996-11-19
2.9452855587005615,1996-11-20
2.9452855587005615,1996-11-21
2.9026005268096924,1996-11-22
2.9452855587005615,1996-11-25
2.987971067428589,1996-11-26
2.9452855587005615,1996-11-27
2.9452855587005615,1996-11-29
2.9452855587005615,1996-12-02
3.0306568145751953,1996-12-03
2.9452855587005615,1996-12-04
2.987971067428589,1996-12-05
3.0306568145751953,1996-12-06
3.0733423233032227,1996-12-09
3.0306568145751953,1996-12-10
3.0306568145751953,1996-12-11
2.9452855587005615,1996-12-12
3.0306568145751953,1996-12-13
2.987971067428589,1996-12-16
3.0306568145751953,1996-12-17
3.1587135791778564,1996-12-18
3.116028308868408,1996-12-19
3.0733423233032227,1996-12-20
3.116028308868408,1996-12-23
3.0733423233032227,1996-12-24
3.0306568145751953,1996-12-26
3.0733423233032227,1996-12-27
3.0306568145751953,1996-12-30
2.987971067428589,1996-12-31
2.9026005268096924,1997-01-02
2.9026005268096924,1997-01-03
2.8599159717559814,1997-01-06
2.8599159717559814,1997-01-07
2.774545431137085,1997-01-08
2.8172309398651123,1997-01-09
2.6891748905181885,1997-01-10
2.774545431137085,1997-01-13
2.774545431137085,1997-01-14
2.774545431137085,1997-01-15
2.6891748905181885,1997-01-16
2.646489143371582,1997-01-17
2.6891748905181885,1997-01-20
2.6891748905181885,1997-01-21
2.6891748905181885,1997-01-22
2.6891748905181885,1997-01-23
2.603804349899292,1997-01-24
2.561119318008423,1997-01-27
2.5184333324432373,1997-01-28
2.5184333324432373,1997-01-29
2.5184333324432373,1997-01-30
2.475748062133789,1997-01-31
2.5184333324432373,1997-02-03
2.5184333324432373,1997-02-04
2.5184333324432373,1997-02-05
2.475748062133789,1997-02-06
2.475748062133789,1997-02-07
2.4330625534057617,1997-02-10
2.475748062133789,1997-02-11
2.475748062133789,1997-02-12
2.475748062133789,1997-02-13
2.4330625534057617,1997-02-14
2.4330625534057617,1997-02-18
2.3903768062591553,1997-02-19
2.3903768062591553,1997-02-20
2.3903768062591553,1997-02-21
2.3903768062591553,1997-02-24
2.4330625534057617,1997-02-25
2.4330625534057617,1997-02-26
2.4330625534057617,1997-02-27
2.475748062133789,1997-02-28
2.4330625534057617,1997-03-03
2.347691774368286,1997-03-04
2.3903768062591553,1997-03-05
2.347691774368286,1997-03-06
2.4330625534057617,1997-03-07
2.5184333324432373,1997-03-10
2.475748062133789,1997-03-11
2.5184333324432373,1997-03-12
2.5184333324432373,1997-03-13
2.5184333324432373,1997-03-14
2.5184333324432373,1997-03-17
2.603804349899292,1997-03-18
2.6891748905181885,1997-03-19
2.7318596839904785,1997-03-20
2.7318596839904785,1997-03-21
2.774545431137085,1997-03-24
2.6891748905181885,1997-03-25
2.7318596839904785,1997-03-26
2.6891748905181885,1997-03-27
2.6891748905181885,1997-03-31
2.7318596839904785,1997-04-01
2.6891748905181885,1997-04-02
2.6891748905181885,1997-04-03
2.603804349899292,1997-04-04
2.561119318008423,1997-04-07
2.5319361686706543,1997-04-08
2.5319361686706543,1997-04-09
2.5319361686706543,1997-04-10
2.446108818054199,1997-04-11
2.5319361686706543,1997-04-14
2.4890224933624268,1997-04-15
2.5319361686706543,1997-04-16
2.5748512744903564,1997-04-17
2.617765188217163,1997-04-18
2.5748512744903564,1997-04-21
2.617765188217163,1997-04-22
2.617765188217163,1997-04-23
2.617765188217163,1997-04-24
2.617765188217163,1997-04-25
2.617765188217163,1997-04-28
2.6606791019439697,1997-04-29
2.6606791019439697,1997-04-30
2.6606791019439697,1997-05-01
2.6606791019439697,1997-05-02
2.7035937309265137,1997-05-05
2.7035937309265137,1997-05-06
2.7465081214904785,1997-05-07
2.7035937309265137,1997-05-08
2.7465081214904785,1997-05-09
2.7035937309265137,1997-05-12
2.7035937309265137,1997-05-13
2.7035937309265137,1997-05-14
2.7035937309265137,1997-05-15
2.789421319961548,1997-05-16
2.8323352336883545,1997-05-19
2.789421319961548,1997-05-20
2.875250816345215,1997-05-21
2.8323352336883545,1997-05-22
2.8323352336883545,1997-05-23
2.875250816345215,1997-05-27
2.875250816345215,1997-05-28
2.918163299560547,1997-05-29
2.875250816345215,1997-05-30
2.918163299560547,1997-06-02
3.0898208618164062,1997-06-03
3.1327357292175293,1997-06-04
3.0898208618164062,1997-06-05
3.1756491661071777,1997-06-06
3.1327357292175293,1997-06-09
3.1756491661071777,1997-06-10
3.1756491661071777,1997-06-11
3.2185630798339844,1997-06-12
3.2185630798339844,1997-06-13
3.1327357292175293,1997-06-16
3.0898208618164062,1997-06-17
3.0898208618164062,1997-06-18
3.0898208618164062,1997-06-19
3.0898208618164062,1997-06-20
3.1327357292175293,1997-06-23
3.1327357292175293,1997-06-24
3.0898208618164062,1997-06-25
3.15419340133667,1997-06-26
3.1327357292175293,1997-06-27
3.1112782955169678,1997-06-30
3.1327357292175293,1997-07-01
3.197106122970581,1997-07-02
3.2400221824645996,1997-07-03
3.197106122970581,1997-07-07
3.197106122970581,1997-07-08
3.1327357292175293,1997-07-09
3.1327357292175293,1997-07-10
3.1327357292175293,1997-07-11
3.1756491661071777,1997-07-14
3.1756491661071777,1997-07-15
3.1756491661071777,1997-07-16
3.1327357292175293,1997-07-17
3.1112782955169678,1997-07-18
3.0898208618164062,1997-07-21
3.0254502296447754,1997-07-22
3.0898208618164062,1997-07-23
3.0898208618164062,1997-07-24
3.1112782955169678,1997-07-25
3.1112782955169678,1997-07-28
3.1112782955169678,1997-07-29
3.2185630798339844,1997-07-30
3.282935619354248,1997-07-31
3.282935619354248,1997-08-01
3.4116785526275635,1997-08-04
3.4116785526275635,1997-08-05
3.3902199268341064,1997-08-06
3.6262476444244385,1997-08-07
3.518963575363159,1997-08-08
3.5404200553894043,1997-08-11
3.5404200553894043,1997-08-12
3.497507095336914,1997-08-13
3.518963575363159,1997-08-14
3.3902199268341064,1997-08-15
3.3687617778778076,1997-08-18
3.4116785526275635,1997-08-19
3.4116785526275635,1997-08-20
3.3902199268341064,1997-08-21
3.4331343173980713,1997-08-22
3.6477065086364746,1997-08-25
3.6047921180725098,1997-08-26
3.5618784427642822,1997-08-27
3.518963575363159,1997-08-28
3.454592704772949,1997-08-29
3.497507095336914,1997-09-02
3.497507095336914,1997-09-03
3.5404200553894043,1997-09-04
3.4760494232177734,1997-09-05
3.5404200553894043,1997-09-08
3.5618784427642822,1997-09-09
3.6047921180725098,1997-09-10
3.8408191204071045,1997-09-11
3.797905445098877,1997-09-12
3.6691596508026123,1997-09-15
3.7120766639709473,1997-09-16
3.6691596508026123,1997-09-17
3.6477065086364746,1997-09-18
3.6262476444244385,1997-09-19
3.5618784427642822,1997-09-22
3.6047921180725098,1997-09-23
3.6047921180725098,1997-09-24
3.5404200553894043,1997-09-25
3.6477065086364746,1997-09-26
3.819361686706543,1997-09-29
3.969562530517578,1997-09-30
3.969562530517578,1997-10-01
3.969562530517578,1997-10-02
4.012475967407227,1997-10-03
4.09830379486084,1997-10-06
4.09830379486084,1997-10-07
4.069024085998535,1997-10-08
4.025967597961426,1997-10-09
4.025967597961426,1997-10-10
4.09055233001709,1997-10-13
4.004437446594238,1997-10-14
3.9829065799713135,1997-10-15
4.004437446594238,1997-10-16
3.810673952102661,1997-10-17
3.939849376678467,1997-10-20
4.004437446594238,1997-10-21
3.9613778591156006,1997-10-22
3.896792411804199,1997-10-23
3.896792411804199,1997-10-24
3.444676637649536,1997-10-27
3.8322033882141113,1997-10-28
3.9613778591156006,1997-10-29
3.724557638168335,1997-10-30
3.9183194637298584,1997-10-31
3.939849376678467,1997-11-03
3.875260591506958,1997-11-04
3.7891452312469482,1997-11-05
3.8322033882141113,1997-11-06
3.7891452312469482,1997-11-07
3.7460849285125732,1997-11-10
3.7891452312469482,1997-11-11
3.810673952102661,1997-11-12
3.7891452312469482,1997-11-13
3.7460849285125732,1997-11-14
3.8322033882141113,1997-11-17
3.7891452312469482,1997-11-18
3.70302677154541,1997-11-19
3.810673952102661,1997-11-20
3.8537323474884033,1997-11-21
3.896792411804199,1997-11-24
4.004437446594238,1997-11-25
4.047493934631348,1997-11-26
4.09055233001709,1997-11-28
4.09055233001709,1997-12-01
4.069024085998535,1997-12-02
4.047493934631348,1997-12-03
4.069024085998535,1997-12-04
4.069024085998535,1997-12-05
4.069024085998535,1997-12-08
4.09055233001709,1997-12-09
4.004437446594238,1997-12-10
4.176670551300049,1997-12-11
4.047493934631348,1997-12-12
4.025967597961426,1997-12-15
4.025967597961426,1997-12-16
3.9183194637298584,1997-12-17
3.8322033882141113,1997-12-18
3.7891452312469482,1997-12-19
3.8537323474884033,1997-12-22
3.7891452312469482,1997-12-23
3.767613172531128,1997-12-24
3.7891452312469482,1997-12-26
3.8322033882141113,1997-12-29
4.069024085998535,1997-12-30
4.305844783782959,1997-12-31
4.069024085998535,1998-01-02
4.133612632751465,1998-01-05
4.155142307281494,1998-01-06
4.198200225830078,1998-01-07
4.198200225830078,1998-01-08
4.176670551300049,1998-01-09
4.176670551300049,1998-01-12
4.305844783782959,1998-01-13
4.348903656005859,1998-01-14
4.370434761047363,1998-01-15
4.43502140045166,1998-01-16
4.370434761047363,1998-01-20
4.370434761047363,1998-01-21
4.370434761047363,1998-01-22
4.348903656005859,1998-01-23
4.262787818908691,1998-01-26
4.348903656005859,1998-01-27
4.43502140045166,1998-01-28
4.43502140045166,1998-01-29
4.391963005065918,1998-01-30
4.43502140045166,1998-02-02
4.456550598144531,1998-02-03
4.542665481567383,1998-02-04
4.585724830627441,1998-02-05
4.521138668060303,1998-02-06
4.564197540283203,1998-02-09
4.521138668060303,1998-02-10
4.585724830627441,1998-02-11
4.542665481567383,1998-02-12
4.564197540283203,1998-02-13
4.542665481567383,1998-02-17
4.564197540283203,1998-02-18
4.585724830627441,1998-02-19
4.6287841796875,1998-02-20
4.607254505157471,1998-02-23
4.564197540283203,1998-02-24
4.607254505157471,1998-02-25
4.650315284729004,1998-02-26
4.650315284729004,1998-02-27
4.693373680114746,1998-03-02
4.607254505157471,1998-03-03
4.671843528747559,1998-03-04
4.564197540283203,1998-03-05
4.671843528747559,1998-03-06
4.779488563537598,1998-03-09
4.865606307983398,1998-03-10
4.801016807556152,1998-03-11
4.801016807556152,1998-03-12
4.779488563537598,1998-03-13
4.779488563537598,1998-03-16
4.822549343109131,1998-03-17
4.8440775871276855,1998-03-18
4.887136936187744,1998-03-19
5.059369087219238,1998-03-20
5.037840843200684,1998-03-23
5.188544750213623,1998-03-24
4.994781970977783,1998-03-25
5.2100725173950195,1998-03-26
5.339247703552246,1998-03-27
5.360778331756592,1998-03-30
5.360778331756592,1998-03-31
5.339247703552246,1998-04-01
5.296189308166504,1998-04-02
5.511484146118164,1998-04-03
5.468423366546631,1998-04-06
5.482237339019775,1998-04-07
5.546988487243652,1998-04-08
5.784409046173096,1998-04-09
5.805991172790527,1998-04-13
5.957076549530029,1998-04-14
6.108159065246582,1998-04-15
5.870741367340088,1998-04-16
5.870741367340088,1998-04-17
5.67648983001709,1998-04-20
5.654903411865234,1998-04-21
5.719659328460693,1998-04-22
5.654903411865234,1998-04-23
5.309567451477051,1998-04-24
5.309567451477051,1998-04-27
5.417486190795898,1998-04-28
5.460653781890869,1998-04-29
5.525404930114746,1998-04-30
5.503821849822998,1998-05-01
5.482237339019775,1998-05-04
5.482237339019775,1998-05-05
5.590157985687256,1998-05-06
5.503821849822998,1998-05-07
5.439068794250488,1998-05-08
5.266402244567871,1998-05-11
5.331152439117432,1998-05-12
5.266402244567871,1998-05-13
5.395902156829834,1998-05-14
5.223233222961426,1998-05-15
5.223233222961426,1998-05-18
5.287984848022461,1998-05-19
5.287984848022461,1998-05-20
5.223233222961426,1998-05-21
5.180067539215088,1998-05-22
5.05056619644165,1998-05-26
5.093730926513672,1998-05-27
5.266402244567871,1998-05-28
5.331152439117432,1998-05-29
5.417486190795898,1998-06-01
5.439068794250488,1998-06-02
5.460653781890869,1998-06-03
5.525404930114746,1998-06-04
5.590157985687256,1998-06-05
5.482237339019775,1998-06-08
5.460653781890869,1998-06-09
5.331152439117432,1998-06-10
5.287984848022461,1998-06-11
5.331152439117432,1998-06-12
5.244821071624756,1998-06-15
5.287984848022461,1998-06-16
5.331152439117432,1998-06-17
5.395902156829834,1998-06-18
5.633323669433594,1998-06-19
5.546988487243652,1998-06-22
5.417486190795898,1998-06-23
5.568573474884033,1998-06-24
5.503821849822998,1998-06-25
5.503821849822998,1998-06-26
5.546988487243652,1998-06-29
5.482237339019775,1998-06-30
5.719659328460693,1998-07-01
5.741242408752441,1998-07-02
5.870741367340088,1998-07-06
5.805991172790527,1998-07-07
5.8923258781433105,1998-07-08
5.935494899749756,1998-07-09
6.194497108459473,1998-07-10
6.129749774932861,1998-07-13
6.17291259765625,1998-07-14
6.021828651428223,1998-07-15
6.043407917022705,1998-07-16
6.000243186950684,1998-07-17
5.9786601066589355,1998-07-20
5.913909435272217,1998-07-21
5.935494899749756,1998-07-22
5.935494899749756,1998-07-23
5.935494899749756,1998-07-24
5.8491597175598145,1998-07-27
5.827575206756592,1998-07-28
5.654903411865234,1998-07-29
5.913909435272217,1998-07-30
5.9786601066589355,1998-07-31
6.043407917022705,1998-08-03
5.805991172790527,1998-08-04
5.8923258781433105,1998-08-05
5.913909435272217,1998-08-06
6.000243186950684,1998-08-07
5.957076549530029,1998-08-10
5.525404930114746,1998-08-11
5.741242408752441,1998-08-12
5.611737251281738,1998-08-13
5.67648983001709,1998-08-14
5.762824535369873,1998-08-17
5.67648983001709,1998-08-18
5.67648983001709,1998-08-19
5.784409046173096,1998-08-20
5.67648983001709,1998-08-21
5.590157985687256,1998-08-24
5.784409046173096,1998-08-25
5.654903411865234,1998-08-26
5.503821849822998,1998-08-27
5.3527350425720215,1998-08-28
5.3527350425720215,1998-08-31
5.395902156829834,1998-09-01
5.439068794250488,1998-09-02
5.309567451477051,1998-09-03
5.460653781890869,1998-09-04
5.590157985687256,1998-09-08
5.633323669433594,1998-09-09
5.460653781890869,1998-09-10
5.395902156829834,1998-09-11
5.439068794250488,1998-09-14
5.439068794250488,1998-09-15
5.546988487243652,1998-09-16
5.67648983001709,1998-09-17
5.719659328460693,1998-09-18
5.611737251281738,1998-09-21
5.67648983001709,1998-09-22
6.000243186950684,1998-09-23
6.064995288848877,1998-09-24
5.762824535369873,1998-09-25
5.417486190795898,1998-09-28
5.525404930114746,1998-09-29
5.525404930114746,1998-09-30
5.525404930114746,1998-10-01
5.460653781890869,1998-10-02
5.417486190795898,1998-10-05
5.417486190795898,1998-10-06
5.301501274108887,1998-10-07
5.150028228759766,1998-10-08
4.955282211303711,1998-10-09
5.041834831237793,1998-10-12
5.085112571716309,1998-10-13
5.106752872467041,1998-10-14
5.27986478805542,1998-10-15
5.27986478805542,1998-10-16
5.388056755065918,1998-10-19
5.561168193817139,1998-10-20
5.582808971405029,1998-10-21
5.561168193817139,1998-10-22
5.5395283699035645,1998-10-23
5.582808971405029,1998-10-26
5.626082897186279,1998-10-27
5.734279155731201,1998-10-28
5.820833206176758,1998-10-29
5.712642669677734,1998-10-30
5.885750770568848,1998-11-02
5.9723052978515625,1998-11-03
5.755918979644775,1998-11-04
5.799195766448975,1998-11-05
5.842472076416016,1998-11-06
5.820833206176758,1998-11-09
5.820833206176758,1998-11-10
5.734279155731201,1998-11-11
5.734279155731201,1998-11-12
5.690999507904053,1998-11-13
5.712642669677734,1998-11-16
5.755918979644775,1998-11-17
5.669358730316162,1998-11-18
5.604445457458496,1998-11-19
5.604445457458496,1998-11-20
5.626082897186279,1998-11-23
5.582808971405029,1998-11-24
5.582808971405029,1998-11-25
5.582808971405029,1998-11-27
5.474613189697266,1998-11-30
5.604445457458496,1998-12-01
5.864110946655273,1998-12-02
5.734279155731201,1998-12-03
5.885750770568848,1998-12-04
6.037221431732178,1998-12-07
6.05885648727417,1998-12-08
