HCA,Date
24.708192825317383,2011-07-18
25.041778564453125,2011-07-19
25.208568572998047,2011-07-20
26.103191375732422,2011-07-21
26.239656448364258,2011-07-22
21.20552635192871,2011-07-25
21.258594512939453,2011-07-26
20.750633239746094,2011-07-27
20.636913299560547,2011-07-28
20.227508544921875,2011-07-29
18.9083251953125,2011-08-01
18.680875778198242,2011-08-02
18.7718563079834,2011-08-03
17.3616943359375,2011-08-04
16.671775817871094,2011-08-05
13.790789604187012,2011-08-08
13.912100791931152,2011-08-09
14.086475372314453,2011-08-10
14.761228561401367,2011-08-11
16.08799171447754,2011-08-12
17.11908721923828,2011-08-15
16.50497817993164,2011-08-16
15.913619041442871,2011-08-17
15.132720947265625,2011-08-18
14.609599113464355,2011-08-19
14.450385093688965,2011-08-22
14.844625473022461,2011-08-23
15.193377494812012,2011-08-24
14.450385093688965,2011-08-25
14.783973693847656,2011-08-26
15.147886276245117,2011-08-29
15.05691146850586,2011-08-30
15.185798645019531,2011-08-31
14.548944473266602,2011-09-01
14.139542579650879,2011-09-02
14.222940444946289,2011-09-06
15.04174518585205,2011-09-07
14.776391983032227,2011-09-08
13.874190330505371,2011-09-09
13.950006484985352,2011-09-12
13.388971328735352,2011-09-13
14.109217643737793,2011-09-14
15.799899101257324,2011-09-15
16.095577239990234,2011-09-16
15.019001960754395,2011-09-19
15.087234497070312,2011-09-20
15.026582717895508,2011-09-21
15.102395057678223,2011-09-22
14.75364875793457,2011-09-23
15.049328804016113,2011-09-26
15.034162521362305,2011-09-27
14.556528091430664,2011-09-28
15.011421203613281,2011-09-29
15.28435230255127,2011-09-30
14.260848045349121,2011-10-03
14.109217643737793,2011-10-04
13.699819564819336,2011-10-05
13.851444244384766,2011-10-06
14.101637840270996,2011-10-07
14.541364669799805,2011-10-10
14.48071002960205,2011-10-11
15.405658721923828,2011-10-12
16.01976203918457,2011-10-13
16.717262268066406,2011-10-14
16.527725219726562,2011-10-17
17.210063934326172,2011-10-18
16.633867263793945,2011-10-19
16.429166793823242,2011-10-20
17.67253303527832,2011-10-21
17.28588104248047,2011-10-24
16.8006591796875,2011-10-25
16.93712615966797,2011-10-26
17.088756561279297,2011-10-27
17.27071189880371,2011-10-28
17.778675079345703,2011-10-31
17.81658172607422,2011-11-01
17.702857971191406,2011-11-02
17.5057430267334,2011-11-03
17.82416343688965,2011-11-04
18.58989906311035,2011-11-07
19.11302375793457,2011-11-08
18.968978881835938,2011-11-09
19.613407135009766,2011-11-10
20.113786697387695,2011-11-11
20.113786697387695,2011-11-14
20.1744384765625,2011-11-15
19.348047256469727,2011-11-16
18.991722106933594,2011-11-17
19.105445861816406,2011-11-18
18.98413848876953,2011-11-21
18.15774917602539,2011-11-22
17.877233505249023,2011-11-23
17.786256790161133,2011-11-25
18.02128791809082,2011-11-28
18.233572006225586,2011-11-29
18.4837589263916,2011-11-30
18.339706420898438,2011-12-01
17.020524978637695,2011-12-02
17.93030548095703,2011-12-05
17.619464874267578,2011-12-06
17.18731689453125,2011-12-07
16.26236915588379,2011-12-08
16.05767250061035,2011-12-09
15.66342830657959,2011-12-12
15.329842567443848,2011-12-13
15.617939949035645,2011-12-14
16.027345657348633,2011-12-15
16.353347778320312,2011-12-16
16.095577239990234,2011-12-19
15.966693878173828,2011-12-20
16.603540420532227,2011-12-21
16.58837127685547,2011-12-22
16.26995086669922,2011-12-23
16.20929718017578,2011-12-27
15.85296630859375,2011-12-28
16.12590217590332,2011-12-29
16.70210075378418,2011-12-30
16.406423568725586,2012-01-03
15.769572257995605,2012-01-04
16.141069412231445,2012-01-05
16.93712615966797,2012-01-06
16.41400146484375,2012-01-09
17.02810287475586,2012-01-10
18.044029235839844,2012-01-11
17.680116653442383,2012-01-12
18.119848251342773,2012-01-13
18.2108211517334,2012-01-17
18.392778396606445,2012-01-18
18.582317352294922,2012-01-19
18.57473373413086,2012-01-20
18.680875778198242,2012-01-23
19.757450103759766,2012-01-24
20.470117568969727,2012-01-25
19.984899520874023,2012-01-26
19.49968147277832,2012-01-27
18.840087890625,2012-01-30
18.529247283935547,2012-01-31
18.931066513061523,2012-02-01
19.15851593017578,2012-02-02
20.060712814331055,2012-02-03
21.531532287597656,2012-02-06
21.849960327148438,2012-02-07
21.963680267333984,2012-02-08
21.07663917541504,2012-02-09
21.099384307861328,2012-02-10
20.70514678955078,2012-02-13
20.525171279907227,2012-02-14
20.32065773010254,2012-02-15
21.220523834228516,2012-02-16
20.51698875427246,2012-02-17
20.590618133544922,2012-02-21
20.942384719848633,2012-02-22
21.326871871948242,2012-02-23
21.87497329711914,2012-02-24
22.071304321289062,2012-02-27
22.03040313720703,2012-02-28
21.817710876464844,2012-02-29
21.47412109375,2012-03-01
21.19598388671875,2012-03-02
21.171436309814453,2012-03-05
20.58243179321289,2012-03-06
20.77058982849121,2012-03-07
20.680606842041016,2012-03-08
20.95874786376953,2012-03-09
20.467910766601562,2012-03-12
20.65605926513672,2012-03-13
21.073274612426758,2012-03-14
20.795133590698242,2012-03-15
20.811492919921875,2012-03-16
20.58243179321289,2012-03-19
20.181581497192383,2012-03-20
20.467910766601562,2012-03-21
20.271574020385742,2012-03-22
20.492450714111328,2012-03-23
20.70514488220215,2012-03-26
19.8625431060791,2012-03-27
19.60076141357422,2012-03-28
19.543495178222656,2012-03-29
20.238853454589844,2012-03-30
21.25324821472168,2012-04-02
22.0222225189209,2012-04-03
21.9731388092041,2012-04-04
22.05494499206543,2012-04-05
21.9649600982666,2012-04-09
21.555931091308594,2012-04-10
21.866792678833008,2012-04-11
22.553966522216797,2012-04-12
22.08766746520996,2012-04-13
22.234922409057617,2012-04-16
22.58668327331543,2012-04-17
22.488521575927734,2012-04-18
22.57850456237793,2012-04-19
22.071304321289062,2012-04-20
21.4823055267334,2012-04-23
21.9731388092041,2012-04-24
22.128570556640625,2012-04-25
22.333091735839844,2012-04-26
22.27582359313965,2012-04-27
22.0222225189209,2012-04-30
22.5457820892334,2012-05-01
22.079484939575195,2012-05-02
21.891332626342773,2012-05-03
21.834070205688477,2012-05-04
21.4823055267334,2012-05-07
21.76044464111328,2012-05-08
21.629554748535156,2012-05-09
21.490488052368164,2012-05-10
21.47412109375,2012-05-11
21.179622650146484,2012-05-14
21.04054832458496,2012-05-15
20.754230499267578,2012-05-16
20.811492919921875,2012-05-17
20.148862838745117,2012-05-18
21.146900177001953,2012-05-21
21.326871871948242,2012-05-22
21.269607543945312,2012-05-23
21.351415634155273,2012-05-24
21.285966873168945,2012-05-25
21.555931091308594,2012-05-29
21.269607543945312,2012-05-30
21.261430740356445,2012-05-31
20.238853454589844,2012-06-01
19.960708618164062,2012-06-04
20.476091384887695,2012-06-05
21.081453323364258,2012-06-06
20.819677352905273,2012-06-07
21.065095901489258,2012-06-08
21.343236923217773,2012-06-11
21.4332218170166,2012-06-12
21.4495792388916,2012-06-13
21.596834182739258,2012-06-14
21.866792678833008,2012-06-15
21.981319427490234,2012-06-18
22.210376739501953,2012-06-19
22.27582359313965,2012-06-20
21.70317840576172,2012-06-21
21.47412109375,2012-06-22
20.950563430786133,2012-06-25
21.425039291381836,2012-06-26
21.76862335205078,2012-06-27
24.10828399658203,2012-06-28
24.893625259399414,2012-06-29
24.533672332763672,2012-07-02
24.132823944091797,2012-07-03
23.51109504699707,2012-07-05
23.241132736206055,2012-07-06
23.028438568115234,2012-07-09
22.93027114868164,2012-07-10
22.83210563659668,2012-07-11
22.766660690307617,2012-07-12
23.03662109375,2012-07-13
22.717575073242188,2012-07-16
23.012081146240234,2012-07-17
23.396570205688477,2012-07-18
22.73394012451172,2012-07-19
22.513059616088867,2012-07-20
22.10403060913086,2012-07-23
21.891332626342773,2012-07-24
22.21855926513672,2012-07-25
22.005861282348633,2012-07-26
22.341272354125977,2012-07-27
22.20220184326172,2012-07-30
21.66227912902832,2012-07-31
21.465944290161133,2012-08-01
21.629554748535156,2012-08-02
21.76044464111328,2012-08-03
20.901479721069336,2012-08-06
21.997684478759766,2012-08-07
22.29218864440918,2012-08-08
22.423072814941406,2012-08-09
22.259464263916016,2012-08-10
22.16129493713379,2012-08-13
22.243101119995117,2012-08-14
22.308549880981445,2012-08-15
22.9957218170166,2012-08-16
23.731971740722656,2012-08-17
23.75651741027832,2012-08-20
23.396570205688477,2012-08-21
23.151147842407227,2012-08-22
23.012081146240234,2012-08-23
23.003904342651367,2012-08-24
23.20023536682129,2012-08-27
23.192052841186523,2012-08-28
23.167512893676758,2012-08-29
23.322940826416016,2012-08-30
23.355661392211914,2012-08-31
23.347484588623047,2012-09-04
23.50291633605957,2012-09-05
24.001930236816406,2012-09-06
23.977392196655273,2012-09-07
23.887409210205078,2012-09-10
23.666526794433594,2012-09-11
23.854679107666016,2012-09-12
24.78727149963379,2012-09-13
25.49080467224121,2012-09-14
26.047090530395508,2012-09-17
26.7260799407959,2012-09-18
26.791521072387695,2012-09-19
26.595191955566406,2012-09-20
26.63609504699707,2012-09-21
26.34158706665039,2012-09-24
26.047090530395508,2012-09-25
26.153438568115234,2012-09-26
27.03693962097168,2012-09-27
27.200551986694336,2012-09-28
27.60958480834961,2012-10-01
27.208736419677734,2012-10-02
26.89787483215332,2012-10-03
26.325233459472656,2012-10-04
26.145254135131836,2012-10-05
25.62169647216797,2012-10-08
25.139041900634766,2012-10-09
24.869077682495117,2012-10-10
25.351734161376953,2012-10-11
25.294471740722656,2012-10-12
26.014368057250977,2012-10-15
25.237205505371094,2012-10-16
25.163585662841797,2012-10-17
25.17994499206543,2012-10-18
24.582759857177734,2012-10-19
25.15540313720703,2012-10-22
24.247352600097656,2012-10-23
25.049053192138672,2012-10-24
25.57261085510254,2012-10-25
25.793489456176758,2012-10-26
25.242610931396484,2012-10-31
26.66423225402832,2012-11-01
27.250646591186523,2012-11-02
28.636728286743164,2012-11-05
27.481664657592773,2012-11-06
30.07611083984375,2012-11-07
28.66337776184082,2012-11-08
28.98324203491211,2012-11-09
28.89439582824707,2012-11-12
28.156930923461914,2012-11-13
26.984094619750977,2012-11-14
26.584266662597656,2012-11-15
27.099599838256836,2012-11-16
27.979223251342773,2012-11-19
27.86372184753418,2012-11-20
27.86372184753418,2012-11-21
27.952571868896484,2012-11-23
27.50831413269043,2012-11-26
27.321727752685547,2012-11-27
27.27730369567871,2012-11-28
28.201358795166016,2012-11-29
28.21024513244629,2012-11-30
28.618955612182617,2012-12-03
28.44124984741211,2012-12-04
28.787771224975586,2012-12-05
29.516355514526367,2012-12-06
29.996145248413086,2012-12-07
30.093889236450195,2012-12-10
29.303110122680664,2012-12-11
29.24091148376465,2012-12-12
29.18415641784668,2012-12-13
29.089555740356445,2012-12-14
29.52471160888672,2012-12-17
30.04501724243164,2012-12-18
29.99771499633789,2012-12-19
29.486879348754883,2012-12-20
29.458492279052734,2012-12-21
29.335514068603516,2012-12-24
28.796297073364258,2012-12-26
28.947656631469727,2012-12-27
28.512493133544922,2012-12-28
28.540874481201172,2012-12-31
29.60985565185547,2013-01-02
29.94095802307129,2013-01-03
30.215301513671875,2013-01-04
30.574783325195312,2013-01-07
29.98825454711914,2013-01-08
31.265350341796875,2013-01-09
31.378883361816406,2013-01-10
31.407258987426758,2013-01-11
32.022159576416016,2013-01-14
33.100608825683594,2013-01-15
33.28034591674805,2013-01-16
34.566898345947266,2013-01-17
34.95476150512695,2013-01-18
35.94807052612305,2013-01-22
35.531822204589844,2013-01-23
35.69263458251953,2013-01-24
35.702110290527344,2013-01-25
35.36155700683594,2013-01-28
34.68042755126953,2013-01-29
36.0142936706543,2013-01-30
35.61697769165039,2013-01-31
36.15618133544922,2013-02-01
35.57912826538086,2013-02-04
35.48452377319336,2013-02-05
35.17234802246094,2013-02-06
35.06828308105469,2013-02-07
35.210182189941406,2013-02-08
34.68042755126953,2013-02-11
34.48176956176758,2013-02-12
34.89799880981445,2013-02-13
34.84124755859375,2013-02-14
34.32094955444336,2013-02-15
34.44392395019531,2013-02-19
33.497920989990234,2013-02-20
33.85740280151367,2013-02-21
33.82902526855469,2013-02-22
33.3087272644043,2013-02-25
33.71549987792969,2013-02-26
34.699344635009766,2013-02-27
35.08720779418945,2013-02-28
34.9642219543457,2013-03-01
34.670963287353516,2013-03-04
34.94530487060547,2013-03-05
34.916934967041016,2013-03-06
35.039913177490234,2013-03-07
35.23856735229492,2013-03-08
35.74940490722656,2013-03-11
35.966983795166016,2013-03-12
36.21295166015625,2013-03-13
36.373779296875,2013-03-14
35.87238311767578,2013-03-15
35.73993682861328,2013-03-18
36.203487396240234,2013-03-19
36.47783660888672,2013-03-20
36.47783660888672,2013-03-21
37.18732452392578,2013-03-22
37.27247619628906,2013-03-25
38.019813537597656,2013-03-26
38.246849060058594,2013-03-27
38.43605041503906,2013-03-28
38.52119064331055,2013-04-01
37.7076301574707,2013-04-02
35.86293411254883,2013-04-03
35.65480041503906,2013-04-04
35.456138610839844,2013-04-05
35.66427230834961,2013-04-08
35.59805679321289,2013-04-09
34.689876556396484,2013-04-10
36.35485076904297,2013-04-11
36.25078582763672,2013-04-12
34.73719024658203,2013-04-15
35.82508850097656,2013-04-16
35.512908935546875,2013-04-17
34.926395416259766,2013-04-18
35.62642288208008,2013-04-19
35.683197021484375,2013-04-22
35.81563186645508,2013-04-23
36.099422454833984,2013-04-24
35.89130401611328,2013-04-25
36.1845703125,2013-04-26
38.190093994140625,2013-04-29
37.73601531982422,2013-04-30
37.35761260986328,2013-05-01
38.284690856933594,2013-05-02
38.78606414794922,2013-05-03
39.16447830200195,2013-05-06
38.95635223388672,2013-05-07
38.25631332397461,2013-05-08
38.161712646484375,2013-05-09
38.530643463134766,2013-05-10
38.492801666259766,2013-05-13
38.6063346862793,2013-05-14
38.02928161621094,2013-05-15
37.35761260986328,2013-05-16
36.979217529296875,2013-05-17
36.137264251708984,2013-05-20
35.62642288208008,2013-05-21
35.27640914916992,2013-05-22
35.853477478027344,2013-05-23
35.503448486328125,2013-05-24
36.24132537841797,2013-05-28
35.9764404296875,2013-05-29
36.72379684448242,2013-05-30
36.95082473754883,2013-05-31
37.15895080566406,2013-06-03
36.91299057006836,2013-06-04
36.05213165283203,2013-06-05
36.32646179199219,2013-06-06
37.46167755126953,2013-06-07
38.067100524902344,2013-06-10
37.584651947021484,2013-06-11
37.39543914794922,2013-06-12
38.11442565917969,2013-06-13
37.74547576904297,2013-06-14
37.1400260925293,2013-06-17
36.73325729370117,2013-06-18
36.65756607055664,2013-06-19
35.64534378051758,2013-06-20
35.41830825805664,2013-06-21
34.623661041259766,2013-06-24
34.64258575439453,2013-06-25
34.54798126220703,2013-06-26
34.425010681152344,2013-06-27
34.112823486328125,2013-06-28
34.94530487060547,2013-07-01
34.916934967041016,2013-07-02
33.573612213134766,2013-07-03
33.923622131347656,2013-07-05
34.48176956176758,2013-07-08
34.87907791137695,2013-07-09
35.25748825073242,2013-07-10
35.22911071777344,2013-07-11
35.58858108520508,2013-07-12
35.200721740722656,2013-07-15
36.76163101196289,2013-07-16
36.41162109375,2013-07-17
37.0454216003418,2013-07-18
36.54405212402344,2013-07-19
37.1021842956543,2013-07-22
36.988670349121094,2013-07-23
36.66703796386719,2013-07-24
36.59134292602539,2013-07-25
37.5941162109375,2013-07-26
36.941368103027344,2013-07-29
36.979217529296875,2013-07-30
36.89406967163086,2013-07-31
36.96974563598633,2013-08-01
36.93191146850586,2013-08-02
37.42383575439453,2013-08-05
36.26025390625,2013-08-06
36.004825592041016,2013-08-07
36.44944381713867,2013-08-08
36.903526306152344,2013-08-09
36.676490783691406,2013-08-12
36.54405212402344,2013-08-13
37.007591247558594,2013-08-14
36.3359260559082,2013-08-15
35.853477478027344,2013-08-16
35.995361328125,2013-08-19
36.496742248535156,2013-08-20
36.19401931762695,2013-08-21
36.42107391357422,2013-08-22
36.19401931762695,2013-08-23
37.253543853759766,2013-08-26
36.42107391357422,2013-08-27
36.48728561401367,2013-08-28
36.65756607055664,2013-08-29
36.1278076171875,2013-08-30
36.59134292602539,2013-09-03
36.43052673339844,2013-09-04
36.600791931152344,2013-09-05
37.385986328125,2013-09-06
36.742706298828125,2013-09-09
37.21570587158203,2013-09-10
37.55626678466797,2013-09-11
37.5941162109375,2013-09-12
38.11442565917969,2013-09-13
38.88066864013672,2013-09-16
39.07933807373047,2013-09-17
40.44157409667969,2013-09-18
40.053714752197266,2013-09-19
39.88343811035156,2013-09-20
39.74153518676758,2013-09-23
39.21177673339844,2013-09-24
39.76045608520508,2013-09-25
40.082096099853516,2013-09-26
39.79829406738281,2013-09-27
40.44157409667969,2013-09-30
42.191673278808594,2013-10-01
42.89171600341797,2013-10-02
43.45932388305664,2013-10-03
43.610679626464844,2013-10-04
43.76203536987305,2013-10-07
43.33634948730469,2013-10-08
43.52552795410156,2013-10-09
43.18498611450195,2013-10-10
44.04584884643555,2013-10-11
43.8282470703125,2013-10-14
43.42147445678711,2013-10-15
43.724205017089844,2013-10-16
44.82156753540039,2013-10-17
45.91893005371094,2013-10-18
44.96346664428711,2013-10-21
44.46208953857422,2013-10-22
44.24451446533203,2013-10-23
43.32687759399414,2013-10-24
44.38639831542969,2013-10-25
44.48099899291992,2013-10-28
44.78371810913086,2013-10-29
44.149906158447266,2013-10-30
44.594512939453125,2013-10-31
44.755348205566406,2013-11-01
45.16212463378906,2013-11-04
43.94178771972656,2013-11-05
42.853878021240234,2013-11-06
41.85111618041992,2013-11-07
42.69306182861328,2013-11-08
43.04307556152344,2013-11-11
42.98631286621094,2013-11-12
43.16605758666992,2013-11-13
43.374176025390625,2013-11-14
42.63629150390625,2013-11-15
41.91733932495117,2013-11-18
41.41596221923828,2013-11-19
41.813289642333984,2013-11-20
42.04031753540039,2013-11-21
42.34303283691406,2013-11-22
41.955177307128906,2013-11-25
43.02416229248047,2013-11-26
44.00800704956055,2013-11-27
43.91339874267578,2013-11-29
44.19720458984375,2013-12-02
44.51884460449219,2013-12-03
44.46208953857422,2013-12-04
44.055301666259766,2013-12-05
44.68912887573242,2013-12-06
44.44316101074219,2013-12-09
44.745887756347656,2013-12-10
44.2066650390625,2013-12-11
43.81880187988281,2013-12-12
44.301273345947266,2013-12-13
44.63235855102539,2013-12-16
43.08091735839844,2013-12-17
44.0363655090332,2013-12-18
43.19443893432617,2013-12-19
44.35802459716797,2013-12-20
43.55392837524414,2013-12-23
44.01746368408203,2013-12-24
44.10260772705078,2013-12-26
43.96070861816406,2013-12-27
44.64181137084961,2013-12-30
45.13374710083008,2013-12-31
45.190494537353516,2014-01-02
46.136512756347656,2014-01-03
45.90946578979492,2014-01-06
47.15818786621094,2014-01-07
47.82038497924805,2014-01-08
48.15149688720703,2014-01-09
48.54880142211914,2014-01-10
48.208251953125,2014-01-13
48.63395690917969,2014-01-14
48.31230926513672,2014-01-15
48.45420837402344,2014-01-16
48.63395690917969,2014-01-17
47.30009841918945,2014-01-21
47.12980270385742,2014-01-22
47.1014289855957,2014-01-23
45.78648376464844,2014-01-24
46.44868850708008,2014-01-27
46.846012115478516,2014-01-28
46.63788604736328,2014-01-29
46.817626953125,2014-01-30
47.55551528930664,2014-01-31
45.84324264526367,2014-02-03
45.90000915527344,2014-02-04
45.37970733642578,2014-02-05
45.75810241699219,2014-02-06
45.72026824951172,2014-02-07
46.325706481933594,2014-02-10
46.316246032714844,2014-02-11
46.4202995300293,2014-02-12
47.30009841918945,2014-02-13
47.07304763793945,2014-02-14
47.14872741699219,2014-02-18
46.88384246826172,2014-02-19
47.517669677734375,2014-02-20
47.30955123901367,2014-02-21
47.650108337402344,2014-02-24
46.88384246826172,2014-02-25
47.7541618347168,2014-02-26
48.73801803588867,2014-02-27
48.43529510498047,2014-02-28
48.898826599121094,2014-03-03
48.3028450012207,2014-03-04
47.574432373046875,2014-03-05
46.94060134887695,2014-03-06
46.9500732421875,2014-03-07
46.874385833740234,2014-03-10
46.581111907958984,2014-03-11
46.55274963378906,2014-03-12
45.408084869384766,2014-03-13
45.07698440551758,2014-03-14
45.66350555419922,2014-03-17
46.5716667175293,2014-03-18
47.25278854370117,2014-03-19
46.76087188720703,2014-03-20
47.432525634765625,2014-03-21
46.15542984008789,2014-03-24
46.20272445678711,2014-03-25
47.63118362426758,2014-03-26
47.640647888183594,2014-03-27
48.3785285949707,2014-03-28
49.66508865356445,2014-03-31
49.09748840332031,2014-04-01
49.419132232666016,2014-04-02
48.387996673583984,2014-04-03
47.46091079711914,2014-04-04
46.12704086303711,2014-04-07
47.28116989135742,2014-04-08
48.00957489013672,2014-04-09
46.55274963378906,2014-04-10
45.60673522949219,2014-04-11
45.8810920715332,2014-04-14
46.108123779296875,2014-04-15
45.94731140136719,2014-04-16
46.36353302001953,2014-04-17
46.78925704956055,2014-04-21
46.751407623291016,2014-04-22
47.67848587036133,2014-04-23
47.80146026611328,2014-04-24
50.55432891845703,2014-04-25
49.7691535949707,2014-04-28
48.62449264526367,2014-04-29
49.19209671020508,2014-04-30
49.57049560546875,2014-05-01
49.07856750488281,2014-05-02
49.52318572998047,2014-05-05
49.15425491333008,2014-05-06
48.75692367553711,2014-05-07
48.416378021240234,2014-05-08
48.728546142578125,2014-05-09
49.475887298583984,2014-05-12
49.53264617919922,2014-05-13
49.83537292480469,2014-05-14
49.28669357299805,2014-05-15
48.48259735107422,2014-05-16
48.728546142578125,2014-05-19
48.927215576171875,2014-05-20
49.447513580322266,2014-05-21
49.50428771972656,2014-05-22
50.55432891845703,2014-05-23
50.25162124633789,2014-05-27
50.48811340332031,2014-05-28
50.50703811645508,2014-05-29
50.12864685058594,2014-05-30
50.12864685058594,2014-06-02
51.55709457397461,2014-06-03
51.81251525878906,2014-06-04
53.2220573425293,2014-06-05
52.58824157714844,2014-06-06
52.389583587646484,2014-06-09
52.27604675292969,2014-06-10
52.03956604003906,2014-06-11
51.57602310180664,2014-06-12
52.01117706298828,2014-06-13
52.966644287109375,2014-06-16
52.55986022949219,2014-06-17
52.79636001586914,2014-06-18
53.43963623046875,2014-06-19
54.49916458129883,2014-06-20
54.87755584716797,2014-06-23
53.4869384765625,2014-06-24
53.78019714355469,2014-06-25
52.74905014038086,2014-06-26
52.43687057495117,2014-06-27
53.33557891845703,2014-06-30
53.06124496459961,2014-07-01
54.177520751953125,2014-07-02
54.02615737915039,2014-07-03
52.48418045043945,2014-07-07
51.57602310180664,2014-07-08
51.98280334472656,2014-07-09
52.69229507446289,2014-07-10
52.919342041015625,2014-07-11
52.767967224121094,2014-07-14
52.228759765625,2014-07-15
57.6966552734375,2014-07-16
57.33717346191406,2014-07-17
59.06835174560547,2014-07-18
58.22639846801758,2014-07-21
58.434532165527344,2014-07-22
58.69941329956055,2014-07-23
58.17911148071289,2014-07-24
59.503509521484375,2014-07-25
60.2130126953125,2014-07-28
61.556339263916016,2014-07-29
62.68208312988281,2014-07-30
61.78335952758789,2014-07-31
61.95364761352539,2014-08-01
62.275299072265625,2014-08-04
63.192909240722656,2014-08-05
63.410518646240234,2014-08-06
63.5902214050293,2014-08-07
63.505096435546875,2014-08-08
62.36989212036133,2014-08-11
61.87798309326172,2014-08-12
62.80506134033203,2014-08-13
63.57132339477539,2014-08-14
64.0821762084961,2014-08-15
65.15116119384766,2014-08-18
64.9808578491211,2014-08-19
64.82950592041016,2014-08-20
64.75381469726562,2014-08-21
65.52010345458984,2014-08-22
65.0565414428711,2014-08-25
65.529541015625,2014-08-26
65.5106201171875,2014-08-27
65.25520324707031,2014-08-28
66.04983520507812,2014-08-29
66.36203002929688,2014-09-02
65.41602325439453,2014-09-03
64.40380859375,2014-09-04
65.50116729736328,2014-09-05
66.43769836425781,2014-09-08
66.88230895996094,2014-09-09
67.00531005859375,2014-09-10
68.44322204589844,2014-09-11
67.69587707519531,2014-09-12
67.48776245117188,2014-09-15
67.82831573486328,2014-09-16
67.62018585205078,2014-09-17
68.45271301269531,2014-09-18
69.51222229003906,2014-09-19
68.70811462402344,2014-09-22
68.18778228759766,2014-09-23
69.17164611816406,2014-09-24
67.67697143554688,2014-09-25
67.3553237915039,2014-09-26
67.89456176757812,2014-09-29
66.71204376220703,2014-09-30
64.75381469726562,2014-10-01
65.62413024902344,2014-10-02
67.40263366699219,2014-10-03
67.08100128173828,2014-10-06
67.15666961669922,2014-10-07
68.19727325439453,2014-10-08
65.72818756103516,2014-10-09
65.33088684082031,2014-10-10
63.4294319152832,2014-10-13
63.363216400146484,2014-10-14
61.338748931884766,2014-10-15
64.54572296142578,2014-10-16
65.69038391113281,2014-10-17
66.65528106689453,2014-10-20
67.7431869506836,2014-10-21
66.44715881347656,2014-10-22
67.50667572021484,2014-10-23
68.1783447265625,2014-10-24
67.54452514648438,2014-10-27
67.43099975585938,2014-10-28
66.14445495605469,2014-10-29
65.65252685546875,2014-10-30
66.26744079589844,2014-10-31
66.43769836425781,2014-11-03
65.59577178955078,2014-11-04
64.18621826171875,2014-11-05
65.2457504272461,2014-11-06
62.199623107910156,2014-11-07
62.199623107910156,2014-11-10
62.44556427001953,2014-11-11
61.338748931884766,2014-11-12
61.27252197265625,2014-11-13
59.54134750366211,2014-11-14
62.18070983886719,2014-11-17
63.59967803955078,2014-11-18
63.41995620727539,2014-11-19
64.20513153076172,2014-11-20
