KR,Date
0.025088666006922722,1962-10-18
0.024371862411499023,1962-10-19
0.025232035666704178,1962-10-22
0.024389998987317085,1962-10-23
0.02482556737959385,1962-10-24
0.023954465985298157,1962-10-25
0.024389998987317085,1962-10-26
0.02526109851896763,1962-10-29
0.025115882977843285,1962-10-30
0.02526109851896763,1962-10-31
0.025551442056894302,1962-11-01
0.025406263768672943,1962-11-02
0.02569659613072872,1962-11-05
0.02598697878420353,1962-11-07
0.026132147759199142,1962-11-08
0.02627730742096901,1962-11-09
0.02627730742096901,1962-11-12
0.0264225285500288,1962-11-13
0.026712849736213684,1962-11-14
0.026567699387669563,1962-11-15
0.02627730742096901,1962-11-16
0.026567699387669563,1962-11-19
0.026712849736213684,1962-11-20
0.02627730742096901,1962-11-21
0.026712849736213684,1962-11-23
0.02700323984026909,1962-11-26
0.027148380875587463,1962-11-27
0.02729356475174427,1962-11-28
0.027438735589385033,1962-11-29
0.027583952993154526,1962-11-30
0.026858029887080193,1962-12-03
0.02830982394516468,1962-12-04
0.029035719111561775,1962-12-05
0.029035719111561775,1962-12-06
0.0287453792989254,1962-12-07
0.02830982394516468,1962-12-10
0.028019454330205917,1962-12-11
0.02845500223338604,1962-12-12
0.028164666146039963,1962-12-13
0.027874290943145752,1962-12-14
0.027438735589385033,1962-12-17
0.027729101479053497,1962-12-18
0.027583952993154526,1962-12-19
0.027874290943145752,1962-12-20
0.027874290943145752,1962-12-21
0.027874290943145752,1962-12-24
0.02830982394516468,1962-12-26
0.028164666146039963,1962-12-27
0.027874290943145752,1962-12-28
0.027729101479053497,1962-12-31
0.027874290943145752,1963-01-02
0.0287453792989254,1963-01-03
0.0287453792989254,1963-01-04
0.029035719111561775,1963-01-07
0.029616432264447212,1963-01-08
0.02976161055266857,1963-01-09
0.029471267014741898,1963-01-10
0.030051983892917633,1963-01-11
0.030487501993775368,1963-01-14
0.030777858570218086,1963-01-15
0.030342301353812218,1963-01-16
0.03063267283141613,1963-01-17
0.030487501993775368,1963-01-18
0.03063267283141613,1963-01-21
0.03007519245147705,1963-01-22
0.030368614941835403,1963-01-23
0.03007519245147705,1963-01-24
0.03007519245147705,1963-01-25
0.03007519245147705,1963-01-28
0.030515331774950027,1963-01-29
0.03007519245147705,1963-01-30
0.029928483068943024,1963-01-31
0.03007519245147705,1963-02-01
0.029928483068943024,1963-02-04
0.029928483068943024,1963-02-05
0.02948833256959915,1963-02-06
0.02963511273264885,1963-02-07
0.02963511273264885,1963-02-08
0.029928483068943024,1963-02-11
0.03022192232310772,1963-02-12
0.030515331774950027,1963-02-13
0.030515331774950027,1963-02-14
0.03080875240266323,1963-02-15
0.030515331774950027,1963-02-18
0.030515331774950027,1963-02-19
0.03022192232310772,1963-02-20
0.02963511273264885,1963-02-21
0.03007519245147705,1963-02-25
0.03007519245147705,1963-02-26
0.02963511273264885,1963-02-27
0.02948833256959915,1963-02-28
0.029341651126742363,1963-03-01
0.03022192232310772,1963-03-04
0.029341651126742363,1963-03-05
0.030368614941835403,1963-03-06
0.029928483068943024,1963-03-07
0.029781799763441086,1963-03-08
0.029781799763441086,1963-03-11
0.02948833256959915,1963-03-12
0.029928483068943024,1963-03-13
0.03007519245147705,1963-03-14
0.03022192232310772,1963-03-15
0.029928483068943024,1963-03-18
0.030368614941835403,1963-03-19
0.030368614941835403,1963-03-20
0.03066200762987137,1963-03-21
0.030368614941835403,1963-03-22
0.030368614941835403,1963-03-25
0.03066200762987137,1963-03-26
0.030368614941835403,1963-03-27
0.03022192232310772,1963-03-28
0.030368614941835403,1963-03-29
0.03022192232310772,1963-04-01
0.029781799763441086,1963-04-02
0.03007519245147705,1963-04-03
0.03022192232310772,1963-04-04
0.030368614941835403,1963-04-05
0.030515331774950027,1963-04-08
0.030515331774950027,1963-04-09
0.03066200762987137,1963-04-10
0.031102165579795837,1963-04-11
0.031688984483480453,1963-04-15
0.03227584436535835,1963-04-16
0.03256925567984581,1963-04-17
0.03256925567984581,1963-04-18
0.033156074583530426,1963-04-19
0.03359619528055191,1963-04-22
0.03392208367586136,1963-04-23
0.034810882061719894,1963-04-24
0.03466276079416275,1963-04-25
0.03451460972428322,1963-04-26
0.03436647355556488,1963-04-29
0.03451460972428322,1963-04-30
0.03436647355556488,1963-05-01
0.03525528684258461,1963-05-02
0.03495899960398674,1963-05-03
0.03495899960398674,1963-05-06
0.03466276079416275,1963-05-07
0.03510715067386627,1963-05-08
0.03451460972428322,1963-05-09
0.03436647355556488,1963-05-10
0.03407023474574089,1963-05-13
0.03362584486603737,1963-05-14
0.033329568803310394,1963-05-15
0.03347771242260933,1963-05-16
0.03377395495772362,1963-05-17
0.03421834856271744,1963-05-20
0.03421834856271744,1963-05-21
0.03407023474574089,1963-05-22
0.03436647355556488,1963-05-23
0.03377395495772362,1963-05-24
0.03421834856271744,1963-05-27
0.03421834856271744,1963-05-28
0.03466276079416275,1963-05-29
0.034810882061719894,1963-05-31
0.03421834856271744,1963-06-03
0.03436647355556488,1963-06-04
0.03436647355556488,1963-06-05
0.03451460972428322,1963-06-06
0.03525528684258461,1963-06-07
0.035551536828279495,1963-06-10
0.03525528684258461,1963-06-11
0.03569963574409485,1963-06-12
0.03540341556072235,1963-06-13
0.035551536828279495,1963-06-14
0.03525528684258461,1963-06-17
0.03525528684258461,1963-06-18
0.035551536828279495,1963-06-19
0.03510715067386627,1963-06-20
0.03525528684258461,1963-06-21
0.03510715067386627,1963-06-24
0.03466276079416275,1963-06-25
0.03407023474574089,1963-06-26
0.03407023474574089,1963-06-27
0.03436647355556488,1963-06-28
0.03451460972428322,1963-07-01
0.034810882061719894,1963-07-02
0.03495899960398674,1963-07-03
0.03525528684258461,1963-07-05
0.03540341556072235,1963-07-08
0.03569963574409485,1963-07-09
0.03569963574409485,1963-07-10
0.03525528684258461,1963-07-11
0.03540341556072235,1963-07-12
0.03540341556072235,1963-07-15
0.03510715067386627,1963-07-16
0.035551536828279495,1963-07-17
0.03540341556072235,1963-07-18
0.03540341556072235,1963-07-19
0.03540341556072235,1963-07-22
0.03588183969259262,1963-07-23
0.035433314740657806,1963-07-24
0.035433314740657806,1963-07-25
0.03528379648923874,1963-07-26
0.03528379648923874,1963-07-29
0.035433314740657806,1963-07-30
0.03588183969259262,1963-07-31
0.035732343792915344,1963-08-01
0.035732343792915344,1963-08-02
0.035732343792915344,1963-08-05
0.03558283671736717,1963-08-06
0.03588183969259262,1963-08-07
0.035433314740657806,1963-08-08
0.035433314740657806,1963-08-09
0.035433314740657806,1963-08-12
0.03528379648923874,1963-08-13
0.035732343792915344,1963-08-14
0.03588183969259262,1963-08-15
0.035732343792915344,1963-08-16
0.03588183969259262,1963-08-19
0.03588183969259262,1963-08-20
0.036479879170656204,1963-08-21
0.036479879170656204,1963-08-22
0.03707791119813919,1963-08-23
0.03707791119813919,1963-08-26
0.03692840412259102,1963-08-27
0.03692840412259102,1963-08-28
0.03707791119813919,1963-08-29
0.03707791119813919,1963-08-30
0.03707791119813919,1963-09-03
0.03707791119813919,1963-09-04
0.03692840412259102,1963-09-05
0.03692840412259102,1963-09-06
0.03707791119813919,1963-09-09
0.03618086874485016,1963-09-10
0.03588183969259262,1963-09-11
0.03528379648923874,1963-09-12
0.03558283671736717,1963-09-13
0.03588183969259262,1963-09-16
0.03588183969259262,1963-09-17
0.03588183969259262,1963-09-18
0.03588183969259262,1963-09-19
0.03588183969259262,1963-09-20
0.03528379648923874,1963-09-23
0.035732343792915344,1963-09-24
0.035433314740657806,1963-09-25
0.03528379648923874,1963-09-26
0.035433314740657806,1963-09-27
0.03558283671736717,1963-09-30
0.035433314740657806,1963-10-01
0.03588183969259262,1963-10-02
0.03588183969259262,1963-10-03
0.03528379648923874,1963-10-04
0.03483527526259422,1963-10-07
0.03483527526259422,1963-10-08
0.03483527526259422,1963-10-09
0.03528379648923874,1963-10-10
0.03513430058956146,1963-10-11
0.03513430058956146,1963-10-14
0.03528379648923874,1963-10-15
0.03528379648923874,1963-10-16
0.035433314740657806,1963-10-17
0.035433314740657806,1963-10-18
0.035433314740657806,1963-10-21
0.035433314740657806,1963-10-22
0.03558283671736717,1963-10-23
0.03558283671736717,1963-10-24
0.03558283671736717,1963-10-25
0.03513430058956146,1963-10-28
0.03531544283032417,1963-10-29
0.03486265242099762,1963-10-30
0.03471175581216812,1963-10-31
0.03425898402929306,1963-11-01
0.03456079587340355,1963-11-04
0.03440988063812256,1963-11-06
0.03440988063812256,1963-11-07
0.03486265242099762,1963-11-08
0.03471175581216812,1963-11-11
0.03471175581216812,1963-11-12
0.03486265242099762,1963-11-13
0.03486265242099762,1963-11-14
0.03440988063812256,1963-11-15
0.03425898402929306,1963-11-18
0.03456079587340355,1963-11-19
0.03410806879401207,1963-11-20
0.03456079587340355,1963-11-21
0.03456079587340355,1963-11-22
0.03395713120698929,1963-11-26
0.03410806879401207,1963-11-27
0.03456079587340355,1963-11-29
0.03410806879401207,1963-12-02
0.03471175581216812,1963-12-03
0.03486265242099762,1963-12-04
0.03440988063812256,1963-12-05
0.03471175581216812,1963-12-06
0.03456079587340355,1963-12-09
0.03486265242099762,1963-12-10
0.035013578832149506,1963-12-11
0.035013578832149506,1963-12-12
0.03486265242099762,1963-12-13
0.03456079587340355,1963-12-16
0.03440988063812256,1963-12-17
0.03425898402929306,1963-12-18
0.03410806879401207,1963-12-19
0.03395713120698929,1963-12-20
0.03425898402929306,1963-12-23
0.03486265242099762,1963-12-24
0.035013578832149506,1963-12-26
0.035013578832149506,1963-12-27
0.03471175581216812,1963-12-30
0.03440988063812256,1963-12-31
0.03471175581216812,1964-01-02
0.03471175581216812,1964-01-03
0.03486265242099762,1964-01-06
0.03486265242099762,1964-01-07
0.035013578832149506,1964-01-08
0.0351644791662693,1964-01-09
0.035013578832149506,1964-01-10
0.035013578832149506,1964-01-13
0.03486265242099762,1964-01-14
0.035013578832149506,1964-01-15
0.03486265242099762,1964-01-16
0.03531544283032417,1964-01-17
0.035013578832149506,1964-01-20
0.035501133650541306,1964-01-21
0.035501133650541306,1964-01-22
0.035501133650541306,1964-01-23
0.035196445882320404,1964-01-24
0.03504408523440361,1964-01-27
0.03473931550979614,1964-01-28
0.03412986546754837,1964-01-29
0.033672746270895004,1964-01-30
0.03352038934826851,1964-01-31
0.03291093930602074,1964-02-03
0.03275858610868454,1964-02-04
0.03260622173547745,1964-02-05
0.03352038934826851,1964-02-06
0.03260622173547745,1964-02-07
0.03336804360151291,1964-02-10
0.03336804360151291,1964-02-11
0.03291093930602074,1964-02-12
0.033063288778066635,1964-02-13
0.033063288778066635,1964-02-14
0.03336804360151291,1964-02-17
0.03336804360151291,1964-02-18
0.03275858610868454,1964-02-19
0.03291093930602074,1964-02-20
0.033215682953596115,1964-02-24
0.03275858610868454,1964-02-25
0.03260622173547745,1964-02-26
0.03260622173547745,1964-02-27
0.03336804360151291,1964-02-28
0.03245382755994797,1964-03-02
0.03245382755994797,1964-03-03
0.03230148181319237,1964-03-04
0.03245382755994797,1964-03-05
0.03275858610868454,1964-03-06
0.03291093930602074,1964-03-09
0.03291093930602074,1964-03-10
0.03291093930602074,1964-03-11
0.03275858610868454,1964-03-12
0.03291093930602074,1964-03-13
0.033825166523456573,1964-03-16
0.033215682953596115,1964-03-17
0.03336804360151291,1964-03-18
0.03336804360151291,1964-03-19
0.033063288778066635,1964-03-20
0.033215682953596115,1964-03-23
0.033063288778066635,1964-03-24
0.033063288778066635,1964-03-25
0.033672746270895004,1964-03-26
0.033215682953596115,1964-03-30
0.03352038934826851,1964-03-31
0.03443459793925285,1964-04-01
0.03504408523440361,1964-04-02
0.03504408523440361,1964-04-03
0.0353487990796566,1964-04-06
0.03458697348833084,1964-04-07
0.035196445882320404,1964-04-08
0.035196445882320404,1964-04-09
0.036262985318899155,1964-04-10
0.036567725241184235,1964-04-13
0.03687245398759842,1964-04-14
0.036567725241184235,1964-04-15
0.036567725241184235,1964-04-16
0.03717716038227081,1964-04-17
0.03702481836080551,1964-04-20
0.03748192638158798,1964-04-21
0.03824372962117195,1964-04-22
0.03778664022684097,1964-04-23
0.03763430565595627,1964-04-24
0.03824372962117195,1964-04-27
0.03842821717262268,1964-04-28
0.03781336173415184,1964-04-29
0.03781336173415184,1964-04-30
0.03796708583831787,1964-05-01
0.037659652531147,1964-05-04
0.037659652531147,1964-05-05
0.0371985025703907,1964-05-06
0.03750590607523918,1964-05-07
0.037659652531147,1964-05-08
0.03750590607523918,1964-05-11
0.03750590607523918,1964-05-12
0.03781336173415184,1964-05-13
0.03781336173415184,1964-05-14
0.03827448561787605,1964-05-15
0.03796708583831787,1964-05-18
0.03842821717262268,1964-05-19
0.03812078386545181,1964-05-20
0.03812078386545181,1964-05-21
0.037659652531147,1964-05-22
0.037659652531147,1964-05-25
0.03796708583831787,1964-05-26
0.03858190029859543,1964-05-27
0.0393504835665226,1964-05-28
0.038889311254024506,1964-06-01
0.03873562440276146,1964-06-02
0.03842821717262268,1964-06-03
0.03827448561787605,1964-06-04
0.03858190029859543,1964-06-05
0.03858190029859543,1964-06-08
0.03919677063822746,1964-06-09
0.0393504835665226,1964-06-10
0.039657920598983765,1964-06-11
0.039657920598983765,1964-06-12
0.04027277231216431,1964-06-15
0.04073389247059822,1964-06-16
0.0419636107981205,1964-06-17
0.04211731627583504,1964-06-18
0.0419636107981205,1964-06-19
0.041656192392110825,1964-06-22
0.04180988669395447,1964-06-23
0.04180988669395447,1964-06-24
0.0419636107981205,1964-06-25
0.04150248318910599,1964-06-26
0.04134872555732727,1964-06-29
0.04180988669395447,1964-06-30
0.041656192392110825,1964-07-01
0.04180988669395447,1964-07-02
0.0419636107981205,1964-07-06
0.04180988669395447,1964-07-07
0.0419636107981205,1964-07-08
0.04180988669395447,1964-07-09
0.04227104410529137,1964-07-10
0.04211731627583504,1964-07-13
0.04211731627583504,1964-07-14
0.043347012251615524,1964-07-15
0.04273216053843498,1964-07-16
0.04350072517991066,1964-07-17
0.043347012251615524,1964-07-20
0.043039578944444656,1964-07-21
0.043347012251615524,1964-07-22
0.0436544194817543,1964-07-23
0.0436544194817543,1964-07-24
0.0436544194817543,1964-07-27
0.0436544194817543,1964-07-28
0.04396186023950577,1964-07-29
0.0436544194817543,1964-07-30
0.043039578944444656,1964-07-31
0.04350072517991066,1964-08-03
0.043039578944444656,1964-08-04
0.04211731627583504,1964-08-05
0.04227104410529137,1964-08-06
0.04180988669395447,1964-08-07
0.04211731627583504,1964-08-10
0.04211731627583504,1964-08-11
0.04180988669395447,1964-08-12
0.04150248318910599,1964-08-13
0.04119502380490303,1964-08-14
0.04104132950305939,1964-08-17
0.04088761284947395,1964-08-18
0.04119502380490303,1964-08-19
0.04104132950305939,1964-08-20
0.04027277231216431,1964-08-21
0.04027277231216431,1964-08-24
0.039965324103832245,1964-08-25
0.039657920598983765,1964-08-26
0.039657920598983765,1964-08-27
0.03950420022010803,1964-08-28
0.03950420022010803,1964-08-31
0.039657920598983765,1964-09-01
0.039965324103832245,1964-09-02
0.03950420022010803,1964-09-03
0.03950420022010803,1964-09-04
0.03950420022010803,1964-09-08
0.039657920598983765,1964-09-09
0.04011903703212738,1964-09-10
0.04027277231216431,1964-09-11
0.039965324103832245,1964-09-14
0.04150248318910599,1964-09-15
0.04119502380490303,1964-09-16
0.04088761284947395,1964-09-17
0.041656192392110825,1964-09-18
0.04150248318910599,1964-09-21
0.04150248318910599,1964-09-22
0.04180988669395447,1964-09-23
0.04242473840713501,1964-09-24
0.04242473840713501,1964-09-25
0.04242473840713501,1964-09-28
0.04211731627583504,1964-09-29
0.04211731627583504,1964-09-30
0.04242473840713501,1964-10-01
0.04242473840713501,1964-10-02
0.04211731627583504,1964-10-05
0.04211731627583504,1964-10-06
0.04242473840713501,1964-10-07
0.04242473840713501,1964-10-08
0.04242473840713501,1964-10-09
0.042578451335430145,1964-10-12
0.04180988669395447,1964-10-13
0.04180988669395447,1964-10-14
0.04180988669395447,1964-10-15
0.04180988669395447,1964-10-16
0.04242473840713501,1964-10-19
0.04227104410529137,1964-10-20
0.04211731627583504,1964-10-21
0.04150248318910599,1964-10-22
0.041656192392110825,1964-10-23
0.04180988669395447,1964-10-26
0.041096512228250504,1964-10-27
0.04063127562403679,1964-10-28
0.040476180613040924,1964-10-29
0.040321096777915955,1964-10-30
0.04063127562403679,1964-11-02
0.041406694799661636,1964-11-04
0.04202701151371002,1964-11-05
0.0421820729970932,1964-11-06
0.0421820729970932,1964-11-09
0.0421820729970932,1964-11-10
0.04202701151371002,1964-11-11
0.04280240461230278,1964-11-12
0.04249224439263344,1964-11-13
0.042337171733379364,1964-11-16
0.04295749217271805,1964-11-17
0.04342271760106087,1964-11-18
0.04311256483197212,1964-11-19
0.04342271760106087,1964-11-20
0.04311256483197212,1964-11-23
0.04342271760106087,1964-11-24
0.04342271760106087,1964-11-25
0.043887972831726074,1964-11-27
0.0437328964471817,1964-11-30
0.043887972831726074,1964-12-01
0.044043026864528656,1964-12-02
0.044043026864528656,1964-12-03
0.044043026864528656,1964-12-04
0.044043026864528656,1964-12-07
0.04435321316123009,1964-12-08
0.044508300721645355,1964-12-09
0.04435321316123009,1964-12-10
0.0437328964471817,1964-12-11
0.043887972831726074,1964-12-14
0.04357778653502464,1964-12-15
0.04342271760106087,1964-12-16
0.04419809207320213,1964-12-17
0.04419809207320213,1964-12-18
0.04419809207320213,1964-12-21
0.044043026864528656,1964-12-22
0.04435321316123009,1964-12-23
0.04528369382023811,1964-12-24
0.04528369382023811,1964-12-28
0.04528369382023811,1964-12-29
0.04590404033660889,1964-12-30
0.04698960855603218,1964-12-31
0.046679381281137466,1965-01-04
0.04683452472090721,1965-01-05
0.04621419310569763,1965-01-06
0.04621419310569763,1965-01-07
0.04590404033660889,1965-01-08
0.04652436822652817,1965-01-11
0.04683452472090721,1965-01-12
0.047609906643629074,1965-01-13
0.04838530719280243,1965-01-14
0.04823026433587074,1965-01-15
0.04854040592908859,1965-01-18
0.04891549050807953,1965-01-19
0.04969688132405281,1965-01-20
0.04875919222831726,1965-01-21
0.048446640372276306,1965-01-22
0.047508932650089264,1965-01-25
0.047508932650089264,1965-01-26
0.047508932650089264,1965-01-27
0.0478215217590332,1965-01-28
0.0478215217590332,1965-01-29
0.04719642177224159,1965-02-01
0.04719642177224159,1965-02-02
0.046571265906095505,1965-02-03
0.046883851289749146,1965-02-04
0.047352686524391174,1965-02-05
0.047352686524391174,1965-02-08
0.04797778278589249,1965-02-09
0.047665223479270935,1965-02-10
0.0478215217590332,1965-02-11
0.048446640372276306,1965-02-12
0.049071766436100006,1965-02-15
0.04922804981470108,1965-02-16
0.049853164702653885,1965-02-17
0.04969688132405281,1965-02-18
0.049853164702653885,1965-02-19
0.04969688132405281,1965-02-23
0.04969688132405281,1965-02-24
0.049853164702653885,1965-02-25
0.050165679305791855,1965-02-26
0.05063457414507866,1965-03-01
0.05125965178012848,1965-03-02
0.050947126001119614,1965-03-03
0.051103394478559494,1965-03-04
0.05141594260931015,1965-03-05
0.05079081654548645,1965-03-08
0.051103394478559494,1965-03-09
0.05125965178012848,1965-03-10
0.0517284981906414,1965-03-11
0.0517284981906414,1965-03-12
0.05204106867313385,1965-03-15
0.051572270691394806,1965-03-16
0.051572270691394806,1965-03-17
0.051572270691394806,1965-03-18
0.051572270691394806,1965-03-19
0.052509889006614685,1965-03-22
0.05204106867313385,1965-03-23
0.052509889006614685,1965-03-24
0.052509889006614685,1965-03-25
0.0523536242544651,1965-03-26
0.05219735577702522,1965-03-29
0.05204106867313385,1965-03-30
0.0523536242544651,1965-03-31
0.0523536242544651,1965-04-01
0.05204106867313385,1965-04-02
0.0517284981906414,1965-04-05
0.051572270691394806,1965-04-06
0.05188474804162979,1965-04-07
0.051103394478559494,1965-04-08
0.050947126001119614,1965-04-09
0.05079081654548645,1965-04-12
0.05125965178012848,1965-04-13
0.05141594260931015,1965-04-14
0.051103394478559494,1965-04-15
0.051103394478559494,1965-04-19
0.050947126001119614,1965-04-20
0.05125965178012848,1965-04-21
0.05125965178012848,1965-04-22
0.051572270691394806,1965-04-23
0.05313502997159958,1965-04-26
0.053355347365140915,1965-04-27
0.052883196622133255,1965-04-28
0.052883196622133255,1965-04-29
0.052883196622133255,1965-04-30
0.052883196622133255,1965-05-03
0.05351277068257332,1965-05-04
0.053827542811632156,1965-05-05
0.05398494005203247,1965-05-06
0.05351277068257332,1965-05-07
0.053355347365140915,1965-05-10
0.05304056033492088,1965-05-11
0.052883196622133255,1965-05-12
0.05256842449307442,1965-05-13
0.05193888396024704,1965-05-14
0.05272582545876503,1965-05-17
0.05178144574165344,1965-05-18
0.05225358530879021,1965-05-19
0.05162403732538223,1965-05-20
0.05130930617451668,1965-05-21
0.05067974701523781,1965-05-24
0.05005019158124924,1965-05-25
0.05020756274461746,1965-05-26
0.05020756274461746,1965-05-27
0.05020756274461746,1965-05-28
0.05005019158124924,1965-06-01
0.05020756274461746,1965-06-02
0.05020756274461746,1965-06-03
0.05020756274461746,1965-06-04
0.04989274591207504,1965-06-07
0.05020756274461746,1965-06-08
0.050522319972515106,1965-06-09
0.05020756274461746,1965-06-10
0.050364941358566284,1965-06-11
0.05005019158124924,1965-06-14
0.05067974701523781,1965-06-15
0.05099453032016754,1965-06-16
0.05162403732538223,1965-06-17
0.05193888396024704,1965-06-18
0.05225358530879021,1965-06-21
