TFX,Date
1.4674216508865356,1980-12-31
1.4757132530212402,1981-01-02
1.5752003192901611,1981-01-05
1.6249423027038574,1981-01-06
1.4674216508865356,1981-01-07
1.442551612854004,1981-01-08
1.4259707927703857,1981-01-09
1.442551612854004,1981-01-12
1.4508416652679443,1981-01-13
1.417679786682129,1981-01-14
1.4259707927703857,1981-01-15
1.4259707927703857,1981-01-16
1.4342600107192993,1981-01-19
1.3845163583755493,1981-01-20
1.3762272596359253,1981-01-21
1.3928076028823853,1981-01-22
1.4674216508865356,1981-01-23
1.4922943115234375,1981-01-26
1.5337461233139038,1981-01-27
1.5005842447280884,1981-01-28
1.542037010192871,1981-01-29
1.5005842447280884,1981-01-30
1.4508416652679443,1981-02-02
1.3928076028823853,1981-02-03
1.3845163583755493,1981-02-04
1.3845163583755493,1981-02-05
1.3679369688034058,1981-02-06
1.4674216508865356,1981-02-09
1.4922943115234375,1981-02-10
1.4922943115234375,1981-02-11
1.4093888998031616,1981-02-12
1.4259707927703857,1981-02-13
1.417679786682129,1981-02-17
1.417679786682129,1981-02-18
1.417679786682129,1981-02-19
1.442551612854004,1981-02-20
1.5005842447280884,1981-02-23
1.4591318368911743,1981-02-24
1.4674216508865356,1981-02-25
1.4259707927703857,1981-02-26
1.4674216508865356,1981-02-27
1.442551612854004,1981-03-02
1.442551612854004,1981-03-03
1.4508416652679443,1981-03-04
1.6581056118011475,1981-03-05
1.6332329511642456,1981-03-06
1.6995574235916138,1981-03-09
1.741008996963501,1981-03-10
1.6995574235916138,1981-03-11
1.7575901746749878,1981-03-12
1.8156242370605469,1981-03-13
1.7907531261444092,1981-03-16
1.7990435361862183,1981-03-17
1.8239164352416992,1981-03-18
1.9151113033294678,1981-03-19
2.0228872299194336,1981-03-20
2.130664348602295,1981-03-23
2.0643391609191895,1981-03-24
2.1223740577697754,1981-03-25
2.13895320892334,1981-03-26
2.0228872299194336,1981-03-27
1.9814339876174927,1981-03-30
2.039468288421631,1981-03-31
1.9897247552871704,1981-04-01
2.0145962238311768,1981-04-02
1.9648529291152954,1981-04-03
1.9482728242874146,1981-04-06
1.9234015941619873,1981-04-07
2.0063064098358154,1981-04-08
2.0063064098358154,1981-04-09
2.0477607250213623,1981-04-10
2.0228872299194336,1981-04-13
2.05604887008667,1981-04-14
2.1638259887695312,1981-04-15
2.2052786350250244,1981-04-16
2.3379275798797607,1981-04-20
2.2881832122802734,1981-04-21
2.3296375274658203,1981-04-22
2.437413215637207,1981-04-23
2.536900520324707,1981-04-24
2.4125425815582275,1981-04-27
2.30476450920105,1981-04-28
2.2218592166900635,1981-04-29
2.296473264694214,1981-04-30
2.354508399963379,1981-05-01
2.2550220489501953,1981-05-04
2.238440752029419,1981-05-05
2.321345567703247,1981-05-06
2.3130545616149902,1981-05-07
2.2798941135406494,1981-05-08
2.238440752029419,1981-05-11
2.2550220489501953,1981-05-12
2.354508399963379,1981-05-13
2.3296375274658203,1981-05-14
2.3379275798797607,1981-05-15
2.321345567703247,1981-05-18
2.321345567703247,1981-05-19
2.3379275798797607,1981-05-20
2.354508399963379,1981-05-21
2.3710896968841553,1981-05-22
2.495448589324951,1981-05-26
2.495448589324951,1981-05-27
2.4539942741394043,1981-05-28
2.420832633972168,1981-05-29
2.437413215637207,1981-06-01
2.3627989292144775,1981-06-02
2.3627989292144775,1981-06-03
2.379380226135254,1981-06-04
2.38767147064209,1981-06-05
2.38767147064209,1981-06-08
2.3379275798797607,1981-06-09
2.321345567703247,1981-06-10
2.3296375274658203,1981-06-11
2.3296375274658203,1981-06-12
2.271603584289551,1981-06-15
2.2798941135406494,1981-06-16
2.2301504611968994,1981-06-17
2.2135703563690186,1981-06-18
2.2218592166900635,1981-06-19
2.246731996536255,1981-06-22
2.263312816619873,1981-06-23
2.2881832122802734,1981-06-24
2.246731996536255,1981-06-25
2.2550220489501953,1981-06-26
2.296473264694214,1981-06-29
2.30476450920105,1981-06-30
2.3379275798797607,1981-07-01
2.238440752029419,1981-07-02
2.172117233276367,1981-07-06
2.1555349826812744,1981-07-07
2.0975019931793213,1981-07-08
2.1057934761047363,1981-07-09
2.080920696258545,1981-07-10
2.2301504611968994,1981-07-13
2.2052786350250244,1981-07-14
2.246731996536255,1981-07-15
2.3130545616149902,1981-07-16
2.3959617614746094,1981-07-17
2.321345567703247,1981-07-20
2.3379275798797607,1981-07-21
2.3462188243865967,1981-07-22
2.3379275798797607,1981-07-23
2.379380226135254,1981-07-24
2.5286083221435547,1981-07-27
2.487156629562378,1981-07-28
2.4539942741394043,1981-07-29
2.4539942741394043,1981-07-30
2.520317792892456,1981-07-31
2.495448589324951,1981-08-03
2.520317792892456,1981-08-04
2.487156629562378,1981-08-05
2.5037379264831543,1981-08-06
2.5286083221435547,1981-08-07
2.495448589324951,1981-08-10
2.462284564971924,1981-08-11
2.4788668155670166,1981-08-12
2.495448589324951,1981-08-13
2.4788668155670166,1981-08-14
2.462284564971924,1981-08-17
2.445704698562622,1981-08-18
2.38767147064209,1981-08-19
2.3710896968841553,1981-08-20
2.2550220489501953,1981-08-21
2.238440752029419,1981-08-24
2.2052786350250244,1981-08-25
2.1886980533599854,1981-08-26
2.1555349826812744,1981-08-27
2.2052786350250244,1981-08-28
2.2218592166900635,1981-08-31
2.2881832122802734,1981-09-01
2.3710896968841553,1981-09-02
2.4125425815582275,1981-09-03
2.3462188243865967,1981-09-04
2.238440752029419,1981-09-08
2.13895320892334,1981-09-09
2.2052786350250244,1981-09-10
2.2881832122802734,1981-09-11
2.3296375274658203,1981-09-14
2.2881832122802734,1981-09-15
2.2881832122802734,1981-09-16
2.275747537612915,1981-09-17
2.238440752029419,1981-09-18
2.1016478538513184,1981-09-21
1.9275474548339844,1981-09-22
1.7907531261444092,1981-09-23
1.8653675317764282,1981-09-24
1.8404966592788696,1981-09-25
1.9026750326156616,1981-09-28
1.9772891998291016,1981-09-29
1.9648529291152954,1981-09-30
1.9275474548339844,1981-10-01
1.9897247552871704,1981-10-02
2.0519046783447266,1981-10-05
2.039468288421631,1981-10-06
2.0643391609191895,1981-10-07
2.126519203186035,1981-10-08
2.13895320892334,1981-10-09
2.0643391609191895,1981-10-12
2.0643391609191895,1981-10-13
2.039468288421631,1981-10-14
2.126519203186035,1981-10-15
2.15139102935791,1981-10-16
2.13895320892334,1981-10-19
2.1886980533599854,1981-10-20
2.2260053157806396,1981-10-21
2.238440752029419,1981-10-22
2.238440752029419,1981-10-23
2.238440752029419,1981-10-26
2.2135703563690186,1981-10-27
2.1886980533599854,1981-10-28
2.1886980533599854,1981-10-29
2.20113468170166,1981-10-30
2.20113468170166,1981-11-02
2.2135703563690186,1981-11-03
2.2135703563690186,1981-11-04
2.2135703563690186,1981-11-05
2.2881832122802734,1981-11-06
2.263312816619873,1981-11-09
2.2881832122802734,1981-11-10
2.275747537612915,1981-11-11
2.250875473022461,1981-11-12
2.2135703563690186,1981-11-13
2.13895320892334,1981-11-16
2.0767757892608643,1981-11-17
2.0643391609191895,1981-11-18
2.0643391609191895,1981-11-19
2.0892114639282227,1981-11-20
2.0643391609191895,1981-11-23
2.0643391609191895,1981-11-24
2.0643391609191895,1981-11-25
2.039468288421631,1981-11-27
2.0145962238311768,1981-11-30
2.0021615028381348,1981-12-01
1.9648529291152954,1981-12-02
1.890239953994751,1981-12-03
1.7907531261444092,1981-12-04
1.8653675317764282,1981-12-07
1.8778032064437866,1981-12-08
1.9399832487106323,1981-12-09
1.9897247552871704,1981-12-10
1.9151113033294678,1981-12-11
1.9524179697036743,1981-12-14
2.0643391609191895,1981-12-15
2.0767757892608643,1981-12-16
1.9524179697036743,1981-12-17
1.9772891998291016,1981-12-18
1.8653675317764282,1981-12-21
1.9151113033294678,1981-12-22
1.8653675317764282,1981-12-23
1.9275474548339844,1981-12-24
1.9275474548339844,1981-12-28
1.9026750326156616,1981-12-29
1.9524179697036743,1981-12-30
1.9648529291152954,1981-12-31
2.0145962238311768,1982-01-04
1.9275474548339844,1982-01-05
1.9026750326156616,1982-01-06
1.8404966592788696,1982-01-07
1.8653675317764282,1982-01-08
1.8156242370605469,1982-01-11
1.7907531261444092,1982-01-12
1.778315782546997,1982-01-13
1.778315782546997,1982-01-14
1.828059434890747,1982-01-15
1.7907531261444092,1982-01-18
1.7907531261444092,1982-01-19
1.8031877279281616,1982-01-20
1.7037017345428467,1982-01-21
1.6912668943405151,1982-01-22
1.6415237188339233,1982-01-25
1.542037010192871,1982-01-26
1.5917805433273315,1982-01-27
1.7285734415054321,1982-01-28
1.7534458637237549,1982-01-29
1.6912668943405151,1982-02-01
1.7161391973495483,1982-02-02
1.7161391973495483,1982-02-03
1.778315782546997,1982-02-04
1.890239953994751,1982-02-05
1.8031877279281616,1982-02-08
1.741008996963501,1982-02-09
1.7161391973495483,1982-02-10
1.6290881633758545,1982-02-11
1.6290881633758545,1982-02-12
1.6166514158248901,1982-02-16
1.5917805433273315,1982-02-17
1.6042156219482422,1982-02-18
1.6290881633758545,1982-02-19
1.6042156219482422,1982-02-22
1.6415237188339233,1982-02-23
1.7658812999725342,1982-02-24
1.778315782546997,1982-02-25
1.8156242370605469,1982-02-26
1.7907531261444092,1982-03-01
1.7907531261444092,1982-03-02
1.778315782546997,1982-03-03
1.7534458637237549,1982-03-04
1.6912668943405151,1982-03-05
1.6788301467895508,1982-03-08
1.6415237188339233,1982-03-09
1.6415237188339233,1982-03-10
1.6290881633758545,1982-03-11
1.5917805433273315,1982-03-12
1.5793448686599731,1982-03-15
1.6042156219482422,1982-03-16
1.5917805433273315,1982-03-17
1.6912668943405151,1982-03-18
1.7285734415054321,1982-03-19
1.828059434890747,1982-03-22
1.8404966592788696,1982-03-23
1.8653675317764282,1982-03-24
1.9648529291152954,1982-03-25
1.9151113033294678,1982-03-26
1.890239953994751,1982-03-29
1.8778032064437866,1982-03-30
1.9151113033294678,1982-03-31
1.9897247552871704,1982-04-01
1.9772891998291016,1982-04-02
1.9648529291152954,1982-04-05
1.9897247552871704,1982-04-06
1.9897247552871704,1982-04-07
1.9399832487106323,1982-04-08
1.9897247552871704,1982-04-12
1.9772891998291016,1982-04-13
2.0021615028381348,1982-04-14
2.027031898498535,1982-04-15
2.1016478538513184,1982-04-16
2.027031898498535,1982-04-19
2.0519046783447266,1982-04-20
2.039468288421631,1982-04-21
2.039468288421631,1982-04-22
2.027031898498535,1982-04-23
1.9897247552871704,1982-04-26
1.9524179697036743,1982-04-27
1.9524179697036743,1982-04-28
1.9151113033294678,1982-04-29
1.9524179697036743,1982-04-30
1.890239953994751,1982-05-03
1.9151113033294678,1982-05-04
1.9399832487106323,1982-05-05
1.9275474548339844,1982-05-06
1.9524179697036743,1982-05-07
1.9275474548339844,1982-05-10
1.9524179697036743,1982-05-11
1.9648529291152954,1982-05-12
1.9772891998291016,1982-05-13
2.0145962238311768,1982-05-14
1.9772891998291016,1982-05-17
2.0021615028381348,1982-05-18
2.0145962238311768,1982-05-19
1.9897247552871704,1982-05-20
2.0145962238311768,1982-05-21
1.9897247552871704,1982-05-24
1.9897247552871704,1982-05-25
2.0021615028381348,1982-05-26
1.9772891998291016,1982-05-27
1.9524179697036743,1982-05-28
1.9399832487106323,1982-06-01
1.9151113033294678,1982-06-02
1.9275474548339844,1982-06-03
1.890239953994751,1982-06-04
1.8653675317764282,1982-06-07
1.8404966592788696,1982-06-08
1.7658812999725342,1982-06-09
1.7285734415054321,1982-06-10
1.741008996963501,1982-06-11
1.7534458637237549,1982-06-14
1.778315782546997,1982-06-15
1.7658812999725342,1982-06-16
1.7534458637237549,1982-06-17
1.741008996963501,1982-06-18
1.8156242370605469,1982-06-21
1.828059434890747,1982-06-22
1.8653675317764282,1982-06-23
1.8653675317764282,1982-06-24
1.890239953994751,1982-06-25
1.890239953994751,1982-06-28
1.890239953994751,1982-06-29
1.890239953994751,1982-06-30
1.8653675317764282,1982-07-01
1.8778032064437866,1982-07-02
1.9026750326156616,1982-07-06
1.8653675317764282,1982-07-07
1.8653675317764282,1982-07-08
1.8529317378997803,1982-07-09
1.8404966592788696,1982-07-12
1.8404966592788696,1982-07-13
1.8404966592788696,1982-07-14
1.8529317378997803,1982-07-15
1.8529317378997803,1982-07-16
1.8404966592788696,1982-07-19
1.9026750326156616,1982-07-20
1.9275474548339844,1982-07-21
1.9275474548339844,1982-07-22
1.9151113033294678,1982-07-23
1.890239953994751,1982-07-26
1.9026750326156616,1982-07-27
1.8778032064437866,1982-07-28
1.8156242370605469,1982-07-29
1.8404966592788696,1982-07-30
1.8404966592788696,1982-08-02
1.8404966592788696,1982-08-03
1.8156242370605469,1982-08-04
1.8156242370605469,1982-08-05
1.7907531261444092,1982-08-06
1.7037017345428467,1982-08-09
1.6912668943405151,1982-08-10
1.6539578437805176,1982-08-11
1.6663944721221924,1982-08-12
1.6415237188339233,1982-08-13
1.6415237188339233,1982-08-16
1.7907531261444092,1982-08-17
1.828059434890747,1982-08-18
1.8778032064437866,1982-08-19
1.9151113033294678,1982-08-20
1.9151113033294678,1982-08-23
1.9275474548339844,1982-08-24
1.9151113033294678,1982-08-25
1.9648529291152954,1982-08-26
1.9524179697036743,1982-08-27
1.9648529291152954,1982-08-30
2.0021615028381348,1982-08-31
2.0021615028381348,1982-09-01
2.13895320892334,1982-09-02
2.238440752029419,1982-09-03
2.20113468170166,1982-09-07
2.20113468170166,1982-09-08
2.2135703563690186,1982-09-09
2.1886980533599854,1982-09-10
2.1638259887695312,1982-09-13
2.238440752029419,1982-09-14
2.325490713119507,1982-09-15
2.3379275798797607,1982-09-16
2.3130545616149902,1982-09-17
2.3130545616149902,1982-09-20
2.300621509552002,1982-09-21
2.275747537612915,1982-09-22
2.250875473022461,1982-09-23
2.2881832122802734,1982-09-24
2.325490713119507,1982-09-27
2.325490713119507,1982-09-28
2.263312816619873,1982-09-29
2.1886980533599854,1982-09-30
2.275747537612915,1982-10-01
2.263312816619873,1982-10-04
2.275747537612915,1982-10-05
2.3627989292144775,1982-10-06
2.487156629562378,1982-10-07
2.487156629562378,1982-10-08
2.487156629562378,1982-10-11
2.487156629562378,1982-10-12
2.5120277404785156,1982-10-13
2.437413215637207,1982-10-14
2.3379275798797607,1982-10-15
2.4125425815582275,1982-10-18
2.4125425815582275,1982-10-19
2.462284564971924,1982-10-20
2.424978256225586,1982-10-21
2.4001047611236572,1982-10-22
2.38767147064209,1982-10-25
2.3379275798797607,1982-10-26
2.4498493671417236,1982-10-27
2.487156629562378,1982-10-28
2.462284564971924,1982-10-29
2.462284564971924,1982-11-01
2.487156629562378,1982-11-02
2.5244641304016113,1982-11-03
2.5120277404785156,1982-11-04
2.711000919342041,1982-11-05
2.64882230758667,1982-11-08
2.698566198348999,1982-11-09
2.6736934185028076,1982-11-10
2.7234365940093994,1982-11-11
2.698566198348999,1982-11-12
2.64882230758667,1982-11-15
2.599078893661499,1982-11-16
2.661257266998291,1982-11-17
2.686128616333008,1982-11-18
2.735873222351074,1982-11-19
2.711000919342041,1982-11-22
2.686128616333008,1982-11-23
2.686128616333008,1982-11-24
2.785615921020508,1982-11-26
2.835359573364258,1982-11-29
2.8477938175201416,1982-11-30
2.9099745750427246,1982-12-01
2.9348442554473877,1982-12-02
2.860232353210449,1982-12-03
2.984588623046875,1982-12-06
3.021897077560425,1982-12-07
2.959717273712158,1982-12-08
2.8851025104522705,1982-12-09
2.922407627105713,1982-12-10
2.897538185119629,1982-12-13
2.9099745750427246,1982-12-14
2.9099745750427246,1982-12-15
2.9099745750427246,1982-12-16
2.9348442554473877,1982-12-17
2.959717273712158,1982-12-20
2.959717273712158,1982-12-21
2.9970221519470215,1982-12-22
2.972154378890991,1982-12-23
3.021897077560425,1982-12-27
2.984588623046875,1982-12-28
2.9348442554473877,1982-12-29
2.922407627105713,1982-12-30
2.972154378890991,1982-12-31
2.922407627105713,1983-01-03
2.9472815990448,1983-01-04
2.959717273712158,1983-01-05
2.984588623046875,1983-01-06
3.0965089797973633,1983-01-07
3.320354461669922,1983-01-10
3.4571478366851807,1983-01-11
3.46958327293396,1983-01-12
3.4074032306671143,1983-01-13
3.419839859008789,1983-01-14
3.4820170402526855,1983-01-17
3.4447131156921387,1983-01-18
3.4074032306671143,1983-01-19
3.4322783946990967,1983-01-20
3.3825347423553467,1983-01-21
3.22086763381958,1983-01-24
3.1711246967315674,1983-01-25
3.1711246967315674,1983-01-26
3.22086763381958,1983-01-27
3.245738983154297,1983-01-28
3.245738983154297,1983-01-31
3.245738983154297,1983-02-01
3.183560609817505,1983-02-02
3.22086763381958,1983-02-03
3.22086763381958,1983-02-04
3.195996046066284,1983-02-07
3.2954819202423096,1983-02-08
3.2830474376678467,1983-02-09
3.3327889442443848,1983-02-10
3.4074032306671143,1983-02-11
3.494452953338623,1983-02-14
3.494452953338623,1983-02-15
3.4571478366851807,1983-02-16
3.4571478366851807,1983-02-17
3.4447131156921387,1983-02-18
3.4322783946990967,1983-02-22
3.4820170402526855,1983-02-23
3.5068917274475098,1983-02-24
3.4322783946990967,1983-02-25
3.4074032306671143,1983-02-28
3.3576602935791016,1983-03-01
3.3079159259796143,1983-03-02
3.2706120014190674,1983-03-03
3.2706120014190674,1983-03-04
3.2830474376678467,1983-03-07
3.2830474376678467,1983-03-08
3.2830474376678467,1983-03-09
3.245738983154297,1983-03-10
3.245738983154297,1983-03-11
3.1586899757385254,1983-03-14
3.1338183879852295,1983-03-15
3.1711246967315674,1983-03-16
3.3327889442443848,1983-03-17
3.3327889442443848,1983-03-18
3.3079159259796143,1983-03-21
3.2581756114959717,1983-03-22
3.245738983154297,1983-03-23
3.2706120014190674,1983-03-24
3.22086763381958,1983-03-25
3.1586899757385254,1983-03-28
3.146251678466797,1983-03-29
3.2333028316497803,1983-03-30
3.2084312438964844,1983-03-31
3.183560609817505,1983-04-04
3.2084312438964844,1983-04-05
3.12138295173645,1983-04-06
3.1338183879852295,1983-04-07
3.22086763381958,1983-04-08
3.195996046066284,1983-04-11
3.22086763381958,1983-04-12
3.2706120014190674,1983-04-13
3.320354461669922,1983-04-14
3.345226526260376,1983-04-15
3.3825347423553467,1983-04-18
3.419839859008789,1983-04-19
3.6063759326934814,1983-04-20
3.569068431854248,1983-04-21
3.6063759326934814,1983-04-22
3.556631088256836,1983-04-25
3.494452953338623,1983-04-26
3.5068917274475098,1983-04-27
3.5317630767822266,1983-04-28
3.6188130378723145,1983-04-29
3.6312475204467773,1983-05-02
3.66855525970459,1983-05-03
3.656118869781494,1983-05-04
3.6063759326934814,1983-05-05
3.6934282779693604,1983-05-06
3.656118869781494,1983-05-09
3.5815062522888184,1983-05-10
3.4820170402526855,1983-05-11
3.5193262100219727,1983-05-12
3.569068431854248,1983-05-13
3.5317630767822266,1983-05-16
3.556631088256836,1983-05-17
3.494452953338623,1983-05-18
3.394969940185547,1983-05-19
3.419839859008789,1983-05-20
3.3825347423553467,1983-05-23
3.3576602935791016,1983-05-24
3.3700954914093018,1983-05-25
3.3825347423553467,1983-05-26
3.5317630767822266,1983-05-27
3.419839859008789,1983-05-31
3.4074032306671143,1983-06-01
3.419839859008789,1983-06-02
3.6063759326934814,1983-06-03
3.718299150466919,1983-06-06
3.6934282779693604,1983-06-07
3.5815062522888184,1983-06-08
3.5317630767822266,1983-06-09
3.6436872482299805,1983-06-10
3.6312475204467773,1983-06-13
3.6436872482299805,1983-06-14
3.8053500652313232,1983-06-15
3.8426597118377686,1983-06-16
3.7929139137268066,1983-06-17
3.718299150466919,1983-06-20
3.6809937953948975,1983-06-21
3.6934282779693604,1983-06-22
3.7058632373809814,1983-06-23
3.6436872482299805,1983-06-24
3.6063759326934814,1983-06-27
3.4074032306671143,1983-06-28
3.3576602935791016,1983-06-29
3.419839859008789,1983-06-30
3.46958327293396,1983-07-01
3.3825347423553467,1983-07-05
3.3576602935791016,1983-07-06
3.3576602935791016,1983-07-07
3.345226526260376,1983-07-08
3.3079159259796143,1983-07-11
3.320354461669922,1983-07-12
3.2581756114959717,1983-07-13
3.2333028316497803,1983-07-14
3.059202194213867,1983-07-15
2.972154378890991,1983-07-18
3.1711246967315674,1983-07-19
3.3576602935791016,1983-07-20
3.3825347423553467,1983-07-21
3.3079159259796143,1983-07-22
3.3079159259796143,1983-07-25
3.3079159259796143,1983-07-26
3.2954819202423096,1983-07-27
3.2830474376678467,1983-07-28
3.2333028316497803,1983-07-29
3.2084312438964844,1983-08-01
3.2706120014190674,1983-08-02
3.2581756114959717,1983-08-03
3.2581756114959717,1983-08-04
3.2581756114959717,1983-08-05
3.0965089797973633,1983-08-08
3.009459972381592,1983-08-09
3.059202194213867,1983-08-10
3.046766757965088,1983-08-11
3.071638822555542,1983-08-12
3.071638822555542,1983-08-15
3.021897077560425,1983-08-16
2.959717273712158,1983-08-17
2.9348442554473877,1983-08-18
2.959717273712158,1983-08-19
2.9970221519470215,1983-08-22
2.9472815990448,1983-08-23
2.9348442554473877,1983-08-24
2.9099745750427246,1983-08-25
2.897538185119629,1983-08-26
2.8851025104522705,1983-08-29
2.8851025104522705,1983-08-30
2.959717273712158,1983-08-31
2.972154378890991,1983-09-01
2.984588623046875,1983-09-02
2.9970221519470215,1983-09-06
3.021897077560425,1983-09-07
2.9970221519470215,1983-09-08
2.972154378890991,1983-09-09
2.959717273712158,1983-09-12
2.959717273712158,1983-09-13
2.872666835784912,1983-09-14
2.860232353210449,1983-09-15
2.922407627105713,1983-09-16
2.9099745750427246,1983-09-19
