SYF,Date
38.5278434753418,2021-03-18
38.257049560546875,2021-03-19
37.85551452636719,2021-03-22
36.230735778808594,2021-03-23
36.87504196166992,2021-03-24
38.03293991088867,2021-03-25
38.583866119384766,2021-03-26
37.631404876708984,2021-03-29
38.34108352661133,2021-03-30
37.96757125854492,2021-03-31
38.90134811401367,2021-04-01
39.42426681518555,2021-04-05
39.396263122558594,2021-04-06
39.676395416259766,2021-04-07
39.45227813720703,2021-04-08
39.96585464477539,2021-04-09
40.292686462402344,2021-04-12
38.714595794677734,2021-04-13
38.751949310302734,2021-04-14
38.546512603759766,2021-04-15
38.649234771728516,2021-04-16
38.03293991088867,2021-04-19
36.94974899291992,2021-04-20
37.51935577392578,2021-04-21
37.23921585083008,2021-04-22
37.98625564575195,2021-04-23
38.72393798828125,2021-04-26
38.03293991088867,2021-04-27
40.180633544921875,2021-04-28
41.49726104736328,2021-04-29
41.046817779541016,2021-04-30
40.99052429199219,2021-05-03
41.844486236572266,2021-05-04
42.032169342041016,2021-05-05
42.135398864746094,2021-05-06
43.07382583618164,2021-05-07
43.18644332885742,2021-05-10
42.426307678222656,2021-05-11
41.41280746459961,2021-05-12
42.482608795166016,2021-05-13
43.91841125488281,2021-05-14
44.02164077758789,2021-05-17
43.02690505981445,2021-05-18
43.04567337036133,2021-05-19
42.942440032958984,2021-05-20
43.374122619628906,2021-05-21
43.54304122924805,2021-05-24
43.41165542602539,2021-05-25
43.87148666381836,2021-05-26
44.76299285888672,2021-05-27
44.490848541259766,2021-05-28
45.954803466796875,2021-06-01
46.45216751098633,2021-06-02
46.780616760253906,2021-06-03
46.72431564331055,2021-06-04
47.34367370605469,2021-06-07
47.67212677001953,2021-06-08
46.987064361572266,2021-06-09
45.97357177734375,2021-06-10
46.330169677734375,2021-06-11
45.645118713378906,2021-06-14
46.968299865722656,2021-06-15
46.461544036865234,2021-06-16
44.584686279296875,2021-06-17
43.29904556274414,2021-06-18
45.04452133178711,2021-06-21
44.95068359375,2021-06-22
45.34482192993164,2021-06-23
45.98295593261719,2021-06-24
46.73369598388672,2021-06-25
45.504356384277344,2021-06-28
45.04452133178711,2021-06-29
45.53250503540039,2021-06-30
45.8609504699707,2021-07-01
46.02987289428711,2021-07-02
44.922523498535156,2021-07-06
45.006980895996094,2021-07-07
43.83395767211914,2021-07-08
45.72957229614258,2021-07-09
46.45216751098633,2021-07-12
45.645118713378906,2021-07-13
44.57530212402344,2021-07-14
44.781768798828125,2021-07-15
43.852718353271484,2021-07-16
42.04155731201172,2021-07-19
43.16767120361328,2021-07-20
44.23747253417969,2021-07-21
43.08320999145508,2021-07-22
43.646263122558594,2021-07-23
44.23747253417969,2021-07-26
44.32193374633789,2021-07-27
44.30316162109375,2021-07-28
45.34482192993164,2021-07-29
44.326683044433594,2021-07-30
44.166419982910156,2021-08-02
44.420955657958984,2021-08-03
44.46809005737305,2021-08-04
45.52393341064453,2021-08-05
