CZR,Date
4.349999904632568,2014-09-22
4.260000228881836,2014-09-23
4.340000152587891,2014-09-24
4.0,2014-09-25
4.400000095367432,2014-09-26
4.230000019073486,2014-09-29
4.210000038146973,2014-09-30
4.099999904632568,2014-10-01
4.269999980926514,2014-10-02
4.150000095367432,2014-10-03
4.130000114440918,2014-10-06
4.0,2014-10-07
4.25,2014-10-08
4.099999904632568,2014-10-09
4.0,2014-10-10
3.984999895095825,2014-10-13
4.0,2014-10-14
4.0,2014-10-15
3.9600000381469727,2014-10-16
4.0,2014-10-17
4.045000076293945,2014-10-20
4.010000228881836,2014-10-21
4.059999942779541,2014-10-22
4.039999961853027,2014-10-23
4.099999904632568,2014-10-24
4.150000095367432,2014-10-27
4.150000095367432,2014-10-28
4.039999961853027,2014-10-29
4.070000171661377,2014-10-30
4.119999885559082,2014-10-31
4.239999771118164,2014-11-03
4.199999809265137,2014-11-04
4.269999980926514,2014-11-05
4.239999771118164,2014-11-06
4.239999771118164,2014-11-07
4.199999809265137,2014-11-10
4.199999809265137,2014-11-11
4.269999980926514,2014-11-12
4.309999942779541,2014-11-13
4.320000171661377,2014-11-14
4.260000228881836,2014-11-17
4.25,2014-11-18
4.199999809265137,2014-11-19
4.210000038146973,2014-11-20
4.300000190734863,2014-11-21
4.309999942779541,2014-11-24
4.21999979019165,2014-11-25
4.139999866485596,2014-11-26
4.139999866485596,2014-11-28
4.179999828338623,2014-12-01
4.269999980926514,2014-12-02
4.28000020980835,2014-12-03
4.264999866485596,2014-12-04
4.239999771118164,2014-12-05
4.139999866485596,2014-12-08
4.110000133514404,2014-12-09
4.050000190734863,2014-12-10
4.079999923706055,2014-12-11
4.050000190734863,2014-12-12
4.150000095367432,2014-12-15
4.25,2014-12-16
4.239999771118164,2014-12-17
4.300000190734863,2014-12-18
4.239999771118164,2014-12-19
4.340000152587891,2014-12-22
4.329999923706055,2014-12-23
4.380000114440918,2014-12-24
4.210000038146973,2014-12-26
4.24399995803833,2014-12-29
4.139999866485596,2014-12-30
4.050000190734863,2014-12-31
4.039999961853027,2015-01-02
4.25,2015-01-05
4.070000171661377,2015-01-06
4.289999961853027,2015-01-07
4.199999809265137,2015-01-08
4.184999942779541,2015-01-09
4.199999809265137,2015-01-12
4.195000171661377,2015-01-13
4.099999904632568,2015-01-14
4.130000114440918,2015-01-15
4.190000057220459,2015-01-16
4.179999828338623,2015-01-20
4.03000020980835,2015-01-21
4.010000228881836,2015-01-22
4.025000095367432,2015-01-23
3.9800000190734863,2015-01-26
4.0,2015-01-27
4.019999980926514,2015-01-28
3.9700000286102295,2015-01-29
3.9649999141693115,2015-01-30
3.9100000858306885,2015-02-02
3.890000104904175,2015-02-03
3.890000104904175,2015-02-04
4.150000095367432,2015-02-05
4.119999885559082,2015-02-06
4.179999828338623,2015-02-09
4.1579999923706055,2015-02-10
4.159999847412109,2015-02-11
4.190000057220459,2015-02-12
4.199999809265137,2015-02-13
4.25,2015-02-17
4.130000114440918,2015-02-18
4.5,2015-02-19
4.550000190734863,2015-02-20
4.5,2015-02-23
4.650000095367432,2015-02-24
4.5,2015-02-25
4.550000190734863,2015-02-26
4.599999904632568,2015-02-27
4.510000228881836,2015-03-02
4.659999847412109,2015-03-03
4.78000020980835,2015-03-04
4.989999771118164,2015-03-05
5.0,2015-03-06
5.139999866485596,2015-03-09
5.550000190734863,2015-03-10
5.429999828338623,2015-03-11
5.360000133514404,2015-03-12
5.110000133514404,2015-03-13
5.0,2015-03-16
5.079999923706055,2015-03-17
4.730000019073486,2015-03-18
4.610000133514404,2015-03-19
4.829999923706055,2015-03-20
4.920000076293945,2015-03-23
5.019999980926514,2015-03-24
4.949999809265137,2015-03-25
5.039999961853027,2015-03-26
5.119999885559082,2015-03-27
5.039999961853027,2015-03-30
5.03000020980835,2015-03-31
5.119999885559082,2015-04-01
5.25,2015-04-02
5.340000152587891,2015-04-06
5.909999847412109,2015-04-07
6.079999923706055,2015-04-08
6.139999866485596,2015-04-09
6.329999923706055,2015-04-10
6.639999866485596,2015-04-13
6.619999885559082,2015-04-14
6.840000152587891,2015-04-15
7.0,2015-04-16
6.909999847412109,2015-04-17
7.190000057220459,2015-04-20
7.199999809265137,2015-04-21
7.5,2015-04-22
7.199999809265137,2015-04-23
7.0,2015-04-24
7.0,2015-04-27
6.909999847412109,2015-04-28
7.0,2015-04-29
7.050000190734863,2015-04-30
7.099999904632568,2015-05-01
7.090000152587891,2015-05-04
7.050000190734863,2015-05-05
7.059999942779541,2015-05-06
6.989999771118164,2015-05-07
7.090000152587891,2015-05-08
7.079999923706055,2015-05-11
7.119999885559082,2015-05-12
7.53000020980835,2015-05-13
7.869999885559082,2015-05-14
8.0,2015-05-15
8.079999923706055,2015-05-18
8.260000228881836,2015-05-19
8.199999809265137,2015-05-20
8.15999984741211,2015-05-21
8.15999984741211,2015-05-22
8.729999542236328,2015-05-26
8.520000457763672,2015-05-27
8.3100004196167,2015-05-28
8.15999984741211,2015-05-29
8.369999885559082,2015-06-01
8.199999809265137,2015-06-02
8.489999771118164,2015-06-03
8.279999732971191,2015-06-04
8.25,2015-06-05
8.0600004196167,2015-06-08
7.730000019073486,2015-06-09
7.610000133514404,2015-06-10
7.900000095367432,2015-06-11
7.880000114440918,2015-06-12
7.920000076293945,2015-06-15
7.989999771118164,2015-06-16
7.829999923706055,2015-06-17
7.760000228881836,2015-06-18
7.789999961853027,2015-06-19
7.690000057220459,2015-06-22
7.519999980926514,2015-06-23
7.449999809265137,2015-06-24
7.960000038146973,2015-06-25
7.760000228881836,2015-06-26
7.909999847412109,2015-06-29
7.820000171661377,2015-06-30
7.909999847412109,2015-07-01
7.829999923706055,2015-07-02
8.130000114440918,2015-07-06
8.050000190734863,2015-07-07
8.010000228881836,2015-07-08
8.329999923706055,2015-07-09
8.949999809265137,2015-07-10
8.890000343322754,2015-07-13
9.180000305175781,2015-07-14
9.020000457763672,2015-07-15
9.020000457763672,2015-07-16
8.789999961853027,2015-07-17
8.770000457763672,2015-07-20
8.829999923706055,2015-07-21
8.979999542236328,2015-07-22
8.710000038146973,2015-07-23
8.779999732971191,2015-07-24
8.369999885559082,2015-07-27
8.270000457763672,2015-07-28
8.109999656677246,2015-07-29
8.289999961853027,2015-07-30
8.449999809265137,2015-07-31
8.40999984741211,2015-08-03
8.779999732971191,2015-08-04
8.760000228881836,2015-08-05
8.979999542236328,2015-08-06
9.149999618530273,2015-08-07
9.40999984741211,2015-08-10
9.279999732971191,2015-08-11
9.260000228881836,2015-08-12
9.350000381469727,2015-08-13
8.800000190734863,2015-08-14
9.789999961853027,2015-08-17
9.720000267028809,2015-08-18
9.699999809265137,2015-08-19
9.359999656677246,2015-08-20
9.600000381469727,2015-08-21
9.079999923706055,2015-08-24
9.09000015258789,2015-08-25
9.270000457763672,2015-08-26
9.5,2015-08-27
9.699999809265137,2015-08-28
9.420000076293945,2015-08-31
9.300000190734863,2015-09-01
9.369999885559082,2015-09-02
9.390000343322754,2015-09-03
9.210000038146973,2015-09-04
9.350000381469727,2015-09-08
9.0600004196167,2015-09-09
9.15999984741211,2015-09-10
9.25,2015-09-11
9.149999618530273,2015-09-14
9.289999961853027,2015-09-15
9.380000114440918,2015-09-16
9.770000457763672,2015-09-17
9.279999732971191,2015-09-18
9.5,2015-09-21
9.229999542236328,2015-09-22
9.220000267028809,2015-09-23
9.300000190734863,2015-09-24
9.050000190734863,2015-09-25
8.795000076293945,2015-09-28
9.020000457763672,2015-09-29
9.020000457763672,2015-09-30
9.0600004196167,2015-10-01
9.25,2015-10-02
9.0,2015-10-05
9.0600004196167,2015-10-06
9.260000228881836,2015-10-07
9.170000076293945,2015-10-08
9.1899995803833,2015-10-09
9.289999961853027,2015-10-12
9.289999961853027,2015-10-13
9.390000343322754,2015-10-14
9.40999984741211,2015-10-15
9.40999984741211,2015-10-16
9.079999923706055,2015-10-19
8.880000114440918,2015-10-20
8.739999771118164,2015-10-21
9.09000015258789,2015-10-22
9.399999618530273,2015-10-23
9.220000267028809,2015-10-26
9.130000114440918,2015-10-27
9.489999771118164,2015-10-28
9.819999694824219,2015-10-29
9.899999618530273,2015-10-30
10.029999732971191,2015-11-02
10.0,2015-11-03
10.050000190734863,2015-11-04
9.829999923706055,2015-11-05
9.890000343322754,2015-11-06
9.630000114440918,2015-11-09
9.729999542236328,2015-11-10
9.619999885559082,2015-11-11
9.210000038146973,2015-11-12
9.140000343322754,2015-11-13
8.869999885559082,2015-11-16
8.710000038146973,2015-11-17
8.9399995803833,2015-11-18
8.710000038146973,2015-11-19
8.819999694824219,2015-11-20
8.829999923706055,2015-11-23
9.239999771118164,2015-11-24
9.260000228881836,2015-11-25
9.789999961853027,2015-11-27
9.6899995803833,2015-11-30
9.75,2015-12-01
9.479999542236328,2015-12-02
9.739999771118164,2015-12-03
10.390000343322754,2015-12-04
10.229999542236328,2015-12-07
10.289999961853027,2015-12-08
10.229999542236328,2015-12-09
10.149999618530273,2015-12-10
10.0,2015-12-11
9.65999984741211,2015-12-14
9.619999885559082,2015-12-15
9.880000114440918,2015-12-16
10.569999694824219,2015-12-17
10.3100004196167,2015-12-18
10.100000381469727,2015-12-21
10.170000076293945,2015-12-22
10.359999656677246,2015-12-23
11.1899995803833,2015-12-24
11.229999542236328,2015-12-28
11.399999618530273,2015-12-29
11.100000381469727,2015-12-30
11.0,2015-12-31
10.59000015258789,2016-01-04
11.09000015258789,2016-01-05
11.100000381469727,2016-01-06
10.649999618530273,2016-01-07
10.65999984741211,2016-01-08
10.65999984741211,2016-01-11
10.539999961853027,2016-01-12
10.539999961853027,2016-01-13
10.380000114440918,2016-01-14
10.34000015258789,2016-01-15
10.5600004196167,2016-01-19
10.550000190734863,2016-01-20
10.649999618530273,2016-01-21
10.770000457763672,2016-01-22
10.640000343322754,2016-01-25
10.59000015258789,2016-01-26
10.479999542236328,2016-01-27
10.329999923706055,2016-01-28
10.319999694824219,2016-01-29
10.329999923706055,2016-02-01
10.329999923706055,2016-02-02
10.050000190734863,2016-02-03
9.949999809265137,2016-02-04
9.520000457763672,2016-02-05
9.460000038146973,2016-02-08
9.170000076293945,2016-02-09
9.25,2016-02-10
9.180000305175781,2016-02-11
9.229999542236328,2016-02-12
9.399999618530273,2016-02-16
9.649999618530273,2016-02-17
9.600000381469727,2016-02-18
9.569999694824219,2016-02-19
9.75,2016-02-22
9.529999732971191,2016-02-23
9.6899995803833,2016-02-24
9.869999885559082,2016-02-25
9.920000076293945,2016-02-26
10.010000228881836,2016-02-29
10.210000038146973,2016-03-01
10.5,2016-03-02
10.5,2016-03-03
10.510000228881836,2016-03-04
10.600000381469727,2016-03-07
10.5,2016-03-08
10.770000457763672,2016-03-09
11.029999732971191,2016-03-10
10.859999656677246,2016-03-11
10.800000190734863,2016-03-14
10.800000190734863,2016-03-15
11.010000228881836,2016-03-16
11.0,2016-03-17
10.979999542236328,2016-03-18
10.949999809265137,2016-03-21
10.84000015258789,2016-03-22
10.869999885559082,2016-03-23
10.880000114440918,2016-03-24
11.010000228881836,2016-03-28
11.539999961853027,2016-03-29
11.600000381469727,2016-03-30
11.4399995803833,2016-03-31
11.15999984741211,2016-04-01
11.479999542236328,2016-04-04
11.699999809265137,2016-04-05
11.850000381469727,2016-04-06
11.84000015258789,2016-04-07
12.229999542236328,2016-04-08
12.5,2016-04-11
12.619999885559082,2016-04-12
12.670000076293945,2016-04-13
12.5,2016-04-14
12.720000267028809,2016-04-15
12.829999923706055,2016-04-18
12.949999809265137,2016-04-19
12.649999618530273,2016-04-20
12.539999961853027,2016-04-21
12.630000114440918,2016-04-22
12.609999656677246,2016-04-25
12.859999656677246,2016-04-26
12.779999732971191,2016-04-27
13.25,2016-04-28
13.109999656677246,2016-04-29
13.359999656677246,2016-05-02
13.210000038146973,2016-05-03
12.899999618530273,2016-05-04
13.149999618530273,2016-05-05
13.430000305175781,2016-05-06
13.600000381469727,2016-05-09
13.960000038146973,2016-05-10
13.819999694824219,2016-05-11
13.789999961853027,2016-05-12
13.600000381469727,2016-05-13
13.869999885559082,2016-05-16
13.369999885559082,2016-05-17
13.890000343322754,2016-05-18
13.739999771118164,2016-05-19
13.65999984741211,2016-05-20
13.319999694824219,2016-05-23
13.84000015258789,2016-05-24
13.949999809265137,2016-05-25
14.09000015258789,2016-05-26
14.399999618530273,2016-05-27
14.899999618530273,2016-05-31
14.800000190734863,2016-06-01
14.819999694824219,2016-06-02
14.850000381469727,2016-06-03
14.869999885559082,2016-06-06
15.239999771118164,2016-06-07
15.220000267028809,2016-06-08
15.270000457763672,2016-06-09
15.119999885559082,2016-06-10
14.979999542236328,2016-06-13
14.800000190734863,2016-06-14
14.75,2016-06-15
14.609999656677246,2016-06-16
14.369999885559082,2016-06-17
14.930000305175781,2016-06-20
14.789999961853027,2016-06-21
14.699999809265137,2016-06-22
14.720000267028809,2016-06-23
14.539999961853027,2016-06-24
14.09000015258789,2016-06-27
14.3100004196167,2016-06-28
14.739999771118164,2016-06-29
15.194999694824219,2016-06-30
15.319999694824219,2016-07-01
14.970000267028809,2016-07-05
14.970000267028809,2016-07-06
14.859999656677246,2016-07-07
15.09000015258789,2016-07-08
15.220000267028809,2016-07-11
15.15999984741211,2016-07-12
15.09000015258789,2016-07-13
14.859999656677246,2016-07-14
14.8100004196167,2016-07-15
14.65999984741211,2016-07-18
14.779999732971191,2016-07-19
14.539999961853027,2016-07-20
14.40999984741211,2016-07-21
14.529999732971191,2016-07-22
14.510000228881836,2016-07-25
14.529999732971191,2016-07-26
14.539999961853027,2016-07-27
14.460000038146973,2016-07-28
14.449999809265137,2016-07-29
14.390000343322754,2016-08-01
14.470000267028809,2016-08-02
14.369999885559082,2016-08-03
14.479999542236328,2016-08-04
13.8100004196167,2016-08-05
