Date,IDTI
2014-03-13,12.07
2014-03-12,11.96
2014-03-11,12.05
2014-03-10,12.16
2014-03-07,12.31
2014-03-06,12.42
2014-03-05,12.41
2014-03-04,12.23
2014-03-03,11.8
2014-02-28,11.79
2014-02-27,12.05
2014-02-26,12.86
2014-02-25,12.79
2014-02-24,12.77
2014-02-21,12.15
2014-02-20,12.43
2014-02-19,11.94
2014-02-18,11.85
2014-02-14,11.79
2014-02-13,11.75
2014-02-12,11.77
2014-02-11,11.01
2014-02-10,10.56
2014-02-07,10.55
2014-02-06,10.19
2014-02-05,10.17
2014-02-04,10.39
2014-02-03,9.22
2014-01-31,9.65
2014-01-30,9.74
2014-01-29,9.5
2014-01-28,9.61
2014-01-27,9.66
2014-01-24,10.47
2014-01-23,10.82
2014-01-22,11.22
2014-01-21,11.01
2014-01-17,11.04
2014-01-16,10.61
2014-01-15,10.63
2014-01-14,10.4
2014-01-13,10.11
2014-01-10,10.13
2014-01-09,10.18
2014-01-08,9.92
2014-01-07,9.75
2014-01-06,9.87
2014-01-03,9.98
2014-01-02,10.03
2013-12-31,10.18
2013-12-30,10.13
2013-12-27,10.13
2013-12-26,10.12
2013-12-24,10.07
2013-12-23,10.01
2013-12-20,10.1
2013-12-19,9.94
2013-12-18,10.03
2013-12-17,10.38
2013-12-16,10.21
2013-12-13,10.0
2013-12-12,9.99
2013-12-11,10.05
2013-12-10,10.27
2013-12-09,10.3
2013-12-06,10.24
2013-12-05,10.19
2013-12-04,10.05
2013-12-03,9.98
2013-12-02,9.75
2013-11-29,9.92
2013-11-27,9.93
2013-11-26,9.81
2013-11-25,9.67
2013-11-22,9.63
2013-11-21,9.63
2013-11-20,9.44
2013-11-19,9.41
2013-11-18,9.91
2013-11-15,10.04
2013-11-14,10.05
2013-11-13,10.13
2013-11-12,9.95
2013-11-11,9.81
2013-11-08,9.77
2013-11-07,9.72
2013-11-06,10.07
2013-11-05,10.1
2013-11-04,10.18
2013-11-01,10.41
2013-10-31,10.64
2013-10-30,10.64
2013-10-29,10.6
2013-10-28,9.5
2013-10-25,9.67
2013-10-24,9.81
2013-10-23,9.64
2013-10-22,10.15
2013-10-21,10.18
2013-10-18,10.13
2013-10-17,10.03
2013-10-16,10.06
2013-10-15,9.98
2013-10-14,10.15
2013-10-11,10.01
2013-10-10,9.95
2013-10-09,9.52
2013-10-08,9.42
2013-10-07,9.5
2013-10-04,9.5
2013-10-03,9.34
2013-10-02,9.38
2013-10-01,9.41
2013-09-30,9.42
2013-09-27,9.39
2013-09-26,9.47
2013-09-25,9.44
2013-09-24,9.54
2013-09-23,9.45
2013-09-20,9.3
2013-09-19,9.26
2013-09-18,9.31
2013-09-17,9.36
2013-09-16,9.29
2013-09-13,9.32
2013-09-12,9.22
2013-09-11,9.27
2013-09-10,9.37
2013-09-09,9.25
2013-09-06,9.16
2013-09-05,9.12
2013-09-04,9.15
2013-09-03,8.87
2013-08-30,8.71
2013-08-29,8.97
2013-08-28,8.9
2013-08-27,8.32
2013-08-26,8.71
2013-08-23,8.63
2013-08-22,8.7
2013-08-21,8.69
2013-08-20,8.6
2013-08-19,8.45
2013-08-16,8.62
2013-08-15,8.52
2013-08-14,8.75
2013-08-13,8.78
2013-08-12,8.75
2013-08-09,8.59
2013-08-08,8.66
2013-08-07,8.63
2013-08-06,8.57
2013-08-05,8.71
2013-08-02,8.97
2013-08-01,9.22
2013-07-31,9.01
2013-07-30,9.0
2013-07-29,9.09
2013-07-26,9.0
2013-07-25,8.99
2013-07-24,8.87
2013-07-23,8.87
2013-07-22,8.99
2013-07-19,8.97
2013-07-18,8.99
2013-07-17,8.98
2013-07-16,8.8
2013-07-15,8.7
2013-07-12,8.58
2013-07-11,8.51
2013-07-10,8.48
2013-07-09,8.35
2013-07-08,8.3
2013-07-05,8.49
2013-07-03,8.22
2013-07-02,8.16
2013-07-01,8.1
2013-06-28,7.94
2013-06-27,7.97
2013-06-26,7.8
2013-06-25,7.88
2013-06-24,7.79
2013-06-21,8.04
2013-06-20,7.92
2013-06-19,8.35
2013-06-18,8.48
2013-06-17,8.37
2013-06-14,8.37
2013-06-13,8.34
2013-06-12,8.08
2013-06-11,8.2
2013-06-10,8.35
2013-06-07,8.38
2013-06-06,8.37
2013-06-05,8.43
2013-06-04,8.55
2013-06-03,8.62
2013-05-31,8.52
2013-05-30,8.46
2013-05-29,8.19
2013-05-28,8.2
2013-05-24,8.07
2013-05-23,8.09
2013-05-22,7.95
2013-05-21,8.12
2013-05-20,8.13
2013-05-17,8.17
2013-05-16,8.1
2013-05-15,7.81
2013-05-14,7.67
2013-05-13,7.58
2013-05-10,7.75
2013-05-09,7.64
2013-05-08,7.7
2013-05-07,7.49
2013-05-06,7.43
2013-05-03,7.27
2013-05-02,7.0
2013-05-01,6.78
2013-04-30,7.11
2013-04-29,6.93
2013-04-26,6.87
2013-04-25,7.0
2013-04-24,6.98
2013-04-23,6.94
2013-04-22,6.69
2013-04-19,6.65
2013-04-18,6.72
2013-04-17,6.85
2013-04-16,7.09
2013-04-15,6.94
2013-04-12,7.25
2013-04-11,7.38
2013-04-10,7.59
2013-04-09,7.26
2013-04-08,7.16
2013-04-05,7.08
2013-04-04,7.17
2013-04-03,7.17
2013-04-02,7.13
2013-04-01,7.25
2013-03-28,7.47
2013-03-27,7.36
2013-03-26,7.38
2013-03-25,7.36
2013-03-22,7.22
2013-03-21,7.24
2013-03-20,7.35
2013-03-19,7.21
2013-03-18,7.21
2013-03-15,7.25
2013-03-14,7.42
2013-03-13,7.01
2013-03-12,6.98
2013-03-11,6.9
2013-03-08,6.77
2013-03-07,6.73
2013-03-06,6.69
2013-03-05,6.77
2013-03-04,6.62
2013-03-01,6.65
2013-02-28,6.8
2013-02-27,6.81
2013-02-26,6.76
2013-02-25,6.77
2013-02-22,7.0
2013-02-21,6.91
2013-02-20,7.1
2013-02-19,7.36
2013-02-15,7.31
2013-02-14,7.39
2013-02-13,7.19
2013-02-12,7.26
2013-02-11,7.23
2013-02-08,7.28
2013-02-07,7.29
2013-02-06,7.38
2013-02-05,7.35
2013-02-04,7.3
2013-02-01,7.32
2013-01-31,7.23
2013-01-30,7.15
2013-01-29,7.34
2013-01-28,7.67
2013-01-25,7.76
2013-01-24,7.66
2013-01-23,7.54
2013-01-22,7.59
2013-01-18,7.66
2013-01-17,7.65
2013-01-16,7.65
2013-01-15,7.44
2013-01-14,7.5
2013-01-11,7.53
2013-01-10,7.52
2013-01-09,7.49
2013-01-08,7.41
2013-01-07,7.64
2013-01-04,7.67
2013-01-03,7.69
2013-01-02,7.58
2012-12-31,7.3
2012-12-28,7.04
2012-12-27,7.15
2012-12-26,7.1
2012-12-24,7.09
2012-12-21,7.14
2012-12-20,7.22
2012-12-19,7.08
2012-12-18,6.92
2012-12-17,6.82
2012-12-14,6.8
2012-12-13,6.75
2012-12-12,6.73
2012-12-11,6.66
2012-12-10,6.45
2012-12-07,6.4
2012-12-06,6.4
2012-12-05,6.41
2012-12-04,6.35
2012-12-03,6.31
2012-11-30,6.27
2012-11-29,6.22
2012-11-28,6.01
2012-11-27,6.03
2012-11-26,6.06
2012-11-23,6.03
2012-11-21,5.93
2012-11-20,5.82
2012-11-19,5.82
2012-11-16,5.5
2012-11-15,5.52
2012-11-14,5.66
2012-11-13,5.75
2012-11-12,5.76
2012-11-09,5.85
2012-11-08,5.73
2012-11-07,5.8
2012-11-06,6.0
2012-11-05,5.97
2012-11-02,5.82
2012-11-01,5.9
2012-10-31,5.44
2012-10-26,5.58
2012-10-25,5.64
2012-10-24,5.59
2012-10-23,5.76
2012-10-22,5.69
2012-10-19,5.78
2012-10-18,6.01
2012-10-17,6.01
2012-10-16,5.99
2012-10-15,5.84
2012-10-12,5.59
2012-10-11,5.71
2012-10-10,5.64
2012-10-09,5.71
2012-10-08,5.78
2012-10-05,5.83
2012-10-04,5.79
2012-10-03,5.79
2012-10-02,5.78
2012-10-01,5.79
2012-09-28,5.87
2012-09-27,6.08
2012-09-26,5.89
2012-09-25,5.92
2012-09-24,6.06
2012-09-21,6.09
2012-09-20,6.15
2012-09-19,6.28
2012-09-18,6.35
2012-09-17,6.37
2012-09-14,6.37
2012-09-13,6.21
2012-09-12,6.06
2012-09-11,5.88
2012-09-10,5.79
2012-09-07,5.7
2012-09-06,5.83
2012-09-05,5.32
2012-09-04,5.38
2012-08-31,5.32
2012-08-30,5.3
2012-08-29,5.28
2012-08-28,5.17
2012-08-27,5.17
2012-08-24,5.31
2012-08-23,5.21
2012-08-22,5.3
2012-08-21,5.36
2012-08-20,5.43
2012-08-17,5.49
2012-08-16,5.52
2012-08-15,5.46
2012-08-14,5.4
2012-08-13,5.52
2012-08-10,5.52
2012-08-09,5.63
2012-08-08,5.49
2012-08-07,5.52
2012-08-06,5.43
2012-08-03,5.08
2012-08-02,5.12
2012-08-01,5.08
2012-07-31,5.04
2012-07-30,4.97
2012-07-27,5.03
2012-07-26,4.89
2012-07-25,4.71
2012-07-24,4.75
2012-07-23,4.78
2012-07-20,4.84
2012-07-19,5.05
2012-07-18,5.05
2012-07-17,4.92
2012-07-16,4.88
2012-07-13,4.94
2012-07-12,4.91
2012-07-11,5.05
2012-07-10,5.16
2012-07-09,5.27
2012-07-06,5.37
2012-07-05,5.64
2012-07-03,5.66
2012-07-02,5.55
2012-06-29,5.62
2012-06-28,5.45
2012-06-27,5.47
2012-06-26,5.3
2012-06-25,5.41
2012-06-22,5.73
2012-06-21,5.51
2012-06-20,5.58
2012-06-19,5.41
2012-06-18,5.45
2012-06-15,5.48
2012-06-14,5.31
2012-06-13,5.38
2012-06-12,5.41
2012-06-11,5.2
2012-06-08,5.33
2012-06-07,5.25
2012-06-06,5.36
2012-06-05,5.25
2012-06-04,5.13
2012-06-01,5.3
2012-05-31,5.49
2012-05-30,5.45
2012-05-29,5.58
2012-05-25,5.52
2012-05-24,5.48
2012-05-23,5.49
2012-05-22,5.45
2012-05-21,5.62
2012-05-18,5.36
2012-05-17,5.54
2012-05-16,5.63
2012-05-15,5.73
2012-05-14,5.77
2012-05-11,5.86
2012-05-10,5.89
2012-05-09,5.91
2012-05-08,5.96
2012-05-07,6.0
2012-05-04,5.98
2012-05-03,6.03
2012-05-02,6.18
2012-05-01,6.13
2012-04-30,6.78
2012-04-27,6.67
2012-04-26,6.67
2012-04-25,6.61
2012-04-24,6.47
2012-04-23,6.56
2012-04-20,6.83
2012-04-19,7.0
2012-04-18,6.9
2012-04-17,6.89
2012-04-16,6.78
2012-04-13,6.79
2012-04-12,7.08
2012-04-11,6.93
2012-04-10,6.66
2012-04-09,6.75
2012-04-05,6.96
2012-04-04,6.97
2012-04-03,7.09
2012-04-02,7.13
2012-03-30,7.15
2012-03-29,7.19
2012-03-28,7.26
2012-03-27,7.42
2012-03-26,7.37
2012-03-23,7.21
2012-03-22,7.1
2012-03-21,7.14
2012-03-20,7.18
2012-03-19,7.23
2012-03-16,7.22
2012-03-15,7.35
2012-03-14,6.97
2012-03-13,6.98
2012-03-12,6.81
2012-03-09,6.83
2012-03-08,6.74
2012-03-07,6.42
2012-03-06,6.4
2012-03-05,6.41
2012-03-02,6.56
2012-03-01,6.82
2012-02-29,6.91
2012-02-28,6.86
2012-02-27,6.77
2012-02-24,6.75
2012-02-23,6.81
2012-02-22,6.8
2012-02-21,6.78
2012-02-17,6.98
2012-02-16,7.03
2012-02-15,6.81
2012-02-14,6.79
2012-02-13,6.72
2012-02-10,6.68
2012-02-09,6.7
2012-02-08,6.77
2012-02-07,6.6
2012-02-06,6.58
2012-02-03,6.67
2012-02-02,6.42
2012-02-01,6.43
2012-01-31,6.33
2012-01-30,6.64
2012-01-27,6.56
2012-01-26,6.55
2012-01-25,6.48
2012-01-24,6.5
2012-01-23,6.4
2012-01-20,6.4
2012-01-19,6.29
2012-01-18,6.22
2012-01-17,5.74
2012-01-13,5.68
2012-01-12,5.96
2012-01-11,5.82
2012-01-10,5.69
2012-01-09,5.62
2012-01-06,5.48
2012-01-05,5.59
2012-01-04,5.63
2012-01-03,5.7
2011-12-30,5.46
2011-12-29,5.41
2011-12-28,5.35
2011-12-27,5.56
2011-12-23,5.59
2011-12-22,5.62
2011-12-21,5.53
2011-12-20,5.64
2011-12-19,5.24
2011-12-16,5.46
2011-12-15,5.4
2011-12-14,5.33
2011-12-13,5.41
2011-12-12,5.63
2011-12-09,5.88
2011-12-08,5.7
2011-12-07,6.03
2011-12-06,6.06
2011-12-05,6.0
2011-12-02,5.84
2011-12-01,5.79
2011-11-30,5.8
2011-11-29,5.34
2011-11-28,5.44
2011-11-25,5.17
2011-11-23,5.31
2011-11-22,5.52
2011-11-21,5.58
2011-11-18,5.8
2011-11-17,5.87
2011-11-16,6.09
2011-11-15,6.15
2011-11-14,5.94
2011-11-11,6.12
2011-11-10,5.94
2011-11-09,5.95
2011-11-08,6.41
2011-11-07,6.29
2011-11-04,6.38
2011-11-03,6.38
2011-11-02,6.06
2011-11-01,5.89
2011-10-31,6.08
2011-10-28,6.24
2011-10-27,6.35
2011-10-26,5.96
2011-10-25,5.71
2011-10-24,5.78
2011-10-21,5.58
2011-10-20,5.44
2011-10-19,5.43
2011-10-18,5.72
2011-10-17,5.55
2011-10-14,5.89
2011-10-13,5.78
2011-10-12,5.64
2011-10-11,5.56
2011-10-10,5.61
2011-10-07,5.39
2011-10-06,5.46
2011-10-05,5.28
2011-10-04,5.16
2011-10-03,4.72
2011-09-30,5.15
2011-09-29,5.22
2011-09-28,5.28
2011-09-27,5.61
2011-09-26,5.69
2011-09-23,5.72
2011-09-22,5.52
2011-09-21,5.66
2011-09-20,5.84
2011-09-19,6.0
2011-09-16,6.09
2011-09-15,6.35
2011-09-14,6.26
2011-09-13,5.89
2011-09-12,5.79
2011-09-09,5.58
2011-09-08,5.56
2011-09-07,5.62
2011-09-06,5.4
2011-09-02,5.4
2011-09-01,5.65
2011-08-31,5.66
2011-08-30,5.74
2011-08-29,5.9
2011-08-26,5.6
2011-08-25,5.45
2011-08-24,5.7
2011-08-23,5.77
2011-08-22,5.39
2011-08-19,5.35
2011-08-18,5.41
2011-08-17,5.74
2011-08-16,5.75
2011-08-15,6.01
2011-08-12,5.73
2011-08-11,5.93
2011-08-10,5.45
2011-08-09,5.7
2011-08-08,5.17
2011-08-05,5.65
2011-08-04,5.74
2011-08-03,6.26
2011-08-02,6.06
2011-08-01,6.71
2011-07-29,6.84
2011-07-28,6.89
2011-07-27,6.96
2011-07-26,7.3
2011-07-25,7.38
2011-07-22,7.57
2011-07-21,7.44
2011-07-20,7.27
2011-07-19,7.41
2011-07-18,7.12
2011-07-15,7.3
2011-07-14,7.24
2011-07-13,7.22
2011-07-12,7.29
2011-07-11,7.63
2011-07-08,7.89
2011-07-07,8.05
2011-07-06,7.93
2011-07-05,8.02
2011-07-01,8.07
2011-06-30,7.86
2011-06-29,7.69
2011-06-28,7.68
2011-06-27,7.54
2011-06-24,7.5
2011-06-23,7.59
2011-06-22,7.46
2011-06-21,7.5
2011-06-20,7.31
2011-06-17,7.32
2011-06-16,7.42
2011-06-15,7.54
2011-06-14,7.92
2011-06-13,7.68
2011-06-10,7.72
2011-06-09,7.82
2011-06-08,7.57
2011-06-07,7.76
2011-06-06,7.69
2011-06-03,7.77
2011-06-02,8.08
2011-06-01,7.93
2011-05-31,8.39
2011-05-27,8.19
2011-05-26,8.12
2011-05-25,8.0
2011-05-24,7.98
2011-05-23,8.14
2011-05-20,8.4
2011-05-19,8.49
2011-05-18,8.52
2011-05-17,8.29
2011-05-16,8.33
2011-05-13,8.49
2011-05-12,8.64
2011-05-11,8.4
2011-05-10,8.53
2011-05-09,8.22
2011-05-06,8.06
2011-05-05,7.9
2011-05-04,7.87
2011-05-03,7.83
2011-05-02,8.0
2011-04-29,8.13
2011-04-28,7.99
2011-04-27,7.94
2011-04-26,7.86
2011-04-25,7.56
2011-04-21,7.58
2011-04-20,7.52
2011-04-19,7.1
2011-04-18,7.04
2011-04-15,7.25
2011-04-14,7.13
2011-04-13,7.21
2011-04-12,7.11
2011-04-11,7.3
2011-04-08,7.54
2011-04-07,7.64
2011-04-06,7.67
2011-04-05,7.43
2011-04-04,7.24
2011-04-01,7.34
2011-03-31,7.38
2011-03-30,7.54
2011-03-29,7.51
2011-03-28,7.36
2011-03-25,7.47
2011-03-24,7.37
2011-03-23,7.12
2011-03-22,7.06
2011-03-21,7.13
2011-03-18,6.94
2011-03-17,6.78
2011-03-16,6.96
2011-03-15,6.89
2011-03-14,7.06
2011-03-11,7.08
2011-03-10,7.18
2011-03-09,7.46
2011-03-08,7.58
2011-03-07,7.6
2011-03-04,7.82
2011-03-03,7.9
2011-03-02,7.68
2011-03-01,7.46
2011-02-28,7.75
2011-02-25,7.85
2011-02-24,7.69
2011-02-23,7.61
2011-02-22,7.69
2011-02-18,8.25
2011-02-17,8.39
2011-02-16,7.97
2011-02-15,7.88
2011-02-14,7.81
2011-02-11,7.59
2011-02-10,7.5
2011-02-09,7.63
2011-02-08,7.61
2011-02-07,7.63
2011-02-04,7.67
2011-02-03,7.27
2011-02-02,7.26
2011-02-01,7.08
2011-01-31,6.38
2011-01-28,6.28
2011-01-27,6.59
2011-01-26,6.5
2011-01-25,6.54
2011-01-24,6.46
2011-01-21,6.28
2011-01-20,6.4
2011-01-19,6.51
2011-01-18,6.79
2011-01-14,6.88
2011-01-13,6.85
2011-01-12,6.76
2011-01-11,6.74
2011-01-10,6.67
2011-01-07,6.66
2011-01-06,6.72
2011-01-05,6.64
2011-01-04,6.65
2011-01-03,6.73
2010-12-31,6.66
2010-12-30,6.73
2010-12-29,6.73
2010-12-28,6.73
2010-12-27,6.84
2010-12-23,6.71
2010-12-22,6.7
2010-12-21,6.64
2010-12-20,6.72
2010-12-17,6.74
2010-12-16,6.87
2010-12-15,6.9
2010-12-14,6.99
2010-12-13,7.07
2010-12-10,7.1
2010-12-09,7.16
2010-12-08,7.23
2010-12-07,6.93
2010-12-06,6.86
2010-12-03,7.04
2010-12-02,6.98
2010-12-01,6.65
2010-11-30,6.43
2010-11-29,6.5
2010-11-26,6.6
2010-11-24,6.61
2010-11-23,6.3
2010-11-22,6.6
2010-11-19,6.42
2010-11-18,6.42
2010-11-17,6.25
2010-11-16,6.15
2010-11-15,6.33
2010-11-12,6.14
2010-11-11,6.15
2010-11-10,6.3
2010-11-09,6.24
2010-11-08,6.35
2010-11-05,6.32
2010-11-04,6.19
2010-11-03,5.95
2010-11-02,5.91
2010-11-01,5.86
2010-10-29,5.9
2010-10-28,5.76
2010-10-27,5.72
2010-10-26,5.79
2010-10-25,5.95
2010-10-22,5.99
2010-10-21,5.89
2010-10-20,6.02
2010-10-19,5.95
2010-10-18,6.1
2010-10-15,6.12
2010-10-14,6.04
2010-10-13,6.09
2010-10-12,6.09
2010-10-11,6.07
2010-10-08,6.04
2010-10-07,5.97
2010-10-06,5.96
2010-10-05,5.94
2010-10-04,5.7
2010-10-01,5.92
2010-09-30,5.85
2010-09-29,5.76
2010-09-28,5.79
2010-09-27,5.65
2010-09-24,5.7
2010-09-23,5.37
2010-09-22,5.37
2010-09-21,5.47
2010-09-20,5.46
2010-09-17,5.44
2010-09-16,5.38
2010-09-15,5.29
2010-09-14,5.31
2010-09-13,5.3
2010-09-10,5.29
2010-09-09,5.37
2010-09-08,5.37
2010-09-07,5.38
2010-09-03,5.63
2010-09-02,5.66
2010-09-01,5.34
2010-08-31,5.12
2010-08-30,5.12
2010-08-27,5.25
2010-08-26,5.1
2010-08-25,5.26
2010-08-24,5.12
2010-08-23,5.19
2010-08-20,5.28
2010-08-19,5.36
2010-08-18,5.47
2010-08-17,5.34
2010-08-16,5.33
2010-08-13,5.3
2010-08-12,5.3
2010-08-11,5.47
2010-08-10,5.59
2010-08-09,5.88
2010-08-06,5.75
2010-08-05,5.74
2010-08-04,5.75
2010-08-03,5.74
2010-08-02,5.83
2010-07-30,5.81
2010-07-29,5.88
2010-07-28,6.07
2010-07-27,6.22
2010-07-26,5.63
2010-07-23,5.46
2010-07-22,5.32
2010-07-21,5.1
2010-07-20,5.2
2010-07-19,5.21
2010-07-16,5.09
2010-07-15,5.31
2010-07-14,5.33
2010-07-13,5.2
2010-07-12,5.21
2010-07-09,5.2
2010-07-08,5.16
2010-07-07,5.17
2010-07-06,4.87
2010-07-02,4.95
2010-07-01,5.03
2010-06-30,4.95
2010-06-29,5.12
2010-06-28,5.4
2010-06-25,5.34
2010-06-24,5.21
2010-06-23,5.36
2010-06-22,5.39
2010-06-21,5.56
2010-06-18,5.59
2010-06-17,5.66
2010-06-16,5.58
2010-06-15,5.61
2010-06-14,5.45
2010-06-11,5.44
2010-06-10,5.39
2010-06-09,5.19
2010-06-08,5.21
2010-06-07,5.28
2010-06-04,5.53
2010-06-03,5.84
2010-06-02,5.71
2010-06-01,5.7
2010-05-28,5.84
2010-05-27,5.86
2010-05-26,5.6
2010-05-25,5.59
2010-05-24,5.56
2010-05-21,5.66
2010-05-20,5.63
2010-05-19,5.85
2010-05-18,5.79
2010-05-17,5.9
2010-05-14,5.75
2010-05-13,6.01
2010-05-12,6.16
2010-05-11,5.91
2010-05-10,5.83
2010-05-07,5.65
2010-05-06,5.72
2010-05-05,6.0
2010-05-04,6.64
2010-05-03,6.81
2010-04-30,6.61
2010-04-29,6.99
2010-04-28,6.86
2010-04-27,6.81
2010-04-26,7.05
2010-04-23,7.03
2010-04-22,6.98
2010-04-21,6.92
2010-04-20,7.08
2010-04-19,6.79
2010-04-16,6.76
2010-04-15,6.78
2010-04-14,6.82
2010-04-13,6.31
2010-04-12,6.25
2010-04-09,6.35
2010-04-08,6.27
2010-04-07,6.45
2010-04-06,6.35
2010-04-05,6.32
2010-04-01,6.17
2010-03-31,6.13
2010-03-30,6.2
2010-03-29,6.19
2010-03-26,6.07
2010-03-25,6.2
2010-03-24,6.24
2010-03-23,6.43
2010-03-22,6.43
2010-03-19,6.21
2010-03-18,6.23
2010-03-17,6.18
2010-03-16,6.12
2010-03-15,5.96
2010-03-12,5.99
2010-03-11,5.93
2010-03-10,5.96
2010-03-09,5.86
2010-03-08,5.9
2010-03-05,5.78
2010-03-04,5.78
2010-03-03,5.62
2010-03-02,5.65
2010-03-01,5.57
2010-02-26,5.47
2010-02-25,5.51
2010-02-24,5.58
2010-02-23,5.51
2010-02-22,5.64
2010-02-19,5.7
2010-02-18,5.72
2010-02-17,5.78
2010-02-16,5.71
2010-02-12,5.58
2010-02-11,5.53
2010-02-10,5.46
2010-02-09,5.41
2010-02-08,5.36
2010-02-05,5.53
2010-02-04,5.61
2010-02-03,5.86
2010-02-02,5.94
2010-02-01,5.87
2010-01-29,5.67
2010-01-28,5.86
2010-01-27,6.07
2010-01-26,6.45
2010-01-25,6.45
2010-01-22,6.36
2010-01-21,6.58
2010-01-20,6.64
2010-01-19,6.67
2010-01-15,6.59
2010-01-14,6.76
2010-01-13,6.69
2010-01-12,6.58
2010-01-11,6.78
2010-01-08,6.77
2010-01-07,6.74
2010-01-06,6.71
2010-01-05,6.61
2010-01-04,6.6
2009-12-31,6.47
2009-12-30,6.51
2009-12-29,6.3
2009-12-28,6.32
2009-12-24,6.3
2009-12-23,6.23
2009-12-22,6.23
2009-12-21,6.16
2009-12-18,6.01
2009-12-17,5.93
2009-12-16,6.06
2009-12-15,5.94
2009-12-14,6.0
2009-12-11,5.93
2009-12-10,5.99
2009-12-09,6.05
2009-12-08,6.19
2009-12-07,6.12
2009-12-04,6.13
2009-12-03,5.69
2009-12-02,5.82
2009-12-01,5.86
2009-11-30,5.66
2009-11-27,5.82
2009-11-25,5.89
2009-11-24,5.9
2009-11-23,6.01
2009-11-20,5.97
2009-11-19,5.94
2009-11-18,6.1
2009-11-17,6.19
2009-11-16,6.24
2009-11-13,6.0
2009-11-12,5.95
2009-11-11,6.05
2009-11-10,5.94
2009-11-09,5.99
2009-11-06,5.86
2009-11-05,5.93
2009-11-04,5.84
2009-11-03,5.75
2009-11-02,5.85
2009-10-30,5.88
2009-10-29,6.07
2009-10-28,5.92
2009-10-27,6.14
2009-10-26,6.16
2009-10-23,6.17
2009-10-22,6.38
2009-10-21,6.33
2009-10-20,6.4
2009-10-19,6.46
2009-10-16,6.42
2009-10-15,6.61
2009-10-14,6.81
2009-10-13,6.57
2009-10-12,6.59
2009-10-09,6.54
2009-10-08,6.31
2009-10-07,6.37
2009-10-06,6.41
2009-10-05,6.31
2009-10-02,6.2
2009-10-01,6.41
2009-09-30,6.76
2009-09-29,6.68
2009-09-28,6.69
2009-09-25,6.6
2009-09-24,6.68
2009-09-23,6.81
2009-09-22,6.82
2009-09-21,6.9
2009-09-18,6.8
2009-09-17,6.83
2009-09-16,6.9
2009-09-15,6.9
2009-09-14,6.99
2009-09-11,6.99
2009-09-10,7.24
2009-09-09,7.29
2009-09-08,7.1
2009-09-04,6.97
2009-09-03,6.78
2009-09-02,6.66
2009-09-01,6.65
2009-08-31,6.83
2009-08-28,7.01
2009-08-27,6.84
2009-08-26,6.81
2009-08-25,6.63
2009-08-24,6.66
2009-08-21,6.73
2009-08-20,6.66
2009-08-19,6.7
2009-08-18,6.66
2009-08-17,6.36
2009-08-14,6.65
2009-08-13,6.72
2009-08-12,6.56
2009-08-11,6.45
2009-08-10,6.53
2009-08-07,6.6
2009-08-06,6.59
2009-08-05,6.75
2009-08-04,6.8
2009-08-03,6.74
2009-07-31,6.77
2009-07-30,6.76
2009-07-29,6.62
2009-07-28,6.55
2009-07-27,6.6
2009-07-24,6.64
2009-07-23,6.6
2009-07-22,6.59
2009-07-21,6.4
2009-07-20,6.42
2009-07-17,6.52
2009-07-16,6.43
2009-07-15,6.37
2009-07-14,6.0
2009-07-13,5.98
2009-07-10,5.82
2009-07-09,5.91
2009-07-08,5.8
2009-07-07,5.84
2009-07-06,6.04
2009-07-02,6.21
2009-07-01,6.24
2009-06-30,6.04
2009-06-29,6.0
2009-06-26,6.03
2009-06-25,5.91
2009-06-24,5.88
2009-06-23,5.76
2009-06-22,5.93
2009-06-19,6.13
2009-06-18,6.1
2009-06-17,6.27
2009-06-16,6.08
2009-06-15,6.26
2009-06-12,6.48
2009-06-11,6.62
2009-06-10,6.41
2009-06-09,5.96
2009-06-08,5.55
2009-06-05,5.66
2009-06-04,5.64
2009-06-03,5.57
2009-06-02,5.51
2009-06-01,5.79
2009-05-29,5.6
2009-05-28,5.65
2009-05-27,5.52
2009-05-26,5.46
2009-05-22,5.44
2009-05-21,5.3
2009-05-20,5.26
2009-05-19,5.44
2009-05-18,5.16
2009-05-15,5.04
2009-05-14,5.05
2009-05-13,4.93
2009-05-12,5.06
2009-05-11,5.19
2009-05-08,5.44
2009-05-07,5.43
2009-05-06,5.85
2009-05-05,5.81
2009-05-04,5.75
2009-05-01,5.49
2009-04-30,5.43
2009-04-29,5.27
2009-04-28,5.02
2009-04-27,5.05
2009-04-24,4.99
2009-04-23,4.97
2009-04-22,5.19
2009-04-21,5.05
2009-04-20,5.0
2009-04-17,5.31
2009-04-16,5.18
2009-04-15,4.77
2009-04-14,4.84
2009-04-13,4.86
2009-04-09,4.9
2009-04-08,4.58
2009-04-07,4.54
2009-04-06,4.72
2009-04-03,4.84
2009-04-02,4.67
2009-04-01,4.63
2009-03-31,4.55
2009-03-30,4.56
2009-03-27,4.82
2009-03-26,4.82
2009-03-25,4.47
2009-03-24,4.59
2009-03-23,5.02
2009-03-20,4.72
2009-03-19,5.07
2009-03-18,5.19
2009-03-17,5.1
2009-03-16,4.84
2009-03-13,4.95
2009-03-12,5.03
2009-03-11,4.88
2009-03-10,4.49
2009-03-09,4.13
2009-03-06,4.21
2009-03-05,4.19
2009-03-04,4.41
2009-03-03,4.25
2009-03-02,4.12
2009-02-27,4.48
2009-02-26,4.52
2009-02-25,4.67
2009-02-24,4.64
