GILD,Date
0.4656374752521515,1992-01-22
0.5058773756027222,1992-01-23
0.5116264224052429,1992-01-24
0.5518662929534912,1992-01-27
0.5403689742088318,1992-01-28
0.5001292824745178,1992-01-29
0.44839128851890564,1992-01-30
0.4771347641944885,1992-01-31
0.4713858366012573,1992-02-03
0.5001292824745178,1992-02-04
0.4886319935321808,1992-02-05
0.5058773756027222,1992-02-06
0.4771347641944885,1992-02-07
0.4541403651237488,1992-02-10
0.4138997197151184,1992-02-11
0.41964858770370483,1992-02-12
0.40815144777297974,1992-02-13
0.3937794268131256,1992-02-14
0.36216267943382263,1992-02-18
0.3736599087715149,1992-02-19
0.41964858770370483,1992-02-20
0.43689414858818054,1992-02-21
0.4426431953907013,1992-02-24
0.4024025797843933,1992-02-25
0.4024025797843933,1992-02-26
0.40815144777297974,1992-02-27
0.40815144777297974,1992-02-28
0.3736599087715149,1992-03-02
0.3966541886329651,1992-03-03
0.4024025797843933,1992-03-04
0.3909051716327667,1992-03-05
0.3794081509113312,1992-03-06
0.4024025797843933,1992-03-09
0.43114590644836426,1992-03-10
0.40815144777297974,1992-03-11
0.3966541886329651,1992-03-12
0.3909051716327667,1992-03-13
0.38515719771385193,1992-03-16
0.38515719771385193,1992-03-17
0.38803112506866455,1992-03-18
0.4426431953907013,1992-03-19
0.3909051716327667,1992-03-20
0.3966541886329651,1992-03-23
0.3909051716327667,1992-03-24
0.3909051716327667,1992-03-25
0.3909051716327667,1992-03-26
0.350665420293808,1992-03-27
0.3736599087715149,1992-03-30
0.3794081509113312,1992-03-31
0.359287828207016,1992-04-01
0.34491637349128723,1992-04-02
0.350665420293808,1992-04-03
0.35641372203826904,1992-04-06
0.2989276349544525,1992-04-07
0.30467650294303894,1992-04-08
0.31617382168769836,1992-04-09
0.3104248046875,1992-04-10
0.28743040561676025,1992-04-13
0.28743040561676025,1992-04-14
0.28743040561676025,1992-04-15
0.2701849341392517,1992-04-16
0.2529386878013611,1992-04-20
0.25868773460388184,1992-04-21
0.2529386878013611,1992-04-22
0.2701849341392517,1992-04-23
0.2701849341392517,1992-04-24
0.25868773460388184,1992-04-27
0.27305909991264343,1992-04-28
0.2644359767436981,1992-04-29
0.2989276349544525,1992-04-30
0.28743040561676025,1992-05-01
0.3075507581233978,1992-05-04
0.3219219744205475,1992-05-05
0.33341917395591736,1992-05-06
0.33341917395591736,1992-05-07
0.3104248046875,1992-05-08
0.31617382168769836,1992-05-11
0.29317930340766907,1992-05-12
0.2759331464767456,1992-05-13
0.2529386878013611,1992-05-14
0.2644359767436981,1992-05-15
0.25868773460388184,1992-05-18
0.25868773460388184,1992-05-19
0.2759331464767456,1992-05-20
0.2989276349544525,1992-05-21
0.2989276349544525,1992-05-22
0.28168216347694397,1992-05-26
0.2759331464767456,1992-05-27
0.2759331464767456,1992-05-28
0.28168216347694397,1992-05-29
0.2644359767436981,1992-06-01
0.2759331464767456,1992-06-02
0.28168216347694397,1992-06-03
0.28168216347694397,1992-06-04
0.2759331464767456,1992-06-05
0.2759331464767456,1992-06-08
0.2644359767436981,1992-06-09
0.2644359767436981,1992-06-10
0.2701849341392517,1992-06-11
0.22994427382946014,1992-06-12
0.24719050526618958,1992-06-15
0.23856738209724426,1992-06-16
0.2356933206319809,1992-06-17
0.24719050526618958,1992-06-18
0.24719050526618958,1992-06-19
0.22994427382946014,1992-06-22
0.2356933206319809,1992-06-23
0.22994427382946014,1992-06-24
0.24719050526618958,1992-06-25
0.2529386878013611,1992-06-26
0.2356933206319809,1992-06-29
0.28168216347694397,1992-06-30
0.2759331464767456,1992-07-01
0.2759331464767456,1992-07-02
0.2701849341392517,1992-07-06
0.28743040561676025,1992-07-07
0.28168216347694397,1992-07-08
0.2989276349544525,1992-07-09
0.2989276349544525,1992-07-10
0.28743040561676025,1992-07-13
0.28743040561676025,1992-07-14
0.29317930340766907,1992-07-15
0.28743040561676025,1992-07-16
0.2989276349544525,1992-07-17
0.2989276349544525,1992-07-20
0.2989276349544525,1992-07-21
0.29317930340766907,1992-07-22
0.28168216347694397,1992-07-23
0.28743040561676025,1992-07-24
0.2759331464767456,1992-07-27
0.2759331464767456,1992-07-28
0.2759331464767456,1992-07-29
0.2759331464767456,1992-07-30
0.2759331464767456,1992-07-31
0.2845563292503357,1992-08-03
0.2759331464767456,1992-08-04
0.2644359767436981,1992-08-05
0.2558128237724304,1992-08-06
0.2558128237724304,1992-08-07
0.2356933206319809,1992-08-10
0.2356933206319809,1992-08-11
0.2356933206319809,1992-08-12
0.24719050526618958,1992-08-13
0.24719050526618958,1992-08-14
0.24719050526618958,1992-08-17
0.24719050526618958,1992-08-18
0.2356933206319809,1992-08-19
0.23856738209724426,1992-08-20
0.241441547870636,1992-08-21
0.24719050526618958,1992-08-24
0.2356933206319809,1992-08-25
0.22994427382946014,1992-08-26
0.22994427382946014,1992-08-27
0.22994427382946014,1992-08-28
0.22994427382946014,1992-08-31
0.2328183948993683,1992-09-01
0.241441547870636,1992-09-02
0.241441547870636,1992-09-03
0.2356933206319809,1992-09-04
0.23856738209724426,1992-09-08
0.23856738209724426,1992-09-09
0.23856738209724426,1992-09-10
0.241441547870636,1992-09-11
0.241441547870636,1992-09-14
0.241441547870636,1992-09-15
0.24431560933589935,1992-09-16
0.2529386878013611,1992-09-17
0.241441547870636,1992-09-18
0.241441547870636,1992-09-21
0.241441547870636,1992-09-22
0.24719050526618958,1992-09-23
0.2529386878013611,1992-09-24
0.25868773460388184,1992-09-25
0.25868773460388184,1992-09-28
0.24719050526618958,1992-09-29
0.25868773460388184,1992-09-30
0.2529386878013611,1992-10-01
0.2529386878013611,1992-10-02
0.2529386878013611,1992-10-05
0.241441547870636,1992-10-06
0.25868773460388184,1992-10-07
0.25868773460388184,1992-10-08
0.25868773460388184,1992-10-09
0.25868773460388184,1992-10-12
0.2644359767436981,1992-10-13
0.25868773460388184,1992-10-14
0.25868773460388184,1992-10-15
0.25868773460388184,1992-10-16
0.2759331464767456,1992-10-19
0.2701849341392517,1992-10-20
0.27880728244781494,1992-10-21
0.28743040561676025,1992-10-22
0.28743040561676025,1992-10-23
0.3075507581233978,1992-10-26
0.3190478980541229,1992-10-27
0.3219219744205475,1992-10-28
0.3219219744205475,1992-10-29
0.31617382168769836,1992-10-30
0.31617382168769836,1992-11-02
0.32767096161842346,1992-11-03
0.31617382168769836,1992-11-04
0.30467650294303894,1992-11-05
0.2989276349544525,1992-11-06
0.31617382168769836,1992-11-09
0.3219219744205475,1992-11-10
0.32767096161842346,1992-11-11
0.33916816115379333,1992-11-12
0.33341917395591736,1992-11-13
0.33341917395591736,1992-11-16
0.33341917395591736,1992-11-17
0.31617382168769836,1992-11-18
0.31617382168769836,1992-11-19
0.3104248046875,1992-11-20
0.3104248046875,1992-11-23
0.2989276349544525,1992-11-24
0.3219219744205475,1992-11-25
0.3219219744205475,1992-11-27
0.36216267943382263,1992-11-30
0.36216267943382263,1992-12-01
0.34491637349128723,1992-12-02
0.35641372203826904,1992-12-03
0.35641372203826904,1992-12-04
0.36216267943382263,1992-12-07
0.3736599087715149,1992-12-08
0.36216267943382263,1992-12-09
0.33916816115379333,1992-12-10
0.3219219744205475,1992-12-11
0.31617382168769836,1992-12-14
0.3219219744205475,1992-12-15
0.3219219744205475,1992-12-16
0.3794081509113312,1992-12-17
0.35641372203826904,1992-12-18
0.34491637349128723,1992-12-21
0.34204232692718506,1992-12-22
0.36216267943382263,1992-12-23
0.36216267943382263,1992-12-24
0.3794081509113312,1992-12-28
0.38515719771385193,1992-12-29
0.4138997197151184,1992-12-30
0.4426431953907013,1992-12-31
0.41964858770370483,1993-01-04
0.41964858770370483,1993-01-05
0.43689414858818054,1993-01-06
0.4138997197151184,1993-01-07
0.4253968894481659,1993-01-08
0.4253968894481659,1993-01-11
0.41964858770370483,1993-01-12
0.4253968894481659,1993-01-13
0.43976831436157227,1993-01-14
0.43114590644836426,1993-01-15
0.43689414858818054,1993-01-18
0.4253968894481659,1993-01-19
0.4253968894481659,1993-01-20
0.4282710552215576,1993-01-21
0.4253968894481659,1993-01-22
0.4138997197151184,1993-01-25
0.41964858770370483,1993-01-26
0.40815144777297974,1993-01-27
0.38515719771385193,1993-01-28
0.3966541886329651,1993-01-29
0.3966541886329651,1993-02-01
0.3794081509113312,1993-02-02
0.36216267943382263,1993-02-03
0.3219219744205475,1993-02-04
0.34491637349128723,1993-02-05
0.350665420293808,1993-02-08
0.36791086196899414,1993-02-09
0.33916816115379333,1993-02-10
0.34491637349128723,1993-02-11
0.33916816115379333,1993-02-12
0.296053409576416,1993-02-16
0.28168216347694397,1993-02-17
0.2759331464767456,1993-02-18
0.2701849341392517,1993-02-19
0.25868773460388184,1993-02-22
0.24719050526618958,1993-02-23
0.28168216347694397,1993-02-24
0.2989276349544525,1993-02-25
0.3219219744205475,1993-02-26
0.3132988512516022,1993-03-01
0.3132988512516022,1993-03-02
0.3219219744205475,1993-03-03
0.31617382168769836,1993-03-04
0.3219219744205475,1993-03-05
0.3104248046875,1993-03-08
0.3075507581233978,1993-03-09
0.2989276349544525,1993-03-10
0.2989276349544525,1993-03-11
0.3018016815185547,1993-03-12
0.3104248046875,1993-03-15
0.33341917395591736,1993-03-16
0.31617382168769836,1993-03-17
0.3104248046875,1993-03-18
0.30467650294303894,1993-03-19
0.30467650294303894,1993-03-22
0.30467650294303894,1993-03-23
0.28168216347694397,1993-03-24
0.2644359767436981,1993-03-25
0.2644359767436981,1993-03-26
0.2644359767436981,1993-03-29
0.25868773460388184,1993-03-30
0.28168216347694397,1993-03-31
0.28743040561676025,1993-04-01
0.27880728244781494,1993-04-02
0.2759331464767456,1993-04-05
0.2759331464767456,1993-04-06
0.2759331464767456,1993-04-07
0.2759331464767456,1993-04-08
0.28743040561676025,1993-04-12
0.29317930340766907,1993-04-13
0.29317930340766907,1993-04-14
0.2989276349544525,1993-04-15
0.29317930340766907,1993-04-16
0.2989276349544525,1993-04-19
0.2989276349544525,1993-04-20
0.32767096161842346,1993-04-21
0.32767096161842346,1993-04-22
0.32767096161842346,1993-04-23
0.30467650294303894,1993-04-26
0.32767096161842346,1993-04-27
0.34491637349128723,1993-04-28
0.33916816115379333,1993-04-29
0.33916816115379333,1993-04-30
0.3794081509113312,1993-05-03
0.36791086196899414,1993-05-04
0.3707849383354187,1993-05-05
0.36791086196899414,1993-05-06
0.36791086196899414,1993-05-07
0.350665420293808,1993-05-10
0.35641372203826904,1993-05-11
0.36503666639328003,1993-05-12
0.350665420293808,1993-05-13
0.36216267943382263,1993-05-14
0.35641372203826904,1993-05-17
0.3736599087715149,1993-05-18
0.38803112506866455,1993-05-19
0.3966541886329651,1993-05-20
0.3966541886329651,1993-05-21
0.3794081509113312,1993-05-24
0.36791086196899414,1993-05-25
0.36791086196899414,1993-05-26
0.3707849383354187,1993-05-27
0.3736599087715149,1993-05-28
0.3794081509113312,1993-06-01
0.3736599087715149,1993-06-02
0.3966541886329651,1993-06-03
0.41964858770370483,1993-06-04
0.3966541886329651,1993-06-07
0.3995284140110016,1993-06-08
0.3909051716327667,1993-06-09
0.3909051716327667,1993-06-10
0.4024025797843933,1993-06-11
0.3909051716327667,1993-06-14
0.38515719771385193,1993-06-15
0.3794081509113312,1993-06-16
0.4024025797843933,1993-06-17
0.3966541886329651,1993-06-18
0.3966541886329651,1993-06-21
0.3966541886329651,1993-06-22
0.3909051716327667,1993-06-23
0.3822821080684662,1993-06-24
0.36791086196899414,1993-06-25
0.3794081509113312,1993-06-28
0.3794081509113312,1993-06-29
0.37653398513793945,1993-06-30
0.38515719771385193,1993-07-01
0.37653398513793945,1993-07-02
0.3736599087715149,1993-07-06
0.3736599087715149,1993-07-07
0.3794081509113312,1993-07-08
0.36791086196899414,1993-07-09
0.3707849383354187,1993-07-12
0.36791086196899414,1993-07-13
0.3794081509113312,1993-07-14
0.36216267943382263,1993-07-15
0.34779053926467896,1993-07-16
0.3104248046875,1993-07-19
0.34204232692718506,1993-07-20
0.31617382168769836,1993-07-21
0.30467650294303894,1993-07-22
0.31617382168769836,1993-07-23
0.3104248046875,1993-07-26
0.31617382168769836,1993-07-27
0.3219219744205475,1993-07-28
0.32767096161842346,1993-07-29
0.31617382168769836,1993-07-30
0.32767096161842346,1993-08-02
0.35353952646255493,1993-08-03
0.3794081509113312,1993-08-04
0.359287828207016,1993-08-05
0.350665420293808,1993-08-06
0.350665420293808,1993-08-09
0.350665420293808,1993-08-10
0.34491637349128723,1993-08-11
0.35641372203826904,1993-08-12
0.34779053926467896,1993-08-13
0.35641372203826904,1993-08-16
0.34491637349128723,1993-08-17
0.35641372203826904,1993-08-18
0.33916816115379333,1993-08-19
0.33916816115379333,1993-08-20
0.33916816115379333,1993-08-23
0.32767096161842346,1993-08-24
0.31617382168769836,1993-08-25
0.3219219744205475,1993-08-26
0.3219219744205475,1993-08-27
0.32767096161842346,1993-08-30
0.33916816115379333,1993-08-31
0.33916816115379333,1993-09-01
0.36216267943382263,1993-09-02
0.3966541886329651,1993-09-03
