GILD,Date
0.3794081509113312,1993-09-07
0.3822821080684662,1993-09-08
0.3794081509113312,1993-09-09
0.35641372203826904,1993-09-10
0.35641372203826904,1993-09-13
0.34491637349128723,1993-09-14
0.34491637349128723,1993-09-15
0.33341917395591736,1993-09-16
0.32767096161842346,1993-09-17
0.33916816115379333,1993-09-20
0.33629339933395386,1993-09-21
0.33341917395591736,1993-09-22
0.34491637349128723,1993-09-23
0.33341917395591736,1993-09-24
0.33341917395591736,1993-09-27
0.33341917395591736,1993-09-28
0.33341917395591736,1993-09-29
0.33341917395591736,1993-09-30
0.33341917395591736,1993-10-01
0.33916816115379333,1993-10-04
0.33629339933395386,1993-10-05
0.36216267943382263,1993-10-06
0.36791086196899414,1993-10-07
0.3736599087715149,1993-10-08
0.3707849383354187,1993-10-11
0.3794081509113312,1993-10-12
0.4024025797843933,1993-10-13
0.4138997197151184,1993-10-14
0.43114590644836426,1993-10-15
0.40815144777297974,1993-10-18
0.36503666639328003,1993-10-19
0.34491637349128723,1993-10-20
0.34204232692718506,1993-10-21
0.34491637349128723,1993-10-22
0.350665420293808,1993-10-25
0.35641372203826904,1993-10-26
0.34491637349128723,1993-10-27
0.350665420293808,1993-10-28
0.32767096161842346,1993-10-29
0.34491637349128723,1993-11-01
0.34491637349128723,1993-11-02
0.33916816115379333,1993-11-03
0.33916816115379333,1993-11-04
0.3190478980541229,1993-11-05
0.3219219744205475,1993-11-08
0.3075507581233978,1993-11-09
0.28168216347694397,1993-11-10
0.3075507581233978,1993-11-11
0.3018016815185547,1993-11-12
0.30467650294303894,1993-11-15
0.2989276349544525,1993-11-16
0.2701849341392517,1993-11-17
0.28168216347694397,1993-11-18
0.27880728244781494,1993-11-19
0.28168216347694397,1993-11-22
0.28168216347694397,1993-11-23
0.28168216347694397,1993-11-24
0.28168216347694397,1993-11-26
0.28168216347694397,1993-11-29
0.31617382168769836,1993-11-30
0.31617382168769836,1993-12-01
0.3132988512516022,1993-12-02
0.3104248046875,1993-12-03
0.29317930340766907,1993-12-06
0.3018016815185547,1993-12-07
0.30467650294303894,1993-12-08
0.30467650294303894,1993-12-09
0.28743040561676025,1993-12-10
0.24719050526618958,1993-12-13
0.24719050526618958,1993-12-14
0.2673100531101227,1993-12-15
0.25868773460388184,1993-12-16
0.2644359767436981,1993-12-17
0.25868773460388184,1993-12-20
0.2673100531101227,1993-12-21
0.2644359767436981,1993-12-22
0.25868773460388184,1993-12-23
0.2701849341392517,1993-12-27
0.28168216347694397,1993-12-28
0.28168216347694397,1993-12-29
0.2644359767436981,1993-12-30
0.2759331464767456,1993-12-31
0.2759331464767456,1994-01-03
0.2989276349544525,1994-01-04
0.2989276349544525,1994-01-05
0.30467650294303894,1994-01-06
0.30467650294303894,1994-01-07
0.3075507581233978,1994-01-10
0.3219219744205475,1994-01-11
0.31617382168769836,1994-01-12
0.31617382168769836,1994-01-13
0.3104248046875,1994-01-14
0.2903044819831848,1994-01-17
0.2989276349544525,1994-01-18
0.2989276349544525,1994-01-19
0.28743040561676025,1994-01-20
0.2989276349544525,1994-01-21
0.3018016815185547,1994-01-24
0.28168216347694397,1994-01-25
0.27880728244781494,1994-01-26
0.296053409576416,1994-01-27
0.28743040561676025,1994-01-28
0.29317930340766907,1994-01-31
0.28743040561676025,1994-02-01
0.2759331464767456,1994-02-02
0.28168216347694397,1994-02-03
0.28168216347694397,1994-02-04
0.2759331464767456,1994-02-07
0.27880728244781494,1994-02-08
0.2644359767436981,1994-02-09
0.2759331464767456,1994-02-10
0.2644359767436981,1994-02-11
0.2644359767436981,1994-02-14
0.2701849341392517,1994-02-15
0.28168216347694397,1994-02-16
0.27305909991264343,1994-02-17
0.2644359767436981,1994-02-18
0.2701849341392517,1994-02-22
0.2759331464767456,1994-02-23
0.2644359767436981,1994-02-24
0.25868773460388184,1994-02-25
0.2759331464767456,1994-02-28
0.2759331464767456,1994-03-01
0.2701849341392517,1994-03-02
0.2558128237724304,1994-03-03
0.2644359767436981,1994-03-04
0.2529386878013611,1994-03-07
0.2529386878013611,1994-03-08
0.24719050526618958,1994-03-09
0.24719050526618958,1994-03-10
0.24719050526618958,1994-03-11
0.2529386878013611,1994-03-14
0.2644359767436981,1994-03-15
0.25868773460388184,1994-03-16
0.2644359767436981,1994-03-17
0.2558128237724304,1994-03-18
0.24719050526618958,1994-03-21
0.2644359767436981,1994-03-22
0.24719050526618958,1994-03-23
0.24431560933589935,1994-03-24
0.24719050526618958,1994-03-25
0.24719050526618958,1994-03-28
0.22994427382946014,1994-03-29
0.2270701825618744,1994-03-30
0.24719050526618958,1994-03-31
0.2356933206319809,1994-04-04
0.2356933206319809,1994-04-05
0.24719050526618958,1994-04-06
0.24719050526618958,1994-04-07
0.2356933206319809,1994-04-08
0.241441547870636,1994-04-11
0.2356933206319809,1994-04-12
0.23856738209724426,1994-04-13
0.22419603168964386,1994-04-14
0.2356933206319809,1994-04-15
0.2270701825618744,1994-04-18
0.22419603168964386,1994-04-19
0.20407572388648987,1994-04-20
0.2126988023519516,1994-04-21
0.2069498598575592,1994-04-22
0.2069498598575592,1994-04-25
0.2069498598575592,1994-04-26
0.2126988023519516,1994-04-28
0.2069498598575592,1994-04-29
0.2012016922235489,1994-05-02
0.2069498598575592,1994-05-03
0.2126988023519516,1994-05-04
0.2126988023519516,1994-05-05
0.20407572388648987,1994-05-06
0.2012016922235489,1994-05-09
0.2126988023519516,1994-05-10
0.2126988023519516,1994-05-11
0.19832681119441986,1994-05-12
0.20407572388648987,1994-05-13
0.2012016922235489,1994-05-16
0.19545258581638336,1994-05-17
0.19545258581638336,1994-05-18
0.2126988023519516,1994-05-19
0.2126988023519516,1994-05-20
0.19545258581638336,1994-05-23
0.2012016922235489,1994-05-24
0.2012016922235489,1994-05-25
0.18970449268817902,1994-05-26
0.2012016922235489,1994-05-27
0.1782071888446808,1994-05-31
0.18108133971691132,1994-06-01
0.1782071888446808,1994-06-02
0.17245818674564362,1994-06-03
0.16096098721027374,1994-06-06
0.16096098721027374,1994-06-07
0.16670997440814972,1994-06-08
0.18395543098449707,1994-06-09
0.17245818674564362,1994-06-10
0.18970449268817902,1994-06-13
0.19545258581638336,1994-06-14
0.19257859885692596,1994-06-15
0.18970449268817902,1994-06-16
0.1868295818567276,1994-06-17
0.1782071888446808,1994-06-20
0.18395543098449707,1994-06-21
0.18395543098449707,1994-06-22
0.18395543098449707,1994-06-23
0.1868295818567276,1994-06-24
0.19545258581638336,1994-06-27
0.18395543098449707,1994-06-28
0.18970449268817902,1994-06-29
0.19545258581638336,1994-06-30
0.19545258581638336,1994-07-01
0.19257859885692596,1994-07-05
0.19545258581638336,1994-07-06
0.1868295818567276,1994-07-07
0.2012016922235489,1994-07-08
0.18970449268817902,1994-07-11
0.18395543098449707,1994-07-12
0.1782071888446808,1994-07-13
0.18395543098449707,1994-07-14
0.18970449268817902,1994-07-15
0.2012016922235489,1994-07-18
0.20407572388648987,1994-07-19
0.2069498598575592,1994-07-20
0.21844707429409027,1994-07-21
0.20407572388648987,1994-07-22
0.2069498598575592,1994-07-25
0.20407572388648987,1994-07-26
0.2069498598575592,1994-07-27
0.21413591504096985,1994-07-28
0.21557295322418213,1994-07-29
0.21557295322418213,1994-08-01
0.21557295322418213,1994-08-02
0.21844707429409027,1994-08-03
0.2126988023519516,1994-08-04
0.21844707429409027,1994-08-05
0.20982405543327332,1994-08-08
0.20982405543327332,1994-08-09
0.22419603168964386,1994-08-10
0.22419603168964386,1994-08-11
0.2356933206319809,1994-08-12
0.23425547778606415,1994-08-15
0.2328183948993683,1994-08-16
0.2126988023519516,1994-08-17
0.2356933206319809,1994-08-18
0.24431560933589935,1994-08-19
0.24431560933589935,1994-08-22
0.24431560933589935,1994-08-23
0.241441547870636,1994-08-24
0.2356933206319809,1994-08-25
0.2529386878013611,1994-08-26
0.2529386878013611,1994-08-29
0.241441547870636,1994-08-30
0.2356933206319809,1994-08-31
0.22994427382946014,1994-09-01
0.22419603168964386,1994-09-02
0.2270701825618744,1994-09-06
0.2256331741809845,1994-09-07
0.2313813418149948,1994-09-08
0.2529386878013611,1994-09-09
0.2543758451938629,1994-09-12
0.2529386878013611,1994-09-13
0.2529386878013611,1994-09-14
0.2500646412372589,1994-09-15
0.24719050526618958,1994-09-16
0.24431560933589935,1994-09-19
0.2529386878013611,1994-09-20
0.2701849341392517,1994-09-21
0.2701849341392517,1994-09-22
0.2701849341392517,1994-09-23
0.2644359767436981,1994-09-26
0.2701849341392517,1994-09-27
0.2759331464767456,1994-09-28
0.2759331464767456,1994-09-29
0.2701849341392517,1994-09-30
0.25868773460388184,1994-10-03
0.24719050526618958,1994-10-04
0.25868773460388184,1994-10-05
0.2558128237724304,1994-10-06
0.2558128237724304,1994-10-07
0.2543758451938629,1994-10-10
0.2543758451938629,1994-10-11
0.25868773460388184,1994-10-12
0.25868773460388184,1994-10-13
0.24719050526618958,1994-10-14
0.2356933206319809,1994-10-17
0.23856738209724426,1994-10-18
0.2356933206319809,1994-10-19
0.2356933206319809,1994-10-20
0.2328183948993683,1994-10-21
0.2328183948993683,1994-10-24
0.2356933206319809,1994-10-25
0.2356933206319809,1994-10-26
0.2270701825618744,1994-10-27
0.2213212251663208,1994-10-28
0.19545258581638336,1994-10-31
0.20982405543327332,1994-11-01
0.2012016922235489,1994-11-02
0.2012016922235489,1994-11-03
0.20407572388648987,1994-11-04
0.19545258581638336,1994-11-07
0.19545258581638336,1994-11-08
0.19545258581638336,1994-11-09
0.18970449268817902,1994-11-10
0.18108133971691132,1994-11-11
0.1782071888446808,1994-11-14
0.18395543098449707,1994-11-15
0.2069498598575592,1994-11-16
0.2069498598575592,1994-11-17
0.22994427382946014,1994-11-18
0.22994427382946014,1994-11-21
0.2328183948993683,1994-11-22
0.2213212251663208,1994-11-23
0.22419603168964386,1994-11-25
0.2356933206319809,1994-11-28
0.241441547870636,1994-11-29
0.2356933206319809,1994-11-30
0.2356933206319809,1994-12-01
0.2213212251663208,1994-12-02
0.20838691294193268,1994-12-05
0.2069498598575592,1994-12-06
0.2069498598575592,1994-12-07
0.2012016922235489,1994-12-08
0.19545258581638336,1994-12-09
0.21844707429409027,1994-12-12
0.2126988023519516,1994-12-13
0.2069498598575592,1994-12-14
0.2012016922235489,1994-12-15
0.20407572388648987,1994-12-16
0.2069498598575592,1994-12-19
0.2012016922235489,1994-12-20
0.2126988023519516,1994-12-21
0.2112610787153244,1994-12-22
0.20407572388648987,1994-12-23
0.2069498598575592,1994-12-27
0.2112610787153244,1994-12-28
0.2126988023519516,1994-12-29
0.21844707429409027,1994-12-30
0.21557295322418213,1995-01-03
0.21557295322418213,1995-01-04
0.23425547778606415,1995-01-05
0.2529386878013611,1995-01-06
0.2529386878013611,1995-01-09
0.2644359767436981,1995-01-10
0.2658730447292328,1995-01-11
0.25868773460388184,1995-01-12
0.2529386878013611,1995-01-13
0.2529386878013611,1995-01-16
0.2529386878013611,1995-01-17
0.2644359767436981,1995-01-18
0.2759331464767456,1995-01-19
0.27880728244781494,1995-01-20
0.2845563292503357,1995-01-23
0.2989276349544525,1995-01-24
0.29317930340766907,1995-01-25
0.3104248046875,1995-01-26
0.32767096161842346,1995-01-27
0.31186193227767944,1995-01-30
0.2989276349544525,1995-01-31
0.28743040561676025,1995-02-01
0.2989276349544525,1995-02-02
0.2989276349544525,1995-02-03
0.296053409576416,1995-02-06
0.29317930340766907,1995-02-07
0.28743040561676025,1995-02-08
0.2989276349544525,1995-02-09
0.3075507581233978,1995-02-10
0.30467650294303894,1995-02-13
0.31617382168769836,1995-02-14
0.3219219744205475,1995-02-15
0.3219219744205475,1995-02-16
0.31617382168769836,1995-02-17
0.31617382168769836,1995-02-21
0.31617382168769836,1995-02-22
0.3219219744205475,1995-02-23
0.34491637349128723,1995-02-24
0.33341917395591736,1995-02-27
0.32767096161842346,1995-02-28
0.33916816115379333,1995-03-01
0.33341917395591736,1995-03-02
0.34779053926467896,1995-03-03
0.33916816115379333,1995-03-06
0.33629339933395386,1995-03-07
0.32767096161842346,1995-03-08
0.33341917395591736,1995-03-09
0.34491637349128723,1995-03-10
0.33629339933395386,1995-03-13
0.32767096161842346,1995-03-14
0.3219219744205475,1995-03-15
0.33341917395591736,1995-03-16
0.3104248046875,1995-03-17
0.3104248046875,1995-03-20
0.3104248046875,1995-03-21
0.3219219744205475,1995-03-22
0.31617382168769836,1995-03-23
0.3104248046875,1995-03-24
0.30467650294303894,1995-03-27
0.29317930340766907,1995-03-28
0.29317930340766907,1995-03-29
0.29317930340766907,1995-03-30
0.2989276349544525,1995-03-31
0.31617382168769836,1995-04-03
0.32767096161842346,1995-04-04
0.31617382168769836,1995-04-05
0.31186193227767944,1995-04-06
0.3104248046875,1995-04-07
0.3219219744205475,1995-04-10
0.350665420293808,1995-04-11
0.34491637349128723,1995-04-12
0.33485621213912964,1995-04-13
0.34491637349128723,1995-04-17
0.33916816115379333,1995-04-18
0.3305451273918152,1995-04-19
0.32767096161842346,1995-04-20
0.31617382168769836,1995-04-21
0.32767096161842346,1995-04-24
0.3219219744205475,1995-04-25
0.32767096161842346,1995-04-26
0.34204232692718506,1995-04-27
0.34491637349128723,1995-04-28
0.34491637349128723,1995-05-01
0.34779053926467896,1995-05-02
0.3794081509113312,1995-05-03
0.3750968873500824,1995-05-04
0.3923424482345581,1995-05-05
0.3909051716327667,1995-05-08
0.38515719771385193,1995-05-09
0.38515719771385193,1995-05-10
0.3822821080684662,1995-05-11
0.38084515929222107,1995-05-12
0.38515719771385193,1995-05-15
0.3794081509113312,1995-05-16
0.3822821080684662,1995-05-17
0.3909051716327667,1995-05-18
0.37653398513793945,1995-05-19
0.3794081509113312,1995-05-22
0.3736599087715149,1995-05-23
0.3822821080684662,1995-05-24
0.3736599087715149,1995-05-25
0.36216267943382263,1995-05-26
0.36791086196899414,1995-05-30
0.3736599087715149,1995-05-31
0.37653398513793945,1995-06-01
0.36791086196899414,1995-06-02
0.3707849383354187,1995-06-05
0.3707849383354187,1995-06-06
0.36791086196899414,1995-06-07
0.41964858770370483,1995-06-08
0.3966541886329651,1995-06-09
0.4024025797843933,1995-06-12
0.40815144777297974,1995-06-13
0.4024025797843933,1995-06-14
0.38803112506866455,1995-06-15
0.38515719771385193,1995-06-16
0.3909051716327667,1995-06-19
0.38515719771385193,1995-06-20
0.3865940272808075,1995-06-21
0.3707849383354187,1995-06-22
0.36791086196899414,1995-06-23
0.36791086196899414,1995-06-26
0.36503666639328003,1995-06-27
0.37653398513793945,1995-06-28
0.3794081509113312,1995-06-29
0.40527668595314026,1995-06-30
0.38515719771385193,1995-07-03
0.3909051716327667,1995-07-05
0.3966541886329651,1995-07-06
0.41677382588386536,1995-07-07
0.4138997197151184,1995-07-10
0.44839128851890564,1995-07-11
